date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Positive (poll),Negative (poll)
2019-07-22,36.66,34.09,39.17,40.89,36.31,45.37,31.0,58.0
2019-07-23,36.7,34.14,39.18,40.96,36.35,45.35,,
2019-07-24,36.73,34.19,39.18,41.04,36.4,45.32,,
2019-07-25,36.76,34.25,39.17,41.12,36.52,45.28,,
2019-07-26,36.78,34.3,39.16,41.19,36.58,45.24,31.0,43.0
2019-07-27,36.81,34.34,39.16,41.27,36.72,45.2,38.0,32.0
2019-07-28,36.83,34.38,39.15,41.36,36.84,45.2,,
2019-07-29,36.84,34.42,39.14,41.44,36.98,45.25,,
2019-07-30,36.86,34.46,39.14,41.52,37.11,45.29,31.0,38.0
2019-07-31,36.87,34.5,39.13,41.6,37.24,45.31,,
2019-08-01,36.88,34.54,39.12,41.68,37.37,45.31,,
2019-08-02,36.89,34.58,39.12,41.76,37.51,45.41,,
2019-08-03,36.89,34.6,39.12,41.84,37.62,45.46,,
2019-08-04,36.9,34.61,39.12,41.91,37.77,45.52,,
2019-08-05,36.9,34.63,39.11,41.99,37.89,45.62,,
2019-08-06,36.91,34.66,39.08,42.06,38.01,45.71,,
2019-08-07,36.91,34.69,39.05,42.13,38.13,45.79,,
2019-08-08,36.91,34.71,39.01,42.2,38.23,45.86,40.0,34.0
2019-08-09,36.91,34.74,38.98,42.26,38.26,45.91,40.0,34.0
2019-08-10,36.91,34.77,38.94,42.32,38.38,45.95,,
2019-08-11,36.92,34.8,38.92,42.38,38.5,45.98,,
2019-08-12,36.92,34.83,38.9,42.44,38.62,46.01,,
2019-08-13,36.93,34.85,38.88,42.49,38.79,46.03,,
2019-08-14,36.94,34.88,38.88,42.55,38.92,46.05,,
2019-08-15,36.95,34.91,38.85,42.59,38.97,46.06,,
2019-08-16,36.96,34.94,38.82,42.64,39.05,46.1,,
2019-08-17,36.97,34.97,38.82,42.68,39.15,46.14,,
2019-08-18,36.99,35.02,38.83,42.72,39.25,46.14,,
2019-08-19,37.01,35.07,38.86,42.76,39.33,46.14,,
2019-08-20,37.04,35.12,38.88,42.8,39.42,46.12,,
2019-08-21,37.07,35.17,38.91,42.83,39.5,46.1,,
2019-08-22,37.1,35.22,38.93,42.86,39.58,46.07,,
2019-08-23,37.14,35.28,38.97,42.89,39.66,46.06,41.0,36.0
2019-08-24,37.17,35.34,39.0,42.92,39.73,46.06,,
2019-08-25,37.22,35.4,39.03,42.95,39.81,46.07,,
2019-08-26,37.26,35.47,39.07,42.97,39.88,46.08,,
2019-08-27,37.31,35.54,39.11,42.99,39.96,46.08,,
2019-08-28,37.37,35.63,39.15,43.02,40.03,46.07,,
2019-08-29,37.43,35.69,39.19,43.04,40.1,46.07,38.0,44.0
2019-08-30,37.49,35.76,39.25,43.06,40.17,46.0,41.0,35.0
2019-08-31,37.55,35.83,39.32,43.08,40.28,45.87,48.0,42.0
2019-09-01,37.62,35.9,39.38,43.1,40.39,45.78,,
2019-09-02,37.69,35.98,39.45,43.12,40.46,45.75,,
2019-09-03,37.76,36.1,39.5,43.15,40.52,45.68,,
2019-09-04,37.83,36.18,39.56,43.17,40.64,45.64,,
2019-09-05,37.91,36.26,39.64,43.19,40.77,45.6,,
2019-09-06,37.99,36.35,39.68,43.21,40.82,45.59,,
2019-09-07,38.07,36.45,39.72,43.24,40.88,45.56,,
2019-09-08,38.15,36.53,39.8,43.27,40.96,45.55,,
2019-09-09,38.23,36.66,39.86,43.3,41.03,45.56,,
2019-09-10,38.31,36.75,39.96,43.33,41.1,45.57,,
2019-09-11,38.39,36.83,40.04,43.37,41.18,45.59,,
2019-09-12,38.47,36.92,40.1,43.41,41.27,45.64,,
2019-09-13,38.55,37.01,40.15,43.46,41.36,45.66,,
2019-09-14,38.63,37.1,40.2,43.5,41.46,45.7,,
2019-09-15,38.7,37.19,40.24,43.55,41.54,45.75,,
2019-09-16,38.78,37.28,40.32,43.61,41.66,45.81,36.0,55.0
2019-09-17,38.85,37.38,40.38,43.67,41.76,45.85,38.0,54.0
2019-09-18,38.92,37.48,40.44,43.73,41.86,45.84,,
2019-09-19,38.98,37.56,40.52,43.79,41.97,45.9,,
2019-09-20,39.05,37.64,40.58,43.86,42.03,45.95,,
2019-09-21,39.11,37.74,40.55,43.93,42.07,45.99,,
2019-09-22,39.17,37.8,40.59,44.01,42.17,46.11,,
2019-09-23,39.22,37.88,40.62,44.09,42.26,46.13,,
2019-09-24,39.27,37.93,40.66,44.17,42.38,46.2,,
2019-09-25,39.32,37.98,40.69,44.25,42.53,46.24,,
2019-09-26,39.36,37.99,40.72,44.34,42.62,46.33,,
2019-09-27,39.4,38.0,40.73,44.42,42.73,46.39,33.5,51.5
2019-09-28,39.44,38.0,40.75,44.51,42.82,46.53,,
2019-09-29,39.47,38.01,40.77,44.6,42.91,46.64,,
2019-09-30,39.49,38.02,40.79,44.7,43.01,46.83,,
2019-10-01,39.51,38.01,40.79,44.79,43.15,46.9,,
2019-10-02,39.53,38.0,40.8,44.88,43.2,46.95,,
2019-10-03,39.54,37.99,40.8,44.97,43.28,47.03,,
2019-10-04,39.55,37.99,40.8,45.06,43.37,47.19,37.0,43.0
2019-10-05,39.56,37.98,40.79,45.15,43.45,47.26,,
2019-10-06,39.56,37.97,40.82,45.23,43.54,47.4,,
2019-10-07,39.56,37.97,40.78,45.32,43.61,47.57,,
2019-10-08,39.56,37.95,40.75,45.4,43.7,47.64,,
2019-10-09,39.55,37.93,40.72,45.48,43.77,47.71,,
2019-10-10,39.54,37.9,40.71,45.56,43.86,47.77,,
2019-10-11,39.54,37.88,40.71,45.63,43.94,47.86,33.0,43.0
2019-10-12,39.52,37.85,40.73,45.7,44.02,47.95,,
2019-10-13,39.51,37.83,40.7,45.77,44.09,48.04,,
2019-10-14,39.5,37.8,40.72,45.83,44.15,48.12,,
2019-10-15,39.49,37.77,40.73,45.89,44.21,48.2,,
2019-10-16,39.47,37.75,40.72,45.95,44.28,48.28,,
2019-10-17,39.46,37.72,40.72,46.0,44.32,48.36,40.0,41.0
2019-10-18,39.45,37.69,40.73,46.06,44.35,48.44,,
2019-10-19,39.43,37.66,40.72,46.11,44.36,48.5,,
2019-10-20,39.42,37.64,40.71,46.15,44.37,48.57,,
2019-10-21,39.41,37.63,40.69,46.2,44.38,48.64,,
2019-10-22,39.4,37.61,40.67,46.24,44.41,48.7,,
2019-10-23,39.39,37.59,40.66,46.27,44.44,48.72,,
2019-10-24,39.38,37.58,40.64,46.31,44.47,48.72,,
