date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2024-04-14,,,,,,,,,,15.46,14.12,16.95,,,,,,,,,,,,,53.41,51.59,55.14,,,,,,,,,,,,,10.41,8.92,11.98,,,,,,,,,,,,,,,,,,,8.91,7.66,10.3,,,,,,,9.73,8.43,11.31,,,,,,,,,
2024-04-15,,,,,,,,,,15.46,14.13,16.93,,,,,,,,,,,,,53.36,51.54,55.09,,,,,,,,,,,,,10.42,8.95,12.0,,,,,,,,,,,,,,,,,,,8.93,7.7,10.34,,,,,,,9.74,8.46,11.33,,,,,,,,,
2024-04-16,,,,,,,,,,15.45,14.14,16.92,,,,,,,,,,,,,53.3,51.5,55.04,,,,,,,,,,,,,10.45,8.99,12.01,,,,,,,,,,,,,,,,,,,8.94,7.69,10.37,,,,,,,9.76,8.5,11.38,,,,,,,,,
2024-04-17,,,,,,,,,,15.45,14.15,16.91,,,,,,,,,,,,,53.24,51.44,54.97,,,,,,,,,,,,,10.47,9.03,12.03,,,,,,,,,,,,,,,,,,,8.95,7.7,10.37,,,,,,,9.78,8.5,11.36,,,,16.0,50.0,8.0,,13.0,12.0
2024-04-18,,,,,,,,,,15.44,14.16,16.89,,,,,,,,,,,,,53.18,51.35,54.91,,,,,,,,,,,,,10.49,9.07,12.04,,,,,,,,,,,,,,,,,,,8.96,7.74,10.35,,,,,,,9.8,8.48,11.37,,,,,,,,,
2024-04-19,,,,,,,,,,15.44,14.18,16.9,,,,,,,,,,,,,53.11,51.28,54.84,,,,,,,,,,,,,10.52,9.13,12.04,,,,,,,,,,,,,,,,,,,8.97,7.78,10.38,,,,,,,9.82,8.49,11.38,,,,,,,,,
2024-04-20,,,,,,,,,,15.44,14.19,16.9,,,,,,,,,,,,,53.04,51.24,54.8,,,,,,,,,,,,,10.54,9.21,12.04,,,,,,,,,,,,,,,,,,,8.98,7.81,10.39,,,,,,,9.84,8.53,11.4,,,,,,,,,
2024-04-21,,,,,,,,,,15.44,14.2,16.9,,,,,,,,,,,,,52.97,51.2,54.75,,,,,,,,,,,,,10.57,9.29,12.08,,,,,,,,,,,,,,,,,,,8.99,7.85,10.43,,,,,,,9.86,8.55,11.44,,,,,,,,,
2024-04-22,,,,,,,,,,15.44,14.2,16.9,,,,,,,,,,,,,52.9,51.13,54.68,,,,,,,,,,,,,10.6,9.34,12.08,,,,,,,,,,,,,,,,,,,9.0,7.88,10.43,,,,,,,9.88,8.53,11.47,,,,,,,,,
2024-04-23,,,,,,,,,,15.44,14.19,16.9,,,,,,,,,,,,,52.83,51.06,54.61,,,,,,,,,,,,,10.63,9.38,12.07,,,,,,,,,,,,,,,,,,,9.01,7.9,10.43,,,,,,,9.9,8.54,11.46,,,,,,,,,
2024-04-24,,,,,,,,,,15.44,14.18,16.9,,,,,,,,,,,,,52.76,51.01,54.54,,,,,,,,,,,,,10.66,9.42,12.07,,,,,,,,,,,,,,,,,,,9.02,7.94,10.42,,,,,,,9.92,8.57,11.48,,,,14.0,59.0,8.0,,7.0,8.0
2024-04-25,,,,,,,,,,15.44,14.16,16.9,,,,,,,,,,,,,52.68,50.93,54.47,,,,,,,,,,,,,10.69,9.47,12.07,,,,,,,,,,,,,,,,,,,9.03,7.94,10.4,,,,,,,9.94,8.56,11.56,,,,,,,,,
2024-04-26,,,,,,,,,,15.44,14.15,16.89,,,,,,,,,,,,,52.61,50.85,54.39,,,,,,,,,,,,,10.73,9.49,12.12,,,,,,,,,,,,,,,,,,,9.04,7.97,10.39,,,,,,,9.96,8.55,11.63,,,,,,,,,
2024-04-27,,,,,,,,,,15.44,14.13,16.88,,,,,,,,,,,,,52.53,50.77,54.35,,,,,,,,,,,,,10.76,9.56,12.13,,,,,,,,,,,,,,,,,,,9.05,7.97,10.37,,,,,,,9.98,8.58,11.68,,,,,,,,,
2024-04-28,,,,,,,,,,15.44,14.13,16.87,,,,,,,,,,,,,52.46,50.68,54.33,,,,,,,,,,,,,10.79,9.63,12.17,,,,,,,,,,,,,,,,,,,9.05,7.97,10.39,,,,,,,10.0,8.6,11.69,,,,,,,,,
2024-04-29,,,,,,,,,,15.45,14.17,16.89,,,,,,,,,,,,,52.38,50.6,54.29,,,,,,,,,,,,,10.83,9.66,12.2,,,,,,,,,,,,,,,,,,,9.06,7.97,10.4,,,,,,,10.01,8.67,11.7,,,,,,,,,
2024-04-30,,,,,,,,,,15.45,14.21,16.88,,,,,,,,,,,,,52.3,50.53,54.26,,,,,,,,,,,,,10.86,9.7,12.24,,,,,,,,,,,,,,,,,,,9.07,7.97,10.39,,,,,,,10.03,8.66,11.71,,,,,,,,,
2024-05-01,,,,,,,,,,15.45,14.24,16.87,,,,,,,,,,,,,52.23,50.45,54.19,,,,,,,,,,,,,10.9,9.76,12.26,,,,,,,,,,,,,,,,,,,9.07,7.97,10.39,,,,,,,10.05,8.68,11.71,,,,10.0,44.0,16.0,,12.0,14.0
2024-05-02,,,,,,,,,,15.45,14.24,16.86,,,,,,,,,,,,,52.15,50.37,54.1,,,,,,,,,,,,,10.93,9.84,12.3,,,,,,,,,,,,,,,,,,,9.08,7.97,10.39,,,,,,,10.07,8.71,11.72,,,,,,,,,
2024-05-03,,,,,,,,,,15.46,14.26,16.86,,,,,,,,,,,,,52.08,50.29,54.01,,,,,,,,,,,,,10.97,9.89,12.33,,,,,,,,,,,,,,,,,,,9.09,7.98,10.4,,,,,,,10.08,8.72,11.73,,,,,,,,,
2024-05-04,,,,,,,,,,15.46,14.26,16.86,,,,,,,,,,,,,52.01,50.22,53.93,,,,,,,,,,,,,11.0,9.89,12.35,,,,,,,,,,,,,,,,,,,9.09,7.98,10.42,,,,,,,10.1,8.73,11.76,,,,,,,,,
2024-05-05,,,,,,,,,,15.46,14.25,16.85,,,,,,,,,,,,,51.94,50.16,53.84,,,,,,,,,,,,,11.04,9.89,12.37,,,,,,,,,,,,,,,,,,,9.1,7.98,10.44,,,,,,,10.11,8.74,11.81,,,,,,,,,
2024-05-06,,,,,,,,,,15.46,14.25,16.83,,,,,,,,,,,,,51.86,50.08,53.77,,,,,,,,,,,,,11.07,9.93,12.43,,,,,,,,,,,,,,,,,,,9.1,7.99,10.46,,,,,,,10.13,8.75,11.8,,,,,,,,,
2024-05-07,,,,,,,,,,15.47,14.24,16.85,,,,,,,,,,,,,51.79,50.0,53.68,,,,,,,,,,,,,11.1,9.99,12.46,,,,,,,,,,,,,,,,,,,9.11,7.99,10.47,,,,,,,10.14,8.75,11.81,,,,,,,,,
2024-05-08,,,,,,,,,,15.47,14.24,16.86,,,,,,,,,,,,,51.72,49.92,53.59,,,,,,,,,,,,,11.14,10.03,12.5,,,,,,,,,,,,,,,,,,,9.12,8.0,10.48,,,,,,,10.16,8.76,11.84,,,,16.0,54.0,12.0,,7.0,9.0
2024-05-09,,,,,,,,,,15.47,14.25,16.87,,,,,,,,,,,,,51.66,49.84,53.51,,,,,,,,,,,,,11.17,10.06,12.53,,,,,,,,,,,,,,,,,,,9.12,8.0,10.48,,,,,,,10.17,8.78,11.85,,,,,,,,,
2024-05-10,,,,,,,,,,15.47,14.24,16.89,,,,,,,,,,,,,51.59,49.74,53.44,,,,,,,,,,,,,11.21,10.08,12.56,,,,,,,,,,,,,,,,,,,9.13,8.01,10.48,,,,,,,10.19,8.8,11.86,,,,,,,,,
2024-05-11,,,,,,,,,,15.48,14.23,16.9,,,,,,,,,,,,,51.53,49.65,53.39,,,,,,,,,,,,,11.24,10.11,12.6,,,,,,,,,,,,,,,,,,,9.13,8.01,10.49,,,,,,,10.2,8.81,11.86,,,,,,,,,
2024-05-12,,,,,,,,,,15.48,14.24,16.91,,,,,,,,,,,,,51.46,49.56,53.3,,,,,,,,,,,,,11.27,10.15,12.63,,,,,,,,,,,,,,,,,,,9.14,8.02,10.49,,,,,,,10.21,8.83,11.87,,,,,,,,,
2024-05-13,,,,,,,,,,15.48,14.26,16.92,,,,,,,,,,,,,51.4,49.47,53.25,,,,,,,,,,,,,11.3,10.2,12.66,,,,,,,,,,,,,,,,,,,9.14,8.02,10.49,,,,,,,10.22,8.84,11.88,,,,,,,,,
2024-05-14,,,,,,,,,,15.48,14.28,16.93,,,,,,,,,,,,,51.34,49.42,53.2,,,,,,,,,,,,,11.34,10.21,12.7,,,,,,,,,,,,,,,,,,,9.15,8.04,10.53,,,,,,,10.23,8.85,11.86,,,,,,,,,
2024-05-15,,,,,,,,,,15.48,14.3,16.94,,,,,,,,,,,,,51.28,49.36,53.15,,,,,,,,,,,,,11.37,10.22,12.73,,,,,,,,,,,,,,,,,,,9.15,8.08,10.56,,,,,,,10.25,8.86,11.86,,,,,,,,,
2024-05-16,,,,,,,,,,15.48,14.32,16.95,,,,,,,,,,,,,51.22,49.31,53.1,,,,,,,,,,,,,11.4,10.26,12.76,,,,,,,,,,,,,,,,,,,9.16,8.1,10.6,,,,,,,10.26,8.86,11.88,,,,15.0,58.0,10.0,,10.0,7.0
2024-05-17,,,,,,,,,,15.49,14.35,16.96,,,,,,,,,,,,,51.16,49.25,53.07,,,,,,,,,,,,,11.43,10.31,12.79,,,,,,,,,,,,,,,,,,,9.16,8.08,10.63,,,,,,,10.27,8.85,11.9,,,,,,,,,
2024-05-18,,,,,,,,,,15.49,14.34,16.98,,,,,,,,,,,,,51.11,49.18,53.0,,,,,,,,,,,,,11.46,10.34,12.82,,,,,,,,,,,,,,,,,,,9.17,8.06,10.66,,,,,,,10.28,8.83,11.91,,,,,,,,,
2024-05-19,,,,,,,,,,15.49,14.32,17.01,,,,,,,,,,,,,51.05,49.13,52.96,,,,,,,,,,,,,11.49,10.36,12.87,,,,,,,,,,,,,,,,,,,9.18,8.05,10.66,,,,,,,10.29,8.82,11.93,,,,,,,,,
2024-05-20,,,,,,,,,,15.49,14.33,17.03,,,,,,,,,,,,,51.0,49.08,52.92,,,,,,,,,,,,,11.52,10.38,12.92,,,,,,,,,,,,,,,,,,,9.18,8.04,10.65,,,,,,,10.3,8.81,11.96,,,,,,,,,
2024-05-21,,,,,,,,,,15.49,14.3,17.05,,,,,,,,,,,,,50.95,48.99,52.87,,,,,,,,,,,,,11.54,10.39,12.95,,,,,,,,,,,,,,,,,,,9.19,8.04,10.63,,,,,,,10.31,8.81,11.97,,,,,,,,,
2024-05-22,,,,,,,,,,15.49,14.29,17.07,,,,,,,,,,,,,50.9,48.93,52.83,,,,,,,,,,,,,11.57,10.4,12.97,,,,,,,,,,,,,,,,,,,9.19,8.05,10.62,,,,,,,10.32,8.81,11.99,,,,16.0,58.0,9.0,,9.0,7.0
2024-05-23,,,,,,,,,,15.49,14.3,17.08,,,,,,,,,,,,,50.85,48.87,52.8,,,,,,,,,,,,,11.6,10.41,12.99,,,,,,,,,,,,,,,,,,,9.19,8.07,10.61,,,,,,,10.33,8.82,12.01,,,,,,,,,
2024-05-24,,,,,,,,,,15.49,14.31,17.1,,,,,,,,,,,,,50.8,48.8,52.77,,,,,,,,,,,,,11.62,10.43,13.02,,,,,,,,,,,,,,,,,,,9.2,8.08,10.61,,,,,,,10.34,8.83,12.02,,,,17.0,50.0,13.0,,8.0,10.0
2024-05-25,,,,,,,,,,15.49,14.33,17.12,,,,,,,,,,,,,50.76,48.74,52.75,,,,,,,,,,,,,11.65,10.44,13.07,,,,,,,,,,,,,,,,,,,9.2,8.06,10.63,,,,,,,10.35,8.83,12.04,,,,,,,,,
2024-05-26,,,,,,,,,,15.5,14.34,17.15,,,,,,,,,,,,,50.71,48.67,52.72,,,,,,,,,,,,,11.67,10.46,13.11,,,,,,,,,,,,,,,,,,,9.21,8.05,10.63,,,,,,,10.36,8.84,12.05,,,,,,,,,
2024-05-27,,,,,,,,,,15.5,14.34,17.17,,,,,,,,,,,,,50.67,48.62,52.7,,,,,,,,,,,,,11.7,10.47,13.16,,,,,,,,,,,,,,,,,,,9.21,8.03,10.65,,,,,,,10.36,8.84,12.07,,,,,,,,,
2024-05-28,,,,,,,,,,15.5,14.33,17.19,,,,,,,,,,,,,50.62,48.56,52.68,,,,,,,,,,,,,11.72,10.48,13.2,,,,,,,,,,,,,,,,,,,9.21,8.03,10.66,,,,,,,10.37,8.85,12.08,,,,17.0,56.0,11.0,,10.0,5.0
2024-05-29,,,,,,,,,,15.5,14.31,17.2,,,,,,,,,,,,,50.58,48.5,52.65,,,,,,,,,,,,,11.74,10.5,13.24,,,,,,,,,,,,,,,,,,,9.21,8.05,10.68,,,,,,,10.38,8.86,12.09,,,,,,,,,
2024-05-30,,,,,,,,,,15.51,14.3,17.2,,,,,,,,,,,,,50.54,48.45,52.61,,,,,,,,,,,,,11.77,10.53,13.28,,,,,,,,,,,,,,,,,,,9.22,8.06,10.69,,,,,,,10.39,8.86,12.09,,,,14.0,58.0,7.0,,9.0,12.0
2024-05-31,,,,,,,,,,15.51,14.31,17.2,,,,,,,,,,,,,50.5,48.41,52.58,,,,,,,,,,,,,11.79,10.56,13.32,,,,,,,,,,,,,,,,,,,9.22,8.07,10.7,,,,,,,10.4,8.88,12.11,,,,,,,,,
2024-06-01,,,,,,,,,,15.51,14.3,17.21,,,,,,,,,,,,,50.46,48.37,52.54,,,,,,,,,,,,,11.81,10.57,13.36,,,,,,,,,,,,,,,,,,,9.22,8.07,10.72,,,,,,,10.41,8.89,12.13,,,,,,,,,
2024-06-02,,,,,,,,,,15.52,14.29,17.21,,,,,,,,,,,,,50.42,48.34,52.5,,,,,,,,,,,,,11.83,10.57,13.4,,,,,,,,,,,,,,,,,,,9.22,8.04,10.75,,,,,,,10.42,8.9,12.14,,,,,,,,,
2024-06-03,,,,,,,,,,15.52,14.28,17.22,,,,,,,,,,,,,50.38,48.31,52.47,,,,,,,,,,,,,11.85,10.56,13.43,,,,,,,,,,,,,,,,,,,9.22,8.01,10.74,,,,,,,10.43,8.91,12.16,,,,,,,,,
2024-06-04,,,,,,,,,,15.53,14.27,17.23,,,,,,,,,,,,,50.35,48.28,52.43,,,,,,,,,,,,,11.87,10.56,13.47,,,,,,,,,,,,,,,,,,,9.22,7.98,10.74,,,,,,,10.44,8.92,12.17,,,,16.0,47.0,10.0,,11.0,12.0
2024-06-05,,,,,,,,,,15.53,14.26,17.23,,,,,,,,,,,,,50.31,48.25,52.4,,,,,,,,,,,,,11.88,10.56,13.5,,,,,,,,,,,,,,,,,,,9.22,7.95,10.74,,,,,,,10.45,8.93,12.2,,,,,,,,,
2024-06-06,,,,,,,,,,15.54,14.25,17.26,,,,,,,,,,,,,50.28,48.21,52.36,,,,,,,,,,,,,11.9,10.58,13.53,,,,,,,,,,,,,,,,,,,9.22,7.92,10.73,,,,,,,10.46,8.93,12.23,,,,14.0,51.0,9.0,,7.0,12.0
2024-06-07,,,,,,,,,,15.54,14.26,17.26,,,,,,,,,,,,,50.24,48.17,52.32,,,,,,,,,,,,,11.92,10.59,13.56,,,,,,,,,,,,,,,,,,,9.22,7.89,10.73,,,,,,,10.47,8.93,12.24,,,,,,,,,
2024-06-08,,,,,,,,,,15.55,14.28,17.27,,,,,,,,,,,,,50.21,48.14,52.26,,,,,,,,,,,,,11.93,10.61,13.59,,,,,,,,,,,,,,,,,,,9.22,7.85,10.74,,,,,,,10.48,8.91,12.26,,,,,,,,,
2024-06-09,,,,,,,,,,15.56,14.27,17.28,,,,,,,,,,,,,50.17,48.12,52.22,,,,,,,,,,,,,11.95,10.64,13.61,,,,,,,,,,,,,,,,,,,9.22,7.83,10.74,,,,,,,10.49,8.88,12.27,,,,,,,,,
2024-06-10,,,,,,,,,,15.57,14.25,17.29,,,,,,,,,,,,,50.14,48.08,52.19,,,,,,,,,,,,,11.96,10.63,13.64,,,,,,,,,,,,,,,,,,,9.22,7.83,10.74,,,,,,,10.5,8.85,12.28,,,,,,,,,
2024-06-11,,,,,,,,,,15.57,14.25,17.3,,,,,,,,,,,,,50.1,48.04,52.19,,,,,,,,,,,,,11.98,10.63,13.67,,,,,,,,,,,,,,,,,,,9.22,7.8,10.74,,,,,,,10.51,8.83,12.29,,,,11.0,51.0,16.0,,5.0,14.0
2024-06-12,,,,,,,,,,15.58,14.24,17.31,,,,,,,,,,,,,50.07,47.98,52.15,,,,,,,,,,,,,11.99,10.64,13.7,,,,,,,,,,,,,,,,,,,9.21,7.77,10.74,,,,,,,10.52,8.82,12.3,,,,,,,,,
2024-06-13,,,,,,,,,,15.59,14.23,17.32,,,,,,,,,,,,,50.03,47.92,52.12,,,,,,,,,,,,,12.0,10.64,13.72,,,,,,,,,,,,,,,,,,,9.21,7.74,10.74,,,,,,,10.53,8.82,12.3,,,,13.0,47.0,11.0,,12.0,14.0
2024-06-14,,,,,,,,,,15.6,14.23,17.33,,,,,,,,,,,,,50.0,47.84,52.09,,,,,,,,,,,,,12.02,10.65,13.75,,,,,,,,,,,,,,,,,,,9.21,7.72,10.76,,,,,,,10.54,8.82,12.32,,,,,,,,,
2024-06-15,,,,,,,,,,15.61,14.23,17.34,,,,,,,,,,,,,49.96,47.81,52.06,,,,,,,,,,,,,12.03,10.65,13.75,,,,,,,,,,,,,,,,,,,9.21,7.7,10.8,,,,,,,10.55,8.82,12.33,,,,,,,,,
2024-06-16,,,,,,,,,,15.62,14.23,17.36,,,,,,,,,,,,,49.93,47.78,52.02,,,,,,,,,,,,,12.04,10.65,13.75,,,,,,,,,,,,,,,,,,,9.2,7.69,10.81,,,,,,,10.56,8.82,12.35,,,,,,,,,
2024-06-17,,,,,,,,,,15.63,14.23,17.37,,,,,,,,,,,,,49.89,47.71,51.98,,,,,,,,,,,,,12.05,10.64,13.78,,,,,,,,,,,,,,,,,,,9.2,7.67,10.82,,,,,,,10.57,8.81,12.37,,,,,,,,,
2024-06-18,,,,,,,,,,15.64,14.24,17.38,,,,,,,,,,,,,49.85,47.66,51.95,,,,,,,,,,,,,12.07,10.64,13.8,,,,,,,,,,,,,,,,,,,9.2,7.65,10.82,,,,,,,10.58,8.79,12.4,,,,19.0,45.0,13.0,,13.0,8.0
2024-06-19,,,,,,,,,,15.65,14.24,17.4,,,,,,,,,,,,,49.81,47.61,51.92,,,,,,,,,,,,,12.08,10.64,13.81,,,,,,,,,,,,,,,,,,,9.19,7.63,10.83,,,,,,,10.59,8.77,12.41,,,,,,,,,
2024-06-20,,,,,,,,,,15.67,14.24,17.41,,,,,,,,,,,,,49.77,47.56,51.89,,,,,,,,,,,,,12.09,10.64,13.82,,,,,,,,,,,,,,,,,,,9.19,7.63,10.84,,,,,,,10.6,8.76,12.43,,,,19.0,41.0,17.0,,9.0,12.0
2024-06-21,,,,,,,,,,15.68,14.22,17.43,,,,,,,,,,,,,49.73,47.5,51.85,,,,,,,,,,,,,12.11,10.63,13.85,,,,,,,,,,,,,,,,,,,9.19,7.61,10.85,,,,,,,10.62,8.74,12.46,,,,,,,,,
2024-06-22,,,,,,,,,,15.69,14.2,17.46,,,,,,,,,,,,,49.69,47.45,51.81,,,,,,,,,,,,,12.12,10.62,13.88,,,,,,,,,,,,,,,,,,,9.19,7.57,10.86,,,,,,,10.63,8.75,12.48,,,,,,,,,
2024-06-23,,,,,,,,,,15.7,14.18,17.5,,,,,,,,,,,,,49.65,47.4,51.78,,,,,,,,,,,,,12.14,10.62,13.91,,,,,,,,,,,,,,,,,,,9.19,7.56,10.87,,,,,,,10.64,8.75,12.5,,,,,,,,,
2024-06-24,,,,,,,,,,15.72,14.16,17.53,,,,,,,,,,,,,49.6,47.35,51.74,,,,,,,,,,,,,12.15,10.63,13.94,,,,,,,,,,,,,,,,,,,9.19,7.54,10.88,,,,,,,10.65,8.75,12.53,,,,,,,,,
2024-06-25,,,,,,,,,,15.73,14.14,17.57,,,,,,,,,,,,,49.55,47.29,51.7,,,,,,,,,,,,,12.17,10.64,13.98,,,,,,,,,,,,,,,,,,,9.18,7.52,10.89,,,,,,,10.67,8.74,12.55,,,,16.0,45.0,17.0,,9.0,12.0
2024-06-26,,,,,,,,,,15.74,14.12,17.6,,,,,,,,,,,,,49.5,47.24,51.65,,,,,,,,,,,,,12.18,10.65,14.02,,,,,,,,,,,,,,,,,,,9.18,7.51,10.91,,,,,,,10.68,8.72,12.58,,,,,,,,,
2024-06-27,,,,,,,,,,15.76,14.11,17.62,,,,,,,,,,,,,49.45,47.19,51.6,,,,,,,,,,,,,12.2,10.66,14.07,,,,,,,,,,,,,,,,,,,9.18,7.51,10.92,,,,,,,10.69,8.72,12.6,,,,16.0,43.0,14.0,,8.0,13.0
2024-06-28,,,,,,,,,,15.77,14.11,17.63,,,,,,,,,,,,,49.4,47.14,51.55,,,,,,,,,,,,,12.22,10.67,14.07,,,,,,,,,,,,,,,,,,,9.18,7.52,10.94,,,,,,,10.71,8.7,12.63,,,,,,,,,
2024-06-29,,,,,,,,,,15.79,14.1,17.65,,,,,,,,,,,,,49.34,47.08,51.49,,,,,,,,,,,,,12.24,10.68,14.1,,,,,,,,,,,,,,,,,,,9.18,7.53,10.94,,,,,,,10.72,8.71,12.66,,,,,,,,,
2024-06-30,,,,,,,,,,15.8,14.1,17.66,,,,,,,,,,,,,49.29,46.97,51.45,,,,,,,,,,,,,12.25,10.68,14.13,,,,,,,,,,,,,,,,,,,9.18,7.53,10.93,,,,,,,10.74,8.73,12.68,,,,,,,,,
2024-07-01,,,,,,,,,,15.81,14.1,17.67,,,,,,,,,,,,,49.23,46.89,51.4,,,,,,,,,,,,,12.27,10.69,14.17,,,,,,,,,,,,,,,,,,,9.18,7.52,10.95,,,,,,,10.75,8.77,12.69,,,,,,,,,
2024-07-02,,,,,,,,,,15.83,14.09,17.66,,,,,,,,,,,,,49.17,46.82,51.36,,,,,,,,,,,,,12.29,10.7,14.2,,,,,,,,,,,,,,,,,,,9.19,7.47,10.97,,,,,,,10.77,8.79,12.71,,,,,,,,,
2024-07-03,,,,,,,,,,15.84,14.09,17.65,,,,,,,,,,,,,49.11,46.76,51.31,,,,,,,,,,,,,12.31,10.71,14.23,,,,,,,,,,,,,,,,,,,9.19,7.41,10.99,,,,,,,10.79,8.79,12.72,,,,19.0,48.0,11.0,,9.0,9.0
2024-07-04,,,,,,,,,,,,,18.57,15.12,22.2,,,,,,,,,,,,,43.44,40.17,46.68,,,,,,,,,,,,,11.7,8.45,14.92,,,,,,,,,,,,,,,,,,,10.15,6.59,13.45,,,,,,,10.12,6.64,13.51,21.0,43.0,11.0,,10.0,9.0
2024-07-05,,,,,,,,,,,,,18.58,15.11,22.18,,,,,,,,,,,,,43.43,40.21,46.65,,,,,,,,,,,,,11.71,8.47,14.92,,,,,,,,,,,,,,,,,,,10.13,6.49,13.42,,,,,,,10.13,6.71,13.52,,,,,,
2024-07-06,,,,,,,,,,,,,18.59,15.1,22.17,,,,,,,,,,,,,43.41,40.15,46.62,,,,,,,,,,,,,11.71,8.5,14.85,,,,,,,,,,,,,,,,,,,10.11,6.36,13.39,,,,,,,10.14,6.79,13.54,,,,,,
2024-07-07,,,,,,,,,,,,,18.6,15.14,22.16,,,,,,,,,,,,,43.39,40.11,46.57,,,,,,,,,,,,,11.72,8.52,14.79,,,,,,,,,,,,,,,,,,,10.09,6.25,13.37,,,,,,,10.16,6.86,13.55,,,,,,
2024-07-08,,,,,,,,,,,,,18.61,15.17,22.15,,,,,,,,,,,,,43.36,40.09,46.53,,,,,,,,,,,,,11.73,8.54,14.77,,,,,,,,,,,,,,,,,,,10.07,6.24,13.35,,,,,,,10.17,6.98,13.56,,,,,,
2024-07-09,,,,,,,,,,,,,18.62,15.22,22.13,,,,,,,,,,,,,43.34,40.06,46.49,,,,,,,,,,,,,11.73,8.57,14.75,,,,,,,,,,,,,,,,,,,10.04,6.23,13.33,,,,,,,10.18,7.11,13.57,,,,,,
2024-07-10,,,,,,,,,,,,,18.63,15.27,22.12,,,,,,,,,,,,,43.31,40.07,46.43,,,,,,,,,,,,,11.74,8.61,14.73,,,,,,,,,,,,,,,,,,,10.02,6.24,13.3,,,,,,,10.19,7.15,13.53,,,,,,
2024-07-11,,,,,,,,,,,,,18.65,15.32,22.11,,,,,,,,,,,,,43.29,40.01,46.41,,,,,,,,,,,,,11.75,8.65,14.75,,,,,,,,,,,,,,,,,,,10.0,6.25,13.28,,,,,,,10.21,7.23,13.49,,,,,,
2024-07-12,,,,,,,,,,,,,18.66,15.4,22.1,,,,,,,,,,,,,43.26,39.95,46.36,,,,,,,,,,,,,11.76,8.69,14.74,,,,,,,,,,,,,,,,,,,9.97,6.26,13.26,,,,,,,10.22,7.28,13.45,,,,,,
2024-07-13,,,,,,,,,,,,,18.68,15.49,22.09,,,,,,,,,,,,,43.23,39.93,46.31,,,,,,,,,,,,,11.77,8.74,14.74,,,,,,,,,,,,,,,,,,,9.95,6.34,13.24,,,,,,,10.23,7.37,13.43,,,,,,
2024-07-14,,,,,,,,,,,,,18.7,15.67,22.08,,,,,,,,,,,,,43.2,39.89,46.26,,,,,,,,,,,,,11.78,8.79,14.69,,,,,,,,,,,,,,,,,,,9.92,6.45,13.22,,,,,,,10.24,7.45,13.42,,,,,,
2024-07-15,,,,,,,,,,,,,18.71,15.72,22.06,,,,,,,,,,,,,43.17,39.88,46.21,,,,,,,,,,,,,11.79,8.84,14.64,,,,,,,,,,,,,,,,,,,9.89,6.41,13.2,,,,,,,10.26,7.54,13.41,,,,,,
2024-07-16,,,,,,,,,,,,,18.73,15.75,22.05,,,,,,,,,,,,,43.14,39.86,46.17,,,,,,,,,,,,,11.8,8.89,14.63,,,,,,,,,,,,,,,,,,,9.87,6.38,13.18,,,,,,,10.27,7.63,13.39,,,,,,
2024-07-17,,,,,,,,,,,,,18.75,15.79,22.04,,,,,,,,,,,,,43.11,39.85,46.12,,,,,,,,,,,,,11.81,8.94,14.61,,,,,,,,,,,,,,,,,,,9.84,6.35,13.17,,,,,,,10.28,7.68,13.38,,,,,,
