date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,35.0,15.0,1.0,1.0,
2010-09-18,45.0,39.59,50.51,,,,,,,,,,,,,35.0,29.59,40.51,,,,,,,,,,,,,15.0,9.6,20.51,,,,,,,,,,,,,1.0,-4.41,6.51,,,,1.0,-4.41,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-19,45.0,38.83,50.44,,,,,,,,,,,,,35.0,29.73,40.91,,,,,,,,,,,,,15.0,5.97,20.44,,,,,,,,,,,,,1.0,-4.27,6.78,,,,1.0,-4.41,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,45.0,38.83,50.44,,,,,,,,,,,,,35.01,29.74,40.9,,,,,,,,,,,,,14.99,5.97,20.44,,,,,,,,,,,,,1.0,-4.27,6.77,,,,1.0,-4.42,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-21,44.99,38.83,50.43,,,,,,,,,,,,,35.02,29.76,40.9,,,,,,,,,,,,,14.97,5.97,20.42,,,,,,,,,,,,,1.01,-4.24,6.77,,,,1.0,-4.42,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-22,44.98,38.83,50.4,,,,,,,,,,,,,35.04,29.83,40.89,,,,,,,,,,,,,14.93,5.97,20.39,,,,,,,,,,,,,1.02,-4.19,6.77,,,,1.01,-4.42,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-23,44.96,38.86,50.35,,,,,,,,,,,,,35.09,29.94,40.88,,,,,,,,,,,,,14.87,5.97,20.24,,,,,,,,,,,,,1.04,-4.1,6.74,,,,1.02,-4.43,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-24,44.92,38.96,50.22,,,,,,,,,,,,,35.16,30.04,40.85,,,,,,,,,,,,,14.76,5.97,20.07,,,,,,,,,,,,,1.08,-4.04,6.69,,,,1.04,-4.43,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-25,44.87,39.17,50.07,,,,,,,,,,,,,35.27,30.14,40.81,,,,,,,,,,,,,14.6,5.97,19.87,,,,,,,,,,,,,1.13,-3.99,6.61,,,,1.07,-4.45,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-26,44.79,39.21,49.9,,,,,,,,,,,,,35.41,30.53,40.83,,,,,,,,,,,,,14.38,5.97,19.64,,,,,,,,,,,,,1.21,-3.74,6.49,,,,1.1,-4.14,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,44.7,39.12,49.63,,,,,,,,,,,,,35.61,30.96,40.86,,,,,,,,,,,,,14.09,5.97,19.45,,,,,,,,,,,,,1.3,-3.53,6.42,,,,1.15,-3.73,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-28,44.58,39.08,49.48,,,,,,,,,,,,,35.85,31.14,41.06,,,,,,,,,,,,,13.73,5.97,19.29,,,,,,,,,,,,,1.42,-3.2,6.41,,,,1.21,-3.36,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-29,44.43,39.33,49.41,,,,,,,,,,,,,36.13,31.54,41.2,,,,,,,,,,,,,13.3,5.97,19.06,,,,,,,,,,,,,1.57,-3.03,6.58,,,,1.28,-3.32,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,44.27,39.29,49.25,,,,,,,,,,,,,36.46,31.82,41.26,,,,,,,,,,,,,12.81,5.97,18.46,,,,,,,,,,,,,1.73,-2.87,6.66,,,,1.37,-3.05,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-01,44.09,39.08,48.89,,,,,,,,,,,,,36.82,32.03,41.54,,,,,,,,,,,,,12.27,5.95,18.18,,,,,,,,,,,,,1.91,-2.72,6.54,,,,1.45,-2.97,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-02,43.91,38.83,48.98,,,,,,,,,,,,,37.18,31.71,41.52,,,,,,,,,,,,,11.73,5.97,17.95,,,,,,,,,,,,,2.09,-3.16,6.7,,,,1.55,-3.54,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-03,43.73,38.6,49.18,,,,,,,,,,,,,37.54,32.04,42.23,,,,,,,,,,,,,11.19,5.22,17.66,,,,,,,,,,,,,2.27,-2.96,7.07,,,,1.63,-3.44,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-04,43.57,37.95,49.39,,,,,,,,,,,,,37.87,32.02,42.75,,,,,,,,,,,,,10.7,4.66,17.7,,,,,,,,,,,,,2.43,-3.07,7.27,,,,1.72,-3.85,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-05,43.42,37.41,49.48,,,,,,,,,,,,,38.15,32.0,43.18,,,,,,,,,,,,,10.27,4.12,17.75,,,,,,,,,,,,,2.58,-3.34,7.63,,,,1.79,-4.18,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-06,43.3,36.97,49.53,,,,,,,,,,,,,38.39,31.98,43.94,,,,,,,,,,,,,9.91,3.5,17.8,,,,,,,,,,,,,2.7,-3.55,8.39,,,,1.85,-4.42,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,43.21,36.63,49.64,,,,,,,,,,,,,38.59,31.97,44.61,,,,,,,,,,,,,9.62,3.01,17.85,,,,,,,,,,,,,2.79,-3.69,8.84,,,,1.9,-4.61,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,43.13,36.41,49.94,,,,,,,,,,,,,38.73,31.94,45.09,,,,,,,,,,,,,9.4,2.63,18.16,,,,,,,,,,,,,2.87,-3.83,9.27,,,,1.93,-4.7,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-09,43.08,36.3,50.14,,,,,,,,,,,,,38.84,31.84,45.32,,,,,,,,,,,,,9.24,2.4,18.47,,,,,,,,,,,,,2.92,-3.99,9.42,,,,1.96,-4.88,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-10,43.04,36.01,50.19,,,,,,,,,,,,,38.91,31.71,45.46,,,,,,,,,,,,,9.13,2.14,18.62,,,,,,,,,,,,,2.96,-4.08,9.55,,,,1.98,-5.05,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,43.02,35.93,50.26,,,,,,,,,,,,,38.96,31.65,45.7,,,,,,,,,,,,,9.07,1.96,18.64,,,,,,,,,,,,,2.98,-4.11,9.74,,,,1.99,-5.1,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12,43.01,35.89,50.29,,,,,,,,,,,,,38.98,31.66,45.84,,,,,,,,,,,,,9.03,1.9,18.65,,,,,,,,,,,,,2.99,-4.13,9.85,,,,2.0,-5.12,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-13,43.0,35.87,50.31,,,,,,,,,,,,,38.99,31.66,45.91,,,,,,,,,,,,,9.01,1.88,18.65,,,,,,,,,,,,,3.0,-4.14,9.91,,,,2.0,-5.13,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-14,43.0,35.87,50.32,,,,,,,,,,,,,39.0,31.66,45.93,,,,,,,,,,,,,9.0,1.87,18.66,,,,,,,,,,,,,3.0,-4.15,9.93,,,,2.0,-5.14,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-15,43.0,35.85,50.19,,,,,,,,,,,,,39.0,31.85,46.19,,,,,,,,,,,,,9.0,1.85,16.19,,,,,,,,,,,,,3.0,-4.15,10.19,,,,2.0,-5.15,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-12,43.0,36.76,49.21,,,,,,,,,,,,,39.0,32.76,45.21,,,,,,,,,,,,,9.0,2.76,15.21,,,,,,,,,,,,,3.0,-3.24,9.21,,,,2.0,-4.24,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-13,43.0,36.84,49.02,,,,,,,,,,,,,39.0,33.51,46.47,,,,,,,,,,,,,9.0,2.84,15.02,,,,,,,,,,,,,3.0,-3.16,9.02,,,,2.0,-4.13,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-14,43.0,36.84,49.02,,,,,,,,,,,,,39.0,33.51,46.47,,,,,,,,,,,,,9.0,2.84,15.02,,,,,,,,,,,,,3.0,-3.16,9.02,,,,2.0,-4.13,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-15,43.0,36.85,49.02,,,,,,,,,,,,,39.01,33.53,46.47,,,,,,,,,,,,,9.0,2.85,15.02,,,,,,,,,,,,,3.0,-3.15,9.02,,,,2.0,-4.12,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-16,43.0,36.86,49.01,,,,,,,,,,,,,39.01,33.56,46.46,,,,,,,,,,,,,9.0,2.85,15.01,,,,,,,,,,,,,3.0,-3.15,9.01,,,,2.0,-4.11,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-17,42.99,36.86,49.0,,,,,,,,,,,,,39.02,33.59,46.45,,,,,,,,,,,,,8.99,2.86,15.0,,,,,,,,,,,,,2.99,-3.14,9.0,,,,2.0,-4.09,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-18,42.99,36.88,49.0,,,,,,,,,,,,,39.04,33.64,46.44,,,,,,,,,,,,,8.99,2.88,15.0,,,,,,,,,,,,,2.99,-3.12,9.0,,,,2.0,-4.05,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-19,42.99,36.89,48.99,,,,,,,,,,,,,39.06,33.72,46.42,,,,,,,,,,,,,8.99,2.89,14.99,,,,,,,,,,,,,2.99,-3.11,8.99,,,,2.0,-4.02,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-20,42.98,36.91,48.98,,,,,,,,,,,,,39.08,33.8,46.41,,,,,,,,,,,,,8.98,2.91,14.98,,,,,,,,,,,,,2.98,-3.09,8.98,,,,2.0,-3.96,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-21,42.97,36.93,48.97,,,,,,,,,,,,,39.11,33.91,46.37,,,,,,,,,,,,,8.97,2.93,14.96,,,,,,,,,,,,,2.97,-3.07,8.96,,,,2.0,-3.9,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-22,42.96,36.95,48.95,,,,,,,,,,,,,39.14,34.03,46.28,,,,,,,,,,,,,8.96,2.96,14.95,,,,,,,,,,,,,2.96,-3.04,8.95,,,,2.0,-3.83,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-23,42.96,36.98,48.94,,,,,,,,,,,,,39.18,34.12,46.2,,,,,,,,,,,,,8.96,2.98,14.93,,,,,,,,,,,,,2.96,-3.02,8.93,,,,2.0,-3.75,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-24,42.94,37.02,48.91,,,,,,,,,,,,,39.22,34.2,46.1,,,,,,,,,,,,,8.94,3.02,14.91,,,,,,,,,,,,,2.94,-2.98,8.91,,,,2.0,-3.67,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-25,42.93,37.06,48.89,,,,,,,,,,,,,39.26,34.27,46.0,,,,,,,,,,,,,8.93,3.06,14.89,,,,,,,,,,,,,2.93,-2.94,8.89,,,,2.0,-3.57,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-26,42.92,37.16,48.8,,,,,,,,,,,,,39.31,34.36,45.89,,,,,,,,,,,,,8.92,3.16,14.8,,,,,,,,,,,,,2.92,-2.84,8.8,,,,2.0,-3.46,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-27,42.91,37.27,48.62,,,,,,,,,,,,,39.36,34.45,45.78,,,,,,,,,,,,,8.91,3.27,14.62,,,,,,,,,,,,,2.91,-2.73,8.62,,,,2.0,-3.35,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-28,42.9,37.37,48.45,,,,,,,,,,,,,39.42,34.53,45.67,,,,,,,,,,,,,8.9,3.37,14.45,,,,,,,,,,,,,2.9,-2.63,8.45,,,,2.0,-3.27,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-29,42.88,37.48,48.41,,,,,,,,,,,,,39.47,34.63,45.59,,,,,,,,,,,,,8.88,3.48,14.41,,,,,,,,,,,,,2.88,-2.52,8.41,,,,2.0,-3.22,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,42.87,37.59,48.38,,,,,,,,,,,,,39.53,34.68,45.53,,,,,,,,,,,,,8.87,3.59,14.38,,,,,,,,,,,,,2.87,-2.41,8.38,,,,2.0,-3.17,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-01,42.85,37.71,48.35,,,,,,,,,,,,,39.59,34.68,45.49,,,,,,,,,,,,,8.85,3.71,14.35,,,,,,,,,,,,,2.85,-2.29,8.35,,,,2.0,-3.08,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-02,42.84,37.86,48.27,,,,,,,,,,,,,39.65,34.7,45.45,,,,,,,,,,,,,8.84,3.85,14.27,,,,,,,,,,,,,2.84,-2.15,8.27,,,,2.0,-2.98,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-03,42.82,38.02,48.23,,,,,,,,,,,,,39.71,34.84,45.4,,,,,,,,,,,,,8.82,4.01,14.23,,,,,,,,,,,,,2.82,-1.98,8.23,,,,2.0,-2.8,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-04,42.81,38.17,48.23,,,,,,,,,,,,,39.77,34.92,45.41,,,,,,,,,,,,,8.81,4.18,14.23,,,,,,,,,,,,,2.81,-1.83,8.23,,,,2.0,-2.63,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-05,42.79,38.27,48.23,,,,,,,,,,,,,39.83,35.07,45.44,,,,,,,,,,,,,8.79,4.27,14.23,,,,,,,,,,,,,2.79,-1.73,8.23,,,,2.0,-2.57,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-06,42.78,38.26,48.2,,,,,,,,,,,,,39.88,35.23,45.46,,,,,,,,,,,,,8.78,4.25,14.21,,,,,,,,,,,,,2.78,-1.75,8.21,,,,2.0,-2.53,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-07,42.76,38.29,48.13,,,,,,,,,,,,,39.94,35.27,45.48,,,,,,,,,,,,,8.76,4.29,14.13,,,,,,,,,,,,,2.76,-1.71,8.13,,,,2.0,-2.47,7.44,,,,,,,,,,,,,,,,,,,,,,43.0,39.0,9.0,3.0,2.0,
2010-12-08,42.75,38.32,48.0,,,,,,,,,,,,,40.0,35.3,45.5,,,,,,,,,,,,,8.75,4.32,14.0,,,,,,,,,,,,,2.75,-1.68,8.0,,,,2.0,-2.35,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-09,42.74,38.33,47.87,,,,,,,,,,,,,40.05,35.31,45.53,,,,,,,,,,,,,8.74,4.32,13.87,,,,,,,,,,,,,2.74,-1.67,7.87,,,,2.0,-2.3,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-10,42.72,38.31,47.75,,,,,,,,,,,,,40.11,35.34,45.52,,,,,,,,,,,,,8.72,4.31,13.75,,,,,,,,,,,,,2.72,-1.69,7.75,,,,2.0,-2.27,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-11,42.71,38.3,47.66,,,,,,,,,,,,,40.16,35.37,45.48,,,,,,,,,,,,,8.71,4.29,13.66,,,,,,,,,,,,,2.71,-1.71,7.66,,,,2.0,-2.28,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-12,42.7,38.28,47.62,,,,,,,,,,,,,40.21,35.38,45.43,,,,,,,,,,,,,8.7,4.28,13.62,,,,,,,,,,,,,2.7,-1.72,7.62,,,,2.0,-2.29,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-13,42.69,38.27,47.58,,,,,,,,,,,,,40.26,35.38,45.4,,,,,,,,,,,,,8.69,4.26,13.58,,,,,,,,,,,,,2.69,-1.73,7.58,,,,2.0,-2.29,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-14,42.67,38.25,47.55,,,,,,,,,,,,,40.3,35.39,45.5,,,,,,,,,,,,,8.67,4.25,13.54,,,,,,,,,,,,,2.67,-1.75,7.54,,,,2.0,-2.3,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-15,42.66,38.24,47.52,,,,,,,,,,,,,40.35,35.4,45.59,,,,,,,,,,,,,8.66,4.24,13.52,,,,,,,,,,,,,2.66,-1.76,7.51,,,,2.0,-2.31,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-16,42.65,38.23,47.48,,,,,,,,,,,,,40.39,35.41,45.69,,,,,,,,,,,,,8.65,4.22,13.48,,,,,,,,,,,,,2.65,-1.77,7.49,,,,2.0,-2.31,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-17,42.64,38.22,47.47,,,,,,,,,,,,,40.43,35.41,45.7,,,,,,,,,,,,,8.64,4.21,13.47,,,,,,,,,,,,,2.64,-1.78,7.47,,,,2.0,-2.32,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-18,42.63,38.2,47.53,,,,,,,,,,,,,40.47,35.42,45.73,,,,,,,,,,,,,8.63,4.21,13.52,,,,,,,,,,,,,2.63,-1.79,7.53,,,,2.0,-2.33,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-19,42.62,38.2,47.58,,,,,,,,,,,,,40.51,35.43,45.74,,,,,,,,,,,,,8.62,4.2,13.57,,,,,,,,,,,,,2.62,-1.8,7.58,,,,2.0,-2.33,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-20,42.61,38.19,47.57,,,,,,,,,,,,,40.55,35.44,45.8,,,,,,,,,,,,,8.61,4.18,13.57,,,,,,,,,,,,,2.61,-1.81,7.57,,,,2.0,-2.33,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-21,42.6,38.17,47.56,,,,,,,,,,,,,40.59,35.44,45.86,,,,,,,,,,,,,8.6,4.17,13.56,,,,,,,,,,,,,2.6,-1.82,7.56,,,,2.0,-2.34,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-22,42.59,38.17,47.55,,,,,,,,,,,,,40.62,35.45,45.92,,,,,,,,,,,,,8.59,4.16,13.55,,,,,,,,,,,,,2.59,-1.83,7.55,,,,2.0,-2.34,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-23,42.59,38.16,47.55,,,,,,,,,,,,,40.66,35.45,45.99,,,,,,,,,,,,,8.59,4.16,13.54,,,,,,,,,,,,,2.59,-1.84,7.54,,,,2.0,-2.35,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-24,42.58,38.15,47.54,,,,,,,,,,,,,40.69,35.46,46.01,,,,,,,,,,,,,8.58,4.15,13.54,,,,,,,,,,,,,2.58,-1.85,7.54,,,,2.0,-2.35,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-25,42.57,38.14,47.55,,,,,,,,,,,,,40.72,35.47,46.02,,,,,,,,,,,,,8.57,4.14,13.55,,,,,,,,,,,,,2.57,-1.86,7.55,,,,2.0,-2.35,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-26,42.56,38.14,47.59,,,,,,,,,,,,,40.76,35.47,46.02,,,,,,,,,,,,,8.56,4.13,13.59,,,,,,,,,,,,,2.56,-1.86,7.6,,,,2.0,-2.36,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-27,42.55,38.11,47.64,,,,,,,,,,,,,40.79,35.48,46.02,,,,,,,,,,,,,8.55,4.1,13.64,,,,,,,,,,,,,2.55,-1.9,7.64,,,,2.0,-2.37,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-28,42.55,38.08,47.69,,,,,,,,,,,,,40.82,35.48,46.06,,,,,,,,,,,,,8.55,4.08,13.68,,,,,,,,,,,,,2.55,-1.92,7.69,,,,2.0,-2.38,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-29,42.54,38.05,47.73,,,,,,,,,,,,,40.85,35.48,46.12,,,,,,,,,,,,,8.54,4.05,13.73,,,,,,,,,,,,,2.54,-1.95,7.72,,,,2.0,-2.41,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-30,42.53,38.02,47.77,,,,,,,,,,,,,40.87,35.49,46.19,,,,,,,,,,,,,8.53,4.02,13.77,,,,,,,,,,,,,2.53,-1.98,7.77,,,,2.0,-2.42,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,42.52,38.0,47.81,,,,,,,,,,,,,40.9,35.5,46.25,,,,,,,,,,,,,8.52,4.0,13.81,,,,,,,,,,,,,2.52,-2.0,7.81,,,,2.0,-2.45,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01,42.52,37.97,47.88,,,,,,,,,,,,,40.93,35.5,46.3,,,,,,,,,,,,,8.52,3.97,13.88,,,,,,,,,,,,,2.52,-2.03,7.88,,,,2.0,-2.46,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-02,42.51,37.94,47.94,,,,,,,,,,,,,40.96,35.5,46.37,,,,,,,,,,,,,8.51,3.94,13.94,,,,,,,,,,,,,2.51,-2.06,7.94,,,,2.0,-2.49,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-03,42.5,37.91,48.0,,,,,,,,,,,,,40.99,35.51,46.42,,,,,,,,,,,,,8.5,3.92,14.0,,,,,,,,,,,,,2.5,-2.08,8.01,,,,2.0,-2.5,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-04,42.5,37.89,48.08,,,,,,,,,,,,,41.01,35.52,46.48,,,,,,,,,,,,,8.5,3.89,14.07,,,,,,,,,,,,,2.5,-2.11,8.07,,,,2.0,-2.53,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-05,42.49,37.86,48.14,,,,,,,,,,,,,41.04,35.52,46.55,,,,,,,,,,,,,8.49,3.87,14.13,,,,,,,,,,,,,2.49,-2.13,8.13,,,,2.0,-2.54,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-06,42.48,37.84,48.18,,,,,,,,,,,,,41.07,35.53,46.59,,,,,,,,,,,,,8.48,3.83,14.18,,,,,,,,,,,,,2.48,-2.17,8.18,,,,2.0,-2.56,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07,42.48,37.81,48.21,,,,,,,,,,,,,41.1,35.53,46.61,,,,,,,,,,,,,8.48,3.81,14.21,,,,,,,,,,,,,2.48,-2.19,8.21,,,,2.0,-2.58,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-08,42.47,37.78,48.23,,,,,,,,,,,,,41.13,35.53,46.61,,,,,,,,,,,,,8.47,3.79,14.23,,,,,,,,,,,,,2.47,-2.21,8.23,,,,2.0,-2.6,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-09,42.46,37.76,48.23,,,,,,,,,,,,,41.15,35.54,46.62,,,,,,,,,,,,,8.46,3.76,14.23,,,,,,,,,,,,,2.46,-2.24,8.23,,,,2.0,-2.62,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-10,42.45,37.73,48.23,,,,,,,,,,,,,41.18,35.55,46.64,,,,,,,,,,,,,8.45,3.73,14.23,,,,,,,,,,,,,2.45,-2.27,8.23,,,,2.0,-2.64,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-11,42.45,37.7,48.23,,,,,,,,,,,,,41.21,35.55,46.65,,,,,,,,,,,,,8.45,3.7,14.23,,,,,,,,,,,,,2.45,-2.3,8.23,,,,2.0,-2.66,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-12,42.44,37.67,48.23,,,,,,,,,,,,,41.24,35.55,46.66,,,,,,,,,,,,,8.44,3.67,14.23,,,,,,,,,,,,,2.44,-2.33,8.23,,,,2.0,-2.69,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-13,42.43,37.64,48.23,,,,,,,,,,,,,41.28,35.55,46.67,,,,,,,,,,,,,8.43,3.65,14.23,,,,,,,,,,,,,2.43,-2.35,8.23,,,,2.0,-2.71,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-14,42.42,37.62,48.23,,,,,,,,,,,,,41.31,35.55,46.69,,,,,,,,,,,,,8.42,3.62,14.23,,,,,,,,,,,,,2.42,-2.38,8.23,,,,2.0,-2.73,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-15,42.41,37.59,48.23,,,,,,,,,,,,,41.34,35.55,46.7,,,,,,,,,,,,,8.41,3.58,14.23,,,,,,,,,,,,,2.41,-2.42,8.23,,,,2.0,-2.75,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-16,42.41,37.55,48.23,,,,,,,,,,,,,41.38,35.55,46.72,,,,,,,,,,,,,8.41,3.55,14.23,,,,,,,,,,,,,2.41,-2.45,8.23,,,,2.0,-2.78,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-17,42.4,37.52,48.23,,,,,,,,,,,,,41.41,35.55,46.73,,,,,,,,,,,,,8.4,3.52,14.23,,,,,,,,,,,,,2.4,-2.48,8.23,,,,2.0,-2.8,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
