date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (2019-24),Con (2019-24) (low),Con (2019-24) (high),Grn (2019-24),Grn (2019-24) (low),Grn (2019-24) (high),LDem (2019-24),LDem (2019-24) (low),LDem (2019-24) (high),Lab (2019-24),Lab (2019-24) (low),Lab (2019-24) (high),PC (2019-24),PC (2019-24) (low),PC (2019-24) (high),Reform (2019-24),Reform (2019-24) (low),Reform (2019-24) (high),SNP (2019-24),SNP (2019-24) (low),SNP (2019-24) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2020-01-26,,,,,,,,,,,,,,,,,,,,,,69.73,65.58,75.66,3.29,1.98,4.0,6.31,5.0,7.0,14.29,12.98,15.0,0.33,0.0,0.93,2.01,1.18,2.93,2.38,1.25,4.0,68.0,15.0,7.0,4.0,2.0,1.0,2.0
2020-01-27,,,,,,,,,,,,,,,,,,,,,,69.75,65.68,75.6,3.28,1.97,4.0,6.3,5.0,7.0,14.28,12.97,15.0,0.33,0.0,0.92,2.0,1.2,2.92,2.39,1.25,4.0,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,,,,69.78,65.35,75.72,3.26,1.91,4.0,6.3,5.0,7.0,14.26,12.91,15.0,0.32,0.0,0.91,2.0,1.14,2.96,2.39,1.28,4.0,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,,,,69.81,65.41,75.68,3.25,1.89,4.0,6.29,5.0,7.0,14.25,12.9,15.0,0.32,0.0,0.9,2.0,1.17,2.96,2.4,1.32,4.0,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,,,,69.84,65.47,75.63,3.24,1.88,4.0,6.28,5.0,7.0,14.24,12.88,15.0,0.32,0.0,0.88,2.0,1.17,2.95,2.41,1.35,4.0,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,69.87,65.54,75.59,3.22,1.87,4.0,6.27,5.0,7.0,14.22,12.87,15.0,0.32,0.0,0.87,2.0,1.19,2.94,2.42,1.37,4.0,,,,,,,
2020-02-01,,,,,,,,,,,,,,,,,,,,,,69.9,65.6,75.56,3.21,1.85,3.99,6.26,5.0,7.0,14.21,12.86,15.0,0.32,0.0,0.85,2.0,1.19,2.93,2.43,1.39,4.0,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,,,,69.93,65.66,75.52,3.19,1.83,3.98,6.25,5.0,6.99,14.2,12.85,15.01,0.31,0.0,0.84,2.0,1.21,2.92,2.44,1.42,4.0,65.0,15.0,7.0,4.0,4.0,0.0,3.0
2020-02-03,,,,,,,,,,,,,,,,,,,,,,69.96,65.7,75.47,3.17,1.82,3.97,6.24,5.01,6.99,14.18,12.85,15.01,0.31,0.0,0.82,2.0,1.21,2.92,2.44,1.42,3.99,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,,,,69.99,65.16,75.53,3.15,1.79,3.98,6.23,5.01,6.99,14.17,12.83,15.01,0.31,0.0,0.81,2.0,1.2,2.97,2.45,1.32,4.0,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,,,,70.02,65.23,75.49,3.13,1.77,3.97,6.22,5.02,6.99,14.16,12.83,15.02,0.31,0.0,0.8,2.0,1.22,2.96,2.46,1.33,4.0,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,,,,70.05,65.31,75.45,3.11,1.75,3.96,6.21,5.02,6.99,14.15,12.84,15.03,0.31,0.0,0.78,2.0,1.24,2.95,2.47,1.33,4.0,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,,,,70.09,65.41,75.4,3.09,1.73,3.96,6.2,5.03,6.98,14.14,12.83,15.03,0.31,0.0,0.77,2.0,1.26,2.93,2.48,1.35,3.99,,,,,,,
2020-02-08,,,,,,,,,,,,,,,,,,,,,,70.12,65.52,75.33,3.07,1.72,3.94,6.19,5.03,6.97,14.13,12.84,15.04,0.31,0.0,0.76,2.0,1.27,2.91,2.49,1.35,3.99,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,70.15,65.64,75.26,3.05,1.7,3.92,6.18,5.04,6.96,14.12,12.85,15.05,0.31,0.0,0.74,2.0,1.28,2.88,2.5,1.36,3.98,,,,,,,
2020-02-10,,,,,,,,,,,,,,,,,,,,,,70.18,65.76,75.19,3.02,1.69,3.9,6.17,5.05,6.95,14.11,12.87,15.07,0.31,0.0,0.73,2.0,1.29,2.87,2.51,1.38,3.97,76.0,13.0,5.0,2.0,1.0,0.0,1.0
2020-02-11,,,,,,,,,,,,,,,,,,,,,,70.21,65.9,75.11,3.0,1.67,3.88,6.16,5.06,6.93,14.11,12.92,15.08,0.31,0.0,0.72,2.0,1.3,2.86,2.52,1.39,3.96,,,,,,,
2020-02-12,,,,,,,,,,,,,,,,,,,,,,70.24,66.0,75.07,2.97,1.65,3.87,6.15,5.06,6.92,14.11,12.94,15.09,0.31,0.01,0.71,2.0,1.32,2.83,2.53,1.42,3.95,,,,,,,
2020-02-13,,,,,,,,,,,,,,,,,,,,,,70.27,66.11,75.04,2.95,1.64,3.84,6.13,5.07,6.9,14.11,12.96,15.11,0.31,0.01,0.7,2.0,1.33,2.81,2.54,1.44,3.94,,,,,,,
2020-02-14,,,,,,,,,,,,,,,,,,,,,,70.3,66.18,74.97,2.92,1.62,3.81,6.12,5.08,6.88,14.11,13.0,15.12,0.31,0.01,0.69,2.0,1.35,2.8,2.55,1.46,3.93,,,,,,,
2020-02-15,,,,,,,,,,,,,,,,,,,,,,70.33,66.23,74.87,2.9,1.61,3.78,6.11,5.09,6.87,14.11,13.02,15.14,0.32,0.01,0.69,2.0,1.36,2.79,2.56,1.48,3.92,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,70.35,66.28,74.79,2.87,1.6,3.75,6.09,5.1,6.85,14.12,13.05,15.15,0.32,0.02,0.68,2.0,1.38,2.78,2.57,1.48,3.9,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,,,,70.38,66.35,74.73,2.85,1.59,3.72,6.08,5.11,6.84,14.13,13.09,15.17,0.32,0.02,0.68,2.0,1.4,2.76,2.57,1.48,3.89,,,,,,,
2020-02-18,,,,,,,,,,,,,,,,,,,,,,70.4,66.42,74.61,2.82,1.58,3.69,6.06,5.11,6.82,14.14,13.15,15.2,0.33,0.02,0.68,1.99,1.42,2.74,2.58,1.48,3.87,,,,,,,
2020-02-19,,,,,,,,,,,,,,,,,,,,,,70.42,66.44,74.53,2.8,1.57,3.65,6.05,5.12,6.8,14.15,13.18,15.22,0.33,0.03,0.68,1.99,1.42,2.71,2.59,1.49,3.86,,,,,,,
2020-02-20,,,,,,,,,,,,,,,,,,,,,,70.44,66.46,74.45,2.77,1.56,3.62,6.04,5.13,6.78,14.16,13.17,15.25,0.33,0.03,0.68,1.99,1.43,2.7,2.6,1.5,3.84,,,,,,,
2020-02-21,,,,,,,,,,,,,,,,,,,,,,70.46,66.48,74.36,2.75,1.57,3.59,6.02,5.14,6.76,14.18,13.17,15.27,0.34,0.03,0.68,1.99,1.43,2.68,2.6,1.52,3.82,,,,,,,
2020-02-22,,,,,,,,,,,,,,,,,,,,,,70.48,66.51,74.24,2.72,1.57,3.59,6.01,5.15,6.74,14.19,13.17,15.3,0.34,0.04,0.68,1.99,1.43,2.66,2.61,1.53,3.81,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,,,,70.49,66.6,74.11,2.7,1.57,3.58,5.99,5.15,6.72,14.21,13.18,15.32,0.35,0.04,0.68,1.99,1.43,2.65,2.62,1.55,3.79,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,,,,70.51,66.69,74.08,2.68,1.57,3.56,5.97,5.16,6.7,14.23,13.18,15.35,0.35,0.05,0.68,1.99,1.44,2.63,2.62,1.56,3.77,,,,,,,
2020-02-25,,,,,,,,,,,,,,,,,,,,,,70.52,66.78,74.01,2.66,1.59,3.55,5.96,5.17,6.68,14.25,13.18,15.39,0.36,0.06,0.69,1.99,1.45,2.62,2.63,1.59,3.76,,,,,,,
2020-02-26,,,,,,,,,,,,,,,,,,,,,,70.53,66.87,73.95,2.64,1.6,3.54,5.94,5.17,6.65,14.28,13.16,15.41,0.36,0.06,0.7,1.99,1.45,2.61,2.63,1.61,3.74,,,,,,,
2020-02-27,,,,,,,,,,,,,,,,,,,,,,70.54,66.96,73.89,2.62,1.61,3.54,5.93,5.18,6.63,14.3,13.14,15.43,0.37,0.07,0.71,1.99,1.46,2.6,2.64,1.64,3.72,,,,,,,
2020-02-28,,,,,,,,,,,,,,,,,,,,,,70.55,67.05,73.84,2.6,1.61,3.53,5.91,5.19,6.61,14.33,13.15,15.46,0.38,0.07,0.72,1.98,1.46,2.59,2.65,1.67,3.71,,,,,,,
2020-02-29,,,,,,,,,,,,,,,,,,,,,,70.55,67.11,73.77,2.58,1.62,3.56,5.89,5.19,6.59,14.35,13.17,15.49,0.38,0.06,0.73,1.98,1.47,2.6,2.65,1.68,3.71,,,,,,,
2020-03-01,,,,,,,,,,,,,,,,,,,,,,70.56,67.19,73.68,2.57,1.64,3.56,5.87,5.2,6.57,14.38,13.19,15.54,0.39,0.07,0.74,1.98,1.48,2.59,2.66,1.7,3.7,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,70.56,67.27,73.55,2.55,1.63,3.54,5.86,5.21,6.56,14.41,13.18,15.59,0.4,0.08,0.75,1.98,1.49,2.57,2.66,1.72,3.68,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,,,70.56,67.36,73.55,2.54,1.63,3.52,5.84,5.21,6.55,14.44,13.17,15.64,0.4,0.08,0.76,1.98,1.49,2.56,2.67,1.74,3.66,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,,,,70.57,67.44,73.53,2.52,1.63,3.51,5.82,5.22,6.52,14.47,13.16,15.71,0.41,0.09,0.77,1.98,1.51,2.53,2.67,1.76,3.64,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,,,,70.57,67.5,73.48,2.51,1.63,3.49,5.81,5.22,6.48,14.5,13.16,15.77,0.42,0.09,0.78,1.98,1.51,2.51,2.68,1.78,3.62,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,,,,70.57,67.52,73.42,2.49,1.63,3.48,5.79,5.22,6.46,14.53,13.15,15.83,0.43,0.1,0.79,1.97,1.52,2.48,2.69,1.8,3.6,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,,,,70.57,67.55,73.48,2.48,1.63,3.48,5.77,5.19,6.45,14.56,13.14,15.88,0.43,0.1,0.79,1.97,1.53,2.46,2.69,1.79,3.57,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,70.56,67.6,73.4,2.47,1.61,3.47,5.75,5.18,6.44,14.6,13.14,15.94,0.44,0.1,0.8,1.97,1.54,2.44,2.7,1.82,3.56,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,70.56,67.66,73.31,2.45,1.63,3.46,5.73,5.17,6.41,14.63,13.14,16.0,0.45,0.11,0.81,1.97,1.55,2.42,2.7,1.85,3.55,,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,,,,70.56,67.71,73.27,2.44,1.63,3.45,5.71,5.16,6.36,14.67,13.15,16.05,0.46,0.11,0.82,1.96,1.55,2.4,2.71,1.89,3.54,,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,,,,70.55,67.77,73.39,2.43,1.64,3.44,5.69,5.0,6.33,14.71,13.12,16.11,0.47,0.12,0.82,1.96,1.56,2.38,2.72,1.91,3.53,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,,,,70.54,67.82,73.32,2.41,1.64,3.4,5.67,5.0,6.32,14.75,13.19,16.17,0.48,0.13,0.83,1.96,1.57,2.36,2.72,1.93,3.52,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,,,,70.53,67.87,73.29,2.4,1.65,3.37,5.65,5.0,6.26,14.8,13.2,16.23,0.49,0.13,0.84,1.95,1.58,2.34,2.73,1.93,3.51,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,,,,70.52,67.91,73.22,2.39,1.66,3.35,5.63,5.0,6.23,14.85,13.22,16.29,0.5,0.15,0.84,1.95,1.58,2.31,2.74,1.93,3.5,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,70.51,67.94,73.14,2.38,1.66,3.34,5.61,5.0,6.2,14.9,13.28,16.36,0.51,0.16,0.85,1.94,1.58,2.28,2.74,1.95,3.49,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,70.49,67.91,73.04,2.36,1.66,3.32,5.59,5.0,6.18,14.95,13.35,16.43,0.51,0.16,0.86,1.94,1.59,2.27,2.75,1.98,3.48,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,,,,70.46,67.88,72.95,2.35,1.67,3.3,5.57,5.0,6.13,15.01,13.36,16.5,0.52,0.16,0.86,1.93,1.6,2.25,2.76,2.01,3.47,,,,,,,
2020-03-18,,,,,,,,,,,,,,,,,,,,,,70.44,67.85,72.87,2.34,1.66,3.26,5.55,5.0,6.1,15.08,13.39,16.59,0.53,0.18,0.87,1.92,1.6,2.23,2.77,2.04,3.46,,,,,,,
2020-03-19,,,,,,,,,,,,,,,,,,,,,,70.41,67.8,72.75,2.33,1.68,3.2,5.52,5.0,6.07,15.15,13.48,16.67,0.54,0.19,0.87,1.92,1.61,2.2,2.78,2.07,3.46,,,,,,,
2020-03-20,,,,,,,,,,,,,,,,,,,,,,70.37,67.83,72.48,2.31,1.68,3.18,5.5,5.0,6.03,15.22,13.52,16.76,0.55,0.21,0.88,1.91,1.61,2.18,2.78,2.1,3.45,,,,,,,
2020-03-21,,,,,,,,,,,,,,,,,,,,,,70.33,67.84,72.47,2.3,1.66,3.16,5.48,5.0,5.95,15.3,13.6,16.86,0.56,0.24,0.89,1.9,1.61,2.17,2.79,2.13,3.45,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,,,,70.29,67.86,72.4,2.29,1.64,3.14,5.45,5.0,5.88,15.38,13.69,16.98,0.57,0.25,0.89,1.89,1.61,2.15,2.8,2.13,3.46,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,,,,70.25,67.88,72.32,2.28,1.64,3.12,5.43,5.0,5.84,15.46,13.8,17.13,0.58,0.26,0.89,1.89,1.62,2.13,2.81,2.13,3.44,,,,,,,
2020-03-24,,,,,,,,,,,,,,,,,,,,,,70.2,67.9,72.33,2.26,1.63,3.1,5.41,5.0,5.77,15.55,13.9,17.25,0.59,0.26,0.9,1.88,1.62,2.12,2.82,2.18,3.43,,,,,,,
2020-03-25,,,,,,,,,,,,,,,,,,,,,,70.15,67.91,72.33,2.25,1.61,3.07,5.38,5.0,5.72,15.63,13.96,17.37,0.6,0.26,0.9,1.87,1.61,2.1,2.84,2.19,3.45,,,,,,,
2020-03-26,,,,,,,,,,,,,,,,,,,,,,70.09,67.93,72.31,2.24,1.62,3.04,5.36,5.0,5.69,15.72,14.01,17.51,0.61,0.26,0.91,1.86,1.61,2.08,2.85,2.21,3.45,,,,,,,
2020-03-27,,,,,,,,,,,,,,,,,,,,,,70.03,67.94,72.23,2.23,1.6,3.01,5.34,4.99,5.65,15.82,14.13,17.62,0.62,0.26,0.9,1.86,1.6,2.07,2.86,2.25,3.43,,,,,,,
2020-03-28,,,,,,,,,,,,,,,,,,,,,,69.97,67.86,72.08,2.22,1.59,2.98,5.32,4.97,5.62,15.91,14.26,17.73,0.63,0.27,0.9,1.85,1.58,2.05,2.87,2.28,3.43,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,,,,69.91,67.91,71.93,2.21,1.58,2.95,5.29,4.95,5.6,16.01,14.36,17.85,0.64,0.28,0.91,1.84,1.56,2.03,2.88,2.32,3.42,,,,,,,
2020-03-30,,,,,,,,,,,,,,,,,,,,,,69.84,67.84,71.8,2.2,1.57,2.93,5.27,4.93,5.58,16.11,14.43,17.97,0.64,0.29,0.92,1.83,1.56,2.01,2.89,2.35,3.42,,,,,,,
2020-03-31,,,,,,,,,,,,,,,,,,,,,,69.78,67.67,71.72,2.19,1.56,2.92,5.25,4.92,5.55,16.21,14.57,18.09,0.65,0.3,0.93,1.83,1.53,2.01,2.91,2.4,3.43,,,,,,,
2020-04-01,,,,,,,,,,,,,,,,,,,,,,69.71,67.62,71.67,2.18,1.54,2.9,5.23,4.9,5.53,16.31,14.63,18.2,0.66,0.31,0.93,1.82,1.53,2.01,2.92,2.41,3.43,,,,,,,
2020-04-02,,,,,,,,,,,,,,,,,,,,,,69.64,67.59,71.51,2.17,1.52,2.87,5.21,4.88,5.49,16.41,14.67,18.35,0.67,0.31,0.93,1.82,1.55,2.01,2.93,2.44,3.44,74.0,12.0,5.0,1.0,4.0,0.0,2.0
2020-04-03,,,,,,,,,,,,,,,,,,,,,,69.56,67.55,71.37,2.16,1.5,2.85,5.18,4.87,5.45,16.51,14.69,18.44,0.67,0.32,0.93,1.81,1.55,2.01,2.94,2.47,3.43,,,,,,,
2020-04-04,,,,,,,,,,,,,,,,,,,,,,69.49,67.5,71.27,2.15,1.48,2.83,5.16,4.85,5.42,16.6,14.75,18.54,0.68,0.31,0.93,1.81,1.54,2.0,2.95,2.5,3.43,,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,,,,69.42,67.33,71.13,2.15,1.46,2.82,5.14,4.84,5.4,16.7,14.82,18.69,0.69,0.31,0.93,1.8,1.53,2.01,2.96,2.52,3.43,,,,,,,
2020-04-06,,,,,,,,,,,,,,,,,,,,,,69.34,67.25,71.01,2.14,1.46,2.8,5.12,4.81,5.37,16.8,14.95,18.86,0.69,0.31,0.93,1.8,1.53,2.02,2.98,2.54,3.45,,,,,,,
2020-04-07,,,,,,,,,,,,,,,,,,,,,,69.27,67.24,70.93,2.13,1.44,2.79,5.11,4.79,5.35,16.89,15.0,18.95,0.7,0.31,0.93,1.8,1.53,2.01,2.99,2.54,3.46,,,,,,,
2020-04-08,,,,,,,,,,,,,,,,,,,,,,69.19,67.2,70.88,2.13,1.42,2.79,5.09,4.77,5.32,16.98,15.05,19.01,0.71,0.32,0.94,1.8,1.52,2.01,3.0,2.58,3.47,,,,,,,
2020-04-09,,,,,,,,,,,,,,,,,,,,,,69.12,67.2,70.83,2.12,1.41,2.79,5.07,4.75,5.3,17.07,15.11,19.07,0.71,0.33,0.94,1.79,1.52,2.01,3.01,2.61,3.48,,,,,,,
2020-04-10,,,,,,,,,,,,,,,,,,,,,,69.05,67.12,70.78,2.12,1.39,2.78,5.05,4.74,5.29,17.16,15.17,19.19,0.72,0.34,0.95,1.79,1.52,2.02,3.02,2.63,3.48,,,,,,,
2020-04-11,,,,,,,,,,,,,,,,,,,,,,68.97,67.1,70.74,2.11,1.39,2.77,5.04,4.72,5.29,17.24,15.23,19.32,0.72,0.36,0.96,1.79,1.52,2.02,3.03,2.65,3.49,,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,,,,68.9,67.07,70.69,2.11,1.39,2.76,5.02,4.7,5.28,17.33,15.3,19.4,0.73,0.37,0.96,1.79,1.51,2.03,3.03,2.66,3.5,,,,,,,
2020-04-13,,,,,,,,,,,,,,,,,,,,,,68.83,67.01,70.63,2.1,1.38,2.74,5.01,4.68,5.27,17.41,15.36,19.56,0.73,0.38,0.97,1.79,1.51,2.03,3.04,2.68,3.5,,,,,,,
2020-04-14,,,,,,,,,,,,,,,,,,,,,,68.76,66.97,70.6,2.1,1.38,2.75,5.0,4.67,5.26,17.48,15.43,19.73,0.73,0.39,0.97,1.79,1.51,2.03,3.05,2.69,3.52,,,,,,,
2020-04-15,,,,,,,,,,,,,,,,,,,,,,68.7,66.87,70.54,2.1,1.38,2.75,4.99,4.65,5.25,17.56,15.49,19.86,0.73,0.41,0.98,1.8,1.51,2.04,3.06,2.69,3.52,,,,,,,
2020-04-16,,,,,,,,,,,,,,,,,,,,,,68.63,66.75,70.49,2.09,1.38,2.75,4.98,4.64,5.24,17.63,15.54,19.97,0.74,0.42,0.98,1.8,1.51,2.05,3.07,2.69,3.52,,,,,,,
2020-04-17,,,,,,,,,,,,,,,,,,,,,,68.56,66.67,70.43,2.09,1.38,2.75,4.96,4.62,5.22,17.7,15.6,20.07,0.74,0.42,0.98,1.8,1.51,2.05,3.07,2.7,3.53,71.0,16.0,6.0,1.0,2.0,1.0,2.0
2020-04-18,,,,,,,,,,,,,,,,,,,,,,68.5,66.63,70.38,2.09,1.38,2.74,4.95,4.61,5.21,17.76,15.66,20.15,0.74,0.42,0.99,1.8,1.52,2.06,3.08,2.71,3.53,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,,,,68.44,66.58,70.33,2.08,1.38,2.74,4.95,4.59,5.21,17.83,15.73,20.22,0.74,0.42,0.99,1.8,1.52,2.06,3.09,2.73,3.54,,,,,,,
2020-04-20,,,,,,,,,,,,,,,,,,,,,,68.38,66.46,70.27,2.08,1.38,2.74,4.94,4.56,5.21,17.89,15.79,20.28,0.74,0.42,0.99,1.81,1.52,2.07,3.09,2.75,3.54,,,,,,,
2020-04-21,,,,,,,,,,,,,,,,,,,,,,68.32,66.43,70.2,2.08,1.38,2.73,4.93,4.55,5.22,17.95,15.83,20.34,0.74,0.42,0.99,1.81,1.52,2.08,3.1,2.76,3.53,,,,,,,
2020-04-22,,,,,,,,,,,,,,,,,,,,,,68.26,66.41,70.13,2.08,1.39,2.73,4.92,4.54,5.21,18.0,15.9,20.37,0.74,0.42,0.99,1.81,1.53,2.09,3.1,2.77,3.53,,,,,,,
2020-04-23,,,,,,,,,,,,,,,,,,,,,,68.21,66.34,70.07,2.08,1.4,2.72,4.92,4.52,5.21,18.06,15.97,20.43,0.74,0.42,0.98,1.81,1.53,2.1,3.11,2.78,3.53,,,,,,,
2020-04-24,,,,,,,,,,,,,,,,,,,,,,68.15,66.27,70.0,2.07,1.41,2.72,4.91,4.51,5.21,18.11,16.02,20.48,0.74,0.42,0.98,1.82,1.53,2.12,3.11,2.78,3.53,67.0,18.0,5.0,3.0,3.0,1.0,2.0
2020-04-25,,,,,,,,,,,,,,,,,,,,,,68.1,66.21,69.96,2.07,1.41,2.72,4.9,4.49,5.2,18.16,16.08,20.52,0.74,0.42,0.98,1.82,1.53,2.13,3.11,2.79,3.53,,,,,,,
2020-04-26,,,,,,,,,,,,,,,,,,,,,,68.05,66.16,69.89,2.07,1.42,2.7,4.9,4.48,5.2,18.21,16.13,20.56,0.74,0.42,0.98,1.82,1.53,2.14,3.12,2.79,3.53,,,,,,,
2020-04-27,,,,,,,,,,,,,,,,,,,,,,68.0,66.12,69.81,2.07,1.42,2.69,4.89,4.47,5.2,18.26,16.19,20.59,0.74,0.43,0.98,1.83,1.53,2.15,3.12,2.8,3.53,,,,,,,
2020-04-28,,,,,,,,,,,,,,,,,,,,,,67.95,66.07,69.74,2.07,1.42,2.68,4.89,4.47,5.2,18.31,16.28,20.62,0.74,0.43,0.98,1.83,1.53,2.16,3.12,2.8,3.53,,,,,,,
2020-04-29,,,,,,,,,,,,,,,,,,,,,,67.9,66.03,69.66,2.07,1.42,2.67,4.88,4.47,5.2,18.36,16.37,20.65,0.74,0.43,0.97,1.83,1.53,2.17,3.12,2.8,3.52,,,,,,,
2020-04-30,,,,,,,,,,,,,,,,,,,,,,67.86,65.98,69.6,2.06,1.42,2.67,4.88,4.47,5.21,18.41,16.44,20.68,0.74,0.44,0.97,1.84,1.53,2.18,3.12,2.8,3.52,,,,,,,
2020-05-01,,,,,,,,,,,,,,,,,,,,,,67.81,65.94,69.5,2.06,1.42,2.66,4.87,4.46,5.21,18.45,16.52,20.71,0.74,0.44,0.97,1.84,1.54,2.19,3.12,2.8,3.52,,,,,,,
2020-05-02,,,,,,,,,,,,,,,,,,,,,,67.76,65.9,69.45,2.06,1.43,2.65,4.87,4.45,5.21,18.5,16.56,20.75,0.74,0.44,0.96,1.84,1.54,2.2,3.13,2.8,3.53,,,,,,,
2020-05-03,,,,,,,,,,,,,,,,,,,,,,67.72,65.89,69.41,2.06,1.43,2.64,4.87,4.44,5.22,18.55,16.59,20.77,0.74,0.45,0.96,1.85,1.54,2.2,3.13,2.8,3.53,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,,,,,,,67.67,65.87,69.36,2.06,1.43,2.63,4.86,4.43,5.22,18.59,16.67,20.79,0.74,0.45,0.96,1.85,1.54,2.21,3.13,2.8,3.53,,,,,,,
2020-05-05,,,,,,,,,,,,,,,,,,,,,,67.62,65.84,69.32,2.06,1.43,2.62,4.86,4.42,5.22,18.64,16.76,20.81,0.74,0.45,0.95,1.86,1.54,2.22,3.13,2.8,3.53,,,,,,,
2020-05-06,,,,,,,,,,,,,,,,,,,,,,67.58,65.81,69.26,2.06,1.43,2.6,4.86,4.42,5.23,18.68,16.86,20.82,0.74,0.44,0.95,1.86,1.55,2.23,3.13,2.81,3.53,68.0,17.0,5.0,4.0,3.0,1.0,2.0
2020-05-07,,,,,,,,,,,,,,,,,,,,,,67.53,65.77,69.2,2.06,1.43,2.61,4.86,4.41,5.23,18.73,16.95,20.85,0.74,0.45,0.95,1.86,1.55,2.23,3.13,2.81,3.52,,,,,,,
2020-05-08,,,,,,,,,,,,,,,,,,,,,,67.48,65.74,69.16,2.06,1.43,2.61,4.85,4.41,5.23,18.77,17.0,20.86,0.73,0.46,0.94,1.87,1.56,2.23,3.13,2.82,3.52,,,,,,,
2020-05-09,,,,,,,,,,,,,,,,,,,,,,67.43,65.71,69.11,2.06,1.43,2.62,4.85,4.4,5.24,18.81,17.01,20.88,0.73,0.46,0.94,1.87,1.56,2.24,3.13,2.83,3.5,,,,,,,
2020-05-10,,,,,,,,,,,,,,,,,,,,,,67.39,65.7,69.05,2.06,1.43,2.61,4.85,4.39,5.24,18.86,17.01,20.9,0.73,0.46,0.94,1.88,1.56,2.24,3.12,2.84,3.49,,,,,,,
2020-05-11,,,,,,,,,,,,,,,,,,,,,,67.34,65.67,69.0,2.06,1.45,2.6,4.85,4.38,5.24,18.9,17.03,20.93,0.74,0.46,0.93,1.89,1.57,2.25,3.12,2.84,3.48,,,,,,,
2020-05-12,,,,,,,,,,,,,,,,,,,,,,67.29,65.62,68.96,2.07,1.46,2.6,4.85,4.38,5.23,18.95,17.04,20.97,0.74,0.46,0.93,1.89,1.57,2.26,3.12,2.85,3.47,,,,,,,
2020-05-13,,,,,,,,,,,,,,,,,,,,,,67.25,65.59,68.9,2.07,1.46,2.59,4.85,4.37,5.24,18.99,17.14,21.01,0.74,0.46,0.93,1.9,1.58,2.28,3.12,2.86,3.47,,,,,,,
2020-05-14,,,,,,,,,,,,,,,,,,,,,,67.2,65.55,68.83,2.07,1.47,2.6,4.84,4.37,5.24,19.04,17.27,21.06,0.74,0.46,0.94,1.91,1.59,2.3,3.12,2.85,3.47,,,,,,,
2020-05-15,,,,,,,,,,,,,,,,,,,,,,67.15,65.52,68.77,2.07,1.47,2.6,4.84,4.36,5.24,19.08,17.38,21.08,0.74,0.46,0.93,1.91,1.59,2.31,3.12,2.84,3.47,,,,,,,
2020-05-16,,,,,,,,,,,,,,,,,,,,,,67.1,65.49,68.7,2.07,1.48,2.61,4.84,4.36,5.24,19.13,17.51,21.09,0.74,0.46,0.93,1.92,1.6,2.31,3.12,2.84,3.47,,,,,,,
2020-05-17,,,,,,,,,,,,,,,,,,,,,,67.05,65.46,68.63,2.07,1.48,2.62,4.84,4.35,5.24,19.17,17.56,21.09,0.74,0.47,0.93,1.93,1.6,2.33,3.12,2.85,3.47,,,,,,,
