date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (to 2015 election),SNP (to 2015 election) (low),SNP (to 2015 election) (high),SNP (to 2017 election),SNP (to 2017 election) (low),SNP (to 2017 election) (high),SNP (to 2019 election),SNP (to 2019 election) (low),SNP (to 2019 election) (high),SNP (to 2024 election),SNP (to 2024 election) (low),SNP (to 2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2011-04-20,16.14,15.5,17.0,,,,,,,,,,,,,43.18,42.34,44.04,,,,,,,,,,,,,7.42,6.65,8.33,,,,,,,,,,,,,3.89,2.36,5.0,,,,,,,,,,,,,,,,,,,,,,28.27,27.29,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-21,16.13,15.5,17.0,,,,,,,,,,,,,43.14,42.34,43.98,,,,,,,,,,,,,7.43,6.67,8.33,,,,,,,,,,,,,3.87,2.32,5.0,,,,,,,,,,,,,,,,,,,,,,28.3,27.34,29.22,,,,,,,,,,,,,,,,,,,,,,,,,15.0,43.0,7.0,5.0,,30.0,,
2011-04-22,16.12,15.5,17.0,,,,,,,,,,,,,43.09,42.34,43.92,,,,,,,,,,,,,7.45,6.69,8.33,,,,,,,,,,,,,3.84,2.24,5.0,,,,,,,,,,,,,,,,,,,,,,28.33,27.39,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-23,16.11,15.49,17.0,,,,,,,,,,,,,43.05,42.34,43.84,,,,,,,,,,,,,7.47,6.72,8.33,,,,,,,,,,,,,3.82,2.15,5.0,,,,,,,,,,,,,,,,,,,,,,28.37,27.44,29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-24,16.1,15.49,17.0,,,,,,,,,,,,,43.0,42.33,43.77,,,,,,,,,,,,,7.49,6.75,8.32,,,,,,,,,,,,,3.79,2.05,5.0,,,,,,,,,,,,,,,,,,,,,,28.41,27.49,29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-25,16.09,15.44,17.0,,,,,,,,,,,,,42.95,42.33,43.69,,,,,,,,,,,,,7.5,6.78,8.31,,,,,,,,,,,,,3.77,2.02,5.0,,,,,,,,,,,,,,,,,,,,,,28.44,27.54,29.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-26,16.08,15.39,17.0,,,,,,,,,,,,,42.91,42.33,43.6,,,,,,,,,,,,,7.52,6.81,8.4,,,,,,,,,,,,,3.74,1.99,5.0,,,,,,,,,,,,,,,,,,,,,,28.48,27.6,29.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-27,16.07,15.33,17.0,,,,,,,,,,,,,42.86,42.33,43.49,,,,,,,,,,,,,7.53,6.84,8.47,,,,,,,,,,,,,3.71,1.98,5.0,,,,,,,,,,,,,,,,,,,,,,28.51,27.65,29.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-28,16.06,15.31,17.0,,,,,,,,,,,,,42.82,42.31,43.4,,,,,,,,,,,,,7.54,6.87,8.46,,,,,,,,,,,,,3.68,1.92,5.0,,,,,,,,,,,,,,,,,,,,,,28.55,27.71,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-29,16.05,15.31,17.0,,,,,,,,,,,,,42.78,42.3,43.32,,,,,,,,,,,,,7.55,6.89,8.45,,,,,,,,,,,,,3.65,1.79,5.0,,,,,,,,,,,,,,,,,,,,,,28.58,27.77,29.38,,,,,,,,,,,,,,,,,,,,,,,,,17.0,42.0,7.0,1.0,2.0,28.0,,
2011-04-30,16.04,15.3,17.0,,,,,,,,,,,,,42.74,42.3,43.24,,,,,,,,,,,,,7.56,6.92,8.49,,,,,,,,,,,,,3.62,1.64,5.0,,,,,,,,,,,,,,,,,,,,,,28.61,27.82,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-01,16.04,15.28,17.0,,,,,,,,,,,,,42.71,42.22,43.17,,,,,,,,,,,,,7.56,6.94,8.53,,,,,,,,,,,,,3.59,1.46,5.0,,,,,,,,,,,,,,,,,,,,,,28.63,27.87,29.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-02,16.03,15.26,17.0,,,,,,,,,,,,,42.68,42.14,43.11,,,,,,,,,,,,,7.56,6.96,8.54,,,,,,,,,,,,,3.55,1.3,5.0,,,,,,,,,,,,,,,,,,,,,,28.65,27.91,29.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-03,16.04,15.24,17.0,,,,,,,,,,,,,42.65,42.08,43.06,,,,,,,,,,,,,7.55,6.98,8.53,,,,,,,,,,,,,3.52,1.17,5.0,,,,,,,,,,,,,,,,,,,,,,28.67,27.95,29.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-04,16.04,15.23,17.0,,,,,,,,,,,,,42.63,42.04,43.03,,,,,,,,,,,,,7.54,6.99,8.52,,,,,,,,,,,,,3.48,1.08,5.0,,,,,,,,,,,,,,,,,,,,,,28.68,27.97,29.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-05,16.05,15.22,17.0,,,,,,,,,,,,,42.61,42.01,43.01,,,,,,,,,,,,,7.53,7.0,8.51,,,,,,,,,,,,,3.44,1.02,5.0,,,,,,,,,,,,,,,,,,,,,,28.69,27.99,29.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-06,16.05,15.21,17.0,,,,,,,,,,,,,42.6,42.0,43.0,,,,,,,,,,,,,7.51,7.0,8.49,,,,,,,,,,,,,3.4,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.69,28.0,29.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-07,16.07,15.19,17.0,,,,,,,,,,,,,42.59,42.0,43.0,,,,,,,,,,,,,7.49,7.0,8.52,,,,,,,,,,,,,3.36,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.69,28.0,29.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-08,16.08,15.27,16.84,,,,,,,,,,,,,42.58,42.15,43.0,,,,,,,,,,,,,7.47,7.0,8.25,,,,,,,,,,,,,3.31,1.62,5.0,,,,,,,,,,,,,,,,,,,,,,28.69,28.0,29.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-09,16.09,15.26,16.85,,,,,,,,,,,,,42.56,42.14,43.0,,,,,,,,,,,,,7.44,7.0,8.2,,,,,,,,,,,,,3.26,1.58,5.0,,,,,,,,,,,,,,,,,,,,,,28.69,28.0,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-10,16.11,15.25,16.86,,,,,,,,,,,,,42.55,42.13,43.0,,,,,,,,,,,,,7.41,7.0,8.16,,,,,,,,,,,,,3.2,1.53,5.0,,,,,,,,,,,,,,,,,,,,,,28.68,28.0,29.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-11,16.13,15.23,16.88,,,,,,,,,,,,,42.53,42.12,43.0,,,,,,,,,,,,,7.39,7.0,8.11,,,,,,,,,,,,,3.13,1.49,5.0,,,,,,,,,,,,,,,,,,,,,,28.68,28.0,29.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-12,16.15,15.22,16.89,,,,,,,,,,,,,42.52,42.11,43.0,,,,,,,,,,,,,7.36,7.0,8.05,,,,,,,,,,,,,3.06,1.44,5.0,,,,,,,,,,,,,,,,,,,,,,28.67,28.0,29.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-13,16.17,15.21,16.9,,,,,,,,,,,,,42.5,42.1,43.0,,,,,,,,,,,,,7.33,7.0,7.99,,,,,,,,,,,,,2.98,1.39,5.0,,,,,,,,,,,,,,,,,,,,,,28.67,28.0,29.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-14,16.2,15.19,16.91,,,,,,,,,,,,,42.47,42.09,43.0,,,,,,,,,,,,,7.29,7.0,7.94,,,,,,,,,,,,,2.9,1.34,5.0,,,,,,,,,,,,,,,,,,,,,,28.66,28.0,29.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-15,16.23,15.18,16.93,,,,,,,,,,,,,42.45,42.07,43.0,,,,,,,,,,,,,7.26,7.0,7.89,,,,,,,,,,,,,2.81,1.29,5.0,,,,,,,,,,,,,,,,,,,,,,28.64,28.0,29.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-16,16.26,15.16,16.94,,,,,,,,,,,,,42.43,42.06,43.0,,,,,,,,,,,,,7.22,7.0,7.83,,,,,,,,,,,,,2.7,1.24,5.0,,,,,,,,,,,,,,,,,,,,,,28.63,28.0,29.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-17,16.3,15.14,16.95,,,,,,,,,,,,,42.4,42.05,43.0,,,,,,,,,,,,,7.19,7.0,7.76,,,,,,,,,,,,,2.59,1.2,5.0,,,,,,,,,,,,,,,,,,,,,,28.61,28.0,29.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-18,16.34,15.12,16.96,,,,,,,,,,,,,42.37,42.04,43.0,,,,,,,,,,,,,7.15,7.0,7.67,,,,,,,,,,,,,2.48,1.15,5.0,,,,,,,,,,,,,,,,,,,,,,28.59,28.0,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-19,16.38,15.1,16.97,,,,,,,,,,,,,42.34,42.03,43.0,,,,,,,,,,,,,7.11,7.0,7.58,,,,,,,,,,,,,2.35,1.11,5.0,,,,,,,,,,,,,,,,,,,,,,28.56,28.0,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-20,16.43,15.08,16.98,,,,,,,,,,,,,42.3,42.02,43.0,,,,,,,,,,,,,7.08,7.0,7.47,,,,,,,,,,,,,2.22,1.08,5.0,,,,,,,,,,,,,,,,,,,,,,28.53,28.0,29.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-21,16.49,15.05,16.99,,,,,,,,,,,,,42.27,42.01,43.0,,,,,,,,,,,,,7.05,7.0,7.34,,,,,,,,,,,,,2.08,1.05,5.0,,,,,,,,,,,,,,,,,,,,,,28.49,28.0,29.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-22,16.55,15.03,16.99,,,,,,,,,,,,,42.23,42.01,43.0,,,,,,,,,,,,,7.03,7.0,7.21,,,,,,,,,,,,,1.93,1.02,5.0,,,,,,,,,,,,,,,,,,,,,,28.44,28.0,29.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-23,16.61,15.01,17.0,,,,,,,,,,,,,42.2,42.0,43.0,,,,,,,,,,,,,7.01,7.0,7.1,,,,,,,,,,,,,1.79,1.01,5.0,,,,,,,,,,,,,,,,,,,,,,28.39,28.0,29.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-24,16.67,15.0,17.0,,,,,,,,,,,,,42.16,42.0,43.0,,,,,,,,,,,,,7.0,7.0,7.02,,,,,,,,,,,,,1.66,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.33,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-25,16.74,15.0,17.0,,,,,,,,,,,,,42.13,42.0,43.0,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,1.52,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.26,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-26,16.8,15.0,17.0,,,,,,,,,,,,,42.1,42.0,43.0,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,1.39,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.2,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-27,16.87,15.0,17.0,,,,,,,,,,,,,42.07,42.0,43.0,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,1.26,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.13,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-28,16.93,15.0,17.0,,,,,,,,,,,,,42.04,42.0,43.0,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,1.15,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.07,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-29,16.97,15.0,17.0,,,,,,,,,,,,,42.01,42.0,43.0,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,1.06,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.03,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-30,16.99,15.0,17.0,,,,,,,,,,,,,42.0,42.0,43.0,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,1.01,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,28.01,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,17.0,17.0,17.0,,,,,,,,,,,,,42.0,42.0,42.0,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,42.0,7.0,4.0,,30.0,,
2012-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,40.0,5.0,6.0,,35.0,,
2012-06-10,14.0,14.0,14.0,,,,,,,,,,,,,40.0,40.0,40.0,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-11,14.0,14.0,16.0,,,,,,,,,,,,,40.0,40.0,43.0,,,,,,,,,,,,,5.0,5.0,8.0,,,,,,,,,,,,,6.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,35.0,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-12,14.01,14.0,16.0,,,,,,,,,,,,,40.01,40.0,43.0,,,,,,,,,,,,,5.01,5.0,8.0,,,,,,,,,,,,,5.99,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,34.97,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-13,14.03,14.0,16.0,,,,,,,,,,,,,40.05,40.0,43.0,,,,,,,,,,,,,5.05,5.0,8.0,,,,,,,,,,,,,5.95,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,34.9,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-14,14.08,14.0,16.0,,,,,,,,,,,,,40.12,40.0,43.0,,,,,,,,,,,,,5.12,5.0,8.0,,,,,,,,,,,,,5.88,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,34.76,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-15,14.15,14.0,16.0,,,,,,,,,,,,,40.23,40.0,43.0,,,,,,,,,,,,,5.23,5.0,8.0,,,,,,,,,,,,,5.77,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,34.54,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-16,14.26,14.0,16.0,,,,,,,,,,,,,40.39,40.0,43.0,,,,,,,,,,,,,5.39,5.0,8.0,,,,,,,,,,,,,5.61,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,34.21,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-17,14.4,14.0,16.0,,,,,,,,,,,,,40.61,40.0,43.0,,,,,,,,,,,,,5.61,5.0,8.0,,,,,,,,,,,,,5.39,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,33.79,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-18,14.58,14.0,16.0,,,,,,,,,,,,,40.87,40.0,43.0,,,,,,,,,,,,,5.87,5.0,8.0,,,,,,,,,,,,,5.13,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,33.26,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-19,14.78,14.0,16.0,,,,,,,,,,,,,41.18,40.0,43.0,,,,,,,,,,,,,6.18,5.0,8.0,,,,,,,,,,,,,4.82,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,32.65,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-20,15.0,14.0,16.0,,,,,,,,,,,,,41.5,40.0,43.0,,,,,,,,,,,,,6.5,5.0,8.0,,,,,,,,,,,,,4.5,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,32.0,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-21,15.22,14.0,16.0,,,,,,,,,,,,,41.82,40.0,43.0,,,,,,,,,,,,,6.82,5.0,8.0,,,,,,,,,,,,,4.18,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,31.35,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-22,15.42,14.0,16.0,,,,,,,,,,,,,42.13,40.0,43.0,,,,,,,,,,,,,7.13,5.0,8.0,,,,,,,,,,,,,3.87,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,30.74,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-23,15.6,14.0,16.0,,,,,,,,,,,,,42.39,40.0,43.0,,,,,,,,,,,,,7.39,5.0,8.0,,,,,,,,,,,,,3.61,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,30.21,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-24,15.74,14.0,16.0,,,,,,,,,,,,,42.61,40.0,43.0,,,,,,,,,,,,,7.61,5.0,8.0,,,,,,,,,,,,,3.39,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,29.79,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-25,15.85,14.0,16.0,,,,,,,,,,,,,42.77,40.0,43.0,,,,,,,,,,,,,7.77,5.0,8.0,,,,,,,,,,,,,3.23,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,29.46,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-26,15.92,14.0,16.0,,,,,,,,,,,,,42.88,40.0,43.0,,,,,,,,,,,,,7.88,5.0,8.0,,,,,,,,,,,,,3.12,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,29.24,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-27,15.97,14.0,16.0,,,,,,,,,,,,,42.95,40.0,43.0,,,,,,,,,,,,,7.95,5.0,8.0,,,,,,,,,,,,,3.05,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,29.1,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-28,15.99,14.0,16.0,,,,,,,,,,,,,42.99,40.0,43.0,,,,,,,,,,,,,7.99,5.0,8.0,,,,,,,,,,,,,3.01,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,29.03,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-29,16.0,14.0,16.0,,,,,,,,,,,,,43.0,40.0,43.0,,,,,,,,,,,,,8.0,5.0,8.0,,,,,,,,,,,,,3.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,29.0,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,16.0,16.0,16.0,,,,,,,,,,,,,43.0,43.0,43.0,,,,,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,43.0,8.0,3.0,3.0,29.0,,
2012-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,33.0,6.0,7.0,,39.0,,
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,45.0,8.0,5.0,2.0,23.0,,
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,40.0,6.0,2.0,2.0,31.0,,
2014-01-09,16.0,16.0,16.0,,,,,,,,,,,,,39.0,39.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10,16.0,16.0,17.0,,,,,,,,,,,,,39.0,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-11,16.0,16.0,17.0,,,,,,,,,,,,,38.97,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.03,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-12,16.01,16.0,17.0,,,,,,,,,,,,,38.92,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.1,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-13,16.03,16.0,17.0,,,,,,,,,,,,,38.85,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.21,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,16.04,16.0,17.0,,,,,,,,,,,,,38.74,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.35,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-15,16.07,16.0,17.0,,,,,,,,,,,,,38.61,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.52,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-16,16.09,16.0,17.0,,,,,,,,,,,,,38.46,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.72,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-17,16.12,16.0,17.0,,,,,,,,,,,,,38.3,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,30.94,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-18,16.14,16.0,17.0,,,,,,,,,,,,,38.13,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,31.16,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-19,16.17,16.0,17.0,,,,,,,,,,,,,37.96,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,31.39,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-20,16.2,16.0,17.0,,,,,,,,,,,,,37.79,33.0,39.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,31.61,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
