date,Con (pre-2010 election),Con (pre-2010 election) (low),Con (pre-2010 election) (high),Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2010 election),Lab (pre-2010 election) (low),Lab (pre-2010 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2010 election),LDem (pre-2010 election) (low),LDem (pre-2010 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Ukip (to 2024 election),Ukip (to 2024 election) (low),Ukip (to 2024 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (to 2019 election),SNP (to 2019 election) (low),SNP (to 2019 election) (high),SNP (to 2024 election),SNP (to 2024 election) (low),SNP (to 2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (to 2019 election),PC (to 2019 election) (low),PC (to 2019 election) (high),PC (to 2024 election),PC (to 2024 election) (low),PC (to 2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2014-01-18,,,,32.4,31.62,33.07,,,,,,,,,,,,,,,,38.14,37.28,38.82,,,,,,,,,,,,,,,,9.83,9.08,10.48,,,,,,,,,,,,,12.36,11.57,13.19,,,,,,,,,,2.55,2.0,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-19,,,,32.4,31.62,33.06,,,,,,,,,,,,,,,,38.14,37.31,38.81,,,,,,,,,,,,,,,,9.82,9.08,10.45,,,,,,,,,,,,,12.36,11.61,13.17,,,,,,,,,,2.54,1.98,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,39.0,12.0,9.0,3.0,,,
2014-01-20,,,,32.4,31.59,33.05,,,,,,,,,,,,,,,,38.14,37.3,38.8,,,,,,,,,,,,,,,,9.8,9.07,10.42,,,,,,,,,,,,,12.37,11.63,13.14,,,,,,,,,,2.54,1.97,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,39.0,9.5,14.0,2.5,,,
2014-01-21,,,,32.41,31.59,33.06,,,,,,,,,,,,,,,,38.15,37.3,38.83,,,,,,,,,,,,,,,,9.79,9.07,10.39,,,,,,,,,,,,,12.38,11.67,13.15,,,,,,,,,,2.54,1.95,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,38.0,9.0,13.0,3.0,,,
2014-01-22,,,,32.41,31.59,33.05,,,,,,,,,,,,,,,,38.15,37.3,38.86,,,,,,,,,,,,,,,,9.77,9.07,10.36,,,,,,,,,,,,,12.38,11.68,13.18,,,,,,,,,,2.54,1.94,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,40.0,8.0,12.0,3.0,,,
2014-01-23,,,,32.42,31.6,33.06,,,,,,,,,,,,,,,,38.16,37.3,38.88,,,,,,,,,,,,,,,,9.76,9.05,10.36,,,,,,,,,,,,,12.39,11.71,13.19,,,,,,,,,,2.54,1.93,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,39.0,9.5,10.5,2.5,,,
2014-01-24,,,,32.43,31.62,33.06,,,,,,,,,,,,,,,,38.16,37.31,38.9,,,,,,,,,,,,,,,,9.74,9.05,10.36,,,,,,,,,,,,,12.39,11.7,13.18,,,,,,,,,,2.54,1.94,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,39.0,9.0,13.0,2.0,,,
2014-01-25,,,,32.44,31.6,33.07,,,,,,,,,,,,,,,,38.17,37.31,38.93,,,,,,,,,,,,,,,,9.73,9.05,10.36,,,,,,,,,,,,,12.39,11.69,13.17,,,,,,,,,,2.54,1.96,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-26,,,,32.45,31.63,33.06,,,,,,,,,,,,,,,,38.17,37.32,38.94,,,,,,,,,,,,,,,,9.72,9.02,10.34,,,,,,,,,,,,,12.39,11.68,13.18,,,,,,,,,,2.54,1.96,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,36.5,10.0,11.0,4.0,,,
2014-01-27,,,,32.46,31.66,33.09,,,,,,,,,,,,,,,,38.18,37.34,38.95,,,,,,,,,,,,,,,,9.7,9.02,10.35,,,,,,,,,,,,,12.4,11.68,13.16,,,,,,,,,,2.54,1.96,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,37.0,9.0,13.0,2.0,,,
2014-01-28,,,,32.47,31.7,33.1,,,,,,,,,,,,,,,,38.18,37.35,38.92,,,,,,,,,,,,,,,,9.69,9.02,10.35,,,,,,,,,,,,,12.4,11.7,13.14,,,,,,,,,,2.54,1.99,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,37.0,9.0,12.0,3.0,,,
2014-01-29,,,,32.48,31.73,33.1,,,,,,,,,,,,,,,,38.19,37.38,38.91,,,,,,,,,,,,,,,,9.67,9.01,10.35,,,,,,,,,,,,,12.4,11.7,13.14,,,,,,,,,,2.54,1.99,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,38.0,10.0,11.0,2.0,,,
2014-01-30,,,,32.49,31.72,33.13,,,,,,,,,,,,,,,,38.2,37.38,38.95,,,,,,,,,,,,,,,,9.66,8.99,10.34,,,,,,,,,,,,,12.4,11.69,13.13,,,,,,,,,,2.54,1.99,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,40.5,9.5,11.0,2.5,,,
2014-01-31,,,,32.5,31.75,33.15,,,,,,,,,,,,,,,,38.2,37.38,38.95,,,,,,,,,,,,,,,,9.64,8.99,10.31,,,,,,,,,,,,,12.4,11.69,13.12,,,,,,,,,,2.55,1.99,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,37.5,8.0,14.0,3.0,,,
2014-02-01,,,,32.52,31.78,33.18,,,,,,,,,,,,,,,,38.21,37.38,38.93,,,,,,,,,,,,,,,,9.63,8.97,10.26,,,,,,,,,,,,,12.4,11.7,13.12,,,,,,,,,,2.55,2.0,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-02,,,,32.53,31.8,33.2,,,,,,,,,,,,,,,,38.21,37.39,38.9,,,,,,,,,,,,,,,,9.61,8.94,10.25,,,,,,,,,,,,,12.4,11.71,13.11,,,,,,,,,,2.55,1.98,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,41.0,11.0,9.0,3.0,,,
2014-02-03,,,,32.54,31.82,33.24,,,,,,,,,,,,,,,,38.21,37.41,38.92,,,,,,,,,,,,,,,,9.6,8.93,10.24,,,,,,,,,,,,,12.4,11.72,13.09,,,,,,,,,,2.55,1.99,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,38.0,11.5,10.5,2.0,,,
2014-02-04,,,,32.56,31.86,33.27,,,,,,,,,,,,,,,,38.22,37.42,38.92,,,,,,,,,,,,,,,,9.58,8.92,10.24,,,,,,,,,,,,,12.4,11.73,13.08,,,,,,,,,,2.55,2.0,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,39.0,8.0,13.0,3.0,,,
2014-02-05,,,,32.57,31.9,33.29,,,,,,,,,,,,,,,,38.22,37.44,38.92,,,,,,,,,,,,,,,,9.57,8.92,10.23,,,,,,,,,,,,,12.4,11.75,13.06,,,,,,,,,,2.56,2.01,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,39.0,9.0,10.0,2.0,,,
2014-02-06,,,,32.58,31.93,33.32,,,,,,,,,,,,,,,,38.22,37.47,38.91,,,,,,,,,,,,,,,,9.56,8.91,10.21,,,,,,,,,,,,,12.4,11.76,13.07,,,,,,,,,,2.56,2.0,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,37.0,9.5,14.5,2.0,,,
2014-02-07,,,,32.6,31.94,33.34,,,,,,,,,,,,,,,,38.21,37.48,38.89,,,,,,,,,,,,,,,,9.54,8.9,10.2,,,,,,,,,,,,,12.41,11.75,13.07,,,,,,,,,,2.56,2.01,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,39.0,10.0,10.0,3.0,,,
2014-02-08,,,,32.61,31.97,33.36,,,,,,,,,,,,,,,,38.21,37.49,38.87,,,,,,,,,,,,,,,,9.53,8.89,10.2,,,,,,,,,,,,,12.41,11.73,13.08,,,,,,,,,,2.56,2.03,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-09,,,,32.63,32.0,33.38,,,,,,,,,,,,,,,,38.21,37.49,38.85,,,,,,,,,,,,,,,,9.52,8.86,10.2,,,,,,,,,,,,,12.41,11.73,13.07,,,,,,,,,,2.57,2.03,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,37.0,10.5,11.5,3.0,,,
2014-02-10,,,,32.64,32.0,33.4,,,,,,,,,,,,,,,,38.2,37.5,38.86,,,,,,,,,,,,,,,,9.51,8.86,10.18,,,,,,,,,,,,,12.41,11.73,13.08,,,,,,,,,,2.57,2.03,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,39.0,10.0,12.0,2.0,,,
2014-02-11,,,,32.66,32.03,33.42,,,,,,,,,,,,,,,,38.19,37.48,38.88,,,,,,,,,,,,,,,,9.5,8.84,10.16,,,,,,,,,,,,,12.42,11.74,13.08,,,,,,,,,,2.57,2.06,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,39.0,10.0,11.0,2.0,,,
2014-02-12,,,,32.67,32.03,33.44,,,,,,,,,,,,,,,,38.18,37.48,38.9,,,,,,,,,,,,,,,,9.49,8.82,10.14,,,,,,,,,,,,,12.42,11.74,13.08,,,,,,,,,,2.58,2.05,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,39.0,8.0,13.0,2.0,,,
2014-02-13,,,,32.69,32.02,33.43,,,,,,,,,,,,,,,,38.17,37.47,38.89,,,,,,,,,,,,,,,,9.49,8.82,10.15,,,,,,,,,,,,,12.42,11.72,13.07,,,,,,,,,,2.58,2.07,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,38.0,9.0,13.7,2.3,,,
2014-02-14,,,,32.7,32.03,33.4,,,,,,,,,,,,,,,,38.16,37.47,38.87,,,,,,,,,,,,,,,,9.48,8.81,10.15,,,,,,,,,,,,,12.42,11.72,13.08,,,,,,,,,,2.58,2.07,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,38.0,8.5,14.5,2.5,,,
2014-02-15,,,,32.71,32.05,33.41,,,,,,,,,,,,,,,,38.15,37.47,38.84,,,,,,,,,,,,,,,,9.48,8.79,10.12,,,,,,,,,,,,,12.42,11.69,13.1,,,,,,,,,,2.58,2.08,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-16,,,,32.73,32.07,33.42,,,,,,,,,,,,,,,,38.13,37.44,38.8,,,,,,,,,,,,,,,,9.48,8.8,10.12,,,,,,,,,,,,,12.42,11.66,13.09,,,,,,,,,,2.59,2.08,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,38.0,10.0,13.0,3.0,,,
2014-02-17,,,,32.74,32.07,33.43,,,,,,,,,,,,,,,,38.12,37.41,38.79,,,,,,,,,,,,,,,,9.48,8.8,10.13,,,,,,,,,,,,,12.43,11.68,13.08,,,,,,,,,,2.59,2.07,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,40.0,9.0,11.0,2.0,,,
2014-02-18,,,,32.76,32.07,33.44,,,,,,,,,,,,,,,,38.1,37.38,38.78,,,,,,,,,,,,,,,,9.48,8.79,10.13,,,,,,,,,,,,,12.42,11.7,13.06,,,,,,,,,,2.59,2.04,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,40.0,8.0,12.0,3.0,,,
2014-02-19,,,,32.77,32.09,33.44,,,,,,,,,,,,,,,,38.08,37.35,38.77,,,,,,,,,,,,,,,,9.48,8.78,10.1,,,,,,,,,,,,,12.42,11.69,13.06,,,,,,,,,,2.59,2.03,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,37.0,10.0,12.0,3.0,,,
2014-02-20,,,,32.79,32.11,33.46,,,,,,,,,,,,,,,,38.06,37.31,38.77,,,,,,,,,,,,,,,,9.48,8.78,10.11,,,,,,,,,,,,,12.42,11.72,13.07,,,,,,,,,,2.59,2.02,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,38.5,9.0,12.5,2.5,,,
2014-02-21,,,,32.8,32.13,33.47,,,,,,,,,,,,,,,,38.04,37.29,38.76,,,,,,,,,,,,,,,,9.49,8.77,10.11,,,,,,,,,,,,,12.42,11.71,13.07,,,,,,,,,,2.59,2.01,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,39.0,8.0,12.0,2.0,,,
2014-02-22,,,,32.82,32.15,33.5,,,,,,,,,,,,,,,,38.01,37.25,38.74,,,,,,,,,,,,,,,,9.49,8.77,10.1,,,,,,,,,,,,,12.42,11.72,13.06,,,,,,,,,,2.59,1.99,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-23,,,,32.83,32.17,33.52,,,,,,,,,,,,,,,,37.99,37.22,38.72,,,,,,,,,,,,,,,,9.49,8.77,10.09,,,,,,,,,,,,,12.42,11.74,13.04,,,,,,,,,,2.59,1.98,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,37.0,10.0,15.0,2.0,,,
2014-02-24,,,,32.85,32.18,33.56,,,,,,,,,,,,,,,,37.97,37.2,38.7,,,,,,,,,,,,,,,,9.5,8.78,10.1,,,,,,,,,,,,,12.42,11.71,13.04,,,,,,,,,,2.59,1.97,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,38.0,10.0,13.0,2.0,,,
2014-02-25,,,,32.87,32.2,33.58,,,,,,,,,,,,,,,,37.94,37.16,38.68,,,,,,,,,,,,,,,,9.5,8.78,10.1,,,,,,,,,,,,,12.42,11.71,13.03,,,,,,,,,,2.59,1.97,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,39.0,10.0,11.0,3.0,,,
2014-02-26,,,,32.88,32.22,33.59,,,,,,,,,,,,,,,,37.92,37.14,38.66,,,,,,,,,,,,,,,,9.51,8.78,10.1,,,,,,,,,,,,,12.42,11.72,13.04,,,,,,,,,,2.59,1.96,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,40.0,10.0,11.0,3.0,,,
2014-02-27,,,,32.9,32.23,33.6,,,,,,,,,,,,,,,,37.89,37.12,38.64,,,,,,,,,,,,,,,,9.51,8.8,10.1,,,,,,,,,,,,,12.42,11.76,13.05,,,,,,,,,,2.59,1.98,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,38.0,9.0,13.0,3.0,,,
2014-02-28,,,,32.91,32.24,33.62,,,,,,,,,,,,,,,,37.86,37.1,38.6,,,,,,,,,,,,,,,,9.52,8.81,10.08,,,,,,,,,,,,,12.42,11.77,13.06,,,,,,,,,,2.59,1.99,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,36.0,9.5,16.0,2.5,,,
2014-03-01,,,,32.93,32.27,33.63,,,,,,,,,,,,,,,,37.84,37.08,38.55,,,,,,,,,,,,,,,,9.52,8.82,10.06,,,,,,,,,,,,,12.42,11.77,13.06,,,,,,,,,,2.59,1.99,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-02,,,,32.95,32.28,33.64,,,,,,,,,,,,,,,,37.81,37.06,38.5,,,,,,,,,,,,,,,,9.52,8.83,10.08,,,,,,,,,,,,,12.42,11.77,13.08,,,,,,,,,,2.59,1.97,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,37.5,10.0,11.5,3.5,,,
2014-03-03,,,,32.96,32.3,33.64,,,,,,,,,,,,,,,,37.79,37.04,38.47,,,,,,,,,,,,,,,,9.53,8.82,10.06,,,,,,,,,,,,,12.43,11.78,13.09,,,,,,,,,,2.59,1.97,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,41.0,8.0,12.0,1.0,,,
2014-03-04,,,,32.97,32.31,33.64,,,,,,,,,,,,,,,,37.76,37.02,38.44,,,,,,,,,,,,,,,,9.53,8.84,10.06,,,,,,,,,,,,,12.43,11.76,13.09,,,,,,,,,,2.59,1.98,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,38.0,9.0,13.0,2.0,,,
2014-03-05,,,,32.99,32.33,33.64,,,,,,,,,,,,,,,,37.73,37.01,38.38,,,,,,,,,,,,,,,,9.54,8.86,10.06,,,,,,,,,,,,,12.44,11.77,13.1,,,,,,,,,,2.59,2.0,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,37.0,10.0,11.0,3.0,,,
2014-03-06,,,,33.0,32.35,33.67,,,,,,,,,,,,,,,,37.7,37.0,38.33,,,,,,,,,,,,,,,,9.54,8.89,10.06,,,,,,,,,,,,,12.44,11.8,13.11,,,,,,,,,,2.59,2.02,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,38.5,9.0,12.5,3.0,,,
2014-03-07,,,,33.01,32.37,33.68,,,,,,,,,,,,,,,,37.67,36.99,38.32,,,,,,,,,,,,,,,,9.54,8.9,10.07,,,,,,,,,,,,,12.45,11.81,13.11,,,,,,,,,,2.59,2.0,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,39.0,10.0,14.0,2.0,,,
2014-03-08,,,,33.02,32.39,33.71,,,,,,,,,,,,,,,,37.64,36.96,38.27,,,,,,,,,,,,,,,,9.54,8.89,10.08,,,,,,,,,,,,,12.47,11.81,13.13,,,,,,,,,,2.59,1.99,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-09,,,,33.02,32.42,33.73,,,,,,,,,,,,,,,,37.61,36.94,38.24,,,,,,,,,,,,,,,,9.55,8.89,10.08,,,,,,,,,,,,,12.48,11.82,13.16,,,,,,,,,,2.59,1.97,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,38.0,9.0,12.0,3.0,,,
2014-03-10,,,,33.03,32.43,33.74,,,,,,,,,,,,,,,,37.58,36.92,38.21,,,,,,,,,,,,,,,,9.55,8.9,10.09,,,,,,,,,,,,,12.49,11.82,13.2,,,,,,,,,,2.59,1.97,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,39.0,8.0,13.0,3.0,,,
2014-03-11,,,,33.03,32.44,33.74,,,,,,,,,,,,,,,,37.55,36.9,38.16,,,,,,,,,,,,,,,,9.55,8.92,10.1,,,,,,,,,,,,,12.51,11.83,13.22,,,,,,,,,,2.59,1.96,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,38.0,11.0,10.5,2.5,,,
2014-03-12,,,,33.03,32.43,33.73,,,,,,,,,,,,,,,,37.52,36.87,38.13,,,,,,,,,,,,,,,,9.56,8.94,10.1,,,,,,,,,,,,,12.52,11.84,13.25,,,,,,,,,,2.59,1.96,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,35.7,10.7,13.3,3.3,,,
2014-03-13,,,,33.03,32.42,33.71,,,,,,,,,,,,,,,,37.49,36.85,38.11,,,,,,,,,,,,,,,,9.56,8.97,10.1,,,,,,,,,,,,,12.54,11.85,13.29,,,,,,,,,,2.59,1.98,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,36.0,10.0,13.0,2.3,,,
2014-03-14,,,,33.03,32.41,33.71,,,,,,,,,,,,,,,,37.46,36.8,38.1,,,,,,,,,,,,,,,,9.56,8.97,10.11,,,,,,,,,,,,,12.56,11.89,13.29,,,,,,,,,,2.59,1.97,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,40.0,8.0,12.0,2.0,,,
2014-03-15,,,,33.03,32.4,33.71,,,,,,,,,,,,,,,,37.43,36.78,38.05,,,,,,,,,,,,,,,,9.57,8.98,10.11,,,,,,,,,,,,,12.57,11.91,13.3,,,,,,,,,,2.59,1.96,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-16,,,,33.03,32.38,33.72,,,,,,,,,,,,,,,,37.4,36.74,38.02,,,,,,,,,,,,,,,,9.57,8.99,10.12,,,,,,,,,,,,,12.59,11.93,13.34,,,,,,,,,,2.59,1.95,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,36.0,10.0,13.0,3.0,,,
2014-03-17,,,,33.03,32.37,33.73,,,,,,,,,,,,,,,,37.37,36.71,38.0,,,,,,,,,,,,,,,,9.58,9.01,10.13,,,,,,,,,,,,,12.61,11.93,13.34,,,,,,,,,,2.59,1.95,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,40.0,9.0,11.0,3.0,,,
2014-03-18,,,,33.03,32.38,33.73,,,,,,,,,,,,,,,,37.33,36.69,37.97,,,,,,,,,,,,,,,,9.58,9.01,10.13,,,,,,,,,,,,,12.63,11.93,13.34,,,,,,,,,,2.59,1.94,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,38.0,11.0,11.0,3.0,,,
2014-03-19,,,,33.03,32.39,33.72,,,,,,,,,,,,,,,,37.3,36.67,37.92,,,,,,,,,,,,,,,,9.58,9.0,10.15,,,,,,,,,,,,,12.64,11.95,13.38,,,,,,,,,,2.58,1.94,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,38.0,11.0,11.0,3.0,,,
2014-03-20,,,,33.02,32.38,33.71,,,,,,,,,,,,,,,,37.27,36.65,37.88,,,,,,,,,,,,,,,,9.59,9.01,10.14,,,,,,,,,,,,,12.66,11.96,13.41,,,,,,,,,,2.58,1.94,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,38.5,9.5,11.0,2.0,,,
2014-03-21,,,,33.02,32.38,33.68,,,,,,,,,,,,,,,,37.24,36.63,37.84,,,,,,,,,,,,,,,,9.59,9.02,10.15,,,,,,,,,,,,,12.68,11.97,13.43,,,,,,,,,,2.58,1.92,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,36.0,9.0,13.0,2.0,,,
2014-03-22,,,,33.02,32.39,33.68,,,,,,,,,,,,,,,,37.21,36.6,37.81,,,,,,,,,,,,,,,,9.59,9.02,10.15,,,,,,,,,,,,,12.7,12.0,13.45,,,,,,,,,,2.58,1.92,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-23,,,,33.01,32.39,33.67,,,,,,,,,,,,,,,,37.18,36.56,37.79,,,,,,,,,,,,,,,,9.59,9.01,10.14,,,,,,,,,,,,,12.72,12.04,13.44,,,,,,,,,,2.58,1.92,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,35.5,9.5,12.0,3.5,,,
2014-03-24,,,,33.01,32.39,33.67,,,,,,,,,,,,,,,,37.15,36.53,37.74,,,,,,,,,,,,,,,,9.59,9.01,10.14,,,,,,,,,,,,,12.74,12.05,13.44,,,,,,,,,,2.58,1.93,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,38.0,10.0,10.0,2.0,,,
2014-03-25,,,,33.01,32.4,33.66,,,,,,,,,,,,,,,,37.12,36.48,37.7,,,,,,,,,,,,,,,,9.59,9.02,10.16,,,,,,,,,,,,,12.77,12.07,13.46,,,,,,,,,,2.58,1.92,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,38.0,10.0,10.0,2.0,,,
2014-03-26,,,,33.0,32.41,33.63,,,,,,,,,,,,,,,,37.09,36.46,37.67,,,,,,,,,,,,,,,,9.59,9.01,10.15,,,,,,,,,,,,,12.79,12.11,13.44,,,,,,,,,,2.58,1.92,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,37.0,9.0,11.0,2.0,,,
2014-03-27,,,,33.0,32.38,33.6,,,,,,,,,,,,,,,,37.06,36.44,37.61,,,,,,,,,,,,,,,,9.59,9.0,10.15,,,,,,,,,,,,,12.82,12.13,13.46,,,,,,,,,,2.58,1.93,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,36.0,10.0,11.0,3.0,,,
