date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2013-06-12,27.96,20.76,34.95,,,,,,,,,,,,,47.04,40.45,53.29,,,,,,,,,,,,,8.5,3.16,13.68,,,,,,,,,,,,,10.0,4.71,15.08,,,,4.51,-1.27,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13,27.89,20.76,34.9,,,,,,,,,,,,,47.11,40.47,53.29,,,,,,,,,,,,,8.49,3.14,13.67,,,,,,,,,,,,,10.0,4.7,15.07,,,,4.54,-1.27,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,27.81,20.76,34.84,,,,,,,,,,,,,47.19,40.5,53.29,,,,,,,,,,,,,8.48,3.13,13.64,,,,,,,,,,,,,10.0,4.69,15.05,,,,4.57,-1.27,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-15,27.74,20.76,34.8,,,,,,,,,,,,,47.26,40.53,53.29,,,,,,,,,,,,,8.47,3.11,13.63,,,,,,,,,,,,,10.0,4.67,15.03,,,,4.6,-1.28,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-16,27.67,20.76,34.75,,,,,,,,,,,,,47.33,40.55,53.29,,,,,,,,,,,,,8.46,3.1,13.61,,,,,,,,,,,,,10.0,4.64,15.01,,,,4.63,-1.28,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,27.59,20.76,34.7,,,,,,,,,,,,,47.41,40.58,53.29,,,,,,,,,,,,,8.45,3.08,13.59,,,,,,,,,,,,,10.0,4.62,14.99,,,,4.65,-1.29,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-18,27.52,20.76,34.66,,,,,,,,,,,,,47.48,40.58,53.29,,,,,,,,,,,,,8.44,3.05,13.56,,,,,,,,,,,,,10.0,4.59,14.97,,,,4.68,-1.29,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,27.44,20.76,34.61,,,,,,,,,,,,,47.56,40.6,53.29,,,,,,,,,,,,,8.43,3.01,13.54,,,,,,,,,,,,,10.0,4.57,14.96,,,,4.71,-1.29,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-20,27.36,20.76,34.59,,,,,,,,,,,,,47.64,40.62,53.29,,,,,,,,,,,,,8.42,2.97,13.52,,,,,,,,,,,,,10.0,4.55,14.94,,,,4.74,-1.29,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,27.29,20.76,34.59,,,,,,,,,,,,,47.71,40.65,53.29,,,,,,,,,,,,,8.41,2.93,13.5,,,,,,,,,,,,,10.0,4.52,14.94,,,,4.77,-1.3,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-22,27.21,20.76,34.59,,,,,,,,,,,,,47.79,40.67,53.29,,,,,,,,,,,,,8.4,2.89,13.47,,,,,,,,,,,,,10.0,4.5,14.95,,,,4.8,-1.3,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-23,27.13,20.76,34.59,,,,,,,,,,,,,47.87,40.69,53.29,,,,,,,,,,,,,8.39,2.85,13.45,,,,,,,,,,,,,10.0,4.47,14.96,,,,4.82,-1.31,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,27.06,20.73,34.59,,,,,,,,,,,,,47.94,40.75,53.29,,,,,,,,,,,,,8.38,2.83,13.44,,,,,,,,,,,,,10.0,4.44,14.96,,,,4.85,-1.31,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-25,26.98,20.67,34.59,,,,,,,,,,,,,48.02,40.85,53.29,,,,,,,,,,,,,8.37,2.81,13.44,,,,,,,,,,,,,10.0,4.42,14.97,,,,4.88,-1.32,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,26.9,20.61,34.59,,,,,,,,,,,,,48.1,40.93,53.29,,,,,,,,,,,,,8.36,2.79,13.43,,,,,,,,,,,,,10.0,4.39,14.98,,,,4.91,-1.32,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-27,26.82,20.54,34.59,,,,,,,,,,,,,48.18,40.96,53.29,,,,,,,,,,,,,8.35,2.79,13.43,,,,,,,,,,,,,10.0,4.37,14.98,,,,4.94,-1.31,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,26.74,20.5,34.59,,,,,,,,,,,,,48.26,40.98,53.29,,,,,,,,,,,,,8.34,2.78,13.42,,,,,,,,,,,,,10.0,4.33,14.99,,,,4.97,-1.31,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-29,26.66,20.46,34.59,,,,,,,,,,,,,48.34,41.01,53.29,,,,,,,,,,,,,8.33,2.72,13.42,,,,,,,,,,,,,10.0,4.31,14.99,,,,5.0,-1.3,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,26.58,20.41,34.59,,,,,,,,,,,,,48.42,41.04,53.33,,,,,,,,,,,,,8.32,2.66,13.41,,,,,,,,,,,,,10.0,4.25,15.0,,,,5.03,-1.3,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,26.5,20.36,34.59,,,,,,,,,,,,,48.5,41.06,53.35,,,,,,,,,,,,,8.31,2.63,13.41,,,,,,,,,,,,,10.0,4.18,15.01,,,,5.06,-1.29,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-02,26.42,20.31,34.59,,,,,,,,,,,,,48.58,41.09,53.35,,,,,,,,,,,,,8.3,2.6,13.4,,,,,,,,,,,,,10.0,4.14,15.01,,,,5.09,-1.28,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-03,26.33,20.21,34.59,,,,,,,,,,,,,48.67,41.22,53.35,,,,,,,,,,,,,8.29,2.56,13.4,,,,,,,,,,,,,10.0,4.12,15.03,,,,5.13,-1.28,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-04,26.25,20.06,34.59,,,,,,,,,,,,,48.75,41.32,53.38,,,,,,,,,,,,,8.28,2.51,13.4,,,,,,,,,,,,,10.0,4.11,15.05,,,,5.16,-1.27,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05,26.17,19.91,34.59,,,,,,,,,,,,,48.83,41.39,53.41,,,,,,,,,,,,,8.27,2.47,13.4,,,,,,,,,,,,,10.0,4.09,15.06,,,,5.19,-1.27,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-06,26.08,19.76,34.59,,,,,,,,,,,,,48.92,41.42,53.47,,,,,,,,,,,,,8.26,2.43,13.4,,,,,,,,,,,,,10.0,4.08,15.08,,,,5.22,-1.29,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-07,26.0,18.87,35.66,,,,,,,,,,,,,49.0,40.17,53.99,,,,,,,,,,,,,8.25,1.72,14.7,,,,,,,,,,,,,10.0,3.47,16.12,,,,5.25,-1.73,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,25.91,18.9,36.82,,,,,,,,,,,,,49.09,39.32,53.8,,,,,,,,,,,,,8.24,1.74,14.89,,,,,,,,,,,,,10.0,3.5,16.36,,,,5.28,-1.76,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-09,25.83,18.87,36.82,,,,,,,,,,,,,49.17,39.32,53.86,,,,,,,,,,,,,8.23,1.75,14.88,,,,,,,,,,,,,10.0,3.52,16.36,,,,5.31,-1.7,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,25.74,18.84,36.82,,,,,,,,,,,,,49.25,39.31,53.91,,,,,,,,,,,,,8.22,1.79,14.87,,,,,,,,,,,,,10.0,3.57,16.36,,,,5.35,-1.71,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-11,25.66,18.8,36.82,,,,,,,,,,,,,49.33,39.31,53.96,,,,,,,,,,,,,8.21,1.86,14.83,,,,,,,,,,,,,10.0,3.57,16.36,,,,5.38,-1.72,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-12,25.58,18.81,36.82,,,,,,,,,,,,,49.41,39.31,54.0,,,,,,,,,,,,,8.2,1.86,14.76,,,,,,,,,,,,,10.0,3.56,16.35,,,,5.4,-1.74,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-13,25.51,18.82,36.82,,,,,,,,,,,,,49.49,39.29,54.03,,,,,,,,,,,,,8.19,1.84,14.75,,,,,,,,,,,,,10.0,3.56,16.35,,,,5.43,-1.8,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14,25.43,18.84,36.82,,,,,,,,,,,,,49.55,39.29,54.05,,,,,,,,,,,,,8.19,1.83,14.75,,,,,,,,,,,,,10.01,3.63,16.33,,,,5.46,-1.86,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,25.37,18.87,36.82,,,,,,,,,,,,,49.62,39.28,54.08,,,,,,,,,,,,,8.18,1.93,14.75,,,,,,,,,,,,,10.01,3.71,16.32,,,,5.48,-1.93,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,25.3,18.91,36.78,,,,,,,,,,,,,49.67,39.28,54.25,,,,,,,,,,,,,8.18,1.96,14.74,,,,,,,,,,,,,10.02,3.66,16.28,,,,5.5,-1.96,10.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,25.25,18.92,36.58,,,,,,,,,,,,,49.72,39.27,54.33,,,,,,,,,,,,,8.17,1.85,14.71,,,,,,,,,,,,,10.02,3.57,16.16,,,,5.52,-1.98,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,25.19,18.89,36.5,,,,,,,,,,,,,49.76,39.26,54.28,,,,,,,,,,,,,8.17,1.78,14.67,,,,,,,,,,,,,10.03,3.63,16.08,,,,5.54,-1.95,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19,25.15,18.89,36.5,,,,,,,,,,,,,49.8,39.29,54.18,,,,,,,,,,,,,8.17,1.74,14.62,,,,,,,,,,,,,10.03,3.6,16.11,,,,5.55,-1.84,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20,25.11,18.83,36.5,,,,,,,,,,,,,49.82,39.28,54.16,,,,,,,,,,,,,8.18,1.71,14.48,,,,,,,,,,,,,10.04,3.56,16.13,,,,5.56,-1.85,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-21,25.08,18.69,36.5,,,,,,,,,,,,,49.84,39.25,54.25,,,,,,,,,,,,,8.18,1.64,14.31,,,,,,,,,,,,,10.05,3.46,16.15,,,,5.56,-1.86,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,25.06,18.51,36.63,,,,,,,,,,,,,49.85,39.13,54.33,,,,,,,,,,,,,8.19,1.61,14.31,,,,,,,,,,,,,10.06,3.43,16.16,,,,5.56,-1.64,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23,25.04,18.35,36.51,,,,,,,,,,,,,49.84,39.01,54.39,,,,,,,,,,,,,8.2,1.57,14.31,,,,,,,,,,,,,10.08,3.43,16.14,,,,5.56,-1.7,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24,25.04,18.21,36.53,,,,,,,,,,,,,49.83,38.8,54.47,,,,,,,,,,,,,8.21,1.51,14.57,,,,,,,,,,,,,10.09,3.42,16.03,,,,5.56,-1.77,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,25.04,18.23,36.58,,,,,,,,,,,,,49.81,38.53,54.54,,,,,,,,,,,,,8.22,1.47,14.61,,,,,,,,,,,,,10.1,3.4,16.03,,,,5.55,-1.83,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,25.05,18.3,36.82,,,,,,,,,,,,,49.78,38.36,54.63,,,,,,,,,,,,,8.23,1.45,14.29,,,,,,,,,,,,,10.12,3.37,15.74,,,,5.53,-1.88,10.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-27,25.07,18.24,36.65,,,,,,,,,,,,,49.73,38.14,54.71,,,,,,,,,,,,,8.25,1.44,14.32,,,,,,,,,,,,,10.13,3.36,15.94,,,,5.52,-2.0,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-28,25.1,18.16,36.66,,,,,,,,,,,,,49.68,37.74,54.78,,,,,,,,,,,,,8.27,1.43,14.3,,,,,,,,,,,,,10.15,3.36,16.09,,,,5.5,-2.16,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,25.13,18.11,37.0,,,,,,,,,,,,,49.62,37.41,54.8,,,,,,,,,,,,,8.29,1.47,14.29,,,,,,,,,,,,,10.17,3.36,16.07,,,,5.47,-2.54,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-30,25.17,18.22,37.09,,,,,,,,,,,,,49.55,37.12,54.75,,,,,,,,,,,,,8.31,1.48,14.56,,,,,,,,,,,,,10.18,3.38,16.04,,,,5.44,-2.57,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,25.22,18.42,37.35,,,,,,,,,,,,,49.47,36.89,54.59,,,,,,,,,,,,,8.33,1.44,14.89,,,,,,,,,,,,,10.2,3.4,16.33,,,,5.41,-2.57,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,25.28,18.52,38.01,,,,,,,,,,,,,49.39,36.31,54.42,,,,,,,,,,,,,8.35,1.41,15.15,,,,,,,,,,,,,10.22,3.38,16.44,,,,5.38,-2.56,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-02,25.35,18.54,38.23,,,,,,,,,,,,,49.29,35.76,54.23,,,,,,,,,,,,,8.38,1.39,15.37,,,,,,,,,,,,,10.24,3.36,16.64,,,,5.34,-2.53,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-03,25.41,18.54,38.32,,,,,,,,,,,,,49.19,35.54,54.17,,,,,,,,,,,,,8.41,1.38,15.61,,,,,,,,,,,,,10.26,3.34,16.95,,,,5.31,-2.54,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-04,25.49,18.55,38.34,,,,,,,,,,,,,49.09,35.32,54.2,,,,,,,,,,,,,8.43,1.51,15.77,,,,,,,,,,,,,10.28,3.33,16.88,,,,5.27,-2.62,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,25.57,18.57,38.36,,,,,,,,,,,,,48.98,34.89,54.21,,,,,,,,,,,,,8.46,1.66,15.88,,,,,,,,,,,,,10.3,3.39,16.89,,,,5.22,-2.62,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-06,25.65,18.62,38.44,,,,,,,,,,,,,48.86,34.76,54.1,,,,,,,,,,,,,8.49,1.8,15.97,,,,,,,,,,,,,10.32,3.44,16.98,,,,5.18,-2.87,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-07,25.74,18.69,38.73,,,,,,,,,,,,,48.74,34.66,53.96,,,,,,,,,,,,,8.52,1.95,16.0,,,,,,,,,,,,,10.34,3.54,17.03,,,,5.13,-3.07,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,51.0,8.0,10.0,6.0,,,
2013-08-08,25.83,18.82,38.83,,,,,,,,,,,,,48.62,34.61,53.94,,,,,,,,,,,,,8.55,2.01,16.0,,,,,,,,,,,,,10.36,3.66,17.05,,,,5.09,-3.09,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,25.92,18.97,38.87,,,,,,,,,,,,,48.5,34.58,53.9,,,,,,,,,,,,,8.58,2.0,16.05,,,,,,,,,,,,,10.38,3.78,17.15,,,,5.04,-3.1,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-10,26.02,19.06,38.89,,,,,,,,,,,,,48.38,34.57,53.84,,,,,,,,,,,,,8.6,1.99,16.06,,,,,,,,,,,,,10.4,3.86,17.2,,,,4.99,-3.1,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-11,26.11,19.07,38.89,,,,,,,,,,,,,48.25,34.56,53.75,,,,,,,,,,,,,8.63,2.02,16.06,,,,,,,,,,,,,10.42,3.88,17.23,,,,4.94,-3.1,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-12,26.21,19.07,38.89,,,,,,,,,,,,,48.13,34.56,53.67,,,,,,,,,,,,,8.66,2.05,16.07,,,,,,,,,,,,,10.44,3.91,17.24,,,,4.89,-3.1,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-13,26.31,19.08,38.89,,,,,,,,,,,,,48.0,34.56,53.59,,,,,,,,,,,,,8.69,2.1,16.07,,,,,,,,,,,,,10.46,3.93,17.25,,,,4.85,-3.11,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-14,26.4,19.05,39.0,,,,,,,,,,,,,47.88,34.06,53.51,,,,,,,,,,,,,8.72,2.09,16.17,,,,,,,,,,,,,10.48,3.91,17.36,,,,4.8,-3.12,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-15,26.49,19.26,36.76,,,,,,,,,,,,,47.76,36.29,53.47,,,,,,,,,,,,,8.75,2.29,14.7,,,,,,,,,,,,,10.5,3.94,16.55,,,,4.75,-2.38,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,26.59,19.4,36.76,,,,,,,,,,,,,47.64,36.29,53.42,,,,,,,,,,,,,8.78,2.28,14.68,,,,,,,,,,,,,10.52,3.95,16.54,,,,4.71,-2.45,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17,26.68,19.59,36.76,,,,,,,,,,,,,47.52,36.29,53.38,,,,,,,,,,,,,8.8,2.27,14.67,,,,,,,,,,,,,10.54,3.95,16.52,,,,4.66,-2.51,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-18,26.77,19.78,36.76,,,,,,,,,,,,,47.4,36.29,53.38,,,,,,,,,,,,,8.83,2.26,14.66,,,,,,,,,,,,,10.55,3.95,16.5,,,,4.62,-2.58,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,26.85,19.97,36.76,,,,,,,,,,,,,47.29,36.29,53.38,,,,,,,,,,,,,8.86,2.25,14.65,,,,,,,,,,,,,10.57,3.96,16.48,,,,4.57,-2.65,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,26.94,20.0,36.76,,,,,,,,,,,,,47.18,36.29,53.38,,,,,,,,,,,,,8.88,2.24,14.63,,,,,,,,,,,,,10.59,3.96,16.46,,,,4.53,-2.71,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,27.03,20.03,36.76,,,,,,,,,,,,,47.07,36.29,53.38,,,,,,,,,,,,,8.91,2.23,14.62,,,,,,,,,,,,,10.61,3.96,16.44,,,,4.49,-2.78,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,27.11,20.05,36.76,,,,,,,,,,,,,46.96,36.29,53.38,,,,,,,,,,,,,8.93,2.22,14.61,,,,,,,,,,,,,10.62,3.94,16.43,,,,4.45,-2.85,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-23,27.19,20.08,36.76,,,,,,,,,,,,,46.85,36.29,53.38,,,,,,,,,,,,,8.96,2.21,14.6,,,,,,,,,,,,,10.64,3.9,16.41,,,,4.4,-2.91,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-24,27.27,20.1,36.76,,,,,,,,,,,,,46.75,36.29,53.38,,,,,,,,,,,,,8.98,2.19,14.59,,,,,,,,,,,,,10.65,3.86,16.39,,,,4.36,-2.97,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-25,27.35,20.13,36.76,,,,,,,,,,,,,46.65,36.29,53.38,,,,,,,,,,,,,9.0,2.18,14.57,,,,,,,,,,,,,10.67,3.82,16.32,,,,4.33,-3.04,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,27.43,20.15,36.76,,,,,,,,,,,,,46.55,36.29,53.38,,,,,,,,,,,,,9.03,2.18,14.56,,,,,,,,,,,,,10.69,3.78,16.17,,,,4.29,-3.1,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,27.5,20.18,36.76,,,,,,,,,,,,,46.45,36.29,53.38,,,,,,,,,,,,,9.05,2.17,14.55,,,,,,,,,,,,,10.7,3.75,16.03,,,,4.25,-3.11,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,27.57,20.2,36.76,,,,,,,,,,,,,46.35,36.27,53.38,,,,,,,,,,,,,9.07,2.17,14.41,,,,,,,,,,,,,10.71,3.71,15.91,,,,4.21,-3.16,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,27.65,20.22,36.76,,,,,,,,,,,,,46.26,36.23,53.38,,,,,,,,,,,,,9.09,2.16,14.3,,,,,,,,,,,,,10.73,3.68,15.9,,,,4.18,-3.25,8.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,27.72,20.24,36.76,,,,,,,,,,,,,46.17,36.18,53.38,,,,,,,,,,,,,9.12,2.15,14.34,,,,,,,,,,,,,10.74,3.64,15.88,,,,4.14,-3.33,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,27.79,20.27,36.76,,,,,,,,,,,,,46.08,36.14,53.36,,,,,,,,,,,,,9.14,2.14,14.38,,,,,,,,,,,,,10.76,3.65,15.86,,,,4.11,-3.4,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,27.85,20.29,36.76,,,,,,,,,,,,,45.99,36.1,53.26,,,,,,,,,,,,,9.16,2.14,14.42,,,,,,,,,,,,,10.77,3.69,15.86,,,,4.07,-3.46,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,27.92,20.31,36.76,,,,,,,,,,,,,45.9,36.06,53.17,,,,,,,,,,,,,9.18,2.13,14.45,,,,,,,,,,,,,10.78,3.73,15.89,,,,4.04,-3.52,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,27.99,20.33,36.76,,,,,,,,,,,,,45.82,36.0,53.08,,,,,,,,,,,,,9.2,2.14,14.48,,,,,,,,,,,,,10.8,3.77,15.92,,,,4.01,-3.58,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,28.05,20.35,36.76,,,,,,,,,,,,,45.73,35.89,52.99,,,,,,,,,,,,,9.22,2.21,14.46,,,,,,,,,,,,,10.81,3.81,15.94,,,,3.97,-3.63,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,28.11,20.37,36.76,,,,,,,,,,,,,45.65,35.78,52.9,,,,,,,,,,,,,9.23,2.27,14.45,,,,,,,,,,,,,10.82,3.85,15.97,,,,3.94,-3.69,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,28.18,20.38,36.76,,,,,,,,,,,,,45.57,35.68,52.81,,,,,,,,,,,,,9.25,2.27,14.44,,,,,,,,,,,,,10.84,3.89,16.0,,,,3.91,-3.75,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-07,28.24,20.38,36.76,,,,,,,,,,,,,45.49,35.58,52.72,,,,,,,,,,,,,9.27,2.28,14.43,,,,,,,,,,,,,10.85,3.92,16.02,,,,3.88,-3.8,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-08,28.3,20.38,36.76,,,,,,,,,,,,,45.41,35.57,52.72,,,,,,,,,,,,,9.29,2.29,14.42,,,,,,,,,,,,,10.86,3.96,16.05,,,,3.85,-3.86,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,28.36,20.38,36.76,,,,,,,,,,,,,45.34,35.57,52.72,,,,,,,,,,,,,9.31,2.3,14.41,,,,,,,,,,,,,10.87,3.99,16.07,,,,3.82,-3.91,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
