date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,37.0,12.0,3.0,1.0,,,
2010-08-09,42.0,36.59,47.51,,,,,,,,,,,,,37.0,31.59,42.51,,,,,,,,,,,,,12.0,6.59,17.51,,,,,,,,,,,,,3.0,-2.41,8.51,,,,1.0,-4.41,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-10,42.0,36.73,47.78,,,,,,,,,,,,,37.0,31.59,42.44,,,,,,,,,,,,,12.0,6.59,17.44,,,,,,,,,,,,,3.0,-2.41,8.44,,,,1.0,-4.41,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-11,42.0,36.73,47.78,,,,,,,,,,,,,37.0,31.59,42.44,,,,,,,,,,,,,12.0,6.58,17.44,,,,,,,,,,,,,3.0,-2.42,8.44,,,,1.0,-4.42,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-12,42.0,36.73,47.78,,,,,,,,,,,,,37.0,31.58,42.44,,,,,,,,,,,,,12.0,6.58,17.44,,,,,,,,,,,,,3.0,-2.42,8.44,,,,1.0,-4.42,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-13,42.0,36.73,47.78,,,,,,,,,,,,,37.0,31.58,42.44,,,,,,,,,,,,,12.0,6.58,17.44,,,,,,,,,,,,,3.0,-2.42,8.44,,,,1.0,-4.42,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-14,42.0,36.74,47.77,,,,,,,,,,,,,37.0,31.58,42.44,,,,,,,,,,,,,12.0,6.58,17.44,,,,,,,,,,,,,3.0,-2.42,8.44,,,,1.0,-4.42,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-15,42.01,36.75,47.77,,,,,,,,,,,,,37.0,31.58,42.43,,,,,,,,,,,,,12.0,6.58,17.43,,,,,,,,,,,,,3.0,-2.42,8.43,,,,1.0,-4.42,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-16,42.01,36.76,47.77,,,,,,,,,,,,,37.0,31.58,42.43,,,,,,,,,,,,,12.0,6.58,17.43,,,,,,,,,,,,,3.0,-2.42,8.43,,,,1.0,-4.42,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-17,42.01,36.77,47.77,,,,,,,,,,,,,37.01,31.58,42.42,,,,,,,,,,,,,11.99,6.58,17.42,,,,,,,,,,,,,2.99,-2.42,8.42,,,,1.0,-4.42,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-18,42.02,36.8,47.77,,,,,,,,,,,,,37.01,31.58,42.42,,,,,,,,,,,,,11.99,6.57,17.41,,,,,,,,,,,,,2.99,-2.43,8.41,,,,1.0,-4.42,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-19,42.02,36.82,47.77,,,,,,,,,,,,,37.01,31.58,42.41,,,,,,,,,,,,,11.99,6.57,17.4,,,,,,,,,,,,,2.99,-2.43,8.4,,,,1.0,-4.43,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-20,42.03,36.85,47.76,,,,,,,,,,,,,37.02,31.58,42.39,,,,,,,,,,,,,11.98,6.56,17.39,,,,,,,,,,,,,2.98,-2.44,8.39,,,,1.0,-4.43,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-21,42.04,36.88,47.75,,,,,,,,,,,,,37.02,31.58,42.38,,,,,,,,,,,,,11.98,6.56,17.37,,,,,,,,,,,,,2.98,-2.44,8.37,,,,1.0,-4.43,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-22,42.05,36.92,47.74,,,,,,,,,,,,,37.02,31.57,42.36,,,,,,,,,,,,,11.98,6.55,17.35,,,,,,,,,,,,,2.98,-2.45,8.35,,,,1.0,-4.44,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,42.06,36.95,47.73,,,,,,,,,,,,,37.03,31.57,42.35,,,,,,,,,,,,,11.97,6.54,17.32,,,,,,,,,,,,,2.97,-2.46,8.32,,,,1.0,-4.44,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-24,42.07,36.96,47.71,,,,,,,,,,,,,37.04,31.57,42.35,,,,,,,,,,,,,11.96,6.53,17.28,,,,,,,,,,,,,2.96,-2.47,8.28,,,,1.0,-4.45,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-25,42.08,36.97,47.68,,,,,,,,,,,,,37.04,31.56,42.34,,,,,,,,,,,,,11.96,6.52,17.25,,,,,,,,,,,,,2.96,-2.48,8.25,,,,1.0,-4.46,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-26,42.1,36.98,47.66,,,,,,,,,,,,,37.05,31.56,42.33,,,,,,,,,,,,,11.95,6.51,17.22,,,,,,,,,,,,,2.95,-2.48,8.22,,,,1.0,-4.46,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-27,42.11,36.99,47.64,,,,,,,,,,,,,37.06,31.56,42.32,,,,,,,,,,,,,11.94,6.51,17.19,,,,,,,,,,,,,2.94,-2.49,8.19,,,,1.0,-4.47,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-28,42.13,37.01,47.61,,,,,,,,,,,,,37.07,31.55,42.3,,,,,,,,,,,,,11.93,6.49,17.15,,,,,,,,,,,,,2.93,-2.51,8.15,,,,1.0,-4.48,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-29,42.15,37.04,47.58,,,,,,,,,,,,,37.07,31.59,42.29,,,,,,,,,,,,,11.93,6.52,17.12,,,,,,,,,,,,,2.93,-2.48,8.12,,,,1.0,-4.44,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,42.17,37.11,47.56,,,,,,,,,,,,,37.08,31.67,42.28,,,,,,,,,,,,,11.92,6.58,17.08,,,,,,,,,,,,,2.92,-2.42,8.08,,,,1.0,-4.37,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,42.18,37.18,47.53,,,,,,,,,,,,,37.09,31.75,42.26,,,,,,,,,,,,,11.91,6.64,17.03,,,,,,,,,,,,,2.91,-2.36,8.03,,,,1.0,-4.3,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,42.2,37.25,47.5,,,,,,,,,,,,,37.1,31.84,42.25,,,,,,,,,,,,,11.9,6.64,16.98,,,,,,,,,,,,,2.9,-2.36,7.98,,,,1.0,-4.22,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-02,42.23,37.33,47.47,,,,,,,,,,,,,37.11,31.98,42.23,,,,,,,,,,,,,11.89,6.64,16.95,,,,,,,,,,,,,2.89,-2.36,7.95,,,,1.0,-4.11,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-03,42.25,37.42,47.44,,,,,,,,,,,,,37.12,32.11,42.22,,,,,,,,,,,,,11.88,6.68,16.91,,,,,,,,,,,,,2.88,-2.32,7.91,,,,1.0,-3.98,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-04,42.27,37.45,47.43,,,,,,,,,,,,,37.13,32.17,42.2,,,,,,,,,,,,,11.87,6.73,16.86,,,,,,,,,,,,,2.87,-2.27,7.86,,,,1.0,-3.93,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-05,42.29,37.46,47.42,,,,,,,,,,,,,37.15,32.24,42.16,,,,,,,,,,,,,11.85,6.79,16.79,,,,,,,,,,,,,2.85,-2.21,7.79,,,,1.0,-3.87,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-06,42.32,37.48,47.42,,,,,,,,,,,,,37.16,32.31,42.12,,,,,,,,,,,,,11.84,6.83,16.72,,,,,,,,,,,,,2.84,-2.17,7.72,,,,1.0,-3.82,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-07,42.34,37.51,47.41,,,,,,,,,,,,,37.17,32.38,42.09,,,,,,,,,,,,,11.83,6.83,16.65,,,,,,,,,,,,,2.83,-2.17,7.65,,,,1.0,-3.76,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-08,42.36,37.59,47.4,,,,,,,,,,,,,37.18,32.45,42.07,,,,,,,,,,,,,11.82,6.83,16.59,,,,,,,,,,,,,2.82,-2.17,7.59,,,,1.0,-3.7,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-09,42.39,37.68,47.39,,,,,,,,,,,,,37.19,32.53,42.05,,,,,,,,,,,,,11.81,6.83,16.56,,,,,,,,,,,,,2.81,-2.17,7.56,,,,1.0,-3.62,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-10,42.41,37.77,47.4,,,,,,,,,,,,,37.21,32.61,42.03,,,,,,,,,,,,,11.79,6.83,16.53,,,,,,,,,,,,,2.79,-2.17,7.53,,,,1.0,-3.54,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-11,42.44,37.87,47.43,,,,,,,,,,,,,37.22,32.7,42.05,,,,,,,,,,,,,11.78,6.83,16.5,,,,,,,,,,,,,2.78,-2.17,7.5,,,,1.0,-3.51,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-12,42.47,37.93,47.47,,,,,,,,,,,,,37.23,32.7,42.06,,,,,,,,,,,,,11.77,6.83,16.48,,,,,,,,,,,,,2.77,-2.17,7.48,,,,1.0,-3.53,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-13,42.49,37.94,47.5,,,,,,,,,,,,,37.25,32.7,42.08,,,,,,,,,,,,,11.75,6.83,16.48,,,,,,,,,,,,,2.75,-2.17,7.48,,,,1.0,-3.55,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-14,42.52,37.95,47.53,,,,,,,,,,,,,37.26,32.69,42.08,,,,,,,,,,,,,11.74,6.83,16.5,,,,,,,,,,,,,2.74,-2.17,7.5,,,,1.0,-3.57,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-15,42.55,37.96,47.56,,,,,,,,,,,,,37.27,32.69,42.07,,,,,,,,,,,,,11.73,6.83,16.51,,,,,,,,,,,,,2.73,-2.17,7.51,,,,1.0,-3.58,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-16,42.57,37.97,47.59,,,,,,,,,,,,,37.29,32.69,42.07,,,,,,,,,,,,,11.71,6.83,16.51,,,,,,,,,,,,,2.71,-2.17,7.51,,,,1.0,-3.6,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-17,42.6,37.97,47.62,,,,,,,,,,,,,37.3,32.68,42.07,,,,,,,,,,,,,11.7,6.88,16.51,,,,,,,,,,,,,2.7,-2.12,7.51,,,,1.0,-3.62,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-18,42.63,37.96,47.65,,,,,,,,,,,,,37.31,32.68,42.07,,,,,,,,,,,,,11.69,6.94,16.5,,,,,,,,,,,,,2.69,-2.06,7.5,,,,1.0,-3.63,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-19,42.65,38.03,47.66,,,,,,,,,,,,,37.33,32.76,42.07,,,,,,,,,,,,,11.67,6.91,16.49,,,,,,,,,,,,,2.67,-2.09,7.49,,,,1.0,-3.57,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,42.68,38.09,47.66,,,,,,,,,,,,,37.34,32.84,42.07,,,,,,,,,,,,,11.66,6.88,16.48,,,,,,,,,,,,,2.66,-2.12,7.48,,,,1.0,-3.5,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-21,42.71,38.11,47.66,,,,,,,,,,,,,37.35,32.93,42.07,,,,,,,,,,,,,11.65,6.86,16.46,,,,,,,,,,,,,2.65,-2.14,7.46,,,,1.0,-3.42,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-22,42.74,38.14,47.66,,,,,,,,,,,,,37.37,32.95,42.07,,,,,,,,,,,,,11.63,6.83,16.45,,,,,,,,,,,,,2.63,-2.17,7.45,,,,1.0,-3.38,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-23,42.76,38.16,47.66,,,,,,,,,,,,,37.38,32.96,42.07,,,,,,,,,,,,,11.62,6.83,16.46,,,,,,,,,,,,,2.62,-2.17,7.46,,,,1.0,-3.38,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-24,42.79,38.18,47.66,,,,,,,,,,,,,37.4,32.97,42.07,,,,,,,,,,,,,11.6,6.83,16.47,,,,,,,,,,,,,2.6,-2.17,7.47,,,,1.0,-3.37,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-25,42.82,38.21,47.66,,,,,,,,,,,,,37.41,32.99,42.07,,,,,,,,,,,,,11.59,6.83,16.4,,,,,,,,,,,,,2.59,-2.17,7.4,,,,1.0,-3.36,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-26,42.85,38.23,47.66,,,,,,,,,,,,,37.42,33.0,42.07,,,,,,,,,,,,,11.58,6.83,16.28,,,,,,,,,,,,,2.58,-2.17,7.28,,,,1.0,-3.36,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,42.88,38.25,47.59,,,,,,,,,,,,,37.44,33.01,42.05,,,,,,,,,,,,,11.56,6.83,16.25,,,,,,,,,,,,,2.56,-2.17,7.25,,,,1.0,-3.35,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-28,42.9,38.27,47.55,,,,,,,,,,,,,37.45,33.03,41.96,,,,,,,,,,,,,11.55,6.83,16.23,,,,,,,,,,,,,2.55,-2.17,7.23,,,,1.0,-3.35,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-29,42.93,38.3,47.5,,,,,,,,,,,,,37.47,33.04,41.94,,,,,,,,,,,,,11.53,6.83,16.2,,,,,,,,,,,,,2.53,-2.17,7.2,,,,1.0,-3.39,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,42.96,38.28,47.53,,,,,,,,,,,,,37.48,33.02,41.97,,,,,,,,,,,,,11.52,6.83,16.18,,,,,,,,,,,,,2.52,-2.17,7.18,,,,1.0,-3.41,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-01,42.99,38.24,47.56,,,,,,,,,,,,,37.49,32.96,42.0,,,,,,,,,,,,,11.51,6.83,16.17,,,,,,,,,,,,,2.51,-2.17,7.17,,,,1.0,-3.53,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-02,43.01,38.13,47.59,,,,,,,,,,,,,37.51,32.83,42.03,,,,,,,,,,,,,11.49,6.71,16.2,,,,,,,,,,,,,2.49,-2.29,7.2,,,,1.0,-3.68,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-03,43.04,37.99,48.22,,,,,,,,,,,,,37.52,32.62,42.66,,,,,,,,,,,,,11.48,6.59,16.66,,,,,,,,,,,,,2.48,-2.4,7.67,,,,1.0,-4.01,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-04,43.07,36.63,48.21,,,,,,,,,,,,,37.53,32.78,45.36,,,,,,,,,,,,,11.47,5.87,16.61,,,,,,,,,,,,,2.47,-2.34,8.02,,,,1.0,-3.96,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-05,43.1,36.63,48.21,,,,,,,,,,,,,37.55,32.73,45.36,,,,,,,,,,,,,11.45,5.9,16.6,,,,,,,,,,,,,2.45,-2.34,8.02,,,,1.0,-3.96,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-06,43.12,36.64,48.21,,,,,,,,,,,,,37.57,32.69,45.36,,,,,,,,,,,,,11.44,5.84,16.6,,,,,,,,,,,,,2.44,-2.42,8.02,,,,1.0,-3.95,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,43.15,36.64,48.21,,,,,,,,,,,,,37.58,32.64,45.36,,,,,,,,,,,,,11.42,5.81,16.59,,,,,,,,,,,,,2.42,-2.43,8.02,,,,1.0,-3.94,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,43.17,36.64,48.19,,,,,,,,,,,,,37.6,32.68,45.36,,,,,,,,,,,,,11.4,5.8,16.58,,,,,,,,,,,,,2.41,-2.52,8.02,,,,1.0,-3.93,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-09,43.19,36.64,48.21,,,,,,,,,,,,,37.63,32.88,45.36,,,,,,,,,,,,,11.38,5.8,16.56,,,,,,,,,,,,,2.4,-2.42,8.02,,,,1.01,-3.9,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-10,43.21,36.58,48.21,,,,,,,,,,,,,37.65,32.84,45.36,,,,,,,,,,,,,11.36,5.8,16.6,,,,,,,,,,,,,2.38,-2.42,8.01,,,,1.01,-3.9,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,43.23,36.57,48.21,,,,,,,,,,,,,37.68,32.8,45.36,,,,,,,,,,,,,11.34,5.8,16.66,,,,,,,,,,,,,2.37,-2.49,8.0,,,,1.01,-3.85,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12,43.24,36.58,48.21,,,,,,,,,,,,,37.71,32.78,45.36,,,,,,,,,,,,,11.32,5.8,16.71,,,,,,,,,,,,,2.36,-2.57,7.99,,,,1.02,-3.8,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-13,43.25,36.59,48.21,,,,,,,,,,,,,37.75,32.79,45.37,,,,,,,,,,,,,11.29,5.8,16.76,,,,,,,,,,,,,2.35,-2.65,7.99,,,,1.02,-3.84,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-14,43.26,36.6,48.21,,,,,,,,,,,,,37.79,33.0,45.37,,,,,,,,,,,,,11.27,5.8,16.79,,,,,,,,,,,,,2.34,-2.7,7.97,,,,1.03,-3.9,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-15,43.26,36.62,48.21,,,,,,,,,,,,,37.83,32.99,45.37,,,,,,,,,,,,,11.24,5.8,16.6,,,,,,,,,,,,,2.33,-2.65,7.95,,,,1.04,-3.95,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-16,43.26,36.62,48.16,,,,,,,,,,,,,37.88,32.98,45.37,,,,,,,,,,,,,11.21,5.77,16.38,,,,,,,,,,,,,2.32,-2.58,7.95,,,,1.04,-4.0,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-17,43.26,36.62,48.05,,,,,,,,,,,,,37.93,32.99,45.38,,,,,,,,,,,,,11.17,5.69,16.34,,,,,,,,,,,,,2.31,-2.52,7.95,,,,1.05,-4.02,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-18,43.25,36.62,48.0,,,,,,,,,,,,,37.99,33.01,45.38,,,,,,,,,,,,,11.14,5.69,16.34,,,,,,,,,,,,,2.3,-2.45,7.94,,,,1.06,-3.92,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-19,43.24,36.62,47.97,,,,,,,,,,,,,38.05,33.04,45.39,,,,,,,,,,,,,11.1,5.68,16.33,,,,,,,,,,,,,2.29,-2.36,7.93,,,,1.07,-3.8,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-20,43.22,36.63,48.05,,,,,,,,,,,,,38.11,33.08,45.39,,,,,,,,,,,,,11.06,5.65,16.3,,,,,,,,,,,,,2.28,-2.32,7.92,,,,1.09,-3.67,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-21,43.2,36.63,48.08,,,,,,,,,,,,,38.18,33.23,45.4,,,,,,,,,,,,,11.02,5.62,16.12,,,,,,,,,,,,,2.27,-2.33,7.91,,,,1.1,-3.52,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-22,43.18,36.63,48.09,,,,,,,,,,,,,38.25,33.5,45.4,,,,,,,,,,,,,10.98,5.59,15.81,,,,,,,,,,,,,2.26,-2.33,7.92,,,,1.12,-3.35,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-23,43.16,36.63,48.21,,,,,,,,,,,,,38.33,33.37,45.72,,,,,,,,,,,,,10.93,5.58,15.92,,,,,,,,,,,,,2.26,-2.33,7.91,,,,1.13,-3.33,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-24,43.13,36.63,48.21,,,,,,,,,,,,,38.41,33.38,46.11,,,,,,,,,,,,,10.89,5.57,16.18,,,,,,,,,,,,,2.25,-2.33,7.83,,,,1.15,-3.48,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-25,43.09,36.63,48.27,,,,,,,,,,,,,38.49,33.7,46.39,,,,,,,,,,,,,10.84,5.57,16.16,,,,,,,,,,,,,2.25,-2.34,7.54,,,,1.16,-3.63,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-26,43.06,36.54,48.27,,,,,,,,,,,,,38.57,33.69,46.31,,,,,,,,,,,,,10.79,5.55,16.29,,,,,,,,,,,,,2.24,-2.45,7.73,,,,1.18,-3.71,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-27,43.02,36.32,48.25,,,,,,,,,,,,,38.65,33.71,46.23,,,,,,,,,,,,,10.74,5.53,16.24,,,,,,,,,,,,,2.24,-2.31,7.82,,,,1.2,-3.32,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-28,42.98,36.32,48.21,,,,,,,,,,,,,38.74,33.79,46.16,,,,,,,,,,,,,10.69,5.46,16.19,,,,,,,,,,,,,2.24,-2.31,7.8,,,,1.22,-3.5,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-29,42.93,36.16,48.27,,,,,,,,,,,,,38.83,33.92,46.09,,,,,,,,,,,,,10.64,5.31,16.12,,,,,,,,,,,,,2.24,-2.5,7.8,,,,1.24,-3.66,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-30,42.89,35.9,48.28,,,,,,,,,,,,,38.92,34.0,46.2,,,,,,,,,,,,,10.59,5.5,16.16,,,,,,,,,,,,,2.24,-2.65,7.97,,,,1.26,-3.58,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,42.84,35.8,48.3,,,,,,,,,,,,,39.01,34.17,46.52,,,,,,,,,,,,,10.54,5.53,16.17,,,,,,,,,,,,,2.24,-2.58,7.97,,,,1.28,-3.48,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-01,42.78,35.87,48.42,,,,,,,,,,,,,39.1,34.2,46.83,,,,,,,,,,,,,10.49,5.41,16.08,,,,,,,,,,,,,2.24,-2.57,8.21,,,,1.3,-3.38,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,42.73,35.87,48.34,,,,,,,,,,,,,39.19,34.2,47.09,,,,,,,,,,,,,10.44,5.26,16.06,,,,,,,,,,,,,2.24,-2.61,8.19,,,,1.32,-3.48,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-03,42.68,35.8,48.29,,,,,,,,,,,,,39.29,34.2,47.09,,,,,,,,,,,,,10.39,5.09,16.13,,,,,,,,,,,,,2.24,-2.54,8.29,,,,1.34,-3.38,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-04,42.62,35.79,48.3,,,,,,,,,,,,,39.38,34.2,47.09,,,,,,,,,,,,,10.34,4.93,16.2,,,,,,,,,,,,,2.24,-2.46,8.39,,,,1.36,-3.29,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-05,42.56,35.48,48.3,,,,,,,,,,,,,39.47,34.2,47.43,,,,,,,,,,,,,10.29,4.77,16.26,,,,,,,,,,,,,2.24,-2.35,8.39,,,,1.38,-3.22,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
