date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (2019-24),Con (2019-24) (low),Con (2019-24) (high),Grn (2019-24),Grn (2019-24) (low),Grn (2019-24) (high),LDem (2019-24),LDem (2019-24) (low),LDem (2019-24) (high),Lab (2019-24),Lab (2019-24) (low),Lab (2019-24) (high),PC (2019-24),PC (2019-24) (low),PC (2019-24) (high),Reform (2019-24),Reform (2019-24) (low),Reform (2019-24) (high),SNP (2019-24),SNP (2019-24) (low),SNP (2019-24) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2021-10-01,,,,,,,,,,,,,,,,,,,,,,16.16,14.39,17.86,13.53,11.29,16.03,8.11,6.55,9.76,50.94,48.16,53.41,1.69,1.1,2.31,2.96,2.01,3.95,4.71,3.59,6.12,,,,,,,
2021-10-02,,,,,,,,,,,,,,,,,,,,,,16.14,14.41,17.83,13.55,11.31,16.04,8.1,6.54,9.77,50.93,48.16,53.43,1.69,1.1,2.32,2.98,2.03,3.98,4.72,3.61,6.11,,,,,,,
2021-10-03,,,,,,,,,,,,,,,,,,,,,,16.12,14.42,17.81,13.57,11.33,16.05,8.09,6.52,9.76,50.92,48.17,53.46,1.69,1.09,2.32,3.0,2.05,4.04,4.73,3.63,6.1,,,,,,,
2021-10-04,,,,,,,,,,,,,,,,,,,,,,16.1,14.42,17.78,13.59,11.35,16.06,8.08,6.5,9.74,50.92,48.11,53.45,1.7,1.1,2.33,3.02,2.06,4.07,4.74,3.64,6.09,,,,,,,
2021-10-05,,,,,,,,,,,,,,,,,,,,,,16.08,14.45,17.75,13.61,11.37,16.09,8.07,6.5,9.72,50.92,48.12,53.44,1.7,1.1,2.33,3.04,2.07,4.1,4.75,3.67,6.08,,,,,,,
2021-10-06,,,,,,,,,,,,,,,,,,,,,,16.05,14.45,17.71,13.63,11.4,16.1,8.06,6.48,9.71,50.91,48.13,53.44,1.71,1.11,2.35,3.06,2.09,4.13,4.76,3.69,6.07,18.0,47.0,5.0,12.0,6.0,1.0,8.0
2021-10-07,,,,,,,,,,,,,,,,,,,,,,16.03,14.45,17.68,13.65,11.44,16.11,8.04,6.44,9.7,50.91,48.15,53.44,1.72,1.11,2.38,3.09,2.11,4.16,4.77,3.72,6.06,,,,,,,
2021-10-08,,,,,,,,,,,,,,,,,,,,,,16.0,14.44,17.63,13.67,11.47,16.13,8.02,6.45,9.68,50.92,48.17,53.46,1.72,1.12,2.39,3.11,2.15,4.19,4.79,3.73,6.07,,,,,,,
2021-10-09,,,,,,,,,,,,,,,,,,,,,,15.97,14.37,17.6,13.69,11.51,16.14,8.01,6.46,9.67,50.92,48.2,53.51,1.73,1.14,2.41,3.13,2.17,4.22,4.8,3.76,6.06,,,,,,,
2021-10-10,,,,,,,,,,,,,,,,,,,,,,15.94,14.3,17.56,13.7,11.54,16.14,7.99,6.44,9.67,50.92,48.23,53.55,1.74,1.15,2.42,3.16,2.2,4.24,4.81,3.78,6.07,,,,,,,
2021-10-11,,,,,,,,,,,,,,,,,,,,,,15.91,14.32,17.51,13.72,11.55,16.14,7.97,6.43,9.67,50.93,48.21,53.53,1.74,1.15,2.43,3.19,2.21,4.26,4.82,3.8,6.07,,,,,,,
2021-10-12,,,,,,,,,,,,,,,,,,,,,,15.89,14.28,17.44,13.74,11.56,16.15,7.95,6.41,9.66,50.93,48.16,53.52,1.75,1.15,2.44,3.21,2.22,4.3,4.82,3.83,6.07,,,,,,,
2021-10-13,,,,,,,,,,,,,,,,,,,,,,15.86,14.27,17.35,13.76,11.59,16.16,7.94,6.4,9.66,50.93,48.18,53.52,1.76,1.16,2.44,3.24,2.25,4.34,4.83,3.85,6.08,21.0,53.0,7.0,12.0,1.0,3.0,0.0
2021-10-14,,,,,,,,,,,,,,,,,,,,,,15.83,14.28,17.33,13.77,11.62,16.2,7.92,6.39,9.59,50.94,48.19,53.56,1.77,1.17,2.45,3.27,2.27,4.38,4.84,3.87,6.08,,,,,,,
2021-10-15,,,,,,,,,,,,,,,,,,,,,,15.8,14.26,17.3,13.79,11.65,16.2,7.9,6.38,9.57,50.94,48.16,53.61,1.77,1.17,2.46,3.29,2.28,4.39,4.85,3.89,6.08,,,,,,,
2021-10-16,,,,,,,,,,,,,,,,,,,,,,15.78,14.23,17.24,13.8,11.67,16.19,7.88,6.37,9.56,50.95,48.13,53.65,1.78,1.17,2.48,3.32,2.3,4.41,4.86,3.91,6.09,,,,,,,
2021-10-17,,,,,,,,,,,,,,,,,,,,,,15.75,14.2,17.25,13.82,11.7,16.2,7.86,6.35,9.55,50.96,48.11,53.69,1.79,1.17,2.49,3.35,2.33,4.44,4.87,3.93,6.08,,,,,,,
2021-10-18,,,,,,,,,,,,,,,,,,,,,,15.73,14.16,17.25,13.83,11.73,16.19,7.84,6.34,9.55,50.97,48.11,53.72,1.8,1.17,2.5,3.38,2.35,4.47,4.87,3.95,6.05,,,,,,,
2021-10-19,,,,,,,,,,,,,,,,,,,,,,15.71,14.13,17.21,13.84,11.75,16.17,7.82,6.32,9.56,50.97,48.17,53.76,1.8,1.18,2.51,3.4,2.37,4.49,4.88,3.97,6.01,,,,,,,
2021-10-20,,,,,,,,,,,,,,,,,,,,,,15.69,14.1,17.18,13.85,11.79,16.18,7.8,6.27,9.55,50.98,48.18,53.71,1.81,1.18,2.52,3.43,2.4,4.51,4.88,3.98,5.97,,,,,,,
2021-10-21,,,,,,,,,,,,,,,,,,,,,,15.67,14.08,17.17,13.86,11.83,16.18,7.79,6.24,9.57,50.99,48.15,53.68,1.82,1.19,2.54,3.46,2.42,4.53,4.89,3.99,5.93,11.0,51.0,17.0,13.0,7.0,0.0,1.0
2021-10-22,,,,,,,,,,,,,,,,,,,,,,15.65,14.05,17.13,13.87,11.85,16.17,7.77,6.22,9.58,51.0,48.12,53.63,1.82,1.2,2.55,3.49,2.45,4.56,4.89,4.0,5.95,,,,,,,
2021-10-23,,,,,,,,,,,,,,,,,,,,,,15.63,14.02,17.1,13.87,11.85,16.17,7.75,6.19,9.59,51.01,48.09,53.6,1.83,1.2,2.55,3.51,2.47,4.58,4.9,4.03,5.97,,,,,,,
2021-10-24,,,,,,,,,,,,,,,,,,,,,,15.61,13.97,17.09,13.88,11.87,16.15,7.73,6.16,9.6,51.02,48.06,53.63,1.84,1.21,2.55,3.54,2.5,4.61,4.9,4.03,5.96,,,,,,,
2021-10-25,,,,,,,,,,,,,,,,,,,,,,15.6,13.92,17.08,13.88,11.87,16.16,7.72,6.13,9.59,51.03,48.04,53.68,1.84,1.21,2.55,3.57,2.51,4.67,4.9,4.03,5.94,,,,,,,
2021-10-26,,,,,,,,,,,,,,,,,,,,,,15.58,13.88,17.07,13.89,11.86,16.16,7.7,6.1,9.56,51.05,48.02,53.71,1.85,1.2,2.56,3.6,2.52,4.7,4.9,4.02,5.91,,,,,,,
2021-10-27,,,,,,,,,,,,,,,,,,,,,,15.56,13.84,17.06,13.89,11.86,16.16,7.69,6.07,9.54,51.06,48.0,53.76,1.85,1.2,2.57,3.63,2.54,4.72,4.9,4.02,5.88,,,,,,,
2021-10-28,,,,,,,,,,,,,,,,,,,,,,15.55,13.81,17.01,13.89,11.85,16.16,7.67,6.08,9.53,51.08,47.99,53.73,1.86,1.2,2.57,3.65,2.56,4.74,4.9,4.02,5.88,18.0,50.0,5.0,21.0,3.0,2.0,1.0
2021-10-29,,,,,,,,,,,,,,,,,,,,,,15.53,13.79,16.96,13.88,11.85,16.16,7.66,6.11,9.52,51.1,47.98,53.78,1.86,1.2,2.58,3.68,2.58,4.77,4.9,4.02,5.88,,,,,,,
2021-10-30,,,,,,,,,,,,,,,,,,,,,,15.52,13.76,16.94,13.88,11.87,16.12,7.65,6.09,9.5,51.12,47.99,53.82,1.87,1.2,2.57,3.71,2.58,4.79,4.9,4.03,5.88,,,,,,,
2021-10-31,,,,,,,,,,,,,,,,,,,,,,15.51,13.75,16.93,13.87,11.89,16.07,7.63,6.08,9.5,51.14,48.05,53.86,1.87,1.2,2.57,3.74,2.58,4.83,4.9,4.03,5.87,,,,,,,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,15.49,13.74,16.97,13.87,11.94,16.08,7.62,6.07,9.5,51.16,48.09,53.91,1.88,1.21,2.58,3.76,2.59,4.86,4.89,4.02,5.87,,,,,,,
2021-11-02,,,,,,,,,,,,,,,,,,,,,,15.47,13.72,17.01,13.86,12.0,16.08,7.61,6.06,9.5,51.19,48.15,53.95,1.88,1.22,2.57,3.79,2.61,4.88,4.89,4.02,5.86,,,,,,,
2021-11-03,,,,,,,,,,,,,,,,,,,,,,15.46,13.71,17.05,13.84,12.01,16.05,7.6,6.06,9.5,51.22,48.19,53.96,1.88,1.23,2.56,3.82,2.63,4.9,4.89,4.02,5.86,,,,,,,
2021-11-04,,,,,,,,,,,,,,,,,,,,,,15.44,13.69,17.08,13.83,12.06,16.01,7.58,6.04,9.47,51.25,48.25,53.96,1.89,1.24,2.56,3.85,2.64,4.92,4.88,4.02,5.85,11.0,68.0,4.0,7.0,3.0,1.0,7.0
2021-11-05,,,,,,,,,,,,,,,,,,,,,,15.42,13.64,17.11,13.81,12.11,15.97,7.57,6.02,9.45,51.29,48.35,53.97,1.89,1.24,2.56,3.87,2.66,4.94,4.88,4.03,5.82,,,,,,,
2021-11-06,,,,,,,,,,,,,,,,,,,,,,15.4,13.58,17.11,13.79,12.07,15.91,7.56,5.99,9.43,51.33,48.44,54.01,1.9,1.25,2.56,3.9,2.69,4.96,4.87,4.04,5.79,,,,,,,
2021-11-07,,,,,,,,,,,,,,,,,,,,,,15.39,13.52,17.07,13.77,12.04,15.91,7.55,5.97,9.4,51.37,48.52,54.07,1.9,1.26,2.57,3.92,2.71,5.0,4.87,4.03,5.76,,,,,,,
2021-11-08,,,,,,,,,,,,,,,,,,,,,,15.36,13.48,17.04,13.75,12.07,15.94,7.53,5.96,9.37,51.41,48.61,54.15,1.91,1.27,2.58,3.95,2.74,5.03,4.86,4.05,5.75,,,,,,,
2021-11-09,,,,,,,,,,,,,,,,,,,,,,15.34,13.47,17.02,13.73,12.03,15.95,7.52,5.97,9.31,51.45,48.7,54.16,1.91,1.28,2.59,3.98,2.76,5.05,4.85,4.06,5.74,,,,,,,
2021-11-10,,,,,,,,,,,,,,,,,,,,,,15.32,13.46,16.98,13.7,12.03,15.93,7.51,5.99,9.3,51.5,48.78,54.24,1.92,1.28,2.59,4.0,2.79,5.07,4.85,4.07,5.73,,,,,,,
2021-11-11,,,,,,,,,,,,,,,,,,,,,,15.3,13.45,16.94,13.68,12.04,15.87,7.5,6.0,9.28,51.54,48.83,54.27,1.92,1.29,2.59,4.03,2.81,5.08,4.84,4.08,5.72,19.0,52.0,13.0,12.0,2.0,0.0,0.0
2021-11-12,,,,,,,,,,,,,,,,,,,,,,15.27,13.43,16.9,13.65,12.04,15.79,7.49,6.01,9.25,51.59,48.87,54.3,1.93,1.3,2.59,4.05,2.84,5.09,4.84,4.1,5.71,,,,,,,
2021-11-13,,,,,,,,,,,,,,,,,,,,,,15.24,13.4,16.85,13.62,12.05,15.72,7.48,6.02,9.22,51.64,48.92,54.33,1.93,1.31,2.6,4.07,2.86,5.11,4.83,4.12,5.7,,,,,,,
2021-11-14,,,,,,,,,,,,,,,,,,,,,,15.22,13.38,16.8,13.59,12.07,15.64,7.47,6.03,9.21,51.69,48.98,54.4,1.94,1.32,2.62,4.09,2.89,5.13,4.83,4.12,5.69,,,,,,,
2021-11-15,,,,,,,,,,,,,,,,,,,,,,15.19,13.32,16.77,13.56,12.08,15.57,7.46,6.04,9.21,51.75,49.13,54.5,1.94,1.33,2.62,4.12,2.9,5.15,4.83,4.13,5.68,,,,,,,
2021-11-16,,,,,,,,,,,,,,,,,,,,,,15.16,13.25,16.77,13.53,12.05,15.49,7.44,6.05,9.18,51.8,49.3,54.52,1.95,1.33,2.64,4.14,2.93,5.18,4.82,4.13,5.68,,,,,,,
2021-11-17,,,,,,,,,,,,,,,,,,,,,,15.13,13.24,16.77,13.5,12.05,15.4,7.43,6.06,9.16,51.85,49.34,54.62,1.96,1.34,2.65,4.16,2.96,5.19,4.82,4.13,5.69,,,,,,,
2021-11-18,,,,,,,,,,,,,,,,,,,,,,15.1,13.23,16.76,13.46,12.0,15.32,7.42,6.05,9.1,51.91,49.43,54.68,1.96,1.34,2.67,4.17,2.99,5.19,4.82,4.14,5.68,16.0,45.0,8.0,20.0,4.0,0.0,5.0
2021-11-19,,,,,,,,,,,,,,,,,,,,,,15.06,13.18,16.77,13.43,11.94,15.23,7.41,6.03,9.08,51.96,49.58,54.72,1.97,1.34,2.68,4.19,3.03,5.2,4.82,4.14,5.65,,,,,,,
2021-11-20,,,,,,,,,,,,,,,,,,,,,,15.03,13.14,16.76,13.4,11.87,15.21,7.39,5.99,9.03,52.02,49.75,54.78,1.98,1.34,2.71,4.21,3.06,5.2,4.82,4.14,5.64,,,,,,,
2021-11-21,,,,,,,,,,,,,,,,,,,,,,14.99,13.11,16.73,13.36,11.83,15.17,7.38,5.98,9.01,52.07,49.86,54.88,1.98,1.34,2.72,4.23,3.08,5.2,4.82,4.14,5.63,,,,,,,
2021-11-22,,,,,,,,,,,,,,,,,,,,,,14.96,13.07,16.69,13.33,11.74,15.07,7.37,5.96,8.97,52.13,49.92,54.97,1.99,1.34,2.73,4.25,3.11,5.21,4.83,4.13,5.62,,,,,,,
2021-11-23,,,,,,,,,,,,,,,,,,,,,,14.92,13.01,16.64,13.29,11.68,15.03,7.35,5.94,8.92,52.19,49.97,55.06,2.0,1.33,2.73,4.26,3.13,5.24,4.83,4.15,5.62,,,,,,,
2021-11-24,,,,,,,,,,,,,,,,,,,,,,14.88,12.96,16.59,13.26,11.66,14.97,7.34,5.92,8.87,52.24,50.08,55.15,2.0,1.33,2.74,4.28,3.13,5.23,4.84,4.16,5.61,,,,,,,
2021-11-25,,,,,,,,,,,,,,,,,,,,,,14.85,12.91,16.54,13.22,11.65,14.92,7.32,5.91,8.82,52.3,50.27,55.23,2.01,1.34,2.74,4.3,3.14,5.23,4.84,4.18,5.61,18.0,53.0,4.0,14.0,6.0,1.0,3.0
2021-11-26,,,,,,,,,,,,,,,,,,,,,,14.81,12.87,16.49,13.19,11.64,14.89,7.31,5.88,8.78,52.35,50.3,55.32,2.02,1.34,2.75,4.31,3.16,5.23,4.85,4.19,5.61,,,,,,,
2021-11-27,,,,,,,,,,,,,,,,,,,,,,14.77,12.82,16.47,13.15,11.62,14.87,7.29,5.84,8.74,52.41,50.38,55.41,2.02,1.36,2.75,4.33,3.18,5.23,4.86,4.19,5.61,,,,,,,
2021-11-28,,,,,,,,,,,,,,,,,,,,,,14.73,12.77,16.43,13.12,11.59,14.86,7.27,5.8,8.68,52.46,50.42,55.45,2.03,1.36,2.76,4.34,3.24,5.23,4.87,4.19,5.6,,,,,,,
2021-11-29,,,,,,,,,,,,,,,,,,,,,,14.69,12.73,16.39,13.09,11.55,14.85,7.25,5.77,8.67,52.51,50.46,55.49,2.04,1.36,2.76,4.36,3.25,5.23,4.88,4.19,5.61,,,,,,,
2021-11-30,,,,,,,,,,,,,,,,,,,,,,14.66,12.68,16.35,13.05,11.51,14.81,7.23,5.78,8.65,52.56,50.48,55.53,2.04,1.37,2.77,4.37,3.29,5.24,4.89,4.19,5.62,,,,,,,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,14.62,12.64,16.31,13.02,11.48,14.78,7.21,5.78,8.63,52.61,50.52,55.55,2.05,1.37,2.77,4.39,3.33,5.27,4.9,4.2,5.64,,,,,,,
2021-12-02,,,,,,,,,,,,,,,,,,,,,,14.58,12.59,16.27,12.99,11.44,14.72,7.19,5.78,8.56,52.65,50.56,55.57,2.06,1.38,2.77,4.4,3.34,5.3,4.91,4.21,5.65,22.0,43.0,3.0,18.0,5.0,5.0,5.0
2021-12-03,,,,,,,,,,,,,,,,,,,,,,14.55,12.57,16.23,12.96,11.41,14.71,7.17,5.78,8.5,52.7,50.62,55.59,2.06,1.39,2.78,4.42,3.35,5.34,4.92,4.21,5.67,,,,,,,
2021-12-04,,,,,,,,,,,,,,,,,,,,,,14.51,12.57,16.19,12.94,11.37,14.68,7.15,5.74,8.44,52.74,50.73,55.62,2.07,1.4,2.79,4.43,3.36,5.37,4.93,4.23,5.69,,,,,,,
2021-12-05,,,,,,,,,,,,,,,,,,,,,,14.47,12.57,16.15,12.91,11.34,14.65,7.13,5.73,8.38,52.78,50.84,55.69,2.08,1.41,2.8,4.45,3.37,5.38,4.95,4.25,5.7,,,,,,,
2021-12-06,,,,,,,,,,,,,,,,,,,,,,14.44,12.56,16.1,12.89,11.32,14.62,7.11,5.73,8.32,52.82,50.87,55.76,2.09,1.41,2.81,4.47,3.41,5.39,4.96,4.27,5.71,,,,,,,
2021-12-07,,,,,,,,,,,,,,,,,,,,,,14.4,12.54,16.05,12.86,11.3,14.56,7.09,5.74,8.28,52.86,50.91,55.82,2.1,1.42,2.82,4.48,3.42,5.4,4.97,4.29,5.72,,,,,,,
2021-12-08,,,,,,,,,,,,,,,,,,,,,,14.36,12.5,16.02,12.84,11.28,14.48,7.06,5.72,8.25,52.89,50.96,55.88,2.1,1.43,2.82,4.5,3.41,5.41,4.98,4.31,5.73,,,,,,,
2021-12-09,,,,,,,,,,,,,,,,,,,,,,14.33,12.47,15.97,12.82,11.24,14.42,7.04,5.68,8.22,52.93,50.98,55.94,2.11,1.44,2.83,4.51,3.43,5.44,5.0,4.33,5.74,4.0,63.0,7.0,12.0,6.0,2.0,6.0
2021-12-10,,,,,,,,,,,,,,,,,,,,,,14.29,12.44,15.92,12.81,11.21,14.35,7.02,5.67,8.18,52.96,51.0,55.98,2.12,1.45,2.84,4.53,3.43,5.43,5.01,4.35,5.76,16.0,50.0,7.0,10.0,5.0,5.0,5.0
2021-12-11,,,,,,,,,,,,,,,,,,,,,,14.26,12.41,15.87,12.79,11.19,14.3,7.0,5.68,8.14,52.99,51.01,55.99,2.13,1.45,2.84,4.55,3.43,5.45,5.02,4.37,5.76,,,,,,,
2021-12-12,,,,,,,,,,,,,,,,,,,,,,14.22,12.38,15.82,12.77,11.19,14.26,6.97,5.67,8.11,53.02,51.03,56.0,2.14,1.45,2.85,4.56,3.43,5.47,5.03,4.39,5.77,,,,,,,
2021-12-13,,,,,,,,,,,,,,,,,,,,,,14.19,12.36,15.79,12.75,11.17,14.23,6.95,5.65,8.09,53.04,51.05,56.0,2.15,1.45,2.86,4.58,3.43,5.5,5.04,4.4,5.76,,,,,,,
2021-12-14,,,,,,,,,,,,,,,,,,,,,,14.16,12.34,15.76,12.73,11.14,14.19,6.93,5.63,8.07,53.07,51.07,56.0,2.16,1.45,2.87,4.6,3.43,5.55,5.05,4.4,5.76,,,,,,,
2021-12-15,,,,,,,,,,,,,,,,,,,,,,14.13,12.32,15.74,12.71,11.16,14.13,6.91,5.62,8.05,53.09,51.09,55.99,2.17,1.46,2.88,4.61,3.44,5.55,5.06,4.4,5.76,13.0,49.0,9.0,7.0,9.0,2.0,9.0
2021-12-16,,,,,,,,,,,,,,,,,,,,,,14.1,12.3,15.72,12.69,11.18,14.11,6.88,5.62,8.03,53.12,51.11,55.98,2.18,1.48,2.89,4.63,3.44,5.58,5.08,4.41,5.76,,,,,,,
2021-12-17,,,,,,,,,,,,,,,,,,,,,,14.07,12.29,15.7,12.67,11.21,14.09,6.86,5.61,8.0,53.14,51.13,55.97,2.19,1.5,2.9,4.65,3.48,5.64,5.09,4.43,5.76,,,,,,,
2021-12-18,,,,,,,,,,,,,,,,,,,,,,14.05,12.27,15.68,12.65,11.21,14.04,6.84,5.6,7.98,53.16,51.15,55.95,2.2,1.51,2.91,4.66,3.49,5.68,5.09,4.46,5.77,,,,,,,
2021-12-19,,,,,,,,,,,,,,,,,,,,,,14.02,12.22,15.66,12.63,11.22,14.0,6.82,5.57,7.96,53.18,51.18,55.93,2.2,1.52,2.91,4.68,3.49,5.69,5.1,4.47,5.77,,,,,,,
2021-12-20,,,,,,,,,,,,,,,,,,,,,,14.0,12.23,15.64,12.61,11.21,13.96,6.8,5.54,7.94,53.2,51.2,55.91,2.21,1.54,2.92,4.69,3.49,5.7,5.11,4.47,5.79,15.0,47.0,10.0,15.0,3.0,1.0,7.0
2021-12-21,,,,,,,,,,,,,,,,,,,,,,13.98,12.26,15.62,12.59,11.21,13.93,6.78,5.53,7.89,53.22,51.24,55.9,2.22,1.54,2.93,4.71,3.49,5.73,5.12,4.47,5.8,,,,,,,
2021-12-22,,,,,,,,,,,,,,,,,,,,,,13.96,12.28,15.6,12.57,11.19,13.92,6.77,5.48,7.84,53.23,51.29,55.89,2.23,1.56,2.93,4.72,3.5,5.77,5.13,4.47,5.79,,,,,,,
2021-12-23,,,,,,,,,,,,,,,,,,,,,,13.94,12.29,15.58,12.55,11.16,13.9,6.75,5.46,7.83,53.25,51.31,55.85,2.23,1.57,2.94,4.74,3.5,5.78,5.13,4.46,5.81,,,,,,,
2021-12-24,,,,,,,,,,,,,,,,,,,,,,13.92,12.3,15.56,12.53,11.13,13.89,6.73,5.44,7.82,53.27,51.33,55.79,2.24,1.58,2.94,4.75,3.5,5.78,5.14,4.46,5.83,,,,,,,
2021-12-25,,,,,,,,,,,,,,,,,,,,,,13.9,12.32,15.54,12.5,11.11,13.87,6.72,5.43,7.79,53.28,51.35,55.76,2.25,1.59,2.95,4.76,3.5,5.79,5.14,4.47,5.83,,,,,,,
2021-12-26,,,,,,,,,,,,,,,,,,,,,,13.89,12.34,15.51,12.48,11.08,13.84,6.7,5.43,7.74,53.3,51.38,55.73,2.25,1.6,2.95,4.77,3.5,5.84,5.14,4.46,5.84,,,,,,,
2021-12-27,,,,,,,,,,,,,,,,,,,,,,13.88,12.36,15.49,12.46,11.06,13.82,6.69,5.43,7.69,53.32,51.4,55.74,2.26,1.6,2.95,4.78,3.5,5.9,5.15,4.47,5.84,,,,,,,
2021-12-28,,,,,,,,,,,,,,,,,,,,,,13.86,12.39,15.47,12.44,11.04,13.8,6.68,5.43,7.65,53.34,51.44,55.76,2.26,1.61,2.94,4.79,3.52,5.92,5.15,4.47,5.84,,,,,,,
2021-12-29,,,,,,,,,,,,,,,,,,,,,,13.85,12.43,15.43,12.42,11.03,13.77,6.67,5.44,7.64,53.36,51.47,55.75,2.26,1.62,2.94,4.79,3.51,5.92,5.15,4.47,5.85,,,,,,,
2021-12-30,,,,,,,,,,,,,,,,,,,,,,13.84,12.43,15.38,12.4,11.01,13.75,6.66,5.45,7.64,53.38,51.5,55.72,2.26,1.62,2.93,4.8,3.5,5.91,5.15,4.46,5.84,,,,,,,
2021-12-31,,,,,,,,,,,,,,,,,,,,,,13.83,12.41,15.35,12.38,10.96,13.72,6.65,5.47,7.63,53.4,51.54,55.71,2.27,1.62,2.92,4.8,3.51,5.94,5.15,4.46,5.82,,,,,,,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,13.82,12.39,15.34,12.36,10.91,13.69,6.65,5.49,7.63,53.42,51.55,55.69,2.27,1.63,2.91,4.8,3.52,5.96,5.15,4.48,5.84,,,,,,,
2022-01-02,,,,,,,,,,,,,,,,,,,,,,13.81,12.4,15.31,12.34,10.86,13.67,6.64,5.52,7.64,53.44,51.54,55.7,2.27,1.63,2.9,4.8,3.52,5.96,5.15,4.49,5.85,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,,,,,,,13.8,12.41,15.29,12.32,10.86,13.64,6.64,5.54,7.64,53.46,51.54,55.7,2.27,1.62,2.89,4.8,3.51,5.99,5.14,4.49,5.84,,,,,,,
2022-01-04,,,,,,,,,,,,,,,,,,,,,,13.79,12.43,15.27,12.3,10.86,13.61,6.63,5.57,7.57,53.49,51.57,55.76,2.27,1.62,2.88,4.8,3.49,5.96,5.14,4.49,5.84,,,,,,,
2022-01-05,,,,,,,,,,,,,,,,,,,,,,13.78,12.44,15.25,12.29,10.82,13.59,6.63,5.58,7.5,53.51,51.65,55.82,2.27,1.62,2.87,4.79,3.48,5.94,5.14,4.49,5.84,,,,,,,
2022-01-06,,,,,,,,,,,,,,,,,,,,,,13.77,12.45,15.24,12.27,10.81,13.61,6.62,5.59,7.46,53.54,51.73,55.85,2.27,1.61,2.87,4.79,3.48,5.94,5.13,4.49,5.83,,,,,,,
2022-01-07,,,,,,,,,,,,,,,,,,,,,,13.76,12.46,15.2,12.26,10.8,13.6,6.62,5.6,7.45,53.56,51.75,55.86,2.27,1.61,2.88,4.78,3.45,5.98,5.13,4.49,5.82,10.0,52.0,11.0,10.0,6.0,2.0,8.0
2022-01-08,,,,,,,,,,,,,,,,,,,,,,13.75,12.47,15.17,12.25,10.79,13.59,6.61,5.57,7.42,53.59,51.75,55.87,2.27,1.62,2.88,4.77,3.42,5.96,5.12,4.5,5.8,,,,,,,
2022-01-09,,,,,,,,,,,,,,,,,,,,,,13.74,12.49,15.14,12.24,10.76,13.56,6.61,5.57,7.41,53.62,51.75,55.89,2.27,1.62,2.88,4.76,3.4,5.94,5.12,4.51,5.79,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,,,,,,13.73,12.5,15.12,12.23,10.73,13.57,6.6,5.58,7.4,53.66,51.82,55.9,2.27,1.61,2.88,4.75,3.39,5.91,5.11,4.51,5.77,,,,,,,
2022-01-11,,,,,,,,,,,,,,,,,,,,,,13.72,12.51,15.1,12.23,10.71,13.58,6.6,5.59,7.38,53.69,51.9,55.91,2.27,1.62,2.88,4.73,3.38,5.89,5.1,4.5,5.75,,,,,,,
2022-01-12,,,,,,,,,,,,,,,,,,,,,,13.71,12.52,15.09,12.22,10.69,13.59,6.59,5.58,7.37,53.73,51.99,55.92,2.27,1.61,2.87,4.71,3.37,5.87,5.09,4.49,5.73,12.0,63.0,3.0,9.0,4.0,6.0,1.0
2022-01-13,,,,,,,,,,,,,,,,,,,,,,13.7,12.5,15.08,12.22,10.7,13.6,6.58,5.57,7.35,53.76,52.04,55.94,2.27,1.61,2.88,4.7,3.36,5.84,5.08,4.49,5.7,16.0,58.0,6.0,11.0,5.0,3.0,1.0
2022-01-14,,,,,,,,,,,,,,,,,,,,,,13.69,12.49,15.08,12.22,10.64,13.61,6.58,5.56,7.34,53.8,52.09,55.95,2.27,1.63,2.87,4.68,3.36,5.8,5.07,4.48,5.68,17.0,51.0,2.0,13.0,7.0,0.0,6.0
2022-01-15,,,,,,,,,,,,,,,,,,,,,,13.68,12.48,15.05,12.22,10.68,13.62,6.57,5.55,7.32,53.84,52.12,55.96,2.27,1.64,2.85,4.65,3.35,5.77,5.06,4.47,5.69,,,,,,,
2022-01-16,,,,,,,,,,,,,,,,,,,,,,13.67,12.48,15.06,12.22,10.72,13.64,6.56,5.53,7.3,53.88,52.16,55.98,2.27,1.65,2.84,4.63,3.35,5.74,5.05,4.46,5.68,,,,,,,
2022-01-17,,,,,,,,,,,,,,,,,,,,,,13.66,12.5,15.05,12.22,10.76,13.65,6.55,5.54,7.29,53.92,52.22,55.99,2.26,1.65,2.82,4.61,3.34,5.7,5.04,4.45,5.68,,,,,,,
2022-01-18,,,,,,,,,,,,,,,,,,,,,,13.65,12.53,15.05,12.23,10.76,13.7,6.54,5.55,7.28,53.97,52.29,56.01,2.26,1.66,2.8,4.58,3.33,5.67,5.02,4.43,5.67,,,,,,,
2022-01-19,,,,,,,,,,,,,,,,,,,,,,13.64,12.5,15.03,12.23,10.77,13.71,6.52,5.56,7.27,54.01,52.33,56.0,2.26,1.66,2.82,4.55,3.31,5.63,5.01,4.39,5.67,,,,,,,
