date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (2019-24),Con (2019-24) (low),Con (2019-24) (high),Grn (2019-24),Grn (2019-24) (low),Grn (2019-24) (high),LDem (2019-24),LDem (2019-24) (low),LDem (2019-24) (high),Lab (2019-24),Lab (2019-24) (low),Lab (2019-24) (high),PC (2019-24),PC (2019-24) (low),PC (2019-24) (high),Reform (2019-24),Reform (2019-24) (low),Reform (2019-24) (high),SNP (2019-24),SNP (2019-24) (low),SNP (2019-24) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2020-01-26,,,,,,,,,,,,,,,,,,,,,,19.46,17.52,22.2,7.67,7.07,8.0,13.27,10.07,15.0,52.57,50.87,53.67,0.35,0.02,1.0,0.0,0.0,0.0,6.69,4.52,8.87,17.0,53.0,15.0,7.0,7.0,1.0,0.0
2020-01-27,,,,,,,,,,,,,,,,,,,,,,19.49,17.62,22.23,7.67,7.08,8.0,13.26,10.08,15.0,52.56,50.84,53.61,0.35,0.02,1.0,0.0,0.0,0.0,6.69,4.6,8.84,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,,,,19.52,17.73,22.27,7.68,7.09,8.0,13.25,10.04,15.0,52.54,50.82,53.61,0.36,0.0,1.0,0.0,0.0,0.0,6.69,4.42,8.93,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,,,,19.55,17.83,22.31,7.68,7.1,8.0,13.24,10.02,15.0,52.53,50.79,53.58,0.36,0.0,1.0,0.0,0.0,0.0,6.69,4.49,8.96,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,,,,19.58,17.95,22.36,7.68,7.12,8.0,13.23,10.02,15.0,52.51,50.76,53.58,0.36,0.0,1.0,0.0,0.0,0.0,6.69,4.53,8.96,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,19.61,18.0,22.4,7.68,7.13,8.0,13.21,10.03,15.0,52.48,50.73,53.58,0.37,0.0,1.0,0.0,0.0,0.0,6.69,4.55,8.95,,,,,,,
2020-02-01,,,,,,,,,,,,,,,,,,,,,,19.65,18.0,22.45,7.69,7.15,8.0,13.2,10.03,14.99,52.46,50.7,53.57,0.37,0.0,1.0,0.0,0.0,0.0,6.69,4.58,8.95,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,,,,19.69,18.0,22.5,7.69,7.17,8.01,13.18,10.03,14.99,52.43,50.66,53.55,0.37,0.01,1.0,0.0,0.0,0.01,6.69,4.61,8.94,22.0,51.0,10.0,8.0,9.0,0.0,0.0
2020-02-03,,,,,,,,,,,,,,,,,,,,,,19.74,18.0,22.55,7.69,7.19,8.01,13.16,10.03,14.98,52.4,50.62,53.54,0.38,0.01,1.0,0.0,0.0,0.01,6.7,4.63,8.93,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,,,,19.79,18.0,22.7,7.7,7.19,8.01,13.14,10.0,14.98,52.36,50.5,53.53,0.38,0.01,1.0,0.0,0.0,0.02,6.7,4.62,9.0,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,,,,19.84,18.0,22.77,7.7,7.21,8.02,13.11,10.0,14.98,52.32,50.45,53.5,0.39,0.02,1.0,0.01,0.0,0.03,6.71,4.69,9.0,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,,,,19.9,18.01,22.83,7.71,7.22,8.03,13.09,10.0,14.96,52.28,50.39,53.5,0.39,0.03,1.0,0.01,0.0,0.03,6.71,4.75,9.0,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,,,,19.96,18.02,22.91,7.71,7.24,8.03,13.06,10.0,14.95,52.23,50.33,53.5,0.4,0.03,1.0,0.01,0.0,0.04,6.72,4.81,8.99,,,,,,,
2020-02-08,,,,,,,,,,,,,,,,,,,,,,20.02,18.04,22.98,7.72,7.25,8.04,13.02,10.01,14.93,52.18,50.26,53.49,0.41,0.04,1.0,0.01,0.0,0.06,6.73,4.87,8.99,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,20.09,18.07,23.05,7.72,7.26,8.05,12.99,10.01,14.91,52.13,50.2,53.44,0.41,0.05,1.0,0.02,0.0,0.07,6.74,4.9,8.98,,,,,,,
2020-02-10,,,,,,,,,,,,,,,,,,,,,,20.17,18.12,23.12,7.73,7.27,8.05,12.96,10.02,14.89,52.08,50.13,53.32,0.42,0.06,1.0,0.02,0.0,0.08,6.75,4.94,8.96,19.0,54.0,15.0,8.0,4.0,0.0,0.0
2020-02-11,,,,,,,,,,,,,,,,,,,,,,20.25,18.18,23.2,7.73,7.28,8.06,12.92,10.03,14.86,52.02,50.05,53.22,0.42,0.07,1.0,0.02,0.0,0.09,6.76,4.99,8.95,,,,,,,
2020-02-12,,,,,,,,,,,,,,,,,,,,,,20.33,18.25,23.27,7.74,7.29,8.07,12.88,10.04,14.84,51.96,49.95,53.09,0.43,0.08,1.0,0.03,0.0,0.11,6.77,5.04,8.93,,,,,,,
2020-02-13,,,,,,,,,,,,,,,,,,,,,,20.41,18.34,23.34,7.74,7.3,8.07,12.84,10.05,14.81,51.89,49.86,53.03,0.43,0.09,1.0,0.03,0.0,0.12,6.79,5.08,8.91,,,,,,,
2020-02-14,,,,,,,,,,,,,,,,,,,,,,20.5,18.44,23.48,7.74,7.31,8.08,12.8,10.06,14.77,51.83,49.74,53.0,0.44,0.1,1.0,0.04,0.0,0.13,6.8,5.14,8.89,,,,,,,
2020-02-15,,,,,,,,,,,,,,,,,,,,,,20.59,18.54,23.55,7.74,7.32,8.09,12.76,10.07,14.74,51.76,49.61,53.0,0.44,0.1,1.0,0.04,0.0,0.15,6.82,5.2,8.88,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,20.68,18.68,23.61,7.74,7.31,8.1,12.72,10.07,14.69,51.69,49.48,53.0,0.45,0.11,1.0,0.05,0.0,0.16,6.83,5.25,8.87,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,,,,20.77,18.78,23.74,7.74,7.33,8.11,12.67,10.07,14.62,51.63,49.37,52.98,0.45,0.11,1.0,0.05,0.0,0.18,6.85,5.3,8.85,,,,,,,
2020-02-18,,,,,,,,,,,,,,,,,,,,,,20.87,18.86,23.85,7.74,7.31,8.12,12.63,10.07,14.56,51.56,49.32,52.97,0.46,0.12,1.0,0.06,0.0,0.19,6.86,5.34,8.83,,,,,,,
2020-02-19,,,,,,,,,,,,,,,,,,,,,,20.96,18.91,23.98,7.74,7.25,8.13,12.59,10.07,14.49,51.49,49.29,52.97,0.46,0.12,1.0,0.06,0.0,0.21,6.88,5.36,8.82,,,,,,,
2020-02-20,,,,,,,,,,,,,,,,,,,,,,21.06,18.96,24.09,7.75,7.27,8.14,12.54,10.06,14.43,51.42,49.27,52.96,0.46,0.13,1.0,0.07,0.0,0.22,6.89,5.37,8.8,,,,,,,
2020-02-21,,,,,,,,,,,,,,,,,,,,,,21.16,19.05,24.17,7.75,7.28,8.15,12.5,10.04,14.37,51.35,49.27,52.91,0.47,0.14,1.0,0.07,0.0,0.24,6.91,5.41,8.78,,,,,,,
2020-02-22,,,,,,,,,,,,,,,,,,,,,,21.25,19.17,24.25,7.75,7.27,8.16,12.45,10.02,14.3,51.28,49.21,52.84,0.47,0.14,0.99,0.08,0.0,0.25,6.92,5.43,8.76,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,,,,21.35,19.22,24.33,7.75,7.26,8.17,12.41,10.01,14.23,51.21,49.17,52.79,0.47,0.15,0.99,0.09,0.0,0.27,6.94,5.44,8.74,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,,,,21.44,19.27,24.4,7.75,7.26,8.19,12.36,10.0,14.17,51.15,49.09,52.77,0.47,0.15,0.98,0.09,0.0,0.29,6.95,5.46,8.72,,,,,,,
2020-02-25,,,,,,,,,,,,,,,,,,,,,,21.53,19.31,24.46,7.76,7.24,8.2,12.31,9.98,14.09,51.08,49.03,52.77,0.48,0.16,0.98,0.1,0.0,0.31,6.97,5.49,8.69,,,,,,,
2020-02-26,,,,,,,,,,,,,,,,,,,,,,21.62,19.37,24.51,7.76,7.22,8.22,12.27,9.97,14.03,51.02,48.97,52.76,0.48,0.16,0.97,0.11,0.0,0.33,6.98,5.53,8.67,,,,,,,
2020-02-27,,,,,,,,,,,,,,,,,,,,,,21.71,19.42,24.55,7.77,7.2,8.23,12.22,9.95,13.98,50.96,48.89,52.76,0.48,0.16,0.96,0.11,0.0,0.34,7.0,5.57,8.65,,,,,,,
2020-02-28,,,,,,,,,,,,,,,,,,,,,,21.8,19.47,24.59,7.77,7.23,8.24,12.17,9.94,13.96,50.9,48.82,52.72,0.48,0.17,0.95,0.12,0.0,0.36,7.01,5.63,8.62,,,,,,,
2020-02-29,,,,,,,,,,,,,,,,,,,,,,21.89,19.52,24.58,7.78,7.22,8.28,12.12,9.95,13.93,50.84,48.76,52.69,0.48,0.15,0.94,0.13,0.0,0.37,7.02,5.7,8.63,,,,,,,
2020-03-01,,,,,,,,,,,,,,,,,,,,,,21.97,19.59,24.57,7.79,7.18,8.33,12.07,9.95,13.88,50.78,48.7,52.66,0.48,0.15,0.93,0.14,0.0,0.38,7.04,5.74,8.61,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,22.05,19.66,24.65,7.8,7.14,8.38,12.02,9.96,13.84,50.73,48.65,52.6,0.48,0.16,0.92,0.14,0.0,0.39,7.05,5.76,8.61,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,,,22.13,19.73,24.72,7.81,7.12,8.39,11.97,9.96,13.79,50.67,48.62,52.59,0.48,0.17,0.9,0.15,0.0,0.41,7.06,5.76,8.6,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,,,,22.21,19.8,24.79,7.82,7.09,8.41,11.92,9.96,13.72,50.62,48.57,52.57,0.48,0.17,0.89,0.16,0.0,0.42,7.07,5.77,8.59,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,,,,22.29,19.88,24.83,7.83,7.04,8.43,11.87,9.94,13.67,50.58,48.53,52.55,0.48,0.16,0.87,0.17,0.0,0.44,7.08,5.78,8.56,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,,,,22.36,19.96,24.86,7.84,7.0,8.45,11.82,9.91,13.64,50.53,48.49,52.54,0.48,0.16,0.85,0.18,0.0,0.46,7.09,5.79,8.52,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,,,,22.43,19.98,24.86,7.85,6.97,8.51,11.77,9.89,13.63,50.49,48.47,52.6,0.48,0.13,0.84,0.18,0.0,0.47,7.1,5.79,8.47,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,22.5,20.07,24.9,7.86,6.94,8.53,11.71,9.85,13.56,50.46,48.43,52.55,0.48,0.12,0.82,0.19,0.0,0.48,7.11,5.8,8.44,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,22.57,20.15,24.95,7.87,6.92,8.55,11.66,9.8,13.51,50.43,48.44,52.54,0.48,0.12,0.81,0.2,0.0,0.5,7.12,5.81,8.42,,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,,,,22.63,20.23,25.01,7.88,6.88,8.58,11.6,9.78,13.4,50.4,48.48,52.56,0.48,0.12,0.8,0.21,0.0,0.51,7.13,5.82,8.4,,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,,,,22.69,20.05,25.04,7.89,6.87,8.58,11.54,9.73,13.42,50.38,48.54,52.59,0.47,0.11,0.8,0.22,0.0,0.53,7.14,5.83,8.37,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,,,,22.75,20.1,25.1,7.9,6.84,8.67,11.47,9.67,13.3,50.37,48.5,52.62,0.47,0.11,0.79,0.22,0.0,0.54,7.15,5.85,8.35,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,,,,22.8,20.15,25.13,7.91,6.82,8.73,11.41,9.64,13.24,50.37,48.47,52.63,0.47,0.1,0.79,0.23,0.0,0.55,7.16,5.86,8.34,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,,,,22.85,20.21,25.12,7.92,6.79,8.8,11.34,9.61,13.17,50.37,48.44,52.78,0.47,0.1,0.78,0.24,0.0,0.56,7.17,5.88,8.32,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,22.9,20.28,25.15,7.93,6.77,8.83,11.26,9.57,13.08,50.38,48.43,52.87,0.47,0.1,0.78,0.25,0.0,0.57,7.18,5.9,8.31,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,22.94,20.36,25.17,7.94,6.75,8.91,11.19,9.53,12.99,50.39,48.43,52.98,0.46,0.1,0.77,0.26,0.0,0.59,7.19,5.94,8.28,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,,,,22.98,20.44,25.19,7.95,6.73,8.94,11.1,9.48,12.86,50.42,48.44,53.03,0.46,0.09,0.77,0.26,0.0,0.6,7.2,6.0,8.27,,,,,,,
2020-03-18,,,,,,,,,,,,,,,,,,,,,,23.01,20.44,25.18,7.95,6.71,8.94,11.02,9.43,12.71,50.45,48.4,53.14,0.46,0.09,0.78,0.27,0.0,0.6,7.21,6.07,8.25,,,,,,,
2020-03-19,,,,,,,,,,,,,,,,,,,,,,23.04,20.43,25.13,7.96,6.69,8.96,10.93,9.32,12.59,50.49,48.4,53.2,0.46,0.09,0.78,0.28,0.01,0.62,7.22,6.12,8.23,,,,,,,
2020-03-20,,,,,,,,,,,,,,,,,,,,,,23.07,20.48,25.09,7.97,6.67,8.99,10.84,9.16,12.47,50.53,48.46,53.25,0.46,0.09,0.78,0.29,0.01,0.62,7.23,6.17,8.22,,,,,,,
2020-03-21,,,,,,,,,,,,,,,,,,,,,,23.09,20.52,25.05,7.98,6.66,9.02,10.74,9.09,12.31,50.58,48.53,53.41,0.45,0.1,0.78,0.3,0.01,0.63,7.24,6.21,8.2,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,,,,23.11,20.54,25.05,7.99,6.64,9.05,10.64,9.01,12.16,50.64,48.6,53.6,0.45,0.09,0.79,0.31,0.02,0.64,7.25,6.23,8.17,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,,,,23.12,20.58,25.07,8.0,6.63,9.09,10.54,8.98,12.04,50.71,48.66,53.71,0.45,0.08,0.79,0.32,0.02,0.65,7.26,6.26,8.15,,,,,,,
2020-03-24,,,,,,,,,,,,,,,,,,,,,,23.13,20.59,25.08,8.01,6.6,9.13,10.43,8.9,11.95,50.77,48.7,53.82,0.45,0.08,0.79,0.33,0.02,0.67,7.27,6.28,8.14,,,,,,,
2020-03-25,,,,,,,,,,,,,,,,,,,,,,23.13,20.51,25.08,8.01,6.56,9.17,10.33,8.75,11.87,50.85,48.71,53.98,0.45,0.09,0.77,0.34,0.03,0.68,7.28,6.31,8.12,,,,,,,
2020-03-26,,,,,,,,,,,,,,,,,,,,,,23.13,20.51,25.09,8.02,6.53,9.21,10.22,8.65,11.74,50.93,48.7,54.15,0.45,0.09,0.77,0.35,0.03,0.68,7.29,6.32,8.1,,,,,,,
2020-03-27,,,,,,,,,,,,,,,,,,,,,,23.13,20.55,25.11,8.03,6.54,9.27,10.11,8.55,11.65,51.01,48.75,54.23,0.45,0.09,0.76,0.36,0.04,0.69,7.29,6.35,8.09,,,,,,,
2020-03-28,,,,,,,,,,,,,,,,,,,,,,23.12,20.6,25.12,8.03,6.56,9.32,10.01,8.46,11.55,51.1,48.79,54.32,0.44,0.09,0.76,0.37,0.04,0.7,7.3,6.39,8.07,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,,,,23.11,20.65,25.12,8.04,6.57,9.33,9.9,8.24,11.39,51.19,48.8,54.4,0.44,0.09,0.75,0.37,0.05,0.7,7.31,6.41,8.05,,,,,,,
2020-03-30,,,,,,,,,,,,,,,,,,,,,,23.1,20.62,25.11,8.04,6.57,9.34,9.79,8.03,11.34,51.29,48.81,54.58,0.44,0.1,0.76,0.38,0.06,0.71,7.32,6.45,8.03,,,,,,,
2020-03-31,,,,,,,,,,,,,,,,,,,,,,23.08,20.59,25.07,8.04,6.57,9.34,9.68,7.85,11.25,51.38,48.83,54.84,0.44,0.1,0.76,0.39,0.06,0.72,7.32,6.48,8.02,,,,,,,
2020-04-01,,,,,,,,,,,,,,,,,,,,,,23.06,20.56,25.06,8.04,6.59,9.32,9.58,7.71,11.08,51.49,48.87,55.04,0.44,0.1,0.76,0.4,0.07,0.73,7.33,6.49,8.0,,,,,,,
2020-04-02,,,,,,,,,,,,,,,,,,,,,,23.04,20.53,25.05,8.04,6.57,9.29,9.48,7.59,11.03,51.59,48.98,55.24,0.44,0.08,0.75,0.41,0.08,0.73,7.33,6.52,7.99,25.0,49.0,11.0,8.0,7.0,1.0,0.0
2020-04-03,,,,,,,,,,,,,,,,,,,,,,23.01,20.5,25.06,8.04,6.57,9.27,9.38,7.49,10.94,51.7,49.09,55.52,0.44,0.09,0.75,0.42,0.09,0.75,7.34,6.55,7.97,,,,,,,
2020-04-04,,,,,,,,,,,,,,,,,,,,,,22.98,20.47,25.04,8.04,6.58,9.28,9.28,7.39,10.86,51.8,49.2,55.75,0.44,0.1,0.75,0.43,0.09,0.76,7.34,6.56,7.96,,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,,,,22.94,20.43,25.02,8.03,6.58,9.32,9.19,7.26,10.83,51.91,49.26,55.93,0.44,0.1,0.74,0.43,0.1,0.77,7.34,6.61,7.94,,,,,,,
2020-04-06,,,,,,,,,,,,,,,,,,,,,,22.91,20.4,24.99,8.03,6.58,9.31,9.1,7.16,10.75,52.02,49.3,56.23,0.44,0.11,0.74,0.44,0.1,0.79,7.34,6.63,7.93,,,,,,,
2020-04-07,,,,,,,,,,,,,,,,,,,,,,22.87,20.37,24.96,8.02,6.59,9.32,9.02,6.99,10.67,52.13,49.31,56.46,0.45,0.12,0.74,0.45,0.1,0.82,7.34,6.65,7.91,,,,,,,
2020-04-08,,,,,,,,,,,,,,,,,,,,,,22.83,20.33,24.92,8.01,6.59,9.32,8.94,6.88,10.6,52.24,49.31,56.63,0.45,0.13,0.75,0.45,0.1,0.82,7.34,6.64,7.89,,,,,,,
2020-04-09,,,,,,,,,,,,,,,,,,,,,,22.79,20.3,24.88,8.0,6.58,9.33,8.86,6.78,10.55,52.34,49.37,56.77,0.45,0.13,0.76,0.46,0.1,0.83,7.34,6.67,7.88,,,,,,,
2020-04-10,,,,,,,,,,,,,,,,,,,,,,22.74,20.27,24.84,7.99,6.57,9.3,8.79,6.69,10.5,52.45,49.45,56.9,0.45,0.14,0.76,0.47,0.1,0.84,7.34,6.67,7.87,,,,,,,
2020-04-11,,,,,,,,,,,,,,,,,,,,,,22.7,20.24,24.8,7.98,6.55,9.22,8.72,6.62,10.45,52.55,49.5,57.03,0.45,0.14,0.76,0.47,0.1,0.85,7.34,6.66,7.85,,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,,,,22.65,20.21,24.78,7.96,6.52,9.19,8.65,6.56,10.41,52.66,49.6,57.12,0.45,0.14,0.76,0.48,0.1,0.87,7.34,6.64,7.86,,,,,,,
2020-04-13,,,,,,,,,,,,,,,,,,,,,,22.61,20.18,24.73,7.95,6.49,9.17,8.59,6.5,10.37,52.76,49.75,57.19,0.46,0.14,0.76,0.48,0.1,0.88,7.34,6.64,7.84,,,,,,,
2020-04-14,,,,,,,,,,,,,,,,,,,,,,22.56,20.15,24.69,7.94,6.5,9.13,8.54,6.45,10.33,52.86,49.82,57.27,0.46,0.15,0.77,0.49,0.11,0.89,7.33,6.62,7.82,,,,,,,
2020-04-15,,,,,,,,,,,,,,,,,,,,,,22.52,20.12,24.64,7.92,6.5,9.11,8.48,6.38,10.3,52.97,49.9,57.32,0.46,0.15,0.77,0.49,0.11,0.9,7.32,6.6,7.81,,,,,,,
2020-04-16,,,,,,,,,,,,,,,,,,,,,,22.47,20.1,24.61,7.91,6.5,9.11,8.43,6.34,10.27,53.07,49.97,57.38,0.46,0.15,0.77,0.49,0.11,0.9,7.32,6.6,7.81,,,,,,,
2020-04-17,,,,,,,,,,,,,,,,,,,,,,22.43,20.07,24.59,7.89,6.45,9.11,8.38,6.27,10.23,53.17,49.99,57.46,0.46,0.15,0.77,0.5,0.11,0.92,7.31,6.61,7.83,28.0,44.0,8.0,9.0,9.0,1.0,1.0
2020-04-18,,,,,,,,,,,,,,,,,,,,,,22.38,20.05,24.51,7.88,6.4,9.1,8.33,6.2,10.18,53.27,50.03,57.56,0.46,0.15,0.77,0.5,0.11,0.93,7.3,6.61,7.83,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,,,,22.34,20.04,24.48,7.86,6.36,9.08,8.28,6.15,10.13,53.37,50.12,57.65,0.47,0.15,0.78,0.51,0.11,0.93,7.28,6.61,7.81,,,,,,,
2020-04-20,,,,,,,,,,,,,,,,,,,,,,22.29,20.02,24.47,7.85,6.33,9.05,8.24,6.08,10.09,53.47,50.18,57.73,0.47,0.15,0.78,0.51,0.12,0.94,7.27,6.61,7.8,,,,,,,
2020-04-21,,,,,,,,,,,,,,,,,,,,,,22.25,20.0,24.45,7.83,6.31,9.02,8.19,5.99,10.05,53.57,50.25,57.81,0.47,0.16,0.79,0.52,0.12,0.94,7.25,6.61,7.8,,,,,,,
2020-04-22,,,,,,,,,,,,,,,,,,,,,,22.21,19.99,24.41,7.82,6.28,8.99,8.15,5.96,9.93,53.67,50.32,57.89,0.47,0.16,0.79,0.52,0.12,0.95,7.24,6.59,7.78,,,,,,,
2020-04-23,,,,,,,,,,,,,,,,,,,,,,22.17,19.97,24.36,7.8,6.28,8.96,8.11,5.94,9.92,53.77,50.4,57.95,0.47,0.16,0.8,0.52,0.12,0.95,7.22,6.52,7.77,,,,,,,
2020-04-24,,,,,,,,,,,,,,,,,,,,,,22.13,19.96,24.32,7.79,6.27,8.94,8.08,5.89,9.9,53.87,50.48,58.06,0.47,0.16,0.79,0.53,0.13,0.95,7.2,6.48,7.73,26.0,50.0,12.0,5.0,8.0,0.0,0.0
2020-04-25,,,,,,,,,,,,,,,,,,,,,,22.1,19.94,24.27,7.77,6.26,8.92,8.04,5.87,9.89,53.96,50.63,58.2,0.48,0.16,0.79,0.53,0.14,0.96,7.17,6.46,7.7,,,,,,,
2020-04-26,,,,,,,,,,,,,,,,,,,,,,22.06,19.93,24.22,7.76,6.26,8.92,8.0,5.85,9.86,54.06,50.78,58.27,0.48,0.16,0.79,0.54,0.15,0.96,7.15,6.44,7.68,,,,,,,
2020-04-27,,,,,,,,,,,,,,,,,,,,,,22.03,19.91,24.18,7.74,6.26,8.93,7.97,5.84,9.85,54.16,50.86,58.38,0.48,0.16,0.79,0.54,0.15,0.96,7.12,6.42,7.66,,,,,,,
2020-04-28,,,,,,,,,,,,,,,,,,,,,,22.0,19.91,24.14,7.72,6.24,8.94,7.94,5.82,9.85,54.25,50.89,58.47,0.48,0.17,0.79,0.55,0.16,0.96,7.09,6.36,7.64,,,,,,,
2020-04-29,,,,,,,,,,,,,,,,,,,,,,21.97,19.9,24.09,7.71,6.21,8.95,7.91,5.81,9.81,54.35,50.92,58.56,0.48,0.17,0.79,0.55,0.16,0.96,7.06,6.31,7.63,,,,,,,
2020-04-30,,,,,,,,,,,,,,,,,,,,,,21.95,19.89,24.03,7.69,6.17,8.93,7.87,5.79,9.76,54.44,50.95,58.65,0.48,0.18,0.78,0.55,0.16,0.98,7.03,6.28,7.62,,,,,,,
2020-05-01,,,,,,,,,,,,,,,,,,,,,,21.93,19.88,23.97,7.67,6.13,8.91,7.84,5.76,9.72,54.54,50.98,58.74,0.48,0.19,0.79,0.56,0.16,0.98,7.0,6.2,7.61,,,,,,,
2020-05-02,,,,,,,,,,,,,,,,,,,,,,21.91,19.88,23.92,7.66,6.11,8.88,7.81,5.72,9.67,54.63,51.05,58.82,0.48,0.19,0.79,0.56,0.16,0.98,6.96,6.15,7.6,,,,,,,
2020-05-03,,,,,,,,,,,,,,,,,,,,,,21.9,19.87,23.87,7.64,6.1,8.86,7.78,5.69,9.62,54.72,51.12,58.89,0.48,0.2,0.79,0.57,0.16,0.99,6.93,6.08,7.59,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,,,,,,,21.88,19.9,23.86,7.62,6.09,8.84,7.75,5.66,9.58,54.81,51.3,58.96,0.49,0.2,0.79,0.57,0.16,1.0,6.89,6.03,7.56,,,,,,,
2020-05-05,,,,,,,,,,,,,,,,,,,,,,21.87,19.91,23.85,7.61,6.08,8.82,7.72,5.62,9.55,54.91,51.35,59.03,0.49,0.2,0.79,0.57,0.17,1.01,6.86,5.98,7.54,,,,,,,
2020-05-06,,,,,,,,,,,,,,,,,,,,,,21.86,19.96,23.81,7.59,6.06,8.79,7.69,5.59,9.51,55.0,51.46,59.1,0.49,0.2,0.79,0.58,0.17,1.01,6.82,5.92,7.52,19.0,53.0,9.0,12.0,6.0,0.0,1.0
2020-05-07,,,,,,,,,,,,,,,,,,,,,,21.85,19.98,23.82,7.57,6.04,8.77,7.66,5.52,9.48,55.09,51.57,59.12,0.49,0.2,0.79,0.58,0.18,1.02,6.78,5.87,7.51,,,,,,,
2020-05-08,,,,,,,,,,,,,,,,,,,,,,21.84,19.99,23.82,7.55,6.02,8.74,7.63,5.44,9.47,55.17,51.59,59.14,0.49,0.2,0.79,0.59,0.19,1.03,6.74,5.81,7.51,,,,,,,
2020-05-09,,,,,,,,,,,,,,,,,,,,,,21.83,19.98,23.79,7.54,6.0,8.71,7.6,5.39,9.45,55.26,51.6,59.24,0.49,0.21,0.79,0.59,0.2,1.04,6.71,5.76,7.5,,,,,,,
2020-05-10,,,,,,,,,,,,,,,,,,,,,,21.83,20.02,23.77,7.52,5.99,8.7,7.58,5.38,9.35,55.35,51.67,59.33,0.49,0.21,0.78,0.6,0.21,1.03,6.67,5.7,7.49,,,,,,,
2020-05-11,,,,,,,,,,,,,,,,,,,,,,21.82,20.07,23.77,7.51,6.0,8.69,7.55,5.36,9.34,55.43,51.8,59.37,0.49,0.21,0.78,0.6,0.21,1.03,6.63,5.65,7.48,,,,,,,
2020-05-12,,,,,,,,,,,,,,,,,,,,,,21.81,20.06,23.77,7.49,6.01,8.68,7.53,5.35,9.32,55.51,51.92,59.4,0.49,0.21,0.78,0.6,0.21,1.03,6.59,5.59,7.47,,,,,,,
2020-05-13,,,,,,,,,,,,,,,,,,,,,,21.81,20.11,23.77,7.48,6.02,8.67,7.5,5.35,9.31,55.6,52.06,59.44,0.48,0.22,0.78,0.61,0.21,1.04,6.55,5.54,7.47,,,,,,,
2020-05-14,,,,,,,,,,,,,,,,,,,,,,21.8,20.12,23.79,7.46,6.04,8.65,7.48,5.34,9.28,55.68,52.2,59.47,0.48,0.23,0.78,0.61,0.22,1.05,6.51,5.46,7.46,,,,,,,
2020-05-15,,,,,,,,,,,,,,,,,,,,,,21.79,20.09,23.78,7.45,6.05,8.64,7.46,5.3,9.27,55.76,52.24,59.51,0.48,0.23,0.78,0.62,0.23,1.06,6.47,5.39,7.46,,,,,,,
2020-05-16,,,,,,,,,,,,,,,,,,,,,,21.78,20.05,23.73,7.43,6.05,8.63,7.44,5.27,9.27,55.84,52.26,59.54,0.48,0.23,0.78,0.63,0.24,1.07,6.43,5.31,7.45,,,,,,,
2020-05-17,,,,,,,,,,,,,,,,,,,,,,21.77,20.03,23.71,7.42,6.06,8.62,7.42,5.26,9.25,55.92,52.28,59.58,0.48,0.22,0.78,0.63,0.24,1.06,6.39,5.27,7.45,,,,,,,
