date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,27.0,17.0,2.0,2.0,,,
2010-08-09,51.0,45.59,56.51,,,,,,,,,,,,,27.0,21.59,32.51,,,,,,,,,,,,,17.0,11.6,22.51,,,,,,,,,,,,,2.0,-3.41,7.51,,,,2.0,-3.41,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-10,51.0,45.73,56.78,,,,,,,,,,,,,27.0,21.59,32.44,,,,,,,,,,,,,17.0,7.97,22.44,,,,,,,,,,,,,2.0,-3.27,7.78,,,,2.0,-3.41,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-11,51.0,45.73,56.78,,,,,,,,,,,,,27.0,21.59,32.44,,,,,,,,,,,,,17.0,7.97,22.44,,,,,,,,,,,,,2.0,-3.27,7.78,,,,2.0,-3.41,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-12,51.0,45.73,56.78,,,,,,,,,,,,,27.0,21.58,32.44,,,,,,,,,,,,,17.0,7.97,22.44,,,,,,,,,,,,,2.0,-3.27,7.78,,,,2.0,-3.42,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-13,51.0,45.73,56.78,,,,,,,,,,,,,27.0,21.58,32.44,,,,,,,,,,,,,16.99,7.97,22.44,,,,,,,,,,,,,2.0,-3.27,7.78,,,,2.0,-3.42,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-14,51.0,45.74,56.77,,,,,,,,,,,,,27.0,21.58,32.44,,,,,,,,,,,,,16.99,7.97,22.44,,,,,,,,,,,,,2.0,-3.26,7.77,,,,2.0,-3.42,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-15,51.01,45.75,56.77,,,,,,,,,,,,,27.0,21.58,32.43,,,,,,,,,,,,,16.98,7.97,22.43,,,,,,,,,,,,,2.01,-3.25,7.77,,,,2.0,-3.42,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-16,51.01,45.76,56.77,,,,,,,,,,,,,27.0,21.58,32.43,,,,,,,,,,,,,16.97,7.97,22.42,,,,,,,,,,,,,2.01,-3.24,7.77,,,,2.0,-3.42,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-17,51.01,45.77,56.77,,,,,,,,,,,,,27.01,21.58,32.42,,,,,,,,,,,,,16.96,7.97,22.41,,,,,,,,,,,,,2.01,-3.22,7.77,,,,2.01,-3.42,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-18,51.02,45.8,56.77,,,,,,,,,,,,,27.01,21.58,32.42,,,,,,,,,,,,,16.95,7.97,22.4,,,,,,,,,,,,,2.02,-3.2,7.77,,,,2.01,-3.42,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-19,51.02,45.82,56.77,,,,,,,,,,,,,27.01,21.58,32.41,,,,,,,,,,,,,16.93,7.97,22.38,,,,,,,,,,,,,2.02,-3.18,7.77,,,,2.01,-3.42,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-20,51.03,45.85,56.76,,,,,,,,,,,,,27.02,21.58,32.39,,,,,,,,,,,,,16.9,7.97,22.33,,,,,,,,,,,,,2.03,-3.15,7.76,,,,2.02,-3.42,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-21,51.04,45.88,56.75,,,,,,,,,,,,,27.02,21.58,32.38,,,,,,,,,,,,,16.88,7.97,22.28,,,,,,,,,,,,,2.04,-3.12,7.75,,,,2.02,-3.42,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-22,51.05,45.92,56.74,,,,,,,,,,,,,27.02,21.57,32.36,,,,,,,,,,,,,16.85,7.97,22.21,,,,,,,,,,,,,2.05,-3.08,7.74,,,,2.02,-3.43,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,51.06,45.95,56.73,,,,,,,,,,,,,27.03,21.57,32.35,,,,,,,,,,,,,16.82,7.97,22.15,,,,,,,,,,,,,2.06,-3.05,7.72,,,,2.03,-3.43,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-24,51.07,45.96,56.71,,,,,,,,,,,,,27.04,21.57,32.35,,,,,,,,,,,,,16.78,7.97,22.11,,,,,,,,,,,,,2.07,-3.04,7.71,,,,2.04,-3.43,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-25,51.08,45.97,56.68,,,,,,,,,,,,,27.04,21.56,32.34,,,,,,,,,,,,,16.75,7.97,22.06,,,,,,,,,,,,,2.08,-3.03,7.68,,,,2.04,-3.44,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-26,51.1,45.98,56.66,,,,,,,,,,,,,27.05,21.56,32.33,,,,,,,,,,,,,16.7,7.97,22.01,,,,,,,,,,,,,2.1,-3.02,7.66,,,,2.05,-3.44,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-27,51.11,45.99,56.64,,,,,,,,,,,,,27.06,21.56,32.32,,,,,,,,,,,,,16.66,7.97,21.95,,,,,,,,,,,,,2.11,-3.01,7.64,,,,2.06,-3.44,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-28,51.13,46.01,56.61,,,,,,,,,,,,,27.07,21.55,32.3,,,,,,,,,,,,,16.61,7.97,21.89,,,,,,,,,,,,,2.13,-2.99,7.61,,,,2.07,-3.45,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-29,51.15,46.04,56.58,,,,,,,,,,,,,27.07,21.59,32.29,,,,,,,,,,,,,16.56,7.97,21.81,,,,,,,,,,,,,2.15,-2.96,7.58,,,,2.07,-3.41,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,51.17,46.11,56.56,,,,,,,,,,,,,27.08,21.67,32.28,,,,,,,,,,,,,16.5,7.97,21.75,,,,,,,,,,,,,2.17,-2.89,7.56,,,,2.08,-3.33,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,51.18,46.18,56.53,,,,,,,,,,,,,27.09,21.75,32.26,,,,,,,,,,,,,16.45,7.97,21.7,,,,,,,,,,,,,2.18,-2.82,7.53,,,,2.09,-3.25,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,51.2,46.25,56.5,,,,,,,,,,,,,27.1,21.84,32.25,,,,,,,,,,,,,16.39,7.97,21.64,,,,,,,,,,,,,2.2,-2.75,7.5,,,,2.1,-3.16,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-02,51.23,46.33,56.47,,,,,,,,,,,,,27.11,21.98,32.23,,,,,,,,,,,,,16.32,7.97,21.58,,,,,,,,,,,,,2.23,-2.67,7.47,,,,2.11,-3.02,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-03,51.25,46.42,56.44,,,,,,,,,,,,,27.12,22.11,32.22,,,,,,,,,,,,,16.26,7.97,21.5,,,,,,,,,,,,,2.25,-2.58,7.44,,,,2.12,-2.89,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-04,51.27,46.45,56.43,,,,,,,,,,,,,27.13,22.17,32.2,,,,,,,,,,,,,16.19,7.97,21.48,,,,,,,,,,,,,2.27,-2.55,7.43,,,,2.13,-2.82,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-05,51.29,46.46,56.42,,,,,,,,,,,,,27.15,22.24,32.16,,,,,,,,,,,,,16.12,7.97,21.47,,,,,,,,,,,,,2.29,-2.54,7.42,,,,2.15,-2.76,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-06,51.32,46.48,56.42,,,,,,,,,,,,,27.16,22.31,32.12,,,,,,,,,,,,,16.05,7.97,21.44,,,,,,,,,,,,,2.32,-2.52,7.42,,,,2.16,-2.69,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-07,51.34,46.51,56.41,,,,,,,,,,,,,27.17,22.38,32.09,,,,,,,,,,,,,15.98,7.97,21.41,,,,,,,,,,,,,2.34,-2.49,7.41,,,,2.17,-2.62,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-08,51.36,46.59,56.4,,,,,,,,,,,,,27.18,22.45,32.07,,,,,,,,,,,,,15.91,7.97,21.38,,,,,,,,,,,,,2.36,-2.41,7.4,,,,2.18,-2.55,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-09,51.39,46.68,56.39,,,,,,,,,,,,,27.19,22.53,32.05,,,,,,,,,,,,,15.83,7.97,21.34,,,,,,,,,,,,,2.39,-2.32,7.39,,,,2.19,-2.47,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-10,51.41,46.77,56.4,,,,,,,,,,,,,27.21,22.61,32.03,,,,,,,,,,,,,15.76,7.97,21.3,,,,,,,,,,,,,2.41,-2.23,7.4,,,,2.21,-2.39,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-11,51.44,46.87,56.43,,,,,,,,,,,,,27.22,22.7,32.05,,,,,,,,,,,,,15.68,7.97,21.26,,,,,,,,,,,,,2.44,-2.13,7.43,,,,2.22,-2.3,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-12,51.47,46.93,56.47,,,,,,,,,,,,,27.23,22.7,32.06,,,,,,,,,,,,,15.6,7.97,21.22,,,,,,,,,,,,,2.47,-2.07,7.47,,,,2.23,-2.3,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-13,51.49,46.94,56.5,,,,,,,,,,,,,27.25,22.7,32.08,,,,,,,,,,,,,15.52,7.97,21.18,,,,,,,,,,,,,2.49,-2.06,7.5,,,,2.25,-2.3,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-14,51.52,46.95,56.53,,,,,,,,,,,,,27.26,22.69,32.08,,,,,,,,,,,,,15.44,7.97,21.13,,,,,,,,,,,,,2.52,-2.05,7.53,,,,2.26,-2.31,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-15,51.55,46.96,56.56,,,,,,,,,,,,,27.27,22.69,32.07,,,,,,,,,,,,,15.36,7.97,21.09,,,,,,,,,,,,,2.55,-2.04,7.56,,,,2.27,-2.31,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-16,51.57,46.97,56.59,,,,,,,,,,,,,27.29,22.69,32.07,,,,,,,,,,,,,15.28,7.97,21.04,,,,,,,,,,,,,2.57,-2.03,7.59,,,,2.29,-2.31,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-17,51.6,46.97,56.62,,,,,,,,,,,,,27.3,22.68,32.07,,,,,,,,,,,,,15.2,7.97,20.9,,,,,,,,,,,,,2.6,-2.03,7.62,,,,2.3,-2.32,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-18,51.63,46.96,56.65,,,,,,,,,,,,,27.31,22.68,32.07,,,,,,,,,,,,,15.12,7.97,20.75,,,,,,,,,,,,,2.63,-2.04,7.65,,,,2.31,-2.32,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-19,51.65,47.03,56.66,,,,,,,,,,,,,27.33,22.76,32.07,,,,,,,,,,,,,15.04,7.97,20.6,,,,,,,,,,,,,2.65,-1.97,7.66,,,,2.33,-2.24,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,51.68,47.09,56.66,,,,,,,,,,,,,27.34,22.84,32.07,,,,,,,,,,,,,14.95,7.97,20.55,,,,,,,,,,,,,2.68,-1.91,7.66,,,,2.34,-2.16,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-21,51.71,47.11,56.66,,,,,,,,,,,,,27.35,22.93,32.07,,,,,,,,,,,,,14.87,7.97,20.5,,,,,,,,,,,,,2.71,-1.89,7.66,,,,2.35,-2.07,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-22,51.74,47.14,56.66,,,,,,,,,,,,,27.37,22.95,32.07,,,,,,,,,,,,,14.79,7.97,20.45,,,,,,,,,,,,,2.74,-1.86,7.66,,,,2.37,-2.05,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-23,51.76,47.16,56.66,,,,,,,,,,,,,27.38,22.96,32.07,,,,,,,,,,,,,14.71,7.97,20.4,,,,,,,,,,,,,2.76,-1.84,7.66,,,,2.38,-2.04,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-24,51.79,47.18,56.66,,,,,,,,,,,,,27.4,22.97,32.07,,,,,,,,,,,,,14.62,7.97,20.35,,,,,,,,,,,,,2.79,-1.82,7.66,,,,2.4,-2.03,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-25,51.82,47.21,56.66,,,,,,,,,,,,,27.41,22.99,32.07,,,,,,,,,,,,,14.54,7.97,20.29,,,,,,,,,,,,,2.82,-1.79,7.66,,,,2.41,-2.01,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-26,51.85,47.23,56.66,,,,,,,,,,,,,27.42,23.0,32.07,,,,,,,,,,,,,14.46,7.97,20.24,,,,,,,,,,,,,2.85,-1.77,7.66,,,,2.42,-2.0,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,51.88,47.25,56.59,,,,,,,,,,,,,27.44,23.01,32.05,,,,,,,,,,,,,14.37,7.97,20.18,,,,,,,,,,,,,2.88,-1.75,7.59,,,,2.44,-1.99,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-28,51.9,47.27,56.55,,,,,,,,,,,,,27.45,23.03,31.96,,,,,,,,,,,,,14.29,7.97,20.18,,,,,,,,,,,,,2.9,-1.73,7.54,,,,2.45,-1.97,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-29,51.93,47.3,56.5,,,,,,,,,,,,,27.47,23.04,31.94,,,,,,,,,,,,,14.21,7.91,20.18,,,,,,,,,,,,,2.93,-1.7,7.5,,,,2.47,-1.96,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,51.96,47.28,56.53,,,,,,,,,,,,,27.48,23.02,31.97,,,,,,,,,,,,,14.12,7.87,20.18,,,,,,,,,,,,,2.96,-1.71,7.53,,,,2.48,-1.98,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-01,51.99,47.24,56.56,,,,,,,,,,,,,27.49,22.96,32.0,,,,,,,,,,,,,14.04,7.91,20.13,,,,,,,,,,,,,2.99,-1.76,7.56,,,,2.49,-2.04,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-02,52.01,47.13,56.59,,,,,,,,,,,,,27.51,22.83,32.03,,,,,,,,,,,,,13.96,7.96,20.08,,,,,,,,,,,,,3.01,-1.87,7.59,,,,2.51,-2.17,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-03,52.04,46.99,57.22,,,,,,,,,,,,,27.52,22.62,32.66,,,,,,,,,,,,,13.88,7.18,20.92,,,,,,,,,,,,,3.04,-2.01,8.22,,,,2.52,-2.38,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-04,52.07,46.56,57.21,,,,,,,,,,,,,27.53,22.78,34.52,,,,,,,,,,,,,13.79,7.17,20.73,,,,,,,,,,,,,3.07,-2.03,8.79,,,,2.53,-2.22,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-05,52.1,46.59,57.21,,,,,,,,,,,,,27.55,22.73,34.52,,,,,,,,,,,,,13.71,7.17,20.73,,,,,,,,,,,,,3.1,-2.03,8.79,,,,2.55,-2.27,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-06,52.12,46.52,57.21,,,,,,,,,,,,,27.56,22.69,34.52,,,,,,,,,,,,,13.62,7.14,20.71,,,,,,,,,,,,,3.13,-2.02,8.79,,,,2.56,-2.31,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,52.15,46.5,57.21,,,,,,,,,,,,,27.58,22.64,34.51,,,,,,,,,,,,,13.54,7.11,20.69,,,,,,,,,,,,,3.15,-1.98,8.79,,,,2.58,-2.36,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,52.17,46.47,57.2,,,,,,,,,,,,,27.6,22.67,34.51,,,,,,,,,,,,,13.45,7.09,20.64,,,,,,,,,,,,,3.18,-1.96,8.77,,,,2.59,-2.35,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-09,52.2,46.45,57.21,,,,,,,,,,,,,27.62,22.87,34.51,,,,,,,,,,,,,13.36,6.97,20.58,,,,,,,,,,,,,3.22,-1.95,8.75,,,,2.6,-2.17,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-10,52.22,46.44,57.21,,,,,,,,,,,,,27.64,22.83,34.51,,,,,,,,,,,,,13.28,6.98,20.49,,,,,,,,,,,,,3.25,-1.92,8.74,,,,2.61,-2.21,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,52.24,46.42,57.21,,,,,,,,,,,,,27.67,22.78,34.51,,,,,,,,,,,,,13.19,6.99,20.37,,,,,,,,,,,,,3.28,-1.91,8.71,,,,2.62,-2.27,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12,52.26,46.4,57.23,,,,,,,,,,,,,27.7,22.76,34.51,,,,,,,,,,,,,13.09,7.0,20.22,,,,,,,,,,,,,3.31,-1.87,8.67,,,,2.63,-2.33,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-13,52.27,46.42,57.27,,,,,,,,,,,,,27.73,22.74,34.51,,,,,,,,,,,,,13.0,7.01,20.03,,,,,,,,,,,,,3.35,-1.82,8.63,,,,2.64,-2.38,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-14,52.29,46.45,57.27,,,,,,,,,,,,,27.76,22.9,34.51,,,,,,,,,,,,,12.91,6.96,19.8,,,,,,,,,,,,,3.38,-1.75,8.69,,,,2.65,-2.43,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-15,52.3,46.46,57.27,,,,,,,,,,,,,27.8,22.95,34.51,,,,,,,,,,,,,12.81,6.92,19.73,,,,,,,,,,,,,3.42,-1.67,8.79,,,,2.66,-2.45,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-16,52.3,46.49,57.22,,,,,,,,,,,,,27.84,22.93,34.5,,,,,,,,,,,,,12.72,6.91,19.67,,,,,,,,,,,,,3.46,-1.56,8.87,,,,2.66,-2.47,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-17,52.31,46.53,57.23,,,,,,,,,,,,,27.88,22.93,34.5,,,,,,,,,,,,,12.62,6.83,19.48,,,,,,,,,,,,,3.5,-1.53,8.94,,,,2.67,-2.41,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-18,52.31,46.56,57.18,,,,,,,,,,,,,27.93,22.94,34.5,,,,,,,,,,,,,12.52,6.8,19.4,,,,,,,,,,,,,3.54,-1.36,9.01,,,,2.67,-2.36,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-19,52.31,46.6,57.11,,,,,,,,,,,,,27.97,22.96,34.5,,,,,,,,,,,,,12.42,6.81,19.38,,,,,,,,,,,,,3.58,-1.36,9.07,,,,2.68,-2.39,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-20,52.31,46.64,57.08,,,,,,,,,,,,,28.03,22.98,34.5,,,,,,,,,,,,,12.33,6.71,19.36,,,,,,,,,,,,,3.62,-1.35,9.11,,,,2.68,-2.41,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-21,52.31,46.67,57.15,,,,,,,,,,,,,28.08,23.03,34.59,,,,,,,,,,,,,12.23,6.71,19.07,,,,,,,,,,,,,3.66,-1.32,9.15,,,,2.68,-2.42,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-22,52.3,46.65,57.18,,,,,,,,,,,,,28.14,23.29,34.75,,,,,,,,,,,,,12.13,6.74,18.86,,,,,,,,,,,,,3.7,-1.29,9.22,,,,2.68,-2.43,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-23,52.29,46.69,57.21,,,,,,,,,,,,,28.2,23.36,34.75,,,,,,,,,,,,,12.03,6.72,18.14,,,,,,,,,,,,,3.74,-1.26,9.18,,,,2.68,-2.44,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-24,52.27,46.68,57.21,,,,,,,,,,,,,28.26,23.23,34.76,,,,,,,,,,,,,11.94,6.7,18.1,,,,,,,,,,,,,3.79,-1.21,9.19,,,,2.67,-2.38,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-25,52.26,46.68,57.27,,,,,,,,,,,,,28.32,23.44,34.76,,,,,,,,,,,,,11.84,6.66,18.03,,,,,,,,,,,,,3.83,-1.16,9.2,,,,2.67,-2.22,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-26,52.24,46.53,57.27,,,,,,,,,,,,,28.39,23.68,34.75,,,,,,,,,,,,,11.75,6.62,17.95,,,,,,,,,,,,,3.87,-1.06,9.2,,,,2.66,-2.08,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-27,52.22,46.56,57.28,,,,,,,,,,,,,28.46,23.53,34.76,,,,,,,,,,,,,11.65,6.58,17.5,,,,,,,,,,,,,3.92,-0.98,9.21,,,,2.66,-2.33,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-28,52.19,46.43,57.28,,,,,,,,,,,,,28.52,23.65,34.71,,,,,,,,,,,,,11.56,6.54,17.45,,,,,,,,,,,,,3.96,-0.89,9.52,,,,2.65,-2.36,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-29,52.17,46.39,57.32,,,,,,,,,,,,,28.59,23.71,34.66,,,,,,,,,,,,,11.47,6.49,17.44,,,,,,,,,,,,,4.0,-0.79,9.68,,,,2.64,-2.36,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-30,52.14,46.31,57.4,,,,,,,,,,,,,28.66,23.77,34.79,,,,,,,,,,,,,11.39,6.45,17.45,,,,,,,,,,,,,4.04,-0.74,9.74,,,,2.64,-2.31,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,52.11,46.27,57.36,,,,,,,,,,,,,28.73,23.89,35.08,,,,,,,,,,,,,11.31,6.41,17.51,,,,,,,,,,,,,4.08,-0.74,9.78,,,,2.63,-2.27,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-01,52.08,46.27,57.44,,,,,,,,,,,,,28.81,24.01,35.1,,,,,,,,,,,,,11.23,6.36,17.48,,,,,,,,,,,,,4.12,-0.62,9.83,,,,2.62,-2.23,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,52.05,46.28,57.55,,,,,,,,,,,,,28.88,24.13,35.31,,,,,,,,,,,,,11.15,6.28,17.43,,,,,,,,,,,,,4.16,-0.5,9.89,,,,2.6,-2.19,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-03,52.02,46.24,57.61,,,,,,,,,,,,,28.95,24.2,35.58,,,,,,,,,,,,,11.07,6.11,17.44,,,,,,,,,,,,,4.2,-0.38,9.91,,,,2.59,-2.14,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-04,51.98,46.12,57.54,,,,,,,,,,,,,29.02,24.2,35.68,,,,,,,,,,,,,11.0,6.12,17.46,,,,,,,,,,,,,4.24,-0.29,9.97,,,,2.58,-2.26,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-05,51.94,45.96,57.48,,,,,,,,,,,,,29.09,24.2,35.87,,,,,,,,,,,,,10.94,6.15,17.5,,,,,,,,,,,,,4.27,-0.28,10.03,,,,2.57,-2.36,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
