date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),Reform (poll)
2020-01-25,46.39,44.9,47.83,34.87,31.41,39.2,9.4,8.29,10.22,4.45,3.94,5.16,2.07,1.67,2.47,49.0,29.0,10.0,4.0,2.0
2020-01-26,46.38,44.89,47.81,34.85,31.39,39.03,9.39,8.29,10.21,4.45,3.95,5.16,2.08,1.67,2.47,,,,,
2020-01-27,46.38,44.88,47.79,34.82,31.37,38.86,9.38,8.28,10.2,4.45,3.96,5.16,2.09,1.69,2.47,,,,,
2020-01-28,46.37,44.87,47.76,34.79,31.36,38.82,9.37,8.29,10.21,4.45,3.97,5.16,2.09,1.71,2.48,,,,,
2020-01-29,46.37,44.86,47.74,34.77,31.35,38.82,9.36,8.3,10.21,4.46,3.97,5.16,2.1,1.73,2.5,,,,,
2020-01-30,46.36,44.85,47.73,34.74,31.36,38.72,9.35,8.29,10.21,4.46,3.97,5.16,2.11,1.75,2.52,46.5,40.0,10.0,3.0,3.0
2020-01-31,46.35,44.85,47.72,34.72,31.35,38.65,9.35,8.31,10.22,4.46,3.97,5.16,2.12,1.77,2.52,,,,,
2020-02-01,46.34,44.9,47.7,34.7,31.34,38.59,9.36,8.33,10.22,4.46,3.96,5.16,2.12,1.79,2.53,48.0,30.0,9.5,5.0,1.5
2020-02-02,46.32,44.92,47.69,34.69,31.3,38.52,9.36,8.36,10.24,4.46,3.95,5.15,2.13,1.79,2.53,,,,,
2020-02-03,46.31,44.87,47.66,34.68,31.28,38.44,9.37,8.39,10.25,4.46,3.93,5.12,2.13,1.8,2.54,,,,,
2020-02-04,46.29,44.82,47.61,34.67,31.29,38.36,9.38,8.43,10.26,4.45,3.91,5.06,2.14,1.8,2.54,,,,,
2020-02-05,46.27,44.88,47.57,34.66,31.37,38.13,9.39,8.45,10.26,4.45,3.89,5.06,2.14,1.81,2.54,42.0,40.0,,,
2020-02-06,46.25,44.8,47.55,34.66,31.46,38.18,9.41,8.47,10.27,4.45,3.9,5.06,2.14,1.81,2.54,,,,,
2020-02-07,46.24,44.78,47.54,34.65,31.46,38.14,9.42,8.49,10.27,4.44,3.89,5.05,2.14,1.81,2.53,42.0,46.0,,,
2020-02-08,46.22,44.76,47.52,34.65,31.55,38.08,9.44,8.49,10.27,4.44,3.87,5.07,2.14,1.81,2.54,,,,,
2020-02-09,46.21,44.76,47.54,34.65,31.55,38.05,9.45,8.52,10.27,4.44,3.85,5.08,2.14,1.81,2.54,48.0,28.0,10.0,6.0,2.0
2020-02-10,46.2,44.81,47.51,34.64,31.55,38.07,9.46,8.56,10.26,4.43,3.82,5.08,2.14,1.8,2.55,,,,,
2020-02-11,46.19,44.86,47.51,34.64,31.56,38.08,9.48,8.59,10.26,4.43,3.81,5.08,2.14,1.77,2.56,,,,,
2020-02-12,46.18,44.86,47.5,34.63,31.61,38.08,9.49,8.61,10.26,4.42,3.79,5.08,2.14,1.77,2.54,,,,,
2020-02-13,46.17,44.82,47.54,34.63,31.63,37.98,9.5,8.64,10.27,4.41,3.78,5.09,2.14,1.77,2.55,47.0,32.0,7.0,4.0,2.0
2020-02-14,46.17,44.83,47.56,34.62,31.6,38.02,9.51,8.68,10.29,4.41,3.78,5.1,2.14,1.77,2.56,,,,,
2020-02-15,46.17,44.74,47.58,34.61,31.56,38.06,9.52,8.7,10.28,4.4,3.77,5.1,2.14,1.77,2.57,,,,,
2020-02-16,46.17,44.74,47.65,34.59,31.56,38.08,9.53,8.7,10.28,4.4,3.76,5.09,2.14,1.77,2.55,,,,,
2020-02-17,46.17,44.74,47.67,34.57,31.57,38.12,9.53,8.72,10.28,4.39,3.73,5.1,2.14,1.77,2.56,,,,,
2020-02-18,46.17,44.74,47.71,34.55,31.51,38.09,9.53,8.74,10.27,4.39,3.72,5.1,2.14,1.77,2.57,,,,,
2020-02-19,46.18,44.71,47.75,34.53,31.48,37.93,9.54,8.75,10.25,4.38,3.71,5.08,2.14,1.75,2.58,47.0,31.0,9.0,4.0,3.0
2020-02-20,46.19,44.69,47.77,34.49,31.53,37.76,9.53,8.75,10.23,4.37,3.7,5.06,2.14,1.74,2.59,,,,,
2020-02-21,46.21,44.66,47.8,34.45,31.55,37.61,9.53,8.75,10.24,4.36,3.67,5.07,2.14,1.72,2.6,,,,,
2020-02-22,46.24,44.64,47.83,34.41,31.49,37.63,9.52,8.75,10.24,4.35,3.64,5.06,2.13,1.72,2.61,,,,,
2020-02-23,46.27,44.63,47.9,34.35,31.38,37.65,9.51,8.74,10.23,4.34,3.61,5.06,2.13,1.71,2.6,,,,,
2020-02-24,46.31,44.66,48.02,34.28,31.25,37.64,9.49,8.72,10.19,4.32,3.56,5.07,2.13,1.7,2.59,,,,,
2020-02-25,46.37,44.7,48.13,34.19,31.12,37.62,9.47,8.55,10.18,4.3,3.51,5.09,2.12,1.67,2.58,,,,,
2020-02-26,46.44,44.76,48.28,34.09,31.02,37.57,9.44,8.55,10.17,4.28,3.49,5.08,2.11,1.64,2.58,,,,,
2020-02-27,46.53,44.81,48.43,33.97,30.81,37.49,9.4,8.54,10.15,4.26,3.48,5.07,2.1,1.6,2.58,,,,,
2020-02-28,46.64,44.88,48.56,33.83,30.68,37.35,9.36,8.47,10.13,4.24,3.47,5.06,2.09,1.54,2.59,,,,,
2020-02-29,46.76,44.97,48.89,33.67,30.54,37.2,9.31,8.39,10.09,4.21,3.47,5.05,2.08,1.52,2.58,,,,,
2020-03-01,46.9,45.03,49.13,33.5,30.39,37.03,9.26,8.36,10.05,4.19,3.46,5.04,2.06,1.46,2.58,,,,,
2020-03-02,47.06,45.14,49.26,33.31,30.21,36.8,9.21,8.23,10.01,4.16,3.44,5.03,2.04,1.43,2.58,,,,,
2020-03-03,47.23,45.24,49.48,33.12,29.98,36.56,9.15,8.15,9.99,4.13,3.41,4.96,2.02,1.4,2.57,,,,,
2020-03-04,47.4,45.39,49.66,32.93,29.78,36.46,9.09,8.12,9.96,4.11,3.39,4.93,2.0,1.36,2.61,45.0,28.0,11.0,6.0,3.0
2020-03-05,47.58,45.52,49.82,32.75,29.74,36.4,9.02,8.01,9.91,4.09,3.38,4.92,1.98,1.33,2.61,,,,,
2020-03-06,47.77,45.64,49.96,32.58,29.7,36.34,8.96,7.98,9.84,4.07,3.37,4.92,1.96,1.31,2.59,40.0,48.0,,,
2020-03-07,47.94,45.8,50.07,32.43,29.59,36.28,8.9,7.95,9.8,4.05,3.36,4.89,1.93,1.29,2.59,50.0,29.0,11.0,2.0,1.0
2020-03-08,48.11,45.92,50.08,32.3,29.5,36.23,8.84,7.87,9.77,4.03,3.37,4.87,1.91,1.26,2.57,,,,,
2020-03-09,48.26,45.96,50.29,32.19,29.37,36.17,8.79,7.76,9.73,4.02,3.35,4.86,1.88,1.24,2.55,,,,,
2020-03-10,48.41,46.08,50.5,32.11,29.24,36.05,8.73,7.72,9.69,4.01,3.36,4.84,1.85,1.21,2.52,,,,,
2020-03-11,48.53,46.27,50.64,32.05,29.16,35.91,8.68,7.64,9.65,4.0,3.33,4.82,1.82,1.18,2.49,,,,,
2020-03-12,48.65,46.46,50.8,32.01,29.14,35.61,8.63,7.6,9.61,4.0,3.31,4.79,1.79,1.17,2.47,,,,,
2020-03-13,48.74,46.58,50.93,32.0,29.15,35.56,8.57,7.51,9.56,3.99,3.3,4.79,1.76,1.14,2.45,,,,,
2020-03-14,48.82,46.67,51.04,32.0,29.2,35.37,8.52,7.45,9.53,3.98,3.3,4.77,1.73,1.11,2.41,52.0,30.0,9.0,4.0,
2020-03-15,48.89,46.77,51.07,32.02,29.18,35.32,8.47,7.39,9.5,3.97,3.31,4.75,1.7,1.1,2.35,,,,,
2020-03-16,48.94,46.89,51.09,32.05,29.3,35.42,8.42,7.38,9.46,3.96,3.31,4.71,1.66,1.08,2.29,,,,,
2020-03-17,48.99,46.87,51.03,32.09,29.36,35.45,8.38,7.35,9.4,3.95,3.32,4.68,1.63,1.06,2.24,,,,,
2020-03-18,49.02,46.85,51.04,32.12,29.48,35.4,8.33,7.35,9.37,3.94,3.31,4.68,1.6,1.04,2.16,,,,,
2020-03-19,49.06,46.84,50.97,32.16,29.57,35.3,8.28,7.37,9.31,3.93,3.29,4.63,1.57,1.02,2.1,,,,,
