date,Positive (pre-2024 election),Positive (pre-2024 election) (low),Positive (pre-2024 election) (high),Positive (post-2024 election),Positive (post-2024 election) (low),Positive (post-2024 election) (high),Negative (pre-2024 election),Negative (pre-2024 election) (low),Negative (pre-2024 election) (high),Negative (post-2024 election),Negative (post-2024 election) (low),Negative (post-2024 election) (high),Positive (poll),Negative (poll)
2021-08-29,27.02,26.37,27.66,,,,41.6,39.95,42.92,,,,23.0,40.0
2021-08-30,27.03,26.39,27.67,,,,41.59,39.92,42.92,,,,,
2021-08-31,27.05,26.4,27.69,,,,41.59,39.9,42.93,,,,,
2021-09-01,27.06,26.41,27.71,,,,41.59,39.89,42.93,,,,,
2021-09-02,27.07,26.41,27.73,,,,41.58,39.88,42.93,,,,29.0,52.0
2021-09-03,27.09,26.42,27.75,,,,41.58,39.88,42.93,,,,29.0,37.0
2021-09-04,27.1,26.42,27.76,,,,41.58,39.88,42.93,,,,36.0,49.0
2021-09-05,27.12,26.43,27.78,,,,41.57,39.89,42.96,,,,,
2021-09-06,27.14,26.44,27.8,,,,41.57,39.91,42.97,,,,20.0,44.0
2021-09-07,27.15,26.47,27.82,,,,41.57,39.93,43.0,,,,27.0,37.0
2021-09-08,27.17,26.48,27.85,,,,41.56,39.93,43.03,,,,,
2021-09-09,27.18,26.51,27.86,,,,41.56,39.91,43.05,,,,,
2021-09-10,27.2,26.52,27.88,,,,41.55,39.88,43.05,,,,,
2021-09-11,27.22,26.52,27.89,,,,41.55,39.85,43.04,,,,29.0,37.0
2021-09-12,27.23,26.54,27.9,,,,41.54,39.82,43.03,,,,,
2021-09-13,27.25,26.55,27.91,,,,41.54,39.79,43.03,,,,24.0,42.0
2021-09-14,27.27,26.57,27.93,,,,41.53,39.79,43.02,,,,29.0,38.0
2021-09-15,27.29,26.57,27.94,,,,41.53,39.78,43.01,,,,23.0,39.0
2021-09-16,27.31,26.58,27.95,,,,41.52,39.77,42.99,,,,26.0,55.0
2021-09-17,27.32,26.58,27.97,,,,41.51,39.75,42.98,,,,30.0,36.0
2021-09-18,27.34,26.59,27.98,,,,41.5,39.74,42.96,,,,,
2021-09-19,27.36,26.6,28.0,,,,41.5,39.73,42.95,,,,,
2021-09-20,27.38,26.63,28.03,,,,41.49,39.72,42.93,,,,25.0,50.0
2021-09-21,27.4,26.65,28.05,,,,41.48,39.72,42.91,,,,,
2021-09-22,27.42,26.68,28.08,,,,41.47,39.71,42.89,,,,,
2021-09-23,27.44,26.71,28.1,,,,41.46,39.7,42.88,,,,,
2021-09-24,27.46,26.72,28.1,,,,41.44,39.68,42.87,,,,,
2021-09-25,27.48,26.74,28.11,,,,41.43,39.67,42.86,,,,29.0,49.0
2021-09-26,27.5,26.75,28.12,,,,41.42,39.67,42.85,,,,,
2021-09-27,27.52,26.77,28.14,,,,41.41,39.67,42.84,,,,24.0,37.0
2021-09-28,27.54,26.78,28.17,,,,41.39,39.67,42.84,,,,,
2021-09-29,27.56,26.8,28.2,,,,41.38,39.68,42.8,,,,,
2021-09-30,27.58,26.82,28.24,,,,41.36,39.68,42.76,,,,,
2021-10-01,27.6,26.83,28.27,,,,41.34,39.68,42.75,,,,,
2021-10-02,27.62,26.87,28.28,,,,41.32,39.67,42.73,,,,,
2021-10-03,27.65,26.88,28.29,,,,41.31,39.67,42.71,,,,,
2021-10-04,27.67,26.91,28.3,,,,41.29,39.66,42.7,,,,25.0,36.0
2021-10-05,27.69,26.93,28.32,,,,41.26,39.64,42.68,,,,,
2021-10-06,27.72,26.94,28.36,,,,41.24,39.62,42.66,,,,,
2021-10-07,27.74,26.96,28.39,,,,41.22,39.59,42.64,,,,,
2021-10-08,27.76,26.97,28.43,,,,41.2,39.56,42.62,,,,,
2021-10-09,27.79,26.99,28.46,,,,41.18,39.53,42.6,,,,,
2021-10-10,27.81,27.0,28.47,,,,41.15,39.51,42.58,,,,,
2021-10-11,27.84,27.02,28.49,,,,41.13,39.5,42.57,,,,26.0,37.0
2021-10-12,27.86,27.04,28.51,,,,41.1,39.49,42.54,,,,,
2021-10-13,27.89,27.05,28.53,,,,41.07,39.48,42.52,,,,,
2021-10-14,27.92,27.07,28.56,,,,41.05,39.44,42.49,,,,30.0,38.0
2021-10-15,27.94,27.1,28.59,,,,41.02,39.41,42.46,,,,,
2021-10-16,27.97,27.11,28.63,,,,40.99,39.38,42.43,,,,,
2021-10-17,28.0,27.13,28.67,,,,40.96,39.35,42.41,,,,,
2021-10-18,28.02,27.16,28.71,,,,40.93,39.33,42.38,,,,25.0,35.0
2021-10-19,28.05,27.18,28.74,,,,40.9,39.32,42.36,,,,,
2021-10-20,28.08,27.2,28.78,,,,40.87,39.27,42.33,,,,28.0,55.0
2021-10-21,28.11,27.23,28.82,,,,40.84,39.22,42.29,,,,,
2021-10-22,28.14,27.25,28.86,,,,40.81,39.17,42.27,,,,,
2021-10-23,28.16,27.29,28.9,,,,40.77,39.12,42.24,,,,,
2021-10-24,28.19,27.33,28.94,,,,40.74,39.08,42.21,,,,,
2021-10-25,28.22,27.38,28.98,,,,40.7,39.04,42.19,,,,26.0,36.0
2021-10-26,28.25,27.41,29.02,,,,40.67,39.0,42.16,,,,,
2021-10-27,28.28,27.43,29.06,,,,40.63,38.97,42.13,,,,,
2021-10-28,28.31,27.46,29.1,,,,40.6,38.93,42.1,,,,,
2021-10-29,28.34,27.49,29.13,,,,40.56,38.92,42.07,,,,,
2021-10-30,28.37,27.53,29.16,,,,40.52,38.9,42.04,,,,,
2021-10-31,28.4,27.55,29.19,,,,40.48,38.88,42.01,,,,,
2021-11-01,28.43,27.58,29.21,,,,40.44,38.86,41.97,,,,29.0,50.0
2021-11-02,28.47,27.61,29.25,,,,40.4,38.8,41.93,,,,,
2021-11-03,28.5,27.64,29.28,,,,40.36,38.74,41.9,,,,,
2021-11-04,28.53,27.68,29.31,,,,40.32,38.68,41.88,,,,,
2021-11-05,28.56,27.71,29.36,,,,40.28,38.62,41.85,,,,29.0,37.0
2021-11-06,28.59,27.73,29.4,,,,40.23,38.56,41.82,,,,,
2021-11-07,28.62,27.77,29.44,,,,40.19,38.52,41.79,,,,,
2021-11-08,28.66,27.81,29.48,,,,40.14,38.48,41.76,,,,25.0,34.0
2021-11-09,28.69,27.84,29.52,,,,40.1,38.45,41.73,,,,,
2021-11-10,28.72,27.88,29.56,,,,40.05,38.42,41.69,,,,31.0,50.0
2021-11-11,28.75,27.92,29.59,,,,40.0,38.39,41.64,,,,30.0,36.0
2021-11-12,28.78,27.96,29.62,,,,39.96,38.36,41.59,,,,,
2021-11-13,28.82,28.01,29.66,,,,39.91,38.31,41.54,,,,,
2021-11-14,28.85,28.05,29.69,,,,39.86,38.24,41.49,,,,,
2021-11-15,28.88,28.09,29.72,,,,39.81,38.17,41.44,,,,35.0,26.0
2021-11-16,28.91,28.13,29.75,,,,39.76,38.11,41.41,,,,,
2021-11-17,28.95,28.17,29.78,,,,39.71,38.06,41.38,,,,31.0,51.0
2021-11-18,28.98,28.2,29.81,,,,39.66,37.97,41.35,,,,,
2021-11-19,29.01,28.23,29.85,,,,39.61,37.89,41.33,,,,27.0,36.0
2021-11-20,29.04,28.26,29.89,,,,39.55,37.82,41.3,,,,,
2021-11-21,29.07,28.28,29.92,,,,39.5,37.75,41.27,,,,28.0,33.0
2021-11-22,29.11,28.31,29.94,,,,39.45,37.68,41.2,,,,,
2021-11-23,29.14,28.34,29.96,,,,39.4,37.61,41.14,,,,,
2021-11-24,29.17,28.37,29.98,,,,39.34,37.58,41.08,,,,,
2021-11-25,29.2,28.41,30.01,,,,39.29,37.56,41.01,,,,31.0,47.0
2021-11-26,29.23,28.45,30.03,,,,39.24,37.49,40.94,,,,,
2021-11-27,29.26,28.49,30.06,,,,39.18,37.41,40.87,,,,,
2021-11-28,29.3,28.54,30.09,,,,39.13,37.34,40.82,,,,,
2021-11-29,29.33,28.59,30.11,,,,39.07,37.26,40.78,,,,27.0,36.0
2021-11-30,29.36,28.63,30.14,,,,39.02,37.19,40.73,,,,31.0,44.0
2021-12-01,29.39,28.65,30.16,,,,38.97,37.11,40.69,,,,,
2021-12-02,29.42,28.7,30.19,,,,38.91,37.04,40.65,,,,,
2021-12-03,29.45,28.74,30.21,,,,38.86,36.97,40.58,,,,,
2021-12-04,29.48,28.78,30.23,,,,38.81,36.9,40.51,,,,,
2021-12-05,29.51,28.82,30.26,,,,38.75,36.79,40.46,,,,,
2021-12-06,29.54,28.86,30.29,,,,38.7,36.75,40.42,,,,27.0,42.5
2021-12-07,29.57,28.9,30.32,,,,38.65,36.71,40.39,,,,,
2021-12-08,29.6,28.93,30.34,,,,38.6,36.65,40.35,,,,34.0,48.0
2021-12-09,29.62,28.95,30.37,,,,38.55,36.59,40.31,,,,33.0,35.0
2021-12-10,29.65,28.99,30.39,,,,38.5,36.54,40.28,,,,,
2021-12-11,29.68,29.02,30.41,,,,38.45,36.5,40.24,,,,,
2021-12-12,29.71,29.05,30.43,,,,38.4,36.48,40.21,,,,,
2021-12-13,29.74,29.07,30.45,,,,38.35,36.46,40.17,,,,27.0,35.0
2021-12-14,29.76,29.09,30.47,,,,38.31,36.41,40.14,,,,,
2021-12-15,29.79,29.11,30.49,,,,38.26,36.34,40.1,,,,,
2021-12-16,29.82,29.15,30.51,,,,38.22,36.29,40.03,,,,,
2021-12-17,29.84,29.19,30.53,,,,38.17,36.26,39.99,,,,,
2021-12-18,29.87,29.2,30.55,,,,38.13,36.24,39.96,,,,,
2021-12-19,29.89,29.22,30.58,,,,38.08,36.14,39.92,,,,33.0,48.0
2021-12-20,29.92,29.24,30.6,,,,38.04,36.1,39.89,,,,,
2021-12-21,29.94,29.26,30.62,,,,38.0,36.07,39.84,,,,,
2021-12-22,29.96,29.27,30.65,,,,37.96,36.03,39.78,,,,35.0,31.0
2021-12-23,29.99,29.3,30.67,,,,37.92,35.98,39.72,,,,,
2021-12-24,30.01,29.31,30.69,,,,37.88,35.93,39.67,,,,,
2021-12-25,30.03,29.34,30.71,,,,37.84,35.88,39.61,,,,,
2021-12-26,30.05,29.37,30.73,,,,37.8,35.85,39.56,,,,,
2021-12-27,30.07,29.41,30.74,,,,37.76,35.8,39.54,,,,,
2021-12-28,30.09,29.43,30.76,,,,37.72,35.76,39.51,,,,,
2021-12-29,30.11,29.44,30.78,,,,37.69,35.73,39.49,,,,,
2021-12-30,30.13,29.46,30.79,,,,37.65,35.69,39.44,,,,,
2021-12-31,30.15,29.48,30.81,,,,37.62,35.66,39.4,,,,,
2022-01-01,30.16,29.5,30.82,,,,37.58,35.63,39.38,,,,,
2022-01-02,30.18,29.51,30.83,,,,37.55,35.59,39.37,,,,,
2022-01-03,30.2,29.53,30.84,,,,37.51,35.57,39.35,,,,25.0,32.0
2022-01-04,30.21,29.55,30.85,,,,37.48,35.52,39.34,,,,,
2022-01-05,30.23,29.56,30.86,,,,37.44,35.47,39.32,,,,,
2022-01-06,30.24,29.58,30.87,,,,37.41,35.43,39.3,,,,34.0,31.0
2022-01-07,30.25,29.6,30.88,,,,37.38,35.39,39.28,,,,,
2022-01-08,30.26,29.61,30.89,,,,37.34,35.35,39.26,,,,,
2022-01-09,30.27,29.63,30.9,,,,37.31,35.31,39.23,,,,,
2022-01-10,30.29,29.64,30.91,,,,37.28,35.29,39.21,,,,30.0,33.0
2022-01-11,30.3,29.65,30.91,,,,37.24,35.28,39.18,,,,,
2022-01-12,30.31,29.66,30.92,,,,37.21,35.27,39.15,,,,,
2022-01-13,30.31,29.68,30.93,,,,37.18,35.23,39.12,,,,36.0,32.0
2022-01-14,30.32,29.7,30.93,,,,37.15,35.22,39.08,,,,,
2022-01-15,30.33,29.72,30.94,,,,37.11,35.2,39.06,,,,,
2022-01-16,30.34,29.74,30.95,,,,37.08,35.19,39.04,,,,29.0,43.0
2022-01-17,30.35,29.74,30.96,,,,37.05,35.17,39.01,,,,30.0,30.0
2022-01-18,30.35,29.75,30.97,,,,37.02,35.16,38.95,,,,,
2022-01-19,30.36,29.75,30.98,,,,36.98,35.14,38.9,,,,,
2022-01-20,30.36,29.75,30.98,,,,36.95,35.12,38.87,,,,,
2022-01-21,30.37,29.76,30.99,,,,36.92,35.1,38.83,,,,,
2022-01-22,30.37,29.76,30.99,,,,36.88,35.07,38.79,,,,33.0,48.0
2022-01-23,30.38,29.76,30.99,,,,36.85,35.05,38.76,,,,,
2022-01-24,30.38,29.76,30.99,,,,36.82,35.02,38.73,,,,31.0,33.0
2022-01-25,30.38,29.76,30.99,,,,36.78,34.99,38.74,,,,,
2022-01-26,30.38,29.76,30.99,,,,36.75,34.97,38.72,,,,,
2022-01-27,30.39,29.76,30.99,,,,36.71,34.94,38.69,,,,34.0,33.0
2022-01-28,30.39,29.76,30.98,,,,36.68,34.92,38.65,,,,,
2022-01-29,30.39,29.77,30.98,,,,36.65,34.91,38.62,,,,,
2022-01-30,30.39,29.78,30.98,,,,36.61,34.87,38.59,,,,,
2022-01-31,30.39,29.77,30.98,,,,36.58,34.84,38.57,,,,30.0,31.0
2022-02-01,30.38,29.77,30.97,,,,36.55,34.82,38.56,,,,,
2022-02-02,30.38,29.77,30.96,,,,36.51,34.79,38.54,,,,,
2022-02-03,30.38,29.76,30.96,,,,36.48,34.77,38.52,,,,,
2022-02-04,30.38,29.76,30.95,,,,36.45,34.74,38.49,,,,,
2022-02-05,30.37,29.76,30.94,,,,36.41,34.71,38.45,,,,,
2022-02-06,30.37,29.76,30.93,,,,36.38,34.68,38.41,,,,,
2022-02-07,30.36,29.76,30.93,,,,36.35,34.64,38.36,,,,28.0,54.0
2022-02-08,30.36,29.76,30.92,,,,36.32,34.6,38.3,,,,,
2022-02-09,30.35,29.75,30.91,,,,36.29,34.57,38.27,,,,,
2022-02-10,30.35,29.75,30.9,,,,36.25,34.53,38.22,,,,32.0,32.0
2022-02-11,30.34,29.75,30.89,,,,36.22,34.5,38.17,,,,,
2022-02-12,30.33,29.75,30.88,,,,36.19,34.46,38.14,,,,30.0,37.0
2022-02-13,30.32,29.74,30.87,,,,36.16,34.43,38.12,,,,,
2022-02-14,30.31,29.74,30.86,,,,36.13,34.39,38.1,,,,29.0,34.0
2022-02-15,30.31,29.72,30.84,,,,36.1,34.36,38.08,,,,,
2022-02-16,30.3,29.69,30.83,,,,36.07,34.33,38.06,,,,,
2022-02-17,30.29,29.69,30.81,,,,36.05,34.3,38.04,,,,,
2022-02-18,30.28,29.69,30.8,,,,36.02,34.26,38.01,,,,,
2022-02-19,30.27,29.68,30.79,,,,35.99,34.23,37.99,,,,,
2022-02-20,30.25,29.67,30.77,,,,35.96,34.2,37.97,,,,,
2022-02-21,30.24,29.66,30.76,,,,35.93,34.17,37.95,,,,30.0,31.0
2022-02-22,30.23,29.65,30.75,,,,35.91,34.14,37.92,,,,,
2022-02-23,30.22,29.64,30.73,,,,35.88,34.11,37.87,,,,,
2022-02-24,30.21,29.62,30.71,,,,35.85,34.08,37.82,,,,32.0,27.5
2022-02-25,30.2,29.61,30.71,,,,35.83,34.06,37.8,,,,,
2022-02-26,30.18,29.59,30.71,,,,35.8,34.02,37.79,,,,,
2022-02-27,30.17,29.58,30.69,,,,35.78,33.99,37.79,,,,,
2022-02-28,30.16,29.57,30.68,,,,35.75,33.96,37.79,,,,30.0,30.0
2022-03-01,30.14,29.56,30.66,,,,35.73,33.94,37.79,,,,,
2022-03-02,30.13,29.55,30.66,,,,35.7,33.91,37.78,,,,,
2022-03-03,30.12,29.54,30.65,,,,35.68,33.89,37.77,,,,,
2022-03-04,30.1,29.53,30.64,,,,35.66,33.87,37.75,,,,,
2022-03-05,30.09,29.52,30.61,,,,35.64,33.84,37.72,,,,27.0,39.0
2022-03-06,30.07,29.51,30.59,,,,35.62,33.82,37.68,,,,,
2022-03-07,30.06,29.51,30.56,,,,35.6,33.8,37.65,,,,,
2022-03-08,30.04,29.5,30.55,,,,35.58,33.78,37.62,,,,,
2022-03-09,30.03,29.49,30.53,,,,35.56,33.76,37.6,,,,29.0,32.0
2022-03-10,30.01,29.48,30.51,,,,35.54,33.74,37.59,,,,,
2022-03-11,30.0,29.48,30.5,,,,35.52,33.72,37.59,,,,,
2022-03-12,29.98,29.47,30.49,,,,35.5,33.7,37.58,,,,32.0,34.0
2022-03-13,29.97,29.45,30.48,,,,35.49,33.68,37.57,,,,,
2022-03-14,29.95,29.43,30.48,,,,35.47,33.66,37.56,,,,,
2022-03-15,29.94,29.4,30.47,,,,35.46,33.65,37.56,,,,,
2022-03-16,29.92,29.38,30.46,,,,35.44,33.64,37.55,,,,,
2022-03-17,29.91,29.35,30.45,,,,35.43,33.63,37.54,,,,,
2022-03-18,29.89,29.33,30.44,,,,35.42,33.62,37.54,,,,,
2022-03-19,29.88,29.32,30.42,,,,35.41,33.61,37.53,,,,,
2022-03-20,29.86,29.33,30.4,,,,35.4,33.6,37.53,,,,31.0,30.0
2022-03-21,29.85,29.31,30.38,,,,35.39,33.59,37.52,,,,,
2022-03-22,29.83,29.3,30.37,,,,35.39,33.59,37.51,,,,34.0,50.0
2022-03-23,29.82,29.28,30.37,,,,35.38,33.59,37.49,,,,33.0,54.0
2022-03-24,29.8,29.26,30.36,,,,35.38,33.59,37.48,,,,28.0,32.0
2022-03-25,29.79,29.25,30.36,,,,35.37,33.59,37.46,,,,,
2022-03-26,29.77,29.23,30.36,,,,35.37,33.59,37.45,,,,,
2022-03-27,29.76,29.22,30.35,,,,35.37,33.6,37.46,,,,,
2022-03-28,29.74,29.2,30.33,,,,35.37,33.6,37.46,,,,,
2022-03-29,29.73,29.19,30.3,,,,35.37,33.62,37.47,,,,,
2022-03-30,29.71,29.18,30.29,,,,35.37,33.63,37.48,,,,,
2022-03-31,29.7,29.17,30.28,,,,35.37,33.65,37.47,,,,,
2022-04-01,29.69,29.16,30.27,,,,35.37,33.66,37.46,,,,,
2022-04-02,29.67,29.15,30.27,,,,35.37,33.68,37.46,,,,30.0,41.0
2022-04-03,29.66,29.13,30.26,,,,35.38,33.7,37.45,,,,31.0,31.0
2022-04-04,29.65,29.12,30.26,,,,35.38,33.72,37.45,,,,,
2022-04-05,29.63,29.12,30.25,,,,35.39,33.73,37.45,,,,,
2022-04-06,29.62,29.11,30.24,,,,35.39,33.75,37.45,,,,,
2022-04-07,29.61,29.09,30.24,,,,35.4,33.77,37.45,,,,27.0,34.0
2022-04-08,29.6,29.08,30.23,,,,35.41,33.79,37.44,,,,,
2022-04-09,29.58,29.07,30.22,,,,35.41,33.81,37.44,,,,31.0,36.0
2022-04-10,29.57,29.06,30.21,,,,35.42,33.83,37.43,,,,27.0,32.0
2022-04-11,29.56,29.05,30.19,,,,35.43,33.85,37.44,,,,,
2022-04-12,29.55,29.04,30.18,,,,35.44,33.88,37.44,,,,,
2022-04-13,29.54,29.03,30.18,,,,35.44,33.9,37.45,,,,,
2022-04-14,29.53,29.01,30.17,,,,35.45,33.92,37.46,,,,,
2022-04-15,29.51,28.99,30.16,,,,35.46,33.94,37.47,,,,,
2022-04-16,29.5,28.98,30.16,,,,35.47,33.97,37.48,,,,,
2022-04-17,29.49,28.97,30.15,,,,35.48,33.99,37.49,,,,25.0,30.0
2022-04-18,29.48,28.96,30.13,,,,35.49,34.01,37.49,,,,,
2022-04-19,29.47,28.95,30.11,,,,35.51,34.03,37.48,,,,,
2022-04-20,29.46,28.95,30.1,,,,35.52,34.04,37.47,,,,29.0,35.0
2022-04-21,29.45,28.94,30.08,,,,35.53,34.05,37.46,,,,,
2022-04-22,29.43,28.93,30.07,,,,35.54,34.06,37.46,,,,,
2022-04-23,29.42,28.91,30.06,,,,35.55,34.06,37.47,,,,,
2022-04-24,29.41,28.89,30.05,,,,35.56,34.08,37.52,,,,30.5,37.5
2022-04-25,29.4,28.88,30.04,,,,35.58,34.09,37.57,,,,,
2022-04-26,29.39,28.87,30.03,,,,35.59,34.11,37.6,,,,,
2022-04-27,29.38,28.85,30.02,,,,35.6,34.12,37.61,,,,,
2022-04-28,29.37,28.84,30.01,,,,35.62,34.14,37.62,,,,,
2022-04-29,29.36,28.83,30.0,,,,35.63,34.15,37.63,,,,,
2022-04-30,29.35,28.82,29.99,,,,35.64,34.14,37.64,,,,,
2022-05-01,29.34,28.82,29.99,,,,35.66,34.14,37.65,,,,28.0,30.0
2022-05-02,29.33,28.81,29.98,,,,35.67,34.16,37.66,,,,,
2022-05-03,29.31,28.8,29.96,,,,35.68,34.19,37.67,,,,,
2022-05-04,29.3,28.78,29.95,,,,35.7,34.22,37.67,,,,,
2022-05-05,29.29,28.76,29.94,,,,35.71,34.23,37.69,,,,,
2022-05-06,29.28,28.74,29.93,,,,35.72,34.24,37.69,,,,,
2022-05-07,29.27,28.72,29.92,,,,35.74,34.26,37.69,,,,,
2022-05-08,29.26,28.7,29.91,,,,35.75,34.27,37.7,,,,26.0,28.0
2022-05-09,29.25,28.69,29.9,,,,35.76,34.28,37.7,,,,,
2022-05-10,29.24,28.68,29.89,,,,35.78,34.28,37.71,,,,,
2022-05-11,29.23,28.66,29.88,,,,35.79,34.3,37.73,,,,,
2022-05-12,29.22,28.65,29.88,,,,35.8,34.31,37.71,,,,28.0,35.0
2022-05-13,29.21,28.64,29.87,,,,35.82,34.33,37.72,,,,,
2022-05-14,29.2,28.63,29.87,,,,35.83,34.34,37.77,,,,31.0,48.0
2022-05-15,29.19,28.62,29.87,,,,35.84,34.36,37.82,,,,25.0,34.0
2022-05-16,29.18,28.62,29.87,,,,35.86,34.37,37.83,,,,,
2022-05-17,29.17,28.61,29.87,,,,35.87,34.37,37.87,,,,,
2022-05-18,29.16,28.6,29.86,,,,35.88,34.38,37.91,,,,,
2022-05-19,29.15,28.59,29.85,,,,35.89,34.38,37.95,,,,,
2022-05-20,29.14,28.57,29.84,,,,35.9,34.39,37.95,,,,,
2022-05-21,29.13,28.55,29.83,,,,35.91,34.41,37.94,,,,,
2022-05-22,29.12,28.54,29.83,,,,35.92,34.43,37.95,,,,27.0,34.0
2022-05-23,29.11,28.52,29.82,,,,35.93,34.46,37.94,,,,,
2022-05-24,29.1,28.51,29.81,,,,35.94,34.48,37.97,,,,,
2022-05-25,29.09,28.49,29.79,,,,35.95,34.51,38.0,,,,,
2022-05-26,29.08,28.49,29.78,,,,35.96,34.52,38.04,,,,30.0,36.0
2022-05-27,29.07,28.48,29.77,,,,35.97,34.53,38.07,,,,,
2022-05-28,29.06,28.48,29.75,,,,35.98,34.54,38.11,,,,,
2022-05-29,29.05,28.47,29.74,,,,35.98,34.55,38.14,,,,27.0,31.0
2022-05-30,29.04,28.47,29.73,,,,35.99,34.57,38.18,,,,,
2022-05-31,29.03,28.46,29.71,,,,36.0,34.59,38.21,,,,,
2022-06-01,29.02,28.46,29.7,,,,36.0,34.6,38.24,,,,,
2022-06-02,29.01,28.44,29.69,,,,36.01,34.59,38.27,,,,,
2022-06-03,29.0,28.43,29.68,,,,36.01,34.57,38.28,,,,,
2022-06-04,28.99,28.42,29.68,,,,36.02,34.55,38.25,,,,,
2022-06-05,28.98,28.41,29.68,,,,36.02,34.55,38.24,,,,,
2022-06-06,28.97,28.42,29.67,,,,36.03,34.57,38.21,,,,,
2022-06-07,28.96,28.42,29.67,,,,36.03,34.57,38.18,,,,,
2022-06-08,28.96,28.41,29.66,,,,36.03,34.59,38.15,,,,,
2022-06-09,28.95,28.4,29.66,,,,36.04,34.6,38.12,,,,,
2022-06-10,28.94,28.39,29.66,,,,36.04,34.61,38.1,,,,30.0,36.0
2022-06-11,28.94,28.38,29.66,,,,36.04,34.6,38.1,,,,,
2022-06-12,28.94,28.37,29.65,,,,36.04,34.59,38.11,,,,28.0,31.0
2022-06-13,28.93,28.37,29.64,,,,36.04,34.57,38.13,,,,,
2022-06-14,28.93,28.37,29.62,,,,36.04,34.58,38.16,,,,,
2022-06-15,28.93,28.37,29.61,,,,36.04,34.59,38.18,,,,,
2022-06-16,28.93,28.37,29.6,,,,36.04,34.62,38.2,,,,,
2022-06-17,28.93,28.37,29.59,,,,36.03,34.64,38.22,,,,,
2022-06-18,28.94,28.38,29.59,,,,36.03,34.61,38.24,,,,,
2022-06-19,28.94,28.39,29.6,,,,36.03,34.6,38.25,,,,,
2022-06-20,28.95,28.39,29.61,,,,36.03,34.57,38.27,,,,,
2022-06-21,28.96,28.4,29.61,,,,36.02,34.54,38.28,,,,,
2022-06-22,28.96,28.41,29.61,,,,36.02,34.54,38.29,,,,,
2022-06-23,28.97,28.42,29.61,,,,36.02,34.56,38.31,,,,29.0,37.0
2022-06-24,28.99,28.44,29.62,,,,36.01,34.56,38.3,,,,,
2022-06-25,29.0,28.46,29.63,,,,36.01,34.57,38.26,,,,,
2022-06-26,29.01,28.47,29.64,,,,36.01,34.54,38.26,,,,,
2022-06-27,29.03,28.48,29.65,,,,36.01,34.51,38.3,,,,,
2022-06-28,29.05,28.51,29.67,,,,36.01,34.47,38.32,,,,,
2022-06-29,29.07,28.54,29.68,,,,36.0,34.45,38.29,,,,,
2022-06-30,29.09,28.57,29.7,,,,36.0,34.42,38.28,,,,,
2022-07-01,29.11,28.58,29.72,,,,36.0,34.42,38.25,,,,,
2022-07-02,29.14,28.6,29.74,,,,36.0,34.45,38.22,,,,,
2022-07-03,29.17,28.61,29.78,,,,36.0,34.47,38.19,,,,29.0,36.0
2022-07-04,29.2,28.63,29.82,,,,36.0,34.51,38.2,,,,,
2022-07-05,29.23,28.65,29.86,,,,36.0,34.51,38.24,,,,,
2022-07-06,29.26,28.67,29.9,,,,36.01,34.51,38.28,,,,32.5,42.5
2022-07-07,29.29,28.69,29.93,,,,36.01,34.48,38.32,,,,30.0,37.0
2022-07-08,29.33,28.72,29.98,,,,36.01,34.46,38.36,,,,,
2022-07-09,29.37,28.76,30.01,,,,36.01,34.44,38.39,,,,,
2022-07-10,29.41,28.8,30.06,,,,36.02,34.42,38.39,,,,28.0,37.0
2022-07-11,29.45,28.83,30.11,,,,36.02,34.4,38.39,,,,,
2022-07-12,29.49,28.86,30.16,,,,36.02,34.38,38.39,,,,,
2022-07-13,29.53,28.89,30.22,,,,36.02,34.36,38.38,,,,,
2022-07-14,29.58,28.91,30.27,,,,36.03,34.34,38.38,,,,,
2022-07-15,29.63,28.93,30.32,,,,36.03,34.33,38.37,,,,,
2022-07-16,29.67,28.94,30.38,,,,36.03,34.32,38.37,,,,,
2022-07-17,29.72,28.96,30.44,,,,36.03,34.3,38.36,,,,,
2022-07-18,29.77,29.0,30.51,,,,36.03,34.27,38.34,,,,,
2022-07-19,29.83,29.03,30.58,,,,36.03,34.27,38.34,,,,,
2022-07-20,29.88,29.07,30.65,,,,36.03,34.27,38.33,,,,,
2022-07-21,29.93,29.11,30.72,,,,36.03,34.24,38.32,,,,31.0,31.0
2022-07-22,29.99,29.15,30.79,,,,36.03,34.19,38.3,,,,,
2022-07-23,30.05,29.19,30.86,,,,36.02,34.17,38.3,,,,,
2022-07-24,30.11,29.23,30.94,,,,36.02,34.15,38.28,,,,,
2022-07-25,30.16,29.28,31.02,,,,36.02,34.15,38.27,,,,,
2022-07-26,30.22,29.32,31.11,,,,36.01,34.14,38.27,,,,,
2022-07-27,30.28,29.37,31.19,,,,36.0,34.14,38.27,,,,27.0,37.0
2022-07-28,30.35,29.42,31.26,,,,35.99,34.16,38.27,,,,,
2022-07-29,30.41,29.47,31.33,,,,35.99,34.16,38.28,,,,,
2022-07-30,30.47,29.51,31.39,,,,35.98,34.14,38.27,,,,28.0,54.0
2022-07-31,30.53,29.54,31.46,,,,35.97,34.15,38.26,,,,,
2022-08-01,30.6,29.58,31.52,,,,35.95,34.15,38.25,,,,,
2022-08-02,30.66,29.62,31.61,,,,35.94,34.15,38.26,,,,,
2022-08-03,30.73,29.66,31.71,,,,35.93,34.14,38.27,,,,,
