date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),Reform (poll)
2019-12-12,25.42,25.0,28.0,17.79,11.0,19.0,9.27,6.0,10.0,1.19,1.0,2.0,45.95,45.0,50.0,1.0,1.0,1.0,25.0,19.0,10.0,1.0,45.0,1.0
2019-12-13,25.48,25.0,28.0,17.6,11.01,19.0,9.17,6.0,10.0,1.22,1.0,2.01,46.09,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-14,25.55,25.0,27.98,17.41,11.06,18.99,9.07,6.0,9.99,1.25,1.01,2.04,46.23,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-15,25.62,25.01,27.94,17.21,11.15,18.98,8.97,6.01,9.97,1.28,1.03,2.09,46.37,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-16,25.69,25.01,27.89,17.02,11.27,18.96,8.87,6.02,9.94,1.32,1.05,2.16,46.5,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-17,25.75,25.02,27.84,16.83,11.4,18.93,8.77,6.03,9.9,1.36,1.07,2.24,46.63,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-18,25.82,25.04,27.79,16.65,11.54,18.88,8.67,6.05,9.87,1.4,1.08,2.32,46.75,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-19,25.88,25.06,27.73,16.47,11.67,18.82,8.57,6.06,9.83,1.45,1.12,2.4,46.86,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-20,25.94,25.08,27.68,16.31,11.8,18.75,8.48,6.08,9.77,1.49,1.16,2.48,46.97,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-21,26.0,25.11,27.63,16.15,11.93,18.68,8.4,6.1,9.73,1.54,1.2,2.56,47.06,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-22,26.05,25.14,27.58,16.0,12.04,18.58,8.31,6.11,9.69,1.59,1.21,2.63,47.15,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-23,26.1,25.17,27.54,15.86,12.15,18.5,8.24,6.12,9.64,1.64,1.22,2.69,47.23,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-24,26.15,25.2,27.5,15.73,12.25,18.4,8.16,6.12,9.6,1.69,1.23,2.75,47.3,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-25,26.19,25.23,27.46,15.6,12.23,18.31,8.09,6.13,9.55,1.74,1.27,2.81,47.36,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-26,26.23,25.27,27.43,15.49,12.21,18.21,8.03,6.14,9.51,1.79,1.28,2.86,47.42,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-27,26.27,25.3,27.4,15.39,12.2,18.11,7.97,6.14,9.46,1.83,1.3,2.9,47.47,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-28,26.31,25.33,27.41,15.29,12.18,18.01,7.91,6.15,9.4,1.88,1.31,2.95,47.51,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-29,26.34,25.36,27.42,15.2,12.17,17.92,7.86,6.15,9.35,1.93,1.33,2.99,47.56,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-30,26.37,25.39,27.42,15.11,12.16,17.83,7.8,6.16,9.29,1.97,1.34,3.02,47.59,45.0,50.0,1.0,1.0,1.0,,,,,,
2019-12-31,26.4,25.42,27.43,15.03,12.14,17.74,7.76,6.17,9.23,2.02,1.36,3.06,47.63,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-01,26.42,25.45,27.43,14.96,12.13,17.65,7.71,6.18,9.16,2.06,1.37,3.09,47.66,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-02,26.45,25.48,27.44,14.88,12.12,17.57,7.67,6.19,9.09,2.1,1.38,3.12,47.69,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-03,26.47,25.5,27.44,14.82,12.11,17.5,7.62,6.2,9.02,2.14,1.39,3.15,47.71,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-04,26.5,25.53,27.45,14.75,12.1,17.42,7.58,6.21,8.96,2.18,1.41,3.17,47.74,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-05,26.52,25.55,27.45,14.69,12.09,17.35,7.55,6.22,8.89,2.22,1.42,3.2,47.76,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-06,26.54,25.57,27.46,14.63,12.09,17.28,7.51,6.22,8.82,2.25,1.43,3.22,47.78,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-07,26.56,25.6,27.46,14.58,12.08,17.21,7.47,6.22,8.76,2.29,1.44,3.24,47.8,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-08,26.58,25.62,27.46,14.52,12.07,17.15,7.44,6.22,8.69,2.32,1.45,3.26,47.82,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-09,26.6,25.64,27.47,14.47,12.06,17.09,7.4,6.23,8.63,2.36,1.46,3.28,47.84,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-10,26.62,25.66,27.47,14.42,12.06,17.03,7.37,6.23,8.56,2.39,1.47,3.31,47.86,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-11,26.64,25.68,27.47,14.37,12.05,16.98,7.33,6.23,8.5,2.42,1.49,3.37,47.88,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-12,26.65,25.7,27.48,14.32,12.05,16.92,7.3,6.23,8.44,2.46,1.5,3.42,47.89,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-13,26.67,25.71,27.48,14.27,12.04,16.87,7.27,6.23,8.37,2.49,1.51,3.48,47.91,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-14,26.69,25.73,27.48,14.22,12.04,16.82,7.24,6.24,8.31,2.52,1.53,3.54,47.93,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-15,26.71,25.75,27.48,14.17,12.03,16.76,7.2,6.24,8.24,2.55,1.54,3.59,47.95,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-16,26.72,25.77,27.49,14.12,12.03,16.71,7.17,6.24,8.18,2.58,1.56,3.65,47.97,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-17,26.74,25.78,27.49,14.07,12.02,16.66,7.14,6.24,8.11,2.61,1.58,3.7,47.99,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-18,26.76,25.8,27.49,14.02,12.02,16.61,7.11,6.24,8.04,2.64,1.6,3.75,48.01,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-19,26.78,25.81,27.49,13.97,12.02,16.56,7.08,6.24,7.98,2.67,1.62,3.8,48.03,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-20,26.79,25.82,27.49,13.92,12.01,16.52,7.05,6.24,7.91,2.7,1.64,3.86,48.05,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-21,26.81,25.84,27.49,13.88,12.01,16.48,7.01,6.25,7.84,2.72,1.66,3.91,48.07,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-22,26.83,25.86,27.5,13.83,12.01,16.43,6.98,6.25,7.77,2.75,1.68,3.96,48.09,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-23,26.84,25.87,27.52,13.78,12.01,16.39,6.95,6.25,7.71,2.78,1.7,4.0,48.11,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-24,26.86,25.88,27.55,13.74,12.01,16.35,6.92,6.25,7.64,2.8,1.73,4.05,48.13,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-25,26.87,25.85,27.67,13.69,11.73,16.45,6.89,6.24,7.86,2.83,1.71,4.22,48.15,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-26,26.89,25.83,27.68,13.65,11.67,16.51,6.87,6.14,7.72,2.85,1.72,4.33,48.17,45.0,50.0,1.0,1.0,1.0,27.0,13.0,6.0,2.0,50.0,1.0
2020-01-27,26.91,25.85,27.71,13.6,11.66,16.44,6.84,6.0,7.63,2.87,1.75,4.41,48.19,45.0,50.0,1.0,1.0,1.0,,,,,,
2020-01-28,26.92,25.87,27.75,13.57,11.65,16.38,6.81,6.0,7.54,2.89,1.79,4.48,48.21,45.01,50.0,1.0,1.0,1.0,,,,,,
2020-01-29,26.93,25.9,27.79,13.53,11.56,16.32,6.78,6.0,7.45,2.91,1.83,4.55,48.23,45.01,49.99,1.0,1.0,1.0,,,,,,
2020-01-30,26.94,25.92,27.83,13.51,11.46,16.26,6.76,6.0,7.36,2.93,1.88,4.59,48.25,45.03,49.99,1.0,1.0,1.0,,,,,,
2020-01-31,26.96,25.96,27.86,13.49,11.41,16.21,6.73,6.0,7.26,2.94,1.91,4.62,48.26,45.05,49.98,1.0,1.0,1.0,,,,,,
2020-02-01,26.97,25.98,27.88,13.47,11.42,16.16,6.7,6.0,7.16,2.96,1.95,4.64,48.28,45.07,49.97,1.0,1.0,1.0,,,,,,
2020-02-02,26.97,26.01,27.9,13.47,11.39,16.12,6.67,6.0,7.12,2.97,1.97,4.67,48.28,45.1,49.96,1.0,1.0,1.0,28.0,11.0,7.0,2.0,50.0,1.0
2020-02-03,26.98,26.04,27.89,13.47,11.39,16.08,6.65,5.96,7.03,2.98,1.99,4.65,48.29,45.14,49.95,1.0,1.0,1.0,,,,,,
2020-02-04,26.99,26.05,27.9,13.48,11.42,16.05,6.62,5.94,7.02,2.99,2.0,4.62,48.3,45.19,49.94,1.0,1.0,1.0,,,,,,
2020-02-05,26.99,26.07,27.89,13.5,11.44,16.02,6.59,5.8,7.0,3.0,2.01,4.57,48.3,45.24,49.94,1.0,1.0,1.0,,,,,,
2020-02-06,27.0,26.09,27.89,13.52,11.48,16.0,6.56,5.76,6.99,3.01,2.03,4.51,48.3,45.3,49.94,1.0,1.0,1.0,,,,,,
2020-02-07,27.0,26.12,27.87,13.55,11.55,15.98,6.54,5.71,6.98,3.02,2.05,4.46,48.29,45.36,49.93,1.0,1.0,1.0,,,,,,
2020-02-08,27.0,26.14,27.84,13.58,11.63,15.97,6.51,5.68,6.96,3.03,2.08,4.55,48.29,45.43,49.92,1.0,1.0,1.0,,,,,,
2020-02-09,27.0,26.16,27.82,13.61,11.72,15.95,6.48,5.64,6.94,3.04,2.1,4.5,48.28,45.52,49.9,1.0,1.0,1.0,,,,,,
2020-02-10,27.0,26.28,27.79,13.65,11.8,15.93,6.45,5.6,6.89,3.05,2.12,4.44,48.27,45.85,49.88,1.0,1.0,1.0,26.0,16.0,7.0,5.0,45.0,
2020-02-11,27.0,26.3,27.75,13.69,11.92,15.91,6.42,5.56,6.84,3.07,2.15,4.31,48.27,45.93,49.86,1.0,1.0,1.0,,,,,,
2020-02-12,27.0,26.33,27.71,13.73,12.0,15.89,6.39,5.52,6.83,3.09,2.18,4.29,48.26,46.01,49.84,1.0,1.0,1.0,,,,,,
2020-02-13,26.99,26.33,27.68,13.76,12.02,15.86,6.36,5.49,6.81,3.11,2.21,4.27,48.25,46.09,49.82,1.0,1.0,1.0,,,,,,
2020-02-14,26.99,26.33,27.68,13.8,12.04,15.83,6.33,5.46,6.79,3.13,2.24,4.24,48.24,46.17,49.8,1.0,1.0,1.0,,,,,,
2020-02-15,26.99,26.34,27.65,13.83,12.07,15.8,6.29,5.43,6.77,3.15,2.27,4.24,48.23,46.24,49.78,1.0,1.0,1.0,,,,,,
2020-02-16,26.99,26.35,27.62,13.87,12.12,15.78,6.26,5.41,6.77,3.17,2.29,4.25,48.22,46.31,49.76,1.0,1.0,1.0,,,,,,
2020-02-17,26.99,26.38,27.6,13.9,12.18,15.75,6.23,5.39,6.77,3.2,2.31,4.25,48.22,46.37,49.73,1.0,1.0,1.0,,,,,,
2020-02-18,26.99,26.4,27.57,13.93,12.21,15.73,6.2,5.37,6.78,3.22,2.33,4.24,48.21,46.32,49.71,1.0,1.0,1.0,,,,,,
2020-02-19,26.99,26.43,27.55,13.96,12.25,15.7,6.17,5.34,6.77,3.25,2.35,4.22,48.2,46.4,49.68,1.0,1.0,1.0,,,,,,
2020-02-20,26.98,26.45,27.53,14.0,12.31,15.68,6.14,5.32,6.75,3.27,2.38,4.21,48.18,46.47,49.66,1.0,1.0,1.0,,,,,,
2020-02-21,26.98,26.47,27.51,14.03,12.36,15.67,6.11,5.3,6.72,3.3,2.41,4.21,48.17,46.52,49.63,1.0,1.0,1.0,,,,,,
2020-02-22,26.98,26.48,27.49,14.07,12.38,15.67,6.08,5.28,6.72,3.33,2.44,4.2,48.15,46.49,49.55,1.0,1.0,1.0,,,,,,
2020-02-23,26.98,26.48,27.48,14.11,12.43,15.67,6.05,5.27,6.72,3.36,2.46,4.19,48.13,46.43,49.51,1.0,1.0,1.0,,,,,,
2020-02-24,26.98,26.49,27.53,14.15,12.48,15.68,6.02,5.22,6.73,3.38,2.46,4.19,48.1,46.4,49.52,1.0,1.0,1.0,,,,,,
2020-02-25,26.97,26.49,27.51,14.2,12.59,15.69,5.99,5.21,6.73,3.41,2.49,4.24,48.07,46.39,49.47,1.0,1.0,1.0,,,,,,
2020-02-26,26.97,26.49,27.49,14.25,12.57,15.71,5.97,5.2,6.73,3.44,2.52,4.29,48.04,46.38,49.4,1.0,1.0,1.0,,,,,,
2020-02-27,26.97,26.49,27.47,14.3,12.57,15.77,5.94,5.19,6.74,3.47,2.55,4.35,48.0,46.36,49.34,1.0,1.0,1.01,,,,,,
2020-02-28,26.96,26.5,27.45,14.35,12.66,15.82,5.91,5.18,6.74,3.5,2.6,4.36,47.97,46.35,49.27,1.0,1.0,1.03,,,,,,
2020-02-29,26.96,26.5,27.43,14.41,12.76,15.88,5.88,5.17,6.73,3.52,2.64,4.38,47.93,46.35,49.25,1.01,1.0,1.05,,,,,,
2020-03-01,26.95,26.51,27.37,14.47,12.86,15.96,5.86,5.17,6.69,3.55,2.66,4.4,47.9,46.4,49.24,1.01,1.0,1.07,,,,,,
2020-03-02,26.94,26.51,27.33,14.54,12.98,16.05,5.83,5.16,6.59,3.57,2.68,4.43,47.86,46.39,49.17,1.02,1.0,1.11,,,,,,
2020-03-03,26.92,26.51,27.32,14.61,13.14,16.13,5.8,5.14,6.51,3.59,2.69,4.45,47.83,46.38,49.16,1.03,1.0,1.16,,,,,,
2020-03-04,26.91,26.51,27.25,14.67,13.26,16.21,5.77,5.15,6.47,3.6,2.7,4.43,47.81,46.38,49.15,1.04,1.0,1.21,,,,,,
2020-03-05,26.89,26.5,27.22,14.75,13.34,16.29,5.74,5.15,6.44,3.62,2.72,4.42,47.78,46.36,49.15,1.06,1.0,1.23,,,,,,
2020-03-06,26.87,26.5,27.18,14.82,13.39,16.37,5.71,5.12,6.4,3.63,2.73,4.4,47.76,46.37,49.16,1.07,1.0,1.25,,,,,,
2020-03-07,26.84,26.48,27.13,14.89,13.44,16.44,5.69,5.13,6.33,3.63,2.74,4.37,47.75,46.31,49.17,1.09,1.0,1.3,,,,,,
2020-03-08,26.81,26.46,27.1,14.97,13.55,16.47,5.66,5.1,6.28,3.64,2.75,4.39,47.74,46.26,49.21,1.11,1.0,1.35,,,,,,
2020-03-09,26.79,26.43,27.07,15.04,13.58,16.55,5.63,5.08,6.22,3.63,2.74,4.38,47.73,46.24,49.27,1.13,1.0,1.41,,,,,,
2020-03-10,26.76,26.38,27.04,15.11,13.62,16.68,5.6,5.06,6.18,3.63,2.76,4.4,47.73,46.27,49.28,1.16,1.0,1.48,,,,,,
2020-03-11,26.72,26.33,27.0,15.19,13.67,16.76,5.57,5.07,6.14,3.62,2.76,4.41,47.74,46.24,49.31,1.19,1.0,1.54,,,,,,
2020-03-12,26.69,26.25,26.98,15.26,13.72,16.87,5.54,5.07,6.1,3.61,2.77,4.41,47.74,46.19,49.33,1.23,1.0,1.61,,,,,,
2020-03-13,26.65,26.2,26.95,15.32,13.84,16.93,5.51,5.08,6.06,3.6,2.78,4.39,47.76,46.16,49.34,1.28,1.0,1.78,,,,,,
2020-03-14,26.62,26.11,26.92,15.39,13.92,16.96,5.48,5.05,6.02,3.59,2.77,4.38,47.77,46.12,49.36,1.33,1.0,1.9,,,,,,
2020-03-15,26.58,26.06,26.88,15.45,14.01,16.99,5.46,5.03,5.98,3.57,2.78,4.35,47.79,46.11,49.37,1.38,1.0,2.11,,,,,,
2020-03-16,26.55,26.02,26.88,15.51,14.09,17.06,5.43,4.99,5.93,3.56,2.78,4.32,47.82,46.11,49.39,1.44,1.0,2.33,,,,,,
2020-03-17,26.51,25.98,26.84,15.56,14.17,17.12,5.4,4.98,5.87,3.54,2.76,4.27,47.84,46.09,49.45,1.51,1.0,2.57,,,,,,
2020-03-18,26.48,25.94,26.81,15.61,14.25,17.19,5.38,4.96,5.84,3.52,2.76,4.24,47.87,46.08,49.5,1.57,1.0,2.82,,,,,,
2020-03-19,26.45,25.9,26.79,15.65,14.3,17.23,5.35,4.94,5.78,3.5,2.73,4.22,47.89,46.08,49.55,1.63,1.0,3.12,,,,,,
2020-03-20,26.42,25.86,26.76,15.69,14.32,17.28,5.33,4.9,5.75,3.49,2.71,4.23,47.92,46.09,49.59,1.7,1.0,3.39,,,,,,
2020-03-21,26.39,25.83,26.73,15.72,14.35,17.34,5.31,4.87,5.71,3.47,2.69,4.21,47.95,46.1,49.63,1.76,1.0,3.67,,,,,,
2020-03-22,26.36,25.8,26.71,15.75,14.45,17.37,5.29,4.86,5.68,3.45,2.67,4.23,47.98,46.13,49.66,1.82,1.0,3.98,,,,,,
2020-03-23,26.34,25.77,26.69,15.77,14.48,17.38,5.27,4.85,5.65,3.43,2.67,4.23,48.01,46.15,49.7,1.88,1.0,4.25,,,,,,
2020-03-24,26.31,25.75,26.68,15.79,14.5,17.39,5.25,4.84,5.63,3.41,2.68,4.24,48.04,46.16,49.76,1.93,1.0,4.47,,,,,,
2020-03-25,26.29,25.73,26.66,15.8,14.52,17.4,5.23,4.83,5.6,3.39,2.65,4.24,48.07,46.18,49.78,1.98,1.0,4.64,27.0,16.0,5.0,3.0,48.0,
2020-03-26,26.27,25.72,26.63,15.82,14.54,17.4,5.22,4.83,5.57,3.38,2.63,4.24,48.1,46.2,49.78,2.03,1.0,4.76,27.0,16.0,5.0,3.0,48.0,
2020-03-27,26.25,25.71,26.61,15.82,14.56,17.38,5.2,4.82,5.55,3.36,2.61,4.22,48.13,46.22,49.8,2.08,1.0,4.78,,,,,,
2020-03-28,26.23,25.7,26.58,15.83,14.58,17.37,5.19,4.82,5.54,3.35,2.57,4.21,48.16,46.25,49.85,2.12,1.0,4.88,,,,,,
2020-03-29,26.21,25.68,26.56,15.83,14.6,17.36,5.18,4.82,5.52,3.33,2.54,4.18,48.19,46.28,49.87,2.16,1.0,4.94,,,,,,
2020-03-30,26.19,25.66,26.55,15.83,14.61,17.35,5.16,4.81,5.51,3.32,2.53,4.15,48.21,46.32,49.89,2.19,1.0,4.95,,,,,,
2020-03-31,26.18,25.64,26.53,15.83,14.63,17.32,5.15,4.79,5.5,3.31,2.52,4.13,48.24,46.38,49.91,2.23,1.0,4.97,,,,,,
2020-04-01,26.16,25.63,26.51,15.83,14.64,17.29,5.14,4.78,5.49,3.29,2.52,4.1,48.27,46.42,49.94,2.25,1.0,4.95,,,,,,
2020-04-02,26.14,25.61,26.49,15.83,14.65,17.26,5.13,4.77,5.48,3.28,2.51,4.07,48.3,46.47,49.97,2.28,1.0,4.93,27.0,12.0,5.0,6.0,49.0,
2020-04-03,26.12,25.58,26.47,15.83,14.67,17.23,5.12,4.77,5.47,3.28,2.5,4.07,48.32,46.55,49.99,2.3,1.0,4.87,,,,,,
2020-04-04,26.1,25.57,26.46,15.82,14.68,17.2,5.11,4.76,5.46,3.27,2.5,4.08,48.35,46.62,50.02,2.32,1.0,4.83,,,,,,
2020-04-05,26.07,25.56,26.44,15.81,14.69,17.19,5.09,4.75,5.44,3.26,2.5,4.09,48.38,46.66,50.06,2.34,1.0,4.77,,,,,,
2020-04-06,26.05,25.54,26.4,15.81,14.7,17.18,5.08,4.74,5.43,3.26,2.51,4.09,48.41,46.71,50.09,2.35,1.0,4.71,,,,,,
2020-04-07,26.02,25.52,26.37,15.8,14.7,17.16,5.07,4.73,5.42,3.26,2.51,4.08,48.45,46.75,50.12,2.36,1.0,4.65,,,,,,
2020-04-08,25.99,25.5,26.36,15.8,14.72,17.13,5.05,4.71,5.41,3.26,2.51,4.08,48.48,46.81,50.14,2.36,1.0,4.57,,,,,,
2020-04-09,25.96,25.45,26.32,15.79,14.74,17.11,5.04,4.68,5.4,3.26,2.5,4.08,48.52,46.88,50.17,2.37,1.0,4.48,,,,,,
2020-04-10,25.92,25.41,26.29,15.79,14.75,17.09,5.02,4.67,5.37,3.25,2.5,4.08,48.55,46.9,50.22,2.37,1.0,4.38,,,,,,
2020-04-11,25.88,25.35,26.26,15.78,14.77,17.07,5.01,4.65,5.34,3.25,2.51,4.08,48.59,46.97,50.29,2.36,1.0,4.3,,,,,,
2020-04-12,25.84,25.29,26.23,15.78,14.79,17.05,4.99,4.63,5.33,3.25,2.51,4.08,48.63,47.03,50.33,2.36,1.0,4.21,,,,,,
2020-04-13,25.8,25.23,26.21,15.78,14.8,17.03,4.98,4.61,5.33,3.25,2.52,4.08,48.68,47.06,50.37,2.35,1.0,4.26,,,,,,
2020-04-14,25.75,25.15,26.17,15.78,14.82,17.01,4.97,4.59,5.33,3.25,2.52,4.07,48.72,47.09,50.42,2.34,1.0,4.21,,,,,,
2020-04-15,25.7,25.07,26.15,15.78,14.85,16.98,4.95,4.57,5.3,3.25,2.52,4.05,48.76,47.1,50.46,2.33,1.0,4.2,,,,,,
2020-04-16,25.65,25.01,26.11,15.78,14.85,16.96,4.94,4.55,5.27,3.25,2.52,4.04,48.81,47.16,50.49,2.32,1.0,4.19,,,,,,
2020-04-17,25.59,24.94,26.08,15.79,14.86,16.94,4.93,4.54,5.27,3.25,2.53,4.05,48.86,47.24,50.5,2.31,1.0,4.1,27.0,21.0,6.0,4.0,41.0,1.0
2020-04-18,25.54,24.86,26.06,15.79,14.88,16.94,4.91,4.53,5.26,3.25,2.54,4.05,48.9,47.28,50.52,2.29,1.0,4.01,,,,,,
2020-04-19,25.48,24.76,26.04,15.8,14.89,16.92,4.9,4.52,5.26,3.25,2.56,4.05,48.95,47.33,50.58,2.27,1.0,3.93,,,,,,
2020-04-20,25.42,24.68,25.97,15.81,14.89,16.91,4.89,4.51,5.26,3.25,2.55,4.04,48.99,47.37,50.61,2.26,1.0,3.86,,,,,,
2020-04-21,25.36,24.61,25.92,15.82,14.94,16.9,4.88,4.49,5.26,3.25,2.56,4.02,49.04,47.42,50.64,2.24,1.0,3.78,,,,,,
2020-04-22,25.3,24.53,25.88,15.83,14.94,16.9,4.88,4.49,5.27,3.25,2.57,4.01,49.09,47.46,50.67,2.22,1.0,3.71,,,,,,
2020-04-23,25.24,24.45,25.84,15.84,14.97,16.91,4.87,4.47,5.27,3.26,2.58,4.02,49.13,47.51,50.69,2.2,1.0,3.64,,,,,,
2020-04-24,25.18,24.36,25.79,15.85,14.98,16.89,4.86,4.45,5.28,3.26,2.59,4.02,49.18,47.55,50.74,2.18,1.0,3.58,25.0,16.0,4.0,2.0,51.0,2.0
2020-04-25,25.11,24.28,25.74,15.86,14.98,16.89,4.86,4.42,5.29,3.26,2.6,4.01,49.22,47.59,50.76,2.16,1.0,3.52,25.0,15.0,6.0,2.0,51.0,
2020-04-26,25.05,24.2,25.7,15.88,14.99,16.89,4.85,4.4,5.29,3.26,2.6,4.02,49.26,47.63,50.78,2.14,1.0,3.48,,,,,,
2020-04-27,24.99,24.13,25.66,15.89,14.99,16.92,4.85,4.39,5.3,3.26,2.58,4.02,49.31,47.67,50.8,2.12,1.0,3.43,25.0,15.0,6.0,2.0,51.0,
2020-04-28,24.93,24.06,25.62,15.9,15.0,16.94,4.85,4.38,5.32,3.27,2.59,4.02,49.35,47.7,50.83,2.1,1.0,3.38,,,,,,
2020-04-29,24.87,23.99,25.58,15.92,15.01,16.97,4.84,4.38,5.33,3.27,2.59,4.02,49.39,47.73,50.9,2.09,1.0,3.51,,,,,,
2020-04-30,24.81,23.92,25.54,15.93,15.03,17.0,4.84,4.38,5.33,3.27,2.58,4.01,49.43,47.77,50.97,2.07,1.0,3.45,,,,,,
2020-05-01,24.75,23.86,25.5,15.94,15.09,17.02,4.84,4.36,5.34,3.27,2.57,4.02,49.47,47.8,51.0,2.05,1.0,3.39,,,,,,
2020-05-02,24.69,23.8,25.46,15.96,15.12,17.05,4.84,4.36,5.34,3.28,2.55,4.03,49.52,47.83,51.02,2.04,1.0,3.33,,,,,,
2020-05-03,24.63,23.74,25.42,15.97,15.12,17.08,4.84,4.35,5.35,3.28,2.54,4.04,49.55,47.87,51.04,2.02,1.0,3.28,26.0,17.0,5.0,2.0,50.0,
2020-05-04,24.57,23.67,25.38,15.98,15.11,17.1,4.84,4.34,5.36,3.28,2.52,4.04,49.59,47.93,51.06,2.01,1.01,3.28,,,,,,
2020-05-05,24.52,23.6,25.35,15.99,15.12,17.12,4.84,4.34,5.37,3.28,2.51,4.05,49.63,47.96,51.07,2.0,1.01,3.28,26.0,17.0,5.0,2.0,50.0,
2020-05-06,24.46,23.55,25.31,15.99,15.13,17.11,4.83,4.33,5.37,3.29,2.52,4.06,49.67,48.0,51.09,1.99,1.02,3.27,26.0,13.0,4.0,7.0,44.0,5.0
2020-05-07,24.41,23.5,25.29,16.0,15.12,17.09,4.83,4.32,5.38,3.29,2.54,4.07,49.71,48.06,51.1,1.98,1.02,3.27,,,,,,
2020-05-08,24.36,23.46,25.28,16.0,15.1,17.11,4.83,4.32,5.38,3.3,2.55,4.08,49.75,48.14,51.12,1.98,1.03,3.28,,,,,,
2020-05-09,24.31,23.4,25.26,16.01,15.12,17.05,4.83,4.31,5.39,3.3,2.57,4.08,49.79,48.22,51.13,1.97,1.04,3.28,,,,,,
2020-05-10,24.26,23.35,25.21,16.01,15.1,17.03,4.83,4.3,5.39,3.31,2.57,4.09,49.83,48.31,51.14,1.97,1.05,3.28,,,,,,
2020-05-11,24.21,23.29,25.16,16.01,15.12,17.0,4.83,4.29,5.39,3.31,2.56,4.09,49.87,48.35,51.15,1.97,1.06,3.29,,,,,,
2020-05-12,24.16,23.24,25.11,16.01,15.12,16.97,4.83,4.28,5.4,3.32,2.56,4.12,49.91,48.41,51.16,1.96,1.07,3.28,,,,,,
2020-05-13,24.11,23.19,25.07,16.01,15.11,16.99,4.82,4.26,5.4,3.33,2.56,4.13,49.95,48.46,51.17,1.96,1.08,3.29,,,,,,
2020-05-14,24.06,23.13,25.03,16.01,15.1,17.01,4.82,4.25,5.4,3.33,2.56,4.14,49.99,48.51,51.18,1.96,1.09,3.28,,,,,,
2020-05-15,24.02,23.06,24.98,16.0,15.1,17.04,4.82,4.24,5.4,3.34,2.55,4.17,50.04,48.59,51.18,1.96,1.1,3.27,,,,,,
2020-05-16,23.97,23.01,24.96,16.0,15.12,17.07,4.82,4.22,5.4,3.35,2.54,4.2,50.08,48.68,51.19,1.97,1.11,3.26,,,,,,
2020-05-17,23.93,22.97,24.95,16.0,15.1,17.09,4.81,4.22,5.4,3.35,2.55,4.22,50.12,48.77,51.22,1.97,1.12,3.25,,,,,,
2020-05-18,23.88,22.93,24.93,15.99,15.06,17.1,4.81,4.23,5.4,3.36,2.54,4.24,50.16,48.85,51.26,1.97,1.13,3.24,,,,,,
2020-05-19,23.84,22.84,24.91,15.99,15.04,17.12,4.81,4.24,5.4,3.37,2.55,4.26,50.21,48.88,51.29,1.97,1.14,3.22,25.0,15.0,4.0,2.0,51.0,
