date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Ukip,Ukip (low),Ukip (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2021-01-29,40.38,39.82,40.82,37.53,37.03,38.03,7.02,6.65,7.45,1.71,1.29,2.26,4.92,4.51,5.38,4.76,4.6,4.95,1.0,1.0,1.0,2.58,2.32,2.86,,,,,,,,
2021-01-30,40.41,39.88,40.86,37.48,36.98,38.0,7.03,6.65,7.46,1.71,1.3,2.28,4.93,4.52,5.4,4.75,4.59,4.95,1.0,1.0,1.0,2.58,2.33,2.86,41.0,38.0,6.0,,3.0,5.0,,2.0
2021-01-31,40.45,39.91,40.89,37.43,36.94,37.95,7.04,6.66,7.45,1.72,1.29,2.3,4.94,4.52,5.42,4.74,4.57,4.94,1.0,1.0,1.0,2.59,2.33,2.86,,,,,,,,
2021-02-01,40.5,39.95,40.93,37.38,36.88,37.89,7.04,6.67,7.47,1.73,1.29,2.31,4.94,4.52,5.43,4.73,4.55,4.94,1.0,1.0,1.0,2.59,2.34,2.86,41.0,38.0,7.5,,6.0,5.0,,3.0
2021-02-02,40.54,39.99,40.98,37.32,36.8,37.84,7.05,6.68,7.45,1.73,1.31,2.3,4.95,4.54,5.43,4.72,4.54,4.93,1.0,1.0,1.0,2.6,2.35,2.85,41.0,37.0,6.0,,6.0,5.0,1.0,3.0
2021-02-03,40.6,40.04,41.04,37.27,36.74,37.78,7.05,6.69,7.45,1.74,1.32,2.3,4.96,4.54,5.44,4.71,4.53,4.92,1.0,1.0,1.0,2.6,2.36,2.85,,,,,,,,
2021-02-04,40.65,40.1,41.1,37.21,36.67,37.7,7.06,6.7,7.45,1.74,1.33,2.29,4.97,4.53,5.45,4.7,4.51,4.91,1.0,1.0,1.0,2.6,2.36,2.85,,,,,,,,
2021-02-05,40.71,40.17,41.17,37.15,36.6,37.63,7.06,6.7,7.45,1.75,1.33,2.28,4.98,4.53,5.46,4.69,4.49,4.91,1.0,1.0,1.0,2.6,2.37,2.85,39.0,33.0,9.0,,7.0,5.0,1.0,
2021-02-06,40.77,40.25,41.24,37.09,36.51,37.58,7.06,6.69,7.44,1.75,1.35,2.26,4.98,4.53,5.46,4.68,4.46,4.9,1.0,1.0,1.0,2.61,2.37,2.85,41.0,37.0,8.0,,4.0,4.0,,
2021-02-07,40.83,40.33,41.31,37.03,36.45,37.52,7.07,6.7,7.43,1.75,1.37,2.28,4.99,4.54,5.47,4.67,4.43,4.89,1.0,1.0,1.0,2.61,2.38,2.84,,,,,,,,
2021-02-08,40.9,40.4,41.37,36.97,36.4,37.46,7.07,6.71,7.42,1.76,1.36,2.27,5.0,4.55,5.48,4.66,4.41,4.88,1.0,1.0,1.0,2.61,2.39,2.83,43.0,38.0,7.0,,4.0,5.0,,2.0
2021-02-09,40.96,40.47,41.45,36.91,36.33,37.41,7.07,6.72,7.43,1.76,1.34,2.27,5.01,4.56,5.48,4.65,4.39,4.87,1.0,1.0,1.0,2.61,2.38,2.83,41.0,36.0,6.0,,7.0,5.0,1.0,3.0
2021-02-10,41.02,40.54,41.53,36.85,36.27,37.36,7.07,6.73,7.43,1.76,1.33,2.26,5.02,4.58,5.49,4.64,4.37,4.86,1.0,1.0,1.0,2.61,2.38,2.83,,,,,,,,
2021-02-11,41.08,40.6,41.6,36.79,36.2,37.31,7.07,6.73,7.43,1.75,1.33,2.24,5.02,4.61,5.49,4.63,4.36,4.85,1.0,1.0,1.0,2.61,2.38,2.82,42.0,37.0,6.0,1.0,5.0,5.0,1.0,
2021-02-12,41.15,40.67,41.66,36.73,36.13,37.25,7.07,6.74,7.43,1.75,1.33,2.22,5.03,4.64,5.51,4.62,4.35,4.84,1.0,1.0,1.0,2.61,2.39,2.81,,,,,,,,
2021-02-13,41.21,40.71,41.72,36.67,36.07,37.17,7.07,6.75,7.42,1.75,1.32,2.22,5.04,4.65,5.51,4.61,4.34,4.83,1.0,1.0,1.0,2.61,2.4,2.82,,,,,,,,
2021-02-14,41.26,40.76,41.8,36.62,36.02,37.11,7.07,6.75,7.42,1.74,1.31,2.22,5.05,4.67,5.51,4.6,4.33,4.81,1.0,1.0,1.0,2.62,2.4,2.81,,,,,,,,
2021-02-15,41.32,40.83,41.87,36.56,35.96,37.06,7.07,6.76,7.41,1.74,1.28,2.22,5.06,4.69,5.52,4.59,4.32,4.81,1.0,1.0,1.0,2.62,2.41,2.81,,,,,,,,
2021-02-16,41.38,40.88,41.94,36.51,35.9,36.97,7.06,6.77,7.39,1.73,1.27,2.22,5.07,4.7,5.53,4.58,4.31,4.81,1.0,1.0,1.0,2.62,2.41,2.81,,,,,,,,
2021-02-17,41.43,40.94,42.01,36.46,35.84,36.92,7.06,6.77,7.38,1.73,1.26,2.22,5.08,4.73,5.53,4.57,4.29,4.8,1.0,1.0,1.0,2.62,2.41,2.82,40.0,37.0,7.0,,6.0,5.0,1.0,3.0
2021-02-18,41.48,40.98,42.07,36.4,35.78,36.87,7.06,6.75,7.38,1.72,1.24,2.22,5.09,4.75,5.53,4.56,4.28,4.79,1.0,1.0,1.0,2.62,2.41,2.82,,,,,,,,
2021-02-19,41.53,41.03,42.14,36.35,35.76,36.83,7.05,6.74,7.38,1.72,1.23,2.22,5.1,4.77,5.54,4.55,4.27,4.78,1.0,1.0,1.0,2.63,2.4,2.83,,,,,,,,
2021-02-20,41.57,41.06,42.2,36.3,35.72,36.77,7.05,6.74,7.37,1.72,1.23,2.22,5.11,4.79,5.54,4.54,4.26,4.77,1.0,1.0,1.0,2.63,2.39,2.84,39.0,36.0,8.5,2.0,5.0,4.0,1.0,3.0
2021-02-21,41.62,41.09,42.26,36.25,35.67,36.73,7.04,6.73,7.37,1.72,1.22,2.23,5.12,4.78,5.55,4.53,4.24,4.76,1.0,1.0,1.0,2.63,2.38,2.85,,,,,,,,
2021-02-22,41.66,41.11,42.3,36.2,35.6,36.68,7.04,6.7,7.37,1.72,1.24,2.24,5.12,4.79,5.55,4.52,4.24,4.75,1.0,1.0,1.0,2.63,2.38,2.86,43.0,37.0,7.0,,5.0,4.0,,3.0
2021-02-23,41.7,41.15,42.34,36.16,35.57,36.63,7.03,6.69,7.39,1.73,1.23,2.24,5.13,4.8,5.55,4.52,4.24,4.75,1.0,1.0,1.0,2.63,2.38,2.87,,,,,,,,
2021-02-24,41.74,41.21,42.39,36.11,35.5,36.59,7.03,6.67,7.4,1.74,1.23,2.24,5.13,4.81,5.55,4.51,4.23,4.75,1.0,1.0,1.0,2.63,2.38,2.87,42.0,34.0,7.0,,6.0,5.0,,
2021-02-25,41.78,41.24,42.43,36.06,35.46,36.54,7.03,6.66,7.39,1.75,1.23,2.27,5.14,4.8,5.54,4.5,4.22,4.74,1.0,1.0,1.0,2.63,2.37,2.87,42.0,36.7,6.0,2.0,5.0,4.3,1.0,3.0
2021-02-26,41.82,41.29,42.47,36.02,35.4,36.5,7.02,6.66,7.4,1.76,1.23,2.33,5.14,4.8,5.54,4.49,4.22,4.75,1.0,1.0,1.0,2.63,2.37,2.88,,,,,,,,
2021-02-27,41.86,41.34,42.51,35.97,35.36,36.45,7.02,6.65,7.41,1.77,1.24,2.37,5.14,4.79,5.55,4.49,4.21,4.74,1.0,1.0,1.0,2.63,2.36,2.88,,,,,,,,
2021-02-28,41.89,41.38,42.55,35.93,35.3,36.41,7.02,6.65,7.41,1.78,1.25,2.39,5.14,4.78,5.56,4.48,4.19,4.74,1.0,1.0,1.0,2.63,2.36,2.88,,,,,,,,
2021-03-01,41.93,41.42,42.57,35.89,35.26,36.4,7.02,6.65,7.43,1.8,1.25,2.4,5.13,4.76,5.56,4.47,4.18,4.75,1.0,1.0,1.0,2.63,2.35,2.89,,,,,,,,
2021-03-02,41.96,41.44,42.59,35.85,35.23,36.37,7.02,6.64,7.44,1.81,1.24,2.43,5.13,4.76,5.55,4.47,4.17,4.76,1.0,1.0,1.0,2.63,2.35,2.9,,,,,,,,
2021-03-03,41.99,41.48,42.61,35.82,35.19,36.34,7.02,6.65,7.45,1.83,1.23,2.43,5.12,4.76,5.53,4.46,4.17,4.76,1.0,1.0,1.0,2.62,2.34,2.91,45.0,32.0,6.0,,7.0,5.0,1.0,3.0
2021-03-04,42.02,41.52,42.64,35.78,35.15,36.31,7.02,6.64,7.45,1.84,1.23,2.47,5.11,4.75,5.53,4.46,4.15,4.76,1.0,1.0,1.0,2.62,2.33,2.91,,,,,,,,
2021-03-05,42.05,41.54,42.66,35.75,35.1,36.28,7.03,6.64,7.45,1.86,1.23,2.51,5.1,4.75,5.52,4.45,4.15,4.76,1.0,1.0,1.0,2.61,2.32,2.9,,,,,,,,
2021-03-06,42.08,41.56,42.68,35.71,35.05,36.24,7.03,6.64,7.46,1.87,1.22,2.54,5.08,4.73,5.5,4.45,4.14,4.76,1.0,1.0,1.0,2.61,2.32,2.9,42.0,36.0,8.0,,4.0,4.0,,
2021-03-07,42.11,41.58,42.71,35.68,35.01,36.2,7.03,6.64,7.46,1.89,1.22,2.57,5.07,4.72,5.49,4.44,4.13,4.75,1.0,1.0,1.0,2.6,2.31,2.9,,,,,,,,
2021-03-08,42.14,41.61,42.74,35.64,34.98,36.17,7.03,6.64,7.47,1.9,1.22,2.6,5.06,4.71,5.47,4.44,4.13,4.75,1.0,1.0,1.0,2.6,2.3,2.9,45.0,37.0,6.5,,4.5,4.0,1.0,2.0
2021-03-09,42.18,41.66,42.76,35.61,34.94,36.13,7.04,6.65,7.47,1.91,1.22,2.61,5.05,4.7,5.45,4.43,4.12,4.75,1.0,1.0,1.0,2.59,2.28,2.9,42.5,33.0,8.0,,5.5,4.5,1.0,2.0
2021-03-10,42.21,41.69,42.79,35.57,34.91,36.09,7.04,6.66,7.46,1.92,1.23,2.65,5.04,4.69,5.46,4.43,4.11,4.74,1.0,1.0,1.0,2.58,2.27,2.9,,,,,,,,
2021-03-11,42.24,41.71,42.8,35.54,34.89,36.05,7.05,6.66,7.46,1.94,1.24,2.7,5.02,4.68,5.44,4.43,4.11,4.73,1.0,1.0,1.0,2.58,2.26,2.89,43.0,37.0,6.0,1.0,4.0,5.0,1.0,
2021-03-12,42.27,41.75,42.82,35.5,34.86,36.01,7.05,6.66,7.45,1.95,1.25,2.71,5.01,4.68,5.43,4.42,4.1,4.73,1.0,1.0,1.0,2.57,2.26,2.89,,,,,,,,
2021-03-13,42.29,41.79,42.87,35.47,34.84,35.97,7.06,6.67,7.47,1.96,1.26,2.73,5.0,4.67,5.42,4.42,4.1,4.73,1.0,1.0,1.0,2.57,2.27,2.89,39.0,37.0,8.0,,4.0,4.0,,
2021-03-14,42.32,41.8,42.89,35.44,34.81,35.93,7.07,6.68,7.47,1.97,1.24,2.74,5.0,4.65,5.4,4.42,4.1,4.72,1.0,1.0,1.0,2.56,2.26,2.88,,,,,,,,
2021-03-15,42.35,41.83,42.91,35.4,34.79,35.9,7.07,6.68,7.46,1.97,1.23,2.75,4.99,4.64,5.39,4.41,4.1,4.72,1.0,1.0,1.0,2.56,2.26,2.88,43.0,36.0,7.0,,5.0,4.0,,3.0
2021-03-16,42.38,41.88,42.92,35.37,34.75,35.85,7.08,6.7,7.45,1.98,1.22,2.79,4.98,4.63,5.38,4.41,4.1,4.72,1.0,1.0,1.0,2.55,2.25,2.88,,,,,,,,
2021-03-17,42.4,41.93,42.92,35.33,34.71,35.81,7.09,6.71,7.45,1.99,1.21,2.83,4.97,4.63,5.37,4.41,4.11,4.72,1.0,1.0,1.0,2.55,2.25,2.87,39.0,37.0,9.0,,6.0,4.0,1.0,3.0
2021-03-18,42.42,41.97,42.93,35.3,34.69,35.79,7.1,6.72,7.46,1.99,1.2,2.88,4.96,4.62,5.36,4.41,4.11,4.72,1.0,1.0,1.0,2.54,2.25,2.87,43.0,34.0,5.0,,7.0,5.0,1.0,3.0
2021-03-19,42.45,42.01,42.93,35.27,34.67,35.77,7.11,6.74,7.46,2.0,1.21,2.91,4.96,4.6,5.35,4.41,4.11,4.72,1.0,1.0,1.0,2.54,2.25,2.86,,,,,,,,
2021-03-20,42.47,42.04,42.98,35.23,34.64,35.74,7.12,6.76,7.47,2.0,1.19,2.94,4.95,4.59,5.34,4.41,4.12,4.72,1.0,1.0,1.0,2.54,2.25,2.86,42.0,38.0,6.0,,3.0,4.0,,
2021-03-21,42.49,42.08,42.99,35.2,34.61,35.71,7.12,6.75,7.48,2.01,1.19,2.95,4.95,4.59,5.35,4.42,4.12,4.72,1.0,1.0,1.0,2.53,2.25,2.85,,,,,,,,
2021-03-22,42.51,42.11,43.0,35.17,34.59,35.68,7.13,6.77,7.48,2.01,1.18,2.95,4.94,4.58,5.35,4.42,4.12,4.72,1.0,1.0,1.0,2.53,2.25,2.85,,,,,,,,
2021-03-23,42.53,42.12,43.01,35.14,34.54,35.64,7.14,6.78,7.5,2.02,1.18,2.96,4.94,4.57,5.34,4.42,4.12,4.72,1.0,1.0,1.0,2.53,2.25,2.84,,,,,,,,
2021-03-24,42.54,42.11,43.03,35.12,34.52,35.62,7.15,6.79,7.51,2.02,1.18,2.96,4.94,4.56,5.33,4.43,4.11,4.72,1.0,1.0,1.0,2.53,2.26,2.84,,,,,,,,
2021-03-25,42.55,42.13,43.06,35.09,34.5,35.6,7.16,6.81,7.51,2.03,1.16,2.95,4.94,4.57,5.33,4.43,4.12,4.73,1.0,1.0,1.0,2.53,2.26,2.84,41.5,34.5,7.0,2.0,6.0,5.5,1.0,2.0
2021-03-26,42.56,42.14,43.06,35.07,34.46,35.58,7.17,6.83,7.51,2.03,1.14,2.97,4.94,4.58,5.34,4.44,4.13,4.72,1.0,1.0,1.0,2.53,2.26,2.84,44.0,36.0,6.0,4.0,4.0,2.0,,3.0
2021-03-27,42.57,42.14,43.08,35.05,34.44,35.57,7.18,6.84,7.52,2.04,1.12,2.99,4.93,4.57,5.34,4.44,4.14,4.73,1.0,1.0,1.0,2.53,2.26,2.84,42.0,34.0,9.0,1.0,4.0,7.0,1.0,2.0
2021-03-28,42.57,42.15,43.08,35.03,34.41,35.56,7.19,6.84,7.52,2.05,1.12,3.0,4.93,4.57,5.35,4.45,4.15,4.74,1.0,1.0,1.0,2.53,2.26,2.83,,,,,,,,
2021-03-29,42.57,42.15,43.07,35.02,34.4,35.56,7.2,6.84,7.53,2.06,1.11,3.0,4.93,4.56,5.35,4.45,4.15,4.74,1.0,1.0,1.0,2.53,2.26,2.83,44.0,36.0,7.0,,4.0,4.0,1.0,2.0
2021-03-30,42.57,42.13,43.07,35.01,34.38,35.56,7.21,6.85,7.54,2.07,1.11,3.05,4.94,4.56,5.36,4.46,4.16,4.75,1.0,1.0,1.0,2.54,2.28,2.82,42.0,34.0,7.0,,6.0,,,3.0
2021-03-31,42.56,42.12,43.06,35.0,34.39,35.57,7.22,6.86,7.55,2.08,1.11,3.09,4.94,4.56,5.35,4.47,4.15,4.76,1.0,1.0,1.0,2.54,2.27,2.82,,,,,,,,
2021-04-01,42.55,42.13,43.04,34.99,34.4,35.56,7.23,6.87,7.57,2.09,1.13,3.1,4.94,4.56,5.34,4.47,4.16,4.77,1.0,1.0,1.0,2.55,2.29,2.82,,,,,,,,
2021-04-02,42.54,42.11,43.03,34.99,34.4,35.57,7.24,6.88,7.58,2.1,1.18,3.11,4.94,4.56,5.33,4.48,4.16,4.77,1.0,1.0,1.0,2.56,2.31,2.82,,,,,,,,
2021-04-03,42.54,42.1,43.0,34.99,34.4,35.58,7.24,6.87,7.59,2.11,1.19,3.1,4.94,4.57,5.32,4.48,4.16,4.78,1.0,1.0,1.0,2.56,2.32,2.82,42.0,35.0,8.0,,3.0,4.0,,
2021-04-04,42.53,42.09,42.99,34.98,34.4,35.58,7.25,6.87,7.6,2.12,1.2,3.1,4.94,4.58,5.31,4.49,4.16,4.78,1.0,1.0,1.0,2.57,2.32,2.82,,,,,,,,
2021-04-05,42.52,42.09,42.99,34.98,34.4,35.59,7.26,6.88,7.6,2.14,1.2,3.09,4.94,4.59,5.31,4.49,4.16,4.79,1.0,1.0,1.0,2.58,2.33,2.81,44.0,34.0,9.0,,5.0,4.0,,2.0
2021-04-06,42.52,42.09,42.99,34.97,34.41,35.58,7.26,6.9,7.6,2.15,1.2,3.09,4.95,4.6,5.32,4.5,4.16,4.8,1.0,1.0,1.0,2.59,2.34,2.82,,,,,,,,
2021-04-07,42.52,42.07,42.99,34.96,34.42,35.57,7.27,6.91,7.61,2.16,1.27,3.09,4.95,4.6,5.33,4.5,4.17,4.81,1.0,1.0,1.0,2.59,2.36,2.82,41.0,34.0,6.0,,6.0,5.0,1.0,3.0
2021-04-08,42.52,42.09,42.99,34.95,34.42,35.56,7.28,6.92,7.61,2.17,1.28,3.12,4.95,4.6,5.33,4.51,4.18,4.82,1.0,1.0,1.0,2.6,2.36,2.82,45.0,36.0,6.0,,4.0,,,
2021-04-09,42.52,42.08,42.98,34.94,34.39,35.56,7.29,6.93,7.62,2.17,1.29,3.11,4.96,4.61,5.34,4.51,4.19,4.82,1.0,1.0,1.0,2.61,2.37,2.82,43.0,35.0,8.0,,4.0,3.0,,
2021-04-10,42.52,42.08,42.98,34.92,34.38,35.56,7.29,6.96,7.64,2.18,1.31,3.07,4.97,4.61,5.36,4.52,4.2,4.83,1.0,1.0,1.0,2.62,2.38,2.82,42.0,35.0,7.0,,4.0,5.0,,
2021-04-11,42.53,42.08,42.98,34.9,34.37,35.56,7.3,6.96,7.66,2.19,1.31,3.13,4.97,4.63,5.37,4.52,4.2,4.83,1.0,1.0,1.0,2.62,2.39,2.83,,,,,,,,
2021-04-12,42.54,42.08,42.98,34.87,34.35,35.51,7.31,6.97,7.67,2.2,1.31,3.17,4.98,4.64,5.38,4.52,4.21,4.82,1.0,1.0,1.0,2.63,2.38,2.84,43.0,32.5,7.5,,6.5,4.0,1.0,3.0
2021-04-13,42.55,42.1,43.0,34.84,34.3,35.47,7.32,6.99,7.69,2.2,1.32,3.19,4.99,4.64,5.4,4.53,4.22,4.82,1.0,1.0,1.0,2.64,2.38,2.84,,,,,,,,
2021-04-14,42.57,42.12,43.04,34.81,34.24,35.43,7.34,7.01,7.7,2.2,1.33,3.19,5.01,4.65,5.41,4.53,4.23,4.82,1.0,1.0,1.0,2.64,2.39,2.84,,,,,,,,
2021-04-15,42.58,42.13,43.08,34.78,34.19,35.42,7.35,7.03,7.72,2.2,1.35,3.17,5.02,4.67,5.44,4.53,4.23,4.82,1.0,1.0,1.0,2.65,2.39,2.85,,,,,,,,
2021-04-16,42.6,42.14,43.11,34.74,34.13,35.4,7.37,7.05,7.74,2.2,1.36,3.16,5.03,4.69,5.46,4.53,4.24,4.82,1.0,1.0,1.0,2.66,2.4,2.86,,,,,,,,
2021-04-17,42.62,42.15,43.15,34.7,34.07,35.38,7.38,7.08,7.74,2.2,1.38,3.14,5.05,4.72,5.48,4.53,4.25,4.82,1.0,1.0,1.0,2.66,2.41,2.86,43.0,34.0,7.0,,4.0,5.0,,
2021-04-18,42.64,42.16,43.17,34.66,34.0,35.34,7.4,7.09,7.76,2.19,1.41,3.12,5.06,4.73,5.5,4.53,4.27,4.82,1.0,1.0,1.0,2.67,2.42,2.87,,,,,,,,
2021-04-19,42.66,42.16,43.19,34.61,33.93,35.31,7.42,7.12,7.78,2.18,1.42,3.11,5.08,4.75,5.52,4.53,4.27,4.81,1.0,1.0,1.0,2.68,2.43,2.88,42.0,35.5,9.0,,4.5,4.0,1.0,3.0
2021-04-20,42.67,42.17,43.22,34.56,33.88,35.28,7.44,7.15,7.8,2.17,1.44,3.12,5.1,4.77,5.55,4.53,4.27,4.81,1.0,1.0,1.0,2.68,2.43,2.88,,,,,,,,
2021-04-21,42.69,42.17,43.24,34.52,33.82,35.25,7.46,7.17,7.82,2.16,1.43,3.07,5.12,4.79,5.56,4.52,4.27,4.8,1.0,1.0,1.0,2.69,2.44,2.89,44.0,34.0,5.0,,7.0,5.0,1.0,2.0
2021-04-22,42.71,42.18,43.26,34.47,33.76,35.2,7.48,7.21,7.84,2.14,1.43,3.08,5.14,4.82,5.57,4.52,4.27,4.79,1.0,1.0,1.0,2.7,2.45,2.9,44.0,33.0,7.0,,5.0,6.0,1.0,
2021-04-23,42.73,42.19,43.27,34.41,33.71,35.17,7.51,7.23,7.86,2.13,1.42,3.09,5.16,4.83,5.59,4.52,4.28,4.78,1.0,1.0,1.0,2.71,2.46,2.91,,,,,,,,
2021-04-24,42.75,42.2,43.29,34.36,33.66,35.13,7.53,7.24,7.89,2.11,1.41,3.1,5.19,4.85,5.62,4.52,4.28,4.77,1.0,1.0,1.0,2.72,2.48,2.92,,,,,,,,
2021-04-25,42.77,42.22,43.32,34.31,33.61,35.09,7.56,7.25,7.91,2.09,1.39,3.12,5.21,4.88,5.64,4.52,4.28,4.75,1.0,1.0,1.0,2.74,2.49,2.93,,,,,,,,
2021-04-26,42.79,42.24,43.35,34.25,33.55,35.02,7.58,7.26,7.92,2.08,1.38,3.14,5.24,4.9,5.66,4.51,4.28,4.74,1.0,1.0,1.0,2.75,2.51,2.94,44.0,34.0,8.0,,4.0,5.0,1.0,3.0
2021-04-27,42.8,42.26,43.36,34.2,33.51,34.96,7.6,7.28,7.94,2.06,1.36,3.16,5.26,4.93,5.68,4.51,4.28,4.73,1.0,1.0,1.0,2.76,2.52,2.95,44.0,33.0,7.0,,7.0,4.0,1.0,3.0
2021-04-28,42.82,42.27,43.37,34.14,33.47,34.88,7.63,7.31,7.96,2.04,1.33,3.19,5.29,4.97,5.7,4.51,4.29,4.73,1.0,1.0,1.0,2.77,2.54,2.96,39.0,38.0,9.0,,6.0,4.0,,
2021-04-29,42.84,42.28,43.39,34.09,33.42,34.84,7.65,7.33,7.97,2.03,1.3,3.23,5.32,5.0,5.74,4.51,4.3,4.72,1.0,1.0,1.0,2.78,2.56,2.97,41.0,38.0,6.5,2.0,4.0,5.0,1.0,
2021-04-30,42.86,42.29,43.41,34.04,33.37,34.8,7.67,7.34,7.98,2.01,1.26,3.29,5.35,5.03,5.79,4.51,4.3,4.72,1.0,1.0,1.0,2.79,2.56,2.98,,,,,,,,
2021-05-01,42.88,42.31,43.42,33.99,33.32,34.77,7.69,7.35,7.99,2.0,1.2,3.37,5.38,5.06,5.81,4.5,4.3,4.72,1.0,1.0,1.0,2.8,2.57,2.99,,,,,,,,
2021-05-02,42.89,42.33,43.43,33.94,33.27,34.74,7.71,7.37,8.01,2.0,1.13,3.52,5.41,5.09,5.82,4.5,4.3,4.71,1.0,1.0,1.0,2.81,2.57,2.99,,,,,,,,
2021-05-03,42.91,42.36,43.43,33.89,33.23,34.67,7.73,7.4,8.03,2.0,1.04,3.76,5.43,5.11,5.84,4.5,4.31,4.71,1.0,1.0,1.0,2.82,2.57,3.0,40.0,38.0,7.0,,5.0,4.0,1.0,3.0
2021-05-04,42.93,42.4,43.43,33.84,33.18,34.63,7.75,7.41,8.04,2.0,1.0,4.0,5.46,5.13,5.88,4.5,4.32,4.7,1.0,1.0,1.0,2.82,2.57,3.0,,,,,,,,
2021-05-05,42.95,42.43,43.44,33.79,33.15,34.58,7.77,7.44,8.06,2.0,1.0,2.0,5.49,5.14,5.9,4.5,4.32,4.7,1.0,1.0,1.0,2.83,2.57,3.0,,,,,,,,
2021-05-06,42.97,42.46,43.47,33.75,33.12,34.5,7.78,7.46,8.07,2.0,2.0,2.0,5.52,5.17,5.91,4.49,4.33,4.69,1.0,1.0,1.0,2.83,2.57,3.0,,,,,,,,
2021-05-07,42.99,42.48,43.49,33.71,33.08,34.42,7.79,7.46,8.1,,,,5.54,5.21,5.92,4.49,4.32,4.68,1.0,1.0,1.0,2.83,2.56,3.0,,,,,,,,
2021-05-08,43.01,42.51,43.51,33.67,33.01,34.35,7.8,7.47,8.11,,,,5.57,5.25,5.94,4.49,4.32,4.67,1.0,1.0,1.0,2.84,2.56,3.0,42.0,34.0,8.0,,4.0,5.0,,
2021-05-09,43.03,42.54,43.53,33.63,32.95,34.31,7.82,7.47,8.12,,,,5.6,5.27,5.98,4.49,4.31,4.67,1.0,1.0,1.0,2.84,2.55,3.0,,,,,,,,
2021-05-10,43.05,42.57,43.56,33.59,32.89,34.27,7.82,7.48,8.13,,,,5.62,5.29,6.02,4.49,4.31,4.66,1.0,1.0,1.0,2.85,2.56,3.0,45.0,34.0,8.0,,5.0,4.0,,
2021-05-11,43.08,42.59,43.58,33.55,32.88,34.23,7.83,7.5,8.14,,,,5.64,5.32,6.04,4.48,4.31,4.65,1.0,1.0,1.0,2.85,2.56,3.0,45.0,30.0,7.0,,8.0,5.0,,
2021-05-12,43.1,42.62,43.6,33.52,32.87,34.19,7.84,7.51,8.16,,,,5.67,5.33,6.06,4.48,4.31,4.66,1.0,1.0,1.0,2.86,2.56,3.02,,,,,,,,
2021-05-13,43.13,42.66,43.61,33.48,32.86,34.15,7.85,7.53,8.18,,,,5.69,5.34,6.08,4.48,4.31,4.65,1.0,1.0,1.0,2.87,2.59,3.04,44.0,31.0,8.0,,7.0,5.0,,
2021-05-14,43.15,42.69,43.63,33.44,32.82,34.11,7.85,7.55,8.19,,,,5.71,5.35,6.09,4.48,4.3,4.64,1.0,1.0,1.0,2.88,2.59,3.07,,,,,,,,
2021-05-15,43.18,42.72,43.64,33.41,32.79,34.08,7.86,7.56,8.19,,,,5.73,5.36,6.09,4.47,4.3,4.63,1.0,1.0,1.0,2.9,2.62,3.09,43.0,32.0,8.0,,5.0,4.0,,
2021-05-16,43.2,42.75,43.66,33.37,32.75,34.05,7.87,7.57,8.2,,,,5.75,5.38,6.1,4.47,4.31,4.62,1.0,1.0,1.0,2.92,2.64,3.13,,,,,,,,
2021-05-17,43.23,42.77,43.68,33.33,32.72,34.0,7.88,7.57,8.21,,,,5.77,5.39,6.12,4.47,4.3,4.62,1.0,1.0,1.0,2.94,2.66,3.17,42.0,33.0,10.0,,6.0,4.0,,
2021-05-18,43.25,42.79,43.7,33.3,32.68,33.96,7.88,7.58,8.21,,,,5.78,5.4,6.15,4.47,4.31,4.62,1.0,1.0,1.0,2.97,2.7,3.2,,,,,,,,
2021-05-19,43.28,42.81,43.73,33.26,32.65,33.93,7.89,7.59,8.23,,,,5.8,5.42,6.18,4.46,4.31,4.63,1.0,1.0,1.0,3.0,2.72,3.24,46.0,28.0,8.0,,8.0,5.0,,
2021-05-20,43.3,42.85,43.76,33.22,32.62,33.89,7.9,7.59,8.24,,,,5.81,5.43,6.21,4.46,4.3,4.63,1.0,1.0,1.0,3.04,2.74,3.3,,,,,,,,
2021-05-21,43.32,42.87,43.78,33.18,32.59,33.83,7.92,7.61,8.26,,,,5.82,5.44,6.25,4.46,4.3,4.64,1.0,1.0,1.0,3.08,2.77,3.38,,,,,,,,
2021-05-22,43.34,42.89,43.79,33.15,32.57,33.8,7.93,7.62,8.28,,,,5.83,5.44,6.25,4.46,4.29,4.64,1.0,1.0,1.0,3.12,2.8,3.45,43.0,34.0,9.0,,4.0,4.0,,
2021-05-23,43.36,42.92,43.79,33.11,32.55,33.77,7.94,7.64,8.3,,,,5.84,5.44,6.26,4.45,4.3,4.64,1.0,1.0,1.0,3.16,2.82,3.51,,,,,,,,
2021-05-24,43.38,42.96,43.8,33.08,32.53,33.71,7.96,7.66,8.32,,,,5.84,5.43,6.26,4.45,4.3,4.64,1.0,1.0,1.0,3.2,2.85,3.55,43.0,33.0,10.0,,5.0,4.0,,
2021-05-25,43.4,42.98,43.82,33.05,32.49,33.69,7.98,7.68,8.36,,,,5.85,5.44,6.26,4.45,4.29,4.63,1.0,1.0,1.0,3.24,2.89,3.59,44.0,33.0,8.0,,6.0,4.0,,
