date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2020-03-21,23.09,20.52,25.05,50.58,48.53,53.41,10.74,9.09,12.31,7.98,6.66,9.02,7.24,6.36,8.18,1.0,1.0,1.0,,,,,,,,,,
2020-03-22,23.11,20.54,25.05,50.64,48.6,53.6,10.64,9.01,12.16,7.99,6.64,9.05,7.25,6.38,8.16,1.0,1.0,1.0,,,,,,,,,,
2020-03-23,23.12,20.58,25.07,50.71,48.66,53.71,10.54,8.98,12.04,8.0,6.63,9.09,7.26,6.42,8.14,1.0,1.0,1.0,,,,,,,,,,
2020-03-24,23.13,20.59,25.08,50.77,48.7,53.82,10.43,8.9,11.95,8.01,6.6,9.13,7.27,6.45,8.12,1.0,1.0,1.0,,,,,,,,,,
2020-03-25,23.13,20.51,25.08,50.85,48.71,53.98,10.33,8.75,11.87,8.01,6.56,9.17,7.28,6.48,8.1,1.0,1.0,1.0,,,,,,,,,,
2020-03-26,23.13,20.51,25.09,50.93,48.7,54.15,10.22,8.65,11.74,8.02,6.53,9.21,7.29,6.48,8.08,1.0,1.0,1.0,,,,,,,,,,
2020-03-27,23.13,20.55,25.11,51.01,48.75,54.23,10.11,8.55,11.65,8.03,6.54,9.27,7.29,6.51,8.08,1.0,1.0,1.0,,,,,,,,,,
2020-03-28,23.12,20.6,25.12,51.1,48.79,54.32,10.01,8.46,11.55,8.03,6.56,9.32,7.3,6.54,8.07,1.0,1.0,1.0,,,,,,,,,,
2020-03-29,23.11,20.65,25.12,51.19,48.8,54.4,9.9,8.24,11.39,8.04,6.57,9.33,7.31,6.56,8.06,1.0,1.0,1.0,,,,,,,,,,
2020-03-30,23.1,20.62,25.11,51.29,48.81,54.58,9.79,8.03,11.34,8.04,6.57,9.34,7.32,6.58,8.05,1.0,1.0,1.0,,,,,,,,,,
2020-03-31,23.08,20.59,25.07,51.38,48.83,54.84,9.68,7.85,11.25,8.04,6.57,9.34,7.32,6.58,8.04,1.0,1.0,1.0,,,,,,,,,,
2020-04-01,23.06,20.56,25.06,51.49,48.87,55.04,9.58,7.71,11.08,8.04,6.59,9.32,7.33,6.55,8.02,1.0,1.0,1.0,,,,,,,,,,
2020-04-02,23.04,20.53,25.05,51.59,48.98,55.24,9.48,7.59,11.03,8.04,6.57,9.29,7.33,6.58,8.04,1.0,1.0,1.0,,,,25.0,49.0,11.0,8.0,7.0,1.0,
2020-04-03,23.01,20.5,25.06,51.7,49.09,55.52,9.38,7.49,10.94,8.04,6.57,9.27,7.34,6.61,8.05,1.0,1.0,1.0,,,,,,,,,,
2020-04-04,22.98,20.47,25.04,51.8,49.2,55.75,9.28,7.39,10.86,8.04,6.58,9.28,7.34,6.62,8.05,1.0,1.0,1.0,,,,,,,,,,
2020-04-05,22.94,20.43,25.02,51.91,49.26,55.93,9.19,7.26,10.83,8.03,6.58,9.32,7.34,6.62,8.04,1.0,1.0,1.0,,,,,,,,,,
2020-04-06,22.91,20.4,24.99,52.02,49.3,56.23,9.1,7.16,10.75,8.03,6.58,9.31,7.34,6.64,8.04,1.0,1.0,1.0,,,,,,,,,,
2020-04-07,22.87,20.37,24.96,52.13,49.31,56.46,9.02,6.99,10.67,8.02,6.59,9.32,7.34,6.62,7.99,1.0,1.0,1.0,,,,,,,,,,
2020-04-08,22.83,20.33,24.92,52.24,49.31,56.63,8.94,6.88,10.6,8.01,6.59,9.32,7.34,6.64,7.92,1.0,1.0,1.0,,,,,,,,,,
2020-04-09,22.79,20.3,24.88,52.34,49.37,56.77,8.86,6.78,10.55,8.0,6.58,9.33,7.34,6.67,7.94,1.0,1.0,1.0,,,,,,,,,,
2020-04-10,22.74,20.27,24.84,52.45,49.45,56.9,8.79,6.69,10.5,7.99,6.57,9.3,7.34,6.67,7.95,1.0,1.0,1.0,,,,,,,,,,
2020-04-11,22.7,20.24,24.8,52.55,49.5,57.03,8.72,6.62,10.45,7.98,6.55,9.22,7.34,6.67,7.96,1.0,1.0,1.0,,,,,,,,,,
2020-04-12,22.65,20.21,24.78,52.66,49.6,57.12,8.65,6.56,10.41,7.96,6.52,9.19,7.34,6.66,7.98,1.0,1.0,1.0,,,,,,,,,,
2020-04-13,22.61,20.18,24.73,52.76,49.75,57.19,8.59,6.5,10.37,7.95,6.49,9.17,7.34,6.66,7.97,1.0,1.0,1.0,,,,,,,,,,
2020-04-14,22.56,20.15,24.69,52.86,49.82,57.27,8.54,6.45,10.33,7.94,6.5,9.13,7.33,6.68,7.97,1.0,1.0,1.0,,,,,,,,,,
2020-04-15,22.52,20.12,24.64,52.97,49.9,57.32,8.48,6.38,10.3,7.92,6.5,9.11,7.32,6.67,7.97,1.0,1.0,1.0,,,,,,,,,,
2020-04-16,22.47,20.1,24.61,53.07,49.97,57.38,8.43,6.34,10.27,7.91,6.5,9.11,7.32,6.65,7.97,1.0,1.0,1.0,,,,,,,,,,
2020-04-17,22.43,20.07,24.59,53.17,49.99,57.46,8.38,6.27,10.23,7.89,6.45,9.11,7.31,6.64,7.97,1.0,1.0,1.0,1.24,1.0,2.0,28.0,44.0,8.0,9.0,9.0,1.0,1.0
2020-04-18,22.38,20.05,24.51,53.27,50.03,57.56,8.33,6.2,10.18,7.88,6.4,9.1,7.3,6.63,7.96,1.0,1.0,1.0,1.25,1.0,2.0,,,,,,,
2020-04-19,22.34,20.04,24.48,53.37,50.12,57.65,8.28,6.15,10.13,7.86,6.36,9.08,7.28,6.62,7.95,1.0,1.0,1.0,1.26,1.0,2.0,,,,,,,
2020-04-20,22.29,20.02,24.47,53.47,50.18,57.73,8.24,6.08,10.09,7.85,6.33,9.05,7.27,6.6,7.93,1.0,1.0,1.0,1.27,1.0,2.0,,,,,,,
2020-04-21,22.25,20.0,24.45,53.57,50.25,57.81,8.19,5.99,10.05,7.83,6.31,9.02,7.25,6.58,7.9,1.0,1.0,1.0,1.27,1.0,2.0,,,,,,,
2020-04-22,22.21,19.99,24.41,53.67,50.32,57.89,8.15,5.96,9.93,7.82,6.28,8.99,7.24,6.55,7.88,1.0,1.0,1.0,1.28,1.0,2.0,,,,,,,
2020-04-23,22.17,19.97,24.36,53.77,50.4,57.95,8.11,5.94,9.92,7.8,6.28,8.96,7.22,6.52,7.87,1.0,1.0,1.0,1.29,1.0,2.0,,,,,,,
2020-04-24,22.13,19.96,24.32,53.87,50.48,58.06,8.08,5.89,9.9,7.79,6.27,8.94,7.2,6.48,7.85,1.0,1.0,1.0,1.3,1.0,2.0,26.0,50.0,12.0,5.0,8.0,,
2020-04-25,22.1,19.94,24.27,53.96,50.63,58.2,8.04,5.87,9.89,7.77,6.26,8.92,7.17,6.42,7.82,1.0,1.0,1.0,1.31,1.0,2.0,,,,,,,
2020-04-26,22.06,19.93,24.22,54.06,50.78,58.27,8.0,5.85,9.86,7.76,6.26,8.92,7.15,6.36,7.8,1.0,1.0,1.0,1.32,1.0,2.0,,,,,,,
2020-04-27,22.03,19.91,24.18,54.16,50.86,58.38,7.97,5.84,9.85,7.74,6.26,8.93,7.12,6.29,7.77,1.0,1.0,1.0,1.32,1.0,2.0,,,,,,,
2020-04-28,22.0,19.91,24.14,54.25,50.89,58.47,7.94,5.82,9.85,7.72,6.24,8.94,7.09,6.23,7.73,1.0,1.0,1.0,1.33,1.0,2.0,,,,,,,
2020-04-29,21.97,19.9,24.09,54.35,50.92,58.56,7.91,5.81,9.81,7.71,6.21,8.95,7.06,6.18,7.7,1.0,1.0,1.0,1.34,1.0,2.0,,,,,,,
2020-04-30,21.95,19.89,24.03,54.44,50.95,58.65,7.87,5.79,9.76,7.69,6.17,8.93,7.03,6.13,7.68,1.0,1.0,1.0,1.35,1.0,2.0,,,,,,,
2020-05-01,21.93,19.88,23.97,54.54,50.98,58.74,7.84,5.76,9.72,7.67,6.13,8.91,7.0,6.08,7.65,1.0,1.0,1.0,1.36,1.0,2.0,,,,,,,
2020-05-02,21.91,19.88,23.92,54.63,51.05,58.82,7.81,5.72,9.67,7.66,6.11,8.88,6.96,6.02,7.62,1.0,1.0,1.0,1.36,1.0,2.0,,,,,,,
2020-05-03,21.9,19.87,23.87,54.72,51.12,58.89,7.78,5.69,9.62,7.64,6.1,8.86,6.93,5.97,7.59,1.0,1.0,1.0,1.37,1.0,2.0,,,,,,,
2020-05-04,21.88,19.9,23.86,54.81,51.3,58.96,7.75,5.66,9.58,7.62,6.09,8.84,6.89,5.92,7.55,1.0,1.0,1.0,1.38,1.0,2.0,,,,,,,
2020-05-05,21.87,19.91,23.85,54.91,51.35,59.03,7.72,5.62,9.55,7.61,6.08,8.82,6.86,5.89,7.52,1.0,1.0,1.0,1.39,1.0,2.0,,,,,,,
2020-05-06,21.86,19.96,23.81,55.0,51.46,59.1,7.69,5.59,9.51,7.59,6.06,8.79,6.82,5.85,7.51,1.0,1.0,1.0,1.39,1.0,2.0,19.0,53.0,9.0,12.0,6.0,,1.0
2020-05-07,21.85,19.98,23.82,55.09,51.57,59.12,7.66,5.52,9.48,7.57,6.04,8.77,6.78,5.8,7.46,1.0,1.0,1.0,1.4,1.0,2.0,,,,,,,
2020-05-08,21.84,19.99,23.82,55.17,51.59,59.14,7.63,5.44,9.47,7.55,6.02,8.74,6.74,5.74,7.44,1.0,1.0,1.0,1.41,1.0,2.0,,,,,,,
2020-05-09,21.83,19.98,23.79,55.26,51.6,59.24,7.6,5.39,9.45,7.54,6.0,8.71,6.71,5.69,7.41,1.0,1.0,1.0,1.42,1.0,2.0,,,,,,,
2020-05-10,21.83,20.02,23.77,55.35,51.67,59.33,7.58,5.38,9.35,7.52,5.99,8.7,6.67,5.64,7.39,1.0,1.0,1.0,1.42,1.01,2.0,,,,,,,
2020-05-11,21.82,20.07,23.77,55.43,51.8,59.37,7.55,5.36,9.34,7.51,6.0,8.69,6.63,5.59,7.39,1.0,1.0,1.0,1.43,1.01,2.0,,,,,,,
2020-05-12,21.81,20.06,23.77,55.51,51.92,59.4,7.53,5.35,9.32,7.49,6.01,8.68,6.59,5.54,7.38,1.0,1.0,1.0,1.44,1.01,2.0,,,,,,,
2020-05-13,21.81,20.11,23.77,55.6,52.06,59.44,7.5,5.35,9.31,7.48,6.02,8.67,6.55,5.49,7.34,1.0,1.0,1.0,1.45,1.01,2.0,,,,,,,
2020-05-14,21.8,20.12,23.79,55.68,52.2,59.47,7.48,5.34,9.28,7.46,6.04,8.65,6.51,5.44,7.33,1.0,1.0,1.0,1.45,1.01,2.0,,,,,,,
2020-05-15,21.79,20.09,23.78,55.76,52.24,59.51,7.46,5.3,9.27,7.45,6.05,8.64,6.47,5.39,7.31,1.0,1.0,1.0,1.46,1.02,2.0,,,,,,,
2020-05-16,21.78,20.05,23.73,55.84,52.26,59.54,7.44,5.27,9.27,7.43,6.05,8.63,6.43,5.3,7.31,1.0,1.0,1.0,1.47,1.02,2.0,,,,,,,
2020-05-17,21.77,20.03,23.71,55.92,52.28,59.58,7.42,5.26,9.25,7.42,6.06,8.62,6.39,5.22,7.31,1.0,1.0,1.0,1.48,1.02,2.0,,,,,,,
2020-05-18,21.76,20.03,23.71,56.0,52.3,59.67,7.4,5.25,9.22,7.41,6.07,8.61,6.35,5.17,7.3,1.0,1.0,1.0,1.48,1.02,2.0,,,,,,,
2020-05-19,21.74,20.02,23.74,56.07,52.34,59.7,7.38,5.26,9.18,7.4,6.08,8.6,6.31,5.12,7.29,1.0,1.0,1.0,1.49,1.02,1.99,20.0,60.0,7.0,6.0,8.0,,
2020-05-20,21.73,20.0,23.76,56.15,52.36,59.73,7.37,5.23,9.19,7.39,6.06,8.6,6.27,5.07,7.28,1.0,1.0,1.0,1.5,1.03,1.99,,,,,,,
2020-05-21,21.71,19.97,23.78,56.23,52.39,59.78,7.35,5.21,9.18,7.38,6.05,8.6,6.23,5.0,7.26,1.0,1.0,1.0,1.51,1.03,1.99,,,,,,,
2020-05-22,21.69,19.93,23.8,56.3,52.42,59.87,7.34,5.18,9.16,7.37,6.04,8.61,6.19,4.93,7.24,1.0,1.0,1.0,1.51,1.04,1.98,,,,,,,
2020-05-23,21.66,19.9,23.82,56.38,52.48,59.94,7.33,5.18,9.14,7.37,6.03,8.63,6.15,4.86,7.22,1.0,1.0,1.0,1.52,1.04,1.98,,,,,,,
2020-05-24,21.63,19.83,23.75,56.45,52.54,59.96,7.32,5.15,9.16,7.36,6.02,8.64,6.11,4.79,7.2,1.0,1.0,1.0,1.53,1.04,1.97,,,,,,,
2020-05-25,21.6,19.77,23.62,56.53,52.6,59.98,7.32,5.16,9.16,7.36,6.01,8.66,6.07,4.73,7.17,1.0,1.0,1.0,1.53,1.04,1.96,,,,,,,
2020-05-26,21.57,19.73,23.53,56.6,52.66,59.98,7.31,5.15,9.18,7.36,6.01,8.68,6.03,4.67,7.15,1.0,1.0,1.0,1.54,1.05,1.95,18.0,65.0,3.0,7.0,7.0,1.0,
2020-05-27,21.53,19.69,23.52,56.67,52.77,59.99,7.31,5.14,9.2,7.37,6.02,8.67,5.99,4.62,7.13,1.0,1.0,1.0,1.54,1.05,1.94,,,,,,,
2020-05-28,21.49,19.64,23.5,56.74,52.88,60.03,7.31,5.15,9.2,7.37,6.06,8.67,5.95,4.58,7.11,1.0,1.0,1.01,1.55,1.05,1.93,,,,,,,
2020-05-29,21.44,19.55,23.49,56.82,53.01,60.1,7.31,5.19,9.21,7.38,6.07,8.69,5.91,4.55,7.1,1.0,1.0,1.01,1.55,1.05,1.92,,,,,,,
2020-05-30,21.39,19.45,23.47,56.89,53.08,60.15,7.31,5.22,9.24,7.39,6.07,8.72,5.88,4.52,7.08,1.0,1.0,1.02,1.56,1.06,1.91,19.0,54.0,4.0,10.0,7.0,,2.0
2020-05-31,21.33,19.35,23.45,56.96,53.11,60.25,7.31,5.24,9.24,7.41,6.16,8.73,5.84,4.49,7.06,1.01,1.0,1.03,1.56,1.06,1.9,,,,,,,
2020-06-01,21.27,19.29,23.43,57.03,53.15,60.29,7.31,5.24,9.28,7.42,6.19,8.8,5.81,4.46,7.06,1.01,1.0,1.05,1.56,1.07,1.89,,,,,,,
2020-06-02,21.21,19.25,23.37,57.1,53.25,60.32,7.32,5.22,9.36,7.44,6.2,8.89,5.77,4.43,7.05,1.01,1.0,1.07,1.56,1.07,1.89,,,,,,,
2020-06-03,21.14,19.15,23.34,57.16,53.33,60.32,7.32,5.18,9.43,7.46,6.21,9.01,5.74,4.41,7.04,1.02,1.0,1.09,1.57,1.08,1.89,,,,,,,
2020-06-04,21.07,19.04,23.29,57.23,53.41,60.33,7.33,5.18,9.47,7.48,6.2,8.98,5.71,4.39,7.03,1.02,1.0,1.12,1.57,1.08,1.88,,,,,,,
2020-06-05,21.0,18.94,23.21,57.3,53.5,60.35,7.33,5.2,9.47,7.51,6.18,9.04,5.68,4.37,7.02,1.03,1.0,1.15,1.57,1.09,1.87,,,,,,,
2020-06-06,20.92,18.78,23.12,57.36,53.58,60.45,7.34,5.29,9.45,7.53,6.17,9.12,5.66,4.35,7.0,1.03,1.0,1.18,1.57,1.1,1.85,,,,,,,
2020-06-07,20.84,18.64,23.07,57.42,53.66,60.44,7.35,5.33,9.42,7.56,6.25,9.19,5.63,4.34,6.99,1.04,1.0,1.22,1.57,1.1,1.84,,,,,,,
2020-06-08,20.76,18.5,23.03,57.48,53.74,60.42,7.36,5.3,9.39,7.59,6.24,9.26,5.6,4.33,6.98,1.05,1.0,1.25,1.57,1.11,1.84,,,,,,,
2020-06-09,20.68,18.42,22.98,57.54,53.83,60.4,7.38,5.34,9.37,7.62,6.23,9.33,5.58,4.34,6.96,1.06,1.0,1.29,1.57,1.11,1.83,,,,,,,
2020-06-10,20.59,18.33,22.93,57.59,53.9,60.38,7.39,5.35,9.37,7.65,6.25,9.39,5.56,4.34,6.95,1.07,1.0,1.32,1.57,1.12,1.83,,,,,,,
2020-06-11,20.51,18.27,22.87,57.64,53.96,60.35,7.41,5.39,9.38,7.68,6.29,9.44,5.54,4.32,6.94,1.07,1.0,1.36,1.57,1.13,1.83,,,,,,,
2020-06-12,20.42,18.17,22.79,57.69,54.05,60.37,7.43,5.39,9.42,7.71,6.29,9.56,5.52,4.28,6.92,1.08,1.0,1.39,1.57,1.13,1.83,19.0,60.0,11.0,3.0,5.0,1.0,
2020-06-13,20.33,18.09,22.72,57.73,54.1,60.42,7.45,5.38,9.49,7.74,6.31,9.64,5.51,4.26,6.89,1.09,1.0,1.42,1.57,1.14,1.82,,,,,,,
2020-06-14,20.24,17.99,22.67,57.77,54.13,60.48,7.47,5.4,9.55,7.77,6.33,9.71,5.49,4.24,6.9,1.1,1.0,1.45,1.57,1.14,1.82,,,,,,,
2020-06-15,20.15,17.87,22.64,57.81,54.18,60.52,7.5,5.4,9.61,7.8,6.35,9.79,5.48,4.26,6.89,1.11,1.0,1.49,1.56,1.14,1.82,,,,,,,
2020-06-16,20.06,17.82,22.57,57.84,54.22,60.55,7.52,5.43,9.68,7.83,6.35,9.86,5.47,4.25,6.88,1.12,1.0,1.53,1.56,1.16,1.82,,,,,,,
2020-06-17,19.97,17.7,22.51,57.87,54.26,60.59,7.55,5.46,9.76,7.86,6.36,9.89,5.46,4.24,6.88,1.13,1.0,1.57,1.56,1.16,1.82,,,,,,,
2020-06-18,19.88,17.49,22.44,57.89,54.33,60.64,7.59,5.5,9.8,7.89,6.36,9.93,5.45,4.26,6.88,1.14,1.0,1.6,1.56,1.17,1.82,,,,,,,
