date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Ukip,Ukip (low),Ukip (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,44.0,32.0,12.0,,3.0,,,2.0
2019-12-16,44.0,44.0,44.0,32.0,32.0,32.0,12.0,12.0,12.0,,,,3.0,3.0,3.0,,,,,,,2.0,2.0,2.0,,,,,,,,
2019-12-17,44.0,44.0,49.0,32.0,29.0,32.0,12.0,10.0,12.0,,,,3.0,3.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,
2019-12-18,44.01,44.0,49.0,31.99,29.0,32.0,11.99,10.0,12.0,,,,3.0,3.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,
2019-12-19,44.05,44.0,49.0,31.97,29.0,32.0,11.98,10.0,12.0,,,,3.01,3.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,
2019-12-20,44.1,44.0,49.0,31.94,29.0,32.0,11.96,10.0,12.0,,,,3.02,3.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,
2019-12-21,44.18,44.0,49.0,31.89,29.0,32.0,11.93,10.0,12.0,,,,3.04,3.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,
2019-12-22,44.28,44.0,48.99,31.83,29.01,32.6,11.89,10.0,12.0,,,,3.06,3.0,4.0,,,,,,,2.0,2.0,2.01,,,,,,,,
2019-12-23,44.41,44.0,49.0,31.76,29.0,33.0,11.83,10.0,12.0,,,,3.08,3.0,4.0,,,,,,,2.0,2.0,3.0,,,,,,,,
2019-12-24,44.56,44.0,48.99,31.67,29.0,32.76,11.76,9.93,12.0,,,,3.11,3.0,4.02,,,,,,,2.01,1.99,2.87,,,,,,,,
2019-12-25,44.73,44.01,48.96,31.58,29.02,32.32,11.67,9.8,11.98,,,,3.15,3.01,4.09,,,,,,,2.02,1.96,2.63,,,,,,,,
2019-12-26,44.92,44.03,48.91,31.48,29.04,32.08,11.55,9.68,11.95,,,,3.2,3.02,4.19,,,,,,,2.02,1.91,2.47,,,,,,,,
2019-12-27,45.14,44.06,48.86,31.38,29.08,32.06,11.42,9.6,11.91,,,,3.27,3.04,4.3,,,,,,,2.03,1.86,2.38,,,,,,,,
2019-12-28,45.35,44.1,48.8,31.28,29.11,32.09,11.27,9.57,11.85,,,,3.34,3.07,4.39,,,,,,,2.04,1.8,2.37,,,,,,,,
2019-12-29,45.57,44.15,48.74,31.18,29.15,32.07,11.12,9.55,11.78,,,,3.42,3.11,4.46,,,,,,,2.04,1.75,2.34,,,,,,,,
2019-12-30,45.78,44.21,48.69,31.09,29.18,32.08,10.97,9.5,11.7,,,,3.49,3.15,4.52,,,,,,,2.05,1.73,2.29,,,,,,,,
2019-12-31,45.97,44.28,48.73,31.0,29.21,32.08,10.83,9.41,11.61,,,,3.57,3.19,4.57,,,,,,,2.05,1.7,2.31,,,,,,,,
2020-01-01,46.14,44.35,48.69,30.93,29.24,32.06,10.7,9.36,11.5,,,,3.65,3.24,4.73,,,,,,,2.05,1.68,2.33,,,,,,,,
2020-01-02,46.3,44.44,48.66,30.86,29.27,32.05,10.58,9.33,11.4,,,,3.72,3.29,4.75,,,,,,,2.05,1.66,2.36,,,,,,,,
2020-01-03,46.45,44.54,48.63,30.79,29.29,32.02,10.47,9.32,11.27,,,,3.79,3.33,4.78,,,,,,,2.05,1.64,2.37,,,,,,,,
2020-01-04,46.58,44.62,48.63,30.73,29.31,31.98,10.37,9.31,11.14,,,,3.86,3.35,5.0,,,,,,,2.05,1.6,2.41,,,,,,,,
2020-01-05,46.69,44.79,48.6,30.66,29.33,31.93,10.28,9.3,11.01,,,,3.92,3.4,5.0,,,,,,,2.04,1.57,2.43,,,,,,,,
2020-01-06,46.8,44.84,48.57,30.61,29.35,31.82,10.19,9.25,10.88,,,,3.99,3.44,5.0,,,,,,,2.04,1.54,2.44,,,,,,,,
2020-01-07,46.89,44.93,48.54,30.56,29.37,31.76,10.12,9.22,10.77,,,,4.05,3.46,5.01,,,,,,,2.04,1.53,2.45,,,,,,,,
2020-01-08,46.97,45.04,48.5,30.51,29.39,31.74,10.04,9.16,10.67,,,,4.1,3.48,5.01,,,,,,,2.03,1.52,2.45,,,,,,,,
2020-01-09,47.04,45.14,48.48,30.47,29.39,31.73,9.98,9.14,10.57,,,,4.15,3.52,5.0,,,,,,,2.03,1.5,2.46,,,,,,,,
2020-01-10,47.1,45.25,48.45,30.43,29.41,31.7,9.91,9.06,10.5,,,,4.2,3.55,5.0,,,,,,,2.03,1.47,2.45,,,,,,,,
2020-01-11,47.16,45.37,48.43,30.4,29.42,31.67,9.85,8.88,10.47,,,,4.24,3.59,5.0,,,,,,,2.03,1.46,2.45,,,,,,,,
2020-01-12,47.2,45.49,48.45,30.37,29.41,31.65,9.8,8.78,10.44,,,,4.28,3.63,5.0,,,,,,,2.02,1.46,2.45,,,,,,,,
2020-01-13,47.24,45.59,48.48,30.35,29.35,31.6,9.75,8.73,10.35,,,,4.32,3.67,5.0,,,,,,,2.02,1.46,2.45,,,,,,,,
2020-01-14,47.27,45.63,48.49,30.34,29.33,31.53,9.7,8.71,10.29,,,,4.35,3.71,4.99,,,,,,,2.02,1.46,2.45,,,,,,,,
2020-01-15,47.29,45.76,48.54,30.33,29.34,31.49,9.66,8.65,10.27,,,,4.37,3.74,4.98,,,,,,,2.02,1.47,2.45,,,,,,,,
2020-01-16,47.3,45.85,48.55,30.32,29.32,31.45,9.62,8.61,10.26,,,,4.39,3.78,4.98,,,,,,,2.03,1.48,2.45,,,,,,,,
2020-01-17,47.31,45.9,48.53,30.32,29.31,31.41,9.58,8.57,10.25,,,,4.41,3.8,4.99,,,,,,,2.03,1.49,2.45,,,,,,,,
2020-01-18,47.32,45.95,48.5,30.32,29.32,31.38,9.55,8.53,10.22,,,,4.42,3.81,5.0,,,,,,,2.03,1.51,2.44,,,,,,,,
2020-01-19,47.32,46.01,48.51,30.32,29.33,31.37,9.53,8.49,10.18,,,,4.43,3.82,5.01,,,,,,,2.04,1.53,2.44,,,,,,,,
2020-01-20,47.32,46.06,48.48,30.33,29.33,31.4,9.5,8.45,10.15,,,,4.43,3.83,5.0,,,,,,,2.04,1.54,2.44,,,,,,,,
2020-01-21,47.32,46.11,48.43,30.33,29.33,31.42,9.48,8.42,10.14,,,,4.44,3.83,4.99,,,,,,,2.05,1.56,2.44,,,,,,,,
2020-01-22,47.31,46.16,48.39,30.34,29.36,31.43,9.46,8.39,10.12,,,,4.44,3.84,4.99,,,,,,,2.06,1.58,2.44,,,,,,,,
2020-01-23,47.31,46.21,48.35,30.35,29.37,31.44,9.44,8.35,10.11,,,,4.45,3.84,4.99,,,,,,,2.06,1.59,2.43,,,,,,,,
2020-01-24,47.31,46.25,48.37,30.35,29.35,31.47,9.42,8.32,10.13,,,,4.45,3.85,4.99,,,,,,,2.07,1.61,2.43,,,,,,,,
2020-01-25,47.31,46.27,48.35,30.36,29.38,31.48,9.4,8.31,10.13,0.0,0.0,0.0,4.45,3.85,5.0,4.57,4.18,5.1,0.83,0.52,1.0,2.07,1.63,2.43,49.0,29.0,10.0,0.0,4.0,5.0,1.0,2.0
2020-01-26,47.31,46.3,48.33,30.36,29.41,31.47,9.39,8.29,10.11,0.0,0.0,0.0,4.45,3.86,5.0,4.57,4.17,5.11,0.84,0.53,1.0,2.08,1.65,2.44,,,,,,,,
2020-01-27,47.3,46.32,48.3,30.37,29.42,31.46,9.38,8.28,10.11,0.0,0.0,0.0,4.45,3.86,5.01,4.57,4.17,5.11,0.84,0.54,1.0,2.09,1.66,2.44,,,,,,,,
2020-01-28,47.3,46.35,48.26,30.37,29.43,31.44,9.37,8.29,10.1,0.0,0.0,0.01,4.45,3.87,5.01,4.57,4.17,5.1,0.84,0.55,1.0,2.09,1.68,2.45,,,,,,,,
2020-01-29,47.29,46.37,48.23,30.37,29.43,31.42,9.36,8.29,10.09,0.01,0.0,0.02,4.46,3.87,5.01,4.57,4.17,5.1,0.84,0.55,1.0,2.1,1.7,2.45,,,,,,,,
2020-01-30,47.28,46.38,48.21,30.37,29.43,31.41,9.35,8.29,10.11,0.01,0.0,0.03,4.46,3.88,5.01,4.56,4.15,5.11,0.85,0.55,1.0,2.11,1.71,2.46,44.0,33.0,10.0,0.0,3.0,5.0,0.0,3.0
2020-01-31,47.28,46.39,48.17,30.36,29.43,31.41,9.35,8.27,10.11,0.02,0.0,0.05,4.46,3.92,5.01,4.56,4.14,5.09,0.85,0.56,1.0,2.12,1.72,2.46,,,,,,,,
2020-02-01,47.27,46.41,48.14,30.35,29.43,31.41,9.36,8.26,10.12,0.02,0.0,0.07,4.46,3.93,5.0,4.55,4.13,5.09,0.85,0.56,1.0,2.12,1.73,2.47,48.0,30.0,9.5,0.0,5.0,4.0,1.0,1.5
2020-02-02,47.26,46.43,48.12,30.34,29.42,31.41,9.36,8.27,10.12,0.03,0.0,0.09,4.46,3.94,5.0,4.54,4.1,5.09,0.86,0.57,1.0,2.13,1.74,2.47,,,,,,,,
2020-02-03,47.26,46.44,48.1,30.33,29.41,31.4,9.37,8.28,10.12,0.04,0.0,0.12,4.46,3.93,4.99,4.53,4.08,5.07,0.86,0.58,1.0,2.13,1.74,2.48,,,,,,,,
2020-02-04,47.25,46.47,48.08,30.31,29.4,31.37,9.38,8.29,10.12,0.05,0.0,0.14,4.45,3.94,4.98,4.51,4.06,5.04,0.86,0.58,1.0,2.14,1.75,2.48,,,,,,,,
2020-02-05,47.25,46.49,48.06,30.3,29.4,31.33,9.39,8.31,10.13,0.06,0.0,0.17,4.45,3.95,4.97,4.5,4.05,5.03,0.86,0.59,1.0,2.14,1.75,2.49,,,,,,,,
2020-02-06,47.25,46.5,48.05,30.28,29.37,31.28,9.41,8.32,10.15,0.07,0.0,0.2,4.45,3.94,4.96,4.49,4.05,5.03,0.86,0.59,1.0,2.14,1.75,2.49,,,,,,,,
2020-02-07,47.26,46.49,48.04,30.26,29.35,31.23,9.42,8.33,10.18,0.08,0.0,0.23,4.44,3.88,4.95,4.47,4.04,5.01,0.87,0.61,1.0,2.14,1.75,2.49,,,,,,,,
2020-02-08,47.27,46.51,48.04,30.24,29.33,31.19,9.44,8.35,10.2,0.1,0.0,0.26,4.44,3.86,4.95,4.46,4.05,5.01,0.87,0.62,1.0,2.14,1.75,2.49,,,,,,,,
2020-02-09,47.28,46.52,48.04,30.22,29.32,31.16,9.45,8.37,10.22,0.11,0.0,0.28,4.44,3.86,4.99,4.45,4.04,5.01,0.87,0.62,1.0,2.14,1.75,2.49,48.0,28.0,10.0,0.0,6.0,4.0,1.0,2.0
2020-02-10,47.3,46.6,48.05,30.2,29.29,31.11,9.46,8.42,10.22,0.12,0.0,0.31,4.43,3.86,5.02,4.43,4.04,5.01,0.87,0.63,1.0,2.14,1.76,2.5,,,,,,,,
2020-02-11,47.32,46.62,48.07,30.18,29.29,31.06,9.48,8.48,10.22,0.13,0.0,0.33,4.43,3.85,5.03,4.42,4.03,5.0,0.87,0.64,1.0,2.14,1.75,2.51,,,,,,,,
2020-02-12,47.34,46.59,48.13,30.15,29.28,31.05,9.49,8.48,10.22,0.14,0.0,0.35,4.42,3.82,5.04,4.41,4.03,4.98,0.86,0.64,1.0,2.14,1.76,2.5,,,,,,,,
2020-02-13,47.37,46.59,48.2,30.13,29.27,31.06,9.5,8.49,10.22,0.15,0.0,0.37,4.41,3.82,5.04,4.4,4.01,4.96,0.86,0.65,1.0,2.14,1.76,2.49,47.0,32.0,7.0,0.0,4.0,6.0,1.0,2.0
2020-02-14,47.39,46.66,48.25,30.11,29.26,31.06,9.51,8.53,10.2,0.16,0.0,0.38,4.41,3.81,5.06,4.39,3.99,4.95,0.86,0.65,1.0,2.14,1.76,2.49,,,,,,,,
2020-02-15,47.42,46.64,48.27,30.09,29.25,31.04,9.52,8.56,10.19,0.18,0.0,0.4,4.4,3.78,5.07,4.38,3.98,4.95,0.86,0.64,1.0,2.14,1.77,2.5,,,,,,,,
2020-02-16,47.46,46.68,48.31,30.07,29.24,30.98,9.53,8.53,10.2,0.19,0.0,0.42,4.4,3.77,5.09,4.37,3.97,4.95,0.86,0.64,1.0,2.14,1.77,2.51,,,,,,,,
2020-02-17,47.49,46.67,48.36,30.05,29.23,30.95,9.53,8.54,10.21,0.2,0.0,0.43,4.39,3.77,5.09,4.36,3.96,4.95,0.85,0.64,1.0,2.14,1.77,2.52,,,,,,,,
2020-02-18,47.53,46.63,48.4,30.03,29.22,30.94,9.53,8.56,10.22,0.21,0.0,0.45,4.39,3.77,5.11,4.36,3.95,4.95,0.85,0.64,1.0,2.14,1.77,2.52,,,,,,,,
2020-02-19,47.57,46.58,48.47,30.01,29.2,30.93,9.54,8.58,10.21,0.22,0.0,0.45,4.38,3.77,5.13,4.35,3.93,4.95,0.85,0.64,1.0,2.14,1.77,2.52,47.0,31.0,9.0,0.0,4.0,4.0,1.0,3.0
2020-02-20,47.62,46.58,48.54,29.99,29.19,30.85,9.53,8.6,10.22,0.23,0.0,0.47,4.37,3.75,5.13,4.34,3.92,4.95,0.85,0.65,1.0,2.14,1.77,2.52,,,,,,,,
2020-02-21,47.67,46.58,48.64,29.97,29.18,30.86,9.53,8.61,10.23,0.24,0.0,0.48,4.36,3.72,5.13,4.34,3.89,4.96,0.85,0.65,1.0,2.14,1.76,2.52,,,,,,,,
2020-02-22,47.73,46.62,48.76,29.94,29.17,30.85,9.52,8.62,10.21,0.25,0.01,0.49,4.35,3.69,5.13,4.34,3.86,4.98,0.84,0.64,1.0,2.13,1.72,2.54,,,,,,,,
2020-02-23,47.8,46.64,48.93,29.91,29.15,30.83,9.51,8.53,10.17,0.26,0.01,0.51,4.34,3.65,5.15,4.33,3.85,4.98,0.84,0.64,1.0,2.13,1.72,2.55,,,,,,,,
2020-02-24,47.87,46.64,49.13,29.88,29.14,30.79,9.49,8.52,10.17,0.28,0.02,0.55,4.32,3.62,5.15,4.33,3.86,4.98,0.84,0.64,1.0,2.13,1.72,2.54,,,,,,,,
2020-02-25,47.96,46.71,49.33,29.85,29.12,30.72,9.47,8.48,10.15,0.29,0.02,0.58,4.3,3.59,5.15,4.33,3.86,4.98,0.84,0.64,1.0,2.12,1.71,2.53,,,,,,,,
2020-02-26,48.06,46.77,49.54,29.81,29.1,30.65,9.44,8.47,10.13,0.31,0.03,0.6,4.28,3.56,5.14,4.33,3.85,4.98,0.84,0.64,1.0,2.11,1.7,2.52,,,,,,,,
2020-02-27,48.18,46.77,49.7,29.77,29.06,30.61,9.4,8.45,10.09,0.32,0.04,0.61,4.26,3.52,5.12,4.33,3.86,4.98,0.84,0.63,1.0,2.1,1.68,2.54,,,,,,,,
2020-02-28,48.3,46.87,49.79,29.72,28.99,30.57,9.36,8.36,10.06,0.34,0.05,0.63,4.24,3.47,5.09,4.33,3.86,4.98,0.84,0.63,1.0,2.09,1.64,2.55,,,,,,,,
2020-02-29,48.44,46.91,50.01,29.67,28.97,30.53,9.31,8.31,10.06,0.36,0.07,0.65,4.21,3.42,5.07,4.34,3.82,4.98,0.84,0.62,1.0,2.08,1.63,2.54,,,,,,,,
2020-03-01,48.59,47.01,50.22,29.62,28.95,30.49,9.26,8.17,10.01,0.37,0.08,0.68,4.19,3.39,5.04,4.34,3.83,4.96,0.84,0.63,1.0,2.06,1.59,2.51,,,,,,,,
2020-03-02,48.74,47.06,50.44,29.57,28.9,30.43,9.21,8.06,9.96,0.39,0.1,0.7,4.16,3.37,5.05,4.35,3.85,4.95,0.84,0.63,1.0,2.04,1.56,2.51,,,,,,,,
2020-03-03,48.89,47.15,50.65,29.52,28.84,30.37,9.15,8.01,9.92,0.4,0.12,0.71,4.13,3.35,5.04,4.36,3.88,4.93,0.84,0.62,1.0,2.02,1.53,2.51,,,,,,,,
2020-03-04,49.05,47.23,50.85,29.47,28.8,30.27,9.09,7.96,9.9,0.42,0.13,0.73,4.11,3.34,5.02,4.37,3.9,4.92,0.84,0.62,1.0,2.0,1.49,2.51,45.0,28.0,11.0,1.0,6.0,3.0,1.0,3.0
2020-03-05,49.2,47.38,50.98,29.42,28.74,30.2,9.02,7.9,9.85,0.43,0.16,0.74,4.09,3.34,5.01,4.38,3.92,4.91,0.84,0.6,1.0,1.98,1.47,2.5,,,,,,,,
2020-03-06,49.35,47.54,51.1,29.37,28.72,30.1,8.96,7.84,9.81,0.45,0.17,0.76,4.07,3.34,5.0,4.39,3.94,4.87,0.84,0.58,1.0,1.96,1.42,2.5,,,,,,,,
2020-03-07,49.49,47.7,51.3,29.32,28.69,30.02,8.9,7.71,9.79,0.46,0.19,0.76,4.05,3.31,5.0,4.39,3.98,4.86,0.84,0.58,1.0,1.93,1.4,2.51,50.0,29.0,11.0,1.0,2.0,4.0,1.0,1.0
2020-03-08,49.63,47.84,51.29,29.28,28.68,29.96,8.84,7.61,9.75,0.47,0.2,0.78,4.03,3.33,4.95,4.4,4.0,4.84,0.83,0.57,1.0,1.91,1.38,2.52,,,,,,,,
2020-03-09,49.75,47.98,51.47,29.24,28.68,29.9,8.79,7.6,9.71,0.48,0.22,0.78,4.02,3.34,4.93,4.41,4.0,4.83,0.83,0.57,1.0,1.88,1.35,2.52,,,,,,,,
2020-03-10,49.87,48.16,51.58,29.21,28.68,29.87,8.73,7.56,9.69,0.49,0.23,0.79,4.01,3.35,4.9,4.42,4.01,4.81,0.82,0.56,1.0,1.85,1.31,2.5,,,,,,,,
2020-03-11,49.99,48.26,51.59,29.19,28.69,29.8,8.68,7.55,9.64,0.5,0.25,0.79,4.0,3.35,4.88,4.42,4.01,4.79,0.82,0.55,1.0,1.82,1.29,2.5,,,,,,,,
2020-03-12,50.11,48.41,51.61,29.17,28.69,29.73,8.63,7.52,9.58,0.51,0.27,0.79,4.0,3.24,4.87,4.43,4.02,4.79,0.81,0.55,1.0,1.79,1.27,2.46,,,,,,,,
2020-03-13,50.22,48.57,51.72,29.16,28.7,29.73,8.57,7.47,9.52,0.51,0.27,0.78,3.99,3.28,4.86,4.44,4.03,4.79,0.8,0.54,1.0,1.76,1.24,2.41,,,,,,,,
2020-03-14,50.33,48.65,51.8,29.15,28.71,29.68,8.52,7.44,9.49,0.51,0.27,0.78,3.98,3.25,4.84,4.44,4.05,4.78,0.8,0.54,1.0,1.73,1.2,2.4,52.0,30.0,9.0,0.0,4.0,5.0,0.0,
2020-03-15,50.44,48.76,51.85,29.15,28.72,29.69,8.47,7.4,9.45,0.52,0.26,0.76,3.97,3.24,4.77,4.45,4.06,4.78,0.79,0.53,1.0,1.7,1.2,2.36,,,,,,,,
2020-03-16,50.54,48.87,51.92,29.16,28.76,29.7,8.42,7.39,9.41,0.52,0.28,0.75,3.96,3.24,4.69,4.45,4.08,4.77,0.78,0.53,1.0,1.66,1.17,2.31,,,,,,,,
2020-03-17,50.64,49.04,52.01,29.17,28.76,29.7,8.38,7.38,9.36,0.51,0.29,0.74,3.95,3.25,4.67,4.46,4.09,4.78,0.78,0.52,0.99,1.63,1.17,2.27,,,,,,,,
2020-03-18,50.73,49.13,52.15,29.19,28.79,29.71,8.33,7.37,9.29,0.51,0.29,0.73,3.94,3.26,4.64,4.47,4.11,4.77,0.77,0.52,0.98,1.6,1.15,2.23,,,,,,,,
2020-03-19,50.81,49.24,52.28,29.21,28.79,29.73,8.28,7.36,9.24,0.51,0.29,0.73,3.93,3.26,4.61,4.47,4.12,4.77,0.76,0.51,0.97,1.57,1.12,2.17,,,,,,,,
2020-03-20,50.89,49.31,52.32,29.25,28.81,29.8,8.24,7.36,9.18,0.51,0.3,0.72,3.92,3.26,4.58,4.48,4.14,4.77,0.75,0.52,0.96,1.54,1.1,2.13,,,,,,,,
2020-03-21,50.96,49.4,52.42,29.29,28.83,29.86,8.19,7.31,9.13,0.5,0.3,0.71,3.91,3.26,4.56,4.49,4.16,4.76,0.75,0.51,0.95,1.51,1.08,2.08,,,,,,,,
2020-03-22,51.03,49.48,52.41,29.33,28.86,29.91,8.15,7.3,9.07,0.5,0.3,0.71,3.9,3.25,4.53,4.5,4.18,4.76,0.74,0.5,0.95,1.48,1.06,2.03,,,,,,,,
2020-03-23,51.08,49.55,52.48,29.38,28.89,29.95,8.1,7.31,9.0,0.49,0.29,0.7,3.89,3.28,4.49,4.51,4.2,4.76,0.73,0.5,0.94,1.46,1.04,1.96,,,,,,,,
2020-03-24,51.13,49.62,52.47,29.44,28.93,30.04,8.06,7.3,8.93,0.48,0.28,0.68,3.88,3.29,4.47,4.51,4.22,4.76,0.72,0.5,0.94,1.43,1.03,1.9,,,,,,,,
2020-03-25,51.17,49.71,52.44,29.49,28.94,30.09,8.01,7.29,8.85,0.48,0.27,0.68,3.87,3.3,4.42,4.52,4.24,4.77,0.72,0.5,0.93,1.41,1.02,1.87,,,,,,,,
2020-03-26,51.21,49.78,52.42,29.55,28.99,30.15,7.97,7.29,8.78,0.47,0.26,0.67,3.86,3.3,4.39,4.53,4.27,4.76,0.71,0.49,0.92,1.38,1.01,1.84,,,,,,,,
2020-03-27,51.24,49.86,52.39,29.61,29.06,30.24,7.92,7.27,8.7,0.46,0.26,0.66,3.85,3.32,4.36,4.54,4.28,4.76,0.7,0.49,0.91,1.36,1.0,1.82,54.0,28.0,6.0,1.0,3.0,5.0,1.0,1.0
2020-03-28,51.27,49.92,52.38,29.68,29.09,30.3,7.88,7.24,8.62,0.46,0.25,0.65,3.84,3.32,4.36,4.55,4.29,4.77,0.7,0.49,0.91,1.34,1.0,1.79,,,,,,,,
2020-03-29,51.29,49.96,52.37,29.74,29.15,30.43,7.84,7.2,8.54,0.45,0.25,0.64,3.83,3.33,4.34,4.55,4.3,4.77,0.69,0.49,0.9,1.33,1.0,1.75,,,,,,,,
2020-03-30,51.31,50.02,52.4,29.8,29.19,30.52,7.79,7.18,8.46,0.45,0.23,0.64,3.83,3.32,4.33,4.56,4.31,4.77,0.69,0.49,0.89,1.31,1.01,1.72,,,,,,,,
2020-03-31,51.32,50.07,52.37,29.86,29.25,30.58,7.75,7.15,8.38,0.44,0.23,0.64,3.82,3.33,4.32,4.57,4.32,4.77,0.69,0.49,0.9,1.3,1.02,1.7,,,,,,,,
2020-04-01,51.33,50.1,52.31,29.93,29.3,30.64,7.71,7.14,8.33,0.44,0.23,0.64,3.82,3.33,4.31,4.58,4.32,4.77,0.68,0.49,0.9,1.29,1.02,1.68,50.5,28.5,8.0,0.0,4.5,4.5,1.0,1.0
2020-04-02,51.34,50.14,52.31,29.99,29.36,30.73,7.67,7.1,8.26,0.43,0.23,0.64,3.82,3.34,4.29,4.58,4.34,4.78,0.68,0.5,0.9,1.28,1.03,1.64,53.0,30.0,7.0,1.0,3.0,5.0,1.0,
2020-04-03,51.34,50.18,52.33,30.05,29.4,30.84,7.62,7.07,8.2,0.43,0.23,0.63,3.82,3.35,4.29,4.59,4.34,4.78,0.68,0.5,0.9,1.28,1.05,1.66,,,,,,,,
2020-04-04,51.34,50.2,52.31,30.11,29.45,30.94,7.58,7.06,8.13,0.42,0.23,0.63,3.82,3.35,4.29,4.59,4.35,4.78,0.68,0.49,0.9,1.28,1.05,1.65,,,,,,,,
2020-04-05,51.33,50.23,52.27,30.16,29.51,30.99,7.54,7.01,8.09,0.42,0.23,0.63,3.82,3.34,4.29,4.6,4.35,4.78,0.68,0.49,0.9,1.28,1.05,1.63,,,,,,,,
2020-04-06,51.31,50.22,52.23,30.22,29.56,31.06,7.51,6.96,8.03,0.42,0.22,0.64,3.82,3.35,4.26,4.6,4.36,4.79,0.69,0.49,0.9,1.29,1.04,1.65,,,,,,,,
2020-04-07,51.3,50.23,52.18,30.28,29.61,31.14,7.47,6.93,7.99,0.41,0.21,0.64,3.82,3.36,4.24,4.61,4.36,4.79,0.69,0.5,0.9,1.29,1.04,1.65,,,,,,,,
2020-04-08,51.27,50.22,52.17,30.33,29.68,31.2,7.44,6.9,7.95,0.41,0.21,0.64,3.82,3.38,4.25,4.61,4.37,4.8,0.69,0.5,0.9,1.31,1.04,1.68,50.5,29.0,7.5,0.5,5.0,5.0,0.0,2.0
2020-04-09,51.24,50.2,52.12,30.39,29.73,31.26,7.41,6.88,7.91,0.41,0.22,0.63,3.82,3.4,4.26,4.61,4.37,4.8,0.69,0.51,0.9,1.32,1.04,1.72,,,,,,,,
2020-04-10,51.21,50.18,52.09,30.45,29.77,31.3,7.39,6.86,7.88,0.41,0.22,0.62,3.83,3.39,4.26,4.61,4.37,4.8,0.7,0.51,0.9,1.34,1.04,1.75,,,,,,,,
2020-04-11,51.16,50.17,52.04,30.51,29.82,31.35,7.37,6.84,7.84,0.41,0.23,0.62,3.83,3.4,4.26,4.61,4.37,4.8,0.7,0.52,0.91,1.36,1.05,1.77,,,,,,,,
2020-04-12,51.12,50.15,51.94,30.57,29.88,31.41,7.35,6.81,7.81,0.41,0.22,0.61,3.83,3.4,4.26,4.61,4.37,4.8,0.7,0.52,0.9,1.38,1.06,1.78,,,,,,,,
2020-04-13,51.06,50.11,51.86,30.63,29.93,31.46,7.33,6.79,7.79,0.41,0.22,0.61,3.83,3.39,4.26,4.61,4.36,4.8,0.7,0.52,0.91,1.4,1.08,1.79,,,,,,,,
2020-04-14,51.01,50.08,51.79,30.7,29.98,31.54,7.31,6.78,7.77,0.41,0.22,0.61,3.83,3.39,4.25,4.61,4.36,4.8,0.7,0.53,0.9,1.42,1.1,1.8,,,,,,,,
2020-04-15,50.95,50.04,51.72,30.76,30.04,31.62,7.3,6.78,7.76,0.41,0.23,0.61,3.82,3.38,4.24,4.6,4.37,4.79,0.7,0.53,0.9,1.44,1.12,1.81,,,,,,,,
2020-04-16,50.88,49.99,51.64,30.84,30.13,31.66,7.29,6.78,7.74,0.41,0.23,0.61,3.82,3.37,4.24,4.6,4.38,4.79,0.7,0.53,0.89,1.46,1.13,1.84,52.0,32.0,7.0,0.5,3.0,4.5,0.5,1.0
2020-04-17,50.81,49.94,51.57,30.91,30.18,31.71,7.27,6.78,7.73,0.41,0.23,0.6,3.82,3.36,4.26,4.6,4.38,4.79,0.7,0.53,0.89,1.49,1.15,1.85,52.0,31.0,8.0,0.0,3.0,4.0,1.0,
2020-04-18,50.74,49.9,51.49,30.99,30.25,31.75,7.26,6.78,7.7,0.41,0.23,0.6,3.81,3.35,4.24,4.6,4.37,4.78,0.69,0.53,0.89,1.51,1.17,1.88,54.0,28.0,9.0,0.0,4.0,4.0,1.0,1.0
2020-04-19,50.67,49.82,51.41,31.07,30.32,31.8,7.25,6.79,7.67,0.41,0.23,0.59,3.81,3.37,4.24,4.6,4.39,4.78,0.69,0.53,0.89,1.53,1.19,1.91,,,,,,,,
2020-04-20,50.58,49.72,51.34,31.16,30.45,31.87,7.24,6.79,7.64,0.41,0.24,0.59,3.81,3.37,4.23,4.6,4.4,4.78,0.69,0.53,0.88,1.55,1.22,1.93,,,,,,,,
2020-04-21,50.49,49.61,51.27,31.26,30.52,31.93,7.23,6.78,7.63,0.41,0.24,0.58,3.8,3.36,4.21,4.6,4.4,4.78,0.68,0.52,0.87,1.57,1.24,1.95,,,,,,,,
2020-04-22,50.39,49.54,51.17,31.37,30.68,32.04,7.22,6.79,7.63,0.41,0.25,0.58,3.8,3.35,4.2,4.59,4.39,4.78,0.67,0.52,0.86,1.59,1.26,1.98,50.0,33.0,7.0,1.0,3.0,5.0,0.0,
2020-04-23,50.27,49.46,51.08,31.48,30.78,32.15,7.21,6.81,7.62,0.41,0.25,0.59,3.79,3.34,4.19,4.59,4.4,4.77,0.67,0.51,0.85,1.61,1.28,1.99,,,,,,,,
