date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Ukip,Ukip (low),Ukip (high),Grn,Grn (low),Grn (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),PC (poll),Reform (poll)
2023-06-19,21.75,19.38,23.25,43.83,42.67,44.88,6.67,5.29,7.71,,,,3.67,3.28,4.0,12.3,10.56,15.49,9.97,9.05,11.02,,,,,,,
2023-06-20,21.75,19.36,23.2,43.8,42.61,44.89,6.69,5.32,7.75,,,,3.66,3.28,4.0,12.32,10.56,15.54,9.98,9.03,11.05,,,,,,,
2023-06-21,21.74,19.37,23.16,43.77,42.57,44.87,6.71,5.34,7.8,,,,3.65,3.27,4.0,12.34,10.59,15.58,9.98,9.0,11.04,,,,,,,
2023-06-22,21.74,19.4,23.16,43.74,42.54,44.84,6.73,5.4,7.83,,,,3.65,3.27,4.0,12.35,10.6,15.63,9.98,9.0,11.02,,,,,,,
2023-06-23,21.73,19.41,23.18,43.7,42.48,44.81,6.75,5.44,7.84,,,,3.64,3.27,4.0,12.37,10.63,15.67,9.98,9.0,11.05,,,,,,,
2023-06-24,21.73,19.37,23.18,43.67,42.4,44.79,6.77,5.46,7.86,,,,3.63,3.26,4.0,12.39,10.65,15.72,9.98,9.0,11.09,,,,,,,
2023-06-25,21.72,19.33,23.17,43.64,42.32,44.77,6.8,5.49,7.87,,,,3.62,3.24,4.0,12.41,10.68,15.73,9.98,9.0,11.1,,,,,,,
2023-06-26,21.72,19.31,23.18,43.6,42.24,44.77,6.82,5.52,7.89,,,,3.62,3.23,4.0,12.43,10.71,15.74,9.98,9.0,11.09,,,,,,,
2023-06-27,21.72,19.37,23.18,43.57,42.17,44.76,6.84,5.55,7.9,,,,3.61,3.23,4.0,12.45,10.74,15.7,9.98,9.0,11.08,,,,,,,
2023-06-28,21.72,19.44,23.19,43.53,42.11,44.74,6.87,5.6,7.92,,,,3.6,3.23,4.0,12.46,10.75,15.66,9.97,9.0,11.08,,,,,,,
2023-06-29,21.71,19.52,23.2,43.49,42.07,44.72,6.89,5.67,7.95,,,,3.6,3.23,4.0,12.48,10.75,15.68,9.97,9.0,11.09,,,,,,,
2023-06-30,21.71,19.5,23.2,43.46,41.99,44.74,6.92,5.75,7.96,,,,3.59,3.22,4.0,12.5,10.76,15.67,9.97,9.0,11.1,,,,,,,
2023-07-01,21.72,19.48,23.19,43.42,41.94,44.75,6.94,5.78,7.99,,,,3.59,3.21,4.0,12.52,10.77,15.62,9.97,8.99,11.11,,,,,,,
2023-07-02,21.72,19.43,23.18,43.39,41.91,44.76,6.97,5.81,8.03,,,,3.58,3.2,4.0,12.53,10.79,15.56,9.97,8.97,11.12,,,,,,,
2023-07-03,21.72,19.43,23.17,43.35,41.88,44.73,7.0,5.85,8.17,,,,3.58,3.21,4.0,12.55,10.8,15.5,9.96,8.93,11.14,,,,,,,
2023-07-04,21.72,19.41,23.17,43.32,41.83,44.72,7.02,5.88,8.19,,,,3.57,3.21,4.0,12.56,10.81,15.46,9.96,8.89,11.15,,,,,,,
2023-07-05,21.72,19.38,23.19,43.28,41.78,44.74,7.05,5.93,8.21,,,,3.57,3.21,4.01,12.57,10.82,15.51,9.95,8.85,11.14,,,,,,,
2023-07-06,21.73,19.36,23.21,43.25,41.74,44.78,7.08,5.97,8.23,,,,3.57,3.19,4.01,12.59,10.81,15.53,9.95,8.82,11.14,,,,,,,
2023-07-07,21.73,19.34,23.22,43.21,41.71,44.81,7.11,6.01,8.25,,,,3.57,3.18,4.01,12.6,10.83,15.48,9.94,8.78,11.14,,,,,,,
2023-07-08,21.74,19.33,23.23,43.18,41.68,44.83,7.14,6.05,8.27,,,,3.57,3.18,4.02,12.6,10.84,15.43,9.93,8.73,11.14,,,,,,,
2023-07-09,21.74,19.31,23.24,43.15,41.65,44.86,7.17,6.09,8.3,,,,3.57,3.17,4.03,12.61,10.84,15.38,9.92,8.69,11.16,,,,,,,
2023-07-10,21.75,19.31,23.25,43.12,41.6,44.88,7.2,6.14,8.32,,,,3.57,3.17,4.04,12.62,10.83,15.32,9.91,8.65,11.15,,,,,,,
2023-07-11,21.76,19.29,23.26,43.08,41.55,44.9,7.23,6.18,8.35,,,,3.57,3.19,4.04,12.62,10.8,15.25,9.9,8.63,11.15,,,,,,,
2023-07-12,21.76,19.29,23.28,43.05,41.49,44.91,7.27,6.23,8.37,,,,3.58,3.21,4.06,12.62,10.78,15.18,9.89,8.62,11.16,,,,,,,
2023-07-13,21.77,19.28,23.29,43.02,41.44,44.93,7.3,6.28,8.39,,,,3.58,3.23,4.07,12.63,10.76,15.15,9.87,8.6,11.16,,,,,,,
2023-07-14,21.78,19.3,23.3,43.0,41.4,44.94,7.33,6.31,8.4,,,,3.59,3.23,4.08,12.63,10.74,15.11,9.86,8.59,11.2,,,,,,,
2023-07-15,21.79,19.32,23.31,42.97,41.37,44.93,7.37,6.36,8.44,,,,3.59,3.23,4.1,12.62,10.72,15.09,9.84,8.58,11.2,,,,,,,
2023-07-16,21.8,19.36,23.32,42.94,41.34,44.93,7.4,6.41,8.46,,,,3.6,3.24,4.11,12.62,10.7,15.06,9.83,8.56,11.2,24.0,46.0,7.0,,3.0,10.0,10.0
2023-07-17,21.81,19.39,23.35,42.92,41.31,44.92,7.44,6.43,8.47,,,,3.61,3.25,4.13,12.62,10.69,15.02,9.81,8.55,11.18,,,,,,,
2023-07-18,21.82,19.46,23.38,42.89,41.29,44.91,7.47,6.46,8.5,,,,3.61,3.26,4.15,12.61,10.69,14.98,9.79,8.5,11.16,,,,,,,
2023-07-19,21.83,19.51,23.39,42.87,41.26,44.9,7.5,6.51,8.52,,,,3.62,3.26,4.18,12.6,10.65,14.96,9.77,8.45,11.11,,,,,,,
2023-07-20,21.84,19.51,23.4,42.85,41.24,44.89,7.54,6.53,8.6,,,,3.63,3.27,4.2,12.6,10.61,14.99,9.75,8.39,11.13,,,,,,,
2023-07-21,21.85,19.52,23.4,42.83,41.22,44.88,7.57,6.54,8.67,,,,3.64,3.27,4.23,12.59,10.57,15.01,9.73,8.36,11.13,,,,,,,
2023-07-22,21.86,19.5,23.41,42.81,41.2,44.87,7.61,6.56,8.7,,,,3.65,3.27,4.26,12.58,10.52,15.04,9.7,8.34,11.11,,,,,,,
2023-07-23,21.87,19.48,23.42,42.79,41.19,44.87,7.64,6.61,8.76,,,,3.66,3.28,4.29,12.57,10.48,15.07,9.68,8.25,11.13,,,,,,,
2023-07-24,21.88,19.47,23.43,42.77,41.16,44.88,7.68,6.64,8.82,,,,3.67,3.28,4.33,12.56,10.43,15.09,9.65,8.19,11.14,,,,,,,
2023-07-25,21.89,19.46,23.45,42.76,41.11,44.89,7.71,6.67,8.87,,,,3.68,3.27,4.37,12.55,10.39,15.08,9.63,8.14,11.14,,,,,,,
2023-07-26,21.9,19.46,23.45,42.74,41.09,44.89,7.74,6.71,8.91,,,,3.7,3.27,4.41,12.54,10.35,15.06,9.6,8.09,11.13,,,,,,,
2023-07-27,21.91,19.45,23.47,42.73,41.04,44.9,7.78,6.75,8.95,,,,3.71,3.27,4.44,12.53,10.3,15.03,9.57,8.04,11.13,,,,,,,
2023-07-28,21.92,19.45,23.48,42.71,40.99,44.91,7.81,6.77,8.99,,,,3.72,3.26,4.47,12.52,10.27,15.0,9.54,7.99,11.13,,,,,,,
2023-07-29,21.93,19.45,23.5,42.7,40.95,44.91,7.84,6.83,9.03,,,,3.73,3.25,4.5,12.51,10.23,14.96,9.51,7.95,11.13,,,,,,,
2023-07-30,21.94,19.44,23.52,42.69,40.93,44.91,7.86,6.85,9.07,,,,3.74,3.25,4.53,12.5,10.2,14.92,9.49,7.91,11.11,,,,,,,
2023-07-31,21.95,19.44,23.6,42.68,40.9,44.92,7.89,6.87,9.14,,,,3.76,3.25,4.57,12.5,10.16,14.86,9.46,7.9,11.1,,,,,,,
2023-08-01,21.96,19.43,23.6,42.68,40.88,44.93,7.91,6.89,9.18,,,,3.77,3.25,4.59,12.49,10.13,14.77,9.43,7.88,11.08,,,,,,,
2023-08-02,21.97,19.43,23.62,42.67,40.84,44.94,7.94,6.9,9.21,,,,3.78,3.25,4.62,12.48,10.11,14.7,9.4,7.88,11.06,,,,,,,
2023-08-03,21.98,19.47,23.64,42.67,40.82,44.94,7.95,6.9,9.21,,,,3.79,3.25,4.64,12.48,10.09,14.67,9.36,7.87,11.04,,,,,,,
2023-08-04,21.99,19.45,23.68,42.66,40.81,44.93,7.97,6.92,9.23,,,,3.81,3.25,4.67,12.47,10.07,14.67,9.33,7.87,11.02,,,,,,,
2023-08-05,22.0,19.43,23.7,42.66,40.79,44.91,7.98,6.91,9.26,,,,3.82,3.26,4.69,12.47,10.05,14.68,9.3,7.87,10.99,,,,,,,
2023-08-06,22.0,19.43,23.71,42.66,40.77,44.9,7.99,6.91,9.28,,,,3.83,3.25,4.71,12.46,10.03,14.68,9.27,7.85,10.98,,,,,,,
2023-08-07,22.01,19.43,23.72,42.67,40.75,44.9,8.0,6.9,9.3,,,,3.84,3.25,4.73,12.46,10.02,14.72,9.25,7.81,10.96,,,,,,,
2023-08-08,22.02,19.43,23.76,42.67,40.74,44.89,8.0,6.88,9.29,,,,3.86,3.25,4.76,12.46,10.01,14.77,9.22,7.78,10.94,,,,,,,
2023-08-09,22.03,19.44,23.8,42.68,40.72,44.9,8.0,6.86,9.29,,,,3.87,3.24,4.77,12.46,10.01,14.81,9.19,7.77,10.93,,,,,,,
2023-08-10,22.04,19.46,23.84,42.68,40.73,44.9,8.0,6.83,9.27,,,,3.88,3.24,4.79,12.46,10.0,14.85,9.16,7.76,10.92,,,,,,,
2023-08-11,22.05,19.49,23.89,42.69,40.74,44.92,8.0,6.81,9.22,,,,3.89,3.24,4.8,12.46,10.0,14.89,9.13,7.75,10.91,,,,,,,
2023-08-12,22.06,19.52,23.94,42.7,40.71,44.94,7.99,6.78,9.19,,,,3.9,3.23,4.81,12.46,10.0,14.91,9.11,7.75,10.9,,,,,,,
2023-08-13,22.07,19.56,23.99,42.71,40.68,44.95,7.98,6.75,9.21,,,,3.92,3.23,4.82,12.46,10.0,14.94,9.08,7.76,10.88,,,,,,,
2023-08-14,22.08,19.6,23.94,42.71,40.85,44.95,7.98,6.72,9.14,,,,3.93,3.23,4.83,12.46,10.0,14.74,9.06,7.76,10.81,24.0,41.0,7.0,,4.0,13.0,11.0
2023-08-15,22.1,19.65,23.97,42.72,40.9,44.95,7.96,6.68,9.15,,,,3.94,3.23,4.84,12.46,10.0,14.79,9.03,7.77,10.79,,,,,,,
2023-08-16,22.11,19.71,23.99,42.73,40.87,44.95,7.95,6.64,9.16,,,,3.95,3.23,4.85,12.46,10.0,14.91,9.01,7.81,10.78,,,,,,,
2023-08-17,22.12,19.77,24.02,42.74,40.83,44.96,7.94,6.6,9.14,,,,3.96,3.23,4.86,12.46,10.0,14.97,8.99,7.82,10.77,,,,,,,
2023-08-18,22.14,19.84,24.06,42.75,40.81,44.96,7.92,6.55,9.15,,,,3.97,3.23,4.87,12.46,10.0,14.97,8.96,7.83,10.76,18.0,40.0,10.0,,3.0,17.0,7.0
2023-08-19,22.15,19.9,24.1,42.76,40.84,44.97,7.91,6.48,9.17,,,,3.99,3.22,4.88,12.46,10.0,14.95,8.94,7.77,10.74,,,,,,,
2023-08-20,22.17,19.98,24.12,42.76,40.87,44.97,7.89,6.43,9.16,,,,4.0,3.22,4.9,12.46,10.0,14.94,8.93,7.76,10.72,,,,,,,
2023-08-21,22.18,20.05,24.18,42.77,40.9,44.97,7.87,6.35,9.18,,,,4.01,3.24,4.91,12.46,10.0,14.92,8.91,7.74,10.68,,,,,,,
2023-08-22,22.19,20.09,24.22,42.78,40.92,44.96,7.86,6.23,9.18,,,,4.02,3.24,4.94,12.46,10.0,14.89,8.89,7.71,10.66,,,,,,,
2023-08-23,22.21,20.09,24.26,42.78,40.94,45.05,7.84,6.14,9.19,,,,4.03,3.25,4.94,12.46,10.0,14.87,8.87,7.69,10.65,,,,,,,
2023-08-24,22.22,20.1,24.32,42.79,40.98,45.09,7.82,6.06,9.19,,,,4.04,3.23,4.96,12.46,10.0,14.83,8.86,7.56,10.65,,,,,,,
2023-08-25,22.24,20.08,24.35,42.8,41.02,45.12,7.8,6.0,9.19,,,,4.05,3.21,4.97,12.46,10.0,14.8,8.85,7.55,10.64,,,,,,,
2023-08-26,22.25,20.07,24.37,42.8,41.01,45.18,7.77,5.95,9.18,,,,4.06,3.21,4.98,12.46,10.0,14.76,8.83,7.53,10.64,,,,,,,
2023-08-27,22.26,20.06,24.41,42.81,41.0,45.16,7.75,5.89,9.19,,,,4.07,3.21,4.98,12.45,10.0,14.78,8.82,7.52,10.64,,,,,,,
2023-08-28,22.28,20.05,24.44,42.82,40.99,45.15,7.73,5.83,9.19,,,,4.08,3.22,4.98,12.45,10.0,14.83,8.81,7.51,10.64,,,,,,,
2023-08-29,22.29,20.04,24.47,42.82,40.99,45.12,7.71,5.78,9.18,,,,4.09,3.23,4.98,12.45,10.01,14.88,8.8,7.49,10.64,,,,,,,
2023-08-30,22.31,20.03,24.5,42.83,40.99,45.11,7.68,5.73,9.17,,,,4.1,3.25,4.99,12.45,10.01,14.92,8.8,7.49,10.64,,,,,,,
2023-08-31,22.32,20.05,24.53,42.84,40.99,45.1,7.65,5.66,9.18,,,,4.11,3.26,5.0,12.44,10.02,14.96,8.79,7.48,10.64,,,,,,,
2023-09-01,22.34,20.02,24.55,42.84,40.98,45.11,7.63,5.6,9.19,,,,4.12,3.27,5.0,12.44,10.03,14.98,8.79,7.47,10.63,,,,,,,
2023-09-02,22.35,20.01,24.58,42.85,40.98,45.12,7.6,5.54,9.2,,,,4.13,3.29,5.01,12.43,10.04,14.99,8.78,7.47,10.61,,,,,,,
2023-09-03,22.37,20.04,24.6,42.86,40.97,45.13,7.57,5.49,9.2,,,,4.14,3.3,5.03,12.43,10.05,14.98,8.78,7.47,10.59,,,,,,,
2023-09-04,22.39,20.12,24.62,42.87,40.97,45.14,7.54,5.43,9.1,,,,4.15,3.31,5.05,12.43,10.07,14.99,8.78,7.48,10.58,,,,,,,
2023-09-05,22.4,20.2,24.65,42.88,40.97,45.15,7.5,5.38,9.07,,,,4.16,3.33,5.06,12.42,10.08,14.98,8.78,7.49,10.56,,,,,,,
2023-09-06,22.42,20.26,24.67,42.89,40.98,45.16,7.47,5.33,9.06,,,,4.18,3.35,5.06,12.42,10.1,14.97,8.78,7.48,10.55,,,,,,,
2023-09-07,22.44,20.29,24.69,42.9,41.11,45.18,7.44,5.27,9.05,,,,4.19,3.38,5.05,12.41,10.12,14.96,8.78,7.46,10.54,,,,,,,
2023-09-08,22.45,20.3,24.71,42.91,41.18,45.17,7.4,5.22,9.0,,,,4.2,3.39,5.05,12.4,10.14,14.91,8.78,7.49,10.53,,,,,,,
2023-09-09,22.47,20.31,24.72,42.92,41.2,45.18,7.36,5.18,9.01,,,,4.22,3.41,5.06,12.4,10.17,14.86,8.78,7.53,10.52,,,,,,,
2023-09-10,22.49,20.34,24.74,42.93,41.2,45.18,7.33,5.13,9.02,,,,4.23,3.42,5.06,12.39,10.19,14.8,8.78,7.57,10.51,,,,,,,
2023-09-11,22.51,20.39,24.76,42.94,41.17,45.18,7.29,5.09,9.04,,,,4.24,3.44,5.06,12.39,10.21,14.76,8.78,7.59,10.49,,,,,,,
2023-09-12,22.53,20.34,24.77,42.96,41.1,45.16,7.25,5.06,9.12,,,,4.26,3.45,5.07,12.38,10.24,14.86,8.78,7.57,10.48,,,,,,,
2023-09-13,22.55,20.25,24.79,42.97,41.09,45.16,7.21,4.92,9.15,,,,4.27,3.45,5.08,12.37,10.26,14.82,8.78,7.54,10.46,,,,,,,
2023-09-14,22.57,20.21,24.8,42.99,41.12,45.13,7.17,4.88,9.16,,,,4.29,3.46,5.08,12.36,10.29,14.77,8.78,7.56,10.45,,,,,,,
2023-09-15,22.59,20.16,24.81,43.01,41.16,45.05,7.13,4.83,9.17,,,,4.3,3.48,5.1,12.35,10.32,14.72,8.78,7.58,10.44,,,,,,,
2023-09-16,22.61,20.23,24.82,43.03,41.2,44.96,7.09,4.79,9.14,,,,4.32,3.49,5.11,12.34,10.35,14.69,8.79,7.62,10.44,,,,,,,
2023-09-17,22.63,20.33,24.82,43.06,41.25,44.93,7.04,4.76,9.09,,,,4.33,3.49,5.12,12.33,10.38,14.69,8.79,7.66,10.43,22.0,44.0,9.0,,6.0,10.0,7.0
2023-09-18,22.65,20.34,24.82,43.09,41.21,44.93,7.0,4.72,9.03,,,,4.35,3.5,5.13,12.32,10.42,14.7,8.79,7.7,10.42,,,,,,,
2023-09-19,22.67,20.35,24.82,43.12,41.17,44.92,6.95,4.68,9.02,,,,4.36,3.51,5.14,12.31,10.45,14.71,8.79,7.69,10.41,,,,,,,
2023-09-20,22.69,20.36,24.81,43.16,41.18,44.93,6.91,4.66,9.01,,,,4.38,3.52,5.15,12.29,10.5,14.69,8.8,7.68,10.4,,,,,,,
2023-09-21,22.7,20.38,24.78,43.2,41.12,44.92,6.86,4.63,9.0,,,,4.39,3.53,5.16,12.28,10.5,14.67,8.8,7.69,10.39,,,,,,,
2023-09-22,22.71,20.39,24.76,43.24,41.31,44.92,6.81,4.59,8.97,,,,4.4,3.54,5.16,12.27,10.54,14.7,8.81,7.69,10.37,,,,,,,
2023-09-23,22.72,20.41,24.75,43.29,41.34,44.93,6.76,4.55,8.93,,,,4.42,3.56,5.18,12.25,10.56,14.72,8.81,7.69,10.37,,,,,,,
2023-09-24,22.73,20.43,24.72,43.35,41.34,44.93,6.71,4.51,8.86,,,,4.43,3.58,5.17,12.24,10.58,14.7,8.82,7.7,10.38,,,,,,,
2023-09-25,22.74,20.46,24.69,43.4,41.35,44.93,6.66,4.46,8.7,,,,4.44,3.59,5.17,12.23,10.62,14.65,8.83,7.71,10.35,,,,,,,
2023-09-26,22.74,20.5,24.65,43.46,41.42,44.95,6.6,4.41,8.68,,,,4.45,3.59,5.17,12.21,10.66,14.58,8.84,7.75,10.35,,,,,,,
2023-09-27,22.74,20.52,24.61,43.53,41.57,45.0,6.55,4.37,8.66,,,,4.46,3.58,5.18,12.2,10.7,14.5,8.85,7.77,10.34,,,,,,,
2023-09-28,22.74,20.48,24.52,43.6,41.64,45.04,6.49,4.33,8.63,,,,4.47,3.6,5.18,12.18,10.72,14.44,8.87,7.78,10.32,,,,,,,
2023-09-29,22.74,20.45,24.46,43.67,41.69,45.08,6.44,4.33,8.6,,,,4.47,3.6,5.19,12.17,10.76,14.38,8.88,7.79,10.3,,,,,,,
2023-09-30,22.74,20.41,24.41,43.74,41.86,45.13,6.39,4.32,8.53,,,,4.48,3.61,5.19,12.15,10.77,14.33,8.9,7.77,10.29,,,,,,,
2023-10-01,22.73,20.36,24.36,43.82,42.07,45.19,6.33,4.29,8.53,,,,4.48,3.59,5.18,12.14,10.79,14.28,8.91,7.75,10.27,,,,,,,
2023-10-02,22.72,20.3,24.31,43.9,42.22,45.27,6.28,4.26,8.49,,,,4.48,3.57,5.18,12.12,10.79,14.23,8.93,7.74,10.26,,,,,,,
2023-10-03,22.71,20.25,24.28,43.98,42.36,45.32,6.22,4.24,8.44,,,,4.48,3.56,5.18,12.11,10.82,14.17,8.95,7.73,10.26,,,,,,,
2023-10-04,22.7,20.19,24.26,44.06,42.5,45.38,6.17,4.21,8.41,,,,4.48,3.54,5.18,12.1,10.81,14.1,8.97,7.8,10.24,,,,,,,
2023-10-05,22.69,20.15,24.23,44.15,42.58,45.45,6.12,4.2,8.37,,,,4.47,3.51,5.18,12.08,10.83,14.05,8.99,7.86,10.22,,,,,,,
2023-10-06,22.68,20.1,24.26,44.23,42.7,45.55,6.06,4.19,8.31,,,,4.47,3.5,5.17,12.07,10.81,13.99,9.02,7.89,10.21,,,,,,,
2023-10-07,22.66,20.06,24.27,44.31,42.74,45.66,6.01,4.16,8.25,,,,4.46,3.46,5.17,12.06,10.81,13.97,9.04,7.9,10.19,,,,,,,
2023-10-08,22.64,20.07,24.25,44.4,42.82,45.81,5.96,4.16,8.19,,,,4.45,3.43,5.14,12.05,10.83,14.01,9.06,7.91,10.18,,,,,,,
2023-10-09,22.63,20.07,24.27,44.48,42.95,45.93,5.91,4.16,8.12,,,,4.44,3.42,5.14,12.04,10.81,14.04,9.09,7.92,10.16,,,,,,,
2023-10-10,22.61,20.15,24.28,44.56,42.93,46.02,5.86,4.16,8.04,,,,4.43,3.38,5.14,12.03,10.79,13.96,9.11,7.93,10.17,,,,,,,
2023-10-11,22.59,20.25,24.28,44.64,42.94,46.11,5.81,4.17,7.96,,,,4.42,3.34,5.11,12.02,10.81,13.89,9.13,7.97,10.18,,,,,,,
2023-10-12,22.57,20.27,24.24,44.72,43.0,46.21,5.77,4.19,7.88,,,,4.41,3.31,5.09,12.01,10.79,13.86,9.16,8.01,10.21,,,,,,,
2023-10-13,22.55,20.27,24.21,44.8,43.11,46.33,5.72,4.16,7.84,,,,4.39,3.28,5.11,12.01,10.82,13.84,9.18,7.99,10.22,,,,,,,
2023-10-14,22.53,20.25,24.21,44.87,43.21,46.48,5.68,4.12,7.78,,,,4.38,3.25,5.12,12.0,10.84,13.81,9.21,8.0,10.23,,,,,,,
2023-10-15,22.51,20.23,24.23,44.95,43.28,46.6,5.63,4.09,7.71,,,,4.36,3.22,5.12,12.0,10.83,13.77,9.24,8.01,10.28,26.0,46.0,3.0,,4.0,10.0,10.0
2023-10-16,22.49,20.26,24.22,45.02,43.4,46.75,5.59,4.09,7.66,,,,4.34,3.19,5.12,11.99,10.81,13.68,9.26,8.05,10.28,,,,,,,
2023-10-17,22.47,20.23,24.18,45.08,43.41,46.86,5.55,4.09,7.62,,,,4.33,3.17,5.11,11.99,10.79,13.62,9.29,8.09,10.3,,,,,,,
2023-10-18,22.45,20.2,24.15,45.15,43.43,46.95,5.51,4.02,7.56,,,,4.31,3.14,5.1,11.99,10.81,13.58,9.31,8.11,10.31,,,,,,,
2023-10-19,22.43,20.22,24.18,45.21,43.45,47.0,5.47,4.01,7.51,,,,4.29,3.12,5.08,11.99,10.75,13.52,9.34,8.13,10.36,,,,,,,
2023-10-20,22.41,20.2,24.18,45.27,43.46,47.09,5.44,4.01,7.46,,,,4.27,3.1,5.07,11.99,10.7,13.46,9.36,8.14,10.37,,,,,,,
2023-10-21,22.39,20.18,24.16,45.32,43.47,47.21,5.41,4.0,7.42,,,,4.24,3.07,5.06,11.99,10.69,13.41,9.39,8.15,10.37,,,,,,,
2023-10-22,22.37,20.16,24.17,45.38,43.47,47.33,5.37,4.01,7.37,,,,4.22,3.05,5.05,12.0,10.69,13.37,9.41,8.17,10.42,,,,,,,
2023-10-23,22.35,20.11,24.19,45.42,43.5,47.45,5.34,4.01,7.31,,,,4.2,3.03,5.06,12.0,10.7,13.33,9.44,8.2,10.51,,,,,,,
2023-10-24,22.33,20.05,24.19,45.47,43.53,47.55,5.32,4.02,7.26,,,,4.18,3.01,5.07,12.01,10.61,13.29,9.46,8.21,10.53,,,,,,,
2023-10-25,22.31,20.0,24.2,45.51,43.55,47.64,5.29,4.02,7.21,,,,4.15,3.0,5.06,12.02,10.61,13.25,9.49,8.23,10.56,,,,,,,
2023-10-26,22.29,19.95,24.2,45.55,43.57,47.71,5.27,4.03,7.16,,,,4.13,3.0,5.03,12.02,10.62,13.23,9.51,8.26,10.56,,,,,,,
2023-10-27,22.27,19.91,24.23,45.58,43.56,47.79,5.24,4.03,7.12,,,,4.1,3.0,5.0,12.04,10.62,13.26,9.53,8.29,10.6,,,,,,,
2023-10-28,22.25,19.88,24.22,45.61,43.55,47.85,5.22,4.04,7.08,,,,4.08,3.0,5.0,12.05,10.63,13.26,9.55,8.31,10.62,,,,,,,
2023-10-29,22.23,19.85,24.2,45.64,43.62,47.91,5.2,4.04,7.04,,,,4.05,3.0,5.01,12.06,10.65,13.27,9.57,8.32,10.62,,,,,,,
2023-10-30,22.21,19.84,24.19,45.67,43.66,47.97,5.19,4.02,6.99,,,,4.03,3.0,5.01,12.08,10.66,13.26,9.6,8.35,10.63,,,,,,,
2023-10-31,22.19,19.85,24.18,45.69,43.64,48.05,5.17,4.0,6.94,,,,4.0,3.0,5.01,12.09,10.68,13.25,9.62,8.38,10.65,,,,,,,
2023-11-01,22.17,19.86,24.18,45.71,43.63,48.1,5.16,3.98,6.88,,,,3.98,3.0,5.01,12.11,10.7,13.29,9.64,8.42,10.69,,,,,,,
2023-11-02,22.15,19.87,24.16,45.73,43.61,48.14,5.14,3.99,6.83,,,,3.95,3.0,5.0,12.13,10.71,13.29,9.65,8.45,10.7,,,,,,,
2023-11-03,22.13,19.88,24.16,45.75,43.59,48.2,5.13,3.99,6.76,,,,3.93,3.0,5.0,12.15,10.75,13.32,9.67,8.49,10.71,,,,,,,
2023-11-04,22.11,19.89,24.15,45.76,43.57,48.23,5.12,3.99,6.72,,,,3.9,3.0,5.0,12.17,10.76,13.35,9.69,8.53,10.72,,,,,,,
2023-11-05,22.09,19.9,24.12,45.78,43.56,48.25,5.11,4.0,6.68,,,,3.88,3.0,4.98,12.19,10.76,13.38,9.71,8.57,10.77,,,,,,,
2023-11-06,22.07,19.9,24.1,45.79,43.55,48.29,5.1,4.0,6.65,,,,3.85,3.0,4.96,12.2,10.77,13.41,9.72,8.61,10.99,,,,,,,
2023-11-07,22.05,19.91,24.09,45.81,43.54,48.33,5.09,4.0,6.61,,,,3.83,2.99,4.93,12.22,10.78,13.43,9.74,8.66,10.99,,,,,,,
2023-11-08,22.03,19.86,24.06,45.82,43.53,48.36,5.08,4.0,6.57,,,,3.81,2.95,4.9,12.24,10.79,13.49,9.76,8.71,10.99,,,,,,,
2023-11-09,22.01,19.81,24.05,45.83,43.52,48.4,5.06,4.0,6.53,,,,3.78,2.91,4.88,12.26,10.8,13.53,9.77,8.77,11.0,,,,,,,
2023-11-10,21.99,19.77,24.03,45.85,43.51,48.43,5.05,4.0,6.49,,,,3.76,2.88,4.85,12.28,10.82,13.56,9.79,8.82,11.0,,,,,,,
2023-11-11,21.97,19.71,24.02,45.86,43.5,48.42,5.04,4.0,6.44,,,,3.74,2.85,4.82,12.3,10.83,13.59,9.81,8.83,11.0,,,,,,,
2023-11-12,21.95,19.66,23.99,45.88,43.5,48.43,5.03,4.0,6.38,,,,3.72,2.83,4.79,12.31,10.84,13.61,9.83,8.86,11.0,24.0,44.0,4.0,,5.0,13.0,10.0
2023-11-13,21.93,19.62,23.97,45.89,43.5,48.53,5.02,4.0,6.33,,,,3.7,2.82,4.75,12.33,10.85,13.6,9.84,8.92,11.0,,,,,,,
2023-11-14,21.91,19.58,23.94,45.9,43.5,48.58,5.01,3.99,6.26,,,,3.68,2.8,4.72,12.34,10.86,13.62,9.86,8.96,11.0,,,,,,,
2023-11-15,21.89,19.54,23.92,45.92,43.51,48.61,5.0,3.99,6.25,,,,3.66,2.78,4.7,12.36,10.87,13.64,9.88,8.95,11.0,,,,,,,
2023-11-16,21.86,19.5,23.9,45.93,43.52,48.64,4.99,3.98,6.24,,,,3.64,2.76,4.69,12.37,10.86,13.65,9.9,8.95,11.0,,,,,,,
2023-11-17,21.84,19.5,23.88,45.95,43.53,48.66,4.98,3.98,6.24,,,,3.62,2.74,4.68,12.39,10.83,13.68,9.91,8.95,11.0,,,,,,,
2023-11-18,21.82,19.49,23.86,45.96,43.53,48.69,4.97,3.96,6.23,,,,3.61,2.72,4.67,12.4,10.81,13.72,9.93,8.97,11.0,,,,,,,
2023-11-19,21.79,19.49,23.84,45.98,43.55,48.71,4.97,3.89,6.2,,,,3.59,2.73,4.67,12.41,10.79,13.75,9.95,8.99,11.01,,,,,,,
