date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Ukip,Ukip (low),Ukip (high),Grn,Grn (low),Grn (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),PC (poll),Reform (poll)
2021-01-08,31.2,29.09,33.24,38.38,35.99,41.06,3.95,3.0,4.97,,,,4.88,3.0,5.91,15.1,13.0,17.0,4.91,3.73,5.0,,,,,,,
2021-01-09,31.23,29.06,33.62,38.32,35.93,41.04,3.95,3.0,4.98,,,,4.87,3.0,5.94,15.13,13.0,17.0,4.9,3.35,5.0,,,,,,,
2021-01-10,31.26,29.04,34.01,38.27,35.92,41.03,3.95,3.0,4.97,,,,4.86,3.0,5.96,15.16,13.0,17.0,4.87,2.97,5.0,,,,,,,
2021-01-11,31.3,29.03,34.36,38.22,35.91,41.02,3.95,3.0,4.98,,,,4.84,3.0,5.97,15.19,13.0,17.0,4.85,2.62,5.0,,,,,,,
2021-01-12,31.34,29.02,34.63,38.17,35.84,41.01,3.94,3.0,4.99,,,,4.82,3.0,5.98,15.22,13.0,17.0,4.83,2.36,5.0,33.0,36.0,3.0,,4.0,17.0,5.0
2021-01-13,31.39,29.01,34.82,38.12,35.49,41.01,3.94,3.0,4.99,,,,4.8,3.0,5.99,15.25,13.0,17.0,4.8,2.17,5.0,,,,,,,
2021-01-14,31.44,29.0,34.93,38.07,35.19,41.0,3.93,3.0,5.0,,,,4.78,3.0,6.0,15.29,13.0,17.0,4.77,2.07,5.0,,,,,,,
2021-01-15,31.49,29.0,34.98,38.02,35.05,41.0,3.93,3.0,5.0,,,,4.75,3.0,6.0,15.32,13.0,17.0,4.74,2.02,5.0,,,,,,,
2021-01-16,31.54,29.0,35.0,37.96,35.01,41.0,3.92,3.0,5.0,,,,4.73,3.0,6.0,15.35,13.0,17.0,4.71,2.0,5.0,,,,,,,
2021-01-17,31.6,29.0,35.0,37.91,35.0,41.0,3.91,3.1,5.0,,,,4.7,3.0,6.0,15.39,13.0,17.0,4.68,2.0,5.0,,,,,,,
2021-01-18,31.66,29.0,33.38,37.85,35.81,41.0,3.9,3.11,5.0,,,,4.67,3.68,5.61,15.42,13.0,17.0,4.65,3.89,5.0,,,,,,,
2021-01-19,31.72,29.0,33.41,37.8,35.79,41.0,3.9,3.12,5.0,,,,4.64,3.66,5.57,15.46,13.0,17.0,4.62,3.81,5.0,,,,,,,
2021-01-20,31.78,29.0,33.44,37.74,35.78,41.0,3.89,3.12,5.0,,,,4.61,3.64,5.53,15.5,13.0,17.0,4.58,3.73,5.0,,,,,,,
2021-01-21,31.84,29.0,33.47,37.68,35.76,41.0,3.88,3.13,5.0,,,,4.58,3.62,5.49,15.54,13.0,17.0,4.55,3.65,5.0,,,,,,,
2021-01-22,31.9,29.0,33.5,37.62,35.75,41.0,3.87,3.14,5.0,,,,4.55,3.6,5.45,15.58,13.0,17.0,4.52,3.57,5.0,,,,,,,
2021-01-23,31.96,29.0,33.53,37.55,35.74,41.0,3.86,3.15,5.0,,,,4.52,3.58,5.4,15.62,13.0,17.0,4.48,3.5,5.0,,,,,,,
2021-01-24,32.03,29.0,33.56,37.49,35.72,41.0,3.86,3.16,5.0,,,,4.49,3.56,5.35,15.66,13.0,17.0,4.44,3.43,5.0,,,,,,,
2021-01-25,32.1,29.0,33.58,37.43,35.71,41.0,3.85,3.17,5.0,,,,4.45,3.55,5.34,15.7,13.0,17.0,4.41,3.35,5.0,,,,,,,
2021-01-26,32.16,29.0,33.61,37.36,35.69,41.0,3.84,3.18,5.0,,,,4.42,3.53,5.33,15.74,13.0,17.0,4.37,3.29,5.0,,,,,,,
2021-01-27,32.23,29.0,33.64,37.29,35.68,41.0,3.83,3.19,5.0,,,,4.39,3.52,5.31,15.79,13.0,17.0,4.34,3.22,5.0,,,,,,,
2021-01-28,32.3,29.0,33.66,37.23,35.67,41.0,3.82,3.2,5.0,,,,4.35,3.5,5.3,15.83,13.0,17.0,4.3,3.15,5.0,,,,,,,
2021-01-29,32.37,29.0,33.71,37.16,35.65,41.0,3.81,3.0,5.0,,,,4.32,3.49,5.28,15.87,13.0,17.0,4.26,3.09,5.0,,,,,,,
2021-01-30,32.44,29.0,33.71,37.09,35.65,41.0,3.8,3.0,5.0,,,,4.28,3.48,5.27,15.92,13.0,17.0,4.22,3.03,5.0,,,,,,,
2021-01-31,32.5,29.0,33.73,37.03,35.63,41.0,3.79,3.0,5.0,,,,4.25,3.46,5.25,15.96,13.0,17.0,4.19,2.97,5.0,,,,,,,
2021-02-01,32.57,29.01,33.76,36.96,35.62,40.99,3.78,3.0,4.99,,,,4.21,3.45,5.23,16.01,13.01,17.0,4.15,2.91,5.0,,,,,,,
2021-02-02,32.65,29.02,33.78,36.89,35.61,40.98,3.77,3.0,4.98,,,,4.18,3.44,5.21,16.05,13.03,17.0,4.11,2.86,5.0,,,,,,,
2021-02-03,32.72,29.05,33.83,36.82,35.6,40.95,3.76,2.99,4.96,,,,4.14,3.43,5.19,16.1,13.06,17.01,4.07,2.8,5.0,,,,,,,
2021-02-04,32.79,29.08,33.91,36.75,35.59,40.92,3.74,2.99,4.94,,,,4.11,3.42,5.16,16.15,13.1,17.01,4.03,2.75,5.0,,,,,,,
2021-02-05,32.86,29.13,33.99,36.68,35.58,40.87,3.73,2.99,4.9,,,,4.07,3.41,5.14,16.2,13.16,17.02,3.99,2.7,5.0,,,,,,,
2021-02-06,32.93,29.2,34.07,36.62,35.57,40.8,3.72,2.98,4.85,,,,4.04,3.39,5.11,16.25,13.25,17.03,3.95,2.65,5.0,,,,,,,
2021-02-07,33.0,29.28,34.14,36.55,35.56,40.72,3.7,2.97,4.79,,,,4.0,3.38,5.09,16.3,13.35,17.04,3.92,2.6,5.0,,,,,,,
2021-02-08,33.07,29.39,34.2,36.49,35.55,40.61,3.68,2.96,4.71,,,,3.97,3.37,5.06,16.35,13.49,17.05,3.88,2.55,5.0,,,,,,,
2021-02-09,33.14,29.52,34.23,36.42,35.54,40.48,3.67,2.95,4.61,,,,3.93,3.35,5.03,16.4,13.65,17.06,3.84,2.51,5.0,,,,,,,
2021-02-10,33.2,29.67,34.29,36.36,35.53,40.33,3.65,2.95,4.53,,,,3.89,3.34,4.99,16.45,13.84,17.07,3.8,2.47,5.0,,,,,,,
2021-02-11,33.27,29.85,34.33,36.3,35.52,40.15,3.63,2.93,4.5,,,,3.86,3.33,4.96,16.51,14.06,17.08,3.76,2.43,5.0,,,,,,,
2021-02-12,33.34,29.7,34.54,36.24,35.41,40.3,3.61,2.88,4.5,,,,3.82,3.31,4.92,16.56,13.88,17.17,3.71,2.39,5.0,,,,,,,
2021-02-13,33.4,29.88,34.67,36.18,35.44,40.12,3.59,2.86,4.43,,,,3.79,3.3,4.88,16.61,13.98,17.2,3.67,2.35,5.0,,,,,,,
2021-02-14,33.46,30.08,34.64,36.13,35.44,39.93,3.57,2.84,4.31,,,,3.76,3.29,4.84,16.66,14.16,17.22,3.63,2.31,5.0,,,,,,,
2021-02-15,33.52,30.3,34.66,36.08,35.45,39.71,3.55,2.81,4.19,,,,3.72,3.26,4.79,16.71,14.4,17.24,3.59,2.28,5.0,,,,,,,
2021-02-16,33.58,30.56,34.68,36.03,35.42,39.47,3.52,2.79,4.17,,,,3.69,3.23,4.75,16.76,14.67,17.26,3.55,2.24,5.0,,,,,,,
2021-02-17,33.64,30.84,34.67,35.98,35.4,39.21,3.5,2.77,4.15,,,,3.65,3.2,4.7,16.8,14.96,17.28,3.51,2.21,5.0,,,,,,,
2021-02-18,33.69,31.15,34.64,35.95,35.38,38.93,3.48,2.68,4.13,,,,3.62,3.18,4.65,16.85,15.26,17.29,3.46,2.18,5.0,,,,,,,
2021-02-19,33.74,31.5,34.64,35.91,35.4,38.66,3.46,2.61,4.11,,,,3.59,3.16,4.59,16.88,15.57,17.31,3.42,2.16,5.0,,,,,,,
2021-02-20,33.79,31.74,34.62,35.88,35.41,38.38,3.43,2.56,4.09,,,,3.56,3.13,4.54,16.92,15.89,17.27,3.38,2.13,5.0,,,,,,,
2021-02-21,33.84,31.96,34.61,35.85,35.42,38.13,3.41,2.53,4.08,,,,3.53,3.11,4.48,16.95,16.11,17.32,3.34,2.11,5.0,,,,,,,
2021-02-22,33.89,32.17,34.7,35.83,35.35,37.93,3.39,2.41,4.09,,,,3.5,3.0,6.0,16.97,16.16,17.37,3.29,2.0,5.0,,,,,,,
2021-02-23,33.93,32.5,34.75,35.82,35.28,37.84,3.37,2.38,4.02,,,,3.47,3.0,6.0,16.99,16.01,17.4,3.25,2.0,5.0,,,,,,,
2021-02-24,33.97,32.75,34.81,35.81,35.27,37.63,3.35,2.29,4.02,,,,3.45,3.0,5.99,17.01,16.05,17.51,3.21,2.0,5.0,,,,,,,
2021-02-25,34.01,32.85,34.87,35.8,35.23,37.46,3.33,2.23,4.01,,,,3.42,3.01,5.96,17.02,16.05,17.63,3.17,2.0,5.0,,,,,,,
2021-02-26,34.05,32.9,34.92,35.81,35.2,37.33,3.31,2.2,4.01,,,,3.4,3.02,5.87,17.02,16.02,17.62,3.12,2.0,5.0,,,,,,,
2021-02-27,34.08,32.94,35.0,35.81,35.22,37.22,3.3,2.22,4.01,,,,3.38,3.02,5.72,17.02,15.95,17.66,3.08,2.0,5.0,,,,,,,
2021-02-28,34.11,32.97,35.05,35.82,35.25,37.15,3.28,2.2,4.0,,,,3.37,3.02,5.5,17.01,15.87,17.71,3.03,2.0,5.0,,,,,,,
2021-03-01,34.13,32.98,35.09,35.84,35.26,37.12,3.27,2.24,4.0,,,,3.36,3.02,5.28,17.0,15.78,17.73,2.99,2.0,5.0,,,,,,,
2021-03-02,34.16,33.0,35.1,35.86,35.25,37.08,3.26,2.24,4.0,,,,3.35,3.01,5.13,16.99,15.68,17.74,2.94,2.0,5.0,,,,,,,
2021-03-03,34.18,33.0,35.1,35.89,35.25,37.1,3.25,2.26,4.0,,,,3.34,3.0,5.04,16.97,15.58,17.71,2.9,2.0,5.0,,,,,,,
2021-03-04,34.2,33.0,35.1,35.91,35.3,37.09,3.25,2.27,4.0,,,,3.34,3.0,5.01,16.94,15.46,17.72,2.85,2.0,5.0,,,,,,,
2021-03-05,34.22,33.0,35.09,35.94,35.28,37.1,3.24,2.26,4.0,,,,3.33,3.0,5.0,16.92,15.35,17.74,2.81,2.0,5.0,,,,,,,
2021-03-06,34.24,33.0,35.09,35.97,35.28,37.11,3.24,2.27,3.96,,,,3.34,3.0,5.0,16.89,15.28,17.73,2.76,2.0,5.0,,,,,,,
2021-03-07,34.26,33.04,35.09,36.0,35.32,37.11,3.24,2.31,3.94,,,,3.34,3.03,4.95,16.86,15.36,17.65,2.71,2.0,5.0,,,,,,,
2021-03-08,34.27,33.04,35.08,36.04,35.32,37.12,3.23,2.32,3.94,,,,3.34,3.04,4.95,16.83,15.25,17.67,2.67,2.0,5.0,,,,,,,
2021-03-09,34.29,33.05,35.08,36.07,35.33,37.13,3.23,2.3,3.96,,,,3.35,3.05,4.96,16.8,15.17,17.7,2.62,2.0,5.0,,,,,,,
2021-03-10,34.31,33.05,35.1,36.1,35.33,37.15,3.24,2.28,3.99,,,,3.36,3.06,4.96,16.76,15.12,17.72,2.57,2.0,5.0,,,,,,,
2021-03-11,34.32,33.06,35.13,36.13,35.32,37.16,3.24,2.26,4.0,,,,3.37,3.06,4.97,16.73,15.07,17.74,2.52,2.0,5.0,,,,,,,
2021-03-12,34.34,33.07,35.16,36.16,35.3,37.17,3.24,2.29,4.0,,,,3.38,3.05,4.97,16.7,15.03,17.71,2.47,2.0,5.0,,,,,,,
2021-03-13,34.35,33.07,35.21,36.19,35.28,37.18,3.24,2.32,4.0,,,,3.39,3.05,4.98,16.67,14.97,17.68,2.42,2.0,5.0,,,,,,,
2021-03-14,34.37,33.08,35.25,36.22,35.26,37.21,3.25,2.33,4.04,,,,3.41,3.04,4.98,16.63,14.89,17.67,2.38,2.0,5.0,,,,,,,
2021-03-15,34.38,33.09,35.3,36.25,35.29,37.23,3.25,2.34,4.07,,,,3.43,3.04,4.99,16.6,14.82,17.66,2.34,2.0,5.0,,,,,,,
2021-03-16,34.4,33.1,35.33,36.28,35.31,37.25,3.26,2.34,4.09,,,,3.44,3.03,4.99,16.57,14.75,17.64,2.29,2.0,5.0,,,,,,,
2021-03-17,34.41,33.11,35.33,36.31,35.33,37.28,3.27,2.34,4.12,,,,3.46,3.03,4.99,16.54,14.69,17.64,2.25,2.0,5.0,35.0,35.0,4.0,,3.0,17.0,2.0
2021-03-18,34.42,33.11,35.32,36.34,35.34,37.31,3.27,2.34,4.13,,,,3.48,3.02,4.99,16.51,14.64,17.64,2.22,2.0,5.0,,,,,,,
2021-03-19,34.43,33.12,35.32,36.36,35.36,37.36,3.28,2.34,4.16,,,,3.5,3.02,4.99,16.48,14.59,17.64,2.18,2.0,5.0,,,,,,,
2021-03-20,34.44,33.13,35.33,36.39,35.39,37.39,3.29,2.36,4.2,,,,3.52,3.02,5.0,16.45,14.55,17.63,2.15,2.0,5.0,,,,,,,
2021-03-21,34.45,33.14,35.34,36.41,35.41,37.4,3.29,2.37,4.22,,,,3.55,3.01,5.0,16.42,14.53,17.62,2.12,2.0,5.0,,,,,,,
2021-03-22,34.45,33.15,35.35,36.43,35.43,37.46,3.3,2.39,4.25,,,,3.57,3.01,5.0,16.4,14.53,17.62,2.1,2.0,5.0,,,,,,,
2021-03-23,34.46,33.15,35.36,36.45,35.45,37.47,3.31,2.4,4.27,,,,3.59,3.01,5.0,16.37,14.52,17.61,2.07,2.0,5.0,,,,,,,
2021-03-24,34.47,33.16,35.38,36.47,35.46,37.48,3.32,2.42,4.29,,,,3.61,3.01,5.0,16.35,14.49,17.61,2.06,2.0,5.0,,,,,,,
2021-03-25,34.47,33.17,35.38,36.49,35.47,37.49,3.32,2.43,4.3,,,,3.63,3.0,5.0,16.33,14.47,17.6,2.04,2.0,5.0,,,,,,,
2021-03-26,34.48,33.18,35.4,36.51,35.49,37.5,3.33,2.44,4.32,,,,3.66,3.0,5.0,16.3,14.45,17.59,2.03,2.0,5.0,,,,,,,
2021-03-27,34.48,33.19,35.41,36.53,35.5,37.5,3.34,2.44,4.33,,,,3.68,3.0,5.0,16.28,14.44,17.58,2.02,2.0,5.0,,,,,,,
2021-03-28,34.48,33.2,35.42,36.55,35.51,37.51,3.35,2.44,4.34,,,,3.7,3.0,5.0,16.26,14.44,17.57,2.01,2.0,5.0,,,,,,,
2021-03-29,34.48,33.2,35.43,36.56,35.52,37.52,3.35,2.45,4.36,,,,3.72,3.0,5.0,16.24,14.43,17.57,2.01,2.0,5.0,,,,,,,
2021-03-30,34.49,33.0,35.44,36.58,35.39,37.52,3.36,2.23,4.37,,,,3.74,3.0,5.0,16.22,14.43,17.73,2.0,2.0,5.0,,,,,,,
2021-03-31,34.49,33.14,35.45,36.59,35.41,37.53,3.37,2.24,4.38,,,,3.76,3.0,5.0,16.21,14.43,17.73,2.0,2.0,5.0,,,,,,,
2021-04-01,34.49,33.15,35.45,36.61,35.42,37.56,3.37,2.24,4.39,,,,3.78,3.0,5.0,16.19,14.43,17.73,2.0,2.0,5.0,,,,,,,
2021-04-02,34.49,33.15,35.45,36.62,35.44,37.57,3.38,2.24,4.4,,,,3.8,3.0,5.0,16.17,14.44,17.73,2.0,2.0,2.0,,,,,,,
2021-04-03,34.49,33.22,35.45,36.63,35.77,37.56,3.39,2.47,4.41,,,,3.81,2.99,5.0,16.16,14.44,17.58,2.0,2.0,2.0,,,,,,,
2021-04-04,34.5,33.23,35.45,36.65,35.79,37.57,3.39,2.47,4.42,,,,3.83,2.98,4.99,16.14,14.44,17.58,2.0,2.0,2.0,,,,,,,
2021-04-05,34.51,33.24,35.46,36.66,35.81,37.57,3.4,2.47,4.43,,,,3.84,2.97,4.99,16.12,14.45,17.58,2.0,2.0,2.0,,,,,,,
2021-04-06,34.52,33.25,35.48,36.67,35.83,37.58,3.4,2.47,4.43,,,,3.85,2.96,4.99,16.1,14.45,17.56,2.0,2.0,2.0,,,,,,,
2021-04-07,34.53,33.29,35.5,36.69,35.86,37.58,3.41,2.48,4.44,,,,3.86,2.94,4.98,16.08,14.45,17.55,2.0,2.0,2.0,,,,,,,
2021-04-08,34.54,33.34,35.53,36.7,35.88,37.58,3.42,2.48,4.45,,,,3.87,2.93,4.97,16.05,14.46,17.54,2.0,2.0,2.0,,,,,,,
2021-04-09,34.55,33.39,35.61,36.72,35.9,37.59,3.42,2.48,4.46,,,,3.88,2.91,4.96,16.03,14.46,17.52,2.0,2.0,2.0,,,,,,,
2021-04-10,34.57,33.43,35.65,36.73,35.93,37.59,3.43,2.48,4.46,,,,3.88,2.88,4.96,16.0,14.46,17.45,2.0,2.0,2.0,,,,,,,
2021-04-11,34.59,33.45,35.67,36.75,35.95,37.59,3.43,2.48,4.47,,,,3.88,2.85,4.95,15.98,14.47,17.39,2.0,2.0,2.0,,,,,,,
2021-04-12,34.61,33.53,35.7,36.76,35.97,37.6,3.44,2.49,4.47,,,,3.89,2.83,4.94,15.95,14.46,17.34,2.0,2.0,2.0,,,,,,,
2021-04-13,34.63,33.62,35.72,36.78,36.0,37.6,3.44,2.49,4.48,,,,3.89,2.79,4.92,15.92,14.44,17.29,2.0,2.0,2.0,,,,,,,
2021-04-14,34.66,33.72,35.75,36.79,36.02,37.6,3.45,2.49,4.49,,,,3.88,2.77,4.91,15.89,14.43,17.23,2.0,2.0,2.0,,,,,,,
2021-04-15,34.68,33.73,35.81,36.81,36.05,37.61,3.45,2.49,4.49,,,,3.88,2.73,4.89,15.86,14.41,17.18,2.0,2.0,2.0,,,,,,,
2021-04-16,34.71,33.74,35.86,36.82,36.07,37.61,3.46,2.49,4.49,,,,3.88,2.7,4.88,15.83,14.39,17.12,2.0,2.0,2.0,,,,,,,
2021-04-17,34.74,33.74,35.93,36.84,36.08,37.61,3.46,2.49,4.5,,,,3.87,2.67,4.87,15.8,14.37,17.07,2.0,2.0,2.0,,,,,,,
2021-04-18,34.77,33.74,36.03,36.86,36.11,37.62,3.47,2.5,4.51,,,,3.87,2.63,4.85,15.76,14.29,16.98,2.0,2.0,2.0,,,,,,,
2021-04-19,34.8,33.76,36.12,36.87,36.14,37.62,3.47,2.53,4.51,,,,3.86,2.6,4.84,15.73,14.26,16.89,2.0,2.0,2.0,33.0,37.0,2.0,,,18.0,
2021-04-20,34.83,33.81,36.24,36.89,36.16,37.62,3.48,2.53,4.51,,,,3.85,2.57,4.83,15.7,14.21,16.82,2.0,2.0,2.0,,,,,,,
2021-04-21,34.87,33.86,36.35,36.91,36.19,37.62,3.48,2.54,4.52,,,,3.84,2.54,4.81,15.66,14.12,16.79,2.0,2.0,2.0,,,,,,,
2021-04-22,34.9,33.88,36.46,36.93,36.21,37.62,3.48,2.55,4.52,,,,3.83,2.52,4.79,15.63,14.05,16.76,2.0,2.0,2.0,,,,,,,
2021-04-23,34.94,33.87,36.55,36.94,36.23,37.63,3.49,2.57,4.53,,,,3.82,2.48,4.78,15.59,14.03,16.76,2.0,2.0,2.0,,,,,,,
2021-04-24,34.97,33.86,36.62,36.96,36.26,37.64,3.49,2.57,4.53,,,,3.81,2.46,4.76,15.55,14.01,16.76,2.0,2.0,2.0,,,,,,,
2021-04-25,35.01,33.86,36.69,36.98,36.28,37.64,3.49,2.55,4.54,,,,3.8,2.44,4.75,15.52,13.98,16.75,2.0,2.0,2.0,,,,,,,
2021-04-26,35.04,33.88,36.77,37.0,36.31,37.65,3.49,2.57,4.54,,,,3.79,2.4,4.74,15.48,13.93,16.74,2.0,2.0,2.0,,,,,,,
2021-04-27,35.08,33.87,36.85,37.02,36.34,37.65,3.5,2.58,4.55,,,,3.78,2.38,4.73,15.44,13.86,16.72,2.0,2.0,2.0,,,,,,,
2021-04-28,35.12,33.86,36.95,37.03,36.36,37.65,3.5,2.59,4.56,,,,3.77,2.36,4.72,15.4,13.78,16.7,2.0,2.0,2.0,,,,,,,
2021-04-29,35.15,33.86,37.04,37.05,36.39,37.66,3.5,2.61,4.56,,,,3.76,2.34,4.72,15.36,13.7,16.68,2.0,2.0,2.0,,,,,,,
2021-04-30,35.19,33.85,37.12,37.07,36.41,37.66,3.5,2.63,4.57,,,,3.75,2.32,4.73,15.33,13.62,16.66,2.0,2.0,2.0,,,,,,,
2021-05-01,35.23,33.84,37.21,37.09,36.43,37.66,3.5,2.65,4.57,,,,3.74,2.3,4.73,15.29,13.57,16.62,2.0,2.0,2.0,,,,,,,
2021-05-02,35.27,33.83,37.3,37.11,36.46,37.67,3.51,2.68,4.58,,,,3.73,2.28,4.75,15.25,13.52,16.59,2.0,2.0,2.0,,,,,,,
2021-05-03,35.31,33.82,37.39,37.13,36.54,37.67,3.51,2.69,4.58,,,,3.72,2.26,4.75,15.21,13.48,16.58,2.0,2.0,2.0,36.0,37.0,3.0,,,14.0,
2021-05-04,35.34,33.81,37.48,37.15,36.61,37.68,3.51,2.69,4.58,,,,3.71,2.24,4.77,15.17,13.43,16.57,2.0,2.0,2.0,,,,,,,
2021-05-05,35.38,33.8,37.57,37.17,36.62,37.68,3.51,2.69,4.58,,,,3.7,2.23,4.78,15.13,13.4,16.56,2.0,2.0,2.0,,,,,,,
2021-05-06,35.42,33.79,37.65,37.18,36.64,37.69,3.51,2.68,4.58,,,,3.69,2.21,4.79,15.09,13.38,16.55,2.0,2.0,2.0,,,,,,,
2021-05-07,35.46,33.77,37.74,37.2,36.65,37.7,3.52,2.67,4.58,,,,3.68,2.2,4.8,15.05,13.35,16.55,2.0,2.0,2.0,,,,,,,
2021-05-08,35.49,33.77,37.82,37.22,36.67,37.72,3.52,2.66,4.59,,,,3.67,2.18,4.81,15.01,13.24,16.54,2.0,2.0,2.0,,,,,,,
2021-05-09,35.53,33.76,37.9,37.24,36.69,37.73,3.52,2.66,4.59,,,,3.66,2.17,4.83,14.97,13.15,16.53,2.0,2.0,2.0,,,,,,,
2021-05-10,35.57,33.76,37.97,37.26,36.71,37.75,3.52,2.65,4.59,,,,3.65,2.15,4.84,14.93,13.08,16.52,2.0,2.0,2.0,,,,,,,
2021-05-11,35.6,33.76,38.05,37.28,36.73,37.75,3.53,2.65,4.58,,,,3.64,2.14,4.85,14.9,13.02,16.51,2.0,2.0,2.0,,,,,,,
2021-05-12,35.64,33.75,38.12,37.3,36.74,37.76,3.53,2.66,4.58,,,,3.63,2.12,4.86,14.86,12.95,16.5,2.0,2.0,2.0,,,,,,,
2021-05-13,35.68,33.75,38.19,37.31,36.76,37.77,3.53,2.66,4.57,,,,3.62,2.11,4.87,14.82,12.89,16.49,2.0,2.0,2.0,34.0,38.0,5.0,,5.0,15.0,2.0
2021-05-14,35.71,33.75,38.26,37.33,36.78,37.78,3.54,2.65,4.57,,,,3.61,2.1,4.88,14.78,12.83,16.48,2.0,2.0,2.0,,,,,,,
2021-05-15,35.75,33.74,38.32,37.35,36.8,37.78,3.54,2.65,4.56,,,,3.61,2.09,4.89,14.74,12.77,16.47,2.0,2.0,2.0,,,,,,,
2021-05-16,35.78,33.74,38.39,37.37,36.81,37.79,3.54,2.64,4.55,,,,3.6,2.08,4.9,14.7,12.71,16.46,2.0,2.0,2.0,,,,,,,
2021-05-17,35.82,33.73,38.45,37.38,36.83,37.8,3.55,2.64,4.55,,,,3.59,2.08,4.91,14.67,12.66,16.44,2.0,2.0,2.0,,,,,,,
2021-05-18,35.85,33.73,38.5,37.4,36.85,37.83,3.55,2.64,4.54,,,,3.59,2.06,4.92,14.63,12.6,16.43,2.0,2.0,2.0,,,,,,,
2021-05-19,35.89,33.73,38.56,37.42,36.86,37.85,3.56,2.63,4.54,,,,3.58,2.05,4.93,14.59,12.56,16.41,2.0,2.0,2.0,,,,,,,
2021-05-20,35.92,33.73,38.62,37.43,36.88,37.87,3.57,2.63,4.54,,,,3.57,2.04,4.94,14.55,12.51,16.4,2.0,2.0,2.0,,,,,,,
2021-05-21,35.95,33.73,38.68,37.45,36.89,37.89,3.57,2.62,4.53,,,,3.57,2.04,4.95,14.52,12.46,16.38,2.0,2.0,2.0,,,,,,,
2021-05-22,35.99,33.73,38.73,37.46,36.91,37.91,3.58,2.61,4.53,,,,3.56,2.03,4.96,14.48,12.42,16.37,2.0,2.0,2.0,,,,,,,
2021-05-23,36.02,33.73,38.77,37.47,36.92,37.92,3.59,2.6,4.52,,,,3.55,2.03,4.96,14.45,12.38,16.35,2.0,2.0,2.0,,,,,,,
2021-05-24,36.06,33.73,38.81,37.49,36.94,37.94,3.59,2.6,4.52,,,,3.55,2.02,4.97,14.41,12.35,16.33,2.0,2.0,2.0,,,,,,,
2021-05-25,36.09,33.74,38.84,37.5,36.95,37.95,3.6,2.59,4.52,,,,3.54,2.02,4.98,14.38,12.33,16.31,2.0,2.0,2.0,,,,,,,
2021-05-26,36.12,33.74,38.88,37.51,36.96,37.96,3.61,2.59,4.51,,,,3.53,2.01,4.98,14.34,12.31,16.29,2.0,2.0,2.0,,,,,,,
2021-05-27,36.16,33.74,38.92,37.52,36.97,37.97,3.62,2.59,4.51,,,,3.53,2.01,4.99,14.31,12.29,16.27,2.0,2.0,2.0,,,,,,,
2021-05-28,36.19,33.74,38.96,37.53,36.98,37.98,3.63,2.59,4.51,,,,3.52,2.01,4.99,14.27,12.27,16.25,2.0,2.0,2.0,,,,,,,
2021-05-29,36.23,33.74,39.0,37.54,36.98,37.99,3.64,2.59,4.51,,,,3.51,2.0,4.99,14.24,12.26,16.23,2.0,2.0,2.0,,,,,,,
2021-05-30,36.26,33.75,39.04,37.55,36.99,37.99,3.65,2.59,4.5,,,,3.51,2.0,5.0,14.2,12.24,16.2,2.0,2.0,2.0,,,,,,,
2021-05-31,36.3,33.76,39.08,37.56,36.99,37.99,3.66,2.59,4.5,,,,3.5,2.0,5.0,14.17,12.22,16.18,2.0,2.0,2.0,,,,,,,
2021-06-01,36.33,33.76,39.13,37.57,37.0,38.0,3.67,2.59,4.5,,,,3.49,2.0,5.0,14.14,12.21,16.16,2.0,2.0,2.0,,,,,,,
2021-06-02,36.37,33.77,39.17,37.57,37.0,38.0,3.69,2.6,4.49,,,,3.48,2.0,5.0,14.1,12.19,16.13,2.0,2.0,2.0,,,,,,,
2021-06-03,36.4,33.77,39.23,37.58,37.0,38.0,3.7,2.6,4.5,,,,3.47,2.0,5.0,14.07,12.18,16.11,2.0,2.0,2.0,,,,,,,
2021-06-04,36.44,33.78,39.3,37.59,37.0,38.0,3.71,2.61,4.51,,,,3.46,2.0,5.0,14.03,12.17,16.08,2.0,2.0,2.0,,,,,,,
2021-06-05,36.48,33.79,39.35,37.59,37.0,38.0,3.73,2.61,4.52,,,,3.46,2.0,5.0,14.0,12.15,16.06,2.0,2.0,2.0,,,,,,,
2021-06-06,36.52,33.79,39.26,37.6,37.0,38.0,3.74,2.62,4.48,,,,3.45,2.0,5.0,13.96,12.27,16.02,,,,,,,,,,
2021-06-07,36.56,33.8,39.3,37.61,37.0,38.0,3.75,2.63,4.48,,,,3.44,2.0,5.0,13.92,12.26,15.99,,,,,,,,,,
2021-06-08,36.61,33.81,39.33,37.62,37.0,38.0,3.77,2.63,4.48,,,,3.43,2.0,5.0,13.88,12.25,15.96,,,,,,,,,,
2021-06-09,36.66,33.81,39.36,37.62,37.0,38.0,3.78,2.64,4.47,,,,3.42,2.0,5.0,13.84,12.19,15.93,,,,,,,,,,
2021-06-10,36.7,33.82,39.39,37.63,37.0,38.0,3.8,2.65,4.47,,,,3.4,2.0,5.0,13.8,12.12,15.9,,,,,,,,,,
2021-06-11,36.75,33.83,39.44,37.64,37.0,38.0,3.81,2.66,4.49,,,,3.39,2.0,5.0,13.76,12.06,15.87,,,,,,,,,,
