date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Positive (poll),Negative (poll)
2022-10-15,31.35,29.91,32.91,35.73,31.46,40.77,34.0,55.0
2022-10-16,31.35,29.93,32.9,35.77,31.49,40.81,,
2022-10-17,31.35,29.95,32.89,35.82,31.6,40.87,,
2022-10-18,31.34,29.96,32.88,35.86,31.71,40.93,,
2022-10-19,31.34,29.98,32.87,35.91,31.83,41.0,,
2022-10-20,31.34,29.99,32.86,35.96,31.93,41.05,,
2022-10-21,31.34,30.01,32.85,36.0,32.01,41.07,,
2022-10-22,31.33,30.02,32.84,36.05,32.07,41.09,,
2022-10-23,31.33,30.02,32.83,36.09,32.16,41.13,,
2022-10-24,31.33,30.02,32.8,36.14,32.17,41.16,39.0,48.0
2022-10-25,31.32,30.02,32.78,36.18,32.25,41.15,26.0,21.0
2022-10-26,31.32,30.02,32.77,36.22,32.36,41.19,31.0,23.0
2022-10-27,31.31,30.02,32.77,36.26,32.4,41.24,,
2022-10-28,31.31,30.02,32.76,36.3,32.45,41.29,,
2022-10-29,31.3,30.01,32.75,36.34,32.5,41.34,,
2022-10-30,31.3,30.01,32.74,36.38,32.55,41.39,,
2022-10-31,31.29,30.0,32.71,36.41,32.6,41.43,,
2022-11-01,31.28,30.0,32.69,36.45,32.64,41.4,,
2022-11-02,31.27,30.0,32.66,36.48,32.69,41.37,29.0,31.0
2022-11-03,31.26,29.99,32.63,36.52,32.74,41.34,,
2022-11-04,31.25,29.98,32.59,36.55,32.8,41.32,,
2022-11-05,31.24,29.97,32.56,36.59,32.86,41.31,,
2022-11-06,31.22,29.96,32.53,36.62,32.91,41.31,,
2022-11-07,31.21,29.95,32.5,36.66,32.96,41.34,,
2022-11-08,31.19,29.94,32.48,36.7,33.0,41.42,,
2022-11-09,31.17,29.93,32.47,36.74,33.02,41.47,31.0,30.0
2022-11-10,31.15,29.91,32.44,36.78,33.07,41.54,,
2022-11-11,31.13,29.9,32.42,36.82,33.13,41.53,,
2022-11-12,31.11,29.9,32.4,36.87,33.22,41.52,29.0,37.0
2022-11-13,31.08,29.89,32.34,36.92,33.31,41.5,26.0,30.0
2022-11-14,31.06,29.89,32.28,36.97,33.38,41.48,34.0,53.0
2022-11-15,31.03,29.88,32.22,37.02,33.49,41.5,,
2022-11-16,31.0,29.86,32.2,37.08,33.6,41.54,,
2022-11-17,30.97,29.83,32.17,37.13,33.73,41.58,33.0,29.5
2022-11-18,30.94,29.8,32.14,37.19,33.87,41.6,,
2022-11-19,30.91,29.79,32.08,37.25,33.94,41.65,,
2022-11-20,30.87,29.75,32.03,37.32,33.98,41.71,31.0,34.0
2022-11-21,30.84,29.73,31.97,37.39,34.01,41.69,,
2022-11-22,30.8,29.72,31.91,37.45,34.06,41.67,,
2022-11-23,30.76,29.72,31.87,37.52,34.1,41.64,,
2022-11-24,30.72,29.69,31.82,37.6,34.17,41.7,,
2022-11-25,30.68,29.64,31.77,37.67,34.27,41.72,,
2022-11-26,30.64,29.61,31.71,37.75,34.37,41.72,,
2022-11-27,30.59,29.58,31.64,37.83,34.48,41.74,33.0,33.0
2022-11-28,30.55,29.56,31.6,37.91,34.56,41.75,,
2022-11-29,30.5,29.52,31.56,37.99,34.63,41.75,,
2022-11-30,30.46,29.49,31.51,38.08,34.7,41.79,,
2022-12-01,30.41,29.46,31.45,38.16,34.78,41.82,30.0,34.0
2022-12-02,30.36,29.41,31.38,38.25,34.86,41.86,,
2022-12-03,30.31,29.35,31.32,38.34,34.94,41.9,,
2022-12-04,30.26,29.31,31.23,38.44,35.05,41.92,30.0,33.0
2022-12-05,30.21,29.27,31.15,38.54,35.22,41.96,,
2022-12-06,30.16,29.23,31.1,38.64,35.4,41.96,,
2022-12-07,30.1,29.2,31.05,38.74,35.6,42.03,,
2022-12-08,30.05,29.16,30.99,38.84,35.72,42.1,,
2022-12-09,30.0,29.1,30.92,38.95,35.81,42.25,32.0,56.0
2022-12-10,29.95,29.03,30.87,39.07,35.91,42.37,,
2022-12-11,29.9,28.97,30.81,39.18,35.98,42.4,,
2022-12-12,29.84,28.92,30.75,39.3,36.06,42.45,,
2022-12-13,29.79,28.86,30.7,39.43,36.16,42.57,,
2022-12-14,29.74,28.8,30.64,39.55,36.32,42.69,,
2022-12-15,29.69,28.74,30.58,39.69,36.49,42.9,32.0,56.0
2022-12-16,29.63,28.69,30.52,39.83,36.65,43.1,,
