date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Positive (poll),Negative (poll)
2025-08-15,10.8,8.68,13.54,20.5,18.26,22.96,4.0,13.0
2025-08-16,10.87,8.76,13.51,20.57,18.39,22.94,,
2025-08-17,10.94,8.85,13.48,20.63,18.49,22.94,,
2025-08-18,11.0,8.95,13.45,20.69,18.61,22.93,,
2025-08-19,11.06,9.05,13.42,20.74,18.71,22.92,,
2025-08-20,11.12,9.1,13.39,20.8,18.81,22.92,,
2025-08-21,11.17,9.16,13.37,20.85,18.91,22.91,,
2025-08-22,11.23,9.23,13.35,20.9,19.01,22.9,,
2025-08-23,11.28,9.29,13.34,20.94,19.07,22.91,,
2025-08-24,11.33,9.35,13.33,20.99,19.17,22.91,,
2025-08-25,11.39,9.42,13.32,21.03,19.27,22.92,,
2025-08-26,11.44,9.5,13.31,21.08,19.31,22.92,,
2025-08-27,11.5,9.56,13.31,21.12,19.39,22.91,,
2025-08-28,11.55,9.62,13.33,21.16,19.46,22.9,,
2025-08-29,11.61,9.7,13.34,21.2,19.52,22.89,,
2025-08-30,11.66,9.82,13.35,21.24,19.61,22.91,,
2025-08-31,11.72,9.9,13.4,21.28,19.66,22.92,,
2025-09-01,11.78,9.98,13.45,21.32,19.7,22.92,,
2025-09-02,11.84,10.06,13.5,21.36,19.75,22.92,,
2025-09-03,11.9,10.14,13.55,21.39,19.81,22.92,,
2025-09-04,11.96,10.31,13.6,21.43,19.87,22.92,,
2025-09-05,12.02,10.49,13.65,21.47,19.94,22.92,,
2025-09-06,12.07,10.61,13.7,21.5,20.03,22.93,,
2025-09-07,12.13,10.64,13.7,21.54,20.11,22.93,,
2025-09-08,12.19,10.68,13.71,21.58,20.19,22.93,,
2025-09-09,12.26,10.72,13.77,21.61,20.27,22.93,,
2025-09-10,12.32,10.75,13.83,21.65,20.31,22.93,,
2025-09-11,12.38,10.79,13.9,21.68,20.35,22.93,9.0,24.0
2025-09-12,12.44,10.88,13.95,21.72,20.44,22.94,,
2025-09-13,12.5,10.98,13.97,21.75,20.46,22.95,,
2025-09-14,12.56,11.08,13.99,21.78,20.54,22.96,,
2025-09-15,12.62,11.17,14.02,21.82,20.61,22.98,,
2025-09-16,12.68,11.26,14.04,21.85,20.67,22.99,,
2025-09-17,12.74,11.39,14.1,21.89,20.73,23.0,,
2025-09-18,12.8,11.49,14.16,21.93,20.79,23.01,,
