date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Unsure,Unsure (low),Unsure (high),Positive (poll),Negative (poll),Unsure (poll)
2026-02-17,20.67,19.6,21.74,32.39,30.18,34.86,,,,,,
2026-02-18,20.68,19.61,21.75,32.42,30.19,34.89,,,,,,
2026-02-19,20.7,19.6,21.76,32.44,30.2,34.92,,,,,,
2026-02-20,20.71,19.61,21.78,32.46,30.25,34.95,,,,,,
2026-02-21,20.72,19.6,21.79,32.49,30.29,34.98,,,,,,
2026-02-22,20.73,19.61,21.8,32.51,30.32,35.01,,,,,,
2026-02-23,20.74,19.62,21.81,32.53,30.33,35.03,,,,,,
2026-02-24,20.75,19.63,21.82,32.55,30.33,35.06,,,,,,
2026-02-25,20.75,19.63,21.83,32.57,30.34,35.08,,,,,,
2026-02-26,20.76,19.63,21.84,32.58,30.34,35.1,,,,,,
2026-02-27,20.77,19.64,21.84,32.6,30.35,35.11,,,,20.0,27.0,
2026-02-28,20.77,19.65,21.85,32.61,30.36,35.13,,,,,,
2026-03-01,20.78,19.65,21.86,32.62,30.36,35.14,,,,,,
2026-03-02,20.78,19.66,21.86,32.64,30.37,35.15,,,,,,
2026-03-03,20.79,19.66,21.87,32.65,30.38,35.16,,,,,,
2026-03-04,20.79,19.67,21.87,32.66,30.39,35.17,,,,,,
2026-03-05,20.79,19.67,21.88,32.67,30.39,35.17,,,,26.0,30.0,
2026-03-06,20.8,19.68,21.89,32.68,30.4,35.17,,,,20.0,29.0,
2026-03-07,20.8,19.69,21.88,32.68,30.42,35.17,,,,,,
2026-03-08,20.8,19.69,21.87,32.69,30.43,35.17,,,,,,
2026-03-09,20.8,19.7,21.87,32.7,30.44,35.17,,,,,,
2026-03-10,20.8,19.68,21.87,32.7,30.45,35.16,,,,,,
2026-03-11,20.8,19.67,21.87,32.71,30.46,35.16,,,,19.0,45.0,
2026-03-12,20.8,19.67,21.87,32.71,30.47,35.15,,,,,,
2026-03-13,20.8,19.67,21.87,32.72,30.48,35.14,,,,,,
2026-03-14,20.79,19.69,21.87,32.72,30.49,35.13,,,,,,
2026-03-15,20.79,19.68,21.88,32.72,30.5,35.12,,,,,,
2026-03-16,20.78,19.67,21.89,32.72,30.5,35.1,,,,,,
2026-03-17,20.78,19.65,21.89,32.72,30.49,35.09,,,,,,
2026-03-18,20.77,19.64,21.9,32.72,30.5,35.07,,,,,,
2026-03-19,20.76,19.62,21.9,32.72,30.51,35.06,,,,,,
2026-03-20,20.75,19.61,21.9,32.72,30.52,35.07,,,,21.0,30.0,
2026-03-21,20.74,19.6,21.89,32.72,30.53,35.07,,,,,,
2026-03-22,20.73,19.58,21.88,32.72,30.53,35.08,,,,,,
2026-03-23,20.72,19.56,21.86,32.71,30.53,35.08,,,,25.0,46.0,
2026-03-24,20.71,19.54,21.83,32.71,30.53,35.06,,,,,,
2026-03-25,20.69,19.54,21.8,32.71,30.53,35.1,,,,,,
2026-03-26,20.68,19.53,21.76,32.7,30.52,35.11,,,,16.0,33.0,
2026-03-27,20.66,19.5,21.73,32.7,30.52,35.07,,,,,,
2026-03-28,20.65,19.47,21.71,32.7,30.52,35.02,,,,,,
2026-03-29,20.63,19.47,21.7,32.69,30.52,35.0,,,,,,
2026-03-30,20.61,19.46,21.68,32.69,30.52,35.01,,,,,,
2026-03-31,20.6,19.45,21.66,32.68,30.53,35.02,,,,,,
2026-04-01,20.58,19.45,21.64,32.68,30.52,35.03,,,,,,
2026-04-02,20.56,19.42,21.63,32.67,30.5,35.04,,,,,,
2026-04-03,20.54,19.38,21.63,32.66,30.48,35.04,,,,,,
2026-04-04,20.52,19.35,21.6,32.66,30.45,35.04,,,,,,
2026-04-05,20.5,19.32,21.59,32.65,30.42,35.04,,,,,,
2026-04-06,20.48,19.29,21.57,32.64,30.39,35.03,,,,,,
2026-04-07,20.46,19.26,21.55,32.63,30.36,35.03,,,,,,
2026-04-08,20.43,19.23,21.53,32.62,30.34,35.02,,,,,,
2026-04-09,20.41,19.2,21.51,32.61,30.32,35.01,,,,,,
2026-04-10,20.39,19.17,21.47,32.6,30.33,34.98,,,,,,
2026-04-11,20.36,19.14,21.45,32.59,30.34,34.98,,,,,,
2026-04-12,20.34,19.12,21.43,32.58,30.36,34.96,,,,,,
2026-04-13,20.32,19.09,21.4,32.56,30.32,34.93,,,,19.0,34.0,
2026-04-14,20.29,19.06,21.38,32.54,30.32,34.9,,,,,,
2026-04-15,20.27,19.03,21.36,32.52,30.32,34.87,,,,,,
2026-04-16,20.24,19.01,21.33,32.51,30.32,34.83,,,,,,
2026-04-17,20.21,18.98,21.3,32.48,30.32,34.81,,,,,,
2026-04-18,20.19,18.96,21.26,32.46,30.31,34.76,,,,,,
2026-04-19,20.16,18.94,21.24,32.44,30.3,34.69,,,,,,
2026-04-20,20.13,18.92,21.21,32.42,30.29,34.64,,,,,,
2026-04-21,20.1,18.9,21.18,32.39,30.28,34.58,,,,,,
2026-04-22,20.08,18.88,21.15,32.37,30.28,34.53,,,,,,
2026-04-23,20.05,18.86,21.11,32.34,30.28,34.47,,,,,,
2026-04-24,20.02,18.85,21.07,32.32,30.28,34.4,,,,22.0,31.0,
2026-04-25,19.99,18.84,21.04,32.29,30.31,34.39,,,,,,
2026-04-26,19.96,18.82,21.0,32.27,30.34,34.36,,,,,,
2026-04-27,19.93,18.79,20.99,32.24,30.34,34.31,,,,,,
2026-04-28,19.9,18.78,20.96,32.22,30.34,34.26,,,,,,
2026-04-29,19.87,18.76,20.94,32.19,30.33,34.21,,,,,,
2026-04-30,19.84,18.74,20.92,32.17,30.34,34.16,,,,,,
2026-05-01,19.81,18.72,20.89,32.14,30.35,34.1,,,,19.0,28.0,
2026-05-02,19.78,18.7,20.83,32.11,30.35,34.04,,,,,,
2026-05-03,19.75,18.68,20.8,32.08,30.36,33.96,,,,,,
2026-05-04,19.71,18.66,20.79,32.05,30.37,33.92,,,,,,
2026-05-05,19.68,18.64,20.74,32.02,30.38,33.93,,,,,,
2026-05-06,19.65,18.62,20.68,31.99,30.34,33.96,,,,,,
2026-05-07,19.61,18.6,20.62,31.95,30.31,33.99,,,,,,
2026-05-08,19.58,18.58,20.56,31.92,30.28,34.01,,,,18.0,29.0,
2026-05-09,19.54,18.54,20.5,31.88,30.25,34.05,,,,,,
2026-05-10,19.51,18.52,20.47,31.84,30.16,34.08,,,,,,
2026-05-11,19.48,18.5,20.45,31.8,30.14,34.09,,,,,,
2026-05-12,19.44,18.51,20.42,31.76,30.14,34.22,,,,,,
2026-05-13,19.41,18.5,20.33,31.72,30.11,34.28,,,,,,
2026-05-14,19.38,18.46,20.25,31.67,30.09,34.25,,,,,,
2026-05-15,19.34,18.43,20.23,31.63,30.08,34.22,,,,,,
2026-05-16,19.31,18.41,20.19,31.59,30.02,34.29,,,,,,
2026-05-17,19.28,18.38,20.11,31.54,29.98,34.3,,,,,,
2026-05-18,19.25,18.33,20.03,31.5,29.96,34.29,,,,,,
2026-05-19,19.22,18.33,20.0,31.46,29.93,34.32,,,,,,
2026-05-20,19.2,18.34,19.98,31.42,29.89,34.31,,,,,,
2026-05-21,19.17,18.31,19.95,31.38,29.78,34.36,,,,,,
2026-05-22,19.14,18.28,19.89,31.35,29.67,34.31,,,,18.0,30.0,
2026-05-23,19.12,18.25,19.88,31.32,29.58,34.35,,,,,,
2026-05-24,19.1,18.25,19.88,31.29,29.45,34.43,,,,,,
2026-05-25,19.07,18.23,19.87,31.26,29.4,34.49,,,,,,
2026-05-26,19.05,18.21,19.84,31.24,29.3,34.35,,,,,,
2026-05-27,19.03,18.21,19.86,31.22,29.25,34.37,,,,,,
2026-05-28,19.01,18.2,19.83,31.2,29.19,34.45,,,,,,
2026-05-29,18.99,18.17,19.8,31.19,29.14,34.57,,,,,,
2026-05-30,18.97,18.14,19.78,31.17,29.07,34.67,,,,,,
2026-05-31,18.95,18.14,19.77,31.17,29.03,34.77,,,,,,
2026-06-01,18.93,18.11,19.75,31.16,28.94,34.82,,,,,,
2026-06-02,18.92,18.09,19.72,31.16,28.93,34.88,,,,,,
2026-06-03,18.9,18.07,19.69,31.16,28.89,35.01,,,,,,
2026-06-04,18.89,18.06,19.66,31.16,28.85,35.14,,,,,,
2026-06-05,18.87,18.05,19.64,31.17,28.8,35.2,,,,,,
2026-06-06,18.86,18.04,19.63,31.18,28.8,35.32,,,,,,
2026-06-07,18.85,18.03,19.62,31.19,28.8,35.45,,,,,,
2026-06-08,18.84,18.02,19.61,31.2,28.81,35.58,,,,,,
2026-06-09,18.83,18.02,19.6,31.22,28.8,35.7,,,,,,
2026-06-10,18.81,17.99,19.59,31.24,28.73,35.76,,,,,,
2026-06-11,18.8,17.96,19.58,31.26,28.66,35.83,,,,,,
2026-06-12,18.79,17.93,19.56,31.29,28.62,35.9,,,,,,
2026-06-13,18.77,17.92,19.54,31.31,28.61,35.96,,,,,,
2026-06-14,18.76,17.92,19.52,31.34,28.61,36.04,,,,,,
2026-06-15,18.75,17.9,19.5,31.36,28.58,36.1,,,,,,
2026-06-16,18.73,17.87,19.49,31.39,28.57,36.17,,,,,,
2026-06-17,18.72,17.85,19.48,31.42,28.54,36.23,,,,,,
2026-06-18,18.71,17.82,19.48,31.45,28.5,36.31,,,,,,
2026-06-19,18.69,17.79,19.49,31.48,28.47,36.43,,,,19.0,30.0,
2026-06-20,18.68,17.76,19.47,31.51,28.44,36.57,,,,,,
2026-06-21,18.67,17.74,19.46,31.55,28.39,36.7,,,,,,
2026-06-22,18.65,17.73,19.45,31.58,28.37,36.79,,,,,,
2026-06-23,18.64,17.73,19.44,31.62,28.33,36.87,,,,,,
2026-06-24,18.63,17.71,19.43,31.66,28.3,36.95,,,,,,
2026-06-25,18.62,17.71,19.43,31.7,28.27,37.12,,,,,,
2026-06-26,18.61,17.69,19.41,31.75,28.23,37.21,,,,20.0,27.0,
2026-06-27,18.6,17.64,19.37,31.79,28.21,37.3,,,,,,
2026-06-28,18.59,17.59,19.36,31.84,28.18,37.39,,,,,,
2026-06-29,18.58,17.54,19.35,31.89,28.16,37.48,,,,,,
2026-06-30,18.57,17.5,19.35,31.94,28.13,37.56,,,,,,
2026-07-01,18.57,17.45,19.35,31.99,28.11,37.77,,,,,,
2026-07-02,18.56,17.4,19.35,32.04,28.08,37.97,,,,,,
2026-07-03,18.56,17.37,19.35,32.09,28.06,38.19,,,,17.0,42.0,28.0
