date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),PC (poll),Reform (poll)
2025-11-14,11.97,11.35,12.54,17.79,14.97,19.73,6.25,5.19,7.3,7.89,7.0,8.86,27.06,25.39,29.27,27.59,26.74,28.31,,,,,,
2025-11-15,11.96,11.33,12.52,17.67,14.83,19.64,6.23,5.16,7.27,7.95,7.07,8.91,27.18,25.54,29.44,27.58,26.71,28.31,,,,,,
2025-11-16,11.94,11.3,12.5,17.55,14.71,19.55,6.21,5.14,7.23,8.0,7.13,8.97,27.3,25.69,29.56,27.57,26.68,28.31,,,,,,
2025-11-17,11.93,11.29,12.48,17.43,14.55,19.46,6.19,5.14,7.18,8.06,7.14,9.02,27.42,25.78,29.68,27.55,26.65,28.31,,,,,,
2025-11-18,11.92,11.28,12.47,17.32,14.4,19.36,6.17,5.13,7.14,8.11,7.16,9.08,27.53,25.87,29.86,27.54,26.63,28.31,,,,,,
2025-11-19,11.9,11.27,12.45,17.2,14.25,19.27,6.15,5.13,7.13,8.16,7.2,9.13,27.65,25.98,30.03,27.53,26.59,28.3,,,,,,
2025-11-20,11.89,11.25,12.44,17.09,14.1,19.19,6.13,5.13,7.12,8.22,7.25,9.17,27.76,26.07,30.2,27.51,26.55,28.31,,,,,,
2025-11-21,11.88,11.23,12.44,16.97,14.08,19.1,6.12,5.13,7.08,8.27,7.3,9.27,27.87,26.16,30.34,27.5,26.51,28.31,,,,,,
2025-11-22,11.86,11.19,12.42,16.86,14.07,18.97,6.1,5.13,7.06,8.32,7.35,9.36,27.98,26.26,30.47,27.49,26.47,28.29,,,,,,
2025-11-23,11.85,11.16,12.4,16.75,13.95,18.85,6.09,5.14,7.02,8.37,7.41,9.46,28.09,26.36,30.57,27.47,26.44,28.28,,,,,,
2025-11-24,11.84,11.14,12.39,16.64,13.9,18.75,6.07,5.14,6.99,8.42,7.44,9.55,28.19,26.46,30.64,27.45,26.41,28.27,,,,,,
2025-11-25,11.82,11.11,12.36,16.53,13.87,18.65,6.06,5.15,6.98,8.47,7.5,9.61,28.3,26.56,30.7,27.44,26.37,28.26,,,,,,
2025-11-26,11.81,11.09,12.34,16.42,13.83,18.55,6.04,5.15,6.96,8.52,7.58,9.67,28.4,26.66,30.79,27.42,26.32,28.25,,,,,,
2025-11-27,11.8,11.07,12.31,16.32,13.8,18.47,6.03,5.16,6.93,8.57,7.61,9.73,28.5,26.76,30.86,27.41,26.28,28.25,,,,,,
2025-11-28,11.79,11.05,12.3,16.22,13.78,18.39,6.02,5.17,6.91,8.61,7.63,9.78,28.6,26.88,30.91,27.39,26.25,28.24,,,,,,
2025-11-29,11.77,11.03,12.29,16.13,13.72,18.21,6.01,5.18,6.89,8.66,7.65,9.81,28.69,27.03,30.96,27.38,26.21,28.23,,,,,,
2025-11-30,11.76,11.03,12.27,16.04,13.65,18.1,6.0,5.15,6.88,8.7,7.66,9.85,28.78,27.11,31.0,27.36,26.18,28.22,12.0,21.0,3.0,9.0,26.0,27.0
2025-12-01,11.75,11.02,12.26,15.95,13.59,17.98,5.98,5.12,6.86,8.74,7.69,9.92,28.87,27.19,31.17,27.35,26.15,28.22,13.0,19.0,8.0,6.0,26.0,27.0
2025-12-02,11.73,11.01,12.24,15.86,13.52,17.88,5.97,5.13,6.84,8.77,7.71,9.98,28.95,27.29,31.23,27.33,26.15,28.22,,,,,,
2025-12-03,11.72,10.99,12.23,15.79,13.46,17.79,5.96,5.13,6.83,8.81,7.75,10.03,29.03,27.36,31.27,27.32,26.15,28.22,,,,,,
2025-12-04,11.71,10.98,12.22,15.71,13.4,17.67,5.95,5.13,6.8,8.84,7.78,10.08,29.11,27.46,31.3,27.3,26.12,28.2,,,,,,
2025-12-05,11.7,10.97,12.21,15.64,13.35,17.6,5.94,5.12,6.8,8.87,7.81,10.11,29.18,27.56,31.32,27.29,26.08,28.2,,,,,,
2025-12-06,11.69,10.96,12.19,15.58,13.3,17.55,5.93,5.1,6.78,8.9,7.84,10.11,29.25,27.65,31.34,27.28,26.05,28.19,,,,,,
2025-12-07,11.68,10.95,12.17,15.52,13.27,17.46,5.93,5.1,6.77,8.92,7.86,10.09,29.32,27.69,31.4,27.26,26.04,28.19,,,,,,
2025-12-08,11.67,10.94,12.16,15.46,13.24,17.43,5.92,5.1,6.75,8.94,7.87,10.1,29.38,27.72,31.45,27.25,26.05,28.19,,,,,,
2025-12-09,11.66,10.93,12.16,15.41,13.23,17.39,5.91,5.1,6.74,8.96,7.89,10.16,29.43,27.78,31.55,27.24,26.0,28.19,,,,,,
2025-12-10,11.65,10.92,12.15,15.36,13.21,17.32,5.9,5.12,6.73,8.98,7.91,10.18,29.49,27.86,31.63,27.23,25.98,28.18,10.0,10.0,6.0,9.0,33.0,30.0
2025-12-11,11.64,10.92,12.15,15.32,13.2,17.24,5.9,5.13,6.72,8.99,7.92,10.18,29.53,27.9,31.71,27.22,25.97,28.16,,,,,,
2025-12-12,11.63,10.92,12.14,15.29,13.19,17.18,5.89,5.14,6.71,9.01,7.93,10.18,29.58,27.93,31.75,27.21,25.96,28.15,,,,,,
2025-12-13,11.63,10.91,12.14,15.25,13.19,17.13,5.89,5.15,6.69,9.02,7.92,10.17,29.62,27.95,31.77,27.21,25.95,28.15,,,,,,
2025-12-14,11.62,10.89,12.14,15.22,13.19,17.09,5.88,5.16,6.66,9.03,7.92,10.17,29.65,27.97,31.84,27.2,25.93,28.16,,,,,,
2025-12-15,11.61,10.9,12.13,15.2,13.18,17.01,5.88,5.17,6.63,9.03,7.92,10.16,29.69,27.99,31.97,27.19,25.92,28.17,,,,,,
2025-12-16,11.61,10.9,12.11,15.18,13.16,17.0,5.87,5.18,6.6,9.04,7.94,10.15,29.72,28.05,32.09,27.19,25.92,28.18,,,,,,
2025-12-17,11.6,10.88,12.09,15.16,13.12,16.98,5.87,5.19,6.57,9.04,7.96,10.16,29.74,28.12,32.06,27.18,25.92,28.19,,,,,,
2025-12-18,11.59,10.87,12.09,15.14,13.12,16.96,5.87,5.2,6.55,9.05,7.96,10.16,29.76,28.18,32.03,27.18,25.92,28.19,,,,,,
2025-12-19,11.59,10.87,12.07,15.13,13.1,16.97,5.87,5.21,6.53,9.05,7.95,10.21,29.78,28.21,32.08,27.18,25.92,28.19,,,,,,
2025-12-20,11.58,10.87,12.06,15.13,13.07,16.95,5.86,5.21,6.51,9.05,7.93,10.26,29.8,28.24,32.14,27.17,25.92,28.18,,,,,,
2025-12-21,11.58,10.87,12.06,15.12,13.05,16.93,5.86,5.22,6.49,9.05,7.92,10.28,29.81,28.25,32.1,27.17,25.92,28.17,,,,,,
2025-12-22,11.57,10.87,12.05,15.12,13.03,16.95,5.86,5.23,6.47,9.04,7.9,10.28,29.82,28.24,32.06,27.17,25.91,28.16,,,,,,
2025-12-23,11.56,10.87,12.05,15.12,13.02,16.95,5.86,5.24,6.45,9.04,7.9,10.27,29.83,28.23,32.02,27.17,25.92,28.17,,,,,,
2025-12-24,11.56,10.87,12.05,15.13,13.01,16.96,5.86,5.24,6.44,9.04,7.91,10.25,29.83,28.27,31.97,27.17,25.92,28.18,,,,,,
2025-12-25,11.55,10.87,12.04,15.14,13.02,16.97,5.86,5.25,6.43,9.04,7.91,10.23,29.83,28.3,31.96,27.17,25.93,28.18,,,,,,
2025-12-26,11.55,10.87,12.04,15.15,13.05,17.0,5.86,5.25,6.42,9.03,7.89,10.25,29.83,28.3,31.96,27.17,25.93,28.17,,,,,,
2025-12-27,11.54,10.87,12.03,15.16,13.04,17.02,5.86,5.26,6.42,9.03,7.88,10.27,29.83,28.3,31.95,27.17,25.94,28.17,,,,,,
2025-12-28,11.54,10.88,12.03,15.17,13.05,17.03,5.86,5.27,6.42,9.02,7.87,10.27,29.82,28.27,31.91,27.18,25.94,28.16,,,,,,
2025-12-29,11.53,10.88,12.02,15.18,13.09,17.05,5.86,5.28,6.41,9.02,7.85,10.25,29.82,28.25,31.9,27.18,25.95,28.15,,,,,,
2025-12-30,11.53,10.89,12.03,15.2,13.12,17.07,5.86,5.29,6.41,9.01,7.84,10.22,29.81,28.25,31.84,27.18,25.95,28.16,,,,,,
2025-12-31,11.52,10.9,12.03,15.21,13.15,17.1,5.87,5.3,6.41,9.01,7.84,10.2,29.8,28.26,31.78,27.18,25.96,28.17,,,,,,
2026-01-01,11.52,10.9,12.02,15.23,13.2,17.11,5.87,5.32,6.4,9.01,7.84,10.17,29.8,28.27,31.75,27.18,25.96,28.18,12.0,17.0,6.0,8.0,29.0,28.0
2026-01-02,11.51,10.9,12.01,15.24,13.23,17.11,5.87,5.33,6.4,9.0,7.84,10.15,29.79,28.24,31.69,27.18,25.96,28.19,,,,,,
2026-01-03,11.5,10.91,11.99,15.26,13.32,17.11,5.87,5.34,6.4,9.0,7.84,10.13,29.78,28.2,31.63,27.18,25.96,28.19,,,,,,
2026-01-04,11.5,10.91,11.98,15.27,13.32,17.11,5.87,5.36,6.4,9.0,7.84,10.11,29.78,28.21,31.59,27.18,25.96,28.2,12.0,12.0,7.0,9.0,30.0,29.0
2026-01-05,11.49,10.91,11.98,15.28,13.33,17.11,5.88,5.37,6.4,9.01,7.85,10.09,29.77,28.23,31.58,27.18,25.97,28.19,,,,,,
2026-01-06,11.48,10.91,11.97,15.3,13.37,17.11,5.88,5.39,6.39,9.01,7.85,10.08,29.76,28.26,31.58,27.18,25.98,28.18,,,,,,
2026-01-07,11.47,10.9,11.96,15.31,13.4,17.1,5.88,5.4,6.38,9.01,7.87,10.08,29.76,28.28,31.59,27.18,25.98,28.17,,,,,,
2026-01-08,11.46,10.9,11.95,15.32,13.43,17.1,5.88,5.41,6.37,9.02,7.89,10.07,29.75,28.29,31.61,27.17,25.98,28.16,,,,,,
2026-01-09,11.45,10.89,11.93,15.32,13.45,17.09,5.88,5.42,6.37,9.03,7.91,10.08,29.75,28.29,31.59,27.17,25.98,28.15,,,,,,
2026-01-10,11.44,10.88,11.91,15.33,13.47,17.08,5.88,5.43,6.37,9.04,7.94,10.1,29.75,28.29,31.6,27.17,25.98,28.14,,,,,,
2026-01-11,11.43,10.88,11.91,15.34,13.5,17.07,5.89,5.45,6.36,9.05,7.95,10.16,29.75,28.28,31.6,27.16,25.98,28.13,,,,,,
2026-01-12,11.42,10.87,11.9,15.34,13.52,17.06,5.89,5.46,6.35,9.06,7.98,10.16,29.74,28.28,31.61,27.15,25.98,28.12,11.0,11.5,5.5,12.5,33.0,24.0
2026-01-13,11.4,10.87,11.88,15.35,13.54,17.04,5.89,5.48,6.35,9.08,7.99,10.17,29.74,28.29,31.61,27.15,25.97,28.11,,,,,,
2026-01-14,11.39,10.86,11.87,15.35,13.57,17.02,5.89,5.49,6.34,9.09,8.03,10.2,29.74,28.3,31.54,27.14,25.96,28.09,,,,,,
2026-01-15,11.38,10.84,11.85,15.35,13.59,17.01,5.89,5.51,6.34,9.11,8.06,10.23,29.75,28.3,31.53,27.13,25.94,28.08,12.0,15.0,6.0,9.0,31.0,27.0
2026-01-16,11.36,10.82,11.83,15.35,13.61,16.99,5.89,5.52,6.31,9.13,8.06,10.23,29.75,28.3,31.54,27.12,25.93,28.06,,,,,,
2026-01-17,11.35,10.8,11.81,15.35,13.63,16.97,5.89,5.53,6.3,9.15,8.07,10.24,29.75,28.31,31.54,27.11,25.91,28.05,,,,,,
2026-01-18,11.33,10.79,11.79,15.35,13.64,16.94,5.89,5.54,6.28,9.17,8.12,10.26,29.75,28.34,31.54,27.1,25.9,28.04,,,,,,
2026-01-19,11.31,10.8,11.78,15.35,13.66,16.92,5.89,5.54,6.26,9.19,8.17,10.28,29.76,28.37,31.54,27.09,25.9,28.03,,,,,,
2026-01-20,11.3,10.8,11.77,15.35,13.67,16.9,5.89,5.56,6.24,9.21,8.19,10.27,29.76,28.38,31.54,27.08,25.9,28.03,,,,,,
2026-01-21,11.28,10.79,11.76,15.35,13.69,16.87,5.89,5.57,6.23,9.24,8.19,10.31,29.77,28.38,31.54,27.07,25.9,28.02,,,,,,
2026-01-22,11.26,10.78,11.75,15.35,13.7,16.87,5.89,5.58,6.23,9.26,8.2,10.35,29.77,28.37,31.54,27.06,25.91,28.0,,,,,,
2026-01-23,11.25,10.76,11.74,15.34,13.71,16.88,5.89,5.59,6.23,9.28,8.21,10.37,29.78,28.36,31.54,27.05,25.91,27.99,,,,,,
2026-01-24,11.23,10.74,11.72,15.34,13.73,16.89,5.89,5.58,6.24,9.31,8.22,10.39,29.78,28.36,31.54,27.04,25.9,27.98,,,,,,
2026-01-25,11.21,10.71,11.71,15.34,13.74,16.9,5.89,5.58,6.22,9.33,8.22,10.42,29.79,28.38,31.54,27.03,25.9,27.95,,,,,,
2026-01-26,11.19,10.69,11.69,15.33,13.76,16.91,5.89,5.59,6.2,9.35,8.23,10.43,29.79,28.4,31.53,27.02,25.9,27.93,,,,,,
2026-01-27,11.17,10.66,11.68,15.33,13.77,16.85,5.89,5.6,6.18,9.38,8.24,10.48,29.8,28.41,31.52,27.0,25.89,27.9,,,,,,
2026-01-28,11.15,10.61,11.67,15.33,13.78,16.81,5.89,5.62,6.19,9.4,8.25,10.52,29.81,28.43,31.52,26.99,25.89,27.88,,,,,,
2026-01-29,11.13,10.6,11.66,15.33,13.79,16.75,5.89,5.61,6.18,9.42,8.29,10.56,29.81,28.44,31.52,26.98,25.89,27.86,,,,,,
2026-01-30,11.11,10.56,11.64,15.33,13.78,16.69,5.89,5.61,6.18,9.45,8.34,10.6,29.81,28.46,31.51,26.96,25.88,27.84,,,,,,
2026-01-31,11.09,10.53,11.62,15.33,13.78,16.66,5.88,5.61,6.19,9.47,8.37,10.63,29.82,28.48,31.49,26.95,25.88,27.83,,,,,,
2026-02-01,11.07,10.5,11.61,15.33,13.77,16.64,5.88,5.62,6.19,9.49,8.38,10.67,29.82,28.51,31.46,26.94,25.89,27.83,,,,,,
2026-02-02,11.05,10.48,11.61,15.33,13.76,16.66,5.88,5.62,6.19,9.51,8.39,10.7,29.82,28.52,31.43,26.92,25.9,27.82,,,,,,
2026-02-03,11.04,10.46,11.58,15.34,13.75,16.68,5.88,5.62,6.18,9.53,8.41,10.72,29.82,28.5,31.39,26.91,25.92,27.8,,,,,,
2026-02-04,11.02,10.43,11.54,15.34,13.78,16.69,5.88,5.63,6.18,9.55,8.43,10.75,29.82,28.51,31.36,26.9,25.93,27.78,,,,,,
2026-02-05,11.0,10.4,11.52,15.35,13.84,16.71,5.88,5.64,6.18,9.57,8.44,10.75,29.82,28.51,31.32,26.89,25.93,27.76,,,,,,
2026-02-06,10.98,10.39,11.52,15.35,13.86,16.73,5.88,5.65,6.18,9.59,8.45,10.76,29.82,28.53,31.27,26.87,25.93,27.74,,,,,,
2026-02-07,10.96,10.37,11.5,15.36,13.92,16.74,5.88,5.66,6.18,9.6,8.45,10.75,29.81,28.56,31.22,26.86,25.93,27.72,,,,,,
2026-02-08,10.94,10.32,11.48,15.36,13.96,16.75,5.88,5.65,6.19,9.62,8.47,10.75,29.8,28.57,31.21,26.85,25.93,27.7,10.5,16.5,5.5,8.5,30.5,26.5
2026-02-09,10.92,10.3,11.47,15.37,13.98,16.76,5.88,5.65,6.18,9.63,8.51,10.75,29.8,28.56,31.21,26.84,25.93,27.68,,,,,,
2026-02-10,10.91,10.28,11.45,15.38,14.01,16.77,5.88,5.65,6.18,9.65,8.54,10.74,29.79,28.55,31.21,26.83,25.93,27.66,13.0,20.0,6.0,5.0,24.0,31.0
2026-02-11,10.89,10.26,11.44,15.39,14.04,16.78,5.88,5.64,6.17,9.66,8.55,10.74,29.78,28.54,31.2,26.83,25.94,27.65,,,,,,
2026-02-12,10.87,10.24,11.44,15.39,14.08,16.79,5.88,5.64,6.16,9.67,8.57,10.73,29.77,28.55,31.19,26.82,25.94,27.64,,,,,,
2026-02-13,10.86,10.23,11.43,15.4,14.11,16.77,5.88,5.65,6.16,9.68,8.59,10.73,29.76,28.53,31.16,26.82,25.96,27.64,,,,,,
2026-02-14,10.84,10.21,11.42,15.41,14.13,16.78,5.87,5.64,6.15,9.69,8.62,10.72,29.74,28.53,31.14,26.81,25.97,27.64,,,,,,
2026-02-15,10.83,10.2,11.42,15.42,14.15,16.78,5.87,5.65,6.15,9.69,8.64,10.71,29.73,28.54,31.12,26.81,25.98,27.63,,,,,,
2026-02-16,10.81,10.18,11.41,15.42,14.17,16.79,5.87,5.64,6.14,9.7,8.66,10.69,29.72,28.54,31.07,26.81,25.98,27.62,,,,,,
2026-02-17,10.8,10.17,11.4,15.43,14.19,16.79,5.87,5.63,6.14,9.71,8.68,10.66,29.7,28.54,31.04,26.8,25.99,27.62,,,,,,
2026-02-18,10.79,10.15,11.37,15.44,14.2,16.77,5.86,5.62,6.13,9.71,8.7,10.66,29.69,28.55,31.0,26.8,26.0,27.61,,,,,,
2026-02-19,10.77,10.12,11.35,15.44,14.21,16.75,5.86,5.62,6.12,9.72,8.72,10.65,29.67,28.56,30.96,26.8,26.01,27.61,,,,,,
2026-02-20,10.76,10.1,11.35,15.45,14.22,16.74,5.86,5.61,6.13,9.72,8.72,10.64,29.66,28.56,30.92,26.81,26.04,27.6,,,,,,
2026-02-21,10.75,10.11,11.33,15.45,14.24,16.73,5.85,5.61,6.13,9.72,8.74,10.63,29.65,28.55,30.88,26.81,26.04,27.6,,,,,,
2026-02-22,10.74,10.1,11.31,15.46,14.24,16.71,5.85,5.6,6.13,9.73,8.75,10.64,29.64,28.55,30.84,26.81,26.04,27.59,,,,,,
2026-02-23,10.73,10.09,11.29,15.46,14.23,16.73,5.85,5.6,6.12,9.73,8.77,10.64,29.62,28.55,30.81,26.82,26.05,27.59,,,,,,
2026-02-24,10.72,10.08,11.27,15.46,14.24,16.71,5.84,5.59,6.12,9.73,8.78,10.63,29.61,28.56,30.81,26.82,26.06,27.59,,,,,,
2026-02-25,10.71,10.07,11.27,15.46,14.25,16.68,5.84,5.59,6.12,9.73,8.79,10.62,29.6,28.55,30.78,26.83,26.09,27.59,,,,,,
2026-02-26,10.7,10.06,11.26,15.46,14.25,16.66,5.83,5.58,6.11,9.73,8.8,10.61,29.59,28.53,30.74,26.84,26.13,27.6,,,,,,
2026-02-27,10.69,10.05,11.25,15.46,14.24,16.62,5.83,5.57,6.11,9.73,8.81,10.59,29.58,28.52,30.71,26.84,26.15,27.6,,,,,,
2026-02-28,10.68,10.05,11.25,15.45,14.25,16.61,5.82,5.57,6.1,9.72,8.82,10.58,29.57,28.51,30.66,26.85,26.15,27.59,,,,,,
2026-03-01,10.67,10.04,11.23,15.45,14.25,16.62,5.82,5.56,6.1,9.72,8.83,10.57,29.56,28.52,30.66,26.86,26.19,27.59,,,,,,
2026-03-02,10.66,10.03,11.22,15.45,14.25,16.63,5.82,5.55,6.1,9.72,8.81,10.56,29.56,28.54,30.66,26.87,26.21,27.59,,,,,,
2026-03-03,10.65,10.01,11.2,15.44,14.24,16.63,5.81,5.55,6.09,9.71,8.8,10.53,29.55,28.56,30.66,26.88,26.21,27.59,11.0,18.5,6.5,9.0,27.5,27.0
2026-03-04,10.64,10.0,11.19,15.44,14.24,16.61,5.81,5.54,6.09,9.71,8.81,10.5,29.54,28.58,30.65,26.89,26.22,27.6,,,,,,
2026-03-05,10.63,9.98,11.17,15.44,14.24,16.59,5.8,5.53,6.09,9.7,8.82,10.47,29.54,28.6,30.62,26.9,26.23,27.6,,,,,,
2026-03-06,10.63,9.97,11.16,15.43,14.24,16.57,5.8,5.52,6.09,9.7,8.84,10.46,29.53,28.61,30.58,26.91,26.24,27.61,,,,,,
2026-03-07,10.62,9.96,11.14,15.42,14.24,16.57,5.79,5.52,6.08,9.7,8.85,10.46,29.53,28.61,30.55,26.92,26.25,27.63,,,,,,
2026-03-08,10.61,9.96,11.13,15.42,14.23,16.55,5.79,5.51,6.08,9.69,8.85,10.46,29.52,28.59,30.54,26.93,26.27,27.63,,,,,,
2026-03-09,10.61,9.96,11.13,15.41,14.23,16.53,5.79,5.5,6.07,9.68,8.85,10.44,29.52,28.58,30.54,26.94,26.28,27.63,,,,,,
2026-03-10,10.6,9.97,11.12,15.4,14.23,16.49,5.78,5.49,6.07,9.68,8.84,10.44,29.52,28.58,30.55,26.95,26.29,27.63,,,,,,
2026-03-11,10.59,9.98,11.12,15.39,14.22,16.47,5.78,5.47,6.07,9.67,8.84,10.44,29.52,28.59,30.56,26.96,26.31,27.64,,,,,,
2026-03-12,10.59,9.99,11.12,15.38,14.22,16.47,5.77,5.46,6.07,9.67,8.84,10.42,29.51,28.58,30.56,26.97,26.33,27.65,,,,,,
2026-03-13,10.58,10.0,11.11,15.37,14.21,16.42,5.77,5.45,6.07,9.67,8.85,10.41,29.51,28.58,30.53,26.98,26.34,27.66,,,,,,
2026-03-14,10.58,10.01,11.11,15.36,14.21,16.41,5.77,5.45,6.06,9.66,8.85,10.4,29.52,28.57,30.5,26.99,26.34,27.67,,,,,,
2026-03-15,10.57,10.01,11.11,15.35,14.2,16.42,5.76,5.44,6.06,9.66,8.86,10.4,29.52,28.58,30.48,27.0,26.35,27.68,,,,,,
2026-03-16,10.57,10.01,11.11,15.34,14.19,16.42,5.76,5.44,6.06,9.65,8.87,10.4,29.52,28.6,30.45,27.01,26.36,27.69,,,,,,
2026-03-17,10.57,10.0,11.1,15.33,14.18,16.41,5.76,5.43,6.05,9.65,8.87,10.4,29.52,28.61,30.43,27.02,26.37,27.7,,,,,,
2026-03-18,10.56,10.0,11.1,15.31,14.17,16.4,5.75,5.43,6.05,9.65,8.87,10.41,29.53,28.61,30.43,27.03,26.39,27.71,9.5,12.5,5.0,13.0,31.0,25.5
2026-03-19,10.56,9.99,11.09,15.3,14.15,16.38,5.75,5.42,6.05,9.64,8.87,10.41,29.53,28.63,30.43,27.03,26.4,27.72,,,,,,
2026-03-20,10.55,10.0,11.1,15.28,14.13,16.35,5.75,5.42,6.05,9.64,8.87,10.42,29.54,28.65,30.44,27.04,26.42,27.73,,,,,,
2026-03-21,10.55,9.99,11.1,15.27,14.12,16.32,5.74,5.41,6.05,9.64,8.86,10.42,29.54,28.65,30.45,27.05,26.43,27.73,,,,,,
2026-03-22,10.55,9.98,11.11,15.25,14.11,16.32,5.74,5.41,6.05,9.64,8.85,10.43,29.55,28.65,30.47,27.05,26.43,27.74,9.0,17.0,6.0,11.0,30.0,27.0
2026-03-23,10.54,9.97,11.12,15.23,14.1,16.31,5.74,5.4,6.06,9.64,8.86,10.43,29.56,28.65,30.49,27.06,26.44,27.75,,,,,,
2026-03-24,10.54,9.97,11.12,15.21,14.09,16.3,5.73,5.4,6.06,9.64,8.87,10.43,29.57,28.65,30.49,27.07,26.45,27.76,,,,,,
2026-03-25,10.54,9.97,11.11,15.19,14.08,16.29,5.73,5.39,6.07,9.64,8.88,10.42,29.58,28.66,30.52,27.07,26.46,27.77,,,,,,
2026-03-26,10.54,9.96,11.11,15.17,14.07,16.27,5.73,5.39,6.07,9.65,8.89,10.42,29.59,28.66,30.53,27.07,26.47,27.78,,,,,,
2026-03-27,10.53,9.96,11.1,15.15,14.05,16.26,5.73,5.38,6.06,9.65,8.9,10.41,29.6,28.67,30.52,27.08,26.48,27.78,,,,,,
2026-03-28,10.53,9.95,11.1,15.13,14.01,16.24,5.72,5.38,6.06,9.65,8.9,10.41,29.61,28.67,30.53,27.08,26.48,27.8,,,,,,
2026-03-29,10.53,9.95,11.09,15.11,13.97,16.24,5.72,5.37,6.06,9.66,8.91,10.41,29.63,28.69,30.54,27.08,26.48,27.8,,,,,,
2026-03-30,10.52,9.94,11.08,15.08,13.93,16.23,5.72,5.36,6.06,9.66,8.92,10.41,29.64,28.72,30.55,27.09,26.48,27.81,,,,,,
2026-03-31,10.52,9.94,11.08,15.06,13.89,16.22,5.71,5.36,6.06,9.66,8.93,10.43,29.66,28.72,30.57,27.09,26.49,27.82,,,,,,
2026-04-01,10.52,9.93,11.08,15.04,13.86,16.19,5.71,5.35,6.06,9.67,8.94,10.44,29.67,28.73,30.59,27.09,26.5,27.82,,,,,,
2026-04-02,10.52,9.93,11.07,15.01,13.85,16.16,5.71,5.35,6.06,9.67,8.95,10.45,29.69,28.74,30.61,27.09,26.49,27.83,,,,,,
2026-04-03,10.51,9.93,11.07,14.99,13.84,16.15,5.7,5.34,6.06,9.68,8.96,10.46,29.71,28.75,30.62,27.09,26.49,27.83,,,,,,
2026-04-04,10.51,9.92,11.07,14.97,13.83,16.13,5.7,5.34,6.05,9.68,8.97,10.46,29.72,28.75,30.64,27.09,26.49,27.83,9.0,12.0,6.0,8.0,33.0,29.0
2026-04-05,10.51,9.92,11.07,14.94,13.81,16.09,5.7,5.33,6.05,9.68,8.98,10.46,29.74,28.77,30.66,27.1,26.49,27.84,,,,,,
2026-04-06,10.51,9.91,11.06,14.92,13.8,16.06,5.69,5.32,6.05,9.69,8.98,10.46,29.75,28.8,30.67,27.1,26.49,27.85,,,,,,
2026-04-07,10.51,9.92,11.06,14.9,13.77,16.07,5.69,5.32,6.05,9.69,8.99,10.46,29.77,28.84,30.69,27.1,26.5,27.86,,,,,,
2026-04-08,10.5,9.92,11.06,14.87,13.74,16.03,5.69,5.32,6.05,9.69,8.99,10.46,29.79,28.87,30.72,27.1,26.5,27.86,12.0,15.0,6.0,10.0,30.0,25.0
2026-04-09,10.5,9.93,11.06,14.85,13.71,16.0,5.68,5.32,6.05,9.7,8.99,10.46,29.81,28.88,30.76,27.1,26.5,27.85,,,,,,
2026-04-10,10.5,9.93,11.06,14.83,13.68,15.96,5.68,5.31,6.05,9.7,8.99,10.46,29.82,28.89,30.8,27.1,26.5,27.84,10.5,18.0,6.5,10.0,28.0,26.0
2026-04-11,10.5,9.92,11.06,14.81,13.65,15.92,5.68,5.31,6.05,9.7,8.99,10.46,29.84,28.9,30.81,27.11,26.51,27.84,,,,,,
2026-04-12,10.5,9.91,11.07,14.79,13.63,15.89,5.68,5.31,6.05,9.7,8.98,10.46,29.85,28.9,30.82,27.11,26.51,27.85,,,,,,
2026-04-13,10.5,9.91,11.07,14.76,13.62,15.87,5.67,5.31,6.04,9.71,8.99,10.45,29.87,28.9,30.82,27.11,26.52,27.85,12.0,16.0,6.0,9.0,29.0,25.0
2026-04-14,10.49,9.92,11.07,14.74,13.6,15.85,5.67,5.31,6.04,9.71,8.99,10.45,29.89,28.91,30.85,27.11,26.53,27.84,,,,,,
2026-04-15,10.49,9.92,11.07,14.72,13.56,15.84,5.67,5.31,6.04,9.71,8.99,10.45,29.9,28.94,30.87,27.11,26.54,27.85,8.0,13.0,6.0,10.0,29.0,29.0
2026-04-16,10.49,9.92,11.07,14.7,13.52,15.82,5.66,5.31,6.03,9.71,8.99,10.45,29.92,28.95,30.89,27.12,26.55,27.86,,,,,,
2026-04-17,10.49,9.91,11.07,14.68,13.5,15.81,5.66,5.3,6.03,9.7,9.0,10.46,29.93,28.95,30.92,27.12,26.55,27.87,,,,,,
2026-04-18,10.49,9.91,11.07,14.66,13.48,15.8,5.66,5.3,6.02,9.7,9.0,10.47,29.95,28.96,30.93,27.12,26.54,27.88,,,,,,
2026-04-19,10.49,9.91,11.07,14.65,13.46,15.79,5.65,5.3,6.02,9.7,9.0,10.46,29.96,28.97,30.94,27.13,26.54,27.88,,,,,,
2026-04-20,10.5,9.9,11.07,14.63,13.44,15.78,5.65,5.3,6.01,9.7,9.0,10.44,29.98,28.97,30.94,27.13,26.54,27.89,,,,,,
2026-04-21,10.5,9.9,11.08,14.61,13.42,15.77,5.65,5.3,6.01,9.69,8.99,10.44,29.99,28.97,30.95,27.14,26.54,27.89,,,,,,
