date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),Reform (poll)
2024-08-17,23.07,21.79,24.51,32.51,31.29,33.89,11.9,11.41,12.48,8.03,7.62,8.41,,,,18.53,17.38,19.49,,,,,,
2024-08-18,23.12,21.87,24.59,32.4,31.23,33.82,11.95,11.45,12.57,8.02,7.64,8.38,,,,18.55,17.41,19.48,,,,,,
2024-08-19,23.17,21.91,24.65,32.29,31.14,33.71,12.0,11.46,12.64,8.02,7.65,8.35,,,,18.57,17.45,19.48,,,,,,
2024-08-20,23.22,21.92,24.69,32.18,31.03,33.61,12.05,11.47,12.7,8.01,7.67,8.31,,,,18.58,17.48,19.48,,,,,,
2024-08-21,23.26,21.9,24.76,32.07,30.96,33.47,12.1,11.5,12.77,7.99,7.68,8.26,,,,18.59,17.52,19.42,,,,,,
2024-08-22,23.31,21.94,24.8,31.97,30.81,33.34,12.16,11.59,12.84,7.98,7.7,8.25,,,,18.59,17.54,19.38,,,,,,
2024-08-23,23.36,21.98,24.84,31.86,30.65,33.21,12.21,11.62,12.9,7.96,7.69,8.21,,,,18.6,17.57,19.35,,,,,,
2024-08-24,23.41,22.02,24.85,31.75,30.58,33.11,12.27,11.66,12.96,7.94,7.65,8.16,,,,18.6,17.62,19.33,,,,,,
2024-08-25,23.46,22.08,24.86,31.64,30.48,33.0,12.33,11.75,13.0,7.92,7.63,8.12,,,,18.6,17.68,19.32,,,,,,
2024-08-26,23.51,22.15,24.87,31.54,30.42,32.83,12.4,11.81,13.07,7.89,7.61,8.1,,,,18.59,17.74,19.31,,,,,,
2024-08-27,23.55,22.18,24.94,31.44,30.32,32.61,12.45,11.85,13.1,7.86,7.56,8.07,,,,18.59,17.81,19.24,,,,,,
2024-08-28,23.6,22.19,24.99,31.34,30.26,32.42,12.51,11.9,13.14,7.83,7.53,8.03,,,,18.58,17.89,19.19,,,,,,
2024-08-29,23.66,22.23,25.0,31.25,30.23,32.28,12.56,11.96,13.18,7.8,7.5,8.02,,,,18.57,17.95,19.15,26.0,30.0,12.0,8.0,,19.0
2024-08-30,23.71,22.36,25.05,31.16,30.18,32.17,12.61,12.02,13.17,7.76,7.48,8.0,,,,18.56,18.0,19.09,,,,,,
2024-08-31,23.77,22.43,25.08,31.08,30.1,32.04,12.65,12.07,13.17,7.73,7.45,7.97,,,,18.56,18.06,19.08,,,,,,
2024-09-01,23.83,22.52,25.11,31.0,30.06,31.94,12.68,12.11,13.16,7.7,7.42,7.96,,,,18.55,18.1,19.06,,,,,,
2024-09-02,23.89,22.63,25.16,30.93,30.05,31.85,12.7,12.15,13.16,7.66,7.4,7.92,,,,18.54,18.14,19.05,,,,,,
2024-09-03,23.95,22.72,25.23,30.85,30.01,31.74,12.73,12.16,13.14,7.63,7.36,7.9,,,,18.54,18.18,19.01,,,,,,
2024-09-04,24.02,22.84,25.27,30.78,30.01,31.66,12.74,12.18,13.13,7.6,7.33,7.87,,,,18.55,18.21,18.99,,,,,,
2024-09-05,24.08,22.94,25.29,30.71,29.99,31.54,12.76,12.21,13.13,7.58,7.31,7.84,,,,18.55,18.24,19.0,,,,,,
2024-09-06,24.14,23.01,25.3,30.64,29.91,31.41,12.77,12.24,13.13,7.55,7.3,7.82,,,,18.56,18.24,18.99,,,,,,
2024-09-07,24.2,23.11,25.28,30.58,29.9,31.32,12.77,12.26,13.11,7.53,7.28,7.8,,,,18.57,18.24,19.01,,,,,,
2024-09-08,24.25,23.18,25.31,30.52,29.89,31.25,12.78,12.26,13.13,7.51,7.26,7.78,,,,18.59,18.27,19.03,,,,,,
2024-09-09,24.3,23.25,25.32,30.46,29.8,31.18,12.78,12.27,13.14,7.5,7.25,7.76,,,,18.6,18.3,19.06,,,,,,
2024-09-10,24.34,23.35,25.35,30.41,29.76,31.11,12.78,12.28,13.14,7.48,7.24,7.76,,,,18.62,18.33,19.08,25.0,29.0,14.0,8.0,3.0,18.0
2024-09-11,24.38,23.44,25.36,30.36,29.71,31.05,12.78,12.3,13.14,7.47,7.23,7.75,,,,18.64,18.35,19.11,,,,,,
2024-09-12,24.41,23.5,25.38,30.32,29.68,31.01,12.78,12.31,13.14,7.46,7.23,7.73,,,,18.66,18.36,19.12,,,,,,
2024-09-13,24.44,23.56,25.39,30.28,29.64,30.96,12.78,12.3,13.13,7.45,7.22,7.71,,,,18.68,18.37,19.14,,,,,,
2024-09-14,24.46,23.61,25.39,30.25,29.62,30.91,12.77,12.3,13.12,7.44,7.21,7.7,,,,18.71,18.39,19.17,,,,,,
2024-09-15,24.48,23.65,25.4,30.22,29.59,30.87,12.77,12.29,13.12,7.43,7.22,7.69,,,,18.73,18.41,19.19,,,,,,
2024-09-16,24.49,23.66,25.39,30.19,29.57,30.84,12.77,12.28,13.11,7.43,7.22,7.68,,,,18.75,18.43,19.21,,,,,,
2024-09-17,24.51,23.67,25.39,30.17,29.55,30.81,12.76,12.29,13.11,7.42,7.21,7.67,,,,18.77,18.44,19.24,,,,,,
2024-09-18,24.52,23.66,25.39,30.14,29.52,30.78,12.76,12.29,13.1,7.42,7.21,7.66,,,,18.79,18.45,19.27,,,,,,
2024-09-19,24.53,23.66,25.4,30.12,29.53,30.75,12.76,12.29,13.1,7.41,7.21,7.66,,,,18.8,18.46,19.29,21.0,33.0,13.0,7.0,,18.0
2024-09-20,24.53,23.65,25.39,30.11,29.51,30.73,12.76,12.29,13.09,7.41,7.21,7.65,,,,18.82,18.48,19.32,,,,,,
2024-09-21,24.54,23.64,25.38,30.09,29.49,30.7,12.75,12.29,13.08,7.4,7.21,7.66,,,,18.83,18.49,19.34,,,,,,
2024-09-22,24.55,23.65,25.38,30.07,29.46,30.68,12.75,12.29,13.07,7.4,7.2,7.65,,,,18.85,18.49,19.35,,,,,,
2024-09-23,24.55,23.67,25.38,30.06,29.47,30.67,12.75,12.29,13.08,7.39,7.19,7.65,,,,18.86,18.49,19.35,,,,,,
2024-09-24,24.56,23.68,25.39,30.05,29.46,30.65,12.75,12.29,13.07,7.39,7.19,7.64,,,,18.87,18.5,19.35,26.0,30.0,13.0,8.0,,18.0
2024-09-25,24.57,23.7,25.4,30.04,29.45,30.65,12.75,12.29,13.07,7.39,7.19,7.63,,,,18.88,18.51,19.34,22.0,32.0,13.0,7.0,,18.0
2024-09-26,24.57,23.71,25.42,30.03,29.44,30.65,12.75,12.29,13.08,7.39,7.19,7.63,,,,18.89,18.52,19.35,,,,,,
2024-09-27,24.58,23.72,25.44,30.02,29.41,30.64,12.74,12.28,13.08,7.38,7.19,7.63,,,,18.89,18.52,19.36,,,,,,
2024-09-28,24.6,23.75,25.43,30.01,29.4,30.63,12.74,12.28,13.07,7.38,7.19,7.62,,,,18.9,18.52,19.36,,,,,,
2024-09-29,24.61,23.77,25.43,29.99,29.39,30.63,12.74,12.28,13.06,7.38,7.19,7.62,,,,18.9,18.53,19.36,,,,,,
2024-09-30,24.62,23.8,25.43,29.98,29.37,30.62,12.74,12.28,13.05,7.38,7.19,7.61,,,,18.9,18.52,19.36,,,,,,
2024-10-01,24.64,23.82,25.45,29.97,29.35,30.6,12.74,12.27,13.06,7.38,7.18,7.61,,,,18.9,18.52,19.37,23.0,31.0,13.0,7.0,,18.0
2024-10-02,24.66,23.82,25.47,29.96,29.34,30.59,12.73,12.26,13.07,7.38,7.18,7.61,,,,18.91,18.51,19.36,25.0,30.0,13.0,7.0,,20.0
2024-10-03,24.69,23.85,25.5,29.94,29.34,30.57,12.73,12.25,13.06,7.38,7.18,7.61,,,,18.91,18.52,19.36,24.0,31.0,11.0,8.0,,20.0
2024-10-04,24.71,23.88,25.54,29.93,29.32,30.55,12.72,12.24,13.05,7.38,7.18,7.61,,,,18.91,18.52,19.35,,,,,,
2024-10-05,24.74,23.91,25.59,29.91,29.3,30.52,12.72,12.23,13.04,7.38,7.19,7.61,,,,18.91,18.52,19.36,28.0,29.0,11.0,7.0,,19.0
2024-10-06,24.78,23.95,25.62,29.88,29.28,30.48,12.71,12.22,13.02,7.38,7.19,7.62,,,,18.91,18.53,19.37,,,,,,
2024-10-07,24.81,23.99,25.64,29.86,29.26,30.44,12.7,12.21,13.0,7.38,7.19,7.61,,,,18.91,18.53,19.38,25.0,29.0,14.0,8.0,,18.0
2024-10-08,24.85,24.05,25.68,29.83,29.23,30.41,12.69,12.2,13.0,7.38,7.2,7.62,,,,18.91,18.53,19.39,,,,,,
2024-10-09,24.9,24.11,25.74,29.8,29.18,30.38,12.68,12.18,12.99,7.39,7.2,7.62,,,,18.91,18.53,19.37,27.0,27.0,13.0,7.0,,21.0
2024-10-10,24.94,24.16,25.8,29.76,29.14,30.31,12.67,12.17,12.97,7.39,7.21,7.62,,,,18.92,18.54,19.4,24.0,29.0,12.0,7.0,,19.0
2024-10-11,24.99,24.23,25.86,29.72,29.11,30.29,12.66,12.15,12.95,7.39,7.21,7.63,,,,18.92,18.54,19.41,25.0,29.0,14.0,7.0,,19.0
2024-10-12,25.04,24.28,25.92,29.68,29.08,30.23,12.64,12.14,12.94,7.39,7.22,7.63,,,,18.92,18.54,19.42,,,,,,
2024-10-13,25.09,24.32,25.98,29.64,29.05,30.21,12.63,12.13,12.93,7.4,7.22,7.63,,,,18.93,18.55,19.43,,,,,,
2024-10-14,25.15,24.38,26.06,29.6,29.03,30.19,12.62,12.12,12.93,7.4,7.22,7.63,,,,18.93,18.54,19.45,,,,,,
2024-10-15,25.2,24.43,26.13,29.55,28.99,30.16,12.61,12.11,12.93,7.41,7.23,7.63,,,,18.93,18.53,19.46,,,,,,
2024-10-16,25.25,24.5,26.19,29.51,28.93,30.1,12.6,12.1,12.92,7.41,7.24,7.63,,,,18.94,18.52,19.46,24.0,31.0,12.0,8.0,,20.0
2024-10-17,25.3,24.57,26.23,29.46,28.89,30.06,12.59,12.1,12.92,7.41,7.25,7.64,,,,18.94,18.52,19.47,,,,,,
2024-10-18,25.36,24.64,26.26,29.41,28.84,29.98,12.59,12.09,12.92,7.42,7.25,7.64,,,,18.94,18.52,19.5,,,,,,
2024-10-19,25.41,24.68,26.29,29.37,28.8,29.92,12.58,12.09,12.92,7.42,7.25,7.66,,,,18.94,18.52,19.5,,,,,,
2024-10-20,25.46,24.68,26.33,29.32,28.76,29.86,12.57,12.09,12.91,7.43,7.25,7.67,,,,18.95,18.51,19.53,,,,,,
2024-10-21,25.51,24.72,26.38,29.28,28.7,29.81,12.56,12.09,12.91,7.43,7.25,7.68,,,,18.95,18.51,19.53,,,,,,
2024-10-22,25.56,24.78,26.41,29.23,28.67,29.77,12.56,12.08,12.9,7.44,7.24,7.68,,,,18.95,18.51,19.56,,,,,,
2024-10-23,25.61,24.8,26.47,29.18,28.61,29.72,12.55,12.06,12.89,7.45,7.25,7.69,,,,18.95,18.49,19.57,,,,,,
2024-10-24,25.65,24.84,26.55,29.14,28.57,29.66,12.54,12.07,12.88,7.45,7.26,7.7,,,,18.95,18.47,19.59,,,,,,
2024-10-25,25.7,24.88,26.6,29.09,28.52,29.61,12.53,12.06,12.88,7.46,7.27,7.7,,,,18.95,18.47,19.61,,,,,,
2024-10-26,25.75,24.91,26.68,29.04,28.47,29.57,12.53,12.04,12.88,7.47,7.28,7.71,,,,18.95,18.46,19.64,,,,,,
2024-10-27,25.8,24.93,26.74,28.99,28.38,29.55,12.52,12.02,12.87,7.48,7.28,7.73,,,,18.96,18.44,19.66,,,,,,
2024-10-28,25.85,24.96,26.78,28.94,28.34,29.53,12.51,12.01,12.87,7.49,7.28,7.74,,,,18.96,18.43,19.68,,,,,,
2024-10-29,25.89,25.0,26.83,28.88,28.26,29.49,12.5,12.0,12.86,7.51,7.29,7.76,,,,18.97,18.41,19.73,,,,,,
2024-10-30,25.94,25.03,26.87,28.81,28.2,29.38,12.49,11.99,12.86,7.52,7.29,7.77,,,,18.98,18.4,19.77,29.0,28.0,13.0,8.0,,17.0
2024-10-31,25.99,25.04,26.95,28.75,28.14,29.3,12.48,11.98,12.85,7.54,7.31,7.78,,,,18.99,18.38,19.81,,,,,,
2024-11-01,26.04,25.06,27.03,28.67,28.06,29.22,12.47,11.98,12.84,7.57,7.32,7.82,,,,19.01,18.37,19.87,,,,,,
2024-11-02,26.1,25.08,27.11,28.6,27.97,29.13,12.46,11.98,12.84,7.59,7.33,7.85,,,,19.03,18.36,19.95,,,,,,
2024-11-03,26.15,25.09,27.16,28.51,27.88,29.09,12.44,11.97,12.82,7.61,7.33,7.88,,,,19.05,18.33,20.02,,,,,,
2024-11-04,26.2,25.11,27.22,28.43,27.74,29.04,12.42,11.96,12.8,7.64,7.34,7.93,,,,19.08,18.3,20.07,,,,,,
2024-11-05,26.24,25.14,27.32,28.34,27.59,28.99,12.4,11.94,12.79,7.67,7.35,7.97,,,,19.11,18.27,20.13,,,,,,
2024-11-06,26.29,25.17,27.37,28.24,27.44,28.92,12.38,11.89,12.78,7.7,7.36,8.0,,,,19.15,18.24,20.26,25.0,29.0,13.0,7.0,,18.0
2024-11-07,26.34,25.18,27.43,28.15,27.25,28.87,12.36,11.86,12.78,7.73,7.38,8.07,,,,19.19,18.2,20.34,,,,,,
2024-11-08,26.38,25.19,27.52,28.05,27.02,28.81,12.34,11.85,12.79,7.76,7.39,8.11,,,,19.23,18.17,20.45,,,,,,
2024-11-09,26.42,25.21,27.59,27.96,26.83,28.76,12.31,11.83,12.77,7.79,7.41,8.15,,,,19.27,18.17,20.6,29.0,27.0,11.0,8.0,,19.0
2024-11-10,26.45,25.22,27.65,27.87,26.73,28.71,12.28,11.8,12.75,7.82,7.42,8.18,,,,19.32,18.18,20.71,,,,,,
2024-11-11,26.48,25.25,27.71,27.79,26.55,28.66,12.26,11.77,12.72,7.84,7.44,8.24,,,,19.38,18.2,20.85,24.0,30.0,12.0,8.0,,21.0
2024-11-12,26.51,25.24,27.71,27.71,26.46,28.65,12.23,11.73,12.71,7.86,7.46,8.29,,,,19.43,18.23,20.91,,,,,,
2024-11-13,26.53,25.28,27.69,27.64,26.32,28.64,12.2,11.7,12.69,7.88,7.47,8.33,,,,19.49,18.23,21.0,27.0,28.0,13.0,7.0,,17.0
2024-11-14,26.54,25.32,27.67,27.57,26.21,28.64,12.17,11.67,12.67,7.89,7.47,8.35,,,,19.54,18.22,21.09,,,,,,
2024-11-15,26.55,25.36,27.71,27.51,26.12,28.63,12.15,11.64,12.63,7.9,7.46,8.36,,,,19.6,18.21,21.16,,,,,,
2024-11-16,26.54,25.39,27.71,27.45,26.05,28.59,12.12,11.59,12.6,7.91,7.46,8.38,,,,19.66,18.2,21.21,,,,,,
2024-11-17,26.54,25.43,27.74,27.41,25.99,28.57,12.1,11.56,12.57,7.91,7.45,8.37,,,,19.71,18.23,21.22,,,,,,
2024-11-18,26.52,25.45,27.74,27.37,25.95,28.56,12.08,11.53,12.55,7.91,7.44,8.34,,,,19.77,18.27,21.23,,,,,,
2024-11-19,26.51,25.48,27.72,27.33,25.91,28.54,12.06,11.51,12.53,7.91,7.43,8.33,,,,19.82,18.33,21.22,,,,,,
2024-11-20,26.49,25.5,27.69,27.3,25.89,28.53,12.04,11.51,12.51,7.9,7.42,8.34,,,,19.88,18.41,21.27,,,,,,
2024-11-21,26.46,25.51,27.65,27.28,25.84,28.53,12.02,11.5,12.5,7.9,7.41,8.35,,,,19.94,18.48,21.32,,,,,,
2024-11-22,26.44,25.52,27.63,27.26,25.8,28.53,12.0,11.49,12.47,7.89,7.4,8.33,,,,19.99,18.52,21.37,,,,,,
2024-11-23,26.41,25.52,27.61,27.24,25.77,28.53,11.98,11.5,12.46,7.89,7.39,8.34,,,,20.05,18.55,21.41,,,,,,
2024-11-24,26.38,25.5,27.58,27.22,25.76,28.55,11.96,11.5,12.44,7.88,7.39,8.33,,,,20.1,18.6,21.45,,,,,,
2024-11-25,26.36,25.5,27.55,27.2,25.74,28.59,11.94,11.49,12.42,7.88,7.37,8.32,,,,20.16,18.67,21.46,,,,,,
2024-11-26,26.33,25.51,27.48,27.18,25.69,28.6,11.92,11.47,12.39,7.88,7.35,8.33,,,,20.22,18.75,21.51,,,,,,
2024-11-27,26.3,25.52,27.42,27.16,25.73,28.59,11.9,11.46,12.38,7.87,7.34,8.34,,,,20.29,18.77,21.55,,,,,,
2024-11-28,26.26,25.5,27.34,27.15,25.76,28.58,11.88,11.44,12.37,7.87,7.33,8.36,,,,20.35,18.81,21.58,,,,,,
2024-11-29,26.23,25.47,27.28,27.13,25.72,28.57,11.86,11.42,12.35,7.87,7.32,8.37,,,,20.42,18.89,21.66,27.0,25.0,12.0,9.0,,22.0
2024-11-30,26.19,25.44,27.2,27.11,25.69,28.58,11.84,11.4,12.34,7.88,7.32,8.39,,,,20.49,18.99,21.68,,,,,,
2024-12-01,26.15,25.4,27.1,27.09,25.63,28.59,11.82,11.39,12.32,7.88,7.31,8.41,,,,20.57,19.1,21.69,,,,,,
2024-12-02,26.1,25.35,27.01,27.06,25.6,28.61,11.8,11.38,12.31,7.89,7.3,8.43,,,,20.66,19.18,21.74,,,,,,
2024-12-03,26.05,25.31,26.89,27.04,25.57,28.61,11.78,11.37,12.25,7.91,7.32,8.47,,,,20.75,19.33,21.81,,,,,,
2024-12-04,25.99,25.31,26.85,27.01,25.54,28.61,11.76,11.37,12.22,7.93,7.33,8.52,,,,20.85,19.52,21.93,26.0,23.0,11.0,9.0,,24.0
2024-12-05,25.91,25.19,26.76,26.98,25.51,28.57,11.74,11.36,12.19,7.95,7.35,8.57,,,,20.97,19.64,22.03,,,,,,
2024-12-06,25.83,25.12,26.6,26.95,25.49,28.57,11.72,11.34,12.16,7.98,7.33,8.6,,,,21.09,19.79,22.16,,,,,,
2024-12-07,25.73,25.01,26.47,26.92,25.47,28.55,11.71,11.35,12.14,8.02,7.33,8.64,,,,21.23,19.95,22.26,,,,,,
2024-12-08,25.61,24.85,26.33,26.88,25.46,28.45,11.7,11.35,12.12,8.06,7.35,8.67,,,,21.37,20.14,22.39,,,,,,
2024-12-09,25.49,24.69,26.23,26.84,25.47,28.33,11.7,11.36,12.12,8.1,7.44,8.68,,,,21.53,20.41,22.57,,,,,,
2024-12-10,25.36,24.51,26.06,26.8,25.36,28.3,11.7,11.37,12.1,8.14,7.51,8.72,,,,21.69,20.77,22.69,,,,,,
2024-12-11,25.23,24.35,25.97,26.76,25.36,28.27,11.71,11.35,12.09,8.18,7.54,8.79,,,,21.85,21.0,22.84,,,,,,
2024-12-12,25.1,24.23,25.84,26.72,25.3,28.13,11.72,11.36,12.1,8.21,7.57,8.84,,,,22.02,21.23,22.96,,,,,,
2024-12-13,24.97,24.08,25.74,26.68,25.34,28.01,11.74,11.36,12.14,8.24,7.61,8.84,,,,22.17,21.39,23.05,,,,,,
2024-12-14,24.85,23.94,25.62,26.64,25.33,28.0,11.76,11.38,12.16,8.27,7.69,8.84,,,,22.31,21.51,23.15,,,,,,
2024-12-15,24.74,23.82,25.51,26.61,25.36,27.95,11.78,11.39,12.19,8.29,7.74,8.85,,,,22.44,21.7,23.25,,,,,,
2024-12-16,24.64,23.73,25.43,26.57,25.36,27.82,11.81,11.39,12.23,8.3,7.76,8.85,,,,22.56,21.88,23.38,25.0,30.0,11.0,7.0,,20.0
2024-12-17,24.55,23.65,25.35,26.54,25.39,27.76,11.83,11.41,12.26,8.31,7.77,8.84,,,,22.67,21.99,23.49,,,,,,
2024-12-18,24.47,23.6,25.24,26.51,25.44,27.69,11.86,11.45,12.3,8.31,7.78,8.81,,,,22.77,22.17,23.62,26.0,27.0,12.0,7.0,,21.0
2024-12-19,24.39,23.58,25.18,26.48,25.4,27.63,11.89,11.47,12.34,8.32,7.77,8.81,,,,22.86,22.29,23.68,,,,,,
2024-12-20,24.32,23.56,25.09,26.46,25.37,27.52,11.92,11.48,12.37,8.31,7.78,8.8,,,,22.95,22.38,23.73,,,,,,
2024-12-21,24.26,23.53,24.98,26.43,25.37,27.41,11.95,11.51,12.4,8.31,7.78,8.8,,,,23.03,22.45,23.81,,,,,,
2024-12-22,24.2,23.49,24.9,26.4,25.41,27.32,11.98,11.54,12.44,8.3,7.81,8.78,,,,23.1,22.52,23.86,,,,,,
2024-12-23,24.14,23.45,24.81,26.37,25.4,27.27,12.01,11.56,12.47,8.29,7.81,8.76,,,,23.18,22.59,23.92,,,,,,
2024-12-24,24.08,23.42,24.74,26.35,25.39,27.18,12.04,11.59,12.49,8.28,7.79,8.73,,,,23.25,22.67,23.97,,,,,,
2024-12-25,24.03,23.38,24.66,26.32,25.43,27.15,12.07,11.62,12.51,8.27,7.79,8.71,,,,23.31,22.77,24.02,,,,,,
2024-12-26,23.98,23.35,24.57,26.29,25.46,27.1,12.1,11.65,12.52,8.27,7.8,8.7,,,,23.38,22.83,24.06,,,,,,
2024-12-27,23.93,23.33,24.49,26.26,25.49,27.02,12.12,11.68,12.53,8.26,7.81,8.69,,,,23.44,22.92,24.11,,,,,,
2024-12-28,23.88,23.31,24.42,26.23,25.49,26.96,12.15,11.71,12.55,8.25,7.82,8.68,,,,23.5,23.0,24.16,,,,,,
2024-12-29,23.84,23.28,24.36,26.19,25.47,26.89,12.18,11.75,12.57,8.24,7.82,8.66,,,,23.56,23.05,24.2,,,,,,
2024-12-30,23.8,23.26,24.31,26.16,25.45,26.83,12.21,11.8,12.58,8.23,7.81,8.65,,,,23.62,23.11,24.27,,,,,,
2024-12-31,23.76,23.23,24.26,26.13,25.44,26.79,12.23,11.82,12.6,8.22,7.81,8.63,,,,23.67,23.17,24.34,,,,,,
2025-01-01,23.71,23.2,24.22,26.1,25.41,26.74,12.26,11.85,12.61,8.21,7.81,8.61,,,,23.73,23.24,24.36,,,,,,
