date,Positive (post-2017 election),Positive (post-2017 election) (low),Positive (post-2017 election) (high),Negative (post-2017 election),Negative (post-2017 election) (low),Negative (post-2017 election) (high),Positive (poll),Negative (poll)
2025-07-14,18.4,18.0,19.0,70.7,70.02,72.01,18.0,71.0
2025-07-15,18.4,18.0,18.99,70.72,70.04,72.02,,
2025-07-16,18.4,18.0,18.98,70.73,70.08,72.04,,
2025-07-17,18.4,18.0,18.97,70.74,70.12,72.06,,
2025-07-18,18.4,18.0,18.95,70.76,70.18,72.09,,
2025-07-19,18.4,18.0,18.94,70.78,70.25,72.11,,
2025-07-20,18.39,18.0,18.92,70.8,70.32,72.14,,
2025-07-21,18.39,18.0,18.89,70.82,70.34,72.17,,
2025-07-22,18.39,18.0,18.87,70.84,70.36,72.2,,
2025-07-23,18.39,18.0,18.84,70.86,70.38,72.23,,
2025-07-24,18.38,18.0,18.82,70.89,70.39,72.27,,
2025-07-25,18.38,18.0,18.8,70.92,70.41,72.3,,
2025-07-26,18.37,18.0,18.79,70.94,70.42,72.33,,
2025-07-27,18.37,18.0,18.78,70.97,70.43,72.36,,
2025-07-28,18.37,18.0,18.78,71.0,70.47,72.39,,
2025-07-29,18.36,18.0,18.77,71.02,70.49,72.42,,
2025-07-30,18.36,18.0,18.76,71.05,70.5,72.45,,
2025-07-31,18.35,18.0,18.76,71.08,70.5,72.47,,
2025-08-01,18.35,18.0,18.75,71.11,70.5,72.5,,
2025-08-02,18.35,18.0,18.75,71.14,70.49,72.52,,
2025-08-03,18.34,18.0,18.74,71.17,70.49,72.55,,
2025-08-04,18.34,18.0,18.74,71.19,70.49,72.57,,
2025-08-05,18.33,18.0,18.73,71.22,70.49,72.59,,
2025-08-06,18.33,18.0,18.73,71.25,70.48,72.61,,
2025-08-07,18.33,18.0,18.72,71.28,70.48,72.63,,
2025-08-08,18.32,18.0,18.72,71.3,70.48,72.65,,
2025-08-09,18.32,18.0,18.71,71.33,70.47,72.68,,
2025-08-10,18.32,18.0,18.7,71.36,70.47,72.7,,
2025-08-11,18.32,18.0,18.69,71.38,70.47,72.72,,
2025-08-12,18.31,18.0,18.67,71.41,70.46,72.74,,
2025-08-13,18.31,18.0,18.66,71.43,70.46,72.76,,
2025-08-14,18.31,18.0,18.65,71.45,70.46,72.77,,
