date,Positive (pre-2017 election),Positive (pre-2017 election) (low),Positive (pre-2017 election) (high),Positive (post-2017 election),Positive (post-2017 election) (low),Positive (post-2017 election) (high),Negative (pre-2017 election),Negative (pre-2017 election) (low),Negative (pre-2017 election) (high),Negative (post-2017 election),Negative (post-2017 election) (low),Negative (post-2017 election) (high),Positive (poll),Negative (poll)
2014-02-21,28.91,28.1,29.53,,,,58.92,57.77,60.35,,,,28.0,59.0
2014-02-22,28.9,28.08,29.53,,,,58.93,57.78,60.35,,,,,
2014-02-23,28.89,28.07,29.53,,,,58.94,57.78,60.34,,,,,
2014-02-24,28.89,28.05,29.54,,,,58.95,57.78,60.33,,,,,
2014-02-25,28.88,28.06,29.55,,,,58.96,57.78,60.36,,,,,
2014-02-26,28.87,28.05,29.53,,,,58.97,57.78,60.36,,,,,
2014-02-27,28.86,28.05,29.51,,,,58.99,57.82,60.34,,,,,
2014-02-28,28.84,28.06,29.5,,,,59.0,57.81,60.32,,,,27.0,61.0
2014-03-01,28.83,28.07,29.49,,,,59.01,57.86,60.3,,,,,
2014-03-02,28.82,28.06,29.48,,,,59.02,57.86,60.3,,,,,
2014-03-03,28.81,28.04,29.46,,,,59.04,57.86,60.3,,,,,
2014-03-04,28.8,28.02,29.44,,,,59.05,57.86,60.31,,,,,
2014-03-05,28.78,28.0,29.44,,,,59.06,57.86,60.32,,,,,
2014-03-06,28.77,27.97,29.42,,,,59.08,57.87,60.33,,,,,
2014-03-07,28.75,27.95,29.4,,,,59.09,57.9,60.35,,,,31.0,59.0
2014-03-08,28.74,27.93,29.4,,,,59.11,57.9,60.37,,,,,
2014-03-09,28.72,27.91,29.4,,,,59.12,57.91,60.38,,,,,
2014-03-10,28.71,27.88,29.4,,,,59.14,57.93,60.4,,,,,
2014-03-11,28.69,27.86,29.39,,,,59.16,57.96,60.39,,,,,
2014-03-12,28.67,27.83,29.37,,,,59.17,57.98,60.43,,,,32.0,53.0
2014-03-13,28.65,27.81,29.35,,,,59.19,58.01,60.47,,,,,
2014-03-14,28.63,27.78,29.32,,,,59.21,58.04,60.51,,,,28.0,60.0
2014-03-15,28.61,27.76,29.3,,,,59.23,58.07,60.55,,,,,
2014-03-16,28.59,27.73,29.29,,,,59.25,58.09,60.57,,,,,
2014-03-17,28.57,27.69,29.3,,,,59.28,58.11,60.58,,,,,
2014-03-18,28.55,27.66,29.27,,,,59.3,58.14,60.61,,,,,
2014-03-19,28.52,27.61,29.26,,,,59.33,58.17,60.64,,,,,
2014-03-20,28.5,27.57,29.23,,,,59.35,58.2,60.66,,,,,
2014-03-21,28.47,27.55,29.2,,,,59.38,58.22,60.7,,,,29.0,60.0
2014-03-22,28.44,27.55,29.19,,,,59.41,58.23,60.72,,,,,
2014-03-23,28.42,27.53,29.18,,,,59.45,58.28,60.72,,,,,
2014-03-24,28.39,27.5,29.16,,,,59.48,58.32,60.75,,,,,
2014-03-25,28.36,27.47,29.14,,,,59.52,58.36,60.79,,,,,
2014-03-26,28.32,27.44,29.13,,,,59.55,58.37,60.82,,,,,
2014-03-27,28.29,27.41,29.11,,,,59.59,58.39,60.86,,,,,
2014-03-28,28.26,27.37,29.08,,,,59.63,58.45,60.9,,,,29.0,62.0
2014-03-29,28.22,27.33,29.05,,,,59.68,58.51,60.96,,,,,
2014-03-30,28.19,27.29,29.02,,,,59.72,58.52,61.04,,,,,
2014-03-31,28.15,27.25,28.99,,,,59.77,58.56,61.06,,,,,
2014-04-01,28.11,27.21,28.93,,,,59.82,58.58,61.1,,,,,
2014-04-02,28.07,27.19,28.91,,,,59.87,58.61,61.18,,,,,
2014-04-03,28.03,27.1,28.88,,,,59.92,58.64,61.27,,,,,
2014-04-04,27.99,27.06,28.84,,,,59.97,58.66,61.31,,,,27.0,61.0
2014-04-05,27.94,26.99,28.8,,,,60.03,58.7,61.39,,,,,
2014-04-06,27.9,26.93,28.78,,,,60.09,58.73,61.47,,,,,
2014-04-07,27.86,26.86,28.73,,,,60.15,58.76,61.56,,,,30.0,56.0
2014-04-08,27.81,26.79,28.71,,,,60.2,58.8,61.7,,,,,
2014-04-09,27.76,26.73,28.68,,,,60.27,58.85,61.8,,,,,
2014-04-10,27.72,26.67,28.65,,,,60.33,58.89,61.87,,,,,
2014-04-11,27.67,26.6,28.62,,,,60.39,58.93,61.91,,,,26.0,62.0
2014-04-12,27.62,26.54,28.59,,,,60.45,58.97,62.0,,,,,
2014-04-13,27.57,26.49,28.56,,,,60.51,59.01,62.05,,,,,
2014-04-14,27.52,26.44,28.51,,,,60.58,59.06,62.11,,,,,
2014-04-15,27.47,26.4,28.46,,,,60.64,59.1,62.19,,,,,
2014-04-16,27.42,26.34,28.43,,,,60.71,59.17,62.27,,,,,
2014-04-17,27.36,26.27,28.39,,,,60.77,59.25,62.35,,,,,
2014-04-18,27.31,26.22,28.33,,,,60.83,59.3,62.43,,,,,
2014-04-19,27.26,26.18,28.27,,,,60.9,59.34,62.51,,,,,
2014-04-20,27.2,26.13,28.23,,,,60.96,59.39,62.59,,,,,
2014-04-21,27.15,26.04,28.15,,,,61.03,59.45,62.65,,,,,
2014-04-22,27.1,25.98,28.06,,,,61.09,59.52,62.69,,,,,
2014-04-23,27.04,25.91,28.02,,,,61.16,59.59,62.76,,,,,
2014-04-24,26.99,25.85,27.97,,,,61.22,59.65,62.83,,,,,
2014-04-25,26.93,25.8,27.92,,,,61.29,59.71,62.9,,,,26.0,61.0
2014-04-26,26.87,25.75,27.88,,,,61.35,59.77,62.96,,,,,
2014-04-27,26.82,25.7,27.84,,,,61.42,59.84,63.03,,,,,
2014-04-28,26.76,25.65,27.79,,,,61.48,59.9,63.11,,,,,
2014-04-29,26.7,25.61,27.74,,,,61.55,59.97,63.18,,,,,
2014-04-30,26.64,25.56,27.67,,,,61.62,60.02,63.26,,,,,
2014-05-01,26.58,25.51,27.61,,,,61.68,60.05,63.33,,,,,
2014-05-02,26.52,25.46,27.59,,,,61.75,60.09,63.4,,,,26.0,64.0
2014-05-03,26.47,25.41,27.51,,,,61.82,60.15,63.47,,,,,
2014-05-04,26.41,25.35,27.44,,,,61.89,60.22,63.55,,,,,
2014-05-05,26.35,25.29,27.38,,,,61.95,60.28,63.63,,,,,
2014-05-06,26.29,25.22,27.32,,,,62.02,60.38,63.69,,,,,
2014-05-07,26.23,25.16,27.26,,,,62.09,60.45,63.76,,,,,
2014-05-08,26.17,25.1,27.19,,,,62.15,60.46,63.83,,,,,
2014-05-09,26.11,25.05,27.14,,,,62.22,60.51,63.89,,,,27.0,59.0
2014-05-10,26.05,24.99,27.11,,,,62.28,60.57,63.96,,,,,
2014-05-11,25.99,24.94,27.07,,,,62.35,60.64,64.05,,,,,
2014-05-12,25.93,24.88,27.03,,,,62.41,60.7,64.08,,,,31.0,54.0
2014-05-13,25.87,24.83,27.0,,,,62.48,60.77,64.11,,,,,
2014-05-14,25.82,24.78,26.95,,,,62.54,60.83,64.15,,,,,
2014-05-15,25.76,24.73,26.91,,,,62.6,60.89,64.18,,,,,
2014-05-16,25.7,24.69,26.86,,,,62.66,60.94,64.21,,,,24.0,66.0
2014-05-17,25.65,24.63,26.82,,,,62.72,61.0,64.27,,,,,
2014-05-18,25.59,24.6,26.78,,,,62.78,61.05,64.33,,,,,
2014-05-19,25.54,24.56,26.74,,,,62.84,61.1,64.39,,,,,
2014-05-20,25.49,24.52,26.7,,,,62.9,61.16,64.45,,,,,
2014-05-21,25.44,24.46,26.67,,,,62.95,61.19,64.5,,,,,
2014-05-22,25.39,24.39,26.63,,,,63.01,61.23,64.55,,,,,
2014-05-23,25.34,24.36,26.59,,,,63.06,61.27,64.62,,,,24.0,65.0
2014-05-24,25.3,24.3,26.55,,,,63.11,61.3,64.7,,,,,
2014-05-25,25.25,24.24,26.52,,,,63.16,61.33,64.73,,,,,
2014-05-26,25.21,24.21,26.48,,,,63.21,61.36,64.76,,,,,
2014-05-27,25.16,24.17,26.44,,,,63.26,61.39,64.82,,,,,
2014-05-28,25.12,24.12,26.39,,,,63.31,61.42,64.87,,,,,
2014-05-29,25.08,24.07,26.35,,,,63.35,61.46,64.9,,,,,
2014-05-30,25.04,24.02,26.31,,,,63.4,61.49,64.93,,,,22.0,68.0
2014-05-31,25.01,23.98,26.28,,,,63.44,61.52,64.95,,,,,
2014-06-01,24.97,23.94,26.24,,,,63.49,61.58,64.97,,,,,
2014-06-02,24.93,23.9,26.21,,,,63.53,61.61,64.98,,,,,
2014-06-03,24.9,23.86,26.18,,,,63.57,61.64,64.98,,,,,
2014-06-04,24.87,23.82,26.15,,,,63.61,61.72,65.01,,,,,
2014-06-05,24.83,23.79,26.13,,,,63.65,61.78,65.03,,,,,
2014-06-06,24.8,23.75,26.1,,,,63.69,61.82,65.05,,,,25.0,66.0
2014-06-07,24.77,23.72,26.02,,,,63.73,61.85,65.09,,,,,
2014-06-08,24.74,23.71,25.98,,,,63.77,61.89,65.13,,,,,
2014-06-09,24.72,23.71,25.98,,,,63.8,61.92,65.13,,,,,
2014-06-10,24.69,23.68,25.98,,,,63.84,61.97,65.17,,,,,
2014-06-11,24.66,23.66,25.98,,,,63.87,62.01,65.2,,,,,
2014-06-12,24.64,23.63,25.96,,,,63.9,62.09,65.23,,,,,
2014-06-13,24.61,23.61,25.91,,,,63.93,62.14,65.27,,,,23.0,67.0
2014-06-14,24.59,23.59,25.86,,,,63.96,62.17,65.26,,,,,
2014-06-15,24.57,23.58,25.82,,,,63.99,62.21,65.26,,,,,
2014-06-16,24.55,23.57,25.8,,,,64.02,62.27,65.3,,,,,
2014-06-17,24.53,23.55,25.78,,,,64.05,62.34,65.33,,,,29.0,57.0
2014-06-18,24.5,23.56,25.77,,,,64.08,62.39,65.34,,,,,
2014-06-19,24.48,23.55,25.75,,,,64.1,62.46,65.33,,,,,
2014-06-20,24.46,23.53,25.73,,,,64.13,62.54,65.31,,,,23.0,66.0
2014-06-21,24.44,23.52,25.71,,,,64.15,62.61,65.3,,,,,
2014-06-22,24.43,23.52,25.69,,,,64.17,62.69,65.29,,,,,
2014-06-23,24.41,23.52,25.67,,,,64.2,62.72,65.29,,,,,
2014-06-24,24.39,23.52,25.65,,,,64.22,62.74,65.3,,,,,
2014-06-25,24.37,23.52,25.63,,,,64.24,62.74,65.32,,,,,
2014-06-26,24.35,23.5,25.61,,,,64.26,62.74,65.34,,,,,
2014-06-27,24.33,23.49,25.58,,,,64.28,62.75,65.37,,,,21.0,66.0
2014-06-28,24.31,23.48,25.56,,,,64.3,62.75,65.4,,,,,
2014-06-29,24.3,23.46,25.53,,,,64.32,62.76,65.42,,,,,
2014-06-30,24.28,23.46,25.51,,,,64.34,62.8,65.41,,,,,
2014-07-01,24.26,23.43,25.49,,,,64.35,62.84,65.4,,,,,
2014-07-02,24.24,23.39,25.47,,,,64.37,62.87,65.41,,,,,
2014-07-03,24.22,23.35,25.45,,,,64.39,62.91,65.42,,,,,
2014-07-04,24.21,23.32,25.42,,,,64.4,62.95,65.43,,,,23.0,68.0
2014-07-05,24.19,23.32,25.4,,,,64.42,62.99,65.44,,,,,
2014-07-06,24.17,23.3,25.39,,,,64.43,63.02,65.47,,,,,
2014-07-07,24.16,23.25,25.37,,,,64.45,63.05,65.48,,,,,
2014-07-08,24.14,23.23,25.35,,,,64.46,63.08,65.49,,,,,
2014-07-09,24.12,23.22,25.36,,,,64.47,63.11,65.5,,,,,
2014-07-10,24.11,23.22,25.36,,,,64.49,63.12,65.5,,,,,
2014-07-11,24.09,23.23,25.36,,,,64.5,63.11,65.48,,,,22.0,65.0
2014-07-12,24.08,23.18,25.32,,,,64.51,63.11,65.48,,,,,
2014-07-13,24.06,23.17,25.28,,,,64.52,63.14,65.48,,,,,
2014-07-14,24.05,23.16,25.26,,,,64.53,63.18,65.5,,,,,
2014-07-15,24.04,23.15,25.23,,,,64.53,63.2,65.5,,,,28.0,61.0
2014-07-16,24.02,23.13,25.21,,,,64.54,63.19,65.5,,,,,
2014-07-17,24.01,23.12,25.19,,,,64.55,63.2,65.52,,,,,
2014-07-18,24.0,23.1,25.15,,,,64.55,63.25,65.54,,,,23.0,66.0
2014-07-19,23.99,23.08,25.12,,,,64.56,63.3,65.62,,,,,
2014-07-20,23.98,23.06,25.1,,,,64.56,63.32,65.66,,,,,
2014-07-21,23.97,23.04,25.09,,,,64.57,63.34,65.68,,,,,
2014-07-22,23.96,23.02,25.09,,,,64.57,63.36,65.69,,,,,
2014-07-23,23.95,23.01,25.06,,,,64.58,63.38,65.71,,,,,
2014-07-24,23.94,22.99,25.04,,,,64.58,63.41,65.72,,,,,
2014-07-25,23.93,22.98,25.01,,,,64.58,63.43,65.72,,,,22.0,66.0
2014-07-26,23.93,22.97,24.99,,,,64.59,63.45,65.72,,,,,
2014-07-27,23.92,22.96,24.97,,,,64.59,63.46,65.72,,,,,
2014-07-28,23.91,22.95,24.97,,,,64.6,63.46,65.72,,,,,
2014-07-29,23.9,22.94,24.94,,,,64.6,63.45,65.72,,,,,
2014-07-30,23.89,22.92,24.92,,,,64.61,63.46,65.72,,,,,
2014-07-31,23.89,22.9,24.9,,,,64.61,63.49,65.72,,,,,
2014-08-01,23.88,22.9,24.89,,,,64.62,63.5,65.71,,,,24.0,65.0
2014-08-02,23.87,22.9,24.86,,,,64.63,63.51,65.71,,,,,
2014-08-03,23.86,22.89,24.86,,,,64.63,63.52,65.72,,,,,
2014-08-04,23.85,22.88,24.85,,,,64.64,63.51,65.77,,,,,
2014-08-05,23.84,22.87,24.84,,,,64.65,63.49,65.78,,,,,
2014-08-06,23.83,22.86,24.83,,,,64.66,63.48,65.78,,,,,
2014-08-07,23.82,22.85,24.8,,,,64.68,63.52,65.81,,,,,
2014-08-08,23.8,22.84,24.79,,,,64.69,63.56,65.84,,,,25.0,65.0
2014-08-09,23.79,22.82,24.77,,,,64.7,63.59,65.86,,,,,
2014-08-10,23.78,22.78,24.76,,,,64.72,63.59,65.86,,,,,
2014-08-11,23.77,22.73,24.75,,,,64.73,63.56,65.85,,,,29.0,58.0
2014-08-12,23.76,22.71,24.73,,,,64.74,63.57,65.85,,,,,
2014-08-13,23.74,22.68,24.73,,,,64.76,63.59,65.88,,,,,
2014-08-14,23.73,22.65,24.74,,,,64.78,63.62,65.94,,,,,
2014-08-15,23.71,22.63,24.74,,,,64.8,63.65,65.94,,,,22.0,66.0
2014-08-16,23.7,22.61,24.74,,,,64.81,63.68,65.94,,,,,
2014-08-17,23.68,22.61,24.73,,,,64.83,63.7,65.95,,,,,
2014-08-18,23.67,22.6,24.75,,,,64.85,63.72,65.95,,,,,
2014-08-19,23.65,22.6,24.7,,,,64.88,63.73,65.96,,,,,
2014-08-20,23.64,22.59,24.67,,,,64.9,63.75,65.98,,,,,
2014-08-21,23.62,22.56,24.66,,,,64.92,63.76,66.03,,,,,
2014-08-22,23.6,22.54,24.64,,,,64.95,63.77,66.09,,,,24.0,64.0
2014-08-23,23.58,22.53,24.63,,,,64.97,63.8,66.12,,,,,
2014-08-24,23.56,22.53,24.61,,,,65.0,63.82,66.15,,,,,
2014-08-25,23.54,22.52,24.58,,,,65.03,63.82,66.19,,,,,
2014-08-26,23.52,22.49,24.53,,,,65.06,63.84,66.23,,,,,
2014-08-27,23.5,22.46,24.47,,,,65.09,63.86,66.27,,,,,
2014-08-28,23.47,22.43,24.44,,,,65.12,63.89,66.31,,,,,
2014-08-29,23.45,22.4,24.41,,,,65.15,63.91,66.37,,,,21.0,67.0
2014-08-30,23.42,22.39,24.38,,,,65.19,63.92,66.4,,,,,
2014-08-31,23.39,22.37,24.36,,,,65.22,63.95,66.44,,,,,
2014-09-01,23.37,22.35,24.33,,,,65.26,64.0,66.49,,,,,
2014-09-02,23.34,22.33,24.29,,,,65.3,64.05,66.56,,,,,
2014-09-03,23.3,22.31,24.26,,,,65.34,64.12,66.59,,,,,
2014-09-04,23.27,22.28,24.22,,,,65.39,64.15,66.63,,,,,
2014-09-05,23.24,22.26,24.16,,,,65.43,64.17,66.7,,,,23.0,66.0
2014-09-06,23.2,22.23,24.12,,,,65.48,64.2,66.78,,,,,
2014-09-07,23.16,22.21,24.08,,,,65.53,64.24,66.86,,,,,
2014-09-08,23.12,22.17,24.04,,,,65.58,64.29,66.92,,,,,
2014-09-09,23.08,22.14,24.0,,,,65.63,64.35,66.98,,,,29.0,58.0
2014-09-10,23.04,22.1,23.96,,,,65.69,64.37,67.06,,,,,
2014-09-11,23.0,22.05,23.91,,,,65.74,64.43,67.13,,,,,
2014-09-12,22.95,21.99,23.88,,,,65.8,64.51,67.21,,,,21.0,67.0
2014-09-13,22.91,21.94,23.84,,,,65.86,64.59,67.29,,,,,
2014-09-14,22.86,21.89,23.81,,,,65.92,64.67,67.37,,,,,
2014-09-15,22.82,21.86,23.75,,,,65.98,64.71,67.43,,,,,
2014-09-16,22.77,21.79,23.69,,,,66.05,64.82,67.48,,,,,
2014-09-17,22.72,21.72,23.64,,,,66.11,64.92,67.56,,,,,
2014-09-18,22.67,21.67,23.59,,,,66.18,64.97,67.62,,,,,
2014-09-19,22.62,21.62,23.55,,,,66.25,65.02,67.67,,,,21.0,68.0
2014-09-20,22.57,21.59,23.53,,,,66.32,65.05,67.73,,,,,
2014-09-21,22.52,21.51,23.5,,,,66.39,65.08,67.81,,,,,
2014-09-22,22.46,21.46,23.46,,,,66.46,65.13,67.9,,,,,
2014-09-23,22.41,21.41,23.41,,,,66.53,65.2,67.98,,,,,
2014-09-24,22.36,21.36,23.34,,,,66.61,65.23,68.06,,,,,
2014-09-25,22.3,21.31,23.3,,,,66.68,65.27,68.12,,,,,
2014-09-26,22.25,21.26,23.26,,,,66.75,65.31,68.18,,,,24.0,67.0
2014-09-27,22.2,21.21,23.21,,,,66.83,65.39,68.26,,,,,
2014-09-28,22.14,21.17,23.16,,,,66.9,65.47,68.35,,,,,
2014-09-29,22.09,21.12,23.11,,,,66.98,65.52,68.44,,,,,
2014-09-30,22.03,21.08,23.05,,,,67.05,65.57,68.53,,,,,
2014-10-01,21.98,21.03,23.0,,,,67.13,65.61,68.61,,,,,
2014-10-02,21.92,20.97,22.94,,,,67.21,65.65,68.71,,,,,
2014-10-03,21.87,20.91,22.89,,,,67.28,65.69,68.79,,,,22.0,68.0
2014-10-04,21.81,20.88,22.83,,,,67.36,65.74,68.86,,,,,
2014-10-05,21.76,20.85,22.77,,,,67.43,65.79,68.95,,,,,
2014-10-06,21.7,20.8,22.72,,,,67.51,65.86,69.04,,,,,
2014-10-07,21.65,20.75,22.68,,,,67.58,65.93,69.12,,,,,
2014-10-08,21.59,20.69,22.63,,,,67.66,65.98,69.2,,,,,
2014-10-09,21.54,20.63,22.57,,,,67.73,66.05,69.26,,,,,
2014-10-10,21.48,20.57,22.52,,,,67.8,66.1,69.3,,,,21.0,69.0
2014-10-11,21.43,20.54,22.5,,,,67.87,66.15,69.35,,,,,
2014-10-12,21.38,20.49,22.45,,,,67.94,66.19,69.4,,,,,
2014-10-13,21.33,20.44,22.39,,,,68.01,66.24,69.48,,,,,
2014-10-14,21.28,20.39,22.35,,,,68.08,66.3,69.57,,,,25.0,59.0
2014-10-15,21.23,20.35,22.31,,,,68.15,66.36,69.64,,,,,
2014-10-16,21.18,20.3,22.28,,,,68.21,66.42,69.72,,,,,
2014-10-17,21.13,20.24,22.25,,,,68.27,66.48,69.79,,,,21.0,69.0
2014-10-18,21.09,20.18,22.23,,,,68.33,66.53,69.85,,,,,
2014-10-19,21.04,20.12,22.16,,,,68.39,66.55,69.89,,,,,
2014-10-20,21.0,20.09,22.09,,,,68.45,66.59,69.93,,,,,
2014-10-21,20.96,20.06,22.05,,,,68.51,66.7,69.98,,,,,
2014-10-22,20.92,20.02,22.01,,,,68.56,66.78,70.05,,,,,
2014-10-23,20.88,19.96,21.97,,,,68.61,66.84,70.1,,,,,
2014-10-24,20.84,19.91,21.93,,,,68.67,66.87,70.14,,,,20.0,71.0
2014-10-25,20.8,19.87,21.9,,,,68.72,66.87,70.18,,,,,
2014-10-26,20.76,19.83,21.86,,,,68.76,66.87,70.22,,,,,
2014-10-27,20.72,19.79,21.8,,,,68.81,66.87,70.27,,,,,
2014-10-28,20.69,19.76,21.75,,,,68.86,66.91,70.31,,,,,
2014-10-29,20.65,19.74,21.72,,,,68.9,66.95,70.33,,,,,
2014-10-30,20.62,19.71,21.69,,,,68.94,66.95,70.35,,,,,
2014-10-31,20.58,19.69,21.66,,,,68.98,66.96,70.38,,,,18.0,73.0
2014-11-01,20.55,19.66,21.63,,,,69.02,67.01,70.4,,,,,
2014-11-02,20.52,19.63,21.6,,,,69.06,67.05,70.46,,,,,
2014-11-03,20.49,19.6,21.56,,,,69.1,67.11,70.51,,,,,
2014-11-04,20.45,19.58,21.54,,,,69.14,67.16,70.54,,,,,
2014-11-05,20.42,19.55,21.5,,,,69.17,67.21,70.58,,,,,
2014-11-06,20.39,19.53,21.46,,,,69.21,67.26,70.6,,,,,
2014-11-07,20.36,19.52,21.42,,,,69.24,67.31,70.64,,,,18.0,74.0
2014-11-08,20.34,19.49,21.4,,,,69.27,67.35,70.67,,,,,
2014-11-09,20.31,19.45,21.37,,,,69.3,67.39,70.71,,,,,
2014-11-10,20.28,19.42,21.33,,,,69.32,67.44,70.74,,,,21.0,65.0
2014-11-11,20.26,19.4,21.33,,,,69.35,67.47,70.77,,,,,
2014-11-12,20.24,19.39,21.31,,,,69.37,67.52,70.8,,,,,
2014-11-13,20.21,19.37,21.29,,,,69.39,67.55,70.84,,,,,
2014-11-14,20.19,19.34,21.26,,,,69.41,67.57,70.86,,,,18.0,74.0
2014-11-15,20.17,19.3,21.24,,,,69.43,67.6,70.9,,,,,
2014-11-16,20.15,19.28,21.22,,,,69.45,67.63,70.93,,,,,
2014-11-17,20.14,19.26,21.2,,,,69.47,67.65,70.94,,,,,
2014-11-18,20.12,19.23,21.19,,,,69.48,67.67,70.96,,,,,
2014-11-19,20.1,19.21,21.17,,,,69.49,67.68,70.99,,,,,
2014-11-20,20.09,19.18,21.15,,,,69.5,67.69,71.02,,,,,
2014-11-21,20.08,19.17,21.14,,,,69.51,67.71,71.05,,,,20.0,72.0
2014-11-22,20.07,19.18,21.13,,,,69.52,67.72,71.07,,,,,
2014-11-23,20.06,19.15,21.11,,,,69.52,67.73,71.07,,,,,
2014-11-24,20.05,19.13,21.12,,,,69.53,67.73,71.09,,,,,
2014-11-25,20.04,19.11,21.13,,,,69.53,67.74,71.12,,,,,
2014-11-26,20.04,19.09,21.12,,,,69.53,67.75,71.1,,,,,
2014-11-27,20.03,19.07,21.1,,,,69.54,67.74,71.09,,,,,
2014-11-28,20.03,19.05,21.1,,,,69.53,67.74,71.07,,,,17.0,73.0
2014-11-29,20.02,19.04,21.1,,,,69.53,67.74,71.04,,,,,
2014-11-30,20.02,19.04,21.11,,,,69.53,67.74,71.03,,,,,
2014-12-01,20.02,19.03,21.11,,,,69.53,67.75,71.06,,,,,
2014-12-02,20.02,19.02,21.12,,,,69.52,67.75,71.07,,,,,
2014-12-03,20.02,19.01,21.11,,,,69.51,67.75,71.1,,,,,
2014-12-04,20.03,19.01,21.12,,,,69.51,67.75,71.06,,,,,
2014-12-05,20.03,19.0,21.12,,,,69.5,67.76,71.01,,,,18.0,72.0
2014-12-06,20.04,18.99,21.11,,,,69.48,67.76,70.96,,,,,
2014-12-07,20.04,18.98,21.13,,,,69.47,67.73,70.95,,,,,
2014-12-08,20.05,18.97,21.15,,,,69.46,67.69,70.94,,,,,
2014-12-09,20.06,18.97,21.15,,,,69.44,67.73,70.91,,,,,
2014-12-10,20.07,18.99,21.16,,,,69.42,67.74,70.89,,,,,
2014-12-11,20.09,19.02,21.18,,,,69.4,67.71,70.86,,,,,
2014-12-12,20.1,19.03,21.19,,,,69.38,67.73,70.82,,,,18.0,71.0
2014-12-13,20.12,19.03,21.21,,,,69.35,67.73,70.78,,,,,
2014-12-14,20.14,19.04,21.23,,,,69.33,67.71,70.74,,,,,
2014-12-15,20.16,19.05,21.27,,,,69.3,67.67,70.69,,,,25.0,63.0
2014-12-16,20.18,19.05,21.32,,,,69.27,67.67,70.64,,,,,
2014-12-17,20.21,19.06,21.37,,,,69.24,67.66,70.59,,,,,
2014-12-18,20.23,19.07,21.38,,,,69.21,67.64,70.53,,,,,
2014-12-19,20.26,19.11,21.4,,,,69.17,67.59,70.48,,,,19.0,70.0
2014-12-20,20.28,19.14,21.42,,,,69.13,67.54,70.46,,,,,
2014-12-21,20.31,19.17,21.44,,,,69.1,67.46,70.44,,,,,
2014-12-22,20.34,19.18,21.48,,,,69.06,67.37,70.43,,,,,
2014-12-23,20.37,19.2,21.49,,,,69.01,67.36,70.41,,,,,
2014-12-24,20.41,19.22,21.5,,,,68.97,67.36,70.39,,,,,
2014-12-25,20.44,19.24,21.53,,,,68.93,67.34,70.34,,,,,
2014-12-26,20.47,19.26,21.56,,,,68.88,67.34,70.31,,,,,
2014-12-27,20.51,19.28,21.6,,,,68.83,67.34,70.28,,,,,
2014-12-28,20.55,19.3,21.63,,,,68.78,67.33,70.24,,,,,
2014-12-29,20.59,19.33,21.67,,,,68.73,67.31,70.19,,,,,
2014-12-30,20.63,19.38,21.71,,,,68.68,67.27,70.17,,,,,
2014-12-31,20.67,19.43,21.75,,,,68.63,67.21,70.12,,,,,
2015-01-01,20.71,19.48,21.79,,,,68.57,67.13,70.08,,,,,
2015-01-02,20.76,19.54,21.83,,,,68.51,67.09,70.03,,,,,
2015-01-03,20.8,19.58,21.87,,,,68.46,67.03,69.98,,,,,
2015-01-04,20.85,19.62,21.9,,,,68.4,66.97,69.94,,,,,
2015-01-05,20.89,19.67,21.95,,,,68.34,66.92,69.91,,,,,
2015-01-06,20.94,19.71,21.98,,,,68.29,66.89,69.88,,,,,
2015-01-07,20.99,19.76,22.02,,,,68.23,66.87,69.84,,,,,
2015-01-08,21.04,19.8,22.06,,,,68.17,66.75,69.77,,,,,
2015-01-09,21.09,19.85,22.1,,,,68.11,66.69,69.69,,,,18.0,70.0
2015-01-10,21.14,19.9,22.15,,,,68.05,66.63,69.6,,,,,
2015-01-11,21.19,19.96,22.18,,,,67.99,66.58,69.51,,,,,
2015-01-12,21.24,20.0,22.22,,,,67.93,66.52,69.42,,,,,
2015-01-13,21.3,20.04,22.26,,,,67.87,66.47,69.34,,,,26.0,61.0
2015-01-14,21.35,20.1,22.3,,,,67.81,66.42,69.26,,,,,
2015-01-15,21.4,20.16,22.39,,,,67.75,66.36,69.18,,,,,
2015-01-16,21.46,20.22,22.45,,,,67.69,66.31,69.14,,,,22.0,68.0
2015-01-17,21.52,20.26,22.49,,,,67.63,66.26,69.11,,,,,
2015-01-18,21.57,20.32,22.53,,,,67.57,66.2,69.08,,,,,
2015-01-19,21.63,20.37,22.59,,,,67.51,66.15,68.99,,,,,
2015-01-20,21.69,20.42,22.66,,,,67.44,66.09,68.9,,,,,
2015-01-21,21.75,20.49,22.7,,,,67.38,66.03,68.81,,,,,
2015-01-22,21.81,20.57,22.76,,,,67.32,65.98,68.73,,,,,
2015-01-23,21.88,20.62,22.8,,,,67.26,65.92,68.64,,,,20.0,70.0
2015-01-24,21.94,20.69,22.89,,,,67.19,65.85,68.57,,,,,
2015-01-25,22.0,20.76,22.99,,,,67.13,65.77,68.49,,,,,
2015-01-26,22.07,20.83,23.09,,,,67.07,65.68,68.45,,,,,
2015-01-27,22.14,20.91,23.14,,,,67.0,65.59,68.38,,,,,
2015-01-28,22.2,20.97,23.2,,,,66.94,65.53,68.32,,,,,
2015-01-29,22.27,21.03,23.27,,,,66.87,65.43,68.23,,,,,
2015-01-30,22.35,21.09,23.36,,,,66.8,65.38,68.18,,,,22.0,68.0
2015-01-31,22.42,21.17,23.47,,,,66.73,65.3,68.12,,,,,
