date,Positive (post-2017 election),Positive (post-2017 election) (low),Positive (post-2017 election) (high),Negative (post-2017 election),Negative (post-2017 election) (low),Negative (post-2017 election) (high),Positive (poll),Negative (poll)
2026-07-14,,,,,,,18.0,60.0
