date,Positive (post-2017 election),Positive (post-2017 election) (low),Positive (post-2017 election) (high),Negative (post-2017 election),Negative (post-2017 election) (low),Negative (post-2017 election) (high),Positive (poll),Negative (poll)
2025-07-14,32.12,31.0,33.92,53.42,43.21,56.0,31.0,56.0
2025-07-15,32.14,30.99,33.83,53.31,43.43,56.01,,
2025-07-16,32.16,30.99,33.72,53.21,43.72,56.01,,
2025-07-17,32.18,30.98,33.58,53.11,44.08,56.02,,
2025-07-18,32.19,30.97,33.47,53.02,44.49,56.03,,
2025-07-19,32.2,30.96,33.47,52.93,44.93,56.05,,
2025-07-20,32.21,30.94,33.46,52.85,45.39,56.08,,
2025-07-21,32.21,30.92,33.44,52.77,45.85,56.1,,
2025-07-22,32.21,30.9,33.43,52.7,46.32,56.12,,
2025-07-23,32.21,30.88,33.42,52.64,46.78,56.15,,
2025-07-24,32.21,30.85,33.36,52.58,47.21,56.19,,
2025-07-25,32.2,30.82,33.34,52.53,47.37,56.22,,
2025-07-26,32.19,30.79,33.35,52.49,47.23,56.26,,
2025-07-27,32.18,30.71,33.34,52.45,47.08,56.3,,
2025-07-28,32.16,30.56,33.31,52.42,46.96,56.35,,
2025-07-29,32.14,30.46,33.29,52.39,46.85,56.39,,
2025-07-30,32.13,30.4,33.26,52.37,47.01,56.44,,
2025-07-31,32.11,30.34,33.25,52.35,47.25,56.49,,
2025-08-01,32.09,30.27,33.26,52.34,47.36,56.54,,
2025-08-02,32.06,30.21,33.25,52.33,47.36,56.59,,
2025-08-03,32.04,30.14,33.23,52.32,47.37,56.65,,
2025-08-04,32.02,30.08,33.25,52.32,47.38,56.74,,
2025-08-05,31.99,30.01,33.27,52.31,47.39,56.89,,
2025-08-06,31.97,29.95,33.27,52.32,47.42,57.03,,
2025-08-07,31.94,29.88,33.28,52.32,47.46,57.17,,
2025-08-08,31.92,29.82,33.28,52.32,47.49,57.29,,
2025-08-09,31.89,29.75,33.29,52.33,47.53,57.42,,
2025-08-10,31.87,29.68,33.29,52.34,47.57,57.53,,
2025-08-11,31.85,29.62,33.29,52.35,47.6,57.64,,
2025-08-12,31.82,29.56,33.3,52.36,47.63,57.74,,
2025-08-13,31.8,29.5,33.3,52.37,47.67,57.83,,
2025-08-14,31.77,29.44,33.3,52.38,47.67,57.92,,
2025-08-15,31.75,29.37,33.31,52.39,47.6,58.0,33.0,53.0
2025-08-16,31.73,29.31,33.31,52.4,47.54,58.08,,
2025-08-17,31.7,29.26,33.31,52.42,47.48,58.15,,
2025-08-18,31.68,29.2,33.32,52.43,47.41,58.22,,
2025-08-19,31.66,29.14,33.32,52.44,47.35,58.28,,
2025-08-20,31.64,29.08,33.32,52.45,47.29,58.35,,
2025-08-21,31.62,29.02,33.32,52.46,47.23,58.41,,
2025-08-22,31.6,28.96,33.33,52.47,47.17,58.46,,
2025-08-23,31.58,28.91,33.34,52.48,47.11,58.51,,
2025-08-24,31.56,28.85,33.35,52.49,47.05,58.56,,
2025-08-25,31.54,28.79,33.37,52.5,46.99,58.61,,
2025-08-26,31.53,28.73,33.38,52.51,46.93,58.65,,
2025-08-27,31.51,28.68,33.4,52.51,46.86,58.69,,
2025-08-28,31.49,28.62,33.4,52.52,46.91,58.74,,
2025-08-29,31.48,28.6,33.4,52.52,46.96,58.77,,
2025-08-30,31.46,28.57,33.4,52.53,47.01,58.81,,
2025-08-31,31.44,28.55,33.41,52.53,47.05,58.85,,
2025-09-01,31.43,28.53,33.44,52.53,47.09,58.88,,
2025-09-02,31.42,28.51,33.47,52.53,46.93,58.92,,
