date,Positive (post-2017 election),Positive (post-2017 election) (low),Positive (post-2017 election) (high),Negative (post-2017 election),Negative (post-2017 election) (low),Negative (post-2017 election) (high),Positive (poll),Negative (poll)
2025-07-14,10.4,10.0,11.0,80.7,80.02,82.01,10.0,81.0
2025-07-15,10.4,10.0,10.99,80.72,80.04,82.02,,
2025-07-16,10.4,10.0,10.98,80.73,80.08,82.04,,
2025-07-17,10.4,10.0,10.97,80.74,80.12,82.06,,
2025-07-18,10.4,10.0,10.95,80.76,80.18,82.09,,
2025-07-19,10.4,10.0,10.94,80.78,80.25,82.11,,
2025-07-20,10.39,10.0,10.92,80.8,80.32,82.14,,
2025-07-21,10.39,10.0,10.89,80.82,80.34,82.17,,
2025-07-22,10.39,10.0,10.87,80.84,80.36,82.2,,
2025-07-23,10.39,10.0,10.84,80.86,80.38,82.23,,
2025-07-24,10.38,10.0,10.82,80.89,80.39,82.27,,
2025-07-25,10.38,10.0,10.8,80.92,80.41,82.3,,
2025-07-26,10.37,10.0,10.79,80.94,80.42,82.33,,
2025-07-27,10.37,10.0,10.78,80.97,80.43,82.36,,
2025-07-28,10.37,10.0,10.78,81.0,80.47,82.39,,
2025-07-29,10.36,10.0,10.77,81.02,80.49,82.42,,
2025-07-30,10.36,10.0,10.76,81.05,80.5,82.45,,
2025-07-31,10.35,10.0,10.76,81.08,80.5,82.47,,
2025-08-01,10.35,10.0,10.75,81.11,80.5,82.5,,
2025-08-02,10.35,10.0,10.75,81.14,80.49,82.52,,
2025-08-03,10.34,10.0,10.74,81.17,80.49,82.55,,
2025-08-04,10.34,10.0,10.74,81.19,80.49,82.57,,
2025-08-05,10.33,10.0,10.73,81.22,80.49,82.59,,
2025-08-06,10.33,10.0,10.73,81.25,80.48,82.61,,
2025-08-07,10.33,10.0,10.72,81.28,80.48,82.63,,
2025-08-08,10.32,10.0,10.72,81.3,80.48,82.65,,
2025-08-09,10.32,10.0,10.71,81.33,80.47,82.68,,
2025-08-10,10.32,10.0,10.7,81.36,80.47,82.7,,
2025-08-11,10.32,10.0,10.69,81.38,80.47,82.72,,
2025-08-12,10.31,10.0,10.67,81.41,80.46,82.74,,
2025-08-13,10.31,10.0,10.66,81.43,80.46,82.76,,
2025-08-14,10.31,10.0,10.65,81.45,80.46,82.77,,
2025-08-15,10.31,10.0,10.64,81.48,80.45,82.79,11.0,80.0
2025-08-16,10.3,10.0,10.64,81.5,80.45,82.81,,
2025-08-17,10.3,10.0,10.64,81.52,80.44,82.85,,
2025-08-18,10.3,10.0,10.64,81.54,80.43,82.89,,
2025-08-19,10.3,10.0,10.64,81.56,80.43,82.93,,
2025-08-20,10.3,10.0,10.64,81.58,80.42,82.96,,
2025-08-21,10.3,10.0,10.64,81.6,80.42,83.0,,
2025-08-22,10.3,10.0,10.64,81.62,80.41,83.04,,
2025-08-23,10.3,10.0,10.64,81.64,80.4,83.08,,
2025-08-24,10.3,10.0,10.64,81.66,80.39,83.11,,
2025-08-25,10.3,10.0,10.63,81.68,80.39,83.14,,
2025-08-26,10.3,10.0,10.63,81.7,80.39,83.18,,
2025-08-27,10.3,10.0,10.63,81.72,80.4,83.21,,
2025-08-28,10.29,10.0,10.64,81.73,80.4,83.24,,
2025-08-29,10.29,10.0,10.65,81.75,80.4,83.26,,
2025-08-30,10.29,10.0,10.66,81.77,80.39,83.26,,
2025-08-31,10.29,10.0,10.67,81.79,80.4,83.27,,
2025-09-01,10.29,10.0,10.68,81.8,80.4,83.28,,
2025-09-02,10.29,10.0,10.69,81.82,80.39,83.28,,
2025-09-03,10.29,10.0,10.7,81.84,80.38,83.29,,
2025-09-04,10.29,10.0,10.71,81.86,80.37,83.3,,
2025-09-05,10.29,10.0,10.73,81.87,80.35,83.31,,
2025-09-06,10.29,10.0,10.74,81.89,80.34,83.31,,
2025-09-07,10.29,10.0,10.75,81.91,80.32,83.33,,
2025-09-08,10.29,10.0,10.76,81.93,80.31,83.33,,
2025-09-09,10.29,10.0,10.78,81.94,80.29,83.37,,
2025-09-10,10.29,10.0,10.78,81.96,80.27,83.42,,
2025-09-11,10.29,10.0,10.78,81.98,80.26,83.45,10.0,82.0
2025-09-12,10.29,10.0,10.78,82.0,80.24,83.5,,
2025-09-13,10.29,10.0,10.78,82.02,80.22,83.55,,
2025-09-14,10.28,10.0,10.8,82.04,80.2,83.59,,
2025-09-15,10.28,10.0,10.81,82.06,80.19,83.59,,
2025-09-16,10.28,10.0,10.83,82.07,80.17,83.61,,
2025-09-17,10.28,10.0,10.84,82.09,80.16,83.61,,
2025-09-18,10.28,10.0,10.86,82.11,80.14,83.62,,
2025-09-19,10.27,10.0,10.88,82.13,80.12,83.65,,
2025-09-20,10.27,10.0,10.9,82.15,80.1,83.7,,
2025-09-21,10.26,10.0,10.91,82.18,80.09,83.76,,
2025-09-22,10.26,10.0,10.93,82.2,80.07,83.81,,
2025-09-23,10.26,10.0,10.94,82.22,80.06,83.85,,
2025-09-24,10.25,10.0,10.96,82.24,80.04,83.89,,
2025-09-25,10.24,10.0,10.97,82.26,80.03,83.92,,
2025-09-26,10.24,10.0,10.98,82.28,80.02,83.95,,
2025-09-27,10.23,10.0,10.99,82.31,80.01,83.97,,
2025-09-28,10.23,10.0,10.99,82.33,80.01,83.98,,
2025-09-29,10.22,10.0,11.0,82.35,80.0,83.99,10.0,84.0
2025-09-30,10.21,10.0,11.0,82.38,80.0,84.0,,
2025-10-01,10.21,10.0,11.0,82.4,80.0,84.0,,
2025-10-02,10.2,10.0,11.0,82.43,80.0,84.0,,
2025-10-03,10.19,10.0,10.76,82.45,80.48,83.52,,
2025-10-04,10.18,10.0,10.75,82.48,80.49,83.53,,
2025-10-05,10.17,10.0,10.75,82.51,80.5,83.53,,
2025-10-06,10.17,10.0,10.74,82.54,80.53,83.55,,
2025-10-07,10.16,10.0,10.73,82.57,80.54,83.57,,
2025-10-08,10.15,10.0,10.72,82.6,80.56,83.6,,
2025-10-09,10.14,10.0,10.71,82.63,80.58,83.63,,
2025-10-10,10.13,10.0,10.7,82.66,80.6,83.65,,
2025-10-11,10.12,10.0,10.68,82.7,80.63,83.68,,
2025-10-12,10.12,10.0,10.67,82.73,80.66,83.7,,
2025-10-13,10.11,10.0,10.66,82.76,80.69,83.73,,
2025-10-14,10.1,10.0,10.64,82.8,80.71,83.75,,
