date,Con (pre-2024 election),Con (pre-2024 election) (low),Con (pre-2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2024 election),Lab (pre-2024 election) (low),Lab (pre-2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2024 election),LDem (pre-2024 election) (low),LDem (pre-2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (pre-2024 election),Ukip (pre-2024 election) (low),Ukip (pre-2024 election) (high),Ukip (post-2024 election),Ukip (post-2024 election) (low),Ukip (post-2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2020-01-26,35.87,32.92,38.51,,,,15.2,12.83,17.58,,,,4.27,2.1,6.51,,,,1.5,-1.67,4.08,,,,,,,,,,,,,,,
2020-01-27,35.89,32.94,38.5,,,,15.2,12.83,17.59,,,,4.26,2.08,6.52,,,,1.5,-1.71,4.08,,,,,,,,,,,,,,,
2020-01-28,35.9,32.95,38.49,,,,15.21,12.83,17.59,,,,4.25,2.05,6.52,,,,1.49,-1.73,4.08,,,,,,,,,,,,,,,
2020-01-29,35.92,32.97,38.48,,,,15.21,12.84,17.56,,,,4.23,2.02,6.52,,,,1.49,-1.74,4.08,,,,,,,,,,,,,,,
2020-01-30,35.93,32.99,38.47,,,,15.22,12.85,17.54,,,,4.22,1.99,6.52,,,,1.49,-1.75,4.08,,,,,,,,,,,,,,,
2020-01-31,35.95,33.01,38.46,,,,15.22,12.85,17.52,,,,4.21,1.95,6.5,,,,1.48,-1.76,4.08,,,,,,,,,,,,,,,
2020-02-01,35.96,33.04,38.45,,,,15.23,12.86,17.51,,,,4.2,1.93,6.48,,,,1.48,-1.77,4.08,,,,,,,,,,,,,,,
2020-02-02,35.97,33.07,38.44,,,,15.23,12.87,17.52,,,,4.18,1.9,6.46,,,,1.47,-1.78,4.08,,,,,,,,,,,,,,,
2020-02-03,35.99,33.1,38.44,,,,15.24,12.88,17.52,,,,4.17,1.87,6.44,,,,1.47,-1.78,4.08,,,,,,,,,,37.0,17.0,4.0,1.0,,
2020-02-04,36.0,33.12,38.43,,,,15.24,12.89,17.52,,,,4.16,1.84,6.43,,,,1.47,-1.79,4.09,,,,,,,,,,,,,,,
2020-02-05,36.02,33.15,38.42,,,,15.25,12.89,17.52,,,,4.15,1.82,6.42,,,,1.46,-1.79,4.1,,,,,,,,,,,,,,,
2020-02-06,36.03,33.17,38.41,,,,15.25,12.9,17.52,,,,4.14,1.8,6.42,,,,1.46,-1.79,4.11,,,,,,,,,,,,,,,
2020-02-07,36.04,33.19,38.39,,,,15.26,12.91,17.52,,,,4.12,1.78,6.41,,,,1.45,-1.8,4.11,,,,,,,,,,,,,,,
2020-02-08,36.06,33.21,38.38,,,,15.26,12.91,17.52,,,,4.11,1.76,6.41,,,,1.45,-1.82,4.12,,,,,,,,,,,,,,,
2020-02-09,36.07,33.22,38.37,,,,15.27,12.92,17.52,,,,4.1,1.75,6.38,,,,1.45,-1.82,4.13,,,,,,,,,,,,,,,
2020-02-10,36.08,33.24,38.39,,,,15.28,12.93,17.52,,,,4.09,1.73,6.35,,,,1.44,-1.83,4.14,,,,,,,,,,,,,,,
2020-02-11,36.1,33.26,38.42,,,,15.28,12.93,17.52,,,,4.07,1.71,6.32,,,,1.44,-1.84,4.15,,,,,,,,,,,,,,,
2020-02-12,36.11,33.27,38.43,,,,15.29,12.94,17.52,,,,4.06,1.7,6.28,,,,1.43,-1.84,4.16,,,,,,,,,,,,,,,
2020-02-13,36.12,33.29,38.46,,,,15.29,12.95,17.52,,,,4.05,1.68,6.25,,,,1.43,-1.85,4.17,,,,,,,,,,,,,,,
2020-02-14,36.14,33.31,38.48,,,,15.3,12.96,17.52,,,,4.04,1.67,6.22,,,,1.42,-1.86,4.18,,,,,,,,,,,,,,,
2020-02-15,36.15,33.32,38.51,,,,15.3,12.97,17.52,,,,4.02,1.65,6.2,,,,1.42,-1.86,4.2,,,,,,,,,,,,,,,
2020-02-16,36.16,33.34,38.53,,,,15.31,12.96,17.51,,,,4.01,1.64,6.19,,,,1.41,-1.87,4.21,,,,,,,,,,,,,,,
2020-02-17,36.17,33.36,38.56,,,,15.32,12.95,17.51,,,,4.0,1.63,6.16,,,,1.41,-1.87,4.22,,,,,,,,,,,,,,,
2020-02-18,36.19,33.38,38.58,,,,15.32,12.93,17.51,,,,3.99,1.61,6.14,,,,1.41,-1.88,4.23,,,,,,,,,,,,,,,
2020-02-19,36.2,33.4,38.6,,,,15.33,12.92,17.51,,,,3.98,1.6,6.12,,,,1.4,-1.88,4.23,,,,,,,,,,,,,,,
2020-02-20,36.21,33.44,38.62,,,,15.33,12.9,17.53,,,,3.96,1.59,6.1,,,,1.4,-1.89,4.24,,,,,,,,,,,,,,,
2020-02-21,36.22,33.5,38.64,,,,15.34,12.9,17.55,,,,3.95,1.58,6.09,,,,1.39,-1.89,4.26,,,,,,,,,,,,,,,
2020-02-22,36.23,33.53,38.66,,,,15.34,12.88,17.57,,,,3.94,1.56,6.1,,,,1.39,-1.9,4.27,,,,,,,,,,,,,,,
2020-02-23,36.25,33.55,38.68,,,,15.35,12.87,17.59,,,,3.93,1.55,6.08,,,,1.38,-1.91,4.28,,,,,,,,,,,,,,,
2020-02-24,36.26,33.58,38.7,,,,15.36,12.86,17.59,,,,3.92,1.54,6.07,,,,1.38,-1.92,4.29,,,,,,,,,,,,,,,
2020-02-25,36.27,33.6,38.72,,,,15.36,12.85,17.56,,,,3.9,1.53,6.05,,,,1.37,-1.92,4.29,,,,,,,,,,,,,,,
2020-02-26,36.28,33.62,38.74,,,,15.37,12.85,17.55,,,,3.89,1.52,6.04,,,,1.37,-1.93,4.27,,,,,,,,,,,,,,,
2020-02-27,36.29,33.62,38.75,,,,15.37,12.89,17.52,,,,3.88,1.52,6.02,,,,1.36,-1.93,4.25,,,,,,,,,,,,,,,
2020-02-28,36.3,33.61,38.77,,,,15.38,12.93,17.49,,,,3.87,1.51,5.99,,,,1.36,-1.93,4.23,,,,,,,,,,,,,,,
2020-02-29,36.31,33.61,38.79,,,,15.39,12.96,17.49,,,,3.86,1.5,5.97,,,,1.36,-1.94,4.23,,,,,,,,,,,,,,,
2020-03-01,36.32,33.61,38.79,,,,15.39,13.0,17.49,,,,3.85,1.49,5.94,,,,1.35,-1.97,4.24,,,,,,,,,,,,,,,
2020-03-02,36.33,33.61,38.77,,,,15.4,13.05,17.48,,,,3.83,1.49,5.92,,,,1.35,-2.0,4.22,,,,,,,,,,35.0,15.0,3.0,1.0,,
2020-03-03,36.34,33.61,38.76,,,,15.41,13.08,17.48,,,,3.82,1.47,5.89,,,,,,,,,,,,,,,,,,,,,
2020-03-04,36.35,33.61,38.75,,,,15.41,13.08,17.48,,,,3.81,1.45,5.87,,,,,,,,,,,,,,,,,,,,,
2020-03-05,36.36,33.63,38.74,,,,15.42,13.09,17.47,,,,3.8,1.43,5.84,,,,,,,,,,,,,,,,,,,,,
2020-03-06,36.37,33.65,38.73,,,,15.42,13.09,17.47,,,,3.79,1.43,5.81,,,,,,,,,,,,,,,,,,,,,
2020-03-07,36.38,33.67,38.71,,,,15.43,13.09,17.47,,,,3.78,1.42,5.79,,,,,,,,,,,,,,,,,,,,,
2020-03-08,36.39,33.69,38.7,,,,15.44,13.1,17.46,,,,3.77,1.41,5.77,,,,,,,,,,,,,,,,,,,,,
2020-03-09,36.4,33.71,38.69,,,,15.44,13.11,17.46,,,,3.75,1.4,5.76,,,,,,,,,,,,,,,,,,,,,
2020-03-10,36.41,33.73,38.67,,,,15.45,13.11,17.45,,,,3.74,1.39,5.74,,,,,,,,,,,,,,,,,,,,,
2020-03-11,36.42,33.75,38.67,,,,15.46,13.12,17.45,,,,3.73,1.39,5.72,,,,,,,,,,,,,,,,,,,,,
2020-03-12,36.43,33.77,38.69,,,,15.46,13.12,17.47,,,,3.72,1.38,5.7,,,,,,,,,,,,,,,,,,,,,
2020-03-13,36.43,33.79,38.69,,,,15.47,13.13,17.49,,,,3.71,1.37,5.69,,,,,,,,,,,,,,,,,,,,,
2020-03-14,36.44,33.81,38.7,,,,15.47,13.13,17.52,,,,3.7,1.37,5.67,,,,,,,,,,,,,,,,,,,,,
2020-03-15,36.45,33.83,38.73,,,,15.48,13.14,17.55,,,,3.69,1.36,5.65,,,,,,,,,,,,,,,,,,,,,
2020-03-16,36.46,33.81,38.77,,,,15.49,13.15,17.57,,,,3.68,1.36,5.64,,,,,,,,,,,,,,,,,,,,,
2020-03-17,36.46,33.79,38.76,,,,15.49,13.15,17.56,,,,3.67,1.35,5.64,,,,,,,,,,,,,,,,,,,,,
2020-03-18,36.47,33.77,38.75,,,,15.5,13.16,17.56,,,,3.66,1.34,5.64,,,,,,,,,,,,,,,,,,,,,
2020-03-19,36.48,33.79,38.76,,,,15.5,13.17,17.55,,,,3.65,1.31,5.64,,,,,,,,,,,,,,,,,,,,,
2020-03-20,36.48,33.8,38.78,,,,15.51,13.18,17.57,,,,3.64,1.3,5.64,,,,,,,,,,,,,,,,,,,,,
2020-03-21,36.49,33.8,38.77,,,,15.52,13.19,17.63,,,,3.63,1.3,5.64,,,,,,,,,,,,,,,,,,,,,
2020-03-22,36.5,33.81,38.78,,,,15.52,13.19,17.63,,,,3.62,1.3,5.64,,,,,,,,,,,,,,,,,,,,,
2020-03-23,36.5,33.82,38.79,,,,15.53,13.22,17.64,,,,3.61,1.3,5.63,,,,,,,,,,,,,,,,,,,,,
2020-03-24,36.51,33.83,38.79,,,,15.53,13.25,17.63,,,,3.6,1.29,5.61,,,,,,,,,,,,,,,,,,,,,
2020-03-25,36.51,33.84,38.79,,,,15.54,13.27,17.62,,,,3.59,1.28,5.6,,,,,,,,,,,,,,,,,,,,,
2020-03-26,36.52,33.84,38.8,,,,15.55,13.27,17.61,,,,3.58,1.28,5.58,,,,,,,,,,,,,,,,,,,,,
2020-03-27,36.52,33.85,38.83,,,,15.55,13.28,17.61,,,,3.57,1.28,5.57,,,,,,,,,,,,,,,,,,,,,
2020-03-28,36.53,33.87,38.88,,,,15.56,13.28,17.6,,,,3.56,1.27,5.56,,,,,,,,,,,,,,,,,,,,,
2020-03-29,36.53,33.87,38.9,,,,15.56,13.29,17.6,,,,3.55,1.27,5.54,,,,,,,,,,,,,,,,,,,,,
2020-03-30,36.53,33.89,38.89,,,,15.57,13.3,17.59,,,,3.54,1.27,5.53,,,,,,,,,,,,,,,,41.0,14.0,4.0,,,
2020-03-31,36.54,33.89,38.88,,,,15.57,13.3,17.59,,,,3.54,1.27,5.51,,,,,,,,,,,,,,,,,,,,,
2020-04-01,36.54,33.9,38.86,,,,15.58,13.31,17.58,,,,3.53,1.27,5.5,,,,,,,,,,,,,,,,,,,,,
2020-04-02,36.54,33.9,38.86,,,,15.59,13.33,17.58,,,,3.52,1.26,5.48,,,,,,,,,,,,,,,,,,,,,
2020-04-03,36.55,33.91,38.84,,,,15.59,13.36,17.57,,,,3.51,1.26,5.47,,,,,,,,,,,,,,,,,,,,,
2020-04-04,36.55,33.91,38.83,,,,15.6,13.36,17.57,,,,3.5,1.26,5.45,,,,,,,,,,,,,,,,,,,,,
2020-04-05,36.55,33.92,38.85,,,,15.6,13.36,17.56,,,,3.49,1.25,5.44,,,,,,,,,,,,,,,,,,,,,
2020-04-06,36.55,33.93,38.87,,,,15.61,13.36,17.56,,,,3.49,1.24,5.43,,,,,,,,,,,,,,,,,,,,,
2020-04-07,36.56,33.93,38.89,,,,15.61,13.36,17.55,,,,3.48,1.21,5.43,,,,,,,,,,,,,,,,,,,,,
2020-04-08,36.56,33.93,38.9,,,,15.62,13.36,17.54,,,,3.47,1.19,5.42,,,,,,,,,,,,,,,,,,,,,
2020-04-09,36.56,33.93,38.92,,,,15.62,13.36,17.54,,,,3.46,1.17,5.42,,,,,,,,,,,,,,,,,,,,,
2020-04-10,36.56,33.93,38.94,,,,15.63,13.36,17.53,,,,3.45,1.15,5.41,,,,,,,,,,,,,,,,,,,,,
2020-04-11,36.56,33.93,38.96,,,,15.63,13.36,17.53,,,,3.45,1.12,5.41,,,,,,,,,,,,,,,,,,,,,
2020-04-12,36.56,33.94,38.97,,,,15.64,13.37,17.52,,,,3.44,1.13,5.4,,,,,,,,,,,,,,,,,,,,,
2020-04-13,36.56,33.94,38.99,,,,15.64,13.37,17.52,,,,3.43,1.14,5.4,,,,,,,,,,,,,,,,,,,,,
2020-04-14,36.56,33.94,38.99,,,,15.64,13.38,17.53,,,,3.42,1.15,5.4,,,,,,,,,,,,,,,,,,,,,
2020-04-15,36.56,33.94,38.98,,,,15.65,13.4,17.54,,,,3.42,1.16,5.39,,,,,,,,,,,,,,,,,,,,,
2020-04-16,36.56,33.94,38.98,,,,15.65,13.43,17.55,,,,3.41,1.17,5.39,,,,,,,,,,,,,,,,,,,,,
2020-04-17,36.56,33.94,38.97,,,,15.66,13.43,17.56,,,,3.4,1.18,5.38,,,,,,,,,,,,,,,,,,,,,
2020-04-18,36.56,33.94,38.97,,,,15.66,13.45,17.57,,,,3.4,1.19,5.38,,,,,,,,,,,,,,,,,,,,,
2020-04-19,36.56,33.94,38.96,,,,15.67,13.47,17.58,,,,3.39,1.2,5.37,,,,,,,,,,,,,,,,,,,,,
2020-04-20,36.56,33.94,38.97,,,,15.67,13.48,17.58,,,,3.38,1.21,5.37,,,,,,,,,,,,,,,,,,,,,
2020-04-21,36.56,33.94,38.99,,,,15.67,13.49,17.59,,,,3.38,1.22,5.37,,,,,,,,,,,,,,,,,,,,,
2020-04-22,36.55,33.94,39.01,,,,15.68,13.49,17.6,,,,3.37,1.22,5.36,,,,,,,,,,,,,,,,,,,,,
2020-04-23,36.55,33.94,39.01,,,,15.68,13.49,17.61,,,,3.37,1.22,5.36,,,,,,,,,,,,,,,,,,,,,
2020-04-24,36.55,33.94,39.0,,,,15.69,13.49,17.62,,,,3.36,1.21,5.35,,,,,,,,,,,,,,,,,,,,,
2020-04-25,36.55,33.94,38.99,,,,15.69,13.49,17.63,,,,3.35,1.21,5.34,,,,,,,,,,,,,,,,,,,,,
2020-04-26,36.54,33.93,38.98,,,,15.69,13.49,17.64,,,,3.35,1.21,5.34,,,,,,,,,,,,,,,,,,,,,
2020-04-27,36.54,33.93,38.96,,,,15.7,13.49,17.64,,,,3.34,1.2,5.33,,,,,,,,,,,,,,,,41.0,14.0,3.0,,,
2020-04-28,36.54,33.93,38.95,,,,15.7,13.49,17.65,,,,3.34,1.2,5.33,,,,,,,,,,,,,,,,,,,,,
2020-04-29,36.53,33.93,38.94,,,,15.7,13.49,17.66,,,,3.33,1.2,5.32,,,,,,,,,,,,,,,,,,,,,
2020-04-30,36.53,33.93,38.92,,,,15.71,13.49,17.67,,,,3.33,1.19,5.32,,,,,,,,,,,,,,,,,,,,,
2020-05-01,36.52,33.93,38.91,,,,15.71,13.49,17.67,,,,3.32,1.19,5.32,,,,,,,,,,,,,,,,,,,,,
2020-05-02,36.52,33.92,38.9,,,,15.72,13.49,17.68,,,,3.31,1.2,5.3,,,,,,,,,,,,,,,,,,,,,
2020-05-03,36.51,33.91,38.88,,,,15.72,13.49,17.69,,,,3.31,1.21,5.28,,,,,,,,,,,,,,,,,,,,,
2020-05-04,36.51,33.9,38.87,,,,15.72,13.5,17.7,,,,3.3,1.21,5.27,,,,,,,,,,,,,,,,,,,,,
2020-05-05,36.5,33.89,38.86,,,,15.73,13.51,17.72,,,,3.3,1.21,5.27,,,,,,,,,,,,,,,,,,,,,
2020-05-06,36.5,33.88,38.84,,,,15.73,13.52,17.73,,,,3.29,1.19,5.26,,,,,,,,,,,,,,,,,,,,,
2020-05-07,36.49,33.88,38.83,,,,15.73,13.52,17.74,,,,3.29,1.17,5.27,,,,,,,,,,,,,,,,,,,,,
2020-05-08,36.49,33.88,38.81,,,,15.74,13.53,17.75,,,,3.29,1.17,5.27,,,,,,,,,,,,,,,,,,,,,
2020-05-09,36.48,33.88,38.8,,,,15.74,13.54,17.77,,,,3.28,1.16,5.27,,,,,,,,,,,,,,,,,,,,,
2020-05-10,36.47,33.88,38.79,,,,15.75,13.55,17.79,,,,3.28,1.15,5.28,,,,,,,,,,,,,,,,,,,,,
2020-05-11,36.47,33.88,38.77,,,,15.75,13.56,17.78,,,,3.27,1.16,5.28,,,,,,,,,,,,,,,,,,,,,
2020-05-12,36.46,33.88,38.76,,,,15.75,13.56,17.79,,,,3.27,1.16,5.27,,,,,,,,,,,,,,,,,,,,,
2020-05-13,36.45,33.88,38.74,,,,15.76,13.57,17.8,,,,3.26,1.16,5.27,,,,,,,,,,,,,,,,,,,,,
2020-05-14,36.45,33.88,38.73,,,,15.76,13.56,17.81,,,,3.26,1.16,5.26,,,,,,,,,,,,,,,,,,,,,
2020-05-15,36.44,33.87,38.71,,,,15.77,13.57,17.82,,,,3.25,1.16,5.26,,,,,,,,,,,,,,,,,,,,,
2020-05-16,36.43,33.85,38.7,,,,15.77,13.59,17.83,,,,3.25,1.16,5.26,,,,,,,,,,,,,,,,,,,,,
2020-05-17,36.42,33.84,38.68,,,,15.77,13.61,17.84,,,,3.25,1.15,5.25,,,,,,,,,,,,,,,,,,,,,
2020-05-18,36.41,33.83,38.68,,,,15.78,13.62,17.85,,,,3.24,1.15,5.25,,,,,,,,,,,,,,,,,,,,,
2020-05-19,36.41,33.79,38.66,,,,15.78,13.63,17.86,,,,3.24,1.15,5.24,,,,,,,,,,,,,,,,,,,,,
2020-05-20,36.4,33.75,38.64,,,,15.79,13.64,17.87,,,,3.24,1.15,5.24,,,,,,,,,,,,,,,,,,,,,
2020-05-21,36.39,33.76,38.62,,,,15.79,13.64,17.88,,,,3.23,1.15,5.24,,,,,,,,,,,,,,,,,,,,,
2020-05-22,36.38,33.76,38.63,,,,15.79,13.64,17.89,,,,3.23,1.15,5.23,,,,,,,,,,,,,,,,,,,,,
2020-05-23,36.37,33.76,38.64,,,,15.8,13.63,17.89,,,,3.22,1.15,5.23,,,,,,,,,,,,,,,,,,,,,
2020-05-24,36.36,33.77,38.64,,,,15.8,13.64,17.9,,,,3.22,1.15,5.22,,,,,,,,,,,,,,,,,,,,,
2020-05-25,36.35,33.78,38.65,,,,15.81,13.65,17.9,,,,3.22,1.15,5.23,,,,,,,,,,,,,,,,36.0,15.0,3.0,,,
2020-05-26,36.34,33.79,38.66,,,,15.81,13.66,17.91,,,,3.21,1.15,5.23,,,,,,,,,,,,,,,,,,,,,
2020-05-27,36.33,33.8,38.66,,,,15.82,13.67,17.93,,,,3.21,1.13,5.23,,,,,,,,,,,,,,,,,,,,,
2020-05-28,36.32,33.8,38.65,,,,15.82,13.68,17.95,,,,3.21,1.11,5.23,,,,,,,,,,,,,,,,,,,,,
2020-05-29,36.31,33.81,38.65,,,,15.83,13.69,17.97,,,,3.2,1.09,5.24,,,,,,,,,,,,,,,,,,,,,
2020-05-30,36.3,33.81,38.64,,,,15.83,13.7,17.98,,,,3.2,1.07,5.23,,,,,,,,,,,,,,,,,,,,,
2020-05-31,36.29,33.81,38.64,,,,15.84,13.71,18.0,,,,3.2,1.05,5.23,,,,,,,,,,,,,,,,,,,,,
2020-06-01,36.28,33.81,38.63,,,,15.84,13.73,18.01,,,,3.2,1.06,5.22,,,,,,,,,,,,,,,,,,,,,
2020-06-02,36.27,33.8,38.62,,,,15.85,13.73,18.03,,,,3.19,1.06,5.22,,,,,,,,,,,,,,,,,,,,,
2020-06-03,36.26,33.79,38.62,,,,15.85,13.74,18.04,,,,3.19,1.07,5.21,,,,,,,,,,,,,,,,,,,,,
2020-06-04,36.25,33.8,38.62,,,,15.86,13.75,18.06,,,,3.19,1.07,5.2,,,,,,,,,,,,,,,,,,,,,
2020-06-05,36.24,33.81,38.61,,,,15.86,13.76,18.07,,,,3.18,1.07,5.2,,,,,,,,,,,,,,,,,,,,,
2020-06-06,36.22,33.79,38.6,,,,15.87,13.76,18.08,,,,3.18,1.08,5.21,,,,,,,,,,,,,,,,,,,,,
2020-06-07,36.21,33.77,38.59,,,,15.87,13.76,18.09,,,,3.18,1.08,5.22,,,,,,,,,,,,,,,,,,,,,
2020-06-08,36.2,33.76,38.58,,,,15.88,13.76,18.11,,,,3.18,1.09,5.23,,,,,,,,,,,,,,,,,,,,,
2020-06-09,36.19,33.75,38.57,,,,15.88,13.76,18.12,,,,3.17,1.09,5.23,,,,,,,,,,,,,,,,,,,,,
2020-06-10,36.18,33.74,38.56,,,,15.89,13.76,18.13,,,,3.17,1.1,5.22,,,,,,,,,,,,,,,,,,,,,
2020-06-11,36.17,33.73,38.55,,,,15.89,13.76,18.15,,,,3.17,1.1,5.22,,,,,,,,,,,,,,,,,,,,,
2020-06-12,36.15,33.72,38.54,,,,15.9,13.76,18.16,,,,3.17,1.1,5.21,,,,,,,,,,,,,,,,,,,,,
2020-06-13,36.14,33.71,38.52,,,,15.91,13.76,18.16,,,,3.17,1.1,5.2,,,,,,,,,,,,,,,,,,,,,
2020-06-14,36.13,33.7,38.5,,,,15.91,13.76,18.15,,,,3.16,1.1,5.2,,,,,,,,,,,,,,,,,,,,,
2020-06-15,36.12,33.69,38.49,,,,15.92,13.76,18.13,,,,3.16,1.1,5.19,,,,,,,,,,,,,,,,,,,,,
2020-06-16,36.1,33.68,38.48,,,,15.92,13.76,18.12,,,,3.16,1.11,5.18,,,,,,,,,,,,,,,,,,,,,
2020-06-17,36.09,33.66,38.46,,,,15.93,13.76,18.12,,,,3.16,1.11,5.17,,,,,,,,,,,,,,,,,,,,,
2020-06-18,36.08,33.65,38.42,,,,15.94,13.77,18.1,,,,3.15,1.12,5.16,,,,,,,,,,,,,,,,,,,,,
2020-06-19,36.07,33.64,38.38,,,,15.94,13.77,18.1,,,,3.15,1.12,5.15,,,,,,,,,,,,,,,,,,,,,
2020-06-20,36.05,33.63,38.34,,,,15.95,13.77,18.1,,,,3.15,1.12,5.14,,,,,,,,,,,,,,,,,,,,,
2020-06-21,36.04,33.61,38.3,,,,15.96,13.77,18.11,,,,3.15,1.13,5.13,,,,,,,,,,,,,,,,,,,,,
2020-06-22,36.03,33.58,38.29,,,,15.96,13.77,18.12,,,,3.15,1.12,5.12,,,,,,,,,,,,,,,,33.0,17.0,3.0,,,
2020-06-23,36.01,33.55,38.28,,,,15.97,13.78,18.14,,,,3.15,1.11,5.1,,,,,,,,,,,,,,,,,,,,,
2020-06-24,36.0,33.52,38.27,,,,15.97,13.78,18.17,,,,3.14,1.09,5.1,,,,,,,,,,,,,,,,,,,,,
2020-06-25,35.98,33.48,38.26,,,,15.98,13.78,18.19,,,,3.14,1.08,5.1,,,,,,,,,,,,,,,,,,,,,
2020-06-26,35.97,33.47,38.25,,,,15.99,13.78,18.21,,,,3.14,1.07,5.09,,,,,,,,,,,,,,,,,,,,,
2020-06-27,35.96,33.47,38.21,,,,15.99,13.78,18.23,,,,3.14,1.05,5.09,,,,,,,,,,,,,,,,,,,,,
2020-06-28,35.94,33.47,38.18,,,,16.0,13.78,18.25,,,,3.14,1.03,5.08,,,,,,,,,,,,,,,,,,,,,
2020-06-29,35.93,33.46,38.15,,,,16.01,13.8,18.27,,,,3.14,1.02,5.08,,,,,,,,,,,,,,,,,,,,,
2020-06-30,35.91,33.45,38.14,,,,16.01,13.82,18.29,,,,3.13,1.03,5.08,,,,,,,,,,,,,,,,,,,,,
2020-07-01,35.9,33.45,38.14,,,,16.02,13.84,18.31,,,,3.13,1.04,5.07,,,,,,,,,,,,,,,,,,,,,
2020-07-02,35.89,33.45,38.14,,,,16.03,13.86,18.31,,,,3.13,1.06,5.07,,,,,,,,,,,,,,,,,,,,,
2020-07-03,35.87,33.44,38.14,,,,16.03,13.88,18.31,,,,3.13,1.07,5.06,,,,,,,,,,,,,,,,,,,,,
2020-07-04,35.86,33.42,38.14,,,,16.04,13.9,18.3,,,,3.13,1.08,5.06,,,,,,,,,,,,,,,,,,,,,
2020-07-05,35.84,33.4,38.14,,,,16.05,13.92,18.3,,,,3.13,1.08,5.05,,,,,,,,,,,,,,,,,,,,,
2020-07-06,35.83,33.38,38.13,,,,16.05,13.94,18.3,,,,3.12,1.09,5.05,,,,,,,,,,,,,,,,,,,,,
2020-07-07,35.81,33.35,38.11,,,,16.06,13.96,18.3,,,,3.12,1.11,5.05,,,,,,,,,,,,,,,,,,,,,
2020-07-08,35.8,33.33,38.09,,,,16.07,13.98,18.29,,,,3.12,1.12,5.04,,,,,,,,,,,,,,,,,,,,,
2020-07-09,35.78,33.32,38.07,,,,16.08,14.0,18.28,,,,3.12,1.13,5.04,,,,,,,,,,,,,,,,,,,,,
2020-07-10,35.77,33.3,38.04,,,,16.08,14.01,18.28,,,,3.12,1.14,5.03,,,,,,,,,,,,,,,,,,,,,
2020-07-11,35.75,33.28,38.02,,,,16.09,14.02,18.27,,,,3.12,1.15,5.03,,,,,,,,,,,,,,,,,,,,,
2020-07-12,35.73,33.28,37.99,,,,16.1,14.04,18.27,,,,3.12,1.16,5.02,,,,,,,,,,,,,,,,,,,,,
2020-07-13,35.72,33.28,37.97,,,,16.1,14.05,18.27,,,,3.11,1.17,5.02,,,,,,,,,,,,,,,,,,,,,
2020-07-14,35.7,33.26,37.94,,,,16.11,14.06,18.29,,,,3.11,1.18,5.01,,,,,,,,,,,,,,,,,,,,,
2020-07-15,35.69,33.24,37.93,,,,16.12,14.08,18.31,,,,3.11,1.19,5.01,,,,,,,,,,,,,,,,,,,,,
2020-07-16,35.67,33.22,37.9,,,,16.13,14.09,18.34,,,,3.11,1.2,5.0,,,,,,,,,,,,,,,,,,,,,
2020-07-17,35.65,33.2,37.88,,,,16.13,14.11,18.35,,,,3.11,1.2,5.01,,,,,,,,,,,,,,,,,,,,,
2020-07-18,35.64,33.18,37.85,,,,16.14,14.12,18.33,,,,3.11,1.2,5.03,,,,,,,,,,,,,,,,,,,,,
2020-07-19,35.62,33.16,37.84,,,,16.15,14.12,18.32,,,,3.11,1.2,5.04,,,,,,,,,,,,,,,,,,,,,
2020-07-20,35.61,33.14,37.84,,,,16.15,14.12,18.32,,,,3.11,1.2,5.05,,,,,,,,,,,,,,,,37.0,16.0,3.0,,,
2020-07-21,35.59,33.12,37.84,,,,16.16,14.12,18.32,,,,3.1,1.2,5.07,,,,,,,,,,,,,,,,,,,,,
2020-07-22,35.57,33.1,37.83,,,,16.17,14.12,18.33,,,,3.1,1.19,5.07,,,,,,,,,,,,,,,,,,,,,
2020-07-23,35.56,33.08,37.83,,,,16.18,14.13,18.33,,,,3.1,1.19,5.07,,,,,,,,,,,,,,,,,,,,,
2020-07-24,35.54,33.06,37.83,,,,16.18,14.13,18.34,,,,3.1,1.19,5.08,,,,,,,,,,,,,,,,,,,,,
2020-07-25,35.52,33.05,37.84,,,,16.19,14.13,18.35,,,,3.1,1.19,5.09,,,,,,,,,,,,,,,,,,,,,
2020-07-26,35.51,33.04,37.84,,,,16.2,14.13,18.38,,,,3.1,1.19,5.1,,,,,,,,,,,,,,,,,,,,,
2020-07-27,35.49,33.03,37.84,,,,16.21,14.13,18.4,,,,3.1,1.19,5.11,,,,,,,,,,,,,,,,,,,,,
2020-07-28,35.47,33.01,37.84,,,,16.21,14.13,18.43,,,,3.09,1.18,5.12,,,,,,,,,,,,,,,,,,,,,
2020-07-29,35.46,33.0,37.83,,,,16.22,14.13,18.46,,,,3.09,1.18,5.13,,,,,,,,,,,,,,,,,,,,,
2020-07-30,35.44,32.98,37.81,,,,16.23,14.13,18.48,,,,3.09,1.17,5.14,,,,,,,,,,,,,,,,,,,,,
