date,Con (pre-2024 election),Con (pre-2024 election) (low),Con (pre-2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2024 election),Lab (pre-2024 election) (low),Lab (pre-2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2024 election),LDem (pre-2024 election) (low),LDem (pre-2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (pre-2024 election),Ukip (pre-2024 election) (low),Ukip (pre-2024 election) (high),Ukip (post-2024 election),Ukip (post-2024 election) (low),Ukip (post-2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2020-12-15,43.96,41.46,46.45,,,,17.62,15.27,19.83,,,,3.34,1.24,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-16,43.96,41.46,46.45,,,,17.61,15.23,19.83,,,,3.34,1.23,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-17,43.95,41.45,46.45,,,,17.6,15.22,19.83,,,,3.34,1.23,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,43.94,41.44,46.44,,,,17.59,15.21,19.83,,,,3.35,1.23,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,43.93,41.43,46.44,,,,17.58,15.2,19.83,,,,3.35,1.22,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-20,43.93,41.43,46.43,,,,17.57,15.18,19.83,,,,3.35,1.22,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-21,43.92,41.42,46.42,,,,17.56,15.19,19.83,,,,3.35,1.22,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-22,43.91,41.41,46.4,,,,17.55,15.21,19.82,,,,3.35,1.21,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,43.91,41.41,46.39,,,,17.54,15.22,19.83,,,,3.36,1.21,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-24,43.9,41.4,46.37,,,,17.53,15.23,19.83,,,,3.36,1.21,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-25,43.89,41.39,46.34,,,,17.52,15.21,19.83,,,,3.36,1.2,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,43.89,41.39,46.29,,,,17.51,15.19,19.83,,,,3.36,1.21,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-27,43.88,41.38,46.29,,,,17.5,15.17,19.82,,,,3.37,1.24,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-28,43.87,41.38,46.29,,,,17.49,15.16,19.82,,,,3.37,1.27,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-29,43.87,41.38,46.28,,,,17.48,15.14,19.82,,,,3.37,1.28,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,43.86,41.37,46.28,,,,17.47,15.12,19.82,,,,3.37,1.28,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,43.85,41.36,46.28,,,,17.46,15.1,19.83,,,,3.38,1.29,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,43.84,41.36,46.27,,,,17.45,15.08,19.84,,,,3.38,1.29,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,43.84,41.35,46.26,,,,17.44,15.06,19.85,,,,3.38,1.29,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-03,43.83,41.35,46.25,,,,17.43,15.05,19.86,,,,3.39,1.29,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,43.82,41.35,46.24,,,,17.42,15.04,19.87,,,,3.39,1.29,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,43.82,41.34,46.22,,,,17.41,15.04,19.88,,,,3.39,1.3,5.54,,,,,,,,,,,,,,,,,,,,,,41.0,20.0,4.0,,,,,
2021-01-06,43.81,41.34,46.21,,,,17.4,15.03,19.88,,,,3.4,1.3,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,43.8,41.34,46.2,,,,17.39,15.02,19.89,,,,3.4,1.31,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,43.8,41.34,46.19,,,,17.38,15.02,19.9,,,,3.41,1.31,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,43.79,41.34,46.18,,,,17.37,15.01,19.91,,,,3.41,1.31,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-10,43.78,41.34,46.17,,,,17.36,15.0,19.92,,,,3.41,1.31,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11,43.78,41.34,46.16,,,,17.35,15.0,19.9,,,,3.42,1.31,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-12,43.77,41.34,46.16,,,,17.34,14.99,19.89,,,,3.42,1.31,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,43.76,41.34,46.15,,,,17.33,14.98,19.88,,,,3.43,1.3,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,43.76,41.32,46.13,,,,17.32,14.98,19.87,,,,3.43,1.31,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,43.75,41.3,46.13,,,,17.31,14.97,19.86,,,,3.44,1.31,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,43.74,41.31,46.12,,,,17.31,14.97,19.84,,,,3.44,1.31,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-17,43.73,41.32,46.12,,,,17.3,14.96,19.83,,,,3.45,1.31,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-18,43.73,41.32,46.13,,,,17.29,14.96,19.82,,,,3.45,1.31,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,43.72,41.31,46.14,,,,17.28,14.95,19.82,,,,3.45,1.31,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,43.71,41.31,46.12,,,,17.27,14.95,19.81,,,,3.46,1.31,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-21,43.71,41.31,46.09,,,,17.26,14.94,19.81,,,,3.47,1.31,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-22,43.7,41.3,46.07,,,,17.25,14.93,19.82,,,,3.47,1.31,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,43.69,41.3,46.06,,,,17.24,14.91,19.81,,,,3.48,1.31,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-24,43.68,41.32,46.05,,,,17.23,14.9,19.81,,,,3.48,1.31,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25,43.67,41.34,46.04,,,,17.22,14.88,19.81,,,,3.49,1.32,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-26,43.67,41.36,46.04,,,,17.21,14.87,19.81,,,,3.49,1.32,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-27,43.66,41.35,46.04,,,,17.2,14.86,19.81,,,,3.5,1.32,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,43.65,41.35,46.04,,,,17.19,14.86,19.81,,,,3.5,1.33,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,43.64,41.36,46.03,,,,17.18,14.85,19.81,,,,3.51,1.33,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,43.63,41.36,46.01,,,,17.17,14.84,19.81,,,,3.52,1.33,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,43.63,41.37,46.0,,,,17.16,14.83,19.79,,,,3.52,1.34,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,43.62,41.36,46.0,,,,17.15,14.83,19.78,,,,3.53,1.34,5.68,,,,,,,,,,,,,,,,,,,,,,44.0,18.0,3.0,,,,,
2021-02-02,43.61,41.34,45.98,,,,17.14,14.82,19.77,,,,3.54,1.36,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03,43.6,41.32,45.97,,,,17.13,14.82,19.76,,,,3.54,1.37,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,43.59,41.31,45.97,,,,17.12,14.83,19.76,,,,3.55,1.38,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-05,43.58,41.29,45.96,,,,17.11,14.85,19.75,,,,3.56,1.4,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,43.58,41.28,45.95,,,,17.1,14.86,19.75,,,,3.56,1.41,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-07,43.57,41.27,45.95,,,,17.1,14.87,19.75,,,,3.57,1.42,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-08,43.56,41.25,45.94,,,,17.09,14.85,19.75,,,,3.58,1.44,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-09,43.55,41.24,45.93,,,,17.08,14.82,19.74,,,,3.58,1.45,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-10,43.54,41.22,45.93,,,,17.07,14.8,19.72,,,,3.59,1.47,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-11,43.53,41.21,45.92,,,,17.06,14.77,19.71,,,,3.6,1.48,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12,43.52,41.19,45.91,,,,17.05,14.75,19.7,,,,3.6,1.49,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,43.51,41.18,45.91,,,,17.04,14.73,19.68,,,,3.61,1.51,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-14,43.51,41.17,45.91,,,,17.03,14.73,19.67,,,,3.62,1.52,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-15,43.5,41.15,45.91,,,,17.02,14.73,19.66,,,,3.63,1.52,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,43.49,41.14,45.91,,,,17.01,14.72,19.65,,,,3.63,1.53,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-17,43.48,41.13,45.9,,,,17.0,14.72,19.63,,,,3.64,1.55,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,43.47,41.13,45.89,,,,16.99,14.71,19.62,,,,3.65,1.57,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19,43.46,41.12,45.87,,,,16.98,14.71,19.61,,,,3.66,1.58,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,43.45,41.12,45.86,,,,16.97,14.71,19.61,,,,3.66,1.6,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-21,43.44,41.11,45.85,,,,16.96,14.71,19.59,,,,3.67,1.62,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-22,43.43,41.11,45.85,,,,16.95,14.71,19.58,,,,3.68,1.64,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,43.43,41.1,45.85,,,,16.95,14.7,19.57,,,,3.69,1.65,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-24,43.42,41.1,45.84,,,,16.94,14.7,19.56,,,,3.7,1.67,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,43.41,41.09,45.83,,,,16.93,14.7,19.54,,,,3.7,1.68,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-26,43.4,41.08,45.83,,,,16.92,14.67,19.53,,,,3.71,1.69,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,43.39,41.07,45.82,,,,16.91,14.65,19.52,,,,3.72,1.71,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,43.38,41.05,45.82,,,,16.9,14.62,19.51,,,,3.73,1.72,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,43.37,41.05,45.81,,,,16.89,14.59,19.49,,,,3.74,1.73,5.88,,,,,,,,,,,,,,,,,,,,,,44.0,15.0,4.0,,,,,
2021-03-02,43.36,41.05,45.78,,,,16.88,14.56,19.48,,,,3.74,1.74,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-03,43.35,41.05,45.75,,,,16.87,14.53,19.47,,,,3.75,1.75,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,43.35,41.05,45.74,,,,16.86,14.5,19.46,,,,3.76,1.75,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-05,43.34,41.05,45.73,,,,16.85,14.47,19.44,,,,3.77,1.76,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,43.33,41.05,45.73,,,,16.84,14.46,19.43,,,,3.78,1.78,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-07,43.32,41.02,45.73,,,,16.84,14.44,19.42,,,,3.78,1.81,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-08,43.31,40.99,45.73,,,,16.83,14.45,19.4,,,,3.79,1.83,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,43.3,40.96,45.73,,,,16.82,14.47,19.39,,,,3.8,1.85,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-10,43.29,40.96,45.72,,,,16.81,14.48,19.38,,,,3.81,1.86,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,43.29,40.96,45.72,,,,16.8,14.49,19.37,,,,3.82,1.88,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,43.28,40.95,45.72,,,,16.79,14.5,19.35,,,,3.83,1.89,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,43.27,40.94,45.72,,,,16.78,14.51,19.34,,,,3.83,1.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-14,43.26,40.93,45.7,,,,16.77,14.52,19.33,,,,3.84,1.92,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-15,43.25,40.93,45.67,,,,16.76,14.54,19.31,,,,3.85,1.93,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16,43.24,40.93,45.67,,,,16.75,14.55,19.3,,,,3.86,1.94,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,43.23,40.92,45.67,,,,16.75,14.57,19.29,,,,3.87,1.95,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-18,43.22,40.92,45.66,,,,16.74,14.58,19.27,,,,3.88,1.97,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-19,43.22,40.92,45.66,,,,16.73,14.6,19.26,,,,3.88,1.98,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,43.21,40.91,45.66,,,,16.72,14.57,19.24,,,,3.89,1.99,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,43.2,40.91,45.65,,,,16.71,14.55,19.23,,,,3.9,2.01,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,43.19,40.91,45.65,,,,16.7,14.53,19.22,,,,3.91,2.02,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23,43.18,40.89,45.64,,,,16.69,14.51,19.2,,,,3.92,2.03,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,43.17,40.86,45.64,,,,16.68,14.48,19.18,,,,3.93,2.05,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-25,43.16,40.85,45.63,,,,16.68,14.46,19.18,,,,3.93,2.06,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-26,43.15,40.85,45.62,,,,16.67,14.44,19.15,,,,3.94,2.07,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,43.14,40.85,45.62,,,,16.66,14.43,19.14,,,,3.95,2.09,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-28,43.14,40.85,45.61,,,,16.65,14.4,19.12,,,,3.96,2.11,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,43.13,40.84,45.6,,,,16.64,14.38,19.11,,,,3.97,2.13,6.16,,,,,,,,,,,,,,,,,,,,,,47.0,17.0,3.0,,,,,
2021-03-30,43.12,40.84,45.59,,,,16.63,14.36,19.09,,,,3.98,2.15,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,43.11,40.84,45.58,,,,16.63,14.34,19.08,,,,3.98,2.17,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,43.1,40.85,45.57,,,,16.62,14.34,19.06,,,,3.99,2.18,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-02,43.09,40.85,45.56,,,,16.61,14.34,19.05,,,,4.0,2.2,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,43.08,40.81,45.55,,,,16.6,14.34,19.03,,,,4.01,2.21,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,43.07,40.77,45.54,,,,16.59,14.34,19.02,,,,4.02,2.23,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,43.06,40.73,45.53,,,,16.58,14.34,19.0,,,,4.02,2.25,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,43.06,40.69,45.52,,,,16.58,14.35,18.99,,,,4.03,2.27,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07,43.05,40.69,45.51,,,,16.57,14.35,18.97,,,,4.04,2.3,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,43.04,40.69,45.49,,,,16.56,14.35,18.96,,,,4.05,2.29,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-09,43.03,40.7,45.48,,,,16.55,14.35,18.94,,,,4.06,2.3,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,43.02,40.7,45.47,,,,16.55,14.35,18.93,,,,4.06,2.31,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-11,43.01,40.7,45.45,,,,16.54,14.36,18.91,,,,4.07,2.32,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,43.0,40.64,45.44,,,,16.53,14.37,18.92,,,,4.08,2.34,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,42.99,40.62,45.42,,,,16.52,14.37,18.92,,,,4.09,2.35,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14,42.99,40.62,45.41,,,,16.52,14.38,18.91,,,,4.09,2.36,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,42.98,40.61,45.39,,,,16.51,14.39,18.88,,,,4.1,2.38,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,42.97,40.61,45.37,,,,16.5,14.4,18.87,,,,4.11,2.39,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,42.96,40.61,45.35,,,,16.49,14.4,18.86,,,,4.12,2.41,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,42.95,40.61,45.34,,,,16.49,14.41,18.84,,,,4.12,2.42,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,42.94,40.61,45.32,,,,16.48,14.42,18.82,,,,4.13,2.43,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,42.93,40.61,45.3,,,,16.47,14.43,18.81,,,,4.14,2.44,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,42.92,40.61,45.28,,,,16.46,14.44,18.81,,,,4.15,2.46,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22,42.91,40.61,45.26,,,,16.46,14.44,18.81,,,,4.15,2.47,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,42.91,40.61,45.24,,,,16.45,14.45,18.81,,,,4.16,2.48,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24,42.9,40.62,45.22,,,,16.44,14.46,18.81,,,,4.17,2.49,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-25,42.89,40.61,45.19,,,,16.44,14.47,18.8,,,,4.18,2.51,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,42.88,40.57,45.17,,,,16.43,14.48,18.78,,,,4.18,2.52,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-27,42.87,40.54,45.15,,,,16.42,14.46,18.75,,,,4.19,2.53,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-28,42.86,40.51,45.14,,,,16.42,14.42,18.73,,,,4.2,2.54,6.21,,,,,,,,,,,,,,,,,,,,,,44.0,14.0,4.0,,,,,
2021-04-29,42.85,40.49,45.13,,,,16.41,14.42,18.71,,,,4.2,2.54,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30,42.84,40.49,45.12,,,,16.4,14.42,18.7,,,,4.21,2.54,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,42.83,40.48,45.11,,,,16.4,14.42,18.68,,,,4.22,2.54,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02,42.82,40.47,45.1,,,,16.39,14.42,18.66,,,,4.22,2.55,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,42.82,40.46,45.11,,,,16.38,14.43,18.64,,,,4.23,2.56,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,42.81,40.44,45.12,,,,16.38,14.42,18.63,,,,4.24,2.56,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05,42.8,40.42,45.12,,,,16.37,14.41,18.63,,,,4.24,2.56,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06,42.79,40.4,45.11,,,,16.36,14.39,18.62,,,,4.25,2.57,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07,42.78,40.38,45.1,,,,16.36,14.37,18.61,,,,4.25,2.57,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,42.77,40.36,45.08,,,,16.35,14.35,18.61,,,,4.26,2.57,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-09,42.76,40.34,45.07,,,,16.35,14.35,18.6,,,,4.27,2.58,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-10,42.75,40.32,45.07,,,,16.34,14.36,18.6,,,,4.27,2.58,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11,42.74,40.3,45.07,,,,16.33,14.37,18.61,,,,4.28,2.59,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-12,42.73,40.28,45.07,,,,16.33,14.38,18.62,,,,4.29,2.59,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-13,42.72,40.27,45.07,,,,16.32,14.38,18.62,,,,4.29,2.59,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14,42.71,40.25,45.07,,,,16.32,14.39,18.64,,,,4.3,2.6,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,42.7,40.23,45.07,,,,16.31,14.4,18.65,,,,4.3,2.6,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-16,42.69,40.21,45.07,,,,16.31,14.41,18.61,,,,4.31,2.59,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,42.68,40.19,45.07,,,,16.3,14.42,18.58,,,,4.31,2.6,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-18,42.67,40.19,45.06,,,,16.3,14.43,18.56,,,,4.32,2.6,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19,42.66,40.19,45.06,,,,16.29,14.44,18.55,,,,4.33,2.61,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,42.65,40.19,45.05,,,,16.29,14.45,18.55,,,,4.33,2.61,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21,42.64,40.2,45.03,,,,16.28,14.46,18.54,,,,4.34,2.61,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-22,42.63,40.2,45.01,,,,16.28,14.46,18.54,,,,4.34,2.62,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-23,42.62,40.19,45.0,,,,16.27,14.46,18.54,,,,4.35,2.62,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-24,42.61,40.2,44.98,,,,16.27,14.47,18.54,,,,4.35,2.62,6.45,,,,,,,,,,,,,,,,,,,,,,46.0,13.0,5.0,,,,,
2021-05-25,42.59,40.2,44.98,,,,16.26,14.47,18.53,,,,4.36,2.63,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26,42.58,40.2,44.97,,,,16.26,14.46,18.53,,,,4.36,2.62,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-27,42.57,40.21,44.95,,,,16.26,14.44,18.54,,,,4.37,2.61,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28,42.56,40.21,44.94,,,,16.25,14.42,18.55,,,,4.38,2.61,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-29,42.55,40.19,44.95,,,,16.25,14.44,18.56,,,,4.38,2.61,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-30,42.54,40.18,44.94,,,,16.24,14.47,18.58,,,,4.39,2.6,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,42.52,40.16,44.93,,,,16.24,14.48,18.56,,,,4.39,2.59,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,42.51,40.15,44.93,,,,16.24,14.49,18.54,,,,4.4,2.58,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,42.5,40.13,44.92,,,,16.23,14.49,18.52,,,,4.4,2.57,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-03,42.49,40.1,44.91,,,,16.23,14.5,18.53,,,,4.41,2.56,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
