date,Con (pre-2024 election),Con (pre-2024 election) (low),Con (pre-2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2024 election),Lab (pre-2024 election) (low),Lab (pre-2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2024 election),LDem (pre-2024 election) (low),LDem (pre-2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (pre-2024 election),Ukip (pre-2024 election) (low),Ukip (pre-2024 election) (high),Ukip (post-2024 election),Ukip (post-2024 election) (low),Ukip (post-2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2019-08-11,53.74,53.16,54.0,,,,8.86,7.0,10.56,,,,10.87,8.77,12.24,,,,1.47,1.0,2.0,,,,,,,,,,,,,,,,54.0,11.0,13.0,2.0,,,,
2019-08-12,53.72,53.12,54.0,,,,8.83,7.0,10.53,,,,10.81,8.72,12.19,,,,1.46,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,53.7,53.08,54.0,,,,8.8,7.0,10.5,,,,10.75,8.66,12.17,,,,1.45,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,53.68,53.06,54.0,,,,8.77,7.0,10.46,,,,10.7,8.61,12.15,,,,1.44,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-15,53.67,53.03,54.0,,,,8.74,7.0,10.44,,,,10.64,8.56,12.12,,,,1.44,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,53.65,52.0,54.0,,,,8.72,7.0,11.0,,,,10.59,6.0,13.0,,,,1.43,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-17,53.63,52.0,54.0,,,,8.69,7.0,11.0,,,,10.54,6.0,12.87,,,,1.42,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18,53.62,52.0,54.0,,,,8.67,7.0,11.0,,,,10.49,6.0,12.85,,,,1.42,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19,53.6,52.01,54.0,,,,8.65,7.0,11.0,,,,10.44,6.0,12.84,,,,1.41,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,53.59,52.01,54.0,,,,8.62,7.0,11.0,,,,10.39,6.01,12.81,,,,1.4,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-08-21,53.57,52.02,54.0,,,,8.61,7.0,11.0,,,,10.34,6.01,12.77,,,,1.4,1.0,1.99,,,,,,,,,,,,,,,,,,,,,,,
2019-08-22,53.56,52.03,54.0,,,,8.59,7.0,11.0,,,,10.29,6.02,12.72,,,,1.39,1.0,1.99,,,,,,,,,,,,,,,,,,,,,,,
2019-08-23,53.55,52.05,54.0,,,,8.57,7.0,11.0,,,,10.24,6.02,12.65,,,,1.39,1.0,1.99,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,53.53,52.06,54.0,,,,8.56,7.0,11.0,,,,10.19,6.03,12.56,,,,1.38,1.0,1.98,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25,53.52,52.08,54.0,,,,8.55,7.0,11.0,,,,10.14,6.04,12.46,,,,1.38,1.0,1.97,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26,53.51,52.11,54.0,,,,8.53,7.0,11.0,,,,10.09,6.05,12.35,,,,1.37,1.0,1.96,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27,53.5,52.13,54.0,,,,8.53,7.0,11.0,,,,10.04,6.06,12.22,,,,1.36,1.0,1.95,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,53.49,52.15,54.0,,,,8.52,7.0,11.0,,,,9.99,6.08,12.08,,,,1.36,1.0,1.94,,,,,,,,,,,,,,,,,,,,,,,
2019-08-29,53.48,52.18,54.0,,,,8.51,7.0,11.0,,,,9.94,6.09,11.97,,,,1.35,1.0,1.93,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,53.47,52.21,54.0,,,,8.51,7.0,11.0,,,,9.89,6.1,11.97,,,,1.35,1.0,1.92,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,53.46,52.23,54.0,,,,8.5,7.0,11.0,,,,9.84,6.12,11.95,,,,1.34,1.0,1.91,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,53.46,52.26,54.0,,,,8.5,7.0,11.0,,,,9.79,6.13,11.82,,,,1.33,1.0,1.89,,,,,,,,,,,,,,,,,,,,,,,
2019-09-02,53.45,52.29,54.0,,,,8.5,7.0,11.0,,,,9.74,6.15,11.75,,,,1.33,1.0,1.88,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,53.44,52.32,54.0,,,,8.5,7.0,11.0,,,,9.69,6.16,11.73,,,,1.32,1.0,1.86,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,53.44,52.35,54.0,,,,8.5,7.0,11.0,,,,9.64,6.17,11.72,,,,1.32,1.0,1.84,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05,53.43,52.38,54.0,,,,8.5,7.0,11.0,,,,9.6,6.19,11.7,,,,1.31,1.0,1.83,,,,,,,,,,,,,,,,,,,,,,,
2019-09-06,53.43,52.4,54.0,,,,8.5,7.0,11.0,,,,9.55,6.2,11.69,,,,1.3,1.0,1.81,,,,,,,,,,,,,,,,,,,,,,,
2019-09-07,53.42,52.43,54.0,,,,8.51,7.0,11.0,,,,9.5,6.22,11.68,,,,1.3,1.0,1.79,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08,53.42,52.46,54.0,,,,8.51,7.0,11.0,,,,9.45,6.23,11.6,,,,1.29,1.0,1.77,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,53.41,52.48,54.0,,,,8.51,7.0,11.0,,,,9.4,6.24,11.5,,,,1.28,1.0,1.75,,,,,,,,,,,,,,,,54.0,7.0,10.0,1.0,,,,
2019-09-10,53.41,52.51,54.0,,,,8.51,7.0,11.0,,,,9.35,6.25,11.41,,,,1.28,1.0,1.74,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,53.41,52.53,54.0,,,,8.52,7.0,11.0,,,,9.31,6.27,11.37,,,,1.27,1.0,1.73,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12,53.41,52.37,54.0,,,,8.52,7.0,11.0,,,,9.26,6.19,11.33,,,,1.26,1.0,1.73,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,53.4,52.4,54.0,,,,8.52,7.0,11.0,,,,9.21,6.11,11.29,,,,1.26,1.0,1.72,,,,,,,,,,,,,,,,,,,,,,,
2019-09-14,53.4,52.42,54.0,,,,8.52,7.0,11.0,,,,9.16,6.12,11.26,,,,1.25,1.0,1.72,,,,,,,,,,,,,,,,,,,,,,,
2019-09-15,53.4,52.43,54.01,,,,8.53,7.0,11.0,,,,9.12,6.12,11.22,,,,1.24,1.0,1.71,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,53.4,52.45,54.02,,,,8.53,7.0,10.99,,,,9.07,6.12,11.18,,,,1.24,1.0,1.7,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,53.4,52.47,54.03,,,,8.53,7.01,10.98,,,,9.02,6.13,11.1,,,,1.23,1.0,1.7,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,53.41,52.5,54.05,,,,8.53,7.01,10.97,,,,8.97,6.13,11.01,,,,1.22,1.0,1.69,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19,53.41,52.52,54.08,,,,8.54,7.01,10.96,,,,8.91,6.14,10.96,,,,1.22,1.0,1.68,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,53.42,52.55,54.11,,,,8.54,7.02,10.94,,,,8.86,6.14,10.92,,,,1.21,1.0,1.67,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21,53.43,52.57,54.15,,,,8.54,7.03,10.92,,,,8.81,6.14,10.86,,,,1.2,1.0,1.66,,,,,,,,,,,,,,,,,,,,,,,
2019-09-22,53.44,52.58,54.2,,,,8.54,7.04,10.9,,,,8.75,6.14,10.74,,,,1.2,1.0,1.66,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,53.45,52.59,54.24,,,,8.54,7.05,10.87,,,,8.69,6.14,10.68,,,,1.19,1.0,1.65,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,53.46,52.62,54.3,,,,8.54,7.06,10.85,,,,8.63,6.14,10.57,,,,1.18,1.0,1.64,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,53.48,52.64,54.36,,,,8.54,7.07,10.82,,,,8.57,6.14,10.51,,,,1.17,1.0,1.62,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,53.5,52.66,54.42,,,,8.55,7.08,10.79,,,,8.51,6.14,10.46,,,,1.17,1.0,1.61,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,53.51,52.66,54.48,,,,8.55,7.1,10.75,,,,8.45,6.14,10.4,,,,1.16,1.0,1.59,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,53.53,52.65,54.55,,,,8.55,7.11,10.73,,,,8.38,6.14,10.34,,,,1.15,1.0,1.57,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29,53.56,52.71,54.61,,,,8.55,7.13,10.7,,,,8.32,6.14,10.28,,,,1.14,1.0,1.55,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,53.58,52.8,54.66,,,,8.55,7.15,10.67,,,,8.25,6.14,10.21,,,,1.14,1.0,1.53,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,53.6,52.79,54.72,,,,8.55,7.17,10.64,,,,8.18,6.14,10.15,,,,1.13,1.0,1.51,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,53.63,52.77,54.8,,,,8.55,7.19,10.6,,,,8.12,6.12,10.07,,,,1.12,1.0,1.49,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03,53.66,52.77,54.9,,,,8.55,7.21,10.57,,,,8.05,6.11,10.0,,,,1.12,1.0,1.47,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,53.68,52.76,54.98,,,,8.55,7.23,10.53,,,,7.98,6.1,9.92,,,,1.11,1.0,1.44,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05,53.71,52.74,55.06,,,,8.55,7.24,10.5,,,,7.91,6.09,9.84,,,,1.1,1.0,1.42,,,,,,,,,,,,,,,,,,,,,,,
2019-10-06,53.74,52.74,55.15,,,,8.55,7.26,10.46,,,,7.84,6.08,9.76,,,,1.09,1.0,1.4,,,,,,,,,,,,,,,,52.0,7.0,6.0,1.0,,,,
2019-10-07,53.77,52.72,55.22,,,,8.55,7.28,10.42,,,,7.78,6.06,9.67,,,,1.09,1.0,1.37,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,53.8,52.72,55.29,,,,8.56,7.3,10.38,,,,7.71,6.06,9.59,,,,1.08,1.0,1.35,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,53.83,52.71,55.36,,,,8.56,7.28,10.35,,,,7.64,6.01,9.48,,,,1.07,1.0,1.34,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10,53.86,52.7,55.42,,,,8.56,7.26,10.31,,,,7.57,5.98,9.39,,,,1.07,1.0,1.32,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11,53.89,52.7,55.49,,,,8.56,7.26,10.28,,,,7.51,5.96,9.27,,,,1.06,1.0,1.3,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12,53.92,52.68,55.55,,,,8.57,7.25,10.25,,,,7.44,5.9,9.15,,,,1.05,1.0,1.28,,,,,,,,,,,,,,,,,,,,,,,
2019-10-13,53.95,52.68,55.6,,,,8.57,7.23,10.23,,,,7.38,5.86,9.09,,,,1.05,1.0,1.25,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14,53.98,52.68,55.65,,,,8.58,7.24,10.23,,,,7.32,5.82,9.04,,,,1.04,1.0,1.23,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15,54.01,52.68,55.69,,,,8.58,7.22,10.23,,,,7.25,5.79,8.94,,,,1.04,1.0,1.21,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,54.04,52.67,55.73,,,,8.59,7.19,10.24,,,,7.2,5.78,8.84,,,,1.03,1.0,1.19,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17,54.07,52.66,55.78,,,,8.59,7.16,10.24,,,,7.14,5.77,8.76,,,,1.03,1.0,1.16,,,,,,,,,,,,,,,,,,,,,,,
2019-10-18,54.1,52.63,55.83,,,,8.6,7.11,10.25,,,,7.08,5.8,8.76,,,,1.02,1.0,1.15,,,,,,,,,,,,,,,,,,,,,,,
2019-10-19,54.13,52.62,55.9,,,,8.61,7.09,10.24,,,,7.03,5.72,8.74,,,,1.02,1.0,1.12,,,,,,,,,,,,,,,,,,,,,,,
2019-10-20,54.16,52.6,55.96,,,,8.62,7.07,10.22,,,,6.98,5.67,8.71,,,,1.01,1.0,1.1,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21,54.2,52.59,56.0,,,,8.64,7.06,10.21,,,,6.93,5.61,8.68,,,,1.01,1.0,1.08,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22,54.23,52.58,56.07,,,,8.65,7.04,10.19,,,,6.88,5.59,8.64,,,,1.01,1.0,1.06,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23,54.26,52.57,56.2,,,,8.66,7.03,10.18,,,,6.83,5.58,8.61,,,,1.01,1.0,1.04,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24,54.3,52.57,56.27,,,,8.68,7.03,10.16,,,,6.79,5.57,8.39,,,,1.0,1.0,1.03,,,,,,,,,,,,,,,,,,,,,,,
2019-10-25,54.34,52.57,56.33,,,,8.7,7.02,10.15,,,,6.74,5.55,8.34,,,,1.0,1.0,1.02,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26,54.38,52.56,56.4,,,,8.71,7.02,10.14,,,,6.7,5.54,8.29,,,,1.0,1.0,1.01,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27,54.42,52.56,56.45,,,,8.73,7.02,10.13,,,,6.65,5.52,8.23,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-10-28,54.46,52.56,56.5,,,,8.75,7.03,10.12,,,,6.61,5.5,8.17,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-10-29,54.51,52.57,56.53,,,,8.77,7.04,10.11,,,,6.57,5.49,8.11,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30,54.56,52.57,56.56,,,,8.79,7.05,10.11,,,,6.53,5.47,8.03,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,54.61,52.59,56.59,,,,8.82,7.06,10.11,,,,6.48,5.45,7.97,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,54.66,52.68,56.64,,,,8.84,7.08,10.11,,,,6.44,5.43,7.89,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-02,54.71,52.72,56.73,,,,8.86,7.09,10.11,,,,6.4,5.41,7.8,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-03,54.77,52.72,56.86,,,,8.88,7.11,10.12,,,,6.35,5.39,7.75,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-04,54.83,52.76,56.93,,,,8.91,7.12,10.15,,,,6.31,5.36,7.69,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,54.0,11.0,7.0,1.0,,,,
2019-11-05,54.89,52.82,56.96,,,,8.93,7.14,10.19,,,,6.26,5.32,7.63,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-06,54.95,52.88,57.03,,,,8.95,7.17,10.23,,,,6.22,5.29,7.49,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-07,55.02,52.93,57.15,,,,8.98,7.19,10.27,,,,6.18,5.29,7.33,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-08,55.08,53.02,57.26,,,,9.0,7.21,10.23,,,,6.13,5.28,7.28,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-09,55.15,53.1,57.39,,,,9.03,7.24,10.19,,,,6.09,5.26,7.2,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-10,55.22,53.13,57.46,,,,9.05,7.27,10.21,,,,6.05,5.24,7.09,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-11,55.29,53.14,57.55,,,,9.07,7.3,10.22,,,,6.0,5.2,6.97,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-12,55.36,53.15,57.62,,,,9.1,7.33,10.24,,,,5.96,5.14,6.88,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13,55.43,53.17,57.7,,,,9.12,7.36,10.28,,,,5.92,5.12,6.85,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-14,55.5,53.23,57.76,,,,9.14,7.39,10.28,,,,5.89,5.06,6.82,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,55.57,53.31,58.01,,,,9.16,7.4,10.28,,,,5.85,4.96,6.79,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,55.64,53.4,58.21,,,,9.18,7.44,10.28,,,,5.81,4.85,6.72,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,55.72,53.51,58.33,,,,9.21,7.48,10.28,,,,5.78,4.82,6.7,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,55.79,53.53,58.38,,,,9.23,7.52,10.29,,,,5.75,4.8,6.67,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-19,55.87,53.55,58.4,,,,9.25,7.56,10.31,,,,5.72,4.75,6.63,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20,55.94,53.57,58.42,,,,9.26,7.62,10.31,,,,5.69,4.63,6.63,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-21,56.02,53.59,58.44,,,,9.28,7.66,10.31,,,,5.66,4.56,6.64,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-22,56.1,53.62,58.46,,,,9.3,7.7,10.31,,,,5.63,4.52,6.55,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23,56.18,53.65,59.05,,,,9.32,7.75,10.31,,,,5.6,4.49,6.55,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-24,56.26,53.7,59.08,,,,9.33,7.79,10.31,,,,5.58,4.47,6.54,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-25,56.35,53.74,59.11,,,,9.35,7.84,10.3,,,,5.55,4.37,6.54,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26,56.43,53.79,59.13,,,,9.37,7.89,10.3,,,,5.52,4.35,6.53,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-27,56.52,53.84,59.15,,,,9.38,7.93,10.31,,,,5.5,4.33,6.49,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-28,56.61,53.93,59.16,,,,9.39,7.98,10.34,,,,5.47,4.33,6.46,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-29,56.7,53.98,59.04,,,,9.41,8.03,10.37,,,,5.45,4.41,6.46,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,56.79,54.2,59.09,,,,9.42,8.11,10.39,,,,5.42,4.41,6.44,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,56.88,54.53,59.13,,,,9.44,8.18,10.37,,,,5.39,4.4,6.42,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,58.0,9.0,5.0,,,,,
2019-12-02,56.97,54.61,59.2,,,,9.45,8.29,10.35,,,,5.37,4.39,6.4,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-03,57.06,54.7,59.22,,,,9.46,8.38,10.33,,,,5.34,4.38,6.37,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-04,57.16,54.78,59.23,,,,9.47,8.47,10.34,,,,5.31,4.35,6.35,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-05,57.25,54.98,59.25,,,,9.49,8.57,10.34,,,,5.28,4.31,6.32,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-06,57.34,55.06,59.32,,,,9.5,8.66,10.34,,,,5.25,4.28,6.28,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-07,57.43,55.16,59.37,,,,9.51,8.73,10.33,,,,5.22,4.25,6.24,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08,57.53,55.3,59.41,,,,9.51,8.76,10.37,,,,5.19,4.21,6.21,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-09,57.62,55.47,59.49,,,,9.52,8.79,10.38,,,,5.16,4.18,6.17,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-10,57.7,55.59,59.62,,,,9.53,8.82,10.39,,,,5.13,4.15,6.12,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-11,57.79,55.68,59.74,,,,9.53,8.84,10.4,,,,5.1,4.13,6.06,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-12,57.88,55.82,59.85,,,,9.54,8.87,10.4,,,,5.07,4.1,6.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-13,57.96,56.02,59.94,,,,9.54,8.89,10.38,,,,5.05,4.08,5.95,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-14,58.04,56.21,60.05,,,,9.54,8.91,10.38,,,,5.02,4.07,5.9,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-15,58.12,56.29,60.15,,,,9.55,8.93,10.38,,,,4.99,4.05,5.85,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-16,58.2,56.36,60.19,,,,9.54,8.95,10.41,,,,4.96,4.04,5.82,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-17,58.28,56.44,60.31,,,,9.54,8.97,10.39,,,,4.93,4.03,5.81,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-18,58.35,56.52,60.36,,,,9.54,8.99,10.38,,,,4.9,4.02,5.78,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-19,58.43,56.57,60.42,,,,9.54,8.99,10.38,,,,4.88,4.02,5.75,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-20,58.5,56.62,60.48,,,,9.53,8.99,10.37,,,,4.85,4.01,5.72,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-21,58.57,56.69,60.52,,,,9.53,9.0,10.35,,,,4.82,4.01,5.69,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22,58.65,56.8,60.54,,,,9.52,9.0,10.34,,,,4.8,4.01,5.66,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23,58.72,56.99,60.56,,,,9.52,9.0,10.32,,,,4.77,4.0,5.64,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-24,58.8,57.17,60.57,,,,9.51,9.0,10.3,,,,4.75,4.0,5.61,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-25,58.87,57.36,60.58,,,,9.51,9.0,10.28,,,,4.72,4.0,5.57,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-26,58.95,57.51,60.54,,,,9.5,9.0,10.27,,,,4.7,4.04,5.54,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27,59.02,57.64,60.56,,,,9.5,9.0,10.25,,,,4.67,4.04,5.47,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,59.1,57.75,60.58,,,,9.49,9.0,10.22,,,,4.65,4.05,5.4,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-29,59.18,57.86,60.59,,,,9.49,9.0,10.2,,,,4.63,4.05,5.32,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-30,59.26,57.99,60.61,,,,9.48,9.0,10.17,,,,4.61,4.06,5.25,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,59.34,58.0,60.62,,,,9.48,9.0,10.15,,,,4.58,4.07,5.18,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,59.42,58.11,60.64,,,,9.48,9.0,10.14,,,,4.56,4.08,5.13,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,59.5,58.21,60.68,,,,9.47,9.0,10.12,,,,4.54,4.09,5.09,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,59.58,58.31,60.78,,,,9.47,9.0,10.1,,,,4.52,4.09,5.06,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04,59.66,58.43,60.86,,,,9.47,9.0,10.09,,,,4.51,4.1,5.01,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,59.73,58.53,60.98,,,,9.47,9.0,10.08,,,,4.49,4.11,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,59.81,58.59,61.06,,,,9.47,9.0,10.06,,,,4.47,4.11,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,60.0,9.0,4.0,1.0,,,,
2020-01-07,59.89,58.62,61.11,,,,9.47,9.0,10.06,,,,4.46,4.11,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,59.96,58.64,61.16,,,,9.47,9.0,10.05,,,,4.44,4.1,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,60.03,58.7,61.2,,,,9.47,9.0,10.04,,,,4.43,4.1,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,60.1,58.78,61.23,,,,9.47,9.0,10.03,,,,4.41,4.0,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
