date,Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (post-2024 election),Ukip (post-2024 election) (low),Ukip (post-2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),PC (poll),Reform (poll)
2026-08-31,21.25,14.26,27.46,27.38,21.02,31.92,6.06,1.5,10.32,,,,13.0,4.66,19.42,,,,20.18,14.34,24.75,,,,,,,
2026-09-01,21.25,14.22,27.49,27.47,21.12,32.01,6.07,1.5,10.35,,,,13.05,4.74,19.46,,,,20.24,14.33,24.82,,,,,,,
2026-09-02,21.24,14.18,27.51,27.56,21.21,32.09,6.07,1.5,10.37,,,,13.09,4.83,19.6,,,,20.3,14.33,24.88,,,,,,,
2026-09-03,21.24,14.14,27.63,27.64,21.3,32.18,6.07,1.5,10.37,,,,13.13,4.91,19.8,,,,20.36,14.32,24.95,,,,,,,
2026-09-04,21.23,14.11,27.75,27.73,21.39,32.26,6.08,1.5,10.37,,,,13.16,4.99,20.01,,,,20.42,14.31,25.03,,,,,,,
2026-09-05,21.22,14.09,27.71,27.81,21.48,32.32,6.08,1.5,10.38,,,,13.19,5.07,20.38,,,,20.48,14.31,25.11,,,,,,,
2026-09-06,21.21,14.05,27.66,27.89,21.58,32.4,6.08,1.5,10.4,,,,13.22,5.14,20.62,,,,20.53,14.3,25.18,,,,,,,
2026-09-07,21.19,13.99,27.65,27.97,21.66,32.48,6.09,1.5,10.4,,,,13.24,5.22,20.79,,,,20.59,14.3,25.24,,,,,,,
2026-09-08,21.17,13.92,27.72,28.04,21.67,32.55,6.09,1.5,10.4,,,,13.25,5.3,20.95,,,,20.64,14.29,25.31,,,,,,,
2026-09-09,21.15,13.86,27.87,28.11,21.72,32.59,6.09,1.5,10.39,,,,13.26,5.37,21.0,,,,20.69,14.28,25.38,,,,,,,
2026-09-10,21.12,13.81,28.0,28.18,21.85,32.68,6.1,1.5,10.39,,,,13.27,5.34,21.06,,,,20.73,14.28,25.51,,,,,,,
2026-09-11,21.09,13.76,28.02,28.24,21.98,32.74,6.1,1.5,10.39,,,,13.26,5.31,21.29,,,,20.77,14.26,25.66,9.0,24.0,6.0,,6.0,,21.0
