date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Positive (poll),Negative (poll)
2024-11-08,15.31,13.27,17.4,30.43,25.56,35.2,21.0,45.0
2024-11-09,15.33,13.3,17.4,30.47,25.73,35.19,12.0,22.0
2024-11-10,15.34,13.33,17.4,30.52,25.93,35.18,,
2024-11-11,15.35,13.36,17.43,30.56,26.07,35.17,19.0,44.0
2024-11-12,15.36,13.39,17.4,30.61,26.2,35.16,,
2024-11-13,15.37,13.43,17.36,30.66,26.31,35.15,14.0,24.0
2024-11-14,15.38,13.46,17.3,30.71,26.43,35.15,,
2024-11-15,15.39,13.5,17.31,30.76,26.58,35.14,,
2024-11-16,15.4,13.53,17.32,30.81,26.78,35.13,,
2024-11-17,15.41,13.55,17.33,30.86,26.97,35.21,,
2024-11-18,15.42,13.58,17.32,30.9,27.16,35.21,9.0,16.0
2024-11-19,15.43,13.62,17.3,30.95,27.23,35.21,,
2024-11-20,15.44,13.67,17.28,31.0,27.29,35.2,,
2024-11-21,15.44,13.71,17.26,31.05,27.44,35.23,,
2024-11-22,15.45,13.73,17.24,31.09,27.56,35.26,,
2024-11-23,15.45,13.77,17.22,31.14,27.62,35.24,,
2024-11-24,15.46,13.77,17.2,31.19,27.68,35.22,,
2024-11-25,15.47,13.78,17.2,31.24,27.78,35.25,,
2024-11-26,15.47,13.81,17.19,31.29,27.89,35.24,,
2024-11-27,15.47,13.84,17.18,31.34,27.93,35.22,,
2024-11-28,15.48,13.87,17.17,31.39,27.98,35.2,,
2024-11-29,15.48,13.9,17.14,31.44,28.02,35.18,,
2024-11-30,15.48,13.93,17.13,31.49,28.07,35.16,,
2024-12-01,15.48,13.96,17.13,31.54,28.12,35.14,,
2024-12-02,15.49,13.98,17.11,31.6,28.18,35.18,,
2024-12-03,15.49,14.01,17.09,31.65,28.24,35.16,,
2024-12-04,15.49,14.04,17.06,31.71,28.3,35.12,15.0,34.0
2024-12-05,15.49,14.07,17.04,31.76,28.31,35.09,,
2024-12-06,15.49,14.1,17.02,31.81,28.41,35.15,,
2024-12-07,15.49,14.12,17.01,31.87,28.5,35.21,,
2024-12-08,15.49,14.13,17.0,31.92,28.6,35.27,,
2024-12-09,15.49,14.14,17.0,31.98,28.69,35.33,,
2024-12-10,15.49,14.15,16.99,32.03,28.78,35.38,14.0,26.0
2024-12-11,15.49,14.16,16.97,32.08,28.86,35.4,,
2024-12-12,15.49,14.16,16.94,32.14,28.94,35.43,,
2024-12-13,15.49,14.18,16.91,32.19,29.02,35.45,,
2024-12-14,15.49,14.19,16.9,32.24,29.11,35.43,,
2024-12-15,15.49,14.19,16.92,32.29,29.19,35.45,,
2024-12-16,15.49,14.2,16.93,32.34,29.28,35.49,11.0,21.0
2024-12-17,15.48,14.21,16.95,32.39,29.37,35.53,,
2024-12-18,15.48,14.21,16.96,32.44,29.45,35.54,,
2024-12-19,15.48,14.2,16.96,32.49,29.54,35.54,,
2024-12-20,15.48,14.2,16.96,32.54,29.62,35.55,15.0,30.0
2024-12-21,15.48,14.2,16.95,32.59,29.7,35.56,,
2024-12-22,15.48,14.19,16.95,32.64,29.77,35.57,,
2024-12-23,15.48,14.19,16.95,32.69,29.81,35.58,26.0,37.0
2024-12-24,15.48,14.18,16.94,32.74,29.76,35.6,,
2024-12-25,15.49,14.17,16.94,32.79,29.73,35.61,,
2024-12-26,15.49,14.19,16.94,32.84,29.68,35.62,,
2024-12-27,15.49,14.19,16.94,32.89,29.67,35.64,,
2024-12-28,15.49,14.19,16.93,32.94,29.8,35.68,,
2024-12-29,15.49,14.19,16.93,32.99,29.93,35.76,,
2024-12-30,15.5,14.19,16.92,33.04,30.01,35.82,,
2024-12-31,15.5,14.2,16.94,33.09,30.08,35.9,,
2025-01-01,15.51,14.2,16.94,33.15,30.18,35.95,,
2025-01-02,15.51,14.21,16.94,33.21,30.31,35.98,,
2025-01-03,15.52,14.22,16.95,33.27,30.42,36.01,19.0,46.0
2025-01-04,15.53,14.23,16.97,33.33,30.56,36.04,,
2025-01-05,15.54,14.23,16.99,33.4,30.7,36.07,,
2025-01-06,15.55,14.22,17.02,33.47,30.84,36.12,,
2025-01-07,15.56,14.23,17.04,33.54,30.96,36.28,,
2025-01-08,15.57,14.26,17.07,33.62,31.04,36.41,,
2025-01-09,15.59,14.28,17.1,33.7,31.17,36.47,,
2025-01-10,15.6,14.32,17.13,33.79,31.21,36.55,13.3,31.3
2025-01-11,15.62,14.37,17.19,33.88,31.27,36.62,,
2025-01-12,15.63,14.39,17.23,33.97,31.32,36.69,,
2025-01-13,15.65,14.41,17.23,34.07,31.38,36.75,12.0,25.0
2025-01-14,15.67,14.43,17.24,34.17,31.45,36.81,,
2025-01-15,15.68,14.44,17.27,34.28,31.53,36.9,,
2025-01-16,15.7,14.46,17.32,34.38,31.61,36.99,,
2025-01-17,15.72,14.49,17.36,34.49,31.71,37.08,22.0,44.0
2025-01-18,15.74,14.49,17.35,34.61,31.99,37.22,,
2025-01-19,15.75,14.51,17.35,34.72,32.03,37.42,,
2025-01-20,15.77,14.51,17.34,34.83,32.08,37.52,,
2025-01-21,15.79,14.52,17.34,34.95,32.23,37.61,,
2025-01-22,15.81,14.52,17.37,35.07,32.31,37.69,,
2025-01-23,15.82,14.51,17.39,35.19,32.4,37.77,15.0,38.0
2025-01-24,15.84,14.53,17.39,35.3,32.48,37.85,,
2025-01-25,15.86,14.52,17.44,35.42,32.63,37.93,,
2025-01-26,15.87,14.52,17.45,35.54,32.78,38.05,,
2025-01-27,15.89,14.52,17.49,35.65,32.93,38.17,,
2025-01-28,15.9,14.53,17.51,35.77,33.08,38.28,16.0,30.0
2025-01-29,15.91,14.53,17.54,35.88,33.23,38.36,,
2025-01-30,15.92,14.57,17.56,35.99,33.39,38.55,,
2025-01-31,15.93,14.61,17.56,36.11,33.53,38.67,,
2025-02-01,15.94,14.64,17.55,36.22,33.66,38.78,,
2025-02-02,15.95,14.68,17.58,36.33,33.79,38.81,,
