day,Thatcher net,Thatcher net (low),Thatcher net (high),Major net,Major net (low),Major net (high),Blair net,Blair net (low),Blair net (high),Brown net,Brown net (low),Brown net (high),Cameron net,Cameron net (low),Cameron net (high),May net,May net (low),May net (high),Johnson net,Johnson net (low),Johnson net (high),Truss net,Truss net (low),Truss net (high),Sunak net,Sunak net (low),Sunak net (high),Starmer net,Starmer net (low),Starmer net (high)
1894,-14.69,-16.33,-13.33,-42.4,-44.22,-39.98,-3.97,-8.0,-0.29,,,,-1.5,-8.15,5.17,,,,,,,,,,,,,,,
1895,-14.72,-16.33,-13.41,-42.43,-44.26,-39.97,-3.99,-7.91,-0.3,,,,-1.62,-8.23,5.0,,,,,,,,,,,,,,,
1896,-14.75,-16.36,-13.43,-42.46,-44.32,-39.99,-4.01,-7.81,-0.3,,,,-1.76,-8.31,4.82,,,,,,,,,,,,,,,
1897,-14.78,-16.37,-13.45,-42.49,-44.38,-40.0,-4.04,-7.78,-0.35,,,,-1.89,-9.47,6.82,,,,,,,,,,,,,,,
1898,-14.81,-16.38,-13.48,-42.52,-44.43,-39.99,-4.07,-7.81,-0.32,,,,-2.03,-9.67,6.88,,,,,,,,,,,,,,,
1899,-14.84,-16.37,-13.5,-42.55,-44.48,-39.98,-4.1,-7.79,-0.28,,,,-2.17,-9.81,6.92,,,,,,,,,,,,,,,
1900,-14.87,-16.38,-13.5,-42.58,-44.51,-39.95,-4.14,-7.76,-0.37,,,,-2.32,-9.9,6.94,,,,,,,,,,,,,,,
1901,-14.9,-16.37,-13.51,-42.61,-44.56,-39.95,-4.18,-7.72,-0.42,,,,-2.47,-9.96,6.9,,,,,,,,,,,,,,,
1902,-14.93,-16.36,-13.52,-42.64,-44.63,-39.96,-4.23,-7.64,-0.37,,,,-2.62,-9.97,6.83,,,,,,,,,,,,,,,
1903,-14.96,-16.41,-13.39,-42.67,-44.68,-39.98,-4.27,-7.63,-0.34,,,,-2.78,-9.96,6.72,,,,,,,,,,,,,,,
1904,-14.99,-16.4,-13.4,-42.71,-44.74,-39.99,-4.31,-7.56,-0.44,,,,-2.94,-9.95,6.57,,,,,,,,,,,,,,,
1905,-15.02,-16.39,-13.41,-42.74,-44.79,-40.0,-4.35,-7.47,-0.51,,,,-3.1,-9.0,4.02,,,,,,,,,,,,,,,
1906,-15.04,-16.39,-13.42,-42.77,-44.85,-39.99,-4.39,-7.36,-0.5,,,,-3.27,-9.02,3.81,,,,,,,,,,,,,,,
1907,-15.06,-16.41,-13.42,-42.81,-44.91,-39.98,-4.43,-7.32,-0.36,,,,-3.44,-9.05,3.58,,,,,,,,,,,,,,,
1908,-15.08,-16.42,-13.42,-42.84,-44.95,-39.97,-4.46,-7.21,-0.23,,,,-3.61,-9.08,3.33,,,,,,,,,,,,,,,
1909,-15.09,-16.43,-13.42,-42.88,-45.0,-39.94,-4.49,-7.17,-0.15,,,,-3.79,-9.1,3.09,,,,,,,,,,,,,,,
1910,-15.09,-16.42,-13.4,-42.92,-45.05,-39.94,-4.51,-7.12,-0.17,,,,-3.97,-9.12,2.82,,,,,,,,,,,,,,,
1911,-15.09,-16.41,-13.38,-42.95,-45.1,-39.99,-4.53,-7.13,-0.23,,,,-4.15,-9.15,2.53,,,,,,,,,,,,,,,
1912,-15.08,-16.37,-13.32,-42.99,-45.15,-40.05,-4.54,-7.14,-0.15,,,,-4.33,-9.17,2.24,,,,,,,,,,,,,,,
1913,-15.06,-16.33,-13.26,-43.03,-45.19,-40.14,-4.55,-7.09,-0.04,,,,-4.51,-9.18,1.92,,,,,,,,,,,,,,,
1914,-15.04,-16.33,-13.19,-43.06,-45.22,-40.24,-4.56,-7.06,0.07,,,,-4.69,-9.2,1.69,,,,,,,,,,,,,,,
1915,-15.0,-16.33,-13.09,-43.1,-45.24,-40.31,-4.55,-7.05,0.19,,,,-4.87,-9.22,1.54,,,,,,,,,,,,,,,
1916,-14.96,-16.29,-12.98,-43.14,-45.25,-40.29,-4.54,-6.91,-0.07,,,,-5.05,-9.24,1.34,,,,,,,,,,,,,,,
1917,-14.92,-16.26,-12.84,-43.18,-45.27,-40.31,-4.52,-6.96,-0.01,,,,-5.24,-9.26,0.72,,,,,,,,,,,,,,,
1918,-14.86,-16.17,-12.69,-43.22,-45.29,-40.33,-4.49,-6.98,0.22,,,,-5.42,-9.27,0.21,,,,,,,,,,,,,,,
1919,-14.8,-16.04,-12.49,-43.25,-45.32,-40.35,-4.46,-7.14,0.94,,,,-5.6,-9.28,-0.16,,,,,,,,,,,,,,,
1920,-14.73,-16.03,-12.16,-43.29,-45.29,-40.42,-4.42,-7.19,1.45,,,,-5.77,-9.3,-0.52,,,,,,,,,,,,,,,
1921,-14.65,-16.04,-11.83,-43.33,-45.33,-40.46,-4.38,-7.22,1.92,,,,-5.95,-9.31,-0.8,,,,,,,,,,,,,,,
1922,-14.57,-16.06,-11.49,-43.37,-45.4,-40.27,-4.33,-7.24,2.39,,,,-6.12,-9.33,-0.98,,,,,,,,,,,,,,,
1923,-14.48,-16.06,-11.34,-43.41,-45.44,-40.33,-4.27,-7.26,2.77,,,,-6.3,-9.34,-1.18,,,,,,,,,,,,,,,
1924,-14.39,-16.08,-10.75,-43.45,-45.48,-40.38,-4.21,-7.3,3.14,,,,-6.47,-9.35,-1.38,,,,,,,,,,,,,,,
1925,-14.29,-16.09,-10.35,-43.5,-45.53,-40.44,-4.14,-7.33,3.41,,,,-6.63,-9.36,-1.6,,,,,,,,,,,,,,,
1926,-14.18,-16.1,-9.95,-43.54,-45.56,-40.52,-4.08,-7.36,3.65,,,,-6.79,-9.72,-1.81,,,,,,,,,,,,,,,
1927,-14.07,-16.11,-9.54,-43.58,-45.58,-40.57,-4.0,-7.38,3.87,,,,-6.95,-9.71,-2.04,,,,,,,,,,,,,,,
1928,-13.95,-16.13,-9.12,-43.63,-45.61,-40.6,-3.93,-7.39,4.08,,,,-7.11,-9.7,-2.27,,,,,,,,,,,,,,,
1929,-13.83,-16.14,-8.71,-43.67,-45.65,-40.6,-3.85,-7.44,4.25,,,,-7.26,-9.7,-2.51,,,,,,,,,,,,,,,
1930,-13.69,-16.16,-8.29,-43.72,-45.69,-40.65,-3.77,-7.52,4.4,,,,-7.41,-9.69,-2.76,,,,,,,,,,,,,,,
1931,-13.55,-16.15,-7.89,-43.77,-45.73,-40.69,-3.69,-7.59,4.52,,,,-7.55,-9.69,-3.02,,,,,,,,,,,,,,,
1932,-13.41,-16.14,-7.51,-43.82,-45.77,-40.74,-3.61,-7.59,4.62,,,,-7.69,-9.69,-3.28,,,,,,,,,,,,,,,
1933,-13.25,-16.13,-7.14,-43.87,-45.81,-40.79,-3.53,-7.64,4.7,,,,-7.83,-9.69,-3.55,,,,,,,,,,,,,,,
1934,-13.1,-16.14,-6.78,-43.92,-45.84,-40.84,-3.45,-7.69,4.77,,,,-7.97,-9.7,-3.95,,,,,,,,,,,,,,,
1935,-12.93,-16.15,-6.43,-43.97,-45.86,-40.9,-3.37,-7.77,4.81,,,,-8.1,-9.71,-4.55,,,,,,,,,,,,,,,
1936,-12.76,-16.15,-5.55,-44.03,-45.89,-40.96,-3.28,-7.83,4.94,,,,-8.23,-9.74,-5.12,,,,,,,,,,,,,,,
1937,-12.59,-16.09,-4.66,-44.08,-45.92,-41.03,-3.2,-7.89,5.13,,,,-8.36,-9.79,-5.67,,,,,,,,,,,,,,,
1938,-12.41,-16.05,-3.86,-44.13,-45.95,-41.1,-3.12,-7.93,5.32,,,,-8.48,-9.86,-6.03,,,,,,,,,,,,,,,
1939,-12.22,-16.02,-3.18,-44.19,-46.0,-41.17,-3.04,-7.97,5.49,,,,-8.59,-9.93,-6.5,,,,,,,,,,,,,,,
1940,-12.04,-15.99,-2.78,-44.25,-46.02,-41.23,-2.97,-8.04,5.63,,,,-8.7,-10.0,-6.64,,,,,,,,,,,,,,,
1941,-11.85,-15.97,-2.43,-44.3,-46.05,-41.29,-2.89,-8.12,5.81,,,,-8.81,-10.17,-6.91,,,,,,,,,,,,,,,
1942,-11.66,-15.95,-2.09,-44.36,-46.07,-41.44,-2.82,-8.17,5.91,,,,-8.91,-10.21,-7.0,,,,,,,,,,,,,,,
1943,-11.46,-15.93,-1.77,-44.42,-46.09,-41.63,-2.75,-8.26,6.1,,,,-9.0,-10.28,-7.34,,,,,,,,,,,,,,,
1944,-11.27,-15.9,-1.46,-44.47,-46.12,-41.8,-2.68,-8.35,6.27,,,,-9.09,-10.34,-7.42,,,,,,,,,,,,,,,
1945,-11.08,-15.89,-1.16,-44.53,-46.15,-41.91,-2.62,-8.4,6.37,,,,-9.18,-10.43,-7.52,,,,,,,,,,,,,,,
1946,-10.88,-15.92,-0.88,-44.59,-46.17,-42.0,-2.56,-8.46,6.26,,,,-9.26,-10.6,-7.57,,,,,,,,,,,,,,,
1947,-10.69,-15.94,-0.75,-44.65,-46.19,-42.09,-2.5,-8.46,5.7,,,,-9.34,-10.72,-7.61,,,,,,,,,,,,,,,
1948,-10.49,-15.96,-0.64,-44.7,-46.21,-42.19,-2.44,-8.51,5.65,,,,-9.41,-10.78,-7.65,,,,,,,,,,,,,,,
1949,-10.3,-15.98,-0.54,-44.76,-46.22,-42.38,-2.39,-8.59,6.68,,,,-9.48,-10.85,-7.68,,,,,,,,,,,,,,,
1950,-10.1,-15.96,-0.46,-44.82,-46.23,-42.61,-2.34,-8.62,6.9,,,,-9.54,-11.01,-7.71,,,,,,,,,,,,,,,
1951,-9.91,-15.7,-2.5,-44.88,-46.09,-42.93,-2.3,-8.67,7.11,,,,-9.61,-11.11,-7.75,,,,,,,,,,,,,,,
1952,-9.72,-15.71,-2.25,-44.93,-46.25,-42.85,-2.26,-8.73,7.07,,,,-9.67,-11.19,-7.78,,,,,,,,,,,,,,,
1953,-9.53,-15.71,-0.65,-44.99,-46.26,-42.98,-2.23,-8.79,6.57,,,,-9.74,-11.45,-8.09,,,,,,,,,,,,,,,
1954,-9.34,-15.69,-0.37,-45.05,-46.27,-43.1,-2.21,-8.85,6.49,,,,-9.8,-11.56,-8.13,,,,,,,,,,,,,,,
1955,-9.15,-15.7,-0.11,-45.1,-46.28,-43.24,-2.19,-8.9,6.6,,,,-9.86,-11.69,-8.16,,,,,,,,,,,,,,,
1956,-8.97,-15.71,-0.02,-45.16,-46.29,-43.36,-2.18,-8.94,6.74,,,,-9.93,-11.83,-8.2,,,,,,,,,,,,,,,
1957,-8.78,-15.72,-0.04,-45.21,-46.3,-43.4,-2.17,-8.97,6.87,,,,-10.0,-11.96,-8.24,,,,,,,,,,,,,,,
1958,-8.6,-15.75,-0.08,-45.27,-46.31,-43.44,-2.17,-9.02,6.98,,,,-10.06,-12.08,-8.29,,,,,,,,,,,,,,,
1959,-8.42,-15.76,-0.13,-45.32,-46.32,-43.53,-2.18,-9.07,7.07,,,,-10.13,-12.19,-8.34,,,,,,,,,,,,,,,
1960,-8.24,-15.76,-0.18,-45.37,-46.33,-43.66,-2.2,-9.14,7.13,,,,-10.2,-12.28,-8.4,,,,,,,,,,,,,,,
1961,-8.06,-15.76,-0.25,-45.42,-46.34,-43.69,-2.22,-9.21,7.14,,,,-10.26,-12.37,-8.47,,,,,,,,,,,,,,,
1962,-7.89,-15.74,-0.16,-45.47,-46.34,-43.75,-2.25,-9.27,7.15,,,,-10.33,-12.46,-8.64,,,,,,,,,,,,,,,
1963,-7.71,-15.73,0.08,-45.52,-46.35,-43.88,-2.28,-9.33,7.16,,,,-10.4,-12.54,-8.71,,,,,,,,,,,,,,,
1964,-7.54,-15.72,0.37,-45.57,-46.35,-43.99,-2.32,-9.39,7.19,,,,-10.47,-12.6,-8.83,,,,,,,,,,,,,,,
1965,-7.38,-15.71,0.73,-45.61,-46.36,-44.08,-2.36,-9.47,7.24,,,,-10.54,-12.65,-8.88,,,,,,,,,,,,,,,
1966,-7.21,-15.71,1.07,-45.66,-46.38,-44.15,-2.41,-9.54,7.26,,,,-10.6,-12.7,-8.96,,,,,,,,,,,,,,,
1967,-7.05,-15.69,1.38,-45.7,-46.39,-44.21,-2.47,-9.59,7.24,,,,-10.67,-12.78,-9.04,,,,,,,,,,,,,,,
1968,-6.9,-15.66,1.51,-45.74,-46.39,-44.39,-2.53,-9.71,7.2,,,,-10.73,-12.96,-9.12,,,,,,,,,,,,,,,
1969,-6.74,-15.62,1.5,-45.77,-46.41,-44.63,-2.59,-9.81,7.15,,,,-10.8,-13.02,-9.16,,,,,,,,,,,,,,,
1970,-6.59,-15.52,1.48,-45.81,-46.42,-44.69,-2.65,-9.88,7.05,,,,-10.86,-13.07,-9.21,,,,,,,,,,,,,,,
1971,-6.44,-15.4,1.66,-45.84,-46.45,-44.74,-2.72,-9.95,6.93,,,,-10.92,-13.12,-9.24,,,,,,,,,,,,,,,
1972,-6.3,-15.27,1.92,-45.87,-46.49,-44.85,-2.79,-10.01,6.61,,,,-10.98,-13.25,-9.26,,,,,,,,,,,,,,,
1973,-6.16,-15.13,2.02,-45.9,-46.5,-44.98,-2.86,-10.07,6.17,,,,-11.03,-13.35,-9.27,,,,,,,,,,,,,,,
1974,-6.02,-14.98,1.99,-45.93,-46.54,-45.0,-2.94,-10.14,5.97,,,,-11.09,-13.39,-9.29,,,,,,,,,,,,,,,
1975,-5.89,-14.83,1.98,-45.95,-46.54,-45.02,-3.01,-10.27,5.89,,,,-11.14,-13.45,-9.3,,,,,,,,,,,,,,,
1976,-5.76,-14.67,2.03,-45.98,-46.55,-45.05,-3.09,-10.45,5.85,,,,-11.19,-13.57,-9.3,,,,,,,,,,,,,,,
1977,-5.63,-14.45,2.06,-46.0,-46.56,-45.08,-3.16,-10.51,5.24,,,,-11.24,-13.7,-9.31,,,,,,,,,,,,,,,
1978,-5.51,-14.22,2.09,-46.02,-46.57,-45.15,-3.23,-10.63,5.08,,,,-11.29,-13.8,-9.32,,,,,,,,,,,,,,,
1979,-5.39,-13.99,2.09,-46.03,-46.57,-45.21,-3.31,-10.76,4.92,,,,-11.33,-13.87,-9.32,,,,,,,,,,,,,,,
1980,-5.28,-13.76,1.96,-46.05,-46.57,-45.27,-3.38,-11.09,6.15,,,,-11.37,-13.92,-9.32,,,,,,,,,,,,,,,
1981,-5.16,-13.62,1.82,-46.07,-46.57,-45.3,-3.45,-11.19,6.05,,,,-11.41,-13.96,-9.32,,,,,,,,,,,,,,,
1982,-5.05,-13.47,1.69,-46.08,-46.56,-45.35,-3.52,-11.3,5.94,,,,-11.45,-13.98,-9.32,,,,,,,,,,,,,,,
1983,-4.94,-13.33,1.64,-46.1,-46.57,-45.27,-3.59,-11.4,5.82,,,,-11.48,-13.99,-9.32,,,,,,,,,,,,,,,
1984,-4.83,-13.2,1.84,-46.11,-46.57,-45.31,-3.66,-11.51,5.71,,,,-11.52,-14.0,-9.32,,,,,,,,,,,,,,,
1985,-4.73,-13.04,1.72,-46.13,-46.59,-45.35,-3.74,-11.62,5.43,,,,-11.55,-14.0,-9.32,,,,,,,,,,,,,,,
1986,-4.62,-12.38,1.27,-46.14,-46.59,-45.4,-3.81,-11.74,5.01,,,,-11.58,-14.0,-9.32,,,,,,,,,,,,,,,
1987,-4.51,-12.84,2.11,-46.16,-46.6,-45.44,-3.89,-11.85,4.67,,,,-11.61,-13.93,-9.37,,,,,,,,,,,,,,,
1988,-4.41,-12.7,2.07,-46.17,-46.6,-45.48,-3.97,-11.98,4.57,,,,-11.64,-13.93,-9.36,,,,,,,,,,,,,,,
1989,-4.3,-12.57,2.02,-46.18,-46.6,-45.53,-4.05,-12.09,4.5,,,,-11.67,-13.93,-9.36,,,,,,,,,,,,,,,
1990,-4.2,-12.43,2.11,-46.19,-46.61,-45.58,-4.13,-12.21,4.31,,,,-11.7,-13.94,-9.36,,,,,,,,,,,,,,,
1991,-4.1,-12.31,2.4,-46.2,-46.63,-45.63,-4.22,-12.33,4.15,,,,-11.73,-13.94,-9.36,,,,,,,,,,,,,,,
1992,-4.0,-12.18,2.67,-46.22,-46.63,-45.68,-4.3,-12.47,3.91,,,,-11.76,-13.95,-9.35,,,,,,,,,,,,,,,
1993,-3.91,-12.05,2.8,-46.23,-46.64,-45.72,-4.39,-12.6,3.63,,,,-11.79,-13.95,-9.35,,,,,,,,,,,,,,,
1994,-3.82,-11.93,2.76,-46.24,-46.64,-45.76,-4.48,-12.74,3.36,,,,-11.81,-13.96,-9.35,,,,,,,,,,,,,,,
1995,-3.73,-11.82,2.69,-46.24,-46.64,-45.8,-4.58,-12.83,3.51,,,,-11.84,-14.44,-9.29,,,,,,,,,,,,,,,
1996,-3.65,-11.72,2.6,-46.25,-46.64,-45.83,-4.67,-12.97,3.51,,,,-11.86,-14.43,-9.29,,,,,,,,,,,,,,,
1997,-3.57,-11.62,2.5,-46.26,-46.66,-45.86,-4.77,-13.11,3.49,,,,-11.89,-14.43,-9.29,,,,,,,,,,,,,,,
1998,-3.5,-11.52,2.38,-46.27,-46.7,-45.89,-4.87,-13.24,3.44,,,,-11.91,-14.42,-9.28,,,,,,,,,,,,,,,
1999,-3.43,-11.42,2.26,-46.27,-46.69,-45.91,-4.97,-13.45,3.39,,,,-11.94,-14.41,-9.28,,,,,,,,,,,,,,,
2000,-3.37,-11.34,2.14,-46.28,-46.7,-45.93,-5.08,-13.67,3.33,,,,-11.96,-14.4,-9.28,,,,,,,,,,,,,,,
2001,-3.32,-11.24,2.16,-46.28,-46.7,-45.94,-5.19,-13.92,3.25,,,,-11.98,-14.39,-9.27,,,,,,,,,,,,,,,
2002,-3.27,-11.13,2.33,-46.28,-46.7,-45.96,-5.3,-14.01,3.08,,,,-12.0,-14.38,-9.27,,,,,,,,,,,,,,,
2003,-3.23,-11.04,2.29,-46.29,-46.7,-45.97,-5.42,-14.07,3.03,,,,-12.02,-14.36,-9.26,,,,,,,,,,,,,,,
2004,-3.19,-10.96,2.17,-46.29,-46.7,-45.98,-5.53,-14.15,2.66,,,,-12.04,-14.35,-9.26,,,,,,,,,,,,,,,
2005,-3.17,-10.89,2.16,-46.29,-46.7,-45.99,-5.65,-14.29,2.58,,,,-12.06,-14.33,-9.26,,,,,,,,,,,,,,,
2006,-3.14,-10.83,2.2,-46.29,-46.69,-45.99,-5.78,-14.46,2.51,,,,-12.08,-14.31,-9.25,,,,,,,,,,,,,,,
2007,-3.13,-10.78,2.25,-46.29,-46.68,-46.0,-5.9,-14.64,2.55,,,,-12.1,-14.29,-9.25,,,,,,,,,,,,,,,
2008,-3.12,-10.75,2.25,-46.29,-46.67,-46.0,-6.03,-14.8,2.47,,,,-12.11,-14.21,-9.24,,,,,,,,,,,,,,,
2009,-3.11,-10.72,2.28,-46.29,-46.66,-46.0,-6.16,-14.95,2.43,,,,-12.13,-14.19,-9.24,,,,,,,,,,,,,,,
2010,-3.12,-10.69,2.37,-46.29,-46.66,-46.0,-6.3,-15.1,2.42,,,,-12.15,-14.17,-9.23,,,,,,,,,,,,,,,
2011,-3.12,-10.68,2.22,-46.29,-46.66,-46.0,-6.43,-15.23,2.31,,,,-12.16,-14.11,-9.22,,,,,,,,,,,,,,,
2012,-3.13,-10.7,2.01,-46.29,-46.66,-46.0,-6.57,-15.36,2.26,,,,-12.17,-14.0,-9.22,,,,,,,,,,,,,,,
2013,-3.15,-10.71,1.85,-46.29,-46.66,-46.0,-6.7,-15.47,2.21,,,,-12.19,-14.0,-9.21,,,,,,,,,,,,,,,
2014,-3.16,-10.28,1.78,-46.29,-46.67,-46.0,-6.85,-15.57,2.13,,,,-12.2,-14.02,-9.21,,,,,,,,,,,,,,,
2015,-3.18,-10.71,1.59,-46.29,-46.68,-46.0,-6.99,-15.7,2.0,,,,-12.21,-14.05,-9.2,,,,,,,,,,,,,,,
2016,-3.21,-10.78,1.6,-46.29,-46.68,-46.0,-7.14,-15.9,1.87,,,,-12.22,-14.05,-9.19,,,,,,,,,,,,,,,
2017,-3.23,-10.81,1.69,-46.29,-46.68,-45.99,-7.3,-16.03,1.82,,,,-12.23,-14.03,-9.15,,,,,,,,,,,,,,,
2018,-3.27,-10.84,1.71,-46.29,-46.67,-45.98,-7.45,-16.14,1.74,,,,-12.24,-14.0,-9.14,,,,,,,,,,,,,,,
2019,-3.3,-10.89,1.71,-46.29,-46.67,-45.96,-7.62,-16.26,1.55,,,,-12.25,-13.97,-9.13,,,,,,,,,,,,,,,
2020,-3.35,-10.93,1.71,-46.28,-46.65,-45.94,-7.78,-16.36,1.34,,,,-12.27,-13.94,-9.12,,,,,,,,,,,,,,,
2021,-3.4,-10.97,1.71,-46.28,-46.64,-45.91,-7.95,-16.46,1.1,,,,-12.28,-13.92,-9.12,,,,,,,,,,,,,,,
2022,-3.46,-11.02,1.69,-46.27,-46.64,-45.86,-8.13,-16.56,0.98,,,,-12.29,-13.89,-9.15,,,,,,,,,,,,,,,
2023,-3.53,-10.96,1.66,-46.26,-46.63,-45.81,-8.31,-16.7,0.9,,,,-12.3,-13.89,-9.15,,,,,,,,,,,,,,,
2024,-3.61,-10.98,1.62,-46.25,-46.62,-45.75,-8.49,-16.92,0.81,,,,-12.31,-13.93,-9.15,,,,,,,,,,,,,,,
2025,-3.69,-11.06,1.63,-46.23,-46.59,-45.69,-8.68,-17.04,0.69,,,,-12.32,-13.96,-9.14,,,,,,,,,,,,,,,
2026,-3.78,-11.15,1.56,-46.22,-46.58,-45.63,-8.87,-17.14,0.38,,,,-12.33,-13.96,-9.15,,,,,,,,,,,,,,,
2027,-3.89,-11.22,1.47,-46.2,-46.56,-45.56,-9.07,-17.27,-0.02,,,,-12.35,-13.95,-9.15,,,,,,,,,,,,,,,
2028,-4.0,-11.28,1.38,-46.18,-46.57,-45.48,-9.27,-17.39,-0.44,,,,-12.36,-13.93,-9.15,,,,,,,,,,,,,,,
2029,-4.12,-11.3,1.28,-46.16,-46.57,-45.4,-9.47,-17.61,-0.85,,,,-12.38,-13.93,-9.16,,,,,,,,,,,,,,,
2030,-4.25,-11.32,1.25,-46.13,-46.57,-45.31,-9.67,-17.84,-1.11,,,,-12.39,-13.93,-9.2,,,,,,,,,,,,,,,
2031,-4.39,-11.35,1.05,-46.11,-46.56,-45.22,-9.87,-18.04,-1.39,,,,-12.41,-13.99,-9.21,,,,,,,,,,,,,,,
2032,-4.53,-11.39,0.88,-46.08,-46.56,-45.12,-10.08,-18.23,-1.67,,,,-12.42,-14.08,-9.21,,,,,,,,,,,,,,,
2033,-4.68,-11.43,0.66,-46.05,-46.55,-45.0,-10.29,-18.36,-1.97,,,,-12.44,-14.13,-9.22,,,,,,,,,,,,,,,
2034,-4.84,-11.47,0.31,-46.02,-46.55,-44.88,-10.5,-18.45,-2.3,,,,-12.45,-14.2,-9.2,,,,,,,,,,,,,,,
2035,-5.01,-11.55,-0.01,-45.99,-46.54,-44.75,-10.71,-18.54,-2.58,,,,-12.47,-14.27,-9.17,,,,,,,,,,,,,,,
2036,-5.18,-11.64,-0.09,-45.95,-46.54,-44.62,-10.92,-18.61,-2.79,,,,-12.49,-14.27,-9.18,,,,,,,,,,,,,,,
2037,-5.36,-11.73,-0.14,-45.92,-46.53,-44.49,-11.14,-18.69,-3.25,,,,-12.51,-14.28,-9.15,,,,,,,,,,,,,,,
2038,-5.54,-11.79,-0.22,-45.88,-46.51,-44.37,-11.35,-18.77,-3.64,,,,-12.52,-14.29,-9.12,,,,,,,,,,,,,,,
2039,-5.72,-11.86,-0.57,-45.84,-46.5,-44.24,-11.57,-18.55,-3.22,,,,-12.54,-14.3,-9.1,,,,,,,,,,,,,,,
2040,-5.91,-11.93,-0.69,-45.81,-46.49,-44.14,-11.79,-18.66,-3.41,,,,-12.56,-14.31,-9.08,,,,,,,,,,,,,,,
2041,-6.11,-11.99,-0.8,-45.77,-46.49,-44.05,-12.0,-18.78,-4.04,,,,-12.57,-14.33,-9.06,,,,,,,,,,,,,,,
2042,-6.3,-11.76,-0.88,-45.73,-46.4,-43.98,-12.22,-18.89,-4.81,,,,-12.59,-14.35,-9.05,,,,,,,,,,,,,,,
2043,-6.5,-11.84,-1.07,-45.68,-46.4,-43.88,-12.44,-18.97,-5.05,,,,-12.61,-14.35,-9.03,,,,,,,,,,,,,,,
2044,-6.69,-11.92,-1.23,-45.64,-46.41,-43.7,-12.65,-19.07,-5.23,,,,-12.63,-14.35,-9.02,,,,,,,,,,,,,,,
2045,-6.89,-11.99,-1.46,-45.6,-46.41,-43.6,-12.86,-19.19,-5.43,,,,-12.64,-14.35,-9.01,,,,,,,,,,,,,,,
2046,-7.09,-12.06,-1.68,-45.56,-46.42,-43.5,-13.07,-19.29,-5.75,,,,-12.66,-14.36,-9.01,,,,,,,,,,,,,,,
2047,-7.3,-12.14,-1.91,-45.51,-46.42,-43.4,-13.28,-19.39,-6.26,,,,-12.67,-14.36,-9.0,,,,,,,,,,,,,,,
2048,-7.5,-12.22,-2.03,-45.47,-46.42,-43.31,-13.48,-19.57,-6.78,,,,-12.69,-14.37,-9.0,,,,,,,,,,,,,,,
2049,-7.7,-12.43,-2.08,-45.42,-46.41,-43.21,-13.68,-19.73,-7.19,,,,-12.7,-14.38,-9.0,,,,,,,,,,,,,,,
2050,-7.91,-12.65,-2.2,-45.38,-46.41,-43.06,-13.88,-19.89,-7.33,,,,-12.72,-14.4,-9.0,,,,,,,,,,,,,,,
2051,-8.11,-12.88,-2.4,-45.33,-46.4,-42.96,-14.07,-20.03,-7.43,,,,-12.73,-14.39,-10.46,,,,,,,,,,,,,,,
2052,-8.32,-13.12,-2.6,-45.28,-46.4,-42.89,-14.25,-20.17,-7.55,,,,-12.75,-14.45,-9.0,,,,,,,,,,,,,,,
2053,-8.53,-13.35,-2.82,-45.24,-46.39,-42.84,-14.43,-20.3,-7.59,,,,-12.76,-14.46,-9.0,,,,,,,,,,,,,,,
2054,-8.73,-13.57,-3.05,-45.19,-46.38,-42.78,-14.6,-20.39,-7.52,,,,-12.78,-14.48,-9.02,,,,,,,,,,,,,,,
2055,-8.94,-13.64,-3.29,-45.14,-46.36,-42.72,-14.77,-20.59,-7.45,,,,-12.79,-14.5,-9.06,,,,,,,,,,,,,,,
2056,-9.15,-13.67,-3.54,-45.1,-46.35,-42.65,-14.92,-20.79,-7.39,,,,-12.81,-14.54,-9.14,,,,,,,,,,,,,,,
2057,-9.35,-13.71,-3.7,-45.05,-46.34,-42.56,-15.07,-20.96,-7.49,,,,-12.83,-14.57,-9.28,,,,,,,,,,,,,,,
2058,-9.56,-14.07,-3.76,-45.0,-46.33,-42.48,-15.22,-21.08,-7.65,,,,-12.85,-14.6,-9.48,,,,,,,,,,,,,,,
2059,-9.76,-14.18,-3.9,-44.96,-46.32,-42.4,-15.35,-21.08,-7.93,,,,-12.87,-14.66,-9.7,,,,,,,,,,,,,,,
2060,-9.97,-14.36,-4.01,-44.91,-46.31,-42.32,-15.47,-21.09,-7.98,,,,-12.89,-14.7,-9.9,,,,,,,,,,,,,,,
2061,-10.17,-14.72,-4.12,-44.86,-46.29,-42.22,-15.59,-21.14,-8.1,,,,-12.92,-14.75,-10.16,,,,,,,,,,,,,,,
2062,-10.38,-15.07,-4.23,-44.82,-46.28,-42.13,-15.7,-21.39,-8.22,,,,-12.95,-14.87,-10.24,,,,,,,,,,,,,,,
2063,-10.59,-15.41,-4.37,-44.77,-46.27,-42.05,-15.79,-21.65,-8.31,,,,-12.98,-14.97,-10.36,,,,,,,,,,,,,,,
2064,-10.79,-15.73,-4.51,-44.73,-46.25,-41.98,-15.88,-21.86,-8.34,,,,-13.01,-15.12,-10.42,,,,,,,,,,,,,,,
2065,-11.0,-16.1,-4.68,-44.68,-46.24,-41.9,-15.96,-22.05,-8.36,,,,-13.05,-15.29,-10.54,,,,,,,,,,,,,,,
