date,pollster,Thatcher approve,Thatcher disapprove,Thatcher net,Major approve,Major disapprove,Major net,Blair approve,Blair disapprove,Blair net,Brown approve,Brown disapprove,Brown net,Cameron approve,Cameron disapprove,Cameron net,May approve,May disapprove,May net,Johnson approve,Johnson disapprove,Johnson net,Truss approve,Truss disapprove,Truss net,Sunak approve,Sunak disapprove,Sunak net,Starmer approve,Starmer disapprove,Starmer net
2010-10-17,Ipsos,,,,,,,,,,,,,52.0,37.0,15.0,,,,,,,,,,,,,,,
2010-10-22,YouGov,,,,,,,,,,,,,49.0,41.0,8.0,,,,,,,,,,,,,,,
2010-10-29,YouGov,,,,,,,,,,,,,54.0,39.0,15.0,,,,,,,,,,,,,,,
2010-11-05,YouGov,,,,,,,,,,,,,49.0,43.0,6.0,,,,,,,,,,,,,,,
2010-11-12,YouGov,,,,,,,,,,,,,50.0,42.0,8.0,,,,,,,,,,,,,,,
2010-11-14,Ipsos,,,,,,,,,,,,,46.0,45.0,1.0,,,,,,,,,,,,,,,
2010-11-19,YouGov,,,,,,,,,,,,,51.0,39.0,12.0,,,,,,,,,,,,,,,
2010-11-26,YouGov,,,,,,,,,,,,,47.0,45.0,2.0,,,,,,,,,,,,,,,
2010-12-03,YouGov,,,,,,,,,,,,,49.0,44.0,5.0,,,,,,,,,,,,,,,
2010-12-10,YouGov,,,,,,,,,,,,,47.0,46.0,1.0,,,,,,,,,,,,,,,
2010-12-12,Ipsos,,,,,,,,,,,,,48.0,44.0,4.0,,,,,,,,,,,,,,,
2010-12-17,YouGov,,,,,,,,,,,,,45.0,47.0,-2.0,,,,,,,,,,,,,,,
2011-01-07,YouGov,,,,,,,,,,,,,46.0,46.0,0.0,,,,,,,,,,,,,,,
2011-01-14,YouGov,,,,,,,,,,,,,43.0,48.0,-5.0,,,,,,,,,,,,,,,
2011-01-21,YouGov,,,,,,,,,,,,,43.0,49.0,-6.0,,,,,,,,,,,,,,,
2011-01-24,Ipsos,,,,,,,,,,,,,38.0,52.0,-14.0,,,,,,,,,,,,,,,
2011-01-28,YouGov,,,,,,,,,,,,,45.0,48.0,-3.0,,,,,,,,,,,,,,,
2011-02-04,YouGov,,,,,,,,,,,,,46.0,49.0,-3.0,,,,,,,,,,,,,,,
2011-02-11,YouGov,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2011-02-18,YouGov,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2011-02-20,Ipsos,,,,,,,,,,,,,39.0,52.0,-13.0,,,,,,,,,,,,,,,
2011-02-25,YouGov,,,,,,,,,,,,,44.0,50.0,-6.0,,,,,,,,,,,,,,,
2011-03-04,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2011-03-11,YouGov,,,,,,,,,,,,,40.0,53.0,-13.0,,,,,,,,,,,,,,,
2011-03-13,Ipsos,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2011-03-18,YouGov,,,,,,,,,,,,,43.0,50.0,-7.0,,,,,,,,,,,,,,,
2011-03-25,YouGov,,,,,,,,,,,,,47.0,47.0,0.0,,,,,,,,,,,,,,,
2011-04-01,YouGov,,,,,,,,,,,,,44.0,49.0,-5.0,,,,,,,,,,,,,,,
2011-04-08,YouGov,,,,,,,,,,,,,43.0,52.0,-9.0,,,,,,,,,,,,,,,
2011-04-15,YouGov,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2011-04-17,Ipsos,,,,,,,,,,,,,44.0,47.0,-3.0,,,,,,,,,,,,,,,
2011-04-29,YouGov,,,,,,,,,,,,,45.0,49.0,-4.0,,,,,,,,,,,,,,,
2011-05-06,YouGov,,,,,,,,,,,,,46.0,49.0,-3.0,,,,,,,,,,,,,,,
2011-05-13,YouGov,,,,,,,,,,,,,47.0,48.0,-1.0,,,,,,,,,,,,,,,
2011-05-20,YouGov,,,,,,,,,,,,,46.0,50.0,-4.0,,,,,,,,,,,,,,,
2011-05-24,Ipsos,,,,,,,,,,,,,44.0,47.0,-3.0,,,,,,,,,,,,,,,
2011-05-27,YouGov,,,,,,,,,,,,,48.0,46.0,2.0,,,,,,,,,,,,,,,
2011-06-03,YouGov,,,,,,,,,,,,,45.0,48.0,-3.0,,,,,,,,,,,,,,,
2011-06-10,YouGov,,,,,,,,,,,,,44.0,50.0,-6.0,,,,,,,,,,,,,,,
2011-06-17,YouGov,,,,,,,,,,,,,44.0,48.0,-4.0,,,,,,,,,,,,,,,
2011-06-19,Ipsos,,,,,,,,,,,,,45.0,47.0,-2.0,,,,,,,,,,,,,,,
2011-06-24,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2011-07-01,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2011-07-08,YouGov,,,,,,,,,,,,,40.0,53.0,-13.0,,,,,,,,,,,,,,,
2011-07-15,YouGov,,,,,,,,,,,,,41.0,53.0,-12.0,,,,,,,,,,,,,,,
2011-07-18,Ipsos,,,,,,,,,,,,,38.0,53.0,-15.0,,,,,,,,,,,,,,,
2011-07-22,YouGov,,,,,,,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,
2011-07-29,YouGov,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2011-08-05,YouGov,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2011-08-12,YouGov,,,,,,,,,,,,,41.0,53.0,-12.0,,,,,,,,,,,,,,,
2011-08-19,YouGov,,,,,,,,,,,,,42.0,53.0,-11.0,,,,,,,,,,,,,,,
2011-08-22,Ipsos,,,,,,,,,,,,,39.0,51.0,-12.0,,,,,,,,,,,,,,,
2011-08-26,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2011-09-02,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2011-09-09,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2011-09-12,Ipsos,,,,,,,,,,,,,39.0,52.0,-13.0,,,,,,,,,,,,,,,
2011-09-16,YouGov,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2011-09-23,YouGov,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2011-09-30,YouGov,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2011-10-07,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2011-10-14,YouGov,,,,,,,,,,,,,43.0,51.0,-8.0,,,,,,,,,,,,,,,
2011-10-21,YouGov,,,,,,,,,,,,,44.0,51.0,-7.0,,,,,,,,,,,,,,,
2011-10-24,Ipsos,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2011-10-28,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2011-11-04,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2011-11-11,YouGov,,,,,,,,,,,,,40.0,52.0,-12.0,,,,,,,,,,,,,,,
2011-11-18,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2011-11-21,Ipsos,,,,,,,,,,,,,39.0,53.0,-14.0,,,,,,,,,,,,,,,
2011-11-25,YouGov,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2011-12-02,YouGov,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2011-12-09,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2011-12-12,Ipsos,,,,,,,,,,,,,43.0,50.0,-7.0,,,,,,,,,,,,,,,
2011-12-16,YouGov,,,,,,,,,,,,,44.0,50.0,-6.0,,,,,,,,,,,,,,,
2012-01-06,YouGov,,,,,,,,,,,,,44.0,51.0,-7.0,,,,,,,,,,,,,,,
2012-01-13,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2012-01-20,YouGov,,,,,,,,,,,,,45.0,48.0,-3.0,,,,,,,,,,,,,,,
2012-01-23,Ipsos,,,,,,,,,,,,,46.0,47.0,-1.0,,,,,,,,,,,,,,,
2012-01-27,YouGov,,,,,,,,,,,,,46.0,47.0,-1.0,,,,,,,,,,,,,,,
2012-02-03,YouGov,,,,,,,,,,,,,44.0,50.0,-6.0,,,,,,,,,,,,,,,
2012-02-10,YouGov,,,,,,,,,,,,,45.0,49.0,-4.0,,,,,,,,,,,,,,,
2012-02-17,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2012-02-24,YouGov,,,,,,,,,,,,,41.0,51.0,-10.0,,,,,,,,,,,,,,,
2012-02-27,Ipsos,,,,,,,,,,,,,40.0,51.0,-11.0,,,,,,,,,,,,,,,
2012-03-02,YouGov,,,,,,,,,,,,,44.0,50.0,-6.0,,,,,,,,,,,,,,,
2012-03-09,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2012-03-16,YouGov,,,,,,,,,,,,,44.0,49.0,-5.0,,,,,,,,,,,,,,,
2012-03-23,YouGov,,,,,,,,,,,,,42.0,53.0,-11.0,,,,,,,,,,,,,,,
2012-03-29,Ipsos,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2012-03-31,YouGov,,,,,,,,,,,,,34.0,61.0,-27.0,,,,,,,,,,,,,,,
2012-04-13,YouGov,,,,,,,,,,,,,34.0,60.0,-26.0,,,,,,,,,,,,,,,
2012-04-20,YouGov,,,,,,,,,,,,,36.0,59.0,-23.0,,,,,,,,,,,,,,,
2012-04-23,Ipsos,,,,,,,,,,,,,37.0,57.0,-20.0,,,,,,,,,,,,,,,
2012-04-27,YouGov,,,,,,,,,,,,,32.0,63.0,-31.0,,,,,,,,,,,,,,,
2012-05-04,YouGov,,,,,,,,,,,,,31.0,62.0,-31.0,,,,,,,,,,,,,,,
2012-05-11,YouGov,,,,,,,,,,,,,32.0,61.0,-29.0,,,,,,,,,,,,,,,
2012-05-14,Ipsos,,,,,,,,,,,,,32.0,60.0,-28.0,,,,,,,,,,,,,,,
2012-05-18,YouGov,,,,,,,,,,,,,33.0,63.0,-30.0,,,,,,,,,,,,,,,
2012-05-25,YouGov,,,,,,,,,,,,,34.0,60.0,-26.0,,,,,,,,,,,,,,,
2012-06-01,YouGov,,,,,,,,,,,,,34.0,60.0,-26.0,,,,,,,,,,,,,,,
2012-06-08,YouGov,,,,,,,,,,,,,36.0,59.0,-23.0,,,,,,,,,,,,,,,
2012-06-11,Ipsos,,,,,,,,,,,,,34.0,58.0,-24.0,,,,,,,,,,,,,,,
2012-06-15,YouGov,,,,,,,,,,,,,35.0,60.0,-25.0,,,,,,,,,,,,,,,
2012-06-22,YouGov,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2012-06-29,YouGov,,,,,,,,,,,,,35.0,59.0,-24.0,,,,,,,,,,,,,,,
2012-07-06,YouGov,,,,,,,,,,,,,34.0,61.0,-27.0,,,,,,,,,,,,,,,
2012-07-13,YouGov,,,,,,,,,,,,,35.0,60.0,-25.0,,,,,,,,,,,,,,,
2012-07-16,Ipsos,,,,,,,,,,,,,33.0,60.0,-27.0,,,,,,,,,,,,,,,
2012-07-20,YouGov,,,,,,,,,,,,,36.0,59.0,-23.0,,,,,,,,,,,,,,,
2012-07-27,YouGov,,,,,,,,,,,,,35.0,60.0,-25.0,,,,,,,,,,,,,,,
2012-08-03,YouGov,,,,,,,,,,,,,37.0,58.0,-21.0,,,,,,,,,,,,,,,
2012-08-10,YouGov,,,,,,,,,,,,,36.0,57.0,-21.0,,,,,,,,,,,,,,,
2012-08-13,Ipsos,,,,,,,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,
2012-08-17,YouGov,,,,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,,,,
2012-08-24,YouGov,,,,,,,,,,,,,34.0,60.0,-26.0,,,,,,,,,,,,,,,
2012-08-31,YouGov,,,,,,,,,,,,,34.0,60.0,-26.0,,,,,,,,,,,,,,,
2012-09-07,YouGov,,,,,,,,,,,,,33.0,61.0,-28.0,,,,,,,,,,,,,,,
2012-09-14,YouGov,,,,,,,,,,,,,34.0,60.0,-26.0,,,,,,,,,,,,,,,
2012-09-17,Ipsos,,,,,,,,,,,,,34.0,58.0,-24.0,,,,,,,,,,,,,,,
2012-09-21,YouGov,,,,,,,,,,,,,37.0,58.0,-21.0,,,,,,,,,,,,,,,
2012-09-28,YouGov,,,,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,,,,
2012-10-05,YouGov,,,,,,,,,,,,,35.0,59.0,-24.0,,,,,,,,,,,,,,,
2012-10-12,YouGov,,,,,,,,,,,,,37.0,57.0,-20.0,,,,,,,,,,,,,,,
2012-10-19,YouGov,,,,,,,,,,,,,37.0,56.0,-19.0,,,,,,,,,,,,,,,
2012-10-24,Ipsos,,,,,,,,,,,,,33.0,62.0,-29.0,,,,,,,,,,,,,,,
2012-10-26,YouGov,,,,,,,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,
2012-11-02,YouGov,,,,,,,,,,,,,38.0,57.0,-19.0,,,,,,,,,,,,,,,
2012-11-09,YouGov,,,,,,,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,
2012-11-13,Ipsos,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2012-11-16,YouGov,,,,,,,,,,,,,39.0,56.0,-17.0,,,,,,,,,,,,,,,
2012-11-23,YouGov,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2012-12-01,YouGov,,,,,,,,,,,,,37.0,58.0,-21.0,,,,,,,,,,,,,,,
2012-12-07,YouGov,,,,,,,,,,,,,39.0,58.0,-19.0,,,,,,,,,,,,,,,
2012-12-10,Ipsos,,,,,,,,,,,,,37.0,56.0,-19.0,,,,,,,,,,,,,,,
2012-12-14,YouGov,,,,,,,,,,,,,39.0,56.0,-17.0,,,,,,,,,,,,,,,
2012-12-21,YouGov,,,,,,,,,,,,,40.0,56.0,-16.0,,,,,,,,,,,,,,,
2013-01-04,YouGov,,,,,,,,,,,,,37.0,56.0,-19.0,,,,,,,,,,,,,,,
2013-01-11,YouGov,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2013-01-14,Ipsos,,,,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,,,,
2013-01-18,YouGov,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2013-01-25,YouGov,,,,,,,,,,,,,40.0,55.0,-15.0,,,,,,,,,,,,,,,
2013-02-01,YouGov,,,,,,,,,,,,,40.0,55.0,-15.0,,,,,,,,,,,,,,,
2013-02-08,YouGov,,,,,,,,,,,,,40.0,55.0,-15.0,,,,,,,,,,,,,,,
2013-02-11,Ipsos,,,,,,,,,,,,,34.0,58.0,-24.0,,,,,,,,,,,,,,,
2013-02-15,YouGov,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2013-02-22,YouGov,,,,,,,,,,,,,40.0,55.0,-15.0,,,,,,,,,,,,,,,
2013-03-01,YouGov,,,,,,,,,,,,,35.0,58.0,-23.0,,,,,,,,,,,,,,,
2013-03-08,YouGov,,,,,,,,,,,,,34.0,58.0,-24.0,,,,,,,,,,,,,,,
2013-03-11,Ipsos,,,,,,,,,,,,,31.0,61.0,-30.0,,,,,,,,,,,,,,,
2013-03-15,YouGov,,,,,,,,,,,,,32.0,62.0,-30.0,,,,,,,,,,,,,,,
2013-03-22,YouGov,,,,,,,,,,,,,36.0,59.0,-23.0,,,,,,,,,,,,,,,
2013-04-05,YouGov,,,,,,,,,,,,,36.0,59.0,-23.0,,,,,,,,,,,,,,,
2013-04-12,YouGov,,,,,,,,,,,,,35.0,59.0,-24.0,,,,,,,,,,,,,,,
2013-04-15,Ipsos,,,,,,,,,,,,,32.0,60.0,-28.0,,,,,,,,,,,,,,,
2013-04-19,YouGov,,,,,,,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,
2013-04-26,YouGov,,,,,,,,,,,,,36.0,57.0,-21.0,,,,,,,,,,,,,,,
2013-05-03,YouGov,,,,,,,,,,,,,35.0,58.0,-23.0,,,,,,,,,,,,,,,
2013-05-10,YouGov,,,,,,,,,,,,,35.0,58.0,-23.0,,,,,,,,,,,,,,,
2013-05-13,Ipsos,,,,,,,,,,,,,36.0,57.0,-21.0,,,,,,,,,,,,,,,
2013-05-17,YouGov,,,,,,,,,,,,,32.0,62.0,-30.0,,,,,,,,,,,,,,,
2013-05-24,YouGov,,,,,,,,,,,,,34.0,61.0,-27.0,,,,,,,,,,,,,,,
2013-05-31,YouGov,,,,,,,,,,,,,35.0,61.0,-26.0,,,,,,,,,,,,,,,
2013-06-07,YouGov,,,,,,,,,,,,,34.0,61.0,-27.0,,,,,,,,,,,,,,,
2013-06-10,Ipsos,,,,,,,,,,,,,34.0,58.0,-24.0,,,,,,,,,,,,,,,
2013-06-14,YouGov,,,,,,,,,,,,,34.0,59.0,-25.0,,,,,,,,,,,,,,,
2013-06-21,YouGov,,,,,,,,,,,,,37.0,55.0,-18.0,,,,,,,,,,,,,,,
2013-06-28,YouGov,,,,,,,,,,,,,38.0,55.0,-17.0,,,,,,,,,,,,,,,
2013-07-05,YouGov,,,,,,,,,,,,,36.0,56.0,-20.0,,,,,,,,,,,,,,,
2013-07-12,YouGov,,,,,,,,,,,,,34.0,60.0,-26.0,,,,,,,,,,,,,,,
2013-07-15,Ipsos,,,,,,,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,
2013-07-19,YouGov,,,,,,,,,,,,,37.0,55.0,-18.0,,,,,,,,,,,,,,,
2013-07-26,YouGov,,,,,,,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,
2013-08-02,YouGov,,,,,,,,,,,,,39.0,56.0,-17.0,,,,,,,,,,,,,,,
2013-08-09,YouGov,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2013-08-12,Ipsos,,,,,,,,,,,,,38.0,55.0,-17.0,,,,,,,,,,,,,,,
2013-08-16,YouGov,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2013-08-23,YouGov,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2013-08-31,YouGov,,,,,,,,,,,,,36.0,55.0,-19.0,,,,,,,,,,,,,,,
2013-09-06,YouGov,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2013-09-09,Ipsos,,,,,,,,,,,,,36.0,56.0,-20.0,,,,,,,,,,,,,,,
2013-09-13,YouGov,,,,,,,,,,,,,40.0,52.0,-12.0,,,,,,,,,,,,,,,
2013-09-20,YouGov,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2013-09-27,YouGov,,,,,,,,,,,,,38.0,57.0,-19.0,,,,,,,,,,,,,,,
2013-10-04,YouGov,,,,,,,,,,,,,41.0,53.0,-12.0,,,,,,,,,,,,,,,
2013-10-11,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2013-10-15,Ipsos,,,,,,,,,,,,,39.0,53.0,-14.0,,,,,,,,,,,,,,,
2013-10-18,YouGov,,,,,,,,,,,,,38.0,53.0,-15.0,,,,,,,,,,,,,,,
2013-10-25,YouGov,,,,,,,,,,,,,36.0,58.0,-22.0,,,,,,,,,,,,,,,
2013-11-01,YouGov,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2013-11-08,YouGov,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2013-11-11,Ipsos,,,,,,,,,,,,,35.0,56.0,-21.0,,,,,,,,,,,,,,,
2013-11-15,YouGov,,,,,,,,,,,,,37.0,56.0,-19.0,,,,,,,,,,,,,,,
2013-11-22,YouGov,,,,,,,,,,,,,40.0,53.0,-13.0,,,,,,,,,,,,,,,
2013-11-29,YouGov,,,,,,,,,,,,,37.0,55.0,-18.0,,,,,,,,,,,,,,,
2013-12-06,YouGov,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2013-12-09,Ipsos,,,,,,,,,,,,,39.0,52.0,-13.0,,,,,,,,,,,,,,,
2013-12-13,YouGov,,,,,,,,,,,,,36.0,55.0,-19.0,,,,,,,,,,,,,,,
2014-01-10,YouGov,,,,,,,,,,,,,37.0,57.0,-20.0,,,,,,,,,,,,,,,
2014-01-14,Ipsos,,,,,,,,,,,,,39.0,53.0,-14.0,,,,,,,,,,,,,,,
2014-01-17,YouGov,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2014-01-24,YouGov,,,,,,,,,,,,,41.0,53.0,-12.0,,,,,,,,,,,,,,,
2014-01-31,YouGov,,,,,,,,,,,,,41.0,53.0,-12.0,,,,,,,,,,,,,,,
2014-02-03,Ipsos,,,,,,,,,,,,,37.0,55.0,-18.0,,,,,,,,,,,,,,,
2014-02-10,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2014-02-14,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2014-02-21,YouGov,,,,,,,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,
2014-02-28,YouGov,,,,,,,,,,,,,41.0,53.0,-12.0,,,,,,,,,,,,,,,
2014-03-07,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2014-03-12,Ipsos,,,,,,,,,,,,,37.0,56.0,-19.0,,,,,,,,,,,,,,,
2014-03-14,YouGov,,,,,,,,,,,,,39.0,53.0,-14.0,,,,,,,,,,,,,,,
2014-03-21,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2014-03-28,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2014-04-04,YouGov,,,,,,,,,,,,,41.0,51.0,-10.0,,,,,,,,,,,,,,,
2014-04-07,Ipsos,,,,,,,,,,,,,38.0,56.0,-18.0,,,,,,,,,,,,,,,
2014-04-11,YouGov,,,,,,,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,
2014-04-25,YouGov,,,,,,,,,,,,,38.0,55.0,-17.0,,,,,,,,,,,,,,,
2014-05-02,YouGov,,,,,,,,,,,,,40.0,52.0,-12.0,,,,,,,,,,,,,,,
2014-05-09,YouGov,,,,,,,,,,,,,40.0,52.0,-12.0,,,,,,,,,,,,,,,
2014-05-12,Ipsos,,,,,,,,,,,,,39.0,52.0,-13.0,,,,,,,,,,,,,,,
2014-05-16,YouGov,,,,,,,,,,,,,43.0,50.0,-7.0,,,,,,,,,,,,,,,
2014-05-23,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2014-05-30,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2014-06-06,YouGov,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2014-06-13,YouGov,,,,,,,,,,,,,43.0,50.0,-7.0,,,,,,,,,,,,,,,
2014-06-17,Ipsos,,,,,,,,,,,,,37.0,55.0,-18.0,,,,,,,,,,,,,,,
2014-06-20,YouGov,,,,,,,,,,,,,40.0,53.0,-13.0,,,,,,,,,,,,,,,
2014-06-27,YouGov,,,,,,,,,,,,,37.0,55.0,-18.0,,,,,,,,,,,,,,,
2014-07-04,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2014-07-11,YouGov,,,,,,,,,,,,,40.0,51.0,-11.0,,,,,,,,,,,,,,,
2014-07-15,Ipsos,,,,,,,,,,,,,36.0,55.0,-19.0,,,,,,,,,,,,,,,
2014-07-18,YouGov,,,,,,,,,,,,,37.0,54.0,-17.0,,,,,,,,,,,,,,,
2014-07-25,YouGov,,,,,,,,,,,,,40.0,51.0,-11.0,,,,,,,,,,,,,,,
2014-08-01,YouGov,,,,,,,,,,,,,41.0,51.0,-10.0,,,,,,,,,,,,,,,
2014-08-08,YouGov,,,,,,,,,,,,,41.0,51.0,-10.0,,,,,,,,,,,,,,,
2014-08-11,Ipsos,,,,,,,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,
2014-08-15,YouGov,,,,,,,,,,,,,39.0,52.0,-13.0,,,,,,,,,,,,,,,
2014-08-22,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2014-08-29,YouGov,,,,,,,,,,,,,40.0,52.0,-12.0,,,,,,,,,,,,,,,
2014-09-05,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2014-09-09,Ipsos,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2014-09-12,YouGov,,,,,,,,,,,,,38.0,54.0,-16.0,,,,,,,,,,,,,,,
2014-09-19,YouGov,,,,,,,,,,,,,39.0,55.0,-16.0,,,,,,,,,,,,,,,
2014-09-26,YouGov,,,,,,,,,,,,,41.0,53.0,-12.0,,,,,,,,,,,,,,,
2014-10-03,YouGov,,,,,,,,,,,,,45.0,49.0,-4.0,,,,,,,,,,,,,,,
2014-10-10,YouGov,,,,,,,,,,,,,42.0,52.0,-10.0,,,,,,,,,,,,,,,
2014-10-14,Ipsos,,,,,,,,,,,,,38.0,55.0,-17.0,,,,,,,,,,,,,,,
2014-10-17,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2014-10-24,YouGov,,,,,,,,,,,,,43.0,52.0,-9.0,,,,,,,,,,,,,,,
2014-10-31,YouGov,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2014-11-07,YouGov,,,,,,,,,,,,,41.0,51.0,-10.0,,,,,,,,,,,,,,,
2014-11-10,Ipsos,,,,,,,,,,,,,38.0,53.0,-15.0,,,,,,,,,,,,,,,
2014-11-14,YouGov,,,,,,,,,,,,,39.0,54.0,-15.0,,,,,,,,,,,,,,,
2014-11-21,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2014-11-28,YouGov,,,,,,,,,,,,,40.0,53.0,-13.0,,,,,,,,,,,,,,,
2014-12-05,YouGov,,,,,,,,,,,,,40.0,53.0,-13.0,,,,,,,,,,,,,,,
2014-12-12,YouGov,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2014-12-15,Ipsos,,,,,,,,,,,,,36.0,57.0,-21.0,,,,,,,,,,,,,,,
2014-12-19,YouGov,,,,,,,,,,,,,40.0,53.0,-13.0,,,,,,,,,,,,,,,
2015-01-09,YouGov,,,,,,,,,,,,,40.0,52.0,-12.0,,,,,,,,,,,,,,,
2015-01-13,Ipsos,,,,,,,,,,,,,41.0,52.0,-11.0,,,,,,,,,,,,,,,
2015-01-16,YouGov,,,,,,,,,,,,,40.0,54.0,-14.0,,,,,,,,,,,,,,,
2015-01-23,YouGov,,,,,,,,,,,,,43.0,50.0,-7.0,,,,,,,,,,,,,,,
2015-01-30,YouGov,,,,,,,,,,,,,43.0,50.0,-7.0,,,,,,,,,,,,,,,
2015-02-06,YouGov,,,,,,,,,,,,,42.0,51.0,-9.0,,,,,,,,,,,,,,,
2015-02-12,Ipsos,,,,,,,,,,,,,39.0,53.0,-14.0,,,,,,,,,,,,,,,
