date,Thatcher approve,Thatcher disapprove,Thatcher net,Major approve,Major disapprove,Major net,Blair approve,Blair disapprove,Blair net,Brown approve,Brown disapprove,Brown net,Cameron approve,Cameron disapprove,Cameron net,May approve,May disapprove,May net,Johnson approve,Johnson disapprove,Johnson net,Truss approve,Truss disapprove,Truss net,Sunak approve,Sunak disapprove,Sunak net,Starmer approve,Starmer disapprove,Starmer net
1996-04-20,,,,24.14,68.75,-44.61,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-27,,,,24.09,68.78,-44.68,,,,,,,,,,,,,,,,,,,,,,,,
1996-05-04,,,,24.05,68.8,-44.75,,,,,,,,,,,,,,,,,,,,,,,,
1996-05-11,,,,24.02,68.81,-44.8,,,,,,,,,,,,,,,,,,,,,,,,
1996-05-18,,,,23.99,68.82,-44.83,,,,,,,,,,,,,,,,,,,,,,,,
1996-05-25,,,,23.98,68.82,-44.85,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-01,,,,23.97,68.81,-44.84,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-08,,,,23.98,68.79,-44.81,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-15,,,,24.0,68.76,-44.76,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-22,,,,24.04,68.72,-44.68,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-29,,,,24.09,68.66,-44.57,,,,,,,,,,,,,,,,,,,,,,,,
1996-07-06,,,,24.16,68.6,-44.44,,,,,,,,,,,,,,,,,,,,,,,,
1996-07-13,,,,24.24,68.51,-44.28,,,,,,,,,,,,,,,,,,,,,,,,
1996-07-20,,,,24.33,68.41,-44.08,,,,,,,,,,,,,,,,,,,,,,,,
1996-07-27,,,,24.45,68.3,-43.85,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-03,,,,24.57,68.17,-43.6,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-10,,,,24.71,68.03,-43.32,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-17,,,,24.85,67.88,-43.03,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-24,,,,25.0,67.72,-42.72,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-31,,,,25.15,67.56,-42.41,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-07,,,,25.3,67.4,-42.1,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-14,,,,25.45,67.23,-41.78,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-21,,,,25.6,67.06,-41.46,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-28,,,,25.77,66.89,-41.13,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-05,,,,25.94,66.73,-40.79,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-12,,,,26.12,66.56,-40.44,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-19,,,,26.31,66.38,-40.07,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-26,,,,26.51,66.2,-39.69,,,,,,,,,,,,,,,,,,,,,,,,
1996-11-02,,,,26.73,66.02,-39.29,,,,,,,,,,,,,,,,,,,,,,,,
1996-11-09,,,,26.94,65.83,-38.88,,,,,,,,,,,,,,,,,,,,,,,,
1996-11-16,,,,27.16,65.63,-38.47,,,,,,,,,,,,,,,,,,,,,,,,
1996-11-23,,,,27.38,65.44,-38.06,,,,,,,,,,,,,,,,,,,,,,,,
1996-11-30,,,,27.6,65.25,-37.66,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-07,,,,27.8,65.06,-37.26,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-14,,,,28.0,64.88,-36.88,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-21,,,,28.19,64.71,-36.52,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-28,,,,28.37,64.54,-36.17,,,,,,,,,,,,,,,,,,,,,,,,
1997-01-04,,,,28.54,64.37,-35.84,,,,,,,,,,,,,,,,,,,,,,,,
1997-01-11,,,,28.7,64.21,-35.52,,,,,,,,,,,,,,,,,,,,,,,,
1997-01-18,,,,28.85,64.06,-35.21,,,,,,,,,,,,,,,,,,,,,,,,
1997-01-25,,,,28.99,63.91,-34.93,,,,,,,,,,,,,,,,,,,,,,,,
1997-02-01,,,,29.12,63.77,-34.65,,,,,,,,,,,,,,,,,,,,,,,,
1997-02-08,,,,29.24,63.63,-34.39,,,,,,,,,,,,,,,,,,,,,,,,
1997-02-15,,,,29.36,63.5,-34.13,,,,,,,,,,,,,,,,,,,,,,,,
1997-02-22,,,,29.48,63.37,-33.89,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-01,,,,29.59,63.25,-33.66,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-08,,,,29.7,63.13,-33.43,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-15,,,,29.81,63.02,-33.22,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-22,,,,29.92,62.92,-33.0,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-29,,,,30.03,62.82,-32.79,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-01,,,,,,,68.82,10.01,58.82,,,,,,,,,,,,,,,,,,,,,
1997-05-08,,,,,,,68.93,10.26,58.67,,,,,,,,,,,,,,,,,,,,,
1997-05-15,,,,,,,69.03,10.5,58.53,,,,,,,,,,,,,,,,,,,,,
1997-05-22,,,,,,,69.14,10.73,58.41,,,,,,,,,,,,,,,,,,,,,
1997-05-29,,,,,,,69.25,10.97,58.28,,,,,,,,,,,,,,,,,,,,,
1997-06-05,,,,,,,69.35,11.2,58.16,,,,,,,,,,,,,,,,,,,,,
1997-06-12,,,,,,,69.45,11.43,58.02,,,,,,,,,,,,,,,,,,,,,
1997-06-19,,,,,,,69.53,11.68,57.85,,,,,,,,,,,,,,,,,,,,,
1997-06-26,,,,,,,69.59,11.96,57.64,,,,,,,,,,,,,,,,,,,,,
1997-07-03,,,,,,,69.63,12.26,57.37,,,,,,,,,,,,,,,,,,,,,
1997-07-10,,,,,,,69.64,12.58,57.06,,,,,,,,,,,,,,,,,,,,,
1997-07-17,,,,,,,69.62,12.94,56.69,,,,,,,,,,,,,,,,,,,,,
1997-07-24,,,,,,,69.58,13.33,56.25,,,,,,,,,,,,,,,,,,,,,
1997-07-31,,,,,,,69.5,13.76,55.74,,,,,,,,,,,,,,,,,,,,,
1997-08-07,,,,,,,69.4,14.23,55.17,,,,,,,,,,,,,,,,,,,,,
1997-08-14,,,,,,,69.27,14.73,54.54,,,,,,,,,,,,,,,,,,,,,
1997-08-21,,,,,,,69.11,15.26,53.85,,,,,,,,,,,,,,,,,,,,,
1997-08-28,,,,,,,68.93,15.83,53.1,,,,,,,,,,,,,,,,,,,,,
1997-09-04,,,,,,,68.72,16.43,52.29,,,,,,,,,,,,,,,,,,,,,
1997-09-11,,,,,,,68.5,17.05,51.45,,,,,,,,,,,,,,,,,,,,,
1997-09-18,,,,,,,68.25,17.68,50.57,,,,,,,,,,,,,,,,,,,,,
1997-09-25,,,,,,,67.99,18.33,49.66,,,,,,,,,,,,,,,,,,,,,
1997-10-02,,,,,,,67.71,18.97,48.74,,,,,,,,,,,,,,,,,,,,,
1997-10-09,,,,,,,67.42,19.59,47.83,,,,,,,,,,,,,,,,,,,,,
1997-10-16,,,,,,,67.13,20.18,46.95,,,,,,,,,,,,,,,,,,,,,
1997-10-23,,,,,,,66.85,20.74,46.11,,,,,,,,,,,,,,,,,,,,,
1997-10-30,,,,,,,66.58,21.26,45.32,,,,,,,,,,,,,,,,,,,,,
1997-11-06,,,,,,,66.32,21.75,44.57,,,,,,,,,,,,,,,,,,,,,
1997-11-13,,,,,,,66.09,22.2,43.89,,,,,,,,,,,,,,,,,,,,,
1997-11-20,,,,,,,65.87,22.61,43.26,,,,,,,,,,,,,,,,,,,,,
1997-11-27,,,,,,,65.67,22.99,42.68,,,,,,,,,,,,,,,,,,,,,
1997-12-04,,,,,,,65.48,23.34,42.14,,,,,,,,,,,,,,,,,,,,,
1997-12-11,,,,,,,65.29,23.67,41.63,,,,,,,,,,,,,,,,,,,,,
1997-12-18,,,,,,,65.11,23.97,41.14,,,,,,,,,,,,,,,,,,,,,
1997-12-25,,,,,,,64.93,24.26,40.66,,,,,,,,,,,,,,,,,,,,,
1998-01-01,,,,,,,64.74,24.54,40.19,,,,,,,,,,,,,,,,,,,,,
1998-01-08,,,,,,,64.55,24.82,39.72,,,,,,,,,,,,,,,,,,,,,
1998-01-15,,,,,,,64.35,25.09,39.26,,,,,,,,,,,,,,,,,,,,,
1998-01-22,,,,,,,64.16,25.35,38.81,,,,,,,,,,,,,,,,,,,,,
1998-01-29,,,,,,,63.97,25.6,38.38,,,,,,,,,,,,,,,,,,,,,
1998-02-05,,,,,,,63.8,25.82,37.97,,,,,,,,,,,,,,,,,,,,,
1998-02-12,,,,,,,63.65,26.03,37.62,,,,,,,,,,,,,,,,,,,,,
1998-02-19,,,,,,,63.52,26.21,37.31,,,,,,,,,,,,,,,,,,,,,
1998-02-26,,,,,,,63.42,26.35,37.07,,,,,,,,,,,,,,,,,,,,,
1998-03-05,,,,,,,63.35,26.47,36.87,,,,,,,,,,,,,,,,,,,,,
1998-03-12,,,,,,,63.3,26.57,36.73,,,,,,,,,,,,,,,,,,,,,
1998-03-19,,,,,,,63.28,26.63,36.64,,,,,,,,,,,,,,,,,,,,,
1998-03-26,,,,,,,63.28,26.67,36.61,,,,,,,,,,,,,,,,,,,,,
1998-04-02,,,,,,,63.3,26.69,36.61,,,,,,,,,,,,,,,,,,,,,
1998-04-09,,,,,,,63.34,26.7,36.64,,,,,,,,,,,,,,,,,,,,,
1998-04-16,,,,,,,63.39,26.7,36.69,,,,,,,,,,,,,,,,,,,,,
1998-04-23,,,,,,,63.45,26.68,36.77,,,,,,,,,,,,,,,,,,,,,
1998-04-30,,,,,,,63.51,26.66,36.85,,,,,,,,,,,,,,,,,,,,,
1998-05-07,,,,,,,63.57,26.64,36.92,,,,,,,,,,,,,,,,,,,,,
1998-05-14,,,,,,,63.61,26.63,36.98,,,,,,,,,,,,,,,,,,,,,
1998-05-21,,,,,,,63.64,26.63,37.01,,,,,,,,,,,,,,,,,,,,,
1998-05-28,,,,,,,63.66,26.64,37.02,,,,,,,,,,,,,,,,,,,,,
1998-06-04,,,,,,,63.66,26.66,36.99,,,,,,,,,,,,,,,,,,,,,
1998-06-11,,,,,,,63.64,26.7,36.93,,,,,,,,,,,,,,,,,,,,,
1998-06-18,,,,,,,63.59,26.76,36.83,,,,,,,,,,,,,,,,,,,,,
1998-06-25,,,,,,,63.52,26.84,36.68,,,,,,,,,,,,,,,,,,,,,
1998-07-02,,,,,,,63.44,26.94,36.5,,,,,,,,,,,,,,,,,,,,,
1998-07-09,,,,,,,63.33,27.05,36.28,,,,,,,,,,,,,,,,,,,,,
1998-07-16,,,,,,,63.2,27.18,36.02,,,,,,,,,,,,,,,,,,,,,
1998-07-23,,,,,,,63.05,27.32,35.73,,,,,,,,,,,,,,,,,,,,,
1998-07-30,,,,,,,62.89,27.48,35.41,,,,,,,,,,,,,,,,,,,,,
1998-08-06,,,,,,,62.72,27.65,35.08,,,,,,,,,,,,,,,,,,,,,
1998-08-13,,,,,,,62.55,27.82,34.73,,,,,,,,,,,,,,,,,,,,,
1998-08-20,,,,,,,62.37,27.99,34.38,,,,,,,,,,,,,,,,,,,,,
1998-08-27,,,,,,,62.19,28.16,34.03,,,,,,,,,,,,,,,,,,,,,
1998-09-03,,,,,,,62.02,28.34,33.68,,,,,,,,,,,,,,,,,,,,,
1998-09-10,,,,,,,61.85,28.51,33.34,,,,,,,,,,,,,,,,,,,,,
1998-09-17,,,,,,,61.69,28.68,33.01,,,,,,,,,,,,,,,,,,,,,
1998-09-24,,,,,,,61.54,28.83,32.71,,,,,,,,,,,,,,,,,,,,,
1998-10-01,,,,,,,61.4,28.98,32.42,,,,,,,,,,,,,,,,,,,,,
1998-10-08,,,,,,,61.27,29.12,32.15,,,,,,,,,,,,,,,,,,,,,
1998-10-15,,,,,,,61.15,29.25,31.9,,,,,,,,,,,,,,,,,,,,,
1998-10-22,,,,,,,61.04,29.37,31.68,,,,,,,,,,,,,,,,,,,,,
1998-10-29,,,,,,,60.95,29.47,31.48,,,,,,,,,,,,,,,,,,,,,
1998-11-05,,,,,,,60.86,29.57,31.29,,,,,,,,,,,,,,,,,,,,,
1998-11-12,,,,,,,60.78,29.66,31.12,,,,,,,,,,,,,,,,,,,,,
1998-11-19,,,,,,,60.7,29.74,30.96,,,,,,,,,,,,,,,,,,,,,
1998-11-26,,,,,,,60.63,29.82,30.81,,,,,,,,,,,,,,,,,,,,,
1998-12-03,,,,,,,60.56,29.9,30.66,,,,,,,,,,,,,,,,,,,,,
1998-12-10,,,,,,,60.49,29.98,30.51,,,,,,,,,,,,,,,,,,,,,
1998-12-17,,,,,,,60.42,30.06,30.36,,,,,,,,,,,,,,,,,,,,,
1998-12-24,,,,,,,60.35,30.14,30.21,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,,,,,,60.28,30.23,30.05,,,,,,,,,,,,,,,,,,,,,
1999-01-07,,,,,,,60.2,30.33,29.88,,,,,,,,,,,,,,,,,,,,,
1999-01-14,,,,,,,60.13,30.43,29.69,,,,,,,,,,,,,,,,,,,,,
1999-01-21,,,,,,,60.04,30.54,29.5,,,,,,,,,,,,,,,,,,,,,
1999-01-28,,,,,,,59.95,30.66,29.29,,,,,,,,,,,,,,,,,,,,,
1999-02-04,,,,,,,59.85,30.79,29.06,,,,,,,,,,,,,,,,,,,,,
1999-02-11,,,,,,,59.73,30.92,28.81,,,,,,,,,,,,,,,,,,,,,
1999-02-18,,,,,,,59.6,31.07,28.53,,,,,,,,,,,,,,,,,,,,,
1999-02-25,,,,,,,59.45,31.23,28.22,,,,,,,,,,,,,,,,,,,,,
1999-03-04,,,,,,,59.28,31.39,27.89,,,,,,,,,,,,,,,,,,,,,
1999-03-11,,,,,,,59.1,31.57,27.54,,,,,,,,,,,,,,,,,,,,,
1999-03-18,,,,,,,58.92,31.74,27.17,,,,,,,,,,,,,,,,,,,,,
1999-03-25,,,,,,,58.73,31.92,26.81,,,,,,,,,,,,,,,,,,,,,
1999-04-01,,,,,,,58.54,32.09,26.44,,,,,,,,,,,,,,,,,,,,,
1999-04-08,,,,,,,58.35,32.26,26.09,,,,,,,,,,,,,,,,,,,,,
1999-04-15,,,,,,,58.17,32.43,25.74,,,,,,,,,,,,,,,,,,,,,
1999-04-22,,,,,,,57.98,32.59,25.39,,,,,,,,,,,,,,,,,,,,,
1999-04-29,,,,,,,57.8,32.76,25.05,,,,,,,,,,,,,,,,,,,,,
1999-05-06,,,,,,,57.62,32.92,24.7,,,,,,,,,,,,,,,,,,,,,
1999-05-13,,,,,,,57.44,33.08,24.36,,,,,,,,,,,,,,,,,,,,,
1999-05-20,,,,,,,57.25,33.24,24.01,,,,,,,,,,,,,,,,,,,,,
1999-05-27,,,,,,,57.06,33.41,23.66,,,,,,,,,,,,,,,,,,,,,
1999-06-03,,,,,,,56.87,33.58,23.29,,,,,,,,,,,,,,,,,,,,,
1999-06-10,,,,,,,56.67,33.75,22.92,,,,,,,,,,,,,,,,,,,,,
1999-06-17,,,,,,,56.47,33.93,22.54,,,,,,,,,,,,,,,,,,,,,
1999-06-24,,,,,,,56.27,34.11,22.17,,,,,,,,,,,,,,,,,,,,,
1999-07-01,,,,,,,56.07,34.29,21.79,,,,,,,,,,,,,,,,,,,,,
1999-07-08,,,,,,,55.88,34.47,21.42,,,,,,,,,,,,,,,,,,,,,
1999-07-15,,,,,,,55.69,34.64,21.05,,,,,,,,,,,,,,,,,,,,,
1999-07-22,,,,,,,55.51,34.81,20.71,,,,,,,,,,,,,,,,,,,,,
1999-07-29,,,,,,,55.34,34.96,20.38,,,,,,,,,,,,,,,,,,,,,
1999-08-05,,,,,,,55.19,35.11,20.08,,,,,,,,,,,,,,,,,,,,,
1999-08-12,,,,,,,55.04,35.24,19.81,,,,,,,,,,,,,,,,,,,,,
1999-08-19,,,,,,,54.92,35.35,19.57,,,,,,,,,,,,,,,,,,,,,
1999-08-26,,,,,,,54.81,35.45,19.36,,,,,,,,,,,,,,,,,,,,,
1999-09-02,,,,,,,54.72,35.53,19.19,,,,,,,,,,,,,,,,,,,,,
1999-09-09,,,,,,,54.64,35.59,19.05,,,,,,,,,,,,,,,,,,,,,
1999-09-16,,,,,,,54.59,35.65,18.94,,,,,,,,,,,,,,,,,,,,,
1999-09-23,,,,,,,54.55,35.69,18.86,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,54.53,35.72,18.81,,,,,,,,,,,,,,,,,,,,,
1999-10-07,,,,,,,54.51,35.75,18.76,,,,,,,,,,,,,,,,,,,,,
1999-10-14,,,,,,,54.51,35.78,18.73,,,,,,,,,,,,,,,,,,,,,
1999-10-21,,,,,,,54.52,35.8,18.72,,,,,,,,,,,,,,,,,,,,,
1999-10-28,,,,,,,54.55,35.82,18.73,,,,,,,,,,,,,,,,,,,,,
1999-11-04,,,,,,,54.58,35.84,18.74,,,,,,,,,,,,,,,,,,,,,
1999-11-11,,,,,,,54.63,35.85,18.78,,,,,,,,,,,,,,,,,,,,,
1999-11-18,,,,,,,54.68,35.85,18.83,,,,,,,,,,,,,,,,,,,,,
1999-11-25,,,,,,,54.75,35.85,18.9,,,,,,,,,,,,,,,,,,,,,
1999-12-02,,,,,,,54.82,35.84,18.98,,,,,,,,,,,,,,,,,,,,,
1999-12-09,,,,,,,54.9,35.82,19.08,,,,,,,,,,,,,,,,,,,,,
1999-12-16,,,,,,,54.98,35.79,19.19,,,,,,,,,,,,,,,,,,,,,
1999-12-23,,,,,,,55.05,35.76,19.29,,,,,,,,,,,,,,,,,,,,,
1999-12-30,,,,,,,55.12,35.73,19.4,,,,,,,,,,,,,,,,,,,,,
2000-01-06,,,,,,,55.19,35.7,19.48,,,,,,,,,,,,,,,,,,,,,
2000-01-13,,,,,,,55.23,35.68,19.55,,,,,,,,,,,,,,,,,,,,,
2000-01-20,,,,,,,55.27,35.67,19.61,,,,,,,,,,,,,,,,,,,,,
2000-01-27,,,,,,,55.31,35.65,19.65,,,,,,,,,,,,,,,,,,,,,
2000-02-03,,,,,,,55.36,35.64,19.72,,,,,,,,,,,,,,,,,,,,,
2000-02-10,,,,,,,55.44,35.6,19.83,,,,,,,,,,,,,,,,,,,,,
2000-02-17,,,,,,,55.54,35.56,19.99,,,,,,,,,,,,,,,,,,,,,
2000-02-24,,,,,,,55.68,35.5,20.18,,,,,,,,,,,,,,,,,,,,,
2000-03-02,,,,,,,55.83,35.43,20.4,,,,,,,,,,,,,,,,,,,,,
2000-03-09,,,,,,,55.99,35.36,20.64,,,,,,,,,,,,,,,,,,,,,
2000-03-16,,,,,,,56.16,35.29,20.87,,,,,,,,,,,,,,,,,,,,,
2000-03-23,,,,,,,56.32,35.23,21.09,,,,,,,,,,,,,,,,,,,,,
2000-09-07,,,,,,,47.19,43.81,3.38,,,,,,,,,,,,,,,,,,,,,
2000-09-14,,,,,,,47.24,43.78,3.45,,,,,,,,,,,,,,,,,,,,,
2000-09-21,,,,,,,47.27,43.79,3.48,,,,,,,,,,,,,,,,,,,,,
2000-09-28,,,,,,,47.3,43.81,3.48,,,,,,,,,,,,,,,,,,,,,
2000-10-05,,,,,,,47.31,43.85,3.46,,,,,,,,,,,,,,,,,,,,,
2000-10-12,,,,,,,47.32,43.9,3.42,,,,,,,,,,,,,,,,,,,,,
2000-10-19,,,,,,,47.3,43.96,3.34,,,,,,,,,,,,,,,,,,,,,
2000-10-26,,,,,,,47.27,44.03,3.24,,,,,,,,,,,,,,,,,,,,,
2000-11-02,,,,,,,47.22,44.1,3.11,,,,,,,,,,,,,,,,,,,,,
2000-11-09,,,,,,,47.16,44.18,2.98,,,,,,,,,,,,,,,,,,,,,
2000-11-16,,,,,,,47.1,44.25,2.84,,,,,,,,,,,,,,,,,,,,,
2000-11-23,,,,,,,47.03,44.32,2.71,,,,,,,,,,,,,,,,,,,,,
2000-11-30,,,,,,,46.96,44.39,2.58,,,,,,,,,,,,,,,,,,,,,
2000-12-07,,,,,,,46.9,44.44,2.46,,,,,,,,,,,,,,,,,,,,,
2000-12-14,,,,,,,46.86,44.48,2.37,,,,,,,,,,,,,,,,,,,,,
2000-12-21,,,,,,,46.84,44.5,2.34,,,,,,,,,,,,,,,,,,,,,
2000-12-28,,,,,,,46.85,44.48,2.37,,,,,,,,,,,,,,,,,,,,,
2001-01-04,,,,,,,46.89,44.44,2.45,,,,,,,,,,,,,,,,,,,,,
2001-01-11,,,,,,,46.96,44.37,2.59,,,,,,,,,,,,,,,,,,,,,
2001-01-18,,,,,,,47.06,44.27,2.79,,,,,,,,,,,,,,,,,,,,,
2001-01-25,,,,,,,47.18,44.16,3.03,,,,,,,,,,,,,,,,,,,,,
2001-02-01,,,,,,,47.32,44.03,3.3,,,,,,,,,,,,,,,,,,,,,
2001-02-08,,,,,,,47.48,43.89,3.59,,,,,,,,,,,,,,,,,,,,,
2001-02-15,,,,,,,47.63,43.74,3.89,,,,,,,,,,,,,,,,,,,,,
2001-02-22,,,,,,,47.79,43.6,4.19,,,,,,,,,,,,,,,,,,,,,
2001-03-01,,,,,,,47.95,43.47,4.48,,,,,,,,,,,,,,,,,,,,,
2001-03-08,,,,,,,48.1,43.34,4.76,,,,,,,,,,,,,,,,,,,,,
2001-03-15,,,,,,,48.25,43.22,5.04,,,,,,,,,,,,,,,,,,,,,
2001-03-22,,,,,,,48.42,43.07,5.35,,,,,,,,,,,,,,,,,,,,,
2001-03-29,,,,,,,48.63,42.9,5.73,,,,,,,,,,,,,,,,,,,,,
2001-04-05,,,,,,,48.86,42.7,6.16,,,,,,,,,,,,,,,,,,,,,
2001-04-12,,,,,,,49.12,42.47,6.65,,,,,,,,,,,,,,,,,,,,,
2001-04-19,,,,,,,49.43,42.2,7.23,,,,,,,,,,,,,,,,,,,,,
2001-04-26,,,,,,,49.79,41.88,7.9,,,,,,,,,,,,,,,,,,,,,
2001-05-03,,,,,,,50.19,41.52,8.67,,,,,,,,,,,,,,,,,,,,,
2001-05-10,,,,,,,50.64,41.12,9.52,,,,,,,,,,,,,,,,,,,,,
2001-05-17,,,,,,,51.13,40.67,10.46,,,,,,,,,,,,,,,,,,,,,
2001-05-24,,,,,,,51.67,40.18,11.49,,,,,,,,,,,,,,,,,,,,,
2001-05-31,,,,,,,52.25,39.65,12.6,,,,,,,,,,,,,,,,,,,,,
2001-06-07,,,,,,,52.85,39.09,13.76,,,,,,,,,,,,,,,,,,,,,
2001-06-14,,,,,,,53.47,38.52,14.95,,,,,,,,,,,,,,,,,,,,,
2001-06-21,,,,,,,54.08,37.94,16.14,,,,,,,,,,,,,,,,,,,,,
2001-06-28,,,,,,,54.69,37.38,17.31,,,,,,,,,,,,,,,,,,,,,
2001-07-05,,,,,,,55.27,36.83,18.43,,,,,,,,,,,,,,,,,,,,,
2001-07-12,,,,,,,55.82,36.32,19.5,,,,,,,,,,,,,,,,,,,,,
2001-07-19,,,,,,,56.32,35.84,20.48,,,,,,,,,,,,,,,,,,,,,
2001-07-26,,,,,,,56.78,35.41,21.37,,,,,,,,,,,,,,,,,,,,,
2001-08-02,,,,,,,57.18,35.04,22.14,,,,,,,,,,,,,,,,,,,,,
2001-08-09,,,,,,,57.53,34.74,22.8,,,,,,,,,,,,,,,,,,,,,
2001-08-16,,,,,,,57.82,34.5,23.32,,,,,,,,,,,,,,,,,,,,,
2001-08-23,,,,,,,58.04,34.34,23.7,,,,,,,,,,,,,,,,,,,,,
2001-08-30,,,,,,,58.19,34.25,23.94,,,,,,,,,,,,,,,,,,,,,
2001-09-06,,,,,,,58.29,34.22,24.07,,,,,,,,,,,,,,,,,,,,,
2001-09-13,,,,,,,58.32,34.24,24.08,,,,,,,,,,,,,,,,,,,,,
2001-09-20,,,,,,,58.3,34.32,23.97,,,,,,,,,,,,,,,,,,,,,
2001-09-27,,,,,,,58.22,34.46,23.76,,,,,,,,,,,,,,,,,,,,,
2001-10-04,,,,,,,58.11,34.62,23.48,,,,,,,,,,,,,,,,,,,,,
2001-10-11,,,,,,,57.96,34.81,23.15,,,,,,,,,,,,,,,,,,,,,
2001-10-18,,,,,,,57.79,35.03,22.76,,,,,,,,,,,,,,,,,,,,,
2001-10-25,,,,,,,57.58,35.28,22.3,,,,,,,,,,,,,,,,,,,,,
2001-11-01,,,,,,,57.33,35.55,21.78,,,,,,,,,,,,,,,,,,,,,
2001-11-08,,,,,,,57.05,35.85,21.2,,,,,,,,,,,,,,,,,,,,,
2001-11-15,,,,,,,56.73,36.18,20.55,,,,,,,,,,,,,,,,,,,,,
2001-11-22,,,,,,,56.36,36.55,19.81,,,,,,,,,,,,,,,,,,,,,
2001-11-29,,,,,,,55.94,36.96,18.97,,,,,,,,,,,,,,,,,,,,,
2001-12-06,,,,,,,55.46,37.42,18.05,,,,,,,,,,,,,,,,,,,,,
2001-12-13,,,,,,,54.94,37.91,17.04,,,,,,,,,,,,,,,,,,,,,
2001-12-20,,,,,,,54.37,38.44,15.92,,,,,,,,,,,,,,,,,,,,,
2001-12-27,,,,,,,53.74,39.03,14.72,,,,,,,,,,,,,,,,,,,,,
2002-01-03,,,,,,,53.09,39.65,13.44,,,,,,,,,,,,,,,,,,,,,
2002-01-10,,,,,,,52.42,40.3,12.12,,,,,,,,,,,,,,,,,,,,,
2002-01-17,,,,,,,51.74,40.96,10.78,,,,,,,,,,,,,,,,,,,,,
2002-01-24,,,,,,,51.07,41.62,9.45,,,,,,,,,,,,,,,,,,,,,
2002-01-31,,,,,,,50.43,42.27,8.16,,,,,,,,,,,,,,,,,,,,,
2002-02-07,,,,,,,49.83,42.88,6.95,,,,,,,,,,,,,,,,,,,,,
2002-02-14,,,,,,,49.27,43.45,5.83,,,,,,,,,,,,,,,,,,,,,
2002-02-21,,,,,,,48.77,43.96,4.81,,,,,,,,,,,,,,,,,,,,,
2002-02-28,,,,,,,48.32,44.43,3.89,,,,,,,,,,,,,,,,,,,,,
2002-03-07,,,,,,,47.91,44.86,3.05,,,,,,,,,,,,,,,,,,,,,
2002-03-14,,,,,,,47.54,45.24,2.29,,,,,,,,,,,,,,,,,,,,,
2002-03-21,,,,,,,47.2,45.59,1.61,,,,,,,,,,,,,,,,,,,,,
2002-03-28,,,,,,,46.88,45.9,0.98,,,,,,,,,,,,,,,,,,,,,
2002-04-04,,,,,,,46.59,46.19,0.4,,,,,,,,,,,,,,,,,,,,,
2002-04-11,,,,,,,46.3,46.46,-0.15,,,,,,,,,,,,,,,,,,,,,
2002-04-18,,,,,,,46.03,46.7,-0.68,,,,,,,,,,,,,,,,,,,,,
2002-04-25,,,,,,,45.76,46.93,-1.17,,,,,,,,,,,,,,,,,,,,,
2002-05-02,,,,,,,45.51,47.15,-1.64,,,,,,,,,,,,,,,,,,,,,
2002-05-09,,,,,,,45.27,47.35,-2.08,,,,,,,,,,,,,,,,,,,,,
2002-05-16,,,,,,,45.04,47.54,-2.5,,,,,,,,,,,,,,,,,,,,,
2002-05-23,,,,,,,44.84,47.71,-2.87,,,,,,,,,,,,,,,,,,,,,
2002-05-30,,,,,,,44.68,47.86,-3.18,,,,,,,,,,,,,,,,,,,,,
2002-06-06,,,,,,,44.55,47.97,-3.42,,,,,,,,,,,,,,,,,,,,,
2002-06-13,,,,,,,44.47,48.04,-3.57,,,,,,,,,,,,,,,,,,,,,
2002-06-20,,,,,,,44.43,48.09,-3.66,,,,,,,,,,,,,,,,,,,,,
2002-06-27,,,,,,,44.42,48.12,-3.7,,,,,,,,,,,,,,,,,,,,,
2002-07-04,,,,,,,44.43,48.13,-3.7,,,,,,,,,,,,,,,,,,,,,
