date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),Reform,Reform (low),Reform (high),Con (19-24),Con (19-24) (low),Con (19-24) (high),Grn (19-24),Grn (19-24) (low),Grn (19-24) (high),LDem (19-24),LDem (19-24) (low),LDem (19-24) (high),Lab (19-24),Lab (19-24) (low),Lab (19-24) (high),PC (19-24),PC (19-24) (low),PC (19-24) (high),Reform (19-24),Reform (19-24) (low),Reform (19-24) (high),SNP (19-24),SNP (19-24) (low),SNP (19-24) (high),Ukip (19-24),Ukip (19-24) (low),Ukip (19-24) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),Reform (poll)
2021-01-22,,,,,,,,,,,,,,,,,,,21.26,20.25,22.24,3.28,2.56,3.99,6.1,5.51,6.59,19.8,18.28,21.15,,,,1.55,1.0,2.0,48.43,47.01,49.69,,,,,,,,,
2021-01-23,,,,,,,,,,,,,,,,,,,21.3,20.28,22.28,3.24,2.51,3.94,6.08,5.5,6.58,19.75,18.28,21.14,,,,1.53,1.0,2.0,48.46,47.05,49.66,,,,,,,,,
2021-01-24,,,,,,,,,,,,,,,,,,,21.35,20.3,22.33,3.2,2.48,3.89,6.07,5.49,6.57,19.71,18.28,21.12,,,,1.52,1.0,2.0,48.49,47.13,49.66,,,,,,,,,
2021-01-25,,,,,,,,,,,,,,,,,,,21.4,20.31,22.36,3.16,2.46,3.83,6.05,5.47,6.56,19.67,18.26,21.09,,,,1.5,1.0,2.0,48.51,47.25,49.65,,,,,,,,,
2021-01-26,,,,,,,,,,,,,,,,,,,21.44,20.35,22.39,3.12,2.45,3.77,6.04,5.45,6.55,19.62,18.23,21.05,,,,1.48,1.0,2.0,48.54,47.35,49.65,,,,,,,,,
2021-01-27,,,,,,,,,,,,,,,,,,,21.48,20.39,22.42,3.08,2.44,3.72,6.02,5.43,6.55,19.58,18.2,21.0,,,,1.47,1.0,2.0,48.57,47.41,49.63,,,,,,,,,
2021-01-28,,,,,,,,,,,,,,,,,,,21.52,20.44,22.45,3.05,2.42,3.69,6.01,5.42,6.55,19.55,18.2,20.95,,,,1.45,1.0,2.0,48.6,47.49,49.61,,,,,,,,,
2021-01-29,,,,,,,,,,,,,,,,,,,21.56,20.48,22.48,3.01,2.41,3.64,6.0,5.4,6.55,19.51,18.21,20.9,,,,1.44,1.0,2.0,48.62,47.59,49.59,,,,,,,,,
2021-01-30,,,,,,,,,,,,,,,,,,,21.6,20.52,22.51,2.98,2.4,3.59,5.98,5.35,6.54,19.48,18.22,20.87,,,,1.42,1.0,2.0,48.65,47.66,49.58,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,21.64,20.57,22.54,2.95,2.39,3.55,5.97,5.33,6.53,19.45,18.22,20.83,,,,1.4,1.0,2.0,48.68,47.69,49.56,,,,,,,,,
2021-02-01,,,,,,,,,,,,,,,,,,,21.67,20.61,22.59,2.91,2.37,3.5,5.96,5.32,6.52,19.41,18.23,20.8,,,,1.39,1.0,2.0,48.7,47.73,49.57,,,,,,,,,
2021-02-02,,,,,,,,,,,,,,,,,,,21.71,20.65,22.66,2.88,2.35,3.46,5.94,5.29,6.51,19.39,18.23,20.77,,,,1.37,1.0,2.0,48.73,47.76,49.6,,,,,,,,,
2021-02-03,,,,,,,,,,,,,,,,,,,21.74,20.7,22.68,2.86,2.34,3.41,5.93,5.26,6.51,19.36,18.22,20.74,,,,1.35,1.0,2.0,48.75,47.8,49.57,,,,,,,,,
2021-02-04,,,,,,,,,,,,,,,,,,,21.77,20.74,22.68,2.83,2.31,3.37,5.92,5.23,6.51,19.33,18.16,20.71,,,,1.34,1.0,2.0,48.77,47.83,49.54,,,,,,,,,
2021-02-05,,,,,,,,,,,,,,,,,,,21.8,20.79,22.68,2.8,2.3,3.34,5.91,5.22,6.51,19.31,18.15,20.68,,,,1.32,1.0,2.0,48.79,47.88,49.52,,,,,,,,,
2021-02-06,,,,,,,,,,,,,,,,,,,21.83,20.83,22.68,2.77,2.26,3.33,5.9,5.2,6.5,19.29,18.11,20.65,,,,1.3,1.0,2.0,48.82,47.93,49.5,,,,,,,,,
2021-02-07,,,,,,,,,,,,,,,,,,,21.86,20.88,22.71,2.75,2.23,3.32,5.88,5.19,6.47,19.27,18.12,20.62,,,,1.29,1.0,2.0,48.83,47.98,49.47,,,,,,,,,
2021-02-08,,,,,,,,,,,,,,,,,,,21.89,20.93,22.75,2.73,2.22,3.31,5.87,5.18,6.47,19.25,18.14,20.59,,,,1.27,1.0,2.0,48.85,48.03,49.5,,,,,,,,,
2021-02-09,,,,,,,,,,,,,,,,,,,21.92,20.97,22.77,2.7,2.19,3.28,5.86,5.18,6.48,19.23,18.17,20.56,,,,1.25,1.0,2.0,48.87,48.07,49.51,,,,,,,,,
2021-02-10,,,,,,,,,,,,,,,,,,,21.94,21.01,22.78,2.68,2.17,3.24,5.86,5.17,6.48,19.22,18.16,20.53,,,,1.24,1.0,2.0,48.88,48.09,49.52,,,,,,,,,
2021-02-11,,,,,,,,,,,,,,,,,,,21.97,21.04,22.83,2.66,2.12,3.23,5.85,5.14,6.48,19.2,18.15,20.5,,,,1.22,1.0,2.0,48.9,48.12,49.54,,,,,,,,,
2021-02-12,,,,,,,,,,,,,,,,,,,21.99,21.07,22.83,2.64,2.08,3.18,5.84,5.13,6.47,19.19,18.13,20.48,,,,1.2,1.0,2.0,48.91,48.17,49.53,,,,,,,,,
2021-02-13,,,,,,,,,,,,,,,,,,,22.02,21.13,22.82,2.62,2.04,3.17,5.84,5.12,6.47,19.18,18.12,20.46,,,,1.18,1.0,2.0,48.91,48.21,49.5,,,,,,,,,
2021-02-14,,,,,,,,,,,,,,,,,,,22.04,21.19,22.83,2.6,2.01,3.16,5.83,5.11,6.46,19.18,18.12,20.43,,,,1.17,1.0,2.0,48.92,48.25,49.48,,,,,,,,,
2021-02-15,,,,,,,,,,,,,,,,,,,22.06,21.21,22.85,2.58,1.99,3.15,5.83,5.11,6.46,19.17,18.11,20.39,,,,1.15,1.0,2.0,48.92,48.28,49.49,,,,,,,,,
2021-02-16,,,,,,,,,,,,,,,,,,,22.08,21.23,22.86,2.57,1.96,3.13,5.82,5.14,6.46,19.17,18.14,20.36,,,,1.14,1.0,2.0,48.92,48.27,49.45,,,,,,,,,
2021-02-17,,,,,,,,,,,,,,,,,,,22.1,21.24,22.88,2.55,1.95,3.12,5.82,5.16,6.47,19.16,18.21,20.35,,,,1.12,1.0,2.0,48.92,48.26,49.44,,,,,,,,,
2021-02-18,,,,,,,,,,,,,,,,,,,22.12,21.26,22.9,2.54,1.93,3.11,5.82,5.17,6.48,19.16,18.2,20.35,,,,1.11,1.0,2.0,48.92,48.25,49.43,,,,,,,,,
2021-02-19,,,,,,,,,,,,,,,,,,,22.14,21.3,22.91,2.53,1.92,3.09,5.82,5.17,6.49,19.16,18.2,20.36,,,,1.09,1.0,2.0,48.91,48.26,49.4,,,,,,,,,
2021-02-20,,,,,,,,,,,,,,,,,,,22.15,21.35,22.92,2.51,1.91,3.06,5.82,5.16,6.49,19.16,18.26,20.34,,,,1.08,1.0,2.0,48.9,48.3,49.39,,,,,,,,,
2021-02-21,,,,,,,,,,,,,,,,,,,22.17,21.38,22.92,2.5,1.9,3.04,5.83,5.19,6.49,19.17,18.28,20.31,,,,1.07,1.0,2.0,48.89,48.29,49.38,,,,,,,,,
2021-02-22,,,,,,,,,,,,,,,,,,,22.18,21.39,22.91,2.49,1.89,3.01,5.83,5.18,6.48,19.17,18.28,20.29,,,,1.05,1.0,2.0,48.88,48.27,49.36,,,,,,,,,
2021-02-23,,,,,,,,,,,,,,,,,,,22.2,21.43,22.91,2.48,1.87,3.01,5.84,5.18,6.49,19.18,18.28,20.27,,,,1.04,1.0,2.0,48.86,48.23,49.35,,,,,,,,,
2021-02-24,,,,,,,,,,,,,,,,,,,22.21,21.46,22.91,2.48,1.86,3.01,5.84,5.19,6.49,19.18,18.28,20.26,,,,1.03,1.0,2.0,48.84,48.22,49.34,,,,,,,,,
2021-02-25,,,,,,,,,,,,,,,,,,,22.22,21.5,22.92,2.47,1.86,3.02,5.85,5.19,6.51,19.19,18.28,20.25,,,,1.03,1.0,2.0,48.82,48.21,49.33,,,,,,,,,
2021-02-26,,,,,,,,,,,,,,,,,,,22.23,21.51,22.91,2.46,1.84,3.02,5.85,5.19,6.52,19.19,18.29,20.23,,,,1.02,1.0,2.0,48.8,48.19,49.32,,,,,,,,,
2021-02-27,,,,,,,,,,,,,,,,,,,22.24,21.55,22.89,2.45,1.83,3.02,5.86,5.19,6.53,19.2,18.33,20.19,,,,1.01,1.0,2.0,48.78,48.17,49.29,,,,,,,,,
2021-02-28,,,,,,,,,,,,,,,,,,,22.25,21.57,22.89,2.45,1.84,3.01,5.87,5.19,6.54,19.21,18.37,20.15,,,,1.01,1.0,2.0,48.76,48.14,49.27,,,,,,,,,
2021-03-01,,,,,,,,,,,,,,,,,,,22.26,21.6,22.89,2.44,1.85,3.0,5.87,5.2,6.54,19.21,18.41,20.13,,,,1.01,1.0,2.0,48.74,48.1,49.27,,,,,,,,,
2021-03-02,,,,,,,,,,,,,,,,,,,22.27,21.62,22.88,2.44,1.85,2.99,5.88,5.21,6.54,19.22,18.42,20.11,,,,1.0,1.0,2.0,48.72,48.06,49.25,,,,,,,,,
2021-03-03,,,,,,,,,,,,,,,,,,,22.28,21.65,22.86,2.44,1.86,2.99,5.89,5.22,6.54,19.22,18.42,20.09,,,,1.0,1.0,2.0,48.69,48.03,49.22,,,,,,,,,
2021-03-04,,,,,,,,,,,,,,,,,,,22.29,21.68,22.86,2.43,1.87,2.98,5.9,5.24,6.54,19.23,18.43,20.08,,,,1.0,1.0,2.0,48.67,48.01,49.21,,,,,,,,,
2021-03-05,,,,,,,,,,,,,,,,,,,22.3,21.69,22.84,2.43,1.88,2.97,5.9,5.24,6.54,19.23,18.44,20.08,,,,1.0,1.0,2.0,48.65,47.99,49.19,,,,,,,,,
2021-03-06,,,,,,,,,,,,,,,,,,,22.31,21.69,22.85,2.43,1.88,2.97,5.91,5.26,6.55,19.24,18.44,20.06,,,,1.0,1.0,1.0,48.62,47.97,49.17,,,,23.0,17.0,5.0,3.0,50.0,1.0
2021-03-07,,,,,,,,,,,,,,,,,,,22.31,21.71,22.87,2.42,1.88,2.97,5.92,5.28,6.57,19.24,18.46,20.04,,,,,,,48.6,47.95,49.14,,,,,,,,,
2021-03-08,,,,,,,,,,,,,,,,,,,22.32,21.72,22.87,2.42,1.89,2.96,5.93,5.29,6.59,19.25,18.46,20.05,,,,,,,48.58,47.94,49.12,,,,23.0,17.0,5.0,3.0,50.0,
2021-03-09,,,,,,,,,,,,,,,,,,,22.32,21.74,22.87,2.42,1.9,2.94,5.94,5.29,6.61,19.25,18.48,20.04,,,,,,,48.56,47.92,49.12,,,,,,,,,
2021-03-10,,,,,,,,,,,,,,,,,,,22.33,21.76,22.88,2.42,1.9,2.93,5.95,5.29,6.61,19.25,18.5,20.04,,,,,,,48.54,47.91,49.12,,,,,,,,,
2021-03-11,,,,,,,,,,,,,,,,,,,22.34,21.77,22.88,2.42,1.9,2.93,5.95,5.29,6.61,19.26,18.5,20.02,,,,,,,48.52,47.88,49.12,,,,,,,,,
2021-03-12,,,,,,,,,,,,,,,,,,,22.34,21.79,22.89,2.41,1.9,2.93,5.96,5.3,6.61,19.26,18.51,20.03,,,,,,,48.5,47.86,49.12,,,,,,,,,
2021-03-13,,,,,,,,,,,,,,,,,,,22.34,21.8,22.88,2.41,1.9,2.93,5.97,5.31,6.62,19.26,18.51,20.02,,,,,,,48.48,47.85,49.11,,,,,,,,,
2021-03-14,,,,,,,,,,,,,,,,,,,22.35,21.81,22.88,2.41,1.9,2.92,5.98,5.31,6.63,19.26,18.52,20.02,,,,,,,48.47,47.84,49.11,,,,,,,,,
2021-03-15,,,,,,,,,,,,,,,,,,,22.35,21.81,22.89,2.41,1.9,2.91,5.98,5.31,6.64,19.26,18.52,20.01,,,,,,,48.45,47.83,49.11,,,,,,,,,
2021-03-16,,,,,,,,,,,,,,,,,,,22.36,21.81,22.88,2.41,1.9,2.91,5.99,5.32,6.64,19.26,18.52,20.0,,,,,,,48.43,47.81,49.11,,,,23.0,19.0,5.0,3.0,50.0,
2021-03-17,,,,,,,,,,,,,,,,,,,22.36,21.81,22.88,2.41,1.9,2.92,6.0,5.32,6.65,19.27,18.54,19.99,,,,,,,48.42,47.8,49.1,,,,,,,,,
2021-03-18,,,,,,,,,,,,,,,,,,,22.36,21.82,22.88,2.41,1.9,2.92,6.0,5.33,6.65,19.27,18.54,19.99,,,,,,,48.4,47.78,49.08,,,,21.0,21.0,7.0,1.0,49.0,
2021-03-19,,,,,,,,,,,,,,,,,,,22.36,21.82,22.88,2.41,1.89,2.92,6.01,5.34,6.65,19.27,18.54,19.98,,,,,,,48.39,47.77,49.07,,,,21.0,19.0,7.0,3.0,47.0,
2021-03-20,,,,,,,,,,,,,,,,,,,22.36,21.82,22.88,2.41,1.89,2.92,6.02,5.35,6.67,19.27,18.54,19.98,,,,,,,48.38,47.75,49.06,,,,,,,,,
2021-03-21,,,,,,,,,,,,,,,,,,,22.37,21.82,22.87,2.4,1.89,2.92,6.02,5.37,6.67,19.27,18.54,19.99,,,,,,,48.36,47.74,49.05,,,,,,,,,
2021-03-22,,,,,,,,,,,,,,,,,,,22.37,21.82,22.87,2.4,1.89,2.93,6.03,5.38,6.67,19.27,18.54,19.99,,,,,,,48.35,47.74,49.04,,,,24.0,17.0,4.0,4.0,49.0,
2021-03-23,,,,,,,,,,,,,,,,,,,22.37,21.82,22.87,2.4,1.89,2.93,6.04,5.39,6.67,19.27,18.54,19.98,,,,,,,48.34,47.73,49.03,,,,,,,,,
2021-03-24,,,,,,,,,,,,,,,,,,,22.37,21.83,22.87,2.4,1.89,2.93,6.04,5.4,6.68,19.28,18.55,19.97,,,,,,,48.33,47.71,49.02,,,,,,,,,
2021-03-25,,,,,,,,,,,,,,,,,,,22.37,21.83,22.87,2.4,1.88,2.93,6.05,5.41,6.68,19.28,18.54,19.96,,,,,,,48.32,47.7,49.01,,,,,,,,,
2021-03-26,,,,,,,,,,,,,,,,,,,22.37,21.84,22.87,2.4,1.87,2.93,6.06,5.42,6.69,19.28,18.54,19.96,,,,,,,48.31,47.69,49.0,,,,,,,,,
2021-03-27,,,,,,,,,,,,,,,,,,,22.37,21.84,22.87,2.4,1.87,2.93,6.06,5.43,6.69,19.28,18.54,19.95,,,,,,,48.3,47.69,48.99,,,,,,,,,
2021-03-28,,,,,,,,,,,,,,,,,,,22.36,21.83,22.87,2.4,1.86,2.93,6.07,5.44,6.69,19.28,18.55,19.95,,,,,,,48.29,47.68,48.98,,,,,,,,,
2021-03-29,,,,,,,,,,,,,,,,,,,22.36,21.83,22.87,2.4,1.86,2.93,6.07,5.45,6.7,19.29,18.56,19.95,,,,,,,48.28,47.67,48.97,,,,,,,,,
2021-03-30,,,,,,,,,,,,,,,,,,,22.36,21.84,22.87,2.4,1.86,2.93,6.08,5.46,6.7,19.29,18.56,19.95,,,,,,,48.27,47.66,48.96,,,,21.0,21.0,8.0,1.0,49.0,
2021-03-31,,,,,,,,,,,,,,,,,,,22.36,21.84,22.87,2.4,1.86,2.93,6.08,5.47,6.7,19.29,18.56,19.96,,,,,,,48.26,47.66,48.96,,,,,,,,,
2021-04-01,,,,,,,,,,,,,,,,,,,22.36,21.84,22.86,2.39,1.87,2.93,6.09,5.47,6.7,19.29,18.56,19.96,,,,,,,48.25,47.65,48.95,,,,,,,,,
2021-04-02,,,,,,,,,,,,,,,,,,,22.36,21.84,22.86,2.39,1.87,2.94,6.1,5.48,6.7,19.3,18.57,19.97,,,,,,,48.24,47.64,48.94,,,,,,,,,
2021-04-03,,,,,,,,,,,,,,,,,,,22.35,21.84,22.86,2.39,1.87,2.94,6.1,5.49,6.71,19.3,18.57,19.98,,,,,,,48.24,47.64,48.93,,,,,,,,,
2021-04-04,,,,,,,,,,,,,,,,,,,22.35,21.84,22.86,2.39,1.87,2.93,6.11,5.5,6.71,19.3,18.57,19.98,,,,,,,48.23,47.63,48.92,,,,,,,,,
2021-04-05,,,,,,,,,,,,,,,,,,,22.35,21.84,22.86,2.39,1.87,2.93,6.11,5.5,6.71,19.31,18.56,19.99,,,,,,,48.22,47.63,48.91,,,,,,,,,
2021-04-06,,,,,,,,,,,,,,,,,,,22.35,21.83,22.85,2.39,1.86,2.93,6.12,5.51,6.72,19.31,18.56,20.0,,,,,,,48.21,47.62,48.9,,,,24.0,19.0,4.0,1.0,50.0,
2021-04-07,,,,,,,,,,,,,,,,,,,22.35,21.83,22.85,2.39,1.86,2.93,6.12,5.51,6.72,19.31,18.56,20.0,,,,,,,48.21,47.61,48.89,,,,,,,,,
2021-04-08,,,,,,,,,,,,,,,,,,,22.34,21.82,22.85,2.38,1.85,2.93,6.13,5.52,6.72,19.32,18.56,20.01,,,,,,,48.2,47.6,48.88,,,,,,,,,
2021-04-09,,,,,,,,,,,,,,,,,,,22.34,21.82,22.84,2.38,1.84,2.93,6.13,5.53,6.72,19.32,18.56,20.01,,,,,,,48.19,47.6,48.87,,,,,,,,,
2021-04-10,,,,,,,,,,,,,,,,,,,22.34,21.82,22.84,2.38,1.84,2.93,6.14,5.53,6.73,19.32,18.56,20.02,,,,,,,48.18,47.59,48.86,,,,,,,,,
2021-04-11,,,,,,,,,,,,,,,,,,,22.34,21.82,22.85,2.38,1.83,2.94,6.15,5.54,6.73,19.33,18.56,20.01,,,,,,,48.18,47.59,48.85,,,,,,,,,
2021-04-12,,,,,,,,,,,,,,,,,,,22.33,21.81,22.85,2.38,1.82,2.94,6.15,5.54,6.73,19.33,18.56,20.01,,,,,,,48.17,47.59,48.84,,,,,,,,,
2021-04-13,,,,,,,,,,,,,,,,,,,22.33,21.79,22.85,2.37,1.82,2.94,6.16,5.55,6.73,19.34,18.56,20.01,,,,,,,48.16,47.58,48.83,,,,,,,,,
2021-04-14,,,,,,,,,,,,,,,,,,,22.33,21.8,22.86,2.37,1.81,2.94,6.17,5.56,6.73,19.34,18.56,20.01,,,,,,,48.15,47.58,48.82,,,,,,,,,
2021-04-15,,,,,,,,,,,,,,,,,,,22.33,21.8,22.86,2.37,1.81,2.94,6.17,5.56,6.73,19.34,18.56,20.02,,,,,,,48.14,47.57,48.81,,,,,,,,,
2021-04-16,,,,,,,,,,,,,,,,,,,22.32,21.78,22.86,2.37,1.81,2.94,6.18,5.57,6.74,19.35,18.56,20.03,,,,,,,48.13,47.56,48.8,,,,,,,,,
2021-04-17,,,,,,,,,,,,,,,,,,,22.32,21.77,22.86,2.36,1.81,2.94,6.19,5.57,6.74,19.35,18.57,20.04,,,,,,,48.12,47.55,48.79,,,,,,,,,
2021-04-18,,,,,,,,,,,,,,,,,,,22.32,21.76,22.87,2.36,1.8,2.94,6.19,5.58,6.74,19.36,18.57,20.05,,,,,,,48.12,47.54,48.78,,,,,,,,,
2021-04-19,,,,,,,,,,,,,,,,,,,22.32,21.75,22.87,2.36,1.79,2.94,6.2,5.59,6.75,19.36,18.57,20.06,,,,,,,48.1,47.54,48.77,,,,,,,,,
2021-04-20,,,,,,,,,,,,,,,,,,,22.32,21.74,22.87,2.36,1.79,2.94,6.21,5.6,6.77,19.37,18.57,20.07,,,,,,,48.09,47.53,48.75,,,,24.0,19.0,4.0,3.0,48.0,
2021-04-21,,,,,,,,,,,,,,,,,,,22.31,21.74,22.87,2.35,1.78,2.94,6.22,5.61,6.79,19.38,18.58,20.08,,,,,,,48.08,47.53,48.74,,,,,,,,,
2021-04-22,,,,,,,,,,,,,,,,,,,22.31,21.73,22.88,2.35,1.78,2.94,6.22,5.61,6.81,19.38,18.58,20.09,,,,,,,48.07,47.53,48.73,,,,21.0,22.0,8.0,1.0,47.0,
2021-04-23,,,,,,,,,,,,,,,,,,,22.31,21.73,22.88,2.35,1.77,2.94,6.23,5.62,6.82,19.39,18.59,20.09,,,,,,,48.06,47.52,48.71,,,,,,,,,
2021-04-24,,,,,,,,,,,,,,,,,,,22.31,21.72,22.89,2.34,1.76,2.94,6.24,5.62,6.83,19.39,18.61,20.1,,,,,,,48.05,47.52,48.7,,,,,,,,,
2021-04-25,,,,,,,,,,,,,,,,,,,22.31,21.72,22.89,2.34,1.76,2.94,6.25,5.63,6.83,19.4,18.62,20.1,,,,,,,48.04,47.51,48.68,,,,,,,,,
2021-04-26,,,,,,,,,,,,,,,,,,,22.3,21.71,22.88,2.34,1.75,2.94,6.26,5.65,6.83,19.41,18.63,20.11,,,,,,,48.02,47.5,48.67,,,,22.0,20.5,7.5,4.0,45.5,
2021-04-27,,,,,,,,,,,,,,,,,,,22.3,21.71,22.86,2.33,1.74,2.94,6.27,5.66,6.83,19.41,18.64,20.11,,,,,,,48.01,47.48,48.64,,,,,,,,,
2021-04-28,,,,,,,,,,,,,,,,,,,22.3,21.72,22.85,2.33,1.74,2.94,6.28,5.67,6.83,19.42,18.65,20.11,,,,,,,47.99,47.47,48.61,,,,,,,,,
2021-04-29,,,,,,,,,,,,,,,,,,,22.3,21.73,22.85,2.33,1.73,2.94,6.29,5.68,6.85,19.43,18.66,20.1,,,,,,,47.98,47.45,48.58,,,,,,,,,
2021-04-30,,,,,,,,,,,,,,,,,,,22.3,21.73,22.84,2.33,1.72,2.95,6.3,5.7,6.86,19.43,18.68,20.1,,,,,,,47.96,47.44,48.55,,,,20.0,20.0,7.0,3.0,48.0,
2021-05-01,,,,,,,,,,,,,,,,,,,22.3,21.71,22.84,2.32,1.71,2.95,6.31,5.71,6.88,19.44,18.69,20.1,,,,,,,47.95,47.42,48.52,,,,,,,,,
2021-05-02,,,,,,,,,,,,,,,,,,,22.3,21.7,22.84,2.32,1.71,2.95,6.32,5.72,6.89,19.45,18.71,20.1,,,,,,,47.93,47.41,48.51,,,,,,,,,
2021-05-03,,,,,,,,,,,,,,,,,,,22.3,21.7,22.84,2.32,1.7,2.95,6.33,5.73,6.91,19.45,18.74,20.09,,,,,,,47.92,47.4,48.5,,,,25.0,20.0,6.0,1.0,47.0,
2021-05-04,,,,,,,,,,,,,,,,,,,22.29,21.72,22.83,2.31,1.69,2.96,6.34,5.75,6.92,19.46,18.75,20.1,,,,,,,47.9,47.39,48.49,,,,22.0,19.5,6.0,2.5,48.0,
2021-05-05,,,,,,,,,,,,,,,,,,,22.29,21.72,22.82,2.31,1.68,2.96,6.35,5.76,6.94,19.47,18.77,20.11,,,,,,,47.88,47.39,48.48,,,,,,,,,
2021-05-06,,,,,,,,,,,,,,,,,,,22.29,21.72,22.82,2.31,1.68,2.97,6.36,5.77,6.95,19.47,18.78,20.13,,,,,,,47.87,47.38,48.45,,,,,,,,,
2021-05-07,,,,,,,,,,,,,,,,,,,22.29,21.71,22.83,2.3,1.67,2.98,6.37,5.79,6.96,19.48,18.79,20.13,,,,,,,47.85,47.38,48.43,,,,,,,,,
2021-05-08,,,,,,,,,,,,,,,,,,,22.29,21.7,22.83,2.3,1.66,2.97,6.38,5.8,6.97,19.49,18.8,20.15,,,,,,,47.83,47.37,48.41,,,,,,,,,
2021-05-09,,,,,,,,,,,,,,,,,,,22.29,21.68,22.83,2.3,1.65,2.99,6.39,5.81,6.99,19.49,18.81,20.16,,,,,,,47.81,47.35,48.39,,,,,,,,,
2021-05-10,,,,,,,,,,,,,,,,,,,22.29,21.68,22.83,2.3,1.65,3.0,6.4,5.82,7.0,19.5,18.83,20.16,,,,,,,47.8,47.33,48.36,,,,,,,,,
2021-05-11,,,,,,,,,,,,,,,,,,,22.29,21.66,22.84,2.3,1.63,3.01,6.41,5.82,7.02,19.5,18.84,20.17,,,,,,,47.78,47.32,48.33,,,,,,,,,
2021-05-12,,,,,,,,,,,,,,,,,,,22.29,21.64,22.86,2.29,1.62,3.01,6.42,5.83,7.05,19.51,18.85,20.2,,,,,,,47.76,47.31,48.32,,,,,,,,,
2021-05-13,,,,,,,,,,,,,,,,,,,22.29,21.63,22.87,2.29,1.61,3.02,6.43,5.84,7.05,19.51,18.86,20.22,,,,,,,47.75,47.29,48.31,,,,22.0,16.0,7.0,,49.0,
2021-05-14,,,,,,,,,,,,,,,,,,,22.29,21.62,22.88,2.29,1.6,3.03,6.45,5.85,7.06,19.51,18.86,20.23,,,,,,,47.73,47.28,48.29,,,,,,,,,
2021-05-15,,,,,,,,,,,,,,,,,,,22.29,21.63,22.9,2.29,1.59,3.03,6.46,5.87,7.07,19.51,18.87,20.25,,,,,,,47.71,47.26,48.28,,,,,,,,,
2021-05-16,,,,,,,,,,,,,,,,,,,22.29,21.62,22.91,2.29,1.58,3.04,6.47,5.88,7.08,19.52,18.88,20.28,,,,,,,47.7,47.25,48.26,,,,,,,,,
2021-05-17,,,,,,,,,,,,,,,,,,,22.29,21.6,22.91,2.29,1.57,3.05,6.48,5.89,7.1,19.52,18.88,20.3,,,,,,,47.68,47.24,48.23,,,,,,,,,
2021-05-18,,,,,,,,,,,,,,,,,,,22.29,21.59,22.93,2.29,1.55,3.06,6.49,5.91,7.1,19.52,18.86,20.32,,,,,,,47.67,47.23,48.2,,,,,,,,,
2021-05-19,,,,,,,,,,,,,,,,,,,22.29,21.59,22.95,2.29,1.53,3.06,6.49,5.92,7.11,19.52,18.85,20.34,,,,,,,47.65,47.22,48.2,,,,,,,,,
2021-05-20,,,,,,,,,,,,,,,,,,,22.29,21.58,22.96,2.29,1.51,3.07,6.5,5.94,7.11,19.51,18.83,20.33,,,,,,,47.64,47.2,48.18,,,,,,,,,
2021-05-21,,,,,,,,,,,,,,,,,,,22.29,21.57,22.97,2.29,1.5,3.08,6.51,5.95,7.12,19.51,18.81,20.33,,,,,,,47.63,47.18,48.16,,,,,,,,,
2021-05-22,,,,,,,,,,,,,,,,,,,22.29,21.55,22.98,2.29,1.48,3.08,6.52,5.95,7.12,19.51,18.79,20.32,,,,,,,47.61,47.14,48.16,,,,,,,,,
2021-05-23,,,,,,,,,,,,,,,,,,,22.29,21.54,22.99,2.29,1.47,3.09,6.53,5.95,7.13,19.5,18.77,20.33,,,,,,,47.6,47.12,48.15,,,,,,,,,
2021-05-24,,,,,,,,,,,,,,,,,,,22.3,21.53,23.0,2.3,1.45,3.1,6.54,5.97,7.14,19.5,18.76,20.34,,,,,,,47.59,47.12,48.14,,,,,,,,,
2021-05-25,,,,,,,,,,,,,,,,,,,22.3,21.51,23.01,2.3,1.44,3.1,6.55,5.98,7.15,19.49,18.76,20.35,,,,,,,47.58,47.11,48.14,,,,,,,,,
2021-05-26,,,,,,,,,,,,,,,,,,,22.3,21.51,23.02,2.3,1.43,3.11,6.55,5.99,7.15,19.49,18.76,20.35,,,,,,,47.57,47.08,48.14,,,,,,,,,
2021-05-27,,,,,,,,,,,,,,,,,,,22.3,21.51,23.03,2.31,1.42,3.12,6.56,5.99,7.16,19.48,18.73,20.36,,,,,,,47.56,47.07,48.13,,,,,,,,,
2021-05-28,,,,,,,,,,,,,,,,,,,22.3,21.51,23.04,2.31,1.41,3.12,6.57,5.98,7.16,19.47,18.71,20.36,,,,,,,47.55,47.06,48.12,,,,,,,,,
2021-05-29,,,,,,,,,,,,,,,,,,,22.3,21.51,23.04,2.31,1.41,3.13,6.58,5.98,7.16,19.47,18.7,20.37,,,,,,,47.54,47.04,48.1,,,,,,,,,
2021-05-30,,,,,,,,,,,,,,,,,,,22.3,21.52,23.05,2.32,1.4,3.13,6.58,5.99,7.16,19.46,18.69,20.37,,,,,,,47.54,47.02,48.08,,,,,,,,,
2021-05-31,,,,,,,,,,,,,,,,,,,22.3,21.52,23.06,2.32,1.4,3.14,6.59,6.0,7.17,19.45,18.68,20.38,,,,,,,47.53,47.01,48.07,,,,,,,,,
