date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (19-24),Con (19-24) (low),Con (19-24) (high),Grn (19-24),Grn (19-24) (low),Grn (19-24) (high),LDem (19-24),LDem (19-24) (low),LDem (19-24) (high),Lab (19-24),Lab (19-24) (low),Lab (19-24) (high),PC (19-24),PC (19-24) (low),PC (19-24) (high),Reform (19-24),Reform (19-24) (low),Reform (19-24) (high),Ukip (19-24),Ukip (19-24) (low),Ukip (19-24) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),PC (poll),Reform (poll)
2019-12-12,,,,,,,,,,,,,,,,,,,37.76,36.44,41.0,1.35,1.11,2.0,5.65,5.0,5.91,39.24,36.0,40.56,11.05,10.26,13.0,4.3,3.0,4.79,,,,36.0,41.0,6.0,1.0,10.0,5.0
2019-12-13,,,,,,,,,,,,,,,,,,,37.88,36.5,41.0,1.38,1.13,2.0,5.62,5.0,5.9,39.12,36.0,40.5,11.13,10.3,13.0,4.25,3.0,4.77,,,,,,,,,
2019-12-14,,,,,,,,,,,,,,,,,,,38.0,36.56,41.0,1.4,1.14,2.0,5.6,5.0,5.89,39.0,36.0,40.44,11.2,10.34,13.0,4.2,3.0,4.76,,,,,,,,,
2019-12-15,,,,,,,,,,,,,,,,,,,38.11,36.62,41.0,1.42,1.16,2.0,5.58,5.0,5.88,38.89,36.0,40.38,11.27,10.37,13.0,4.15,3.0,4.74,,,,,,,,,
2019-12-16,,,,,,,,,,,,,,,,,,,38.22,36.68,41.0,1.44,1.17,2.0,5.56,5.0,5.86,38.78,36.0,40.32,11.33,10.41,13.0,4.11,3.0,4.72,,,,,,,,,
2019-12-17,,,,,,,,,,,,,,,,,,,38.32,36.74,41.0,1.46,1.18,2.0,5.54,5.0,5.85,38.68,36.0,40.26,11.39,10.45,13.0,4.07,3.0,4.7,,,,,,,,,
2019-12-18,,,,,,,,,,,,,,,,,,,38.41,36.8,41.0,1.48,1.19,2.0,5.52,5.0,5.84,38.59,36.0,40.2,11.45,10.48,13.0,4.04,3.0,4.68,,,,,,,,,
2019-12-19,,,,,,,,,,,,,,,,,,,38.5,36.86,41.0,1.5,1.21,2.0,5.5,5.0,5.83,38.5,36.0,40.14,11.5,10.52,13.0,4.0,3.0,4.65,,,,,,,,,
2019-12-20,,,,,,,,,,,,,,,,,,,38.58,36.92,41.0,1.52,1.22,2.0,5.48,5.0,5.82,38.42,36.0,40.08,11.55,10.55,13.0,3.97,3.0,4.63,,,,,,,,,
2019-12-21,,,,,,,,,,,,,,,,,,,38.66,36.98,41.0,1.53,1.23,2.0,5.47,5.0,5.8,38.34,36.0,40.02,11.59,10.59,13.0,3.94,3.0,4.61,,,,,,,,,
2019-12-22,,,,,,,,,,,,,,,,,,,38.73,37.04,41.0,1.55,1.24,2.0,5.45,5.0,5.79,38.27,36.0,39.96,11.64,10.62,13.0,3.91,3.0,4.59,,,,,,,,,
2019-12-23,,,,,,,,,,,,,,,,,,,38.8,37.09,41.0,1.56,1.25,2.0,5.44,5.0,5.78,38.2,36.0,39.91,11.68,10.65,13.0,3.88,3.0,4.56,,,,,,,,,
2019-12-24,,,,,,,,,,,,,,,,,,,38.86,37.14,41.0,1.57,1.26,2.0,5.43,5.0,5.77,38.14,36.0,39.86,11.72,10.69,13.0,3.86,3.0,4.54,,,,,,,,,
2019-12-25,,,,,,,,,,,,,,,,,,,38.92,37.2,41.0,1.58,1.27,2.0,5.42,5.0,5.76,38.08,36.0,39.8,11.75,10.72,13.0,3.83,3.0,4.52,,,,,,,,,
2019-12-26,,,,,,,,,,,,,,,,,,,38.98,37.25,41.0,1.6,1.28,2.0,5.4,5.0,5.75,38.02,36.0,39.75,11.79,10.75,13.0,3.81,3.0,4.5,,,,,,,,,
2019-12-27,,,,,,,,,,,,,,,,,,,39.03,37.3,41.0,1.61,1.29,2.0,5.39,5.0,5.74,37.97,36.0,39.7,11.82,10.78,13.0,3.79,3.0,4.48,,,,,,,,,
2019-12-28,,,,,,,,,,,,,,,,,,,39.08,37.35,41.0,1.62,1.3,2.0,5.38,5.0,5.73,37.92,36.0,39.65,11.85,10.81,13.0,3.77,3.0,4.46,,,,,,,,,
2019-12-29,,,,,,,,,,,,,,,,,,,39.13,37.4,41.0,1.63,1.31,2.0,5.37,5.0,5.72,37.87,36.0,39.6,11.88,10.84,13.0,3.75,3.0,4.44,,,,,,,,,
2019-12-30,,,,,,,,,,,,,,,,,,,39.18,37.45,41.0,1.64,1.32,2.0,5.36,5.0,5.71,37.82,36.0,39.55,11.91,10.87,13.0,3.73,3.0,4.42,,,,,,,,,
2019-12-31,,,,,,,,,,,,,,,,,,,39.23,37.5,41.0,1.65,1.33,2.0,5.35,5.0,5.7,37.77,36.0,39.5,11.94,10.9,13.0,3.71,3.0,4.4,,,,,,,,,
2020-01-01,,,,,,,,,,,,,,,,,,,39.27,37.54,41.0,1.65,1.33,2.0,5.35,5.0,5.69,37.73,36.0,39.46,11.96,10.93,13.0,3.69,3.0,4.38,,,,,,,,,
2020-01-02,,,,,,,,,,,,,,,,,,,39.32,37.59,41.0,1.66,1.34,2.0,5.34,5.0,5.68,37.68,36.0,39.41,11.99,10.96,13.0,3.67,3.0,4.36,,,,,,,,,
2020-01-03,,,,,,,,,,,,,,,,,,,39.36,37.64,41.0,1.67,1.35,2.0,5.33,5.0,5.67,37.64,36.0,39.36,12.02,10.99,13.0,3.66,3.0,4.34,,,,,,,,,
2020-01-04,,,,,,,,,,,,,,,,,,,39.4,37.69,41.0,1.68,1.36,2.0,5.32,5.0,5.66,37.6,36.0,39.31,12.04,11.01,13.0,3.64,3.0,4.32,,,,,,,,,
2020-01-05,,,,,,,,,,,,,,,,,,,39.45,37.74,41.0,1.69,1.37,2.0,5.31,5.0,5.65,37.55,36.0,39.26,12.07,11.05,13.0,3.62,3.0,4.3,,,,,,,,,
2020-01-06,,,,,,,,,,,,,,,,,,,39.49,37.79,41.0,1.7,1.37,2.0,5.3,5.0,5.64,37.51,36.0,39.21,12.09,11.08,13.0,3.6,3.0,4.28,,,,,,,,,
2020-01-07,,,,,,,,,,,,,,,,,,,39.53,37.85,41.0,1.71,1.38,2.0,5.29,5.0,5.63,37.47,36.0,39.15,12.12,11.11,13.0,3.59,3.0,4.26,,,,,,,,,
2020-01-08,,,,,,,,,,,,,,,,,,,39.58,37.9,41.0,1.72,1.39,2.0,5.28,5.0,5.62,37.42,36.0,39.1,12.15,11.14,13.0,3.57,3.0,4.24,,,,,,,,,
2020-01-09,,,,,,,,,,,,,,,,,,,39.62,37.96,41.0,1.72,1.4,2.0,5.28,5.0,5.61,37.38,36.0,39.04,12.17,11.17,13.0,3.55,3.0,4.22,,,,,,,,,
2020-01-10,,,,,,,,,,,,,,,,,,,39.67,38.02,41.0,1.73,1.41,2.0,5.27,5.0,5.6,37.33,36.0,38.98,12.2,11.21,13.0,3.53,3.0,4.19,,,,,,,,,
2020-01-11,,,,,,,,,,,,,,,,,,,39.72,38.08,41.0,1.74,1.42,2.0,5.26,5.0,5.58,37.28,36.0,38.92,12.23,11.25,13.0,3.51,3.0,4.17,,,,,,,,,
2020-01-12,,,,,,,,,,,,,,,,,,,39.76,38.14,41.0,1.75,1.44,2.0,5.25,5.0,5.57,37.24,36.0,38.86,12.26,11.29,13.0,3.49,3.0,4.14,,,,,,,,,
2020-01-13,,,,,,,,,,,,,,,,,,,39.81,38.21,41.0,1.76,1.45,2.0,5.24,5.0,5.56,37.19,36.0,38.79,12.29,11.33,13.0,3.47,3.0,4.11,,,,,,,,,
2020-01-14,,,,,,,,,,,,,,,,,,,39.86,38.29,41.0,1.77,1.46,2.0,5.23,5.0,5.54,37.14,36.0,38.71,12.32,11.37,13.0,3.45,3.0,4.09,,,,,,,,,
2020-01-15,,,,,,,,,,,,,,,,,,,39.92,38.36,41.0,1.78,1.48,2.0,5.22,5.0,5.53,37.08,36.0,38.64,12.35,11.42,13.0,3.43,3.0,4.05,,,,,,,,,
2020-01-16,,,,,,,,,,,,,,,,,,,39.97,38.45,41.0,1.79,1.49,2.0,5.21,5.0,5.51,37.03,36.0,38.55,12.38,11.47,13.0,3.41,3.0,4.02,,,,,,,,,
2020-01-17,,,,,,,,,,,,,,,,,,,40.02,38.53,41.0,1.8,1.51,2.0,5.2,5.0,5.49,36.98,36.0,38.47,12.41,11.52,13.0,3.39,3.0,3.99,,,,,,,,,
2020-01-18,,,,,,,,,,,,,,,,,,,40.08,38.63,41.0,1.82,1.53,2.0,5.18,5.0,5.47,36.92,36.0,38.37,12.45,11.58,13.0,3.37,3.0,3.95,,,,,,,,,
2020-01-19,,,,,,,,,,,,,,,,,,,40.14,38.73,41.0,1.83,1.55,2.0,5.17,5.0,5.45,36.86,36.0,38.27,12.48,11.64,13.0,3.34,3.0,3.91,,,,,,,,,
2020-01-20,,,,,,,,,,,,,,,,,,,40.2,38.83,41.0,1.84,1.57,2.0,5.16,5.0,5.43,36.8,36.0,38.17,12.52,11.7,13.0,3.32,3.0,3.87,,,,,,,,,
2020-01-21,,,,,,,,,,,,,,,,,,,40.26,38.94,41.0,1.85,1.59,2.0,5.15,5.0,5.41,36.74,36.0,38.06,12.55,11.77,13.0,3.3,3.0,3.82,,,,41.0,36.0,5.0,2.0,13.0,3.0
2020-01-22,,,,,,,,,,,,,,,,,,,40.32,39.06,41.0,1.86,1.61,2.0,5.14,5.0,5.39,36.68,36.0,37.94,12.59,11.84,13.0,3.27,3.0,3.77,,,,,,,,,
2020-01-23,,,,,,,,,,,,,,,,,,,40.38,39.19,41.0,1.88,1.64,2.0,5.12,5.0,5.36,36.62,36.0,37.81,12.63,11.91,13.0,3.25,3.0,3.72,,,,,,,,,
2020-01-24,,,,,,,,,,,,,,,,,,,40.44,39.32,41.0,1.89,1.66,2.0,5.11,5.0,5.34,36.56,36.0,37.68,12.66,11.99,13.0,3.22,3.0,3.67,,,,,,,,,
2020-01-25,,,,,,,,,,,,,,,,,,,40.5,39.46,41.0,1.9,1.69,2.0,5.1,5.0,5.31,36.5,36.0,37.54,12.7,12.08,13.0,3.2,3.0,3.62,,,,,,,,,
2020-01-26,,,,,,,,,,,,,,,,,,,40.56,39.6,41.0,1.91,1.72,2.0,5.09,5.0,5.28,36.44,36.0,37.4,12.74,12.16,13.0,3.18,3.0,3.56,,,,41.0,36.0,5.0,2.0,13.0,3.0
2020-01-27,,,,,,,,,,,,,,,,,,,40.62,39.75,41.0,1.92,1.75,2.0,5.08,5.0,5.25,36.38,36.0,37.25,12.77,12.25,13.0,3.15,3.0,3.5,,,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,40.67,39.9,41.0,1.93,1.78,2.0,5.07,5.0,5.22,36.33,36.0,37.1,12.8,12.34,13.0,3.13,3.0,3.44,,,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,40.72,40.05,41.0,1.94,1.81,2.0,5.06,5.0,5.19,36.28,36.0,36.95,12.83,12.43,13.0,3.11,3.0,3.38,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,40.77,40.2,41.0,1.95,1.84,2.0,5.05,5.0,5.16,36.23,36.0,36.8,12.86,12.52,13.0,3.09,3.0,3.32,,,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,40.82,40.34,41.0,1.96,1.87,2.0,5.04,5.0,5.13,36.18,36.0,36.66,12.89,12.6,13.0,3.07,3.0,3.26,,,,,,,,,
2020-02-01,,,,,,,,,,,,,,,,,,,40.86,40.48,41.0,1.97,1.9,2.0,5.03,5.0,5.1,36.14,36.0,36.52,12.92,12.69,13.0,3.06,3.0,3.21,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,40.89,40.6,41.0,1.98,1.92,2.0,5.02,5.0,5.08,36.11,36.0,36.4,12.94,12.76,13.0,3.04,3.0,3.16,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,40.92,40.71,41.0,1.98,1.94,2.0,5.02,5.0,5.06,36.08,36.0,36.29,12.95,12.83,13.0,3.03,3.0,3.12,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,40.95,40.8,41.0,1.99,1.96,2.0,5.01,5.0,5.04,36.05,36.0,36.2,12.97,12.88,13.0,3.02,3.0,3.08,,,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,40.97,36.0,41.0,1.99,1.96,2.0,5.01,5.0,6.0,36.03,36.0,41.0,12.98,10.0,13.0,3.01,3.0,3.39,0.0,0.0,0.0,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,40.98,36.31,41.0,2.0,1.98,2.0,5.0,5.0,5.94,36.02,36.0,40.78,12.99,10.03,13.0,3.01,3.0,3.05,0.0,0.0,0.0,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,40.99,38.38,41.01,2.0,1.38,2.0,5.0,5.0,5.52,36.01,36.0,39.34,12.99,10.24,13.0,3.0,3.0,3.02,0.0,0.0,0.0,,,,,,
2020-02-08,,,,,,,,,,,,,,,,,,,41.01,40.99,45.12,2.0,1.87,2.0,5.0,4.18,5.0,36.0,34.62,36.01,13.0,10.78,13.0,3.0,3.0,3.01,0.0,0.0,0.0,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,41.02,41.0,45.95,2.0,1.99,2.0,5.0,4.01,5.0,35.99,34.04,36.0,12.99,10.99,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-10,,,,,,,,,,,,,,,,,,,41.04,41.0,46.0,2.0,2.0,2.0,4.99,4.0,5.0,35.98,34.0,36.0,12.98,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-11,,,,,,,,,,,,,,,,,,,41.07,41.0,46.0,2.0,2.0,2.0,4.99,4.0,5.0,35.97,34.0,36.0,12.97,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-12,,,,,,,,,,,,,,,,,,,41.11,41.0,46.0,2.0,2.0,2.0,4.98,4.0,5.0,35.95,34.0,36.0,12.95,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-13,,,,,,,,,,,,,,,,,,,41.17,41.0,46.0,2.0,2.0,2.0,4.97,4.0,5.0,35.93,34.0,36.0,12.93,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-14,,,,,,,,,,,,,,,,,,,41.24,41.0,46.0,2.0,2.0,2.0,4.95,4.0,5.0,35.9,34.0,36.0,12.9,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-15,,,,,,,,,,,,,,,,,,,41.32,41.0,46.0,2.0,2.0,2.0,4.94,4.0,5.0,35.87,34.0,36.0,12.87,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,41.42,41.0,46.0,2.0,2.0,2.0,4.92,4.0,5.0,35.83,34.0,36.0,12.83,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,41.53,41.0,46.0,2.0,2.0,2.0,4.89,4.0,5.0,35.79,34.0,36.0,12.79,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-18,,,,,,,,,,,,,,,,,,,41.65,41.0,46.0,2.0,2.0,2.0,4.87,4.0,5.0,35.74,34.0,36.0,12.74,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-19,,,,,,,,,,,,,,,,,,,41.78,41.0,46.0,2.0,2.0,2.0,4.84,4.0,5.0,35.69,34.0,36.0,12.69,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-20,,,,,,,,,,,,,,,,,,,41.93,41.0,46.0,2.0,2.0,2.0,4.81,4.0,5.0,35.63,34.0,36.0,12.63,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-21,,,,,,,,,,,,,,,,,,,42.08,41.0,46.0,2.0,2.0,2.0,4.78,4.0,5.0,35.57,34.0,36.0,12.57,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-22,,,,,,,,,,,,,,,,,,,42.23,41.0,46.0,2.0,2.0,2.0,4.75,4.0,5.0,35.51,34.0,36.0,12.51,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,42.4,41.0,46.0,2.0,2.0,2.0,4.72,4.0,5.0,35.44,34.0,36.0,12.44,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,42.57,41.0,46.0,2.0,2.0,2.0,4.69,4.0,5.0,35.37,34.0,36.0,12.37,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-25,,,,,,,,,,,,,,,,,,,42.74,41.0,46.0,2.0,2.0,2.0,4.65,4.0,5.0,35.3,34.0,36.0,12.3,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-26,,,,,,,,,,,,,,,,,,,42.92,41.0,46.0,2.0,2.0,2.0,4.62,4.0,5.0,35.23,34.0,36.0,12.23,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-27,,,,,,,,,,,,,,,,,,,43.09,41.0,46.0,2.0,2.0,2.0,4.58,4.0,5.0,35.16,34.0,36.0,12.16,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-28,,,,,,,,,,,,,,,,,,,43.28,41.0,46.0,2.0,2.0,2.0,4.54,4.0,5.0,35.09,34.0,36.0,12.09,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-02-29,,,,,,,,,,,,,,,,,,,43.46,41.0,46.0,2.0,2.0,2.0,4.51,4.0,5.0,35.02,34.0,36.0,12.02,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-01,,,,,,,,,,,,,,,,,,,43.64,41.0,46.0,2.0,2.0,2.0,4.47,4.0,5.0,34.95,34.0,36.0,11.95,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,43.82,41.0,46.0,2.0,2.0,2.0,4.44,4.0,5.0,34.87,34.0,36.0,11.87,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,44.0,41.0,46.0,2.0,2.0,2.0,4.4,4.0,5.0,34.8,34.0,36.0,11.8,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,44.17,41.0,46.0,2.0,2.0,2.0,4.37,4.0,5.0,34.73,34.0,36.0,11.73,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,44.34,41.0,46.0,2.0,2.0,2.0,4.33,4.0,5.0,34.66,34.0,36.0,11.66,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,44.51,41.0,46.0,2.0,2.0,2.0,4.3,4.0,5.0,34.59,34.0,36.0,11.59,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,44.68,41.0,46.0,2.0,2.0,2.0,4.26,4.0,5.0,34.53,34.0,36.0,11.53,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,44.84,41.0,46.0,2.0,2.0,2.0,4.23,4.0,5.0,34.47,34.0,36.0,11.47,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,44.99,41.0,46.0,2.0,2.0,2.0,4.2,4.0,5.0,34.41,34.0,36.0,11.41,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,45.13,41.0,46.0,2.0,2.0,2.0,4.17,4.0,5.0,34.35,34.0,36.0,11.35,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,45.26,41.0,46.0,2.0,2.0,2.0,4.15,4.0,5.0,34.29,34.0,36.0,11.29,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,45.39,41.0,46.0,2.0,2.0,2.0,4.12,4.0,5.0,34.25,34.0,36.0,11.25,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,45.5,41.0,46.0,2.0,2.0,2.0,4.1,4.0,5.0,34.2,34.0,36.0,11.2,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,45.6,41.0,46.0,2.0,2.0,2.0,4.08,4.0,5.0,34.16,34.0,36.0,11.16,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,45.69,41.0,46.0,2.0,2.0,2.0,4.06,4.0,5.0,34.12,34.0,36.0,11.12,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,45.76,41.0,46.0,2.0,2.0,2.0,4.05,4.0,5.0,34.09,34.0,36.0,11.09,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,45.83,41.0,46.0,2.0,2.0,2.0,4.03,4.0,5.0,34.07,34.0,36.0,11.07,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-18,,,,,,,,,,,,,,,,,,,45.88,41.0,46.0,2.0,2.0,2.0,4.02,4.0,5.0,34.05,34.0,36.0,11.05,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-19,,,,,,,,,,,,,,,,,,,45.92,41.0,46.0,2.0,2.0,2.0,4.02,4.0,5.0,34.03,34.0,36.0,11.03,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-20,,,,,,,,,,,,,,,,,,,45.95,41.0,46.0,2.0,2.0,2.0,4.01,4.0,5.0,34.02,34.0,36.0,11.02,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-21,,,,,,,,,,,,,,,,,,,45.97,41.0,46.0,2.0,2.0,2.0,4.01,4.0,5.0,34.01,34.0,36.0,11.01,11.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,45.98,45.9,46.0,2.0,2.0,2.0,4.0,4.0,4.02,34.01,34.0,34.04,11.01,11.0,11.04,3.0,3.0,3.0,,,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,45.99,45.95,46.0,2.0,2.0,2.0,4.0,4.0,4.01,34.0,34.0,34.02,11.0,11.0,11.02,3.0,3.0,3.0,,,,,,,,,
2020-03-24,,,,,,,,,,,,,,,,,,,46.0,45.99,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.01,11.0,11.0,11.01,3.0,3.0,3.0,,,,,,,,,
2020-03-25,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.0,11.0,11.0,11.0,3.0,3.0,3.0,,,,,,,,,
2020-03-26,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.0,11.0,11.0,11.0,3.0,3.0,3.0,,,,,,,,,
2020-03-27,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.0,11.0,11.0,11.0,3.0,3.0,3.0,,,,,,,,,
2020-03-28,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.0,11.0,11.0,11.0,3.0,3.0,3.0,,,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.0,11.0,11.0,11.0,3.0,3.0,3.0,,,,,,,,,
2020-03-30,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.0,11.0,11.0,11.0,3.0,3.0,3.0,,,,,,,,,
2020-03-31,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.0,11.0,11.0,11.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-01,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,34.0,34.0,34.0,11.0,11.0,11.0,3.0,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-02,,,,,,,,,,,,,,,,,,,46.0,35.0,46.0,2.0,2.0,2.0,4.0,4.0,5.0,34.0,34.0,39.0,11.0,11.0,15.0,3.0,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-03,,,,,,,,,,,,,,,,,,,45.98,35.0,46.0,2.0,2.0,3.0,4.0,4.0,5.0,34.01,34.0,39.0,11.01,11.0,15.0,3.0,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-04,,,,,,,,,,,,,,,,,,,45.96,35.0,46.0,2.0,2.0,3.0,4.0,4.0,5.0,34.02,34.0,39.0,11.01,11.0,15.0,3.0,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,45.92,35.0,46.0,2.01,2.0,3.0,4.01,4.0,5.0,34.04,34.0,39.0,11.03,11.0,15.0,2.99,2.0,3.0,0.0,0.0,0.0,46.0,34.0,4.0,2.0,11.0,3.0
2020-04-06,,,,,,,,,,,,,,,,,,,45.86,35.0,46.0,2.01,2.0,3.0,4.01,4.0,5.0,34.07,34.0,39.0,11.05,11.0,15.0,2.99,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-07,,,,,,,,,,,,,,,,,,,45.77,35.0,46.0,2.02,2.0,3.0,4.02,4.0,5.0,34.1,34.0,39.0,11.08,11.0,15.0,2.98,2.0,3.0,0.0,0.0,0.0,46.0,34.0,4.0,2.0,11.0,3.0
2020-04-08,,,,,,,,,,,,,,,,,,,45.67,35.0,46.0,2.03,2.0,3.0,4.03,4.0,5.0,34.15,34.0,39.0,11.12,11.0,15.0,2.97,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-09,,,,,,,,,,,,,,,,,,,45.54,35.0,46.0,2.04,2.0,3.0,4.04,4.0,5.0,34.21,34.0,39.0,11.17,11.0,15.0,2.96,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-10,,,,,,,,,,,,,,,,,,,45.39,35.0,46.0,2.06,2.0,3.0,4.06,4.0,5.0,34.28,34.0,39.0,11.22,11.0,15.0,2.94,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-11,,,,,,,,,,,,,,,,,,,45.22,35.0,46.0,2.07,2.0,3.0,4.07,4.0,5.0,34.35,34.0,39.0,11.28,11.0,15.0,2.93,2.0,3.0,0.0,0.0,0.0,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,45.04,35.0,46.0,2.09,2.0,3.0,4.09,4.0,5.0,34.44,34.0,39.0,11.35,11.0,15.0,2.91,2.0,3.0,0.0,0.0,0.0,,,,,,
