date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (19-24),Con (19-24) (low),Con (19-24) (high),Grn (19-24),Grn (19-24) (low),Grn (19-24) (high),LDem (19-24),LDem (19-24) (low),LDem (19-24) (high),Lab (19-24),Lab (19-24) (low),Lab (19-24) (high),PC (19-24),PC (19-24) (low),PC (19-24) (high),Reform (19-24),Reform (19-24) (low),Reform (19-24) (high),Ukip (19-24),Ukip (19-24) (low),Ukip (19-24) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),PC (poll),Reform (poll)
2021-02-27,,,,,,,,,,,,,,,,,,,34.61,33.0,34.94,3.15,3.0,4.0,3.75,2.49,3.96,35.25,35.04,36.51,17.05,17.0,17.51,2.46,2.0,5.0,,,,,,,,,
2021-02-28,,,,,,,,,,,,,,,,,,,34.63,33.0,34.93,3.13,3.0,4.0,3.75,2.38,3.96,35.25,35.04,36.62,17.07,17.0,17.62,2.39,2.0,5.0,,,,,,,,,
2021-03-01,,,,,,,,,,,,,,,,,,,34.64,33.0,34.93,3.11,3.0,4.0,3.74,2.29,3.97,35.26,35.03,36.71,17.08,17.0,17.71,2.33,2.0,5.0,,,,,,,,,
2021-03-02,,,,,,,,,,,,,,,,,,,34.64,33.0,34.94,3.09,3.0,4.0,3.72,2.21,3.98,35.28,35.02,36.79,17.1,17.0,17.79,2.27,2.0,5.0,,,,,,,,,
2021-03-03,,,,,,,,,,,,,,,,,,,34.63,33.0,34.96,3.07,3.0,4.0,3.7,2.15,3.98,35.3,35.02,36.85,17.12,17.0,17.85,2.22,2.0,5.0,,,,,,,,,
2021-03-04,,,,,,,,,,,,,,,,,,,34.63,33.0,35.0,3.06,3.0,4.0,3.67,2.0,4.0,35.33,35.0,37.0,17.14,17.0,18.0,2.17,2.0,5.0,,,,,,,,,
2021-03-05,,,,,,,,,,,,,,,,,,,34.61,33.0,35.0,3.04,3.0,4.0,3.65,2.0,4.0,35.35,35.0,37.0,17.16,16.99,18.0,2.13,2.0,5.0,,,,,,,,,
2021-03-06,,,,,,,,,,,,,,,,,,,34.59,33.0,35.0,3.03,3.0,4.0,3.62,2.0,4.0,35.39,35.0,37.0,17.18,16.91,17.98,2.09,2.0,5.0,,,,,,,,,
2021-03-07,,,,,,,,,,,,,,,,,,,34.57,33.0,35.0,3.02,3.0,4.0,3.58,2.01,4.0,35.42,35.01,37.0,17.19,16.62,17.96,2.06,2.0,5.0,,,,,,,,,
2021-03-08,,,,,,,,,,,,,,,,,,,34.55,33.0,35.01,3.01,3.0,4.0,3.55,2.02,3.99,35.46,35.01,37.0,17.2,15.95,17.96,2.04,2.0,5.0,,,,,,,,,
2021-03-09,,,,,,,,,,,,,,,,,,,34.52,33.0,35.01,3.01,3.0,4.0,3.51,2.02,3.99,35.5,35.01,37.0,17.21,15.05,17.98,2.02,2.0,5.0,,,,,,,,,
2021-03-10,,,,,,,,,,,,,,,,,,,34.5,33.0,35.62,3.0,3.0,4.0,3.47,2.01,4.0,35.54,35.0,37.0,17.21,14.38,17.99,2.01,2.0,5.0,,,,,,,,,
2021-03-11,,,,,,,,,,,,,,,,,,,34.48,33.0,35.91,3.0,3.0,4.0,3.44,2.0,4.0,35.58,35.0,37.0,17.21,14.09,18.0,2.0,2.0,5.0,,,,,,,,,
2021-03-12,,,,,,,,,,,,,,,,,,,34.46,33.0,35.99,3.0,3.0,4.0,3.4,2.0,4.0,35.63,35.0,37.0,17.2,14.01,18.0,2.0,2.0,5.0,,,,,,,,,
2021-03-13,,,,,,,,,,,,,,,,,,,34.44,33.0,36.0,3.0,3.0,3.0,3.37,2.0,4.0,35.67,35.0,37.0,17.18,14.0,18.0,2.0,2.0,2.0,,,,,,,,,
2021-03-14,,,,,,,,,,,,,,,,,,,34.43,33.0,36.0,3.0,3.0,3.0,3.33,2.0,4.0,35.72,35.0,37.0,17.17,14.0,18.0,2.0,2.0,2.0,,,,,,,,,
2021-03-15,,,,,,,,,,,,,,,,,,,34.42,33.0,36.0,3.0,3.0,5.0,3.3,2.0,4.0,35.76,35.0,37.0,17.14,14.0,18.0,2.0,2.0,2.0,,,,,,,,,
2021-03-16,,,,,,,,,,,,,,,,,,,34.41,33.0,35.98,3.0,3.0,5.0,3.27,2.0,4.0,35.8,35.0,37.01,17.12,14.01,18.0,2.0,2.0,2.0,,,,,,,,,
2021-03-17,,,,,,,,,,,,,,,,,,,34.41,33.0,35.96,3.01,3.0,5.0,3.25,2.01,4.0,35.84,35.01,37.02,17.09,14.02,17.99,2.0,2.0,2.0,,,,35.0,35.0,4.0,3.0,17.0,2.0
2021-03-18,,,,,,,,,,,,,,,,,,,34.4,33.01,35.92,3.01,3.0,5.0,3.23,2.02,4.01,35.88,35.02,37.04,17.06,14.04,17.98,2.0,2.0,2.0,,,,,,,,,
2021-03-19,,,,,,,,,,,,,,,,,,,34.4,33.01,35.88,3.02,3.0,5.0,3.21,2.03,4.01,35.92,35.04,37.06,17.02,14.06,17.97,2.0,2.0,2.0,,,,,,,,,
2021-03-20,,,,,,,,,,,,,,,,,,,34.4,33.01,35.84,3.04,3.0,5.0,3.19,2.04,4.02,35.96,35.06,37.08,16.98,14.08,17.96,2.0,2.0,2.0,,,,,,,,,
2021-03-21,,,,,,,,,,,,,,,,,,,34.41,33.02,35.79,3.06,3.0,5.0,3.18,2.06,4.03,36.01,35.09,37.11,16.94,14.11,17.94,2.0,2.0,2.0,,,,,,,,,
2021-03-22,,,,,,,,,,,,,,,,,,,34.41,33.03,35.74,3.08,3.0,5.0,3.17,2.09,4.04,36.05,35.12,37.13,16.9,14.13,17.91,2.0,2.0,2.0,,,,,,,,,
2021-03-23,,,,,,,,,,,,,,,,,,,34.41,33.04,35.69,3.11,3.0,5.0,3.17,2.11,4.05,36.09,35.16,37.15,16.85,14.15,17.89,2.0,2.0,2.0,,,,,,,,,
2021-03-24,,,,,,,,,,,,,,,,,,,34.42,33.05,35.65,3.14,3.0,5.0,3.17,2.14,4.07,36.13,35.21,37.18,16.81,14.18,17.86,2.0,2.0,2.0,,,,,,,,,
2021-03-25,,,,,,,,,,,,,,,,,,,34.42,33.06,35.6,3.17,3.0,5.0,3.17,2.17,4.09,36.17,35.26,37.2,16.76,14.2,17.83,2.0,2.0,2.0,,,,,,,,,
2021-03-26,,,,,,,,,,,,,,,,,,,34.43,33.07,35.56,3.21,3.0,5.0,3.17,2.2,4.11,36.2,35.32,37.22,16.72,14.22,17.8,2.0,2.0,2.0,,,,,,,,,
2021-03-27,,,,,,,,,,,,,,,,,,,34.43,33.08,35.52,3.25,3.0,5.0,3.18,2.23,4.12,36.24,35.37,37.25,16.67,14.24,17.77,2.0,2.0,2.0,,,,,,,,,
2021-03-28,,,,,,,,,,,,,,,,,,,34.44,33.09,35.49,3.29,3.0,5.0,3.18,2.26,4.14,36.28,35.39,37.28,16.63,14.26,17.74,2.0,2.0,2.0,,,,,,,,,
2021-03-29,,,,,,,,,,,,,,,,,,,34.44,33.1,35.45,3.33,3.0,5.0,3.19,2.3,4.17,36.31,35.42,37.31,16.59,14.27,17.7,2.0,2.0,2.0,,,,,,,,,
2021-03-30,,,,,,,,,,,,,,,,,,,34.45,33.11,35.42,3.37,3.0,5.0,3.2,2.33,4.19,36.35,35.44,37.33,16.55,14.29,17.67,2.0,2.0,2.0,,,,,,,,,
2021-03-31,,,,,,,,,,,,,,,,,,,34.45,33.12,35.39,3.42,3.0,5.0,3.21,2.37,4.21,36.38,35.46,37.36,16.51,14.3,17.63,2.0,2.0,2.0,,,,,,,,,
2021-04-01,,,,,,,,,,,,,,,,,,,34.45,33.13,35.39,3.46,3.0,5.0,3.22,2.4,4.23,36.41,35.48,37.38,16.47,14.32,17.6,2.0,2.0,2.0,,,,,,,,,
2021-04-02,,,,,,,,,,,,,,,,,,,34.46,33.14,35.4,3.5,3.0,5.0,3.23,2.41,4.25,36.45,35.51,37.4,16.43,14.33,17.57,2.0,2.0,2.0,,,,,,,,,
2021-04-03,,,,,,,,,,,,,,,,,,,34.46,33.16,35.42,3.54,3.0,5.0,3.24,2.42,4.27,36.48,35.53,37.41,16.39,14.34,17.53,2.0,2.0,2.0,,,,,,,,,
2021-04-04,,,,,,,,,,,,,,,,,,,34.46,33.17,35.43,3.59,3.0,5.0,3.25,2.42,4.29,36.51,35.55,37.43,16.36,14.35,17.51,2.0,2.0,2.0,,,,,,,,,
2021-04-05,,,,,,,,,,,,,,,,,,,34.46,33.18,35.44,3.63,3.0,5.0,3.26,2.43,4.31,36.53,35.57,37.44,16.32,14.36,17.51,2.0,2.0,2.0,,,,,,,,,
2021-04-06,,,,,,,,,,,,,,,,,,,34.47,33.19,35.46,3.67,3.0,5.0,3.27,2.44,4.33,36.56,35.6,37.46,16.29,14.37,17.52,2.0,2.0,2.0,,,,,,,,,
2021-04-07,,,,,,,,,,,,,,,,,,,34.47,33.2,35.47,3.71,3.0,5.0,3.28,2.44,4.35,36.59,35.65,37.47,16.26,14.38,17.53,2.0,2.0,2.0,,,,,,,,,
2021-04-08,,,,,,,,,,,,,,,,,,,34.47,33.21,35.48,3.75,3.0,5.0,3.29,2.45,4.37,36.62,35.69,37.48,16.23,14.39,17.53,2.0,2.0,2.0,,,,,,,,,
2021-04-09,,,,,,,,,,,,,,,,,,,34.47,33.22,35.49,3.79,3.0,5.0,3.3,2.45,4.39,36.65,35.74,37.49,16.2,14.4,17.53,2.0,2.0,2.0,,,,,,,,,
2021-04-10,,,,,,,,,,,,,,,,,,,34.47,33.23,35.49,3.83,3.0,5.0,3.31,2.46,4.41,36.67,35.78,37.5,16.17,14.41,17.51,2.0,2.0,2.0,,,,,,,,,
2021-04-11,,,,,,,,,,,,,,,,,,,34.47,33.24,35.48,3.87,3.0,5.0,3.31,2.46,4.43,36.7,35.83,37.51,16.14,14.42,17.49,2.0,2.0,2.0,,,,,,,,,
2021-04-12,,,,,,,,,,,,,,,,,,,34.47,33.24,35.46,3.9,3.0,5.0,3.32,2.47,4.45,36.72,35.88,37.51,16.11,14.42,17.47,2.0,2.0,2.0,,,,,,,,,
2021-04-13,,,,,,,,,,,,,,,,,,,34.47,33.25,35.45,3.94,3.0,5.0,3.33,2.47,4.47,36.75,35.93,37.52,16.09,14.43,17.45,2.0,2.0,2.0,,,,,,,,,
2021-04-14,,,,,,,,,,,,,,,,,,,34.46,33.26,35.44,3.98,3.0,5.0,3.34,2.48,4.49,36.77,35.97,37.53,16.06,14.43,17.43,2.0,2.0,2.0,,,,,,,,,
2021-04-15,,,,,,,,,,,,,,,,,,,34.46,33.27,35.44,4.02,3.0,5.0,3.34,2.48,4.51,36.8,36.03,37.54,16.04,14.44,17.42,2.0,2.0,2.0,,,,,,,,,
2021-04-16,,,,,,,,,,,,,,,,,,,34.46,33.27,35.43,4.06,3.0,5.0,3.35,2.48,4.53,36.82,36.08,37.54,16.02,14.45,17.4,2.0,2.0,2.0,,,,,,,,,
2021-04-17,,,,,,,,,,,,,,,,,,,34.46,33.28,35.42,4.1,3.0,5.0,3.35,2.49,4.55,36.85,36.13,37.55,15.99,14.45,17.38,2.0,2.0,2.0,,,,,,,,,
2021-04-18,,,,,,,,,,,,,,,,,,,34.45,33.29,35.44,4.13,3.0,5.0,3.36,2.49,4.57,36.87,36.19,37.55,15.97,14.46,17.37,2.0,2.0,2.0,,,,,,,,,
2021-04-19,,,,,,,,,,,,,,,,,,,34.45,33.25,35.45,4.17,3.0,5.0,3.36,2.41,4.59,36.9,36.24,37.59,15.95,14.46,17.71,2.0,2.0,2.0,,,,33.0,37.0,2.0,,18.0,
2021-04-20,,,,,,,,,,,,,,,,,,,34.44,33.26,35.47,4.21,3.0,5.0,3.37,2.4,4.61,36.92,36.28,37.61,15.93,14.46,17.72,2.0,2.0,2.0,,,,,,,,,
2021-04-21,,,,,,,,,,,,,,,,,,,34.44,33.26,35.49,4.25,2.99,5.0,3.37,2.39,4.63,36.95,36.31,37.62,15.91,14.47,17.73,2.0,2.0,2.0,,,,,,,,,
2021-04-22,,,,,,,,,,,,,,,,,,,34.44,33.26,35.52,4.29,2.98,5.0,3.37,2.37,4.65,36.97,36.34,37.64,15.89,14.47,17.74,2.0,2.0,2.0,,,,,,,,,
2021-04-23,,,,,,,,,,,,,,,,,,,34.44,33.27,35.55,4.32,2.96,4.99,3.37,2.36,4.67,37.0,36.38,37.64,15.86,14.48,17.74,2.0,2.0,2.0,,,,,,,,,
2021-04-24,,,,,,,,,,,,,,,,,,,34.45,33.28,35.64,4.35,2.92,4.99,3.37,2.34,4.69,37.03,36.41,37.65,15.84,14.48,17.74,2.0,2.0,2.0,,,,,,,,,
2021-04-25,,,,,,,,,,,,,,,,,,,34.46,33.31,35.78,4.38,2.87,4.98,3.38,2.34,4.71,37.05,36.45,37.65,15.81,14.48,17.73,2.0,2.0,2.0,,,,,,,,,
2021-04-26,,,,,,,,,,,,,,,,,,,34.47,33.33,35.85,4.4,2.81,4.98,3.38,2.34,4.72,37.08,36.48,37.66,15.78,14.46,17.64,2.0,2.0,2.0,,,,,,,,,
2021-04-27,,,,,,,,,,,,,,,,,,,34.49,33.38,35.88,4.42,2.73,4.97,3.38,2.34,4.74,37.11,36.52,37.66,15.74,14.41,17.57,2.0,2.0,2.0,,,,,,,,,
2021-04-28,,,,,,,,,,,,,,,,,,,34.52,33.44,36.01,4.43,2.64,4.96,3.38,2.34,4.76,37.14,36.56,37.67,15.7,14.35,17.46,2.0,2.0,2.0,,,,,,,,,
2021-04-29,,,,,,,,,,,,,,,,,,,34.55,33.56,36.14,4.43,2.55,4.94,3.39,2.35,4.77,37.16,36.59,37.67,15.66,14.26,17.36,2.0,2.0,2.0,,,,,,,,,
2021-04-30,,,,,,,,,,,,,,,,,,,34.58,33.61,36.21,4.43,2.46,4.92,3.39,2.36,4.78,37.19,36.68,37.69,15.62,14.19,17.29,2.0,2.0,2.0,,,,,,,,,
2021-05-01,,,,,,,,,,,,,,,,,,,34.62,33.63,36.29,4.43,2.38,4.91,3.39,2.37,4.8,37.22,36.76,37.71,15.57,14.1,17.23,2.0,2.0,2.0,,,,,,,,,
2021-05-02,,,,,,,,,,,,,,,,,,,34.67,33.64,36.37,4.42,2.3,4.92,3.4,2.37,4.81,37.24,36.82,37.72,15.52,14.05,17.11,2.0,2.0,2.0,,,,,,,,,
2021-05-03,,,,,,,,,,,,,,,,,,,34.72,33.64,36.46,4.4,2.24,4.92,3.4,2.4,4.82,37.27,36.85,37.74,15.46,13.85,16.97,2.0,2.0,2.0,,,,36.0,37.0,3.0,,14.0,
2021-05-04,,,,,,,,,,,,,,,,,,,34.77,33.66,36.56,4.37,2.19,4.94,3.41,2.41,4.83,37.29,36.89,37.76,15.41,13.78,16.83,2.0,2.0,2.0,,,,,,,,,
2021-05-05,,,,,,,,,,,,,,,,,,,34.83,33.68,36.71,4.35,2.14,4.95,3.42,2.42,4.82,37.32,36.91,37.77,15.35,13.7,16.68,2.0,2.0,2.0,,,,,,,,,
2021-05-06,,,,,,,,,,,,,,,,,,,34.89,33.69,36.88,4.31,2.1,4.96,3.43,2.43,4.8,37.34,36.93,37.81,15.29,13.58,16.62,2.0,2.0,2.0,,,,,,,,,
2021-05-07,,,,,,,,,,,,,,,,,,,34.96,33.69,37.06,4.28,2.07,4.97,3.43,2.47,4.78,37.36,36.94,37.87,15.23,13.43,16.61,2.0,2.0,2.0,,,,,,,,,
2021-05-08,,,,,,,,,,,,,,,,,,,35.02,33.7,37.23,4.24,2.04,4.98,3.44,2.52,4.76,37.38,36.96,37.91,15.17,13.3,16.59,2.0,2.0,2.0,,,,,,,,,
2021-05-09,,,,,,,,,,,,,,,,,,,35.09,33.69,37.39,4.2,2.03,4.99,3.45,2.53,4.74,37.39,36.97,37.94,15.11,13.18,16.58,2.0,2.0,2.0,,,,,,,,,
2021-05-10,,,,,,,,,,,,,,,,,,,35.16,33.7,37.54,4.15,2.02,4.99,3.47,2.53,4.72,37.41,36.98,37.96,15.05,13.07,16.56,2.0,2.0,2.0,,,,,,,,,
2021-05-11,,,,,,,,,,,,,,,,,,,35.23,33.7,37.67,4.11,2.01,4.99,3.48,2.54,4.71,37.42,36.99,37.98,14.98,12.98,16.53,2.0,2.0,2.0,,,,,,,,,
2021-05-12,,,,,,,,,,,,,,,,,,,35.3,33.7,37.8,4.07,2.0,5.0,3.49,2.54,4.69,37.44,36.99,37.99,14.92,12.92,16.49,2.0,2.0,2.0,,,,,,,,,
2021-05-13,,,,,,,,,,,,,,,,,,,35.38,33.71,37.9,4.02,2.0,5.0,3.51,2.55,4.67,37.45,37.0,38.0,14.86,12.86,16.4,2.0,2.0,2.0,,,,34.0,38.0,5.0,5.0,15.0,2.0
2021-05-14,,,,,,,,,,,,,,,,,,,35.45,33.71,37.98,3.98,2.0,5.0,3.52,2.55,4.66,37.46,37.0,38.0,14.8,12.81,16.33,2.0,2.0,2.0,,,,,,,,,
2021-05-15,,,,,,,,,,,,,,,,,,,35.52,33.72,38.06,3.94,2.0,5.0,3.54,2.56,4.65,37.47,37.0,38.0,14.75,12.76,16.31,2.0,2.0,2.0,,,,,,,,,
2021-05-16,,,,,,,,,,,,,,,,,,,35.59,33.73,38.16,3.9,2.0,5.0,3.55,2.56,4.63,37.48,37.0,38.0,14.69,12.69,16.29,2.0,2.0,2.0,,,,,,,,,
2021-05-17,,,,,,,,,,,,,,,,,,,35.66,33.73,38.02,3.86,2.0,5.0,3.57,2.57,4.62,37.49,37.0,38.0,14.63,12.8,16.25,,,,,,,,,,,,
2021-05-18,,,,,,,,,,,,,,,,,,,35.73,33.74,38.18,3.83,2.0,5.0,3.59,2.58,4.61,37.5,37.0,38.0,14.57,12.75,16.22,,,,,,,,,,,,
2021-05-19,,,,,,,,,,,,,,,,,,,35.8,33.75,38.32,3.79,2.0,5.0,3.61,2.58,4.6,37.51,37.0,38.0,14.51,12.71,16.2,,,,,,,,,,,,
2021-05-20,,,,,,,,,,,,,,,,,,,35.87,33.76,38.47,3.76,2.0,5.0,3.63,2.59,4.59,37.52,37.0,38.0,14.45,12.66,16.16,,,,,,,,,,,,
2021-05-21,,,,,,,,,,,,,,,,,,,35.94,33.76,38.62,3.73,2.0,5.0,3.65,2.6,4.58,37.53,37.0,38.0,14.39,12.63,16.13,,,,,,,,,,,,
2021-05-22,,,,,,,,,,,,,,,,,,,36.01,33.77,38.76,3.71,2.0,5.0,3.67,2.61,4.57,37.54,37.0,38.0,14.33,12.59,16.1,,,,,,,,,,,,
2021-05-23,,,,,,,,,,,,,,,,,,,36.08,33.78,38.82,3.68,2.0,5.0,3.69,2.62,4.56,37.55,37.0,38.0,14.27,12.56,16.06,,,,,,,,,,,,
2021-05-24,,,,,,,,,,,,,,,,,,,36.15,33.79,38.88,3.65,2.0,5.0,3.71,2.63,4.55,37.56,37.0,38.0,14.2,12.52,16.02,,,,,,,,,,,,
2021-05-25,,,,,,,,,,,,,,,,,,,36.22,33.8,38.94,3.63,2.0,5.0,3.73,2.64,4.54,37.57,37.0,38.0,14.14,12.49,15.98,,,,,,,,,,,,
2021-05-26,,,,,,,,,,,,,,,,,,,36.3,33.81,39.0,3.61,2.0,5.0,3.75,2.65,4.54,37.58,37.0,38.0,14.08,12.46,15.94,,,,,,,,,,,,
2021-05-27,,,,,,,,,,,,,,,,,,,36.37,33.82,39.06,3.58,2.0,5.0,3.77,2.66,4.53,37.6,37.0,38.0,14.01,12.36,15.89,,,,,,,,,,,,
2021-05-28,,,,,,,,,,,,,,,,,,,36.44,33.83,39.15,3.56,2.0,5.0,3.8,2.68,4.52,37.61,37.0,38.0,13.95,12.25,15.85,,,,,,,,,,,,
2021-05-29,,,,,,,,,,,,,,,,,,,36.52,33.84,39.25,3.54,2.0,5.0,3.82,2.69,4.53,37.62,37.0,38.0,13.88,12.15,15.8,,,,,,,,,,,,
2021-05-30,,,,,,,,,,,,,,,,,,,36.59,33.86,39.33,3.52,2.0,5.0,3.85,2.7,4.57,37.63,37.0,38.0,13.82,12.08,15.75,,,,,,,,,,,,
2021-05-31,,,,,,,,,,,,,,,,,,,36.67,33.87,39.43,3.5,2.0,5.0,3.87,2.72,4.59,37.65,37.0,38.0,13.75,12.03,15.7,,,,,,,,,,,,
2021-06-01,,,,,,,,,,,,,,,,,,,36.75,33.88,39.52,3.48,2.0,5.0,3.89,2.73,4.62,37.66,37.0,38.0,13.68,12.0,15.64,,,,,,,,,,,,
2021-06-02,,,,,,,,,,,,,,,,,,,36.83,33.89,39.61,3.46,2.0,5.0,3.92,2.75,4.66,37.67,37.0,38.0,13.61,11.96,15.58,,,,,,,,,,,,
2021-06-03,,,,,,,,,,,,,,,,,,,36.91,33.9,39.71,3.44,2.0,5.0,3.94,2.77,4.69,37.69,37.0,38.0,13.55,11.89,15.5,,,,,,,,,,,,
2021-06-04,,,,,,,,,,,,,,,,,,,37.0,33.91,39.82,3.42,2.0,5.0,3.97,2.79,4.72,37.7,37.0,38.0,13.47,11.82,15.41,,,,,,,,,,,,
2021-06-05,,,,,,,,,,,,,,,,,,,37.09,33.92,39.99,3.39,2.0,5.0,3.99,2.81,4.72,37.72,37.0,38.0,13.4,11.76,15.3,,,,,,,,,,,,
2021-06-06,,,,,,,,,,,,,,,,,,,37.18,33.93,40.15,3.37,2.0,5.0,4.02,2.82,4.72,37.73,37.0,38.0,13.33,11.68,15.2,,,,,,,,,,,,
2021-06-07,,,,,,,,,,,,,,,,,,,37.27,33.94,40.3,3.35,2.0,5.0,4.04,2.85,4.71,37.74,37.0,38.0,13.26,11.61,15.17,,,,,,,,,,,,
2021-06-08,,,,,,,,,,,,,,,,,,,37.36,33.95,40.44,3.32,2.0,5.0,4.06,2.87,4.74,37.76,37.0,38.0,13.19,11.49,15.14,,,,,,,,,,,,
2021-06-09,,,,,,,,,,,,,,,,,,,37.46,33.96,40.56,3.29,2.0,5.0,4.08,2.89,4.79,37.77,37.0,38.0,13.11,11.38,15.11,,,,,,,,,,,,
2021-06-10,,,,,,,,,,,,,,,,,,,37.56,33.97,40.67,3.27,2.0,5.0,4.1,2.91,4.83,37.79,37.0,38.0,13.04,11.29,15.09,,,,,,,,,,,,
2021-06-11,,,,,,,,,,,,,,,,,,,37.66,33.98,40.77,3.24,2.0,5.0,4.12,2.93,4.88,37.8,37.0,38.0,12.97,11.2,15.06,,,,,,,,,,,,
2021-06-12,,,,,,,,,,,,,,,,,,,37.76,33.99,40.84,3.21,2.0,5.0,4.14,2.95,4.91,37.82,37.0,38.0,12.9,11.14,15.04,,,,,,,,,,,,
2021-06-13,,,,,,,,,,,,,,,,,,,37.87,33.99,40.9,3.17,2.0,5.0,4.15,2.96,4.94,37.83,37.0,38.0,12.83,11.08,15.03,,,,,,,,,,,,
2021-06-14,,,,,,,,,,,,,,,,,,,37.98,33.99,40.95,3.14,2.0,5.0,4.17,2.98,4.97,37.85,37.0,38.0,12.76,11.05,15.02,,,,,,,,,,,,
2021-06-15,,,,,,,,,,,,,,,,,,,38.09,34.0,40.98,3.1,2.0,5.0,4.18,2.99,4.99,37.86,37.0,38.0,12.69,11.02,15.01,,,,,,,,,,,,
2021-06-16,,,,,,,,,,,,,,,,,,,38.2,34.0,40.99,3.06,2.0,5.0,4.18,3.0,5.0,37.87,37.0,38.0,12.62,11.01,15.0,,,,,,,,,,,,
2021-06-17,,,,,,,,,,,,,,,,,,,38.32,34.0,41.0,3.02,2.0,5.0,4.19,3.0,5.0,37.89,37.0,38.0,12.55,11.0,15.0,,,,,,,,,,,,
2021-06-18,,,,,,,,,,,,,,,,,,,38.45,34.0,41.0,2.98,2.0,5.0,4.19,3.0,5.0,37.9,37.0,38.0,12.47,11.0,15.0,,,,,,,41.0,38.0,4.0,2.0,11.0,
2021-06-19,,,,,,,,,,,,,,,,,,,38.58,34.02,40.78,2.93,2.0,5.0,4.19,3.71,4.98,37.91,37.62,38.0,12.39,11.13,14.99,,,,,,,,,,,,
2021-06-20,,,,,,,,,,,,,,,,,,,38.72,34.02,40.81,2.88,2.0,5.0,4.2,3.75,4.98,37.92,37.64,38.0,12.31,11.11,14.99,,,,,,,,,,,,
2021-06-21,,,,,,,,,,,,,,,,,,,38.87,34.02,40.85,2.83,2.0,5.0,4.19,3.79,4.99,37.94,37.67,38.0,12.23,11.09,14.99,,,,,,,,,,,,
2021-06-22,,,,,,,,,,,,,,,,,,,39.02,34.01,40.88,2.78,2.0,5.0,4.19,3.82,4.99,37.95,37.7,38.0,12.14,11.07,14.99,,,,,,,,,,,,
2021-06-23,,,,,,,,,,,,,,,,,,,39.18,34.01,40.91,2.72,2.0,5.0,4.19,3.85,4.99,37.96,37.73,38.0,12.05,11.06,14.99,,,,,,,,,,,,
2021-06-24,,,,,,,,,,,,,,,,,,,39.34,34.01,40.93,2.66,2.0,5.0,4.18,3.89,4.99,37.97,37.77,38.0,11.95,11.04,15.0,,,,,,,,,,,,
2021-06-25,,,,,,,,,,,,,,,,,,,39.5,34.01,40.95,2.61,2.0,5.0,4.17,3.92,4.99,37.98,37.81,38.0,11.86,11.03,15.0,,,,,,,,,,,,
2021-06-26,,,,,,,,,,,,,,,,,,,39.66,34.01,40.97,2.55,2.0,5.0,4.16,3.94,4.99,37.98,37.85,38.0,11.77,11.02,15.0,,,,,,,,,,,,
2021-06-27,,,,,,,,,,,,,,,,,,,39.82,34.0,40.98,2.49,2.0,5.0,4.15,3.96,5.0,37.99,37.89,38.0,11.68,11.01,15.0,,,,,,,,,,,,
2021-06-28,,,,,,,,,,,,,,,,,,,39.97,34.0,40.99,2.43,2.0,5.0,4.14,3.98,5.0,37.99,37.93,38.0,11.59,11.01,15.0,,,,,,,,,,,,
2021-06-29,,,,,,,,,,,,,,,,,,,40.12,34.0,41.0,2.37,2.0,5.0,4.12,3.99,5.0,38.0,37.96,38.0,11.51,11.0,15.0,,,,,,,,,,,,
2021-06-30,,,,,,,,,,,,,,,,,,,40.25,34.0,41.0,2.32,2.0,5.0,4.11,4.0,5.0,38.0,37.98,38.0,11.43,11.0,15.0,,,,,,,,,,,,
2021-07-01,,,,,,,,,,,,,,,,,,,40.38,34.0,41.0,2.27,2.0,5.0,4.09,4.0,5.0,38.0,38.0,38.0,11.36,11.0,15.0,,,,,,,,,,,,
2021-07-02,,,,,,,,,,,,,,,,,,,40.5,34.0,41.0,2.22,2.0,5.0,4.07,4.0,5.0,38.0,38.0,38.0,11.29,11.0,15.0,,,,,,,,,,,,
2021-07-03,,,,,,,,,,,,,,,,,,,40.6,34.0,41.0,2.17,2.0,5.0,4.06,4.0,5.0,38.0,38.0,38.0,11.23,11.0,15.0,,,,,,,,,,,,
2021-07-04,,,,,,,,,,,,,,,,,,,40.7,34.0,41.0,2.13,2.0,5.0,4.04,4.0,5.0,38.0,38.0,38.0,11.17,11.0,15.0,,,,,,,,,,,,
2021-07-05,,,,,,,,,,,,,,,,,,,40.78,34.0,41.0,2.09,2.0,5.0,4.03,4.0,5.0,38.0,38.0,38.0,11.12,11.0,15.0,,,,,,,,,,,,
2021-07-06,,,,,,,,,,,,,,,,,,,40.85,34.0,41.0,2.06,2.0,5.0,4.02,4.0,5.0,38.0,38.0,38.0,11.08,11.0,15.0,,,,,,,,,,,,
2021-07-07,,,,,,,,,,,,,,,,,,,40.91,34.0,41.0,2.04,2.0,5.0,4.01,4.0,5.0,38.0,38.0,38.0,11.05,11.0,15.0,,,,,,,,,,,,
2021-07-08,,,,,,,,,,,,,,,,,,,40.95,34.0,41.0,2.02,2.0,5.0,4.01,4.0,5.0,38.0,38.0,38.0,11.03,11.0,15.0,,,,,,,,,,,,
