date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Ukip,Ukip (low),Ukip (high),Grn,Grn (low),Grn (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2019-08-11,31.26,29.41,32.5,13.59,11.28,15.63,7.33,6.41,7.75,2.47,2.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,8.0,3.0,0.0,0.0
2019-08-12,31.23,29.4,32.47,13.57,11.3,15.6,7.32,6.4,7.73,2.46,2.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-13,31.2,29.38,32.43,13.55,11.31,15.57,7.3,6.38,7.72,2.45,2.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-14,31.17,29.37,32.39,13.53,11.33,15.55,7.28,6.37,7.7,2.44,2.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-15,31.14,29.35,32.36,13.51,11.35,15.52,7.27,6.35,7.69,2.44,2.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-16,31.11,29.0,33.0,13.5,11.0,16.0,7.25,6.0,8.0,2.43,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-17,31.09,29.0,33.0,13.48,11.0,16.0,7.24,6.0,8.0,2.42,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-18,31.06,29.01,33.0,13.47,11.0,16.0,7.23,6.0,8.0,2.42,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-19,31.04,29.02,33.0,13.45,11.01,16.0,7.21,6.0,7.99,2.41,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-20,31.01,29.03,33.01,13.44,11.02,16.0,7.2,6.0,7.99,2.4,2.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-21,30.99,29.06,33.01,13.43,11.03,16.0,7.18,6.0,7.98,2.4,2.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-22,30.98,29.1,33.02,13.42,11.05,16.0,7.17,6.0,7.96,2.39,2.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-23,30.96,29.14,33.03,13.42,11.07,16.0,7.16,6.0,7.95,2.39,2.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-24,30.95,29.19,33.04,13.41,11.1,16.0,7.14,6.0,7.92,2.38,2.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-25,30.94,29.25,33.05,13.41,11.14,16.0,7.13,6.0,7.9,2.38,2.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-26,30.93,29.32,33.07,13.41,11.18,16.0,7.11,6.0,7.86,2.37,2.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-27,30.93,29.39,33.09,13.41,11.22,16.0,7.1,6.0,7.83,2.36,2.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-28,30.93,29.42,33.11,13.41,11.27,16.0,7.08,6.0,7.79,2.36,2.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-29,30.93,29.41,33.14,13.41,11.33,16.0,7.07,6.0,7.75,2.35,2.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-30,30.93,29.43,33.16,13.41,11.39,16.0,7.05,6.0,7.7,2.35,2.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-08-31,30.93,29.47,33.19,13.42,11.45,16.0,7.04,6.0,7.65,2.34,2.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-01,30.94,29.46,33.22,13.42,11.52,16.0,7.02,6.0,7.61,2.33,2.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-02,30.94,29.47,33.25,13.43,11.59,16.0,7.01,6.0,7.58,2.33,2.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-03,30.95,29.52,33.28,13.43,11.66,16.0,6.99,6.0,7.57,2.32,2.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-04,30.96,29.55,33.32,13.44,11.74,16.0,6.98,6.0,7.55,2.32,2.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-05,30.97,29.54,33.35,13.45,11.81,16.0,6.96,6.0,7.54,2.31,2.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-06,30.99,29.54,33.39,13.45,11.88,16.0,6.94,6.0,7.53,2.3,2.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-07,31.0,29.54,33.42,13.46,11.93,16.0,6.93,6.0,7.51,2.3,2.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-08,31.01,29.53,33.46,13.47,11.93,16.0,6.91,6.0,7.5,2.29,2.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-09,31.03,29.53,33.49,13.47,11.94,16.0,6.9,6.0,7.49,2.28,2.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,7.0,2.0,0.0,0.0
2019-09-10,31.04,29.53,33.53,13.48,11.95,16.0,6.88,6.0,7.47,2.28,2.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-11,31.06,29.52,33.57,13.49,11.95,16.0,6.87,6.0,7.43,2.27,2.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-12,31.07,29.52,33.93,13.49,11.96,16.0,6.85,6.0,7.39,2.26,2.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-13,31.09,29.52,33.97,13.5,11.96,16.0,6.84,6.0,7.36,2.26,2.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-14,31.1,29.52,34.02,13.51,11.97,16.0,6.82,6.0,7.32,2.25,2.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-15,31.12,29.52,34.06,13.51,11.97,16.0,6.81,6.0,7.28,2.24,2.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-16,31.14,29.52,34.1,13.52,11.98,16.0,6.79,6.0,7.27,2.24,2.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-17,31.16,29.53,34.14,13.53,11.98,16.0,6.77,6.0,7.27,2.23,1.99,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-18,31.18,29.54,34.18,13.53,11.99,16.01,6.76,6.0,7.26,2.22,1.99,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-19,31.2,29.55,34.23,13.54,12.0,16.01,6.74,5.99,7.26,2.21,1.98,2.59,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-20,31.22,29.56,34.27,13.55,12.0,16.02,6.72,5.99,7.25,2.2,1.97,2.57,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-21,31.25,29.56,34.31,13.56,12.01,16.02,6.7,5.99,7.24,2.19,1.97,2.56,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-22,31.27,29.55,34.35,13.57,12.01,16.03,6.68,5.99,7.22,2.18,1.96,2.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-23,31.3,29.58,34.39,13.59,12.02,16.04,6.66,5.98,7.21,2.17,1.95,2.54,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-24,31.33,29.61,34.43,13.6,12.07,16.04,6.64,5.98,7.18,2.16,1.93,2.53,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-25,31.36,29.63,34.47,13.61,12.1,16.05,6.62,5.98,7.15,2.15,1.92,2.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-26,31.39,29.64,34.51,13.63,12.11,16.06,6.6,5.97,7.1,2.14,1.91,2.46,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-27,31.43,29.65,34.55,13.65,12.11,16.08,6.57,5.97,7.09,2.12,1.89,2.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-28,31.46,29.7,34.59,13.66,12.12,16.08,6.55,5.97,7.07,2.11,1.88,2.41,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-29,31.5,29.72,34.63,13.68,12.14,16.09,6.53,5.96,7.05,2.1,1.86,2.38,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-09-30,31.53,29.71,34.67,13.7,12.18,16.1,6.5,5.96,7.04,2.08,1.85,2.36,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-01,31.57,29.68,34.7,13.72,12.23,16.12,6.48,5.95,7.01,2.07,1.83,2.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-02,31.61,29.68,34.74,13.75,12.22,16.13,6.45,5.95,6.98,2.06,1.82,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-03,31.65,29.68,34.77,13.77,12.2,16.14,6.43,5.94,6.93,2.04,1.8,2.29,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-04,31.69,29.69,34.81,13.79,12.19,16.15,6.4,5.93,6.88,2.03,1.79,2.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-05,31.73,29.68,34.87,13.82,12.2,16.16,6.38,5.89,6.84,2.01,1.77,2.26,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-06,31.77,29.68,34.96,13.84,12.22,16.18,6.35,5.88,6.8,2.0,1.75,2.24,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,6.0,2.0,0.0,0.0
2019-10-07,31.81,29.69,34.97,13.87,12.25,16.19,6.33,5.86,6.78,1.99,1.74,2.23,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-08,31.85,29.69,34.98,13.9,12.27,16.21,6.3,5.83,6.75,1.97,1.73,2.21,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-09,31.89,29.7,34.99,13.93,12.29,16.22,6.28,5.8,6.74,1.96,1.72,2.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-10,31.93,29.69,35.0,13.95,12.28,16.24,6.25,5.77,6.73,1.94,1.7,2.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-11,31.98,29.67,35.04,13.98,12.26,16.25,6.23,5.74,6.71,1.93,1.68,2.16,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-12,32.02,29.66,35.08,14.02,12.28,16.27,6.2,5.71,6.69,1.92,1.66,2.14,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-13,32.06,29.64,35.12,14.05,12.32,16.28,6.18,5.68,6.65,1.9,1.64,2.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-14,32.11,29.63,35.16,14.08,12.34,16.3,6.16,5.66,6.62,1.89,1.62,2.11,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-15,32.15,29.61,35.2,14.11,12.34,16.31,6.13,5.65,6.6,1.88,1.6,2.09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-16,32.2,29.58,35.23,14.15,12.33,16.33,6.11,5.64,6.59,1.86,1.58,2.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-17,32.24,29.5,35.25,14.19,12.32,16.34,6.09,5.63,6.58,1.85,1.57,2.07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-18,32.28,29.42,35.29,14.22,12.27,16.36,6.07,5.63,6.65,1.84,1.54,2.06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-19,32.33,29.34,35.31,14.26,12.26,16.37,6.05,5.6,6.63,1.83,1.53,2.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-20,32.38,29.3,35.34,14.3,12.27,16.38,6.03,5.57,6.61,1.82,1.5,2.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-21,32.42,29.27,35.36,14.34,12.27,16.39,6.01,5.55,6.59,1.81,1.48,2.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-22,32.47,29.26,35.38,14.38,12.28,16.4,5.99,5.52,6.57,1.8,1.46,2.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-23,32.52,29.25,35.39,14.43,12.29,16.41,5.97,5.5,6.55,1.79,1.44,2.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-24,32.58,29.25,35.41,14.47,12.31,16.41,5.95,5.48,6.52,1.78,1.42,2.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-25,32.63,29.27,35.42,14.52,12.36,16.42,5.93,5.46,6.5,1.77,1.39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-26,32.69,29.29,35.43,14.56,12.39,16.42,5.91,5.44,6.48,1.76,1.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-27,32.75,29.3,35.44,14.61,12.45,16.42,5.89,5.42,6.46,1.74,1.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-28,32.81,29.32,35.45,14.66,12.5,16.42,5.86,5.39,6.43,1.73,1.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-29,32.87,29.35,35.46,14.71,12.55,16.42,5.84,5.37,6.39,1.72,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-30,32.93,29.39,35.47,14.76,12.58,16.43,5.82,5.35,6.36,1.71,1.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-10-31,33.0,29.69,35.47,14.81,12.61,16.43,5.79,5.34,6.32,1.69,1.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-01,33.07,29.77,35.47,14.86,12.66,16.43,5.77,5.32,6.27,1.68,1.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-02,33.14,29.86,35.48,14.91,12.71,16.43,5.74,5.29,6.24,1.67,1.26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-03,33.21,29.95,35.49,14.96,12.77,16.43,5.71,5.26,6.21,1.65,1.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-04,33.28,30.02,35.5,15.02,12.82,16.44,5.68,5.22,6.2,1.64,1.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,16.0,6.0,2.0,0.0,0.0
2019-11-05,33.36,30.06,35.52,15.07,12.89,16.45,5.65,5.16,6.16,1.62,1.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-06,33.43,30.15,35.53,15.12,13.03,16.45,5.62,5.1,6.13,1.6,1.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-07,33.51,30.28,35.56,15.17,13.12,16.45,5.59,5.03,6.13,1.58,1.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-08,33.59,30.41,35.6,15.22,13.2,16.45,5.56,4.91,6.12,1.57,1.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-09,33.67,30.55,35.65,15.27,13.26,16.45,5.53,4.83,6.11,1.55,0.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-10,33.75,30.7,35.68,15.32,13.31,16.47,5.5,4.78,6.1,1.53,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-11,33.83,30.85,35.72,15.37,13.39,16.48,5.46,4.72,6.09,1.51,0.92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-12,33.91,30.98,35.76,15.42,13.45,16.48,5.43,4.66,6.08,1.49,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-13,33.99,31.09,35.81,15.46,13.54,16.48,5.4,4.58,6.07,1.48,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-14,34.07,31.2,35.89,15.51,13.64,16.49,5.37,4.5,6.06,1.46,0.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-15,34.15,30.64,35.97,15.55,13.52,16.5,5.34,4.37,6.05,1.44,0.78,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-16,34.23,30.78,36.11,15.59,13.59,16.5,5.3,4.3,6.04,1.42,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-17,34.31,30.91,36.14,15.63,13.65,16.52,5.27,4.24,6.03,1.4,0.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-18,34.38,31.06,36.17,15.67,13.71,16.52,5.24,4.17,6.03,1.38,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-19,34.46,31.21,36.23,15.71,13.78,16.53,5.21,4.11,6.01,1.36,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-20,34.54,31.36,36.27,15.75,13.85,16.54,5.18,4.05,6.01,1.34,0.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-21,34.61,31.52,36.3,15.78,13.92,16.56,5.15,3.99,6.01,1.32,0.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-22,34.69,31.64,36.33,15.82,13.99,16.59,5.12,3.95,6.0,1.3,0.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-23,34.76,31.75,36.36,15.85,14.07,16.59,5.09,3.9,5.99,1.29,0.57,1.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-24,34.84,31.85,36.38,15.88,14.14,16.6,5.06,3.85,5.99,1.27,0.54,1.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-25,34.91,31.97,36.39,15.91,14.21,16.61,5.03,3.82,5.98,1.25,0.51,1.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-26,34.98,32.1,36.41,15.94,14.29,16.61,5.0,3.79,5.98,1.23,0.48,1.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-27,35.05,32.23,36.42,15.97,14.36,16.6,4.97,3.76,5.98,1.21,0.46,1.98,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-28,35.13,32.38,36.43,16.0,14.64,16.59,4.94,3.73,5.96,1.19,0.43,1.98,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-29,35.2,32.53,36.42,16.03,14.74,16.59,4.91,3.79,5.9,1.17,0.43,1.95,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-11-30,35.27,32.72,36.42,16.06,14.78,16.61,4.88,3.77,5.89,1.16,0.43,1.94,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-01,35.34,32.89,36.44,16.09,14.83,16.62,4.85,3.75,5.86,1.14,0.42,1.93,0.0,0.0,0.0,0.0,0.0,0.0,36.0,17.0,5.0,1.0,0.0,0.0
2019-12-02,35.41,33.05,36.44,16.12,14.88,16.65,4.82,3.72,5.84,1.12,0.42,1.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-03,35.48,33.18,36.45,16.15,14.94,16.66,4.79,3.68,5.82,1.1,0.41,1.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-04,35.55,33.31,36.46,16.17,14.99,16.67,4.76,3.63,5.8,1.09,0.4,1.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-05,35.61,33.44,36.47,16.2,15.05,16.69,4.74,3.57,5.79,1.07,0.38,1.88,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-06,35.68,33.59,36.49,16.23,15.22,16.71,4.71,3.51,5.77,1.05,0.36,1.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-07,35.74,33.87,36.53,16.26,15.43,16.71,4.68,3.46,5.75,1.04,0.37,1.84,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-08,35.8,34.28,36.6,16.28,15.6,16.73,4.65,3.43,5.73,1.02,0.38,1.83,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-09,35.86,34.5,36.65,16.31,15.67,16.73,4.62,3.42,5.7,1.0,0.38,1.81,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-10,35.92,34.62,36.65,16.33,15.73,16.74,4.59,3.43,5.68,0.99,0.37,1.79,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-11,35.97,34.73,36.68,16.35,15.77,16.76,4.57,3.43,5.66,0.97,0.34,1.79,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-12,36.02,34.89,36.69,16.37,15.84,16.78,4.54,3.41,5.63,0.96,0.31,1.77,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-13,36.07,34.99,36.73,16.39,15.85,16.82,4.51,3.37,5.76,0.94,0.3,1.88,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-14,36.11,35.11,36.76,16.41,15.88,16.86,4.49,3.33,5.74,0.93,0.3,1.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-15,36.15,35.18,36.82,16.43,15.91,16.88,4.46,3.32,5.71,0.92,0.32,1.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-16,36.19,35.26,36.87,16.45,15.93,16.91,4.44,3.33,5.7,0.9,0.33,1.84,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-17,36.23,35.3,36.9,16.46,15.94,16.93,4.42,3.34,5.63,0.89,0.34,1.79,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-18,36.26,35.33,36.94,16.47,15.96,16.95,4.39,3.35,5.54,0.88,0.34,1.71,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-19,36.29,35.35,36.95,16.48,15.97,16.96,4.37,3.35,5.53,0.87,0.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-20,36.31,35.38,36.96,16.49,15.97,16.96,4.35,3.36,5.51,0.86,0.33,1.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-21,36.33,35.41,36.96,16.5,15.97,16.97,4.32,3.33,5.5,0.85,0.32,1.63,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-22,36.35,35.43,36.98,16.5,15.98,16.97,4.3,3.24,5.47,0.84,0.3,1.61,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-23,36.37,35.45,36.97,16.5,15.97,16.96,4.27,3.24,5.42,0.83,0.3,1.59,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-24,36.38,35.47,36.97,16.5,15.96,16.95,4.25,3.24,5.37,0.82,0.29,1.57,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-25,36.39,35.47,36.96,16.5,15.95,16.94,4.23,3.25,5.32,0.81,0.28,1.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-26,36.4,35.59,36.95,16.5,15.95,16.91,4.2,3.34,5.28,0.8,0.3,1.49,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-27,36.42,35.62,36.94,16.5,15.94,16.89,4.18,3.33,5.23,0.79,0.29,1.47,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-28,36.43,35.65,36.93,16.5,15.93,16.88,4.15,3.31,5.2,0.78,0.29,1.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-29,36.43,35.67,36.92,16.5,15.92,16.88,4.12,3.29,5.16,0.77,0.3,1.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-30,36.44,35.67,36.9,16.49,15.91,16.87,4.1,3.3,5.13,0.77,0.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-12-31,36.45,35.67,36.9,16.49,15.89,16.88,4.07,3.29,5.11,0.76,0.31,1.37,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-01,36.46,35.67,36.88,16.48,15.88,16.87,4.05,3.28,5.06,0.75,0.32,1.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-02,36.46,35.67,36.87,16.47,15.86,16.87,4.02,3.27,5.02,0.74,0.32,1.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-03,36.47,35.65,36.86,16.47,15.85,16.89,3.99,3.26,4.95,0.74,0.32,1.29,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-04,36.47,35.64,36.85,16.46,15.83,16.9,3.97,3.25,4.9,0.73,0.33,1.26,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-05,36.48,35.62,36.85,16.45,15.82,16.91,3.94,3.23,4.84,0.72,0.34,1.24,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-06,36.48,35.6,36.85,16.44,15.8,16.92,3.91,3.23,4.77,0.72,0.34,1.22,0.0,0.0,0.0,0.0,0.0,0.0,37.0,16.0,3.0,0.0,0.0,0.0
2020-01-07,36.48,35.6,36.85,16.43,15.78,16.93,3.89,3.22,4.72,0.71,0.33,1.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-08,36.48,35.59,36.87,16.42,15.77,16.93,3.86,3.21,4.68,0.7,0.33,1.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-09,36.48,35.59,36.89,16.41,15.75,16.94,3.84,3.19,4.64,0.7,0.33,1.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-10,36.48,35.47,36.94,16.4,15.73,16.96,3.81,3.08,4.66,0.69,0.32,1.13,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-11,36.48,35.44,36.95,16.39,15.72,16.96,3.79,3.07,4.61,0.69,0.32,1.11,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-12,36.48,35.42,36.95,16.37,15.7,16.97,3.77,3.06,4.59,0.69,0.32,1.09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-13,36.48,35.41,36.96,16.36,15.69,16.98,3.74,3.04,4.57,0.68,0.32,1.07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-14,36.48,35.53,36.98,16.34,15.66,16.98,3.72,3.03,4.56,0.68,0.32,1.05,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-15,36.48,35.52,36.99,16.33,15.55,16.98,3.7,3.02,4.54,0.68,0.33,1.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-16,36.48,35.52,37.01,16.31,15.49,16.97,3.68,3.02,4.52,0.68,0.34,1.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-17,36.48,35.52,37.03,16.29,15.48,16.96,3.66,3.02,4.49,0.67,0.33,1.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-01-18,36.49,35.51,37.05,16.27,15.46,16.95,3.65,3.02,4.43,0.67,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
